variant,family,file,basename,q2_scale,s1_scale,gate,q2_gate_rows,s1_gate_rows,move_l1,move_l2,changed_cells_1e12,changed_rows_1e12,non_q2s1_l1,all_cos_e323_bad_vs_e247,all_cos_e323_bad_vs_e365,q2_cos_e323_bad_vs_e247,q2_cos_e323_bad_vs_e365,s1_cos_e323_bad_vs_e247,s1_cos_e323_bad_vs_e365,l1_Q1,signed_sum_Q1,changed_Q1,l1_Q2,signed_sum_Q2,changed_Q2,l1_Q3,signed_sum_Q3,changed_Q3,l1_S1,signed_sum_S1,changed_S1,l1_S2,signed_sum_S2,changed_S2,l1_S3,signed_sum_S3,changed_S3,l1_S4,signed_sum_S4,changed_S4,q2_transfer_abs_spearman,s1_transfer_abs_spearman,q2_transfer_signed_spearman,s1_transfer_signed_spearman
h001_e247locked_all_q21p25_s11p0,h001_e247locked_q2s1_transplant,hitl/h001_e247locked_q2s1_transplant/submission_h001_e247locked_all_q21p25_s11p0_4e17a0ef.csv,submission_h001_e247locked_all_q21p25_s11p0_4e17a0ef.csv,1.25,1.0,all,250.0,250.0,0.20604442530230693,0.044373247383844114,194.0,168.0,4.440892098500626e-16,-0.021438952935744878,0.006102044450378161,-0.01471365929491448,0.5917345466842593,-0.07588088559857444,-0.0632004621986908,0.0,0.0,0.0,0.09676838498857451,0.08016419796337827,34.0,4.440892098500626e-16,-4.440892098500626e-16,0.0,0.109276040313732,-0.012448242179950622,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4284575784600711,0.197475314012705,-0.059234847659693404,0.005292888391400691
h001_e247locked_all_q21p25_s11p06,h001_e247locked_q2s1_transplant,hitl/h001_e247locked_q2s1_transplant/submission_h001_e247locked_all_q21p25_s11p06_95c28f8d.csv,submission_h001_e247locked_all_q21p25_s11p06_95c28f8d.csv,1.25,1.06,all,250.0,250.0,0.21260098772119074,0.045333783760744706,194.0,168.0,4.440892098500626e-16,-0.02224378457584051,0.0049303208550677225,-0.01471365929491448,0.5917345466842593,-0.07588088559868636,-0.06320046219878364,0.0,0.0,0.0,0.09676838498857451,0.08016419796337827,34.0,4.440892098500626e-16,-4.440892098500626e-16,0.0,0.11583260273261574,-0.013195136710719209,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4284575784600711,0.197475314012705,-0.059234847659693404,0.005292888391400691
h001_e247locked_all_q21p25_s11p25,h001_e247locked_q2s1_transplant,hitl/h001_e247locked_q2s1_transplant/submission_h001_e247locked_all_q21p25_s11p25_8db7b0d8.csv,submission_h001_e247locked_all_q21p25_s11p25_8db7b0d8.csv,1.25,1.25,all,250.0,250.0,0.23336343538081017,0.04859143940989029,194.0,168.0,4.440892098500626e-16,-0.02447231378987626,0.0015200532656155898,-0.01471365929491448,0.5917345466842593,-0.07588088559897349,-0.06320046219901866,0.0,0.0,0.0,0.09676838498857451,0.08016419796337827,34.0,4.440892098500626e-16,-4.440892098500626e-16,0.0,0.13659505039223518,-0.015560302724911088,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4284575784600711,0.197475314012705,-0.059234847659693404,0.005292888391400691
h001_e247locked_transfer_top20_q20p0_s10p5,h001_e247locked_q2s1_transplant,hitl/h001_e247locked_q2s1_transplant/submission_h001_e247locked_transfer_top20_q20p0_s10p5_01ebff46.csv,submission_h001_e247locked_transfer_top20_q20p0_s10p5_01ebff46.csv,0.0,0.5,transfer_top20,50.0,92.0,0.030103206664531826,0.01110812495670764,66.0,66.0,4.440892098500626e-16,-0.03895053842878465,-0.04841524316786891,0.0,0.0,-0.08203175209308554,-0.10257569116553143,0.0,0.0,0.0,0.0,0.0,0.0,4.440892098500626e-16,-4.440892098500626e-16,0.0,0.03010320666453138,-0.007712932018509158,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.46436013482658867,,-0.07724627945881982
h001_e247locked_transfer_top20_q20p0_s10p75,h001_e247locked_q2s1_transplant,hitl/h001_e247locked_q2s1_transplant/submission_h001_e247locked_transfer_top20_q20p0_s10p75_93695a48.csv,submission_h001_e247locked_transfer_top20_q20p0_s10p75_93695a48.csv,0.0,0.75,transfer_top20,50.0,92.0,0.045154809996741416,0.01666218743506197,66.0,66.0,4.440892098500626e-16,-0.038950538429180885,-0.0484152431683658,0.0,0.0,-0.08203175209492597,-0.10257569116784225,0.0,0.0,0.0,0.0,0.0,0.0,4.440892098500626e-16,-4.440892098500626e-16,0.0,0.04515480999674097,-0.01156939802777486,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.46436013482658867,,-0.07724627945881982
h001_e247locked_transfer_top20_q20p0_s11p0,h001_e247locked_q2s1_transplant,hitl/h001_e247locked_q2s1_transplant/submission_h001_e247locked_transfer_top20_q20p0_s11p0_53c3153c.csv,submission_h001_e247locked_transfer_top20_q20p0_s11p0_53c3153c.csv,0.0,1.0,transfer_top20,50.0,92.0,0.060206413328992445,0.022216249913414577,66.0,66.0,4.440892098500626e-16,-0.038950538429395935,-0.04841524316862753,0.0,0.0,-0.08203175209588184,-0.1025756911690258,0.0,0.0,0.0,0.0,0.0,0.0,4.440892098500626e-16,-4.440892098500626e-16,0.0,0.060206413328992,-0.015425864037024992,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.46436013482658867,,-0.07724627945881982
h001_e247locked_transfer_top20_q20p0_s11p06,h001_e247locked_q2s1_transplant,hitl/h001_e247locked_q2s1_transplant/submission_h001_e247locked_transfer_top20_q20p0_s11p06_06abea93.csv,submission_h001_e247locked_transfer_top20_q20p0_s11p06_06abea93.csv,0.0,1.06,transfer_top20,50.0,92.0,0.06381879812875593,0.023549224908220954,66.0,66.0,4.440892098500626e-16,-0.03895053842944745,-0.04841524316868924,0.0,0.0,-0.08203175209607579,-0.10257569116926339,0.0,0.0,0.0,0.0,0.0,0.0,4.440892098500626e-16,-4.440892098500626e-16,0.0,0.06381879812875549,-0.016351415879243547,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.46436013482658867,,-0.07724627945881982
h001_e247locked_transfer_top20_q20p0_s11p25,h001_e247locked_q2s1_transplant,hitl/h001_e247locked_q2s1_transplant/submission_h001_e247locked_transfer_top20_q20p0_s11p25_f9e9bf62.csv,submission_h001_e247locked_transfer_top20_q20p0_s11p25_f9e9bf62.csv,0.0,1.25,transfer_top20,50.0,92.0,0.0752580166612765,0.027770312391769962,66.0,66.0,4.440892098500626e-16,-0.03895053842951452,-0.04841524316877829,0.0,0.0,-0.0820317520964334,-0.10257569116972264,0.0,0.0,0.0,0.0,0.0,0.0,4.440892098500626e-16,-4.440892098500626e-16,0.0,0.07525801666127606,-0.01928233004627529,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.46436013482658867,,-0.07724627945881982
h001_e247locked_transfer_top20_q20p25_s10p0,h001_e247locked_q2s1_transplant,hitl/h001_e247locked_q2s1_transplant/submission_h001_e247locked_transfer_top20_q20p25_s10p0_7eb01b0a.csv,submission_h001_e247locked_transfer_top20_q20p25_s10p0_7eb01b0a.csv,0.25,0.0,transfer_top20,50.0,92.0,0.01379401505808274,0.006484975194809523,22.0,22.0,4.440892098500626e-16,-1.1047034789573274e-11,0.026293102124203577,-0.014322892634681166,0.5242507783812157,0.0,0.0,0.0,0.0,0.0,0.013794015058082296,0.011500155207385135,22.0,4.440892098500626e-16,-4.440892098500626e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4789018917150794,,-0.04358910850266395,
h001_e247locked_transfer_top20_q20p25_s10p5,h001_e247locked_q2s1_transplant,hitl/h001_e247locked_q2s1_transplant/submission_h001_e247locked_transfer_top20_q20p25_s10p5_bee8b3a2.csv,submission_h001_e247locked_transfer_top20_q20p25_s10p5_bee8b3a2.csv,0.25,0.5,transfer_top20,50.0,92.0,0.04389722172261412,0.012862555863090583,88.0,70.0,4.440892098500626e-16,-0.03363775074541253,-0.028555168953599972,-0.014322892634681166,0.5242507783812157,-0.08203175209308554,-0.10257569116553143,0.0,0.0,0.0,0.013794015058082296,0.011500155207385135,22.0,4.440892098500626e-16,-4.440892098500626e-16,0.0,0.03010320666453138,-0.007712932018509158,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4789018917150794,0.46436013482658867,-0.04358910850266395,-0.07724627945881982
h001_e247locked_transfer_top20_q20p25_s10p75,h001_e247locked_q2s1_transplant,hitl/h001_e247locked_q2s1_transplant/submission_h001_e247locked_transfer_top20_q20p25_s10p75_cb1fa914.csv,submission_h001_e247locked_transfer_top20_q20p25_s10p75_cb1fa914.csv,0.25,0.75,transfer_top20,50.0,92.0,0.05894882505482371,0.017879692206479166,88.0,70.0,4.440892098500626e-16,-0.03629822955459119,-0.0355819179638843,-0.014322892634681166,0.5242507783812157,-0.08203175209492597,-0.10257569116784225,0.0,0.0,0.0,0.013794015058082296,0.011500155207385135,22.0,4.440892098500626e-16,-4.440892098500626e-16,0.0,0.04515480999674097,-0.01156939802777486,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4789018917150794,0.46436013482658867,-0.04358910850266395,-0.07724627945881982
h001_e247locked_transfer_top20_q20p25_s11p0,h001_e247locked_q2s1_transplant,hitl/h001_e247locked_q2s1_transplant/submission_h001_e247locked_transfer_top20_q20p25_s11p0_12bcbc98.csv,submission_h001_e247locked_transfer_top20_q20p25_s11p0_12bcbc98.csv,0.25,1.0,transfer_top20,50.0,92.0,0.07400042838707474,0.023143393517213246,88.0,70.0,4.440892098500626e-16,-0.03739014744912535,-0.039108137970498114,-0.014322892634681166,0.5242507783812157,-0.08203175209588184,-0.1025756911690258,0.0,0.0,0.0,0.013794015058082296,0.011500155207385135,22.0,4.440892098500626e-16,-4.440892098500626e-16,0.0,0.060206413328992,-0.015425864037024992,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4789018917150794,0.46436013482658867,-0.04358910850266395,-0.07724627945881982
h001_e247locked_transfer_top20_q20p25_s11p06,h001_e247locked_q2s1_transplant,hitl/h001_e247locked_q2s1_transplant/submission_h001_e247locked_transfer_top20_q20p25_s11p06_cc2aa08a.csv,submission_h001_e247locked_transfer_top20_q20p25_s11p06_cc2aa08a.csv,0.25,1.06,transfer_top20,50.0,92.0,0.07761281318683823,0.024425824388447342,88.0,70.0,4.440892098500626e-16,-0.03755267274734649,-0.039696974802938566,-0.014322892634681166,0.5242507783812157,-0.08203175209607579,-0.10257569116926339,0.0,0.0,0.0,0.013794015058082296,0.011500155207385135,22.0,4.440892098500626e-16,-4.440892098500626e-16,0.0,0.06381879812875549,-0.016351415879243547,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4789018917150794,0.46436013482658867,-0.04358910850266395,-0.07724627945881982
h001_e247locked_transfer_top20_q20p25_s11p25,h001_e247locked_q2s1_transplant,hitl/h001_e247locked_q2s1_transplant/submission_h001_e247locked_transfer_top20_q20p25_s11p25_d5056cb5.csv,submission_h001_e247locked_transfer_top20_q20p25_s11p25_d5056cb5.csv,0.25,1.25,transfer_top20,50.0,92.0,0.0890520317193588,0.028517453491042764,88.0,70.0,4.440892098500626e-16,-0.037930056427619825,-0.04116764186578636,-0.014322892634681166,0.5242507783812157,-0.0820317520964334,-0.10257569116972264,0.0,0.0,0.0,0.013794015058082296,0.011500155207385135,22.0,4.440892098500626e-16,-4.440892098500626e-16,0.0,0.07525801666127606,-0.01928233004627529,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4789018917150794,0.46436013482658867,-0.04358910850266395,-0.07724627945881982
h001_e247locked_transfer_top20_q20p5_s10p0,h001_e247locked_q2s1_transplant,hitl/h001_e247locked_q2s1_transplant/submission_h001_e247locked_transfer_top20_q20p5_s10p0_a535f5f9.csv,submission_h001_e247locked_transfer_top20_q20p5_s10p0_a535f5f9.csv,0.5,0.0,transfer_top20,50.0,92.0,0.0275880301161644,0.012969950389618881,22.0,22.0,4.440892098500626e-16,-1.1047034789888907e-11,0.02629310212494449,-0.01487219070919298,0.5242507786756782,0.0,0.0,0.0,0.0,0.0,0.027588030116163956,0.02300031041476824,22.0,4.440892098500626e-16,-4.440892098500626e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4789018917150794,,-0.04358910850266395,
h001_e247locked_transfer_top20_q20p5_s10p5,h001_e247locked_q2s1_transplant,hitl/h001_e247locked_q2s1_transplant/submission_h001_e247locked_transfer_top20_q20p5_s10p5_8a5e4449.csv,submission_h001_e247locked_transfer_top20_q20p5_s10p5_8a5e4449.csv,0.5,0.5,transfer_top20,50.0,92.0,0.05769123678069578,0.01707659372249062,88.0,70.0,4.440892098500626e-16,-0.025336870758742153,-0.011523512473864283,-0.01487219070919298,0.5242507786756782,-0.08203175209308554,-0.10257569116553143,0.0,0.0,0.0,0.027588030116163956,0.02300031041476824,22.0,4.440892098500626e-16,-4.440892098500626e-16,0.0,0.03010320666453138,-0.007712932018509158,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4789018917150794,0.46436013482658867,-0.04358910850266395,-0.07724627945881982
h001_e247locked_transfer_top20_q20p5_s10p75,h001_e247locked_q2s1_transplant,hitl/h001_e247locked_q2s1_transplant/submission_h001_e247locked_transfer_top20_q20p5_s10p75_c064e64d.csv,submission_h001_e247locked_transfer_top20_q20p5_s10p75_c064e64d.csv,0.5,0.75,transfer_top20,50.0,92.0,0.07274284011290537,0.021115115515438508,88.0,70.0,4.440892098500626e-16,-0.030736330647842654,-0.02205451473354421,-0.01487219070919298,0.5242507786756782,-0.08203175209492597,-0.10257569116784225,0.0,0.0,0.0,0.027588030116163956,0.02300031041476824,22.0,4.440892098500626e-16,-4.440892098500626e-16,0.0,0.04515480999674097,-0.01156939802777486,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4789018917150794,0.46436013482658867,-0.04358910850266395,-0.07724627945881982
h001_e247locked_transfer_top20_q20p5_s11p0,h001_e247locked_q2s1_transplant,hitl/h001_e247locked_q2s1_transplant/submission_h001_e247locked_transfer_top20_q20p5_s11p0_3a66cd21.csv,submission_h001_e247locked_transfer_top20_q20p5_s11p0_3a66cd21.csv,0.5,1.0,transfer_top20,50.0,92.0,0.0877944434451564,0.02572511172618048,88.0,70.0,4.440892098500626e-16,-0.03363775074586396,-0.028555168953972542,-0.01487219070919298,0.5242507786756782,-0.08203175209588184,-0.1025756911690258,0.0,0.0,0.0,0.027588030116163956,0.02300031041476824,22.0,4.440892098500626e-16,-4.440892098500626e-16,0.0,0.060206413328992,-0.015425864037024992,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4789018917150794,0.46436013482658867,-0.04358910850266395,-0.07724627945881982
h001_e247locked_transfer_top20_q20p5_s11p06,h001_e247locked_q2s1_transplant,hitl/h001_e247locked_q2s1_transplant/submission_h001_e247locked_transfer_top20_q20p5_s11p06_cfa15f42.csv,submission_h001_e247locked_transfer_top20_q20p5_s11p06_cfa15f42.csv,0.5,1.06,transfer_top20,50.0,92.0,0.09140682824491989,0.02688467234107846,88.0,70.0,4.440892098500626e-16,-0.03411813907491466,-0.029724045362165823,-0.01487219070919298,0.5242507786756782,-0.08203175209607579,-0.10257569116926339,0.0,0.0,0.0,0.027588030116163956,0.02300031041476824,22.0,4.440892098500626e-16,-4.440892098500626e-16,0.0,0.06381879812875549,-0.016351415879243547,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4789018917150794,0.46436013482658867,-0.04358910850266395,-0.07724627945881982
h001_e247locked_transfer_top20_q20p5_s11p25,h001_e247locked_q2s1_transplant,hitl/h001_e247locked_q2s1_transplant/submission_h001_e247locked_transfer_top20_q20p5_s11p25_1f44313b.csv,submission_h001_e247locked_transfer_top20_q20p5_s11p25_1f44313b.csv,0.5,1.25,transfer_top20,50.0,92.0,0.10284604677744046,0.030649793856495466,88.0,70.0,4.440892098500626e-16,-0.03529122007228958,-0.03274038976788169,-0.01487219070919298,0.5242507786756782,-0.0820317520964334,-0.10257569116972264,0.0,0.0,0.0,0.027588030116163956,0.02300031041476824,22.0,4.440892098500626e-16,-4.440892098500626e-16,0.0,0.07525801666127606,-0.01928233004627529,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4789018917150794,0.46436013482658867,-0.04358910850266395,-0.07724627945881982
h001_e247locked_transfer_top20_q20p75_s10p0,h001_e247locked_q2s1_transplant,hitl/h001_e247locked_q2s1_transplant/submission_h001_e247locked_transfer_top20_q20p75_s10p0_e7bf1fee.csv,submission_h001_e247locked_transfer_top20_q20p75_s10p0_e7bf1fee.csv,0.75,0.0,transfer_top20,50.0,92.0,0.04138204517424625,0.0194549255844286,22.0,22.0,4.440892098500626e-16,-1.104703478999252e-11,0.026293102125190808,-0.015064774046174114,0.5242507787738194,0.0,0.0,0.0,0.0,0.0,0.041382045174245805,0.03450046562215438,22.0,4.440892098500626e-16,-4.440892098500626e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4789018917150794,,-0.04358910850266395,
h001_e247locked_transfer_top20_q20p75_s10p5,h001_e247locked_q2s1_transplant,hitl/h001_e247locked_q2s1_transplant/submission_h001_e247locked_transfer_top20_q20p75_s10p5_e0f9be1a.csv,submission_h001_e247locked_transfer_top20_q20p75_s10p5_e0f9be1a.csv,0.75,0.5,transfer_top20,50.0,92.0,0.07148525183877763,0.022402780397742728,88.0,70.0,4.440892098500626e-16,-0.01931311384294749,-0.0011727216546302557,-0.015064774046174114,0.5242507787738194,-0.08203175209308554,-0.10257569116553143,0.0,0.0,0.0,0.041382045174245805,0.03450046562215438,22.0,4.440892098500626e-16,-4.440892098500626e-16,0.0,0.03010320666453138,-0.007712932018509158,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4789018917150794,0.46436013482658867,-0.04358910850266395,-0.07724627945881982
h001_e247locked_transfer_top20_q20p75_s10p75,h001_e247locked_q2s1_transplant,hitl/h001_e247locked_q2s1_transplant/submission_h001_e247locked_transfer_top20_q20p75_s10p75_d06c4991.csv,submission_h001_e247locked_transfer_top20_q20p75_s10p75_d06c4991.csv,0.75,0.75,transfer_top20,50.0,92.0,0.08653685517098722,0.025614890583736477,88.0,70.0,4.440892098500626e-16,-0.025336870758901935,-0.011523512473925272,-0.015064774046174114,0.5242507787738194,-0.08203175209492597,-0.10257569116784225,0.0,0.0,0.0,0.041382045174245805,0.03450046562215438,22.0,4.440892098500626e-16,-4.440892098500626e-16,0.0,0.04515480999674097,-0.01156939802777486,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4789018917150794,0.46436013482658867,-0.04358910850266395,-0.07724627945881982
h001_e247locked_transfer_top20_q20p75_s11p0,h001_e247locked_q2s1_transplant,hitl/h001_e247locked_q2s1_transplant/submission_h001_e247locked_transfer_top20_q20p75_s11p0_08fa4180.csv,submission_h001_e247locked_transfer_top20_q20p75_s11p0_08fa4180.csv,0.75,1.0,transfer_top20,50.0,92.0,0.10158845850323825,0.029530592437520584,88.0,70.0,4.440892098500626e-16,-0.029302998172449014,-0.019101370818013372,-0.015064774046174114,0.5242507787738194,-0.08203175209588184,-0.1025756911690258,0.0,0.0,0.0,0.041382045174245805,0.03450046562215438,22.0,4.440892098500626e-16,-4.440892098500626e-16,0.0,0.060206413328992,-0.015425864037024992,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4789018917150794,0.46436013482658867,-0.04358910850266395,-0.07724627945881982
h001_e247locked_transfer_top20_q20p75_s11p06,h001_e247locked_q2s1_transplant,hitl/h001_e247locked_q2s1_transplant/submission_h001_e247locked_transfer_top20_q20p75_s11p06_fb7651db.csv,submission_h001_e247locked_transfer_top20_q20p75_s11p06_fb7651db.csv,0.75,1.06,transfer_top20,50.0,92.0,0.10520084330300174,0.030546032856553218,88.0,70.0,4.440892098500626e-16,-0.03002861269406358,-0.020579140606863024,-0.015064774046174114,0.5242507787738194,-0.08203175209607579,-0.10257569116926339,0.0,0.0,0.0,0.041382045174245805,0.03450046562215438,22.0,4.440892098500626e-16,-4.440892098500626e-16,0.0,0.06381879812875549,-0.016351415879243547,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4789018917150794,0.46436013482658867,-0.04358910850266395,-0.07724627945881982
h001_e247locked_transfer_top20_q20p75_s11p25,h001_e247locked_q2s1_transplant,hitl/h001_e247locked_q2s1_transplant/submission_h001_e247locked_transfer_top20_q20p75_s11p25_012e59c5.csv,submission_h001_e247locked_transfer_top20_q20p75_s11p25_012e59c5.csv,0.75,1.25,transfer_top20,50.0,92.0,0.11664006183552231,0.03390699603079204,88.0,70.0,4.440892098500626e-16,-0.03190104541406396,-0.02456649599197067,-0.015064774046174114,0.5242507787738194,-0.0820317520964334,-0.10257569116972264,0.0,0.0,0.0,0.041382045174245805,0.03450046562215438,22.0,4.440892098500626e-16,-4.440892098500626e-16,0.0,0.07525801666127606,-0.01928233004627529,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4789018917150794,0.46436013482658867,-0.04358910850266395,-0.07724627945881982
h001_e247locked_transfer_top20_q21p0_s10p0,h001_e247locked_q2s1_transplant,hitl/h001_e247locked_q2s1_transplant/submission_h001_e247locked_transfer_top20_q21p0_s10p0_f7e8f060.csv,submission_h001_e247locked_transfer_top20_q21p0_s10p0_f7e8f060.csv,1.0,0.0,transfer_top20,50.0,92.0,0.05517606023232837,0.025939900779238197,22.0,22.0,4.440892098500626e-16,-1.1047034790044619e-11,0.02629310212531449,-0.015162948257052928,0.5242507788229004,0.0,0.0,0.0,0.0,0.0,0.05517606023232793,0.0460006208295388,22.0,4.440892098500626e-16,-4.440892098500626e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4789018917150794,,-0.04358910850266395,
h001_e247locked_transfer_top20_q21p0_s10p5,h001_e247locked_q2s1_transplant,hitl/h001_e247locked_q2s1_transplant/submission_h001_e247locked_transfer_top20_q21p0_s10p5_10199506.csv,submission_h001_e247locked_transfer_top20_q21p0_s10p5_10199506.csv,1.0,0.5,transfer_top20,50.0,92.0,0.08527926689685975,0.028218236877780894,88.0,70.0,4.440892098500626e-16,-0.015332901561753893,0.0051115131680882706,-0.015162948257052928,0.5242507788229004,-0.08203175209308554,-0.10257569116553143,0.0,0.0,0.0,0.05517606023232793,0.0460006208295388,22.0,4.440892098500626e-16,-4.440892098500626e-16,0.0,0.03010320666453138,-0.007712932018509158,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4789018917150794,0.46436013482658867,-0.04358910850266395,-0.07724627945881982
h001_e247locked_transfer_top20_q21p0_s10p75,h001_e247locked_q2s1_transplant,hitl/h001_e247locked_q2s1_transplant/submission_h001_e247locked_transfer_top20_q21p0_s10p75_43dec0a4.csv,submission_h001_e247locked_transfer_top20_q21p0_s10p75_43dec0a4.csv,1.0,0.75,transfer_top20,50.0,92.0,0.10033087022906935,0.030830292612264637,88.0,70.0,4.440892098500626e-16,-0.021050762652787425,-0.00404353593560745,-0.015162948257052928,0.5242507788229004,-0.08203175209492597,-0.10257569116784225,0.0,0.0,0.0,0.05517606023232793,0.0460006208295388,22.0,4.440892098500626e-16,-4.440892098500626e-16,0.0,0.04515480999674097,-0.01156939802777486,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4789018917150794,0.46436013482658867,-0.04358910850266395,-0.07724627945881982
h001_e247locked_transfer_top20_q21p0_s11p0,h001_e247locked_q2s1_transplant,hitl/h001_e247locked_q2s1_transplant/submission_h001_e247locked_transfer_top20_q21p0_s11p0_7a0788e1.csv,submission_h001_e247locked_transfer_top20_q21p0_s11p0_7a0788e1.csv,1.0,1.0,transfer_top20,50.0,92.0,0.11538247356132036,0.034153187444981116,88.0,70.0,4.440892098500626e-16,-0.02533687075899179,-0.011523512473962067,-0.015162948257052928,0.5242507788229004,-0.08203175209588184,-0.1025756911690258,0.0,0.0,0.0,0.05517606023232793,0.0460006208295388,22.0,4.440892098500626e-16,-4.440892098500626e-16,0.0,0.060206413328992,-0.015425864037024992,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4789018917150794,0.46436013482658867,-0.04358910850266395,-0.07724627945881982
h001_e247locked_transfer_top20_q21p0_s11p06,h001_e247locked_q2s1_transplant,hitl/h001_e247locked_q2s1_transplant/submission_h001_e247locked_transfer_top20_q21p0_s11p06_664f1ef2.csv,submission_h001_e247locked_transfer_top20_q21p0_s11p06_664f1ef2.csv,1.0,1.06,transfer_top20,50.0,92.0,0.11899485836108385,0.035034903256819426,88.0,70.0,4.440892098500626e-16,-0.02618117662089156,-0.013075560297737484,-0.015162948257052928,0.5242507788229004,-0.08203175209607579,-0.10257569116926339,0.0,0.0,0.0,0.05517606023232793,0.0460006208295388,22.0,4.440892098500626e-16,-4.440892098500626e-16,0.0,0.06381879812875549,-0.016351415879243547,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4789018917150794,0.46436013482658867,-0.04358910850266395,-0.07724627945881982
h001_e247locked_transfer_top20_q21p0_s11p25,h001_e247locked_q2s1_transplant,hitl/h001_e247locked_q2s1_transplant/submission_h001_e247locked_transfer_top20_q21p0_s11p25_e05f1db3.csv,submission_h001_e247locked_transfer_top20_q21p0_s11p25_e05f1db3.csv,1.0,1.25,transfer_top20,50.0,92.0,0.13043407689360442,0.03800090397310589,88.0,70.0,4.440892098500626e-16,-0.02846428656200427,-0.01743290021421597,-0.015162948257052928,0.5242507788229004,-0.0820317520964334,-0.10257569116972264,0.0,0.0,0.0,0.05517606023232793,0.0460006208295388,22.0,4.440892098500626e-16,-4.440892098500626e-16,0.0,0.07525801666127606,-0.01928233004627529,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4789018917150794,0.46436013482658867,-0.04358910850266395,-0.07724627945881982
h001_e247locked_transfer_top20_q21p25_s10p0,h001_e247locked_q2s1_transplant,hitl/h001_e247locked_q2s1_transplant/submission_h001_e247locked_transfer_top20_q21p25_s10p0_813c8d8e.csv,submission_h001_e247locked_transfer_top20_q21p25_s10p0_813c8d8e.csv,1.25,0.0,transfer_top20,50.0,92.0,0.06897007529041099,0.032424875974047335,22.0,22.0,4.440892098500626e-16,-1.1047034790080037e-11,0.02629310212538869,-0.015222469385552412,0.5242507788523489,0.0,0.0,0.0,0.0,0.0,0.06897007529041055,0.05750077603692199,22.0,4.440892098500626e-16,-4.440892098500626e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4789018917150794,,-0.04358910850266395,
