split,episode,target,mode,rep,null_delta
subject5,home_recovery,Q1,subject,0,0.0003737064386570843
subject5,home_recovery,Q1,subject,1,-0.0008024185355910429
subject5,home_recovery,Q1,subject,2,0.005693709867610863
subject5,home_recovery,Q1,dateblock,0,0.010661898430011085
subject5,home_recovery,Q1,dateblock,1,0.004507417272738512
subject5,home_recovery,Q1,dateblock,2,0.0009098513449862233
subject5,home_recovery,Q2,row,0,0.0004344448214433916
subject5,home_recovery,Q2,row,1,-0.0004413032937544692
subject5,home_recovery,Q2,row,2,-0.003171142121539905
subject5,home_recovery,Q2,subject,0,-0.0016677253063668296
subject5,home_recovery,Q2,subject,1,0.0013236492152729484
subject5,home_recovery,Q2,subject,2,0.0013636993714319923
subject5,home_recovery,Q2,dateblock,0,0.005616698566279443
subject5,home_recovery,Q2,dateblock,1,0.01062170912157201
subject5,home_recovery,Q2,dateblock,2,0.00264501981991927
subject5,home_recovery,Q3,row,0,0.00031198045875802105
subject5,home_recovery,Q3,row,1,0.0010665032758581106
subject5,home_recovery,Q3,row,2,0.0009520104790977646
subject5,home_recovery,Q3,subject,0,0.0002490635544737385
subject5,home_recovery,Q3,subject,1,0.007831827882551101
subject5,home_recovery,Q3,subject,2,0.003195081613438955
subject5,home_recovery,Q3,dateblock,0,0.002881864540904222
subject5,home_recovery,Q3,dateblock,1,0.003376032818011687
subject5,home_recovery,Q3,dateblock,2,0.006495313973473471
subject5,home_recovery,S1,row,0,0.0017048493652132013
subject5,home_recovery,S1,row,1,0.002275382791324332
subject5,home_recovery,S1,row,2,0.002591084088654605
subject5,home_recovery,S1,subject,0,0.003253734239539785
subject5,home_recovery,S1,subject,1,0.0024199402743942944
subject5,home_recovery,S1,subject,2,0.003926121753128786
subject5,home_recovery,S1,dateblock,0,0.0029054241645113388
subject5,home_recovery,S1,dateblock,1,0.0008940518185616142
subject5,home_recovery,S1,dateblock,2,0.0033636050269290063
subject5,home_recovery,S2,row,0,0.003051209436308322
subject5,home_recovery,S2,row,1,8.42551138970915e-05
subject5,home_recovery,S2,row,2,0.008499645722031879
subject5,home_recovery,S2,subject,0,2.1792963781464003e-05
subject5,home_recovery,S2,subject,1,0.0021398162398901244
subject5,home_recovery,S2,subject,2,0.006046002512717474
subject5,home_recovery,S2,dateblock,0,0.003863498542300503
subject5,home_recovery,S2,dateblock,1,0.003580237676071518
subject5,home_recovery,S2,dateblock,2,0.005805286016818512
subject5,home_recovery,S3,row,0,-0.0019896855515468825
subject5,home_recovery,S3,row,1,0.002878590304310258
subject5,home_recovery,S3,row,2,-0.001697998324577843
subject5,home_recovery,S3,subject,0,0.009680056409410498
subject5,home_recovery,S3,subject,1,0.0005565184334701545
subject5,home_recovery,S3,subject,2,-0.0016209183961122253
subject5,home_recovery,S3,dateblock,0,-0.004463352252066177
subject5,home_recovery,S3,dateblock,1,-0.006362687699962177
subject5,home_recovery,S3,dateblock,2,-0.0026233658419447803
subject5,home_recovery,S4,row,0,0.0002513788211551127
subject5,home_recovery,S4,row,1,0.0014213825667841462
subject5,home_recovery,S4,row,2,0.004428826948537523
subject5,home_recovery,S4,subject,0,-0.004449964005711182
subject5,home_recovery,S4,subject,1,0.002075953169438538
subject5,home_recovery,S4,subject,2,0.0008493322826909067
subject5,home_recovery,S4,dateblock,0,0.0020177145274046238
subject5,home_recovery,S4,dateblock,1,0.008513740744052312
subject5,home_recovery,S4,dateblock,2,0.005581887357186677
subject5,social_overload,Q1,row,0,0.0011209640806734145
subject5,social_overload,Q1,row,1,-0.003260427134856525
subject5,social_overload,Q1,row,2,0.003026662807998126
subject5,social_overload,Q1,subject,0,0.008613884286910012
subject5,social_overload,Q1,subject,1,0.003809450753494592
subject5,social_overload,Q1,subject,2,0.005060776989282867
subject5,social_overload,Q1,dateblock,0,0.005804275906421186
subject5,social_overload,Q1,dateblock,1,-0.003160643155638021
subject5,social_overload,Q1,dateblock,2,0.001803309387561236
subject5,social_overload,Q2,row,0,0.0077865970654174
subject5,social_overload,Q2,row,1,0.0034990844277508204
subject5,social_overload,Q2,row,2,0.00024852295174626615
subject5,social_overload,Q2,subject,0,0.004002710441093127
subject5,social_overload,Q2,subject,1,0.0013396863011462257
subject5,social_overload,Q2,subject,2,-0.00015550840725397919
subject5,social_overload,Q2,dateblock,0,0.00843458062261282
subject5,social_overload,Q2,dateblock,1,0.013930857965165244
subject5,social_overload,Q2,dateblock,2,0.017443111827578628
subject5,social_overload,Q3,row,0,0.0019575730791423496
subject5,social_overload,Q3,row,1,-0.0016906585026519316
subject5,social_overload,Q3,row,2,0.004236544838990164
subject5,social_overload,Q3,subject,0,0.000562379115347067
subject5,social_overload,Q3,subject,1,0.0034349573092201657
subject5,social_overload,Q3,subject,2,0.0020504420099172194
subject5,social_overload,Q3,dateblock,0,0.005777531723486495
subject5,social_overload,Q3,dateblock,1,-0.014970153667754005
subject5,social_overload,Q3,dateblock,2,0.014130267291447507
subject5,social_overload,S1,row,0,0.0026032938766639147
subject5,social_overload,S1,row,1,0.0018881982797723795
subject5,social_overload,S1,row,2,0.0013109743996689849
subject5,social_overload,S1,subject,0,0.005036158671045676
subject5,social_overload,S1,subject,1,-0.001228426883619016
subject5,social_overload,S1,subject,2,0.001535250122195131
subject5,social_overload,S1,dateblock,0,9.262336948190342e-05
subject5,social_overload,S1,dateblock,1,0.0007719749097264694
subject5,social_overload,S1,dateblock,2,-0.007727439264493707
subject5,social_overload,S2,row,0,0.00045192011219441497
subject5,social_overload,S2,row,1,0.001867540255219069
subject5,social_overload,S2,row,2,-7.81968188118265e-05
subject5,social_overload,S2,subject,0,0.002422985350939544
subject5,social_overload,S2,subject,1,0.007971056248425978
subject5,social_overload,S2,subject,2,0.004412431251755722
subject5,social_overload,S2,dateblock,0,-0.0012720621668922405
subject5,social_overload,S2,dateblock,1,0.009263330427574101
subject5,social_overload,S2,dateblock,2,0.0036962448075883447
subject5,social_overload,S3,row,0,0.0028054138215782842
subject5,social_overload,S3,row,1,0.0019570520412601766
subject5,social_overload,S3,row,2,0.003837726507950001
subject5,social_overload,S3,subject,0,-0.00021606221653391877
subject5,social_overload,S3,subject,1,0.0003803031792216638
subject5,social_overload,S3,subject,2,0.0026693902749012066
subject5,social_overload,S3,dateblock,0,-0.0058371399819902026
subject5,social_overload,S3,dateblock,1,-0.012238470963154446
subject5,social_overload,S3,dateblock,2,0.0006927258985894857
subject5,social_overload,S4,row,0,0.0004553538297548121
subject5,social_overload,S4,row,1,0.001939612428170423
subject5,social_overload,S4,row,2,0.003468195322557155
subject5,social_overload,S4,subject,0,0.0004414588875657488
subject5,social_overload,S4,subject,1,-0.004541640864690222
subject5,social_overload,S4,subject,2,-0.0032527081425530735
subject5,social_overload,S4,dateblock,0,0.005278205866354968
subject5,social_overload,S4,dateblock,1,0.006987037921700634
subject5,social_overload,S4,dateblock,2,-8.74774217626273e-05
subject5,measurement_wear_confidence,Q1,row,0,0.0009445123103367647
subject5,measurement_wear_confidence,Q1,row,1,0.0019502499756878233
subject5,measurement_wear_confidence,Q1,row,2,0.003689758824900413
subject5,measurement_wear_confidence,Q1,subject,0,0.012678989941430019
subject5,measurement_wear_confidence,Q1,subject,1,0.007449953852250224
subject5,measurement_wear_confidence,Q1,subject,2,-0.00032372711440198376
subject5,measurement_wear_confidence,Q1,dateblock,0,0.0017001626292032501
subject5,measurement_wear_confidence,Q1,dateblock,1,0.005892365884364703
subject5,measurement_wear_confidence,Q1,dateblock,2,-0.000858822686831906
subject5,measurement_wear_confidence,Q2,row,0,0.0009233522996617838
subject5,measurement_wear_confidence,Q2,row,1,0.0009024056604891584
subject5,measurement_wear_confidence,Q2,row,2,0.0027459176117877737
subject5,measurement_wear_confidence,Q2,subject,0,0.000269785087758323
subject5,measurement_wear_confidence,Q2,subject,1,-0.0016168988180890187
subject5,measurement_wear_confidence,Q2,subject,2,-0.002216894859631502
subject5,measurement_wear_confidence,Q2,dateblock,0,0.0037754426776391847
subject5,measurement_wear_confidence,Q2,dateblock,1,0.004247922750306943
subject5,measurement_wear_confidence,Q2,dateblock,2,0.0011937582762454602
subject5,measurement_wear_confidence,Q3,row,0,-0.0016251470569123017
subject5,measurement_wear_confidence,Q3,row,1,0.002190948777207491
subject5,measurement_wear_confidence,Q3,row,2,0.004305246395621021
subject5,measurement_wear_confidence,Q3,subject,0,0.006165561215886961
subject5,measurement_wear_confidence,Q3,subject,1,0.005557811006371316
subject5,measurement_wear_confidence,Q3,subject,2,0.0019846671431987817
subject5,measurement_wear_confidence,Q3,dateblock,0,0.0010646829467595431
subject5,measurement_wear_confidence,Q3,dateblock,1,-0.0002100317646764882
subject5,measurement_wear_confidence,Q3,dateblock,2,-0.0009103336059239631
subject5,measurement_wear_confidence,S1,row,0,-0.004878279754973902
subject5,measurement_wear_confidence,S1,row,1,-0.006002652188095925
subject5,measurement_wear_confidence,S1,row,2,-0.0002938962061913575
subject5,measurement_wear_confidence,S1,subject,0,0.0005529165964541782
subject5,measurement_wear_confidence,S1,subject,1,0.0027128585986613274
subject5,measurement_wear_confidence,S1,subject,2,0.0010419788434080646
subject5,measurement_wear_confidence,S1,dateblock,0,0.0024765312172398968
subject5,measurement_wear_confidence,S1,dateblock,1,6.237399039621394e-05
subject5,measurement_wear_confidence,S1,dateblock,2,0.0010968857409714428
subject5,measurement_wear_confidence,S2,row,0,0.0028201760993439295
subject5,measurement_wear_confidence,S2,row,1,0.0041480241027693765
subject5,measurement_wear_confidence,S2,row,2,0.000789695310077887
subject5,measurement_wear_confidence,S2,subject,0,0.0011517481738512192
subject5,measurement_wear_confidence,S2,subject,1,-0.0006318494104596839
subject5,measurement_wear_confidence,S2,subject,2,0.002487623631194591
subject5,measurement_wear_confidence,S2,dateblock,0,0.0020112606806336197
subject5,measurement_wear_confidence,S2,dateblock,1,0.0010073342325569445
subject5,measurement_wear_confidence,S2,dateblock,2,-0.0009749974246998638
subject5,measurement_wear_confidence,S3,row,0,0.0017997838233834162
subject5,measurement_wear_confidence,S3,row,1,0.002820444703819036
subject5,measurement_wear_confidence,S3,row,2,0.0032281879507752853
subject5,measurement_wear_confidence,S3,subject,0,-0.006458683735721671
subject5,measurement_wear_confidence,S3,subject,1,0.0038530077587108913
subject5,measurement_wear_confidence,S3,subject,2,0.0017403396316157949
subject5,measurement_wear_confidence,S3,dateblock,0,0.0051105803566898755
subject5,measurement_wear_confidence,S3,dateblock,1,0.004738645253533624
subject5,measurement_wear_confidence,S3,dateblock,2,-0.00016956624134167875
subject5,measurement_wear_confidence,S4,row,0,0.003532710178021259
subject5,measurement_wear_confidence,S4,row,1,0.0007724266790195555
subject5,measurement_wear_confidence,S4,row,2,0.00485483868850578
subject5,measurement_wear_confidence,S4,subject,0,0.000634043190765099
subject5,measurement_wear_confidence,S4,subject,1,0.005896245035137637
subject5,measurement_wear_confidence,S4,subject,2,-0.008921807774587398
subject5,measurement_wear_confidence,S4,dateblock,0,0.007753762036060707
subject5,measurement_wear_confidence,S4,dateblock,1,0.007039523339224751
subject5,measurement_wear_confidence,S4,dateblock,2,0.008863835767055406
subject5,badnight_aftereffect,Q1,row,0,-0.00020389489550454165
subject5,badnight_aftereffect,Q1,row,1,0.0035481274222417536
subject5,badnight_aftereffect,Q1,row,2,0.0013816891986213609
subject5,badnight_aftereffect,Q1,subject,0,0.0019972038319938656
subject5,badnight_aftereffect,Q1,subject,1,0.0031720015424911985
subject5,badnight_aftereffect,Q1,subject,2,-0.0003143100603107962
subject5,badnight_aftereffect,Q1,dateblock,0,0.010148715310120848
subject5,badnight_aftereffect,Q1,dateblock,1,0.007311841963865473
subject5,badnight_aftereffect,Q1,dateblock,2,0.005495542367180972
subject5,badnight_aftereffect,Q2,row,0,0.00030268437338365484
subject5,badnight_aftereffect,Q2,row,1,0.001901985381867477
subject5,badnight_aftereffect,Q2,row,2,-0.006491915631789413
subject5,badnight_aftereffect,Q2,subject,0,-0.005158307821661823
subject5,badnight_aftereffect,Q2,subject,1,-0.003434611900005713
subject5,badnight_aftereffect,Q2,subject,2,0.0022990811194275595
subject5,badnight_aftereffect,Q2,dateblock,0,0.012354599588259463
subject5,badnight_aftereffect,Q2,dateblock,1,-0.0061098622171544825
subject5,badnight_aftereffect,Q2,dateblock,2,-0.0006901443973595933
subject5,badnight_aftereffect,Q3,row,0,-0.002588019195529534
subject5,badnight_aftereffect,Q3,row,1,0.0005573017673763392
subject5,badnight_aftereffect,Q3,row,2,0.001782094351736374
subject5,badnight_aftereffect,Q3,subject,0,0.0021679593299919198
subject5,badnight_aftereffect,Q3,subject,1,0.0012964869836666892
subject5,badnight_aftereffect,Q3,subject,2,0.0007651793624235959
subject5,badnight_aftereffect,Q3,dateblock,0,-0.0002971383501111369
subject5,badnight_aftereffect,Q3,dateblock,1,0.004385421695862757
subject5,badnight_aftereffect,Q3,dateblock,2,-0.0019714408669582184
subject5,badnight_aftereffect,S1,row,0,-0.0007712606576348868
subject5,badnight_aftereffect,S1,row,1,0.00285015785007936
subject5,badnight_aftereffect,S1,row,2,0.004386871627336308
subject5,badnight_aftereffect,S1,subject,0,0.002046229184728965
subject5,badnight_aftereffect,S1,subject,1,0.00809037523767031
subject5,badnight_aftereffect,S1,subject,2,0.014130115385384112
subject5,badnight_aftereffect,S1,dateblock,0,0.0013849399779585214
subject5,badnight_aftereffect,S1,dateblock,1,0.003912314205642975
subject5,badnight_aftereffect,S1,dateblock,2,3.209401152792779e-05
subject5,badnight_aftereffect,S2,row,0,-0.00046927092082293953
subject5,badnight_aftereffect,S2,row,1,0.0007793674236394876
subject5,badnight_aftereffect,S2,row,2,0.0026047090617608015
subject5,badnight_aftereffect,S2,subject,0,-0.004126588700579581
subject5,badnight_aftereffect,S2,subject,1,0.0001553910328713215
subject5,badnight_aftereffect,S2,subject,2,-0.0008972300335746697
subject5,badnight_aftereffect,S2,dateblock,0,0.0031625467293965315
subject5,badnight_aftereffect,S2,dateblock,1,0.0007878724297141204
subject5,badnight_aftereffect,S2,dateblock,2,0.002495525843188573
subject5,badnight_aftereffect,S3,row,0,0.004974165091641836
subject5,badnight_aftereffect,S3,row,1,0.004809337220306076
subject5,badnight_aftereffect,S3,row,2,0.0027807025162264187
subject5,badnight_aftereffect,S3,subject,0,0.007233836116491421
subject5,badnight_aftereffect,S3,subject,1,0.006099451808946665
subject5,badnight_aftereffect,S3,subject,2,-0.0026264789014674994
subject5,badnight_aftereffect,S3,dateblock,0,0.003193946547398352
subject5,badnight_aftereffect,S3,dateblock,1,0.002984875263656983
subject5,badnight_aftereffect,S3,dateblock,2,0.006615396330820755
subject5,badnight_aftereffect,S4,row,0,0.0007897718496038264
subject5,badnight_aftereffect,S4,row,1,0.005708982638256699
subject5,badnight_aftereffect,S4,row,2,0.006748836324081298
subject5,badnight_aftereffect,S4,subject,0,-0.0025360421196730654
subject5,badnight_aftereffect,S4,subject,1,0.004689227943071694
subject5,badnight_aftereffect,S4,subject,2,4.8246668398088666e-05
subject5,badnight_aftereffect,S4,dateblock,0,0.005235949804921369
subject5,badnight_aftereffect,S4,dateblock,1,0.004604455687216791
subject5,badnight_aftereffect,S4,dateblock,2,0.00017055862791603982
dateblock5,commute_pressure,Q1,row,0,0.002585991284640654
dateblock5,commute_pressure,Q1,row,1,0.0015138438214344907
dateblock5,commute_pressure,Q1,row,2,0.005483141967837057
dateblock5,commute_pressure,Q1,subject,0,0.00015625590946188872
dateblock5,commute_pressure,Q1,subject,1,0.001529103837492607
dateblock5,commute_pressure,Q1,subject,2,-0.00010845312037954802
dateblock5,commute_pressure,Q1,dateblock,0,0.002699369851680289
dateblock5,commute_pressure,Q1,dateblock,1,0.0019200222184501126
dateblock5,commute_pressure,Q1,dateblock,2,0.0020514884745271855
dateblock5,commute_pressure,Q2,row,0,0.002216237605495719
dateblock5,commute_pressure,Q2,row,1,-0.0003698699305232367
dateblock5,commute_pressure,Q2,row,2,0.00026567168949476194
dateblock5,commute_pressure,Q2,subject,0,-0.0003081880167149498
dateblock5,commute_pressure,Q2,subject,1,0.001801151080769614
dateblock5,commute_pressure,Q2,subject,2,0.0005751372694514645
dateblock5,commute_pressure,Q2,dateblock,0,-0.00429695013136322
dateblock5,commute_pressure,Q2,dateblock,1,-0.004923529958317241
dateblock5,commute_pressure,Q2,dateblock,2,0.00015435994847712298
dateblock5,commute_pressure,Q3,row,0,0.0018092194127657946
dateblock5,commute_pressure,Q3,row,1,0.002290652877018351
dateblock5,commute_pressure,Q3,row,2,0.0028774972734660897
dateblock5,commute_pressure,Q3,subject,0,0.0028620486311526916
dateblock5,commute_pressure,Q3,subject,1,-0.0008168751525821083
dateblock5,commute_pressure,Q3,subject,2,0.0016550311809997442
dateblock5,commute_pressure,Q3,dateblock,0,-0.004202908826059337
dateblock5,commute_pressure,Q3,dateblock,1,-0.007198831638972947
dateblock5,commute_pressure,Q3,dateblock,2,-0.0025358567268284338
dateblock5,commute_pressure,S1,row,0,-0.0005535117553173707
dateblock5,commute_pressure,S1,row,1,0.005565673183388742
dateblock5,commute_pressure,S1,row,2,0.0015795571097899641
dateblock5,commute_pressure,S1,subject,0,0.006815201561022555
dateblock5,commute_pressure,S1,subject,1,0.0029749097379757616
dateblock5,commute_pressure,S1,subject,2,-0.0007560630903473697
dateblock5,commute_pressure,S1,dateblock,0,0.003511185902100089
dateblock5,commute_pressure,S1,dateblock,1,0.00027862707512538165
dateblock5,commute_pressure,S1,dateblock,2,0.0022639043653546187
dateblock5,commute_pressure,S2,row,0,0.0011234272028002312
dateblock5,commute_pressure,S2,row,1,0.0018607884374282069
dateblock5,commute_pressure,S2,row,2,0.001902399266503263
dateblock5,commute_pressure,S2,subject,0,0.006015068666864742
dateblock5,commute_pressure,S2,subject,1,0.007475296455911051
dateblock5,commute_pressure,S2,subject,2,0.0014788673642118777
dateblock5,commute_pressure,S2,dateblock,0,0.0015392016830892974
dateblock5,commute_pressure,S2,dateblock,1,0.0016231011486148583
dateblock5,commute_pressure,S2,dateblock,2,0.004519349274276885
dateblock5,commute_pressure,S3,row,0,0.0038625163689025577
dateblock5,commute_pressure,S3,row,1,0.003785616181228857
dateblock5,commute_pressure,S3,row,2,-0.00031313025883239476
dateblock5,commute_pressure,S3,subject,0,0.0009445747038900887
dateblock5,commute_pressure,S3,subject,1,0.001971464800318956
dateblock5,commute_pressure,S3,subject,2,0.0027430943271190555
dateblock5,commute_pressure,S3,dateblock,0,0.0033039739234318466
dateblock5,commute_pressure,S3,dateblock,1,0.004449151763571413
dateblock5,commute_pressure,S3,dateblock,2,0.0008757066676301495
dateblock5,commute_pressure,S4,row,0,0.0037312761067083144
dateblock5,commute_pressure,S4,row,1,-0.0060005630307229385
dateblock5,commute_pressure,S4,row,2,0.001536923765755982
dateblock5,commute_pressure,S4,subject,0,0.0006959952277937331
dateblock5,commute_pressure,S4,subject,1,0.005723115288874925
dateblock5,commute_pressure,S4,subject,2,-0.002077905451608797
dateblock5,commute_pressure,S4,dateblock,0,-0.0013740351051448885
dateblock5,commute_pressure,S4,dateblock,1,-0.0007086013914155975
dateblock5,commute_pressure,S4,dateblock,2,-0.0009146785036450167
dateblock5,bedtime_arousal,Q1,row,0,0.0005951070138100478
dateblock5,bedtime_arousal,Q1,row,1,0.003938016726653282
dateblock5,bedtime_arousal,Q1,row,2,0.0018978427027892542
dateblock5,bedtime_arousal,Q1,subject,0,-0.000695171402494088
dateblock5,bedtime_arousal,Q1,subject,1,0.0025353289241814014
dateblock5,bedtime_arousal,Q1,subject,2,0.0013059249643448956
dateblock5,bedtime_arousal,Q1,dateblock,0,0.00026902387640181935
dateblock5,bedtime_arousal,Q1,dateblock,1,0.0025139387449222284
dateblock5,bedtime_arousal,Q1,dateblock,2,-0.0008931873958321068
dateblock5,bedtime_arousal,Q2,row,0,0.0028883834620037074
dateblock5,bedtime_arousal,Q2,row,1,0.004095572227158728
dateblock5,bedtime_arousal,Q2,row,2,0.0021348106280920653
dateblock5,bedtime_arousal,Q2,subject,0,0.0027400691011764122
dateblock5,bedtime_arousal,Q2,subject,1,0.003762935591580474
dateblock5,bedtime_arousal,Q2,subject,2,0.004883683528815852
dateblock5,bedtime_arousal,Q2,dateblock,0,-0.0038698047205369956
dateblock5,bedtime_arousal,Q2,dateblock,1,0.002814675133043454
dateblock5,bedtime_arousal,Q2,dateblock,2,0.0013743666323448034
dateblock5,bedtime_arousal,Q3,row,0,-0.0006438790380897119
dateblock5,bedtime_arousal,Q3,row,1,0.00020441047091224185
dateblock5,bedtime_arousal,Q3,row,2,-0.0056082367503846875
dateblock5,bedtime_arousal,Q3,subject,0,0.002523724948786943
dateblock5,bedtime_arousal,Q3,subject,1,0.0027580617501404836
dateblock5,bedtime_arousal,Q3,subject,2,-0.0016931389051746404
dateblock5,bedtime_arousal,Q3,dateblock,0,0.005774999887740773
dateblock5,bedtime_arousal,Q3,dateblock,1,0.004241812871573325
dateblock5,bedtime_arousal,Q3,dateblock,2,0.006953477155593357
dateblock5,bedtime_arousal,S1,row,0,0.003848585945433025
dateblock5,bedtime_arousal,S1,row,1,0.0015713190404478272
dateblock5,bedtime_arousal,S1,row,2,0.00161636337951776
dateblock5,bedtime_arousal,S1,subject,0,-0.003413708443915753
dateblock5,bedtime_arousal,S1,subject,1,0.002499572913497894
dateblock5,bedtime_arousal,S1,subject,2,0.0017801087136715132
dateblock5,bedtime_arousal,S1,dateblock,0,0.001663114179221048
dateblock5,bedtime_arousal,S1,dateblock,1,0.0019407454063455898
dateblock5,bedtime_arousal,S1,dateblock,2,0.0024162225601981335
dateblock5,bedtime_arousal,S2,row,0,0.0026039239932685865
dateblock5,bedtime_arousal,S2,row,1,0.0006523619712194284
dateblock5,bedtime_arousal,S2,row,2,0.00017098569753504211
dateblock5,bedtime_arousal,S2,subject,0,0.002726556061340313
dateblock5,bedtime_arousal,S2,subject,1,0.004306191981763852
dateblock5,bedtime_arousal,S2,subject,2,0.0024389979192123157
dateblock5,bedtime_arousal,S2,dateblock,0,-0.0005629603240303593
dateblock5,bedtime_arousal,S2,dateblock,1,-0.0033650530460457295
dateblock5,bedtime_arousal,S2,dateblock,2,-0.0038666866037849745
dateblock5,bedtime_arousal,S3,row,0,0.002459947918758476
dateblock5,bedtime_arousal,S3,row,1,-8.07891891191348e-05
dateblock5,bedtime_arousal,S3,row,2,-0.0008780864501826136
dateblock5,bedtime_arousal,S3,subject,0,0.0011915374064287443
dateblock5,bedtime_arousal,S3,subject,1,0.0010663020154377811
dateblock5,bedtime_arousal,S3,subject,2,0.0004887691153644402
dateblock5,bedtime_arousal,S3,dateblock,0,0.001803954963973342
dateblock5,bedtime_arousal,S3,dateblock,1,-0.002397922342075365
dateblock5,bedtime_arousal,S3,dateblock,2,-0.0021578188692673583
dateblock5,bedtime_arousal,S4,row,0,0.002478327064357244
dateblock5,bedtime_arousal,S4,row,1,3.1498106304761464e-05
dateblock5,bedtime_arousal,S4,row,2,0.0033736556205030688
dateblock5,bedtime_arousal,S4,subject,0,0.0012528060375310845
dateblock5,bedtime_arousal,S4,subject,1,0.0003912993325935199
dateblock5,bedtime_arousal,S4,subject,2,0.004899849367313358
dateblock5,bedtime_arousal,S4,dateblock,0,7.116641436899496e-05
dateblock5,bedtime_arousal,S4,dateblock,1,0.0017453262416049498
dateblock5,bedtime_arousal,S4,dateblock,2,0.0004683058315335664
dateblock5,routine_fragmentation,Q1,row,0,0.002765511973781609
dateblock5,routine_fragmentation,Q1,row,1,0.0032386891154492226
dateblock5,routine_fragmentation,Q1,row,2,0.0003127120350294721
dateblock5,routine_fragmentation,Q1,subject,0,0.0005653574150468188
dateblock5,routine_fragmentation,Q1,subject,1,0.001839851019340366
dateblock5,routine_fragmentation,Q1,subject,2,0.0034721536988425727
dateblock5,routine_fragmentation,Q1,dateblock,0,0.00017704307959187648
dateblock5,routine_fragmentation,Q1,dateblock,1,0.0002769755019454978
dateblock5,routine_fragmentation,Q1,dateblock,2,0.0020679620614600935
dateblock5,routine_fragmentation,Q2,row,0,0.00022804724300784507
dateblock5,routine_fragmentation,Q2,row,1,0.0068944714012680874
dateblock5,routine_fragmentation,Q2,row,2,0.0010156260544917917
dateblock5,routine_fragmentation,Q2,subject,0,0.0011674595549131528
dateblock5,routine_fragmentation,Q2,subject,1,0.005089470502664395
dateblock5,routine_fragmentation,Q2,subject,2,-0.001052268586238858
dateblock5,routine_fragmentation,Q2,dateblock,0,-0.0014763052814107391
dateblock5,routine_fragmentation,Q2,dateblock,1,-0.002676410135086904
dateblock5,routine_fragmentation,Q2,dateblock,2,0.0012579017038122364
dateblock5,routine_fragmentation,Q3,row,0,-0.0030584411739680295
dateblock5,routine_fragmentation,Q3,row,1,-0.002399346560216231
dateblock5,routine_fragmentation,Q3,row,2,0.0013924271028424862
dateblock5,routine_fragmentation,Q3,subject,0,0.0017587382234539595
dateblock5,routine_fragmentation,Q3,subject,1,0.006960330912566759
dateblock5,routine_fragmentation,Q3,subject,2,0.0029052528537051314
dateblock5,routine_fragmentation,Q3,dateblock,0,0.008711012069200219
dateblock5,routine_fragmentation,Q3,dateblock,1,0.000677786805646674
dateblock5,routine_fragmentation,Q3,dateblock,2,0.009631810286061193
dateblock5,routine_fragmentation,S1,row,0,0.002766295658062856
dateblock5,routine_fragmentation,S1,row,1,-0.002461026592045723
dateblock5,routine_fragmentation,S1,row,2,0.0009846088236408201
dateblock5,routine_fragmentation,S1,subject,0,0.0005415492834097702
dateblock5,routine_fragmentation,S1,subject,1,0.003398833401433876
dateblock5,routine_fragmentation,S1,subject,2,0.004256430578109871
dateblock5,routine_fragmentation,S1,dateblock,0,-0.0014198345126466005
dateblock5,routine_fragmentation,S1,dateblock,1,0.001263360401245528
dateblock5,routine_fragmentation,S1,dateblock,2,0.00017718872320238166
dateblock5,routine_fragmentation,S2,row,0,0.006270157977687707
dateblock5,routine_fragmentation,S2,row,1,0.0023909342959648194
dateblock5,routine_fragmentation,S2,row,2,0.006406410003283236
dateblock5,routine_fragmentation,S2,subject,0,-0.00023851869426461114
dateblock5,routine_fragmentation,S2,subject,1,0.0009259252194067091
dateblock5,routine_fragmentation,S2,subject,2,0.0036819130140212097
dateblock5,routine_fragmentation,S2,dateblock,0,0.0020604936789431205
dateblock5,routine_fragmentation,S2,dateblock,1,-0.0026387230699017605
dateblock5,routine_fragmentation,S2,dateblock,2,0.004071523818603762
dateblock5,routine_fragmentation,S3,row,0,0.0017348560125709511
dateblock5,routine_fragmentation,S3,row,1,0.001243972017813899
dateblock5,routine_fragmentation,S3,row,2,-6.301624498206149e-05
dateblock5,routine_fragmentation,S3,subject,0,0.0005895447738120119
dateblock5,routine_fragmentation,S3,subject,1,0.0010651198328489597
dateblock5,routine_fragmentation,S3,subject,2,0.004929680101490641
dateblock5,routine_fragmentation,S3,dateblock,0,-0.0008246808650602677
dateblock5,routine_fragmentation,S3,dateblock,1,-0.000501965559176476
dateblock5,routine_fragmentation,S3,dateblock,2,0.0013815762808295773
dateblock5,routine_fragmentation,S4,row,0,0.0018009181594411672
dateblock5,routine_fragmentation,S4,row,1,0.0020566783238005204
dateblock5,routine_fragmentation,S4,row,2,0.0019473232728841605
dateblock5,routine_fragmentation,S4,subject,0,0.0005251877906018443
dateblock5,routine_fragmentation,S4,subject,1,0.0007433304149453424
dateblock5,routine_fragmentation,S4,subject,2,0.002945150895577564
dateblock5,routine_fragmentation,S4,dateblock,0,0.003955307486925852
dateblock5,routine_fragmentation,S4,dateblock,1,0.0035143868408747947
dateblock5,routine_fragmentation,S4,dateblock,2,0.0003766117021806181
dateblock5,routine_anchor_recovery,Q1,row,0,0.002335834420228222
dateblock5,routine_anchor_recovery,Q1,row,1,-0.00041343951211381125
dateblock5,routine_anchor_recovery,Q1,row,2,0.0013827238935392172
