prior,prior_file,prior_oof_file,target_mask,targets,gamma,analogue_loss,prior_loss,analogue_delta,fold_max_residual,fold_converged_rate,Q1_delta,Q2_delta,Q3_delta,S1_delta,S2_delta,S3_delta,S4_delta
public2d0,submission_public2dblend_budget0p0.csv,final_public2dblend_budget0p0_oof.npy,q_only,"Q1,Q2,Q3",0.5,0.7287229496445653,0.5617018718676353,0.16702107777692998,0.008108919985751084,0.8,0.3429795039168094,0.3405656233420261,0.4856024171796752,0.0,0.0,0.0,0.0
proj0,submission_projblend_cap0p0.csv,final_projblend_cap0p0_oof.npy,q_only,"Q1,Q2,Q3",0.5,0.7300559307324008,0.5621435437929126,0.16791238693948818,0.008152385784088195,0.8,0.34264740560461326,0.3425291054078494,0.490210197563955,0.0,0.0,0.0,0.0
stage2,submission_hybrid_0p567_foldsafe_stage2_q1_q3_s1_s2_s3_s4.csv,final_hybrid_0p567_foldsafe_stage2_q1_q3_s1_s2_s3_s4_oof.npy,core_q1_q3_s3_s4,"Q1,Q3,S3,S4",1.0,0.7312970857512229,0.5675309246898171,0.16376616106140574,1.4129808434404367e-12,1.0,0.21709743111002722,0.0,0.3918891770059486,0.0,-1.1102230246251565e-16,0.1691213359237358,0.3682551833901285
stage2,submission_hybrid_0p567_foldsafe_stage2_q1_q3_s1_s2_s3_s4.csv,final_hybrid_0p567_foldsafe_stage2_q1_q3_s1_s2_s3_s4_oof.npy,q_only,"Q1,Q2,Q3",0.5,0.7544085452538412,0.5675309246898171,0.18687762056402402,0.008711220428019417,0.8,0.42823406552020526,0.3387409230241182,0.541168355403845,0.0,-1.1102230246251565e-16,1.1102230246251565e-16,-1.1102230246251565e-16
public2d0,submission_public2dblend_budget0p0.csv,final_public2dblend_budget0p0_oof.npy,s_only,"S1,S2,S3,S4",0.5,0.7733507886867537,0.5617018718676353,0.21164891681911835,0.019920459471592267,0.8,0.0,0.0,0.0,0.3384219168186392,0.3055956477942755,0.4400217727758159,0.3975030803450975
proj0,submission_projblend_cap0p0.csv,final_projblend_cap0p0_oof.npy,s_only,"S1,S2,S3,S4",0.5,0.7740802726927077,0.5621435437929126,0.2119367288997951,0.02082187889231696,0.8,-1.1102230246251565e-16,0.0,-1.1102230246251565e-16,0.3389608420355072,0.3055573400660402,0.44064308321142165,0.3983958369855969
stage2,submission_hybrid_0p567_foldsafe_stage2_q1_q3_s1_s2_s3_s4.csv,final_hybrid_0p567_foldsafe_stage2_q1_q3_s1_s2_s3_s4_oof.npy,s_only,"S1,S2,S3,S4",0.5,0.7893739927680824,0.5675309246898171,0.22184306807826526,0.022527611908666645,0.8,0.0,0.0,-1.1102230246251565e-16,0.3667999331189016,0.31411116260696526,0.4538550702520151,0.418135310569975
public2d0,submission_public2dblend_budget0p0.csv,final_public2dblend_budget0p0_oof.npy,q_only,"Q1,Q2,Q3",0.65,0.8022237800582372,0.5617018718676353,0.24052190819060193,0.008108919985751084,0.8,0.5038985427942781,0.4879039797678073,0.6918508347721278,0.0,0.0,0.0,0.0
proj0,submission_projblend_cap0p0.csv,final_projblend_cap0p0_oof.npy,q_only,"Q1,Q2,Q3",0.65,0.8040219932394479,0.5621435437929126,0.24187844944653525,0.008152385784088195,0.8,0.5030124722521762,0.4911035065451561,0.699033167328414,0.0,0.0,0.0,0.0
stage2,submission_hybrid_0p567_foldsafe_stage2_q1_q3_s1_s2_s3_s4.csv,final_hybrid_0p567_foldsafe_stage2_q1_q3_s1_s2_s3_s4_oof.npy,q_only,"Q1,Q2,Q3",0.65,0.8369989149216908,0.5675309246898171,0.2694679902318736,0.008711220428019417,0.8,0.6215752596569866,0.48924045629854795,0.7754602156675817,0.0,-1.1102230246251565e-16,1.1102230246251565e-16,-1.1102230246251565e-16
public2d0,submission_public2dblend_budget0p0.csv,final_public2dblend_budget0p0_oof.npy,s_only,"S1,S2,S3,S4",0.65,0.8635862700266455,0.5617018718676353,0.30188439815901014,0.019920459471592267,0.8,0.0,0.0,0.0,0.4948565371628578,0.4311784986416898,0.6238357415353112,0.5633200097732121
proj0,submission_projblend_cap0p0.csv,final_projblend_cap0p0_oof.npy,s_only,"S1,S2,S3,S4",0.65,0.864532725377396,0.5621435437929126,0.30238918158448336,0.02082187889231696,0.8,-1.1102230246251565e-16,0.0,-1.1102230246251565e-16,0.49577607417735875,0.43119941059860467,0.6249414968673568,0.5648072894480628
public2d0,submission_public2dblend_budget0p0.csv,final_public2dblend_budget0p0_oof.npy,q_only,"Q1,Q2,Q3",0.8,0.8783918611109091,0.5617018718676353,0.31668998924327374,0.008108919985751084,0.8,0.6719699504175312,0.6399637158192384,0.9048962584661456,0.0,0.0,0.0,0.0
proj0,submission_projblend_cap0p0.csv,final_projblend_cap0p0_oof.npy,q_only,"Q1,Q2,Q3",0.8,0.880697011129453,0.5621435437929126,0.31855346733654033,0.008152385784088195,0.8,0.6707287099639027,0.6444394556985371,0.9147061056933423,0.0,0.0,0.0,0.0
stage2,submission_hybrid_0p567_foldsafe_stage2_q1_q3_s1_s2_s3_s4.csv,final_hybrid_0p567_foldsafe_stage2_q1_q3_s1_s2_s3_s4_oof.npy,s_only,"S1,S2,S3,S4",0.65,0.8851208004799722,0.5675309246898171,0.3175898757901551,0.022527611908666645,0.8,0.0,0.0,-1.1102230246251565e-16,0.5370257753718488,0.4441796928280829,0.6455220000662004,0.5964016622649528
stage2,submission_hybrid_0p567_foldsafe_stage2_q1_q3_s1_s2_s3_s4.csv,final_hybrid_0p567_foldsafe_stage2_q1_q3_s1_s2_s3_s4_oof.npy,q_only,"Q1,Q2,Q3",0.8,0.922355671889313,0.5675309246898171,0.35482474719949586,0.008711220428019417,0.8,0.8215309521452094,0.645348108428142,1.0168941698231193,0.0,-1.1102230246251565e-16,1.1102230246251565e-16,-1.1102230246251565e-16
public2d0,submission_public2dblend_budget0p0.csv,final_public2dblend_budget0p0_oof.npy,s_only,"S1,S2,S3,S4",0.8,0.9566868993671482,0.5617018718676353,0.3949850274995129,0.019920459471592267,0.8,0.0,0.0,0.0,0.6579995855444674,0.5595094586244844,0.8117997173584063,0.7355864309692324
proj0,submission_projblend_cap0p0.csv,final_projblend_cap0p0_oof.npy,s_only,"S1,S2,S3,S4",0.8,0.957876178219174,0.5621435437929126,0.3957326344262614,0.02082187889231696,0.8,-1.1102230246251565e-16,0.0,-1.1102230246251565e-16,0.6593119389885136,0.5596092720426088,0.8134847237304828,0.7377225062222249
public2d0,submission_public2dblend_budget0p0.csv,final_public2dblend_budget0p0_oof.npy,q_only,"Q1,Q2,Q3",1.0,0.9828680921093939,0.5617018718676353,0.42116622024175854,0.008108919985751084,0.8,0.9039189264077427,0.8479913717238283,1.1962532435607378,0.0,0.0,0.0,0.0
stage2,submission_hybrid_0p567_foldsafe_stage2_q1_q3_s1_s2_s3_s4.csv,final_hybrid_0p567_foldsafe_stage2_q1_q3_s1_s2_s3_s4_oof.npy,s_only,"S1,S2,S3,S4",0.8,0.984164111702534,0.5675309246898171,0.4166331870127169,0.022527611908666645,0.8,0.0,0.0,-1.1102230246251565e-16,0.7143502329345468,0.5774245558473813,0.8421977644235085,0.7824597558835817
proj0,submission_projblend_cap0p0.csv,final_projblend_cap0p0_oof.npy,q_only,"Q1,Q2,Q3",1.0,0.9858877618300156,0.5621435437929126,0.42374421803710294,0.008152385784088195,0.8,0.9024451714983434,0.854192848010213,1.2095715067511634,0.0,0.0,0.0,0.0
stage2,submission_hybrid_0p567_foldsafe_stage2_q1_q3_s1_s2_s3_s4.csv,final_hybrid_0p567_foldsafe_stage2_q1_q3_s1_s2_s3_s4_oof.npy,q_only,"Q1,Q2,Q3",1.0,1.039138974987426,0.5675309246898171,0.4716080502976089,0.008711220428019417,0.8,1.0956133566398476,0.8594278690610819,1.3462151263823325,0.0,-1.1102230246251565e-16,1.1102230246251565e-16,-1.1102230246251565e-16
public2d0,submission_public2dblend_budget0p0.csv,final_public2dblend_budget0p0_oof.npy,s_only,"S1,S2,S3,S4",1.0,1.0840713156935762,0.5617018718676353,0.5223694438259409,0.019920459471592267,0.8,0.0,0.0,0.0,0.8827314175764474,0.7337454934867464,1.0672075372402001,0.9729016584781922
proj0,submission_projblend_cap0p0.csv,final_projblend_cap0p0_oof.npy,s_only,"S1,S2,S3,S4",1.0,1.085613930716558,0.5621435437929126,0.5234703869236453,0.02082187889231696,0.8,-1.1102230246251565e-16,0.0,-1.1102230246251565e-16,0.8845715853662721,0.7339672659897295,1.0697986861787818,0.9759551709307354
stage2,submission_hybrid_0p567_foldsafe_stage2_q1_q3_s1_s2_s3_s4.csv,final_hybrid_0p567_foldsafe_stage2_q1_q3_s1_s2_s3_s4_oof.npy,s_only,"S1,S2,S3,S4",1.0,1.1198580929141382,0.5675309246898171,0.552327168224321,0.022527611908666645,0.8,0.0,0.0,-1.1102230246251565e-16,0.9581398612998939,0.7586545872147251,1.1101197705390367,1.039375958516591
