pred_index,base_index,tag,strategy,source,fallback,selector,target_scope,graft_alpha,selected_cells,selected_rows,move_cells,move_rows,move_q2_cells,move_s3_cells,move_edge_cells,move_edge_rate,all_delta_vs_mixmin,all_minus_base,all_worst_minus_base,set_inverse_top_delta_vs_mixmin,set_inverse_top_minus_base,set_inverse_top_worst_minus_base,set_raw05_compatible_delta_vs_mixmin,set_raw05_compatible_minus_base,set_raw05_compatible_worst_minus_base,set_all_sign_delta_vs_mixmin,set_all_sign_minus_base,set_all_sign_worst_minus_base,best_set_delta_vs_mixmin,worst_set_delta_vs_mixmin,sets_beating_base,sets_tail_neutral,row_id,world_support_minus_base,raw_energy_q_p90_minus_base,hidden_core_minus_base,hidden_q2_minus_base,hidden_s3_minus_base,hidden_q2s3_mean_minus_base,block_q2s3_mean_minus_base,block_q2s3_max_minus_base,block_q2s3_beats_base_rate,block_q2s3_tail_safe_rate,nonanchor_evaluated,mean_abs_logit_move_vs_mixmin,mean_abs_q2s3_logit_move_vs_mixmin,all_beats_base,all_margin_vs_mixmin,all_sets_beat_base,all_sets_tail_neutral,hidden_q2s3_beats_base,world_nonworse,block_majority_beats,block_tail_safe,strict_gate,loose_gate,deployable_gate,structural_all_sets_tail_neutral,structural_all_sets_beat_base,structural_hidden_core_beats_base,structural_world_nonworse,structural_raw_energy_nonworse,structural_strict_gate,structural_loose_gate,e72_adverse_positive_exposure_all,e72_adverse_weighted_positive_mean,e72_adverse_positive_weight_frac,hard_worst_tail_mean,kl_if_mixmin_calibrated,move_l1_vs_e95,active_cells_vs_e95,is_graft,is_strict_like,beat_e95_rate_broad_plausible,beat_e95_rate_broad_q2s3,beat_e95_rate_near_unit_tail,beat_e95_rate_tight_plausible,mean_pred_delta_broad_plausible,mean_pred_delta_broad_q2s3,mean_pred_delta_near_unit_tail,mean_pred_delta_tight_plausible,mean_vs_e95_broad_plausible,mean_vs_e95_broad_q2s3,mean_vs_e95_near_unit_tail,mean_vs_e95_tight_plausible,p95_vs_e95_broad_plausible,p95_vs_e95_broad_q2s3,p95_vs_e95_near_unit_tail,p95_vs_e95_tight_plausible,e101_pass,e103_strict_like,e103_pass,dominates_e101,e101_ref_mean_vs_e95,e101_ref_p95_vs_e95,e101_ref_beat_rate,survival_score
53,0,e103_edge_q2s3_amplitude_061cd272,edge_q2s3_amplitude,e95,mixmin,active_q2_edge,Q2,1.0,6.0,6.0,6.0,6.0,6.0,0.0,6.0,1.0,-2.6116027647127282e-05,-2.6116027647127282e-05,-3.168211462956094e-05,-5.167604142264359e-06,-5.167604142264359e-06,-1.1858257184638177e-05,-3.374518878662691e-05,-3.374518878662691e-05,-3.168211462956094e-05,-3.943529001215751e-05,-3.943529001215751e-05,-3.168211462956094e-05,-3.943529001215751e-05,-5.167604142264359e-06,3,3,54,-0.00012813207997986465,-4.707764308575779e-05,-0.0001717466585230143,-3.7609824285050886e-05,-0.00044162306692771547,-0.00023961644560638318,-0.0004007495806615818,9.759021446266827e-05,0.6666666666666666,0.9444444444444444,True,0.0055099887009016765,0.004182961714458975,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0007740830552065698,0.0025008870161948517,0.33834464175649026,0.0026869189426667658,1.1402707914935615e-05,3.8289722167125036e-05,6,False,False,0.2644843568945539,0.595108695652174,0.28717077315208156,0.2824372759856631,-1.6087140573942037e-05,-1.825164222653863e-05,-1.6168130631106428e-05,-1.617058853111337e-05,-7.764405738935086e-07,-2.9409422264901044e-06,-8.574306310579003e-07,-8.598885310648422e-07,6.551023709605824e-07,6.948769256009453e-07,4.2251943369494745e-07,5.042783703573318e-07,False,True,False,False,-1.6205291750596722e-05,-1.5640787922212426e-06,0.9834878331402086,3.2536795778821897e-06
53,0,e103_edge_q2s3_amplitude_061cd272,edge_q2s3_amplitude,e95,mixmin,edge_q2_all,Q2,1.0,118.0,118.0,6.0,6.0,6.0,0.0,6.0,1.0,-2.6116027647127282e-05,-2.6116027647127282e-05,-3.168211462956094e-05,-5.167604142264359e-06,-5.167604142264359e-06,-1.1858257184638177e-05,-3.374518878662691e-05,-3.374518878662691e-05,-3.168211462956094e-05,-3.943529001215751e-05,-3.943529001215751e-05,-3.168211462956094e-05,-3.943529001215751e-05,-5.167604142264359e-06,3,3,72,-0.00012813207997986465,-4.707764308575779e-05,-0.0001717466585230143,-3.7609824285050886e-05,-0.00044162306692771547,-0.00023961644560638318,-0.0004007495806615818,9.759021446266827e-05,0.6666666666666666,0.9444444444444444,True,0.0055099887009016765,0.004182961714458975,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0007740830552065698,0.0025008870161948517,0.33834464175649026,0.0026869189426667658,1.1402707914935615e-05,3.8289722167125036e-05,6,False,False,0.2644843568945539,0.595108695652174,0.28717077315208156,0.2824372759856631,-1.6087140573942037e-05,-1.825164222653863e-05,-1.6168130631106428e-05,-1.617058853111337e-05,-7.764405738935086e-07,-2.9409422264901044e-06,-8.574306310579003e-07,-8.598885310648422e-07,6.551023709605824e-07,6.948769256009453e-07,4.2251943369494745e-07,5.042783703573318e-07,False,True,False,False,-1.6205291750596722e-05,-1.5640787922212426e-06,0.9834878331402086,3.2536795778821897e-06
46,0,e103_edge_q2s3_amplitude_b7919db8,edge_q2s3_amplitude,e95,mixmin,active_q2_all,Q2,0.75,11.0,11.0,11.0,11.0,11.0,0.0,6.0,0.5454545454545454,-2.6111759492408737e-05,-2.6111759492408737e-05,-3.194316979393541e-05,-5.199314800252708e-06,-5.199314800252708e-06,-1.1866405412064296e-05,-3.3737488565832585e-05,-3.3737488565832585e-05,-3.194316979393541e-05,-3.9398475110918874e-05,-3.9398475110918874e-05,-3.194316979393541e-05,-3.9398475110918874e-05,-5.199314800252708e-06,3,3,47,-0.0001077171448316927,-2.6590980362839467e-05,-0.00016856069664816786,-1.5308091160765036e-05,-0.00044162306692771547,-0.00022846557904424025,-0.0003966973543527563,6.959866097080739e-05,0.7222222222222222,0.9444444444444444,True,0.0054889468231050665,0.004109315142170837,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0007685090181160874,0.002478156817759839,0.3480563223557736,0.0026813449055762832,1.1349679361163163e-05,5.933159996373557e-05,11,False,False,0.41280417149478565,0.782608695652174,0.4464740866610025,0.4390681003584229,-1.6547478685162366e-05,-1.972542725663297e-05,-1.661408882355358e-05,-1.6628687582174493e-05,-1.2367786851138396e-06,-4.4147272565844435e-06,-1.3033888235050528e-06,-1.3179875821259678e-06,6.779629259931444e-07,7.042759255845698e-07,4.37293960276049e-07,5.163978569372253e-07,False,True,False,False,-1.6205291750596722e-05,-1.5640787922212426e-06,0.9834878331402086,5.189396508567037e-06
54,0,e103_edge_q2s3_amplitude_df1cc342,edge_q2s3_amplitude,e95,mixmin,edge_topgap10,S3,0.125,10.0,10.0,10.0,10.0,0.0,10.0,10.0,1.0,-2.6078000903151377e-05,-2.6078000903151377e-05,-3.180018768778048e-05,-4.9336931143839635e-06,-4.9336931143839635e-06,-1.1883655807398696e-05,-3.380481036996397e-05,-3.380481036996397e-05,-3.180018768778048e-05,-3.9495499224884156e-05,-3.9495499224884156e-05,-3.180018768778048e-05,-3.9495499224884156e-05,-4.9336931143839635e-06,3,3,91,-0.00013464249831718345,-5.282590810562482e-05,-0.0001724901908660148,-6.0655941758358534e-05,-0.0004237816758557583,-0.00024221880880705843,-0.00038957719415990023,4.096577760699126e-05,0.75,0.9722222222222222,True,0.005499179198091623,0.004145128454623788,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0007821436865072846,0.0024978187384707322,0.3480563223557736,0.0026949795739674804,1.1145776287830271e-05,4.9099224977175404e-05,10,False,False,0.44640787949015065,0.6630434782608695,0.41206457094307564,0.4283154121863799,-1.5891740786122745e-05,-1.6694706498456468e-05,-1.574143062173152e-05,-1.5800866322048994e-05,-5.810407860742174e-07,-1.3840064984079428e-06,-4.3073062168299657e-07,-4.901663220004664e-07,8.474251295942063e-07,9.185597813123061e-07,5.654231865246163e-07,6.618788129695441e-07,False,True,False,False,-1.6205291750596722e-05,-1.5640787922212426e-06,0.9834878331402086,4.828353376079455e-06
60,0,e103_edge_q2s3_amplitude_8304955e,edge_q2s3_amplitude,e95,mixmin,active_topgap10,S3,0.125,10.0,10.0,10.0,10.0,0.0,10.0,5.0,0.5,-2.606046876230117e-05,-2.606046876230117e-05,-3.1988112322967055e-05,-4.922962865916425e-06,-4.922962865916425e-06,-1.1803524416098554e-05,-3.3760665725579564e-05,-3.3760665725579564e-05,-3.1988112322967055e-05,-3.94977776952965e-05,-3.94977776952965e-05,-3.1988112322967055e-05,-3.94977776952965e-05,-4.922962865916425e-06,3,3,97,-0.00013805703579144457,-6.01019897387145e-05,-0.00017274696045810334,-6.0655941758358534e-05,-0.0004255790629997397,-0.0002431175023790491,-0.00039067734764726246,4.096577760699126e-05,0.75,0.9722222222222222,True,0.005495408224949443,0.004131930048626161,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.00077927314265393,0.002473620258007745,0.3480563223557736,0.002692109030114126,1.1034049273598471e-05,5.287019811935424e-05,10,False,False,0.5646002317497103,0.7663043478260869,0.5123194562446899,0.5351254480286738,-1.6742790960574557e-05,-1.7959567150230658e-05,-1.6317371097815573e-05,-1.6489884334074808e-05,-1.4320909605260287e-06,-2.6488671501821314e-06,-1.0066710977670435e-06,-1.1791843340262809e-06,8.188265991027769e-07,9.68765619325765e-07,6.026561301366896e-07,6.725628620179507e-07,False,True,False,False,-1.6205291750596722e-05,-1.5640787922212426e-06,0.9834878331402086,6.868099608435503e-06
47,0,e103_edge_q2s3_amplitude_5644de61,edge_q2s3_amplitude,e95,mixmin,active_q2_all,Q2,1.0,11.0,11.0,11.0,11.0,11.0,0.0,6.0,0.5454545454545454,-2.6049298154195988e-05,-2.6049298154195988e-05,-3.185081887224772e-05,-5.153997501006202e-06,-5.153997501006202e-06,-1.1839535854374361e-05,-3.367981998592118e-05,-3.367981998592118e-05,-3.185081887224772e-05,-3.9314076975660583e-05,-3.9314076975660583e-05,-3.185081887224772e-05,-3.9314076975660583e-05,-5.153997501006202e-06,3,3,48,-9.927543566399799e-05,-1.860684528687262e-05,-0.0001663738264822967,0.0,-0.00044162306692771547,-0.00022081153346385773,-0.0003899797452767834,9.759021446266827e-05,0.6388888888888888,0.9444444444444444,True,0.005469169623117174,0.004040094942213215,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0007617347752210204,0.0024567715623707164,0.32799142362472317,0.002674570662681216,1.1342828260825787e-05,7.910879995162822e-05,11,False,False,0.41251448435689453,0.782608695652174,0.4464740866610025,0.43870967741935485,-1.6848163743202084e-05,-2.1016300089829973e-05,-1.6967277657940607e-05,-1.697658568463657e-05,-1.5374637431535573e-06,-5.705600089781447e-06,-1.6565776578920802e-06,-1.6658856845880447e-06,1.1207706548421295e-06,1.1642698442951945e-06,7.22910087596668e-07,8.536802560859512e-07,False,True,False,False,-1.6205291750596722e-05,-1.5640787922212426e-06,0.9834878331402086,5.374505043016808e-06
18,0,e103_edge_q2s3_amplitude_b0dea0c3,edge_q2s3_amplitude,e95,mixmin,active_interior,Q2+S3,0.125,19.0,19.0,19.0,19.0,5.0,14.0,0.0,0.0,-2.604007337925207e-05,-2.604007337925207e-05,-3.211034061034734e-05,-4.494771160490352e-06,-4.494771160490352e-06,-1.1015102423073131e-05,-3.384160238162348e-05,-3.384160238162348e-05,-3.211034061034734e-05,-3.9783846595420336e-05,-3.9783846595420336e-05,-3.211034061034734e-05,-3.9783846595420336e-05,-4.494771160490352e-06,3,3,19,-0.0001264088179418643,-5.395974020661054e-05,-0.00017246602189752158,-5.6000646638521e-05,-0.0004282677881957131,-0.00024213421741711705,-0.0004106074964149518,4.9499751098091703e-05,0.75,0.9722222222222222,True,0.005489611390684325,0.004111641128698247,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0007667394481797774,0.0024267188991108114,0.3480563223557736,0.0026795753356399733,1.0977366072478175e-05,5.866703238447521e-05,19,False,False,0.8713789107763615,0.9864130434782609,0.8470688190314358,0.8577060931899642,-1.9697216202178642e-05,-2.256547878701459e-05,-1.8387989932790192e-05,-1.8832599744789752e-05,-4.3865162021301165e-06,-7.254778786966067e-06,-3.077289932741666e-06,-3.5218997447412237e-06,2.774585379926482e-07,-8.561799962603995e-07,3.200157225502152e-07,3.0257230755482976e-07,False,True,False,False,-1.6205291750596722e-05,-1.5640787922212426e-06,0.9834878331402086,1.3025073972157123e-05
18,0,e103_edge_q2s3_amplitude_b0dea0c3,edge_q2s3_amplitude,e95,mixmin,interior_all,Q2+S3,0.125,264.0,132.0,19.0,19.0,5.0,14.0,0.0,0.0,-2.604007337925207e-05,-2.604007337925207e-05,-3.211034061034734e-05,-4.494771160490352e-06,-4.494771160490352e-06,-1.1015102423073131e-05,-3.384160238162348e-05,-3.384160238162348e-05,-3.211034061034734e-05,-3.9783846595420336e-05,-3.9783846595420336e-05,-3.211034061034734e-05,-3.9783846595420336e-05,-4.494771160490352e-06,3,3,73,-0.0001264088179418643,-5.395974020661054e-05,-0.00017246602189752158,-5.6000646638521e-05,-0.0004282677881957131,-0.00024213421741711705,-0.0004106074964149518,4.9499751098091703e-05,0.75,0.9722222222222222,True,0.005489611390684325,0.004111641128698247,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0007667394481797774,0.0024267188991108114,0.3480563223557736,0.0026795753356399733,1.0977366072478175e-05,5.866703238447521e-05,19,False,False,0.8713789107763615,0.9864130434782609,0.8470688190314358,0.8577060931899642,-1.9697216202178642e-05,-2.256547878701459e-05,-1.8387989932790192e-05,-1.8832599744789752e-05,-4.3865162021301165e-06,-7.254778786966067e-06,-3.077289932741666e-06,-3.5218997447412237e-06,2.774585379926482e-07,-8.561799962603995e-07,3.200157225502152e-07,3.0257230755482976e-07,False,True,False,False,-1.6205291750596722e-05,-1.5640787922212426e-06,0.9834878331402086,1.3025073972157123e-05
36,0,e103_edge_q2s3_amplitude_d06b8162,edge_q2s3_amplitude,e95,mixmin,active_s3_interior,S3,0.125,14.0,14.0,14.0,14.0,0.0,14.0,0.0,0.0,-2.603899715603042e-05,-2.603899715603042e-05,-3.2074486553290704e-05,-4.487912443673636e-06,-4.487912443673636e-06,-1.1004475427345284e-05,-3.384189219968192e-05,-3.384189219968192e-05,-3.2074486553290704e-05,-3.97871868247357e-05,-3.97871868247357e-05,-3.2074486553290704e-05,-3.97871868247357e-05,-4.487912443673636e-06,3,3,37,-0.00012943144714814281,-5.7512028086348366e-05,-0.00017313106405750234,-6.0655941758358534e-05,-0.0004282677881957131,-0.0002444618649770358,-0.0004119399626589288,4.9499751098091703e-05,0.75,0.9722222222222222,True,0.0054947137754073885,0.004129499475228967,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0007682895450230807,0.0024322584162609654,0.3480563223557736,0.0026811254324832765,1.0991412874351402e-05,5.3564647661412e-05,14,False,False,0.8316917728852838,0.9646739130434783,0.7977909940526763,0.8114695340501792,-1.9567859124060424e-05,-2.2164634935527224e-05,-1.8263201795954913e-05,-1.870383060688805e-05,-4.257159124011896e-06,-6.853934935478697e-06,-2.952501795906388e-06,-3.39313060683952e-06,3.343997360810079e-07,-6.37430816559688e-07,3.769326809227156e-07,3.598283040307856e-07,False,True,False,False,-1.6205291750596722e-05,-1.5640787922212426e-06,0.9834878331402086,1.248512045407834e-05
36,0,e103_edge_q2s3_amplitude_d06b8162,edge_q2s3_amplitude,e95,mixmin,interior_s3_all,S3,0.125,132.0,132.0,14.0,14.0,0.0,14.0,0.0,0.0,-2.603899715603042e-05,-2.603899715603042e-05,-3.2074486553290704e-05,-4.487912443673636e-06,-4.487912443673636e-06,-1.1004475427345284e-05,-3.384189219968192e-05,-3.384189219968192e-05,-3.2074486553290704e-05,-3.97871868247357e-05,-3.97871868247357e-05,-3.2074486553290704e-05,-3.97871868247357e-05,-4.487912443673636e-06,3,3,79,-0.00012943144714814281,-5.7512028086348366e-05,-0.00017313106405750234,-6.0655941758358534e-05,-0.0004282677881957131,-0.0002444618649770358,-0.0004119399626589288,4.9499751098091703e-05,0.75,0.9722222222222222,True,0.0054947137754073885,0.004129499475228967,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0007682895450230807,0.0024322584162609654,0.3480563223557736,0.0026811254324832765,1.0991412874351402e-05,5.3564647661412e-05,14,False,False,0.8316917728852838,0.9646739130434783,0.7977909940526763,0.8114695340501792,-1.9567859124060424e-05,-2.2164634935527224e-05,-1.8263201795954913e-05,-1.870383060688805e-05,-4.257159124011896e-06,-6.853934935478697e-06,-2.952501795906388e-06,-3.39313060683952e-06,3.343997360810079e-07,-6.37430816559688e-07,3.769326809227156e-07,3.598283040307856e-07,False,True,False,False,-1.6205291750596722e-05,-1.5640787922212426e-06,0.9834878331402086,1.248512045407834e-05
30,0,e103_edge_q2s3_amplitude_84c021e7,edge_q2s3_amplitude,e95,mixmin,active_s3_edge,S3,0.125,25.0,25.0,25.0,25.0,0.0,25.0,25.0,1.0,-2.6038601283029372e-05,-2.6038601283029372e-05,-3.185826958818083e-05,-4.419819231604727e-06,-4.419819231604727e-06,-1.1943915446455122e-05,-3.394443017679105e-05,-3.394443017679105e-05,-3.185826958818083e-05,-3.9751554440470294e-05,-3.9751554440470294e-05,-3.185826958818083e-05,-3.9751554440470294e-05,-4.419819231604727e-06,3,3,31,-0.0001311208470938019,-5.2075207083612796e-05,-0.00016954266781238347,-6.0655941758358534e-05,-0.0004031490144800476,-0.00023190247811920306,-0.0003740510480005618,4.096577760699126e-05,0.75,0.9722222222222222,True,0.005457553965651059,0.003999440141081814,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0007645378565586008,0.002428113881442489,0.3480563223557736,0.0026773737440187965,1.0883897817796452e-05,9.072445741773663e-05,25,False,False,0.8760139049826188,0.9891304347826086,0.8470688190314358,0.8580645161290322,-1.9191825232879728e-05,-2.258561616891488e-05,-1.8120476194300486e-05,-1.849362065531416e-05,-3.8811252328312e-06,-7.274916168866354e-06,-2.8097761942519593e-06,-3.1829206552656347e-06,2.809234752983227e-07,-1.3370087531378366e-06,3.459878417354817e-07,3.253171163265703e-07,False,True,False,False,-1.6205291750596722e-05,-1.5640787922212426e-06,0.9834878331402086,1.2561960968091035e-05
30,0,e103_edge_q2s3_amplitude_84c021e7,edge_q2s3_amplitude,e95,mixmin,edge_s3_all,S3,0.125,118.0,118.0,25.0,25.0,0.0,25.0,25.0,1.0,-2.6038601283029372e-05,-2.6038601283029372e-05,-3.185826958818083e-05,-4.419819231604727e-06,-4.419819231604727e-06,-1.1943915446455122e-05,-3.394443017679105e-05,-3.394443017679105e-05,-3.185826958818083e-05,-3.9751554440470294e-05,-3.9751554440470294e-05,-3.185826958818083e-05,-3.9751554440470294e-05,-4.419819231604727e-06,3,3,61,-0.0001311208470938019,-5.2075207083612796e-05,-0.00016954266781238347,-6.0655941758358534e-05,-0.0004031490144800476,-0.00023190247811920306,-0.0003740510480005618,4.096577760699126e-05,0.75,0.9722222222222222,True,0.005457553965651059,0.003999440141081814,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0007645378565586008,0.002428113881442489,0.3480563223557736,0.0026773737440187965,1.0883897817796452e-05,9.072445741773663e-05,25,False,False,0.8760139049826188,0.9891304347826086,0.8470688190314358,0.8580645161290322,-1.9191825232879728e-05,-2.258561616891488e-05,-1.8120476194300486e-05,-1.849362065531416e-05,-3.8811252328312e-06,-7.274916168866354e-06,-2.8097761942519593e-06,-3.1829206552656347e-06,2.809234752983227e-07,-1.3370087531378366e-06,3.459878417354817e-07,3.253171163265703e-07,False,True,False,False,-1.6205291750596722e-05,-1.5640787922212426e-06,0.9834878331402086,1.2561960968091035e-05
30,0,e103_edge_q2s3_amplitude_84c021e7,edge_q2s3_amplitude,e95,mixmin,edge_s3_topgap30,S3,0.125,30.0,30.0,25.0,25.0,0.0,25.0,25.0,1.0,-2.6038601283029372e-05,-2.6038601283029372e-05,-3.185826958818083e-05,-4.419819231604727e-06,-4.419819231604727e-06,-1.1943915446455122e-05,-3.394443017679105e-05,-3.394443017679105e-05,-3.185826958818083e-05,-3.9751554440470294e-05,-3.9751554440470294e-05,-3.185826958818083e-05,-3.9751554440470294e-05,-4.419819231604727e-06,3,3,121,-0.0001311208470938019,-5.2075207083612796e-05,-0.00016954266781238347,-6.0655941758358534e-05,-0.0004031490144800476,-0.00023190247811920306,-0.0003740510480005618,4.096577760699126e-05,0.75,0.9722222222222222,True,0.005457553965651059,0.003999440141081814,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0007645378565586008,0.002428113881442489,0.3480563223557736,0.0026773737440187965,1.0883897817796452e-05,9.072445741773663e-05,25,False,False,0.8760139049826188,0.9891304347826086,0.8470688190314358,0.8580645161290322,-1.9191825232879728e-05,-2.258561616891488e-05,-1.8120476194300486e-05,-1.849362065531416e-05,-3.8811252328312e-06,-7.274916168866354e-06,-2.8097761942519593e-06,-3.1829206552656347e-06,2.809234752983227e-07,-1.3370087531378366e-06,3.459878417354817e-07,3.253171163265703e-07,False,True,False,False,-1.6205291750596722e-05,-1.5640787922212426e-06,0.9834878331402086,1.2561960968091035e-05
30,0,e103_edge_q2s3_amplitude_84c021e7,edge_q2s3_amplitude,e95,mixmin,edge_s3_topgap40,S3,0.125,40.0,40.0,25.0,25.0,0.0,25.0,25.0,1.0,-2.6038601283029372e-05,-2.6038601283029372e-05,-3.185826958818083e-05,-4.419819231604727e-06,-4.419819231604727e-06,-1.1943915446455122e-05,-3.394443017679105e-05,-3.394443017679105e-05,-3.185826958818083e-05,-3.9751554440470294e-05,-3.9751554440470294e-05,-3.185826958818083e-05,-3.9751554440470294e-05,-4.419819231604727e-06,3,3,139,-0.0001311208470938019,-5.2075207083612796e-05,-0.00016954266781238347,-6.0655941758358534e-05,-0.0004031490144800476,-0.00023190247811920306,-0.0003740510480005618,4.096577760699126e-05,0.75,0.9722222222222222,True,0.005457553965651059,0.003999440141081814,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0007645378565586008,0.002428113881442489,0.3480563223557736,0.0026773737440187965,1.0883897817796452e-05,9.072445741773663e-05,25,False,False,0.8760139049826188,0.9891304347826086,0.8470688190314358,0.8580645161290322,-1.9191825232879728e-05,-2.258561616891488e-05,-1.8120476194300486e-05,-1.849362065531416e-05,-3.8811252328312e-06,-7.274916168866354e-06,-2.8097761942519593e-06,-3.1829206552656347e-06,2.809234752983227e-07,-1.3370087531378366e-06,3.459878417354817e-07,3.253171163265703e-07,False,True,False,False,-1.6205291750596722e-05,-1.5640787922212426e-06,0.9834878331402086,1.2561960968091035e-05
