pred_index,base_index,tag,base_tag,variant_id,variant_kind,variant_name,reason,subset_key,pool,pool_size,pool_support_mean,pool_support2_count,base_agg,delta_agg,gate,pair_name,alpha_q2,alpha_s3,alpha_sum,alpha_max,alpha_gap,dominant_axis,gate_active_q2,gate_active_s3,mean_abs_q2_delta_unit,mean_abs_s3_delta_unit,mean_abs_q2s3_delta_unit,weight_max,weight_entropy,cell_heldout_mean,cell_world_mean,cell_hidden_q2s3_mean,cell_block_win_mean,all_delta_vs_mixmin,all_minus_base,all_worst_minus_base,set_inverse_top_delta_vs_mixmin,set_inverse_top_minus_base,set_inverse_top_worst_minus_base,set_raw05_compatible_delta_vs_mixmin,set_raw05_compatible_minus_base,set_raw05_compatible_worst_minus_base,set_all_sign_delta_vs_mixmin,set_all_sign_minus_base,set_all_sign_worst_minus_base,best_set_delta_vs_mixmin,worst_set_delta_vs_mixmin,sets_beating_base,sets_tail_neutral,row_id,world_support_minus_base,raw_energy_q_p90_minus_base,hidden_core_minus_base,hidden_q2_minus_base,hidden_s3_minus_base,hidden_q2s3_mean_minus_base,block_q2s3_mean_minus_base,block_q2s3_max_minus_base,block_q2s3_beats_base_rate,block_q2s3_tail_safe_rate,nonanchor_evaluated,mean_abs_logit_move_vs_mixmin,mean_abs_q2s3_logit_move_vs_mixmin,all_beats_base,all_margin_vs_mixmin,all_sets_beat_base,all_sets_tail_neutral,hidden_q2s3_beats_base,world_nonworse,block_majority_beats,block_tail_safe,strict_gate,loose_gate,deployable_gate,mean_abs_logit_delta_vs_e73,mean_abs_q2s3_logit_delta_vs_e73,mean_abs_logit_delta_vs_e74,mean_abs_q2s3_logit_delta_vs_e74,mean_abs_logit_delta_vs_e75,mean_abs_q2s3_logit_delta_vs_e75
686,682,e76_hidden_q2s3_mean_minus_base_top10_q2a8_s3a20_3f7e81d4,e76_base_hidden_q2s3_mean_minus_base_top10_191f4e56,31,rank_keep,hidden_q2s3_mean_minus_base_top10,keep best 10 by hidden_q2s3_mean_minus_base,43-46-47-48-49-50-58-77-99-100,translator_tail_soft_p90_m0.50,10,1.6,6,mean,signed_p75,top_abs50,q2a8_s3a20,8.0,20.0,28.0,20.0,12.0,s3_higher,0.144,0.156,0.00025171689901710227,0.0003265903687211549,0.0002891536338691286,0.15380275130226298,2.2243188505626885,-2.2454047353681618e-07,-2.3958999071969912e-05,-2.398375288161919e-05,0.75,-1.1391919207959234e-05,-6.636786611058376e-06,-4.1346109338480375e-06,-5.042748519690221e-05,-1.4017128462273654e-05,-4.098514776895712e-06,6.528343908240863e-06,-3.7805359112130787e-06,-4.1346109338480375e-06,9.723383664783647e-06,-2.112695459910441e-06,-4.1346109338480375e-06,-5.042748519690221e-05,9.723383664783647e-06,3,3,654,-0.00017338364662158878,-9.181250330703161e-05,-8.718465619991789e-05,-0.00023874578096949595,-0.00037154681243001253,-0.00030514629669975424,-0.00044032561927605067,0.0,0.6944444444444444,1.0,True,0.006606267335952904,0.004272771283280011,True,True,True,True,True,True,True,True,True,True,True,0.000855895952003516,0.0019412294689880086,0.0008568339083172359,0.001944512316086028,0.0007705435189431438,0.0016424959532767057
1676,1672,e76_bootstrap8_043_q2a8_s3a20_f3072c81,e76_base_bootstrap8_043_6408f8cf,76,bootstrap8,bootstrap8_043,deterministic random 8-of-13 subset,43-46-47-48-76-77-98-100,translator_tail_soft_p90_m0.50,8,1.5,4,mean,signed_p75,top_abs50,q2a8_s3a20,8.0,20.0,28.0,20.0,12.0,s3_higher,0.168,0.156,0.00027746424299164763,0.000318365604743305,0.0002979149238674763,0.19858489588449846,1.9694689696397725,-2.220828996188362e-07,-2.435587776446309e-05,-2.357680428938247e-05,0.75,-1.1388400585232716e-05,-6.781051770987645e-06,-2.8912839511452404e-06,-5.2431759185567195e-05,-1.5581271337716807e-05,-9.4749756418544e-06,7.410998606904862e-06,-3.34688453884624e-06,-2.8912839511452404e-06,1.0855558822964184e-05,-1.4149994362888663e-06,-2.8912839511452404e-06,-5.2431759185567195e-05,1.0855558822964184e-05,3,3,1599,-0.0001727443742033487,-0.00010337978148089455,-8.802075104874518e-05,-0.00025538291465007634,-0.000360762342690904,-0.0003080726286704902,-0.0004253441183865343,0.0,0.7222222222222222,1.0,True,0.006786083911717783,0.004293513019399688,True,True,True,True,True,True,True,True,True,True,True,0.0007645572294993233,0.001753431775870874,0.0007951734764476333,0.0018605886401899592,0.0007085475714950659,0.0015573979728559732
1506,1496,e76_bootstrap8_035_q2a12_s3a22_7de2e501,e76_base_bootstrap8_035_354a2ce3,68,bootstrap8,bootstrap8_035,deterministic random 8-of-13 subset,43-46-48-49-50-58-77-100,translator_tail_soft_p90_m0.50,8,1.625,5,mean,signed_p75,top_abs50,q2a12_s3a22,12.0,22.0,34.0,22.0,10.0,s3_higher,0.152,0.148,0.00025774604706341983,0.00031226186436853403,0.000285003955715977,0.1935160080145983,2.0059667827441503,-2.316185517617364e-07,-2.3425354146671922e-05,-2.3644096110568037e-05,0.7517361111111112,-1.1387949182095625e-05,-6.630675775221029e-06,-2.9855974550407893e-06,-5.0606264324071226e-05,-1.4881681230871635e-05,-4.417864676087291e-06,6.561498605894833e-06,-3.431639721274138e-06,-2.9855974550407893e-06,9.880918171889519e-06,-1.5787063736283358e-06,-2.9855974550407893e-06,-5.0606264324071226e-05,9.880918171889519e-06,3,3,1437,-0.00024403982746273303,-0.00013486174482169044,-0.00010868151136700366,-0.0003684711236884297,-0.00039229945588017956,-0.00038038528978430464,-0.0005084928475891904,0.0,0.6944444444444444,1.0,True,0.0066854534241379115,0.004981356790434436,True,True,True,True,True,True,True,True,True,True,True,0.0007510172448671216,0.0018257974388697588,0.0007598815874934393,0.0018568226380618706,0.0007954949902492933,0.0019814695477073595
2065,2046,e76_bootstrap8_060_q2a0_s3a24_880c4bef,e76_base_bootstrap8_060_c6ba6238,93,bootstrap8,bootstrap8_060,deterministic random 8-of-13 subset,43-46-50-58-76-97-98-100,translator_tail_soft_p90_m0.50,8,1.375,3,mean,signed_p75,top_abs50,q2a0_s3a24,0.0,24.0,24.0,24.0,24.0,s3_only,0.16,0.156,0.0002667968392915767,0.00031866460547780203,0.0002927307223846894,0.23356358576311576,1.9462414114015343,-2.1945278193963302e-07,-2.236884486890372e-05,-2.138494472835647e-05,0.7326388888888888,-1.1385071145619818e-05,-6.5922267395990275e-06,-2.499842815861797e-06,-5.250748728957699e-05,-1.6693943210022155e-05,-9.05477062485005e-06,7.367036323091547e-06,-2.6201182091734054e-06,-2.499842815861797e-06,1.0985237529848035e-05,-4.6261879937947725e-07,-2.499842815861797e-06,-5.250748728957699e-05,1.0985237529848035e-05,3,3,1971,-6.529651410368004e-05,-4.4124652520349805e-05,-6.279441029197197e-05,0.0,-0.000439560872043554,-0.000219780436021777,-0.0003779212469025063,7.617469171437474e-05,0.5833333333333334,0.9444444444444444,True,0.006407535606929461,0.0038239752657336706,True,True,True,True,True,True,True,True,True,True,True,0.0010457996584246297,0.003438097597274911,0.0010290155053394234,0.003379353061476689,0.0006270190652210116,0.0019723655210622474
1867,1848,e76_bootstrap8_051_q2a0_s3a24_0734cb4a,e76_base_bootstrap8_051_650978b2,84,bootstrap8,bootstrap8_051,deterministic random 8-of-13 subset,43-46-47-48-50-76-77-99,translator_tail_soft_p90_m0.50,8,1.625,5,mean,signed_p75,top_abs50,q2a0_s3a24,0.0,24.0,24.0,24.0,24.0,s3_only,0.156,0.164,0.00026365459520135136,0.0003333572371714275,0.00029850591618638947,0.1829959246964657,2.0043835145712325,-2.2704593303363163e-07,-2.4825007016695785e-05,-2.470406003914202e-05,0.765625,-1.1383906933559729e-05,-6.812063084504771e-06,-4.029952648476609e-06,-5.373246249185115e-05,-1.6898410069465797e-05,-8.328420729508679e-06,7.88966485720799e-06,-2.8867433400359133e-06,-4.029952648476609e-06,1.1691076833963976e-05,-6.51035844345671e-07,-4.029952648476609e-06,-5.373246249185115e-05,1.1691076833963976e-05,3,3,1782,-8.368717977765287e-05,-5.88936599114076e-05,-6.3351059176181e-05,0.0,-0.0004434574142334474,-0.0002217287071167237,-0.00041440181335281105,9.795350069896624e-05,0.6111111111111112,0.9444444444444444,True,0.006699676944033862,0.004000286846057186,True,True,True,True,True,True,True,True,True,True,True,0.0012915549769726862,0.003522801056877403,0.0012697559321177886,0.0034465043998852616,0.0008583666827488153,0.0020066420270938544
1170,1166,e76_bootstrap8_020_q2a8_s3a20_2bcecdbb,e76_base_bootstrap8_020_bb2d124e,53,bootstrap8,bootstrap8_020,deterministic random 8-of-13 subset,48-49-50-76-77-98-99-100,translator_tail_soft_p90_m0.50,8,1.375,3,mean,signed_p75,top_abs50,q2a8_s3a20,8.0,20.0,28.0,20.0,12.0,s3_higher,0.168,0.16,0.0002731579862140143,0.0002982033516258033,0.00028568066891990885,0.1868572876147945,2.017007748499315,-1.844464055517081e-07,-2.1754635586718587e-05,-2.0019225316963898e-05,0.7361111111111112,-1.1381553393086108e-05,-6.579395811057154e-06,-2.0640030502505624e-06,-5.0082005384255446e-05,-1.544719915935744e-05,-9.203846498273549e-06,6.260819865544498e-06,-3.133984558312264e-06,-2.0640030502505624e-06,9.676525339452624e-06,-1.1570037158348256e-06,-2.0640030502505624e-06,-5.0082005384255446e-05,9.676525339452624e-06,3,3,1116,-0.00017763674320789855,-0.00010401079298283378,-8.549282183153983e-05,-0.00025486338328628566,-0.00034358636953420174,-0.0002992248764102437,-0.00040799200544405675,0.0,0.7222222222222222,1.0,True,0.006310943738116934,0.0040746654611141415,True,True,True,True,True,True,True,True,True,True,True,0.0008097120610228342,0.0016243317866409836,0.0009610091329203989,0.00215387153828246,0.0008743832279678342,0.0018506808709484839
1647,1628,e76_bootstrap8_041_q2a0_s3a24_17cceef8,e76_base_bootstrap8_041_cd47ae0e,74,bootstrap8,bootstrap8_041,deterministic random 8-of-13 subset,43-48-49-50-58-76-98-100,translator_tail_soft_p90_m0.50,8,1.5,4,mean,signed_p75,top_abs50,q2a0_s3a24,0.0,24.0,24.0,24.0,24.0,s3_only,0.164,0.156,0.00026755568236306617,0.00031336164026656054,0.00029045866131481335,0.22304808978754376,1.98858978479509,-2.1972250999896525e-07,-2.197968293140808e-05,-2.1585357125223237e-05,0.7430555555555556,-1.1380149087969471e-05,-6.566755683445891e-06,-2.333168712898015e-06,-5.118904976175731e-05,-1.6573811417841533e-05,-9.062142847238164e-06,6.782660027626619e-06,-2.609781335705108e-06,-2.333168712898015e-06,1.0265942470222278e-05,-5.166742970130755e-07,-2.333168712898015e-06,-5.118904976175731e-05,1.0265942470222278e-05,3,3,1572,-6.073974264811919e-05,-3.59459806269502e-05,-6.227274644277081e-05,0.0,-0.00043590922509909036,-0.00021795461254954518,-0.00037014901182029296,6.842604072807518e-05,0.5833333333333334,0.9444444444444444,True,0.006145802844164736,0.003760339683198765,True,True,True,True,True,True,True,True,True,True,True,0.0012864012401428988,0.00344258675858589,0.0012970092786401067,0.003479714893326119,0.0009433773296576418,0.00224200307188749
1339,1320,e76_bootstrap8_027_q2a0_s3a24_bced528d,e76_base_bootstrap8_027_1ab488a4,60,bootstrap8,bootstrap8_027,deterministic random 8-of-13 subset,46-48-49-50-58-76-97-99,translator_tail_soft_p90_m0.50,8,1.5,4,mean,signed_p75,top_abs50,q2a0_s3a24,0.0,24.0,24.0,24.0,24.0,s3_only,0.152,0.164,0.000256052982774283,0.0003101115194589008,0.0002830822511165919,0.21494447707915548,1.9933449232327327,-2.1215015709452612e-07,-2.1848604732086318e-05,-2.1415172616962713e-05,0.7482638888888888,-1.1379930815014205e-05,-6.540492780815477e-06,-1.6172120722579564e-06,-5.1879924520492615e-05,-1.716915261251728e-05,-8.916326877494996e-06,6.940875303063088e-06,-2.417414191047129e-06,-1.6172120722579564e-06,1.0799256772608956e-05,-3.4911538659976316e-08,-1.6172120722579564e-06,-5.1879924520492615e-05,1.0799256772608956e-05,3,3,1278,-8.836661970964546e-05,-5.9216734300093776e-05,-5.886366729998538e-05,0.0,-0.00041204567109975887,-0.00020602283554987944,-0.00035547835235569643,7.287934954338206e-05,0.5833333333333334,0.9444444444444444,True,0.006174214364640934,0.003721338233506856,True,True,True,True,True,True,True,True,True,True,True,0.001167290110083626,0.00324385244432707,0.0011654711954023726,0.003237486242942682,0.0008588536862922968,0.002164324961057417
556,550,e76_heldout_minus_base_top8_q2a8_s3a24_3d5494ad,e76_base_heldout_minus_base_top8_69a1f5ad,25,rank_keep,heldout_minus_base_top8,keep best 8 by heldout_minus_base,43-46-47-48-49-58-76-77,translator_tail_soft_p90_m0.50,8,1.625,5,mean,signed_p75,top_abs50,q2a8_s3a24,8.0,24.0,32.0,24.0,16.0,s3_higher,0.16,0.16,0.0002661503869974855,0.000320588297861175,0.00029336934242933026,0.1844511406178803,1.9987844466003022,-2.5039582150776507e-07,-2.4313060656428986e-05,-2.4620935179027036e-05,0.7621527777777778,-1.1378165099440452e-05,-6.837797220438091e-06,-1.7506838139169645e-06,-5.363483550080428e-05,-1.6824913886770432e-05,-5.8400253570844995e-06,7.770522341021824e-06,-3.0558633461463813e-06,-1.7506838139169645e-06,1.1729817861683145e-05,-6.326144282864377e-07,-1.7506838139169645e-06,-5.363483550080428e-05,1.1729817861683145e-05,3,3,530,-0.00020454000242773338,-0.00012378677079438738,-9.687695379800854e-05,-0.0002551610699618734,-0.00042297760662458883,-0.0003390693382932311,-0.000485704682847021,0.0,0.7222222222222222,1.0,True,0.0069422173431667135,0.004911661122324085,True,True,True,True,True,True,True,True,True,True,True,0.0011454261930024419,0.0026777506583366196,0.0011415861212015165,0.0026643104070333797,0.0007521708160340032,0.0013013568389470837
536,528,e76_heldout_minus_base_top6_asym8_28_e75_db1eea0b,e76_base_heldout_minus_base_top6_71a7646b,24,rank_keep,heldout_minus_base_top6,keep best 6 by heldout_minus_base,43-46-47-58-76-77,translator_tail_soft_p90_m0.50,6,1.5,3,mean,signed_p75,top_abs50,asym8_28_e75,8.0,28.0,36.0,28.0,20.0,s3_higher,0.16,0.156,0.0002679308902979368,0.00031885015510397385,0.00029339052270095536,0.25034737920677397,1.6829978039949751,-2.660567188228491e-07,-2.5391265804738034e-05,-2.518469252935027e-05,0.75,-1.1377997909622906e-05,-7.024766864982546e-06,-2.431928832313801e-06,-5.658214737236378e-05,-1.7616372321893614e-05,-4.319757000992297e-06,9.071775842306451e-06,-3.0844329623747058e-06,-2.431928832313801e-06,1.3376377801299633e-05,-3.734953107903394e-07,-2.431928832313801e-06,-5.658214737236378e-05,1.3376377801299633e-05,3,3,511,-0.00020027190387262293,-0.0001235687781514505,-0.00010382093599844988,-0.00024844822907391095,-0.00047829832291504393,-0.00036337327599447744,-0.0005416285535112562,0.0,0.7222222222222222,1.0,True,0.007542700366974795,0.005535625732647415,True,True,True,True,True,True,True,True,True,True,True,0.001596965981505153,0.003027739748443419,0.0015686381639356693,0.002928592386950226,0.0008647043908246833,0.0004648241810617754
1889,1870,e76_bootstrap8_052_q2a0_s3a24_dc2898d1,e76_base_bootstrap8_052_33973fba,85,bootstrap8,bootstrap8_052,deterministic random 8-of-13 subset,43-47-48-50-97-98-99-100,translator_tail_soft_p90_m0.50,8,1.5,4,mean,signed_p75,top_abs50,q2a0_s3a24,0.0,24.0,24.0,24.0,24.0,s3_only,0.16,0.168,0.0002625632699090119,0.00031760206656468454,0.0002900826682368482,0.21357406109911634,1.9642430105376416,-1.9526126730090576e-07,-2.266988858544876e-05,-2.20512673692521e-05,0.7465277777777778,-1.137614643609286e-05,-6.566113927020112e-06,-2.6204715175559556e-06,-5.1284409551377586e-05,-1.668090403106337e-05,-8.77507899721408e-06,6.704864397910626e-06,-2.6600368773221916e-06,-2.6204715175559556e-06,1.045110584518838e-05,-3.574008727857958e-07,-2.6204715175559556e-06,-5.1284409551377586e-05,1.045110584518838e-05,3,3,1803,-7.840217665434652e-05,-4.823901585759849e-05,-6.40345443434498e-05,0.0,-0.00044824181040366284,-0.00022412090520183142,-0.00040630468472418194,6.842604072807518e-05,0.6111111111111112,0.9444444444444444,True,0.006176687752774653,0.003811224798776247,True,True,True,True,True,True,True,True,True,True,True,0.00127475358637074,0.0034253471303174873,0.0012898430911400013,0.003478160397009902,0.0009757783552175661,0.0023789338212813786
983,968,e76_bootstrap8_011_q2a16_s3a24_824ac186,e76_base_bootstrap8_011_fa0609c3,44,bootstrap8,bootstrap8_011,deterministic random 8-of-13 subset,43-46-47-48-50-58-98-99,translator_tail_soft_p90_m0.50,8,1.625,5,mean,signed_p75,top_abs50,q2a16_s3a24,16.0,24.0,40.0,24.0,8.0,s3_higher,0.144,0.156,0.0002498019940822011,0.0003254507879830208,0.000287626391032611,0.18770147770790138,1.9841934334177291,-2.3125284103614474e-07,-2.3610570204669532e-05,-2.4134779358678162e-05,0.7586805555555556,-1.1375187809470333e-05,-6.7031270214457095e-06,-3.2073356543982356e-06,-5.143093988901892e-05,-1.5772231425237315e-05,-4.535336148858704e-06,6.782499611501791e-06,-3.28651558678672e-06,-3.2073356543982356e-06,1.05228768494392e-05,-1.0506340519800261e-06,-3.2073356543982356e-06,-5.143093988901892e-05,1.05228768494392e-05,3,3,938,-0.0003131365634382764,-0.00017520670328807775,-0.00013164805298171434,-0.0004711078154562287,-0.00045042855541573,-0.00046076818543597936,-0.000627319432874746,0.0,0.75,1.0,True,0.0069634252853951134,0.005903825408453901,True,True,True,True,True,True,True,True,True,True,True,0.0007797204305232266,0.0017619425099654343,0.0007751151295791819,0.0017458239566612783,0.0009290347209406115,0.002284542526426282
85,66,e76_drop_cell_047_q2a0_s3a24_22399f7d,e76_base_drop_cell_047_9fa5f150,3,jackknife,drop_cell_047,leave out cell 47,43-46-48-49-50-58-76-77-97-98-99-100,translator_tail_soft_p90_m0.50,12,1.4166666666666667,5,mean,signed_p75,top_abs50,q2a0_s3a24,0.0,24.0,24.0,24.0,24.0,s3_only,0.168,0.152,0.00027545132427847106,0.00031082493487857355,0.0002931381295785223,0.1547030929050495,2.3803382309449326,-2.1094428783822541e-07,-2.2359318631192554e-05,-2.1371258811591725e-05,0.7395833333333334,-1.1372810697296565e-05,-6.578676427393404e-06,-3.0773703736386437e-06,-5.1878318197640105e-05,-1.64709135730412e-05,-8.46402230481047e-06,7.103776830219566e-06,-2.6889550155395625e-06,-3.0773703736386437e-06,1.0656109275641867e-05,-5.761606937104702e-07,-3.0773703736386437e-06,-5.1878318197640105e-05,1.0656109275641867e-05,3,3,81,-5.8492186236475075e-05,-3.9364714843226345e-05,-5.987753587119449e-05,0.0,-0.0004191427510983753,-0.00020957137554918764,-0.0003631473574215679,7.617469171437474e-05,0.5833333333333334,0.9444444444444444,True,0.006311330602633912,0.003729899218542949,True,True,True,True,True,True,True,True,True,True,True,0.0010627049190000087,0.003344021550084136,0.0010513233450388094,0.0033041860412199387,0.0006708513987230394,0.001972534229114743
1625,1606,e76_bootstrap8_040_q2a0_s3a24_e628909c,e76_base_bootstrap8_040_e234b9d6,73,bootstrap8,bootstrap8_040,deterministic random 8-of-13 subset,43-47-50-76-97-98-99-100,translator_tail_soft_p90_m0.50,8,1.375,3,mean,signed_p75,top_abs50,q2a0_s3a24,0.0,24.0,24.0,24.0,24.0,s3_only,0.168,0.156,0.00027545132427847106,0.0003147377406759998,0.00029509453247723546,0.23121764714232032,1.951399012465479,-1.9596913959640805e-07,-2.288224824214188e-05,-2.1471301570128148e-05,0.7361111111111112,-1.1372109224971894e-05,-6.6026548144471064e-06,-2.4044485598118115e-06,-5.2642800877245044e-05,-1.6859170824279346e-05,-1.003464885651617e-05,7.463668709739579e-06,-2.526858811746635e-06,-2.4044485598118115e-06,1.106280449292285e-05,-4.219348068712492e-07,-2.4044485598118115e-06,-5.2642800877245044e-05,1.106280449292285e-05,3,3,1551,-6.252142665870149e-05,-4.3210210540767235e-05,-6.13367246368457e-05,0.0,-0.0004293570724578921,-0.00021467853622894606,-0.00036551178366220187,7.617469171437474e-05,0.5833333333333334,0.9444444444444444,True,0.006415515526825968,0.003776852888112038,True,True,True,True,True,True,True,True,True,True,True,0.0011246789293552987,0.003390975219653279,0.0011132973553940996,0.0033511397107890816,0.0007328254090783276,0.002019487898683879
151,132,e76_drop_cell_050_q2a0_s3a24_a1269870,e76_base_drop_cell_050_76b1ebb4,6,jackknife,drop_cell_050,leave out cell 50,43-46-47-48-49-58-76-77-97-98-99-100,translator_tail_soft_p90_m0.50,12,1.4166666666666667,5,mean,signed_p75,top_abs50,q2a0_s3a24,0.0,24.0,24.0,24.0,24.0,s3_only,0.168,0.152,0.00027832368168082276,0.00032433984480201674,0.0003013317632414197,0.14879908263378963,2.3688665760990557,-2.1615336332862314e-07,-2.2996454896099394e-05,-2.205280598989474e-05,0.7395833333333334,-1.1369304619979204e-05,-6.615530066200748e-06,-3.2465112540513985e-06,-5.2838712675917776e-05,-1.6686099758578266e-05,-8.433655552808617e-06,7.600443888255981e-06,-2.6097725369655933e-06,-3.2465112540513985e-06,1.1130354927724184e-05,-5.507179032804288e-07,-3.2465112540513985e-06,-5.2838712675917776e-05,1.1130354927724184e-05,3,3,144,-5.437040268312923e-05,-4.164796541561433e-05,-6.168994284877494e-05,0.0,-0.0004318295999418964,-0.0002159147999709482,-0.0003776840854601812,0.00010088555663367861,0.5833333333333334,0.9444444444444444,True,0.006494646360260474,0.0038920781376242685,True,True,True,True,True,True,True,True,True,True,True,0.0011140160178133602,0.0035062004691654553,0.00108645332720917,0.0034097310520507895,0.0006294888294899227,0.0018103553100334237
884,880,e76_bootstrap8_007_q2a8_s3a20_2f79121e,e76_base_bootstrap8_007_80a00b54,40,bootstrap8,bootstrap8_007,deterministic random 8-of-13 subset,46-48-58-76-77-97-98-99,translator_tail_soft_p90_m0.50,8,1.25,2,mean,signed_p75,top_abs50,q2a8_s3a20,8.0,20.0,28.0,20.0,12.0,s3_higher,0.16,0.152,0.0002695201900104289,0.0003067673778081438,0.0002881437839092864,0.25835231709067497,1.9708818798352534,-2.1269999293110908e-07,-2.1730028407691506e-05,-2.002951289233404e-05,0.7309027777777777,-1.1368902664066205e-05,-6.673506546039931e-06,-3.3205431517746575e-06,-5.083244832537748e-05,-1.5101204110967714e-05,-8.148669781382623e-06,6.709448314046185e-06,-3.4091926741641743e-06,-3.3205431517746575e-06,1.0016292019132678e-05,-1.5101228530989275e-06,-3.3205431517746575e-06,-5.083244832537748e-05,1.0016292019132678e-05,3,3,843,-0.00016313837323484468,-9.930286064052662e-05,-8.368341441680749e-05,-0.00024690084725734196,-0.00033888305366039373,-0.00029289195045886784,-0.0004062952027325289,0.0,0.7222222222222222,1.0,True,0.006538029245137809,0.004145754538123201,True,True,True,True,True,True,True,True,True,True,True,0.0006434914335455045,0.001607137184334753,0.0007176061184979071,0.0018665385816681625,0.0006309802135453424,0.0015633479143341861
1082,1078,e76_bootstrap8_016_q2a8_s3a20_80749a1d,e76_base_bootstrap8_016_674d8da7,49,bootstrap8,bootstrap8_016,deterministic random 8-of-13 subset,46-47-48-76-77-98-99-100,translator_tail_soft_p90_m0.50,8,1.375,3,mean,signed_p75,top_abs50,q2a8_s3a20,8.0,20.0,28.0,20.0,12.0,s3_higher,0.168,0.16,0.00027746424299164763,0.0003144019505959183,0.00029593309679378296,0.21639294630125866,1.9707955376487374,-2.0020738589199283e-07,-2.3664587368467743e-05,-2.2060634870216256e-05,0.7361111111111112,-1.136773467091956e-05,-6.676938203664662e-06,-2.1668829708332282e-06,-5.26846598066788e-05,-1.5805088974585324e-05,-9.4749756418544e-06,7.504299208482834e-06,-3.135578485191637e-06,-2.1668829708332282e-06,1.1077156585770354e-05,-1.0901471508839577e-06,-2.1668829708332282e-06,-5.26846598066788e-05,1.1077156585770354e-05,3,3,1032,-0.00017437889111512352,-0.00010529498739519916,-8.637898520777454e-05,-0.00025538291465007634,-0.0003492699818050393,-0.00030232644822755783,-0.0004127716534801352,0.0,0.7222222222222222,1.0,True,0.006769492451456721,0.0042538764779258215,True,True,True,True,True,True,True,True,True,True,True,0.0008473383675982062,0.0017152591241373712,0.0009214530525506091,0.0019746605214707807,0.0008348271475980443,0.0016714698541368043
1031,1012,e76_bootstrap8_013_q2a0_s3a24_b76abdaf,e76_base_bootstrap8_013_b9e1ca1b,46,bootstrap8,bootstrap8_013,deterministic random 8-of-13 subset,43-48-49-50-58-77-98-100,translator_tail_soft_p90_m0.50,8,1.5,4,mean,signed_p75,top_abs50,q2a0_s3a24,0.0,24.0,24.0,24.0,24.0,s3_only,0.164,0.16,0.00026755568236306617,0.000316833961715532,0.00029219482203929906,0.22281816318916736,1.9891004742331482,-2.193540799902416e-07,-2.2019698958808767e-05,-2.1613094117126173e-05,0.7430555555555556,-1.13637327052718e-05,-6.5842610290633985e-06,-2.333168712898015e-06,-5.132406413910218e-05,-1.6757186945048907e-05,-9.062142847238164e-06,6.856469692784195e-06,-2.5624624042652755e-06,-2.333168712898015e-06,1.0376396330946669e-05,-4.331337374319233e-07,-2.333168712898015e-06,-5.132406413910218e-05,1.0376396330946669e-05,3,3,984,-6.782276407590318e-05,-4.1269436498070355e-05,-6.29926667467251e-05,0.0,-0.0004409486672272145,-0.00022047433361360724,-0.00037452352755649163,6.842604072807518e-05,0.6111111111111112,0.9444444444444444,True,0.00616790921884789,0.0038020075405864225,True,True,True,True,True,True,True,True,True,True,True,0.0012964643782077234,0.0034842546159735478,0.0013070724167049317,0.0035213827507137763,0.0009534404677224665,0.0022836709292751484
583,572,e76_heldout_minus_base_top10_q2a12_s3a24_c4596824,e76_base_heldout_minus_base_top10_fce89eac,26,rank_keep,heldout_minus_base_top10,keep best 10 by heldout_minus_base,43-46-47-48-49-50-58-76-77-97,translator_tail_soft_p90_m0.50,10,1.6,6,mean,signed_p75,top_abs50,q2a12_s3a24,12.0,24.0,36.0,24.0,12.0,s3_higher,0.152,0.164,0.0002568291653424658,0.00030992345391335307,0.0002833763096279094,0.15645949426343386,2.211115871656901,-2.3413857301868292e-07,-2.3217245614382855e-05,-2.3314130519341836e-05,0.7611111111111112,-1.1363105962503006e-05,-6.7416154921895455e-06,-1.2279949084259556e-06,-5.221170057778668e-05,-1.669444985918922e-05,-5.784097182992554e-06,7.057986785685699e-06,-3.0032722567741033e-06,-1.2279949084259556e-06,1.1064395904814006e-05,-5.271243602722464e-07,-1.2279949084259556e-06,-5.221170057778668e-05,1.1064395904814006e-05,3,3,556,-0.00026165426216463467,-0.00015482504764818827,-0.0001103486833569367,-0.00036705981152646006,-0.0004053809719718887,-0.0003862203917491744,-0.0005228243189809193,0.0,0.7222222222222222,1.0,True,0.006829571645117214,0.00526005643901509,True,True,True,True,True,True,True,True,True,True,True,0.0007892065564615073,0.0020520681110312413,0.0008312383392694271,0.0021991793508589607,0.0007284914479242621,0.0018395652311508836
