pred_index,base_index,tag,base_tag,variant_id,variant_kind,variant_name,reason,subset_key,pool,pool_size,pool_support_mean,pool_support2_count,base_agg,delta_agg,gate,pair_name,alpha_q2,alpha_s3,alpha_sum,alpha_max,alpha_gap,dominant_axis,gate_active_q2,gate_active_s3,mean_abs_q2_delta_unit,mean_abs_s3_delta_unit,mean_abs_q2s3_delta_unit,weight_max,weight_entropy,cell_heldout_mean,cell_world_mean,cell_hidden_q2s3_mean,cell_block_win_mean,all_delta_vs_mixmin,all_minus_base,all_worst_minus_base,set_inverse_top_delta_vs_mixmin,set_inverse_top_minus_base,set_inverse_top_worst_minus_base,set_raw05_compatible_delta_vs_mixmin,set_raw05_compatible_minus_base,set_raw05_compatible_worst_minus_base,set_all_sign_delta_vs_mixmin,set_all_sign_minus_base,set_all_sign_worst_minus_base,best_set_delta_vs_mixmin,worst_set_delta_vs_mixmin,sets_beating_base,sets_tail_neutral,row_id,world_support_minus_base,raw_energy_q_p90_minus_base,hidden_core_minus_base,hidden_q2_minus_base,hidden_s3_minus_base,hidden_q2s3_mean_minus_base,block_q2s3_mean_minus_base,block_q2s3_max_minus_base,block_q2s3_beats_base_rate,block_q2s3_tail_safe_rate,nonanchor_evaluated,mean_abs_logit_move_vs_mixmin,mean_abs_q2s3_logit_move_vs_mixmin,all_beats_base,all_margin_vs_mixmin,all_sets_beat_base,all_sets_tail_neutral,hidden_q2s3_beats_base,world_nonworse,block_majority_beats,block_tail_safe,strict_gate,loose_gate,deployable_gate,mean_abs_logit_delta_vs_e73,mean_abs_q2s3_logit_delta_vs_e73,mean_abs_logit_delta_vs_e74,mean_abs_q2s3_logit_delta_vs_e74,mean_abs_logit_delta_vs_e75,mean_abs_q2s3_logit_delta_vs_e75
2037,2024,e76_bootstrap8_059_q2a12_s3a28_01fb23d4,e76_base_bootstrap8_059_6449ccf1,92,bootstrap8,bootstrap8_059,deterministic random 8-of-13 subset,43-47-48-50-58-76-97-99,translator_tail_soft_p90_m0.50,8,1.5,4,mean,signed_p75,top_abs50,q2a12_s3a28,12.0,28.0,40.0,28.0,16.0,s3_higher,0.152,0.168,0.00025774604706341983,0.00033989960212456647,0.00029882282459399315,0.21088203533197866,1.9740924488233542,-2.284507672409286e-07,-2.29238574346608e-05,-2.2702728120809618e-05,0.75,-1.2382738035277008e-05,-7.67140495216978e-06,-2.4187927407659515e-06,-5.5614007297477563e-05,-1.989532203150457e-05,-1.1107670170096284e-05,7.168424168257914e-06,-2.8970811891682047e-06,-2.4187927407659515e-06,1.1297369023499648e-05,-2.2181163572554397e-07,-2.4187927407659515e-06,-5.5614007297477563e-05,1.1297369023499648e-05,3,3,1944,-0.0002724685999434429,-0.0001468563432072134,-0.00013152636597349443,-0.0003684711236884297,-0.0005522134381261284,-0.0004603422809072791,-0.0006591294594656756,0.0,0.75,1.0,True,0.007089544304221289,0.006305070712124507,True,True,True,True,True,True,True,True,True,True,True,0.0009989609389336892,0.002921569114679335,0.0009713982483294989,0.00282509969756467,0.000499672432880568,0.0011740593434934113
1636,1628,e76_bootstrap8_041_asym8_28_e75_5e2ef163,e76_base_bootstrap8_041_cd47ae0e,74,bootstrap8,bootstrap8_041,deterministic random 8-of-13 subset,43-48-49-50-58-76-98-100,translator_tail_soft_p90_m0.50,8,1.5,4,mean,signed_p75,top_abs50,asym8_28_e75,8.0,28.0,36.0,28.0,20.0,s3_higher,0.164,0.156,0.00026755568236306617,0.00031336164026656054,0.00029045866131481335,0.22304808978754376,1.98858978479509,-2.1972250999896525e-07,-2.197968293140808e-05,-2.1585357125223237e-05,0.7430555555555556,-1.2381804293748466e-05,-7.568410889224886e-06,-1.9332177672026774e-06,-5.4073203349380705e-05,-1.9457965005464928e-05,-1.0978237329428708e-05,6.533083758086811e-06,-2.8593576052449166e-06,-1.9332177672026774e-06,1.0394706710381563e-05,-3.8791005685379076e-07,-1.9332177672026774e-06,-5.4073203349380705e-05,1.0394706710381563e-05,3,3,1561,-0.00019963261466534026,-0.0001078311598740056,-0.00010869196343268883,-0.00025732538493111745,-0.0005035183590978015,-0.0003804218720144595,-0.000540012803114062,0.0,0.6944444444444444,1.0,True,0.006630644561303422,0.0054572856931841655,True,True,True,True,True,True,True,True,True,True,True,0.0011942248570644064,0.0031199694178111665,0.0011715282195920648,0.0030405311866579716,0.0005073547532949134,0.0007159240546179415
782,770,e76_bootstrap8_002_q2a12_s3a26_339db4a3,e76_base_bootstrap8_002_8ee55021,35,bootstrap8,bootstrap8_002,deterministic random 8-of-13 subset,43-48-49-58-76-97-99-100,translator_tail_soft_p90_m0.50,8,1.375,3,mean,signed_p75,top_abs50,q2a12_s3a26,12.0,26.0,38.0,26.0,14.0,s3_higher,0.156,0.156,0.00026151784962068604,0.00032219476199926115,0.00029185630580997365,0.24037635972617777,1.9796492584136118,-2.1526766046803258e-07,-2.2324995871015113e-05,-2.1315592172662517e-05,0.7309027777777778,-1.2376743364739262e-05,-7.530779407738386e-06,-3.4087695390816464e-06,-5.419834841136062e-05,-1.8464290577835385e-05,-1.0018750252971387e-05,6.73250578986373e-06,-3.1891121872185124e-06,-3.4087695390816464e-06,1.0335612527501148e-05,-9.389354579392162e-07,-3.4087695390816464e-06,-5.419834841136062e-05,1.0335612527501148e-05,3,3,746,-0.000252831758385147,-0.0001404098222405059,-0.00012346041504332494,-0.0003739587664544075,-0.0004902641388491724,-0.00043211145265178996,-0.000609900876802231,0.0,0.7222222222222222,1.0,True,0.00685777262392517,0.005757639003714574,True,True,True,True,True,True,True,True,True,True,True,0.0009232237604707509,0.0024309069331328505,0.0009131154284866924,0.0023955277711886457,0.0006702265769714933,0.0015454167908854491
8,0,e76_full_pool_asym8_28_e75_f07219b4,e76_base_full_pool_7ae60a81,0,reference,full_pool,E73 selected pool,43-46-47-48-49-50-58-76-77-97-98-99-100,translator_tail_soft_p90_m0.50,13,1.4615384615384615,6,mean,signed_p75,top_abs50,asym8_28_e75,8.0,28.0,36.0,28.0,20.0,s3_higher,0.16,0.156,0.0002703796286996041,0.0003300653523470809,0.0003002224905233425,0.13478376663669173,2.4578693203847366,-2.136698712919592e-07,-2.282538175438627e-05,-2.2068050717619296e-05,0.7435897435897437,-1.2367636337495824e-05,-7.602103884840616e-06,-2.5235343947827005e-06,-5.564807356106538e-05,-1.994646262049038e-05,-1.0243778416629823e-05,7.215254756665068e-06,-2.7421636323854415e-06,-2.5235343947827005e-06,1.1329909792134885e-05,-1.1768540131296135e-07,-2.5235343947827005e-06,-5.564807356106538e-05,1.1329909792134885e-05,3,3,7,-0.0002003514012567432,-0.0001225077478591574,-0.00010648333242715968,-0.00024714806728404204,-0.0004982352597059647,-0.0003726916634950034,-0.000546584370797012,0.0,0.7222222222222222,1.0,True,0.006941042672302855,0.005702433447657636,True,True,True,True,True,True,True,True,True,True,True,0.0008748316082517845,0.003061910628880941,0.0008407254804532351,0.002942539181586017,1.0924687493926325e-16,7.712645626323233e-17
1878,1870,e76_bootstrap8_052_asym8_28_e75_d458cb5a,e76_base_bootstrap8_052_33973fba,85,bootstrap8,bootstrap8_052,deterministic random 8-of-13 subset,43-47-48-50-97-98-99-100,translator_tail_soft_p90_m0.50,8,1.5,4,mean,signed_p75,top_abs50,asym8_28_e75,8.0,28.0,36.0,28.0,20.0,s3_higher,0.16,0.168,0.0002625632699090119,0.00031760206656468454,0.0002900826682368482,0.21357406109911634,1.9642430105376416,-1.9526126730090576e-07,-2.266988858544876e-05,-2.20512673692521e-05,0.7465277777777778,-1.2365887378740226e-05,-7.555854869667478e-06,-2.0625062022716634e-06,-5.42089464251605e-05,-1.9605440904846283e-05,-1.0614509364348379e-05,6.5036142102847805e-06,-2.861287064948037e-06,-2.0625062022716634e-06,1.0607670078988107e-05,-2.008366389860683e-07,-2.0625062022716634e-06,-5.42089464251605e-05,1.0607670078988107e-05,3,3,1792,-0.00021985647072654286,-0.00011982848607550167,-0.00011055426951667169,-0.00025601687529736017,-0.0005178630113190086,-0.0003869399433081844,-0.0005811841582715115,0.0,0.75,1.0,True,0.00665824695642192,0.005496682011541683,True,True,True,True,True,True,True,True,True,True,True,0.0011825721740871872,0.003102712187325052,0.001155009483482997,0.003006242770210386,0.0005438481607838864,0.0008671781407634996
74,66,e76_drop_cell_047_asym8_28_e75_3066c5d4,e76_base_drop_cell_047_9fa5f150,3,jackknife,drop_cell_047,leave out cell 47,43-46-48-49-50-58-76-77-97-98-99-100,translator_tail_soft_p90_m0.50,12,1.4166666666666667,5,mean,signed_p75,top_abs50,asym8_28_e75,8.0,28.0,36.0,28.0,20.0,s3_higher,0.168,0.152,0.00027545132427847106,0.00031082493487857355,0.0002931381295785223,0.1547030929050495,2.3803382309449326,-2.1094428783822541e-07,-2.2359318631192554e-05,-2.1371258811591725e-05,0.7395833333333334,-1.2363938187709422e-05,-7.5698039178062615e-06,-2.608247817503795e-06,-5.474162560004103e-05,-1.933422097544213e-05,-1.0289891779979854e-05,6.79279314586001e-06,-2.9999386998991184e-06,-2.608247817503795e-06,1.08570178912748e-05,-3.75252078077537e-07,-2.608247817503795e-06,-5.474162560004103e-05,1.08570178912748e-05,3,3,70,-0.0001946379503789898,-0.00010944723568162562,-0.00010565053003916414,-0.0002557683852908166,-0.0004837853249830548,-0.0003697768551369357,-0.0005338753500181854,0.0,0.7222222222222222,1.0,True,0.006803746364597065,0.005453354385413983,True,True,True,True,True,True,True,True,True,True,True,0.0009436754894265881,0.0029274185465771635,0.0009161127988223977,0.002830949129462498,0.0001965934721455347,0.0003126314860934769
1350,1342,e76_bootstrap8_028_asym8_28_e75_d4c80329,e76_base_bootstrap8_028_bade702a,61,bootstrap8,bootstrap8_028,deterministic random 8-of-13 subset,43-47-48-49-50-76-98-99,translator_tail_soft_p90_m0.50,8,1.625,5,mean,signed_p75,top_abs50,asym8_28_e75,8.0,28.0,36.0,28.0,20.0,s3_higher,0.152,0.168,0.000256052982774283,0.00031907706186410886,0.00028756502231919596,0.19582889708773074,1.9959142100330967,-2.102733132197665e-07,-2.30825498441858e-05,-2.303799119188427e-05,0.765625,-1.236144313709886e-05,-7.660284141453033e-06,-2.6776453856403037e-06,-5.4210680847766035e-05,-1.9600098789873677e-05,-1.0842509627240204e-05,6.461641590238543e-06,-3.0435914906146166e-06,-2.6776453856403037e-06,1.0664709846230913e-05,-3.3716214420387303e-07,-2.6776453856403037e-06,-5.4210680847766035e-05,1.0664709846230913e-05,3,3,1288,-0.00022979857334045044,-0.00013259463513570768,-0.00010705258495516401,-0.0002469665367001439,-0.0005024015579859903,-0.0003746840473430671,-0.0005693336710768305,0.0,0.75,1.0,True,0.00671408006371927,0.005491290797194706,True,True,True,True,True,True,True,True,True,True,True,0.001107696995844451,0.003028933569670417,0.0010735908680459014,0.002909562122375494,0.0004535726330004044,0.0007394982997162545
1157,1144,e76_bootstrap8_019_q2a12_s3a28_85f51a5f,e76_base_bootstrap8_019_e02203bd,52,bootstrap8,bootstrap8_019,deterministic random 8-of-13 subset,46-47-48-50-58-98-99-100,translator_tail_soft_p90_m0.50,8,1.5,4,mean,signed_p75,top_abs50,q2a12_s3a28,12.0,28.0,40.0,28.0,16.0,s3_higher,0.152,0.156,0.00025774604706341983,0.0003209570191456275,0.00028935153310452366,0.20316985557801287,1.9789185480082687,-2.083726061002933e-07,-2.290552886548313e-05,-2.2512080768196958e-05,0.7378472222222223,-1.236009310079389e-05,-7.494663127327605e-06,-2.3254184653431764e-06,-5.521495096860729e-05,-1.9436126981298152e-05,-9.320555226732807e-06,7.049486279719908e-06,-2.787599073239555e-06,-2.3254184653431764e-06,1.1085185386505714e-05,-2.60263327667154e-07,-2.3254184653431764e-06,-5.521495096860729e-05,1.1085185386505714e-05,3,3,1104,-0.00027351710921953427,-0.00015450115178206048,-0.00012345427028706557,-0.0003684711236884297,-0.000495708768320613,-0.00043208994600452133,-0.0005947405242953159,0.0,0.7222222222222222,1.0,True,0.006988115448973868,0.006039874550419356,True,True,True,True,True,True,True,True,True,True,True,0.0009088357787349172,0.002564764832253159,0.0008747296509363678,0.002445393384958236,0.00039001223601664543,0.0007488824327392079
1641,1628,e76_bootstrap8_041_q2a12_s3a28_ec09d4ec,e76_base_bootstrap8_041_cd47ae0e,74,bootstrap8,bootstrap8_041,deterministic random 8-of-13 subset,43-48-49-50-58-76-98-100,translator_tail_soft_p90_m0.50,8,1.5,4,mean,signed_p75,top_abs50,q2a12_s3a28,12.0,28.0,40.0,28.0,16.0,s3_higher,0.164,0.156,0.00026755568236306617,0.00031336164026656054,0.00029045866131481335,0.22304808978754376,1.98858978479509,-2.1972250999896525e-07,-2.197968293140808e-05,-2.1585357125223237e-05,0.7430555555555556,-1.2352121367409374e-05,-7.538727962885794e-06,-1.664236798148977e-06,-5.4103444712017e-05,-1.9488206368101224e-05,-1.1140187875957608e-05,6.605610535559414e-06,-2.786830827772313e-06,-1.664236798148977e-06,1.0441470074229464e-05,-3.411466930058893e-07,-1.664236798148977e-06,-5.4103444712017e-05,1.0441470074229464e-05,3,3,1566,-0.00026503837840891596,-0.00014077475897600333,-0.00012670868425479487,-0.0003834424306856099,-0.0005035183590978015,-0.0004434803948917057,-0.0005942735163058974,0.0,0.6944444444444444,1.0,True,0.006783533522653747,0.005992397057910303,True,True,True,True,True,True,True,True,True,True,True,0.0010586047683061378,0.002645299107157227,0.0010359081308337966,0.0025658608760040324,0.0006494074284895307,0.0012131084177991014
1619,1606,e76_bootstrap8_040_q2a12_s3a28_00d7424f,e76_base_bootstrap8_040_e234b9d6,73,bootstrap8,bootstrap8_040,deterministic random 8-of-13 subset,43-47-50-76-97-98-99-100,translator_tail_soft_p90_m0.50,8,1.375,3,mean,signed_p75,top_abs50,q2a12_s3a28,12.0,28.0,40.0,28.0,16.0,s3_higher,0.168,0.156,0.00027545132427847106,0.0003147377406759998,0.00029509453247723546,0.23121764714232032,1.951399012465479,-1.9596913959640805e-07,-2.288224824214188e-05,-2.1471301570128148e-05,0.7361111111111112,-1.2350228869584257e-05,-7.5807744590594695e-06,-1.4317251311180001e-06,-5.570592555137477e-05,-1.992229549840907e-05,-1.2259836716044248e-05,7.281008713055925e-06,-2.709518808430289e-06,-1.4317251311180001e-06,1.1374230229677096e-05,-1.1050907011700417e-07,-1.4317251311180001e-06,-5.570592555137477e-05,1.1374230229677096e-05,3,3,1545,-0.0002621952090960944,-0.00014568619410582073,-0.0001252412986219309,-0.00038103078774925914,-0.0004956583026045625,-0.0004383445451769108,-0.000591877388873923,0.0,0.7222222222222222,1.0,True,0.007067567934546779,0.006059036315134875,True,True,True,True,True,True,True,True,True,True,True,0.0008595635497712441,0.0024630713911090872,0.0008320008591670537,0.0023666019739944214,0.00041163873991024763,0.0008953345565955995
96,88,e76_drop_cell_048_asym8_28_e75_bd6c08b2,e76_base_drop_cell_048_346190e7,4,jackknife,drop_cell_048,leave out cell 48,43-46-47-49-50-58-76-77-97-98-99-100,translator_tail_soft_p90_m0.50,12,1.4166666666666667,5,mean,signed_p75,top_abs50,asym8_28_e75,8.0,28.0,36.0,28.0,20.0,s3_higher,0.16,0.156,0.0002703796286996041,0.0003300653523470809,0.0003002224905233425,0.14947298898494818,2.3694507026323257,-2.131350311842158e-07,-2.2942817699442298e-05,-2.1933817796403823e-05,0.738425925925926,-1.2348919066429431e-05,-7.592972967485068e-06,-2.5235343943386113e-06,-5.611598565502529e-05,-1.9938187589607637e-05,-1.0243778416629823e-05,7.469922199243584e-06,-2.7241277880118986e-06,-2.5235343943386113e-06,1.1599306256604436e-05,-1.1660352494669013e-07,-2.5235343943386113e-06,-5.611598565502529e-05,1.1599306256604436e-05,3,3,91,-0.00019950328338504955,-0.0001225077478590464,-0.00010648333242718744,-0.00024714806728404204,-0.0004982352597059647,-0.0003726916634950034,-0.0005465843707970126,0.0,0.7222222222222222,1.0,True,0.007036948345797145,0.005702433447657619,True,True,True,True,True,True,True,True,True,True,True,0.001000310152510573,0.00306191062888096,0.0009662040247120236,0.002942539181586037,0.00012547854425889798,9.677740379909761e-17
52,44,e76_drop_cell_046_asym8_28_e75_dc6285c1,e76_base_drop_cell_046_f0486b36,2,jackknife,drop_cell_046,leave out cell 46,43-47-48-49-50-58-76-77-97-98-99-100,translator_tail_soft_p90_m0.50,12,1.4166666666666667,5,mean,signed_p75,top_abs50,asym8_28_e75,8.0,28.0,36.0,28.0,20.0,s3_higher,0.168,0.152,0.00027545132427847106,0.00031082493487857355,0.0002931381295785223,0.1546737602991853,2.380249567435939,-2.106159236181515e-07,-2.236293697688505e-05,-2.1379289046563204e-05,0.7395833333333334,-1.2345849997541514e-05,-7.572023406177131e-06,-2.6082478177258395e-06,-5.471790140054722e-05,-1.932896461864786e-05,-1.0289891779979854e-05,6.80304770828144e-06,-3.004797533234793e-06,-2.6082478177258395e-06,1.0877303699752261e-05,-3.8230806675976226e-07,-2.6082478177258395e-06,-5.471790140054722e-05,1.0877303699752261e-05,3,3,49,-0.00019484557897784822,-0.00010944723568162562,-0.00010565053003916414,-0.0002557683852908166,-0.0004837853249830548,-0.0003697768551369357,-0.0005338753500181854,0.0,0.7222222222222222,1.0,True,0.0068126388725397785,0.005453354385413983,True,True,True,True,True,True,True,True,True,True,True,0.0009402416376040948,0.0029274185465771635,0.0009126789469999047,0.002830949129462498,0.00019315962032304153,0.0003126314860934769
431,418,e76_base_cell_gate_raw_agree_q2a12_s3a28_b06397ad,e76_base_base_cell_gate_raw_agree_3a992e88,19,group_keep,base_cell_gate_raw_agree,keep base_cell_gate=raw_agree,46-49-58-76-97-100,translator_tail_soft_p90_m0.50,6,1.3333333333333333,2,mean,signed_p75,top_abs50,q2a12_s3a28,12.0,28.0,40.0,28.0,16.0,s3_higher,0.156,0.156,0.00026177303127663165,0.00031018316000149925,0.00028597809563906545,0.3173794735866312,1.683436116800007,-2.142012612745455e-07,-2.208169597393656e-05,-2.0756552390443817e-05,0.7222222222222223,-1.2342695381639679e-05,-7.450184836499396e-06,-2.1702452805971717e-06,-5.574577150357918e-05,-1.9452997063296174e-05,-9.938388623620398e-06,7.2503174020077665e-06,-2.8026824064886213e-06,-2.1702452805971717e-06,1.1467367956874419e-05,-9.48750397133935e-08,-2.1702452805971717e-06,-5.574577150357918e-05,1.1467367956874419e-05,3,3,411,-0.0002677323673836052,-0.00015754962693625973,-0.00012074245566121022,-0.0003739746264316002,-0.0004712225631969408,-0.0004225985948142705,-0.0005830078447867188,0.0,0.7222222222222222,1.0,True,0.0070551493332644405,0.005913202427680822,True,True,True,True,True,True,True,True,True,True,True,0.0008479150703290737,0.0023897688989560936,0.0008138089425305241,0.002270397451661171,0.000414557397196289,0.0008730170429913479
2054,2046,e76_bootstrap8_060_asym8_28_e75_856f1f66,e76_base_bootstrap8_060_c6ba6238,93,bootstrap8,bootstrap8_060,deterministic random 8-of-13 subset,43-46-50-58-76-97-98-100,translator_tail_soft_p90_m0.50,8,1.375,3,mean,signed_p75,top_abs50,asym8_28_e75,8.0,28.0,36.0,28.0,20.0,s3_higher,0.16,0.156,0.0002667968392915767,0.00031866460547780203,0.0002927307223846894,0.23356358576311576,1.9462414114015343,-2.1945278193963302e-07,-2.236884486890372e-05,-2.138494472835647e-05,0.7326388888888888,-1.233897707453302e-05,-7.546132668512229e-06,-1.8290029544232311e-06,-5.5495435258068326e-05,-1.968189117851349e-05,-1.0966599069739402e-05,7.180319457122941e-06,-2.8068350751420112e-06,-1.8290029544232311e-06,1.1298184577235304e-05,-1.496717519922086e-07,-1.8290029544232311e-06,-5.5495435258068326e-05,1.1298184577235304e-05,3,3,1960,-0.00019556524410255802,-0.00010957590825944052,-0.00010799671288061474,-0.0002485393972597727,-0.0005074375929045583,-0.0003779884950821655,-0.0005464794500330997,0.0,0.7222222222222222,1.0,True,0.00689454034067858,0.005528491833855584,True,True,True,True,True,True,True,True,True,True,True,0.0009411408806072184,0.0030717918749139706,0.0009135781900030281,0.0029753224577993044,0.00016264394491174563,0.0003470525999798165
1020,1012,e76_bootstrap8_013_asym8_28_e75_28717814,e76_base_bootstrap8_013_b9e1ca1b,46,bootstrap8,bootstrap8_013,deterministic random 8-of-13 subset,43-48-49-50-58-77-98-100,translator_tail_soft_p90_m0.50,8,1.5,4,mean,signed_p75,top_abs50,asym8_28_e75,8.0,28.0,36.0,28.0,20.0,s3_higher,0.164,0.16,0.00026755568236306617,0.000316833961715532,0.00029219482203929906,0.22281816318916736,1.9891004742331482,-2.193540799902416e-07,-2.2019698958808767e-05,-2.1613094117126173e-05,0.7430555555555556,-1.233863104432853e-05,-7.5591593681201275e-06,-1.9332177669806327e-06,-5.4213474727449196e-05,-1.9646597533395926e-05,-1.0978237329872798e-05,6.616818301052874e-06,-2.802113795996597e-06,-1.9332177669806327e-06,1.0580763293410733e-05,-2.2876677496785902e-07,-1.9332177669806327e-06,-5.4213474727449196e-05,1.0580763293410733e-05,3,3,973,-0.00020798448195866724,-0.0001140359002067548,-0.00010952591227045283,-0.00025732538493111745,-0.0005093560009624687,-0.00038334069294679307,-0.000545080200565997,0.0,0.7222222222222222,1.0,True,0.006654735119671703,0.005505898193469766,True,True,True,True,True,True,True,True,True,True,True,0.0012062721788143576,0.0031685819180967668,0.0011835755413420162,0.003089143686943572,0.0005194020750448646,0.0007645365549035419
1768,1760,e76_bootstrap8_047_asym8_28_e75_99870d74,e76_base_bootstrap8_047_ed0534b6,80,bootstrap8,bootstrap8_047,deterministic random 8-of-13 subset,43-48-50-58-77-97-98-100,translator_tail_soft_p90_m0.50,8,1.375,3,mean,signed_p75,top_abs50,asym8_28_e75,8.0,28.0,36.0,28.0,20.0,s3_higher,0.16,0.152,0.0002658393868241261,0.00031000669275814006,0.0002879230397911331,0.24623479576821408,1.9657521078929499,-2.1530569058181293e-07,-2.1539039812468533e-05,-2.0580888595498475e-05,0.734375,-1.2334255620749524e-05,-7.572800077570996e-06,-2.588468043684955e-06,-5.371234990203533e-05,-1.9156986352575345e-05,-9.17555152679661e-06,6.341867103576426e-06,-3.118038825911107e-06,-2.588468043684955e-06,1.0367715936099309e-05,-4.433750543375581e-07,-2.588468043684955e-06,-5.371234990203533e-05,1.0367715936099309e-05,3,3,1687,-0.00018438825055801526,-0.00010030614987044384,-0.00010577747684337169,-0.0002485818537105444,-0.0004918604841929325,-0.00037022116895173846,-0.0005363977465024602,0.0,0.7222222222222222,1.0,True,0.006639299690627887,0.0054034512459105195,True,True,True,True,True,True,True,True,True,True,True,0.0011525066885207406,0.0030354200799594016,0.001130730367434471,0.0029592029561574585,0.00045749245289491416,0.00060287025526901
249,242,e76_drop_cell_098_q2a8_s3a26_b59f835f,e76_base_drop_cell_098_0f623b3e,11,jackknife,drop_cell_098,leave out cell 98,43-46-47-48-49-50-58-76-77-97-99-100,translator_tail_soft_p90_m0.50,12,1.5,6,mean,signed_p75,top_abs50,q2a8_s3a26,8.0,26.0,34.0,26.0,18.0,s3_higher,0.16,0.16,0.0002692728894526659,0.00033394243005028466,0.0003016076597514753,0.13996217714458248,2.3879341876559517,-2.187922381324814e-07,-2.330004043546049e-05,-2.2733290375524448e-05,0.7453703703703703,-1.233395819122407e-05,-7.5678835874670725e-06,-2.1720688887505446e-06,-5.553152842152631e-05,-1.9362101769671014e-05,-1.1493845879284592e-05,7.293368673333411e-06,-2.8882968015064847e-06,-2.1720688887505446e-06,1.1236285174409666e-05,-4.5325219133474093e-07,-2.1720688887505446e-06,-5.553152842152631e-05,1.1236285174409666e-05,3,3,237,-0.00021196424067064772,-0.00012787038689454633,-0.00010440403353589867,-0.00025440893906045203,-0.000476419295690686,-0.000365414117375569,-0.0005218441508553143,0.0,0.7222222222222222,1.0,True,0.006923027179824104,0.0054183431484644455,True,True,True,True,True,True,True,True,True,True,True,0.0009301473398492285,0.0028502266675130396,0.0008960412120506791,0.0027308552202181167,0.00024418991306723994,0.00044937567377608024
1487,1474,e76_bootstrap8_034_q2a12_s3a28_c5b3f30a,e76_base_bootstrap8_034_8338a396,67,bootstrap8,bootstrap8_034,deterministic random 8-of-13 subset,43-48-50-76-77-98-99-100,translator_tail_soft_p90_m0.50,8,1.375,3,mean,signed_p75,top_abs50,q2a12_s3a28,12.0,28.0,40.0,28.0,16.0,s3_higher,0.16,0.156,0.0002683408968972142,0.00031730188071136964,0.00029282138880429195,0.2378636290478023,1.9847669927923148,-2.0123956202822146e-07,-2.2824460770754326e-05,-2.129473546835358e-05,0.7378472222222222,-1.2333315913548581e-05,-7.6224463252394514e-06,-3.14279858693034e-06,-5.507689926953496e-05,-1.9401278196551353e-05,-1.0447909727151483e-05,7.002273332945563e-06,-3.071938179499689e-06,-3.14279858693034e-06,1.1074678196054677e-05,-3.9412259966731256e-07,-3.14279858693034e-06,-5.507689926953496e-05,1.1074678196054677e-05,3,3,1419,-0.0002503092764848502,-0.00014046579041071539,-0.00012476509862069385,-0.00036849871377617194,-0.0005048569765686017,-0.00043667784517238684,-0.000627788255956353,0.0,0.75,1.0,True,0.00703975599338629,0.006052271711342508,True,True,True,True,True,True,True,True,True,True,True,0.0009582651007592657,0.0025273124533680713,0.0009364887796729962,0.0024510953295661282,0.000542873189972569,0.0010734407656146335
2031,2024,e76_bootstrap8_059_q2a8_s3a26_2e125502,e76_base_bootstrap8_059_6449ccf1,92,bootstrap8,bootstrap8_059,deterministic random 8-of-13 subset,43-47-48-50-58-76-97-99,translator_tail_soft_p90_m0.50,8,1.5,4,mean,signed_p75,top_abs50,q2a8_s3a26,8.0,26.0,34.0,26.0,18.0,s3_higher,0.152,0.168,0.00025774604706341983,0.00033989960212456647,0.00029882282459399315,0.21088203533197866,1.9740924488233542,-2.284507672409286e-07,-2.29238574346608e-05,-2.2702728120809618e-05,0.75,-1.2330100532365051e-05,-7.618767449257824e-06,-3.0988972574697016e-06,-5.458924079071448e-05,-1.8870555524741484e-05,-1.0484005691147047e-05,6.838474915560333e-06,-3.227030441865786e-06,-3.0988972574697016e-06,1.0760464278281034e-05,-7.587163809441577e-07,-3.0988972574697016e-06,-5.458924079071448e-05,1.0760464278281034e-05,3,3,1938,-0.0002046737949063127,-0.00011223429063023094,-0.0001089622359574105,-0.00024731820164342055,-0.000515417450058453,-0.00038136782585093676,-0.0005725478572881958,0.0,0.75,1.0,True,0.006845146676720889,0.005449679015873104,True,True,True,True,True,True,True,True,True,True,True,0.001040051304670092,0.0030653853947567454,0.0010124886140659018,0.002968915977642079,0.0004416779489204748,0.0009710786496330851
1883,1870,e76_bootstrap8_052_q2a12_s3a28_a87aeac0,e76_base_bootstrap8_052_33973fba,85,bootstrap8,bootstrap8_052,deterministic random 8-of-13 subset,43-47-48-50-97-98-99-100,translator_tail_soft_p90_m0.50,8,1.5,4,mean,signed_p75,top_abs50,q2a12_s3a28,12.0,28.0,40.0,28.0,16.0,s3_higher,0.16,0.168,0.0002625632699090119,0.00031760206656468454,0.0002900826682368482,0.21357406109911634,1.9642430105376416,-1.9526126730090576e-07,-2.266988858544876e-05,-2.20512673692521e-05,0.7465277777777778,-1.2326920469929448e-05,-7.5168879608567e-06,-1.7392951963124403e-06,-5.4274577924284806e-05,-1.967107240397059e-05,-1.0776459910655234e-05,6.568690018138312e-06,-2.7962112570945052e-06,-1.7392951963124403e-06,1.0725126496580195e-05,-8.338022139398049e-08,-1.7392951963124403e-06,-5.4274577924284806e-05,1.0725126496580195e-05,3,3,1797,-0.00028321534752279165,-0.00015160874100028643,-0.00012848335787865595,-0.00038152049383113895,-0.0005178630113190086,-0.00044969175257507377,-0.0006351706222367011,0.0,0.75,1.0,True,0.006808283110655643,0.006021808551359711,True,True,True,True,True,True,True,True,True,True,True,0.0010457380203554956,0.0026237926492641314,0.0010181753297513053,0.002527323232149466,0.0006797705445755423,0.0013429064840342955
