source_scope,view,model,split,target_kind,tail_q,policy,tail_auc,tail_logloss,tail_brier,corr_benefit,active_full_delta,active_policy_delta,loss_vs_full,q3_policy_delta,q3_full_delta,s4_policy_delta,s4_full_delta,subject_delta,subject_win_rate,dropped_cells,dropped_q3,dropped_s4,dropped_mean_benefit,dropped_bad_prob_mean,mean_amp_active,stress_promote
q3s4,latent_no_targetid,hgb_shallow,subject5,contrast,0.1,drop_q3_top50,0.499396208187417,0.7475821839274188,0.2750155720798244,-0.014005948234689035,-0.0038461243581564553,-0.003696509605204734,0.0001496147529517211,-0.003962883588870314,-0.004262113094773756,-0.0034301356215395984,-0.0034301356215395984,-0.003546561174061602,0.6,50,50,0,0.0026930655531311404,0.7664866350094747,0.9444444444444444,False
q3s4,latent_with_targetid,hgb_shallow,subject5,contrast,0.1,drop_q3_top50,0.499396208187417,0.7475821839274188,0.2750155720798244,-0.014005948234689035,-0.0038461243581564553,-0.003696509605204734,0.0001496147529517211,-0.003962883588870314,-0.004262113094773756,-0.0034301356215395984,-0.0034301356215395984,-0.003546561174061602,0.6,50,50,0,0.0026930655531311404,0.7664866350094747,0.9444444444444444,False
all3,latent_no_targetid,lr_l2_c0p10,row5,contrast,0.2,drop_s4_top21,0.5084655141685974,0.8615652416774889,0.30196388440939576,-0.013978859980507687,-0.0038461243581564553,-0.0036964305065069203,0.00014969385164953497,-0.004262113094773756,-0.004262113094773756,-0.0031307479182400844,-0.0034301356215395984,-0.003624098251022245,0.7,21,0,21,0.006415450784989149,0.9354454846953016,0.9766666666666667,False
all3,latent_no_targetid,lr_l2_c0p10,row5,contrast,0.2,drop_s4_p05,0.5084655141685974,0.8615652416774889,0.30196388440939576,-0.013978859980507687,-0.0038461243581564553,-0.0036964305065069203,0.00014969385164953497,-0.004262113094773756,-0.004262113094773756,-0.0031307479182400844,-0.0034301356215395984,-0.003624098251022245,0.7,22,0,22,0.006123839385671453,0.9326739908135103,0.9755555555555555,False
q3s4,movement,lr_l2_c0p10,row5,contrast,0.2,drop_q3_top13,0.5744668211251707,0.688087208876997,0.24733690878936865,-0.0007909028087023205,-0.0038461243581564553,-0.0036960889741267655,0.00015003538402968974,-0.003962042326714488,-0.004262113094773756,-0.0034301356215395984,-0.0034301356215395984,-0.0035992286999989463,0.6,13,13,0,0.01038706504820681,0.6953885713679822,0.9855555555555555,False
all3,latent_no_targetid,hgb_shallow,row5,risk,0.2,drop_q3_top21,0.8495753139965664,0.3600832894292908,0.1238949390202873,-0.10360570939947919,-0.0038461243581564553,-0.003695143442003168,0.00015098091615328713,-0.003960151262467182,-0.004262113094773756,-0.0034301356215395984,-0.0034301356215395984,-0.003646451731407252,0.8,21,21,0,0.0064706106922857165,0.5403351207448351,0.9766666666666667,False
all3,latent_no_targetid,lr_l2_c0p10,subject5,contrast,0.1,drop_q3_p05,0.4652819707764762,1.028561622186635,0.34927624916714356,-0.026768956639096033,-0.0038461243581564553,-0.0036950167977235493,0.00015110756043290596,-0.003959897973907833,-0.004262113094773756,-0.0034301356215395984,-0.0034301356215395984,-0.0036145759094523776,0.7,22,22,0,0.006181672926803633,0.9549419806083677,0.9755555555555555,False
q3s4,movement,hgb_shallow,subject5,contrast,0.2,drop_global_top13,0.5878845515200918,0.7013764371552327,0.2521449184212823,-0.013147797797176565,-0.0038461243581564553,-0.0036949931394721913,0.00015113121868426393,-0.004034102238528625,-0.004262113094773756,-0.0033558840404159795,-0.0034301356215395984,-0.003691283316337224,0.6,13,6,7,0.010462930524305957,0.7891385119099953,0.9855555555555555,False
q3s4,latent_with_targetid,lr_l2_c0p10,subject5,contrast,0.2,drop_global_top13,0.4857953687769827,1.0251343947387401,0.34688121128654115,-0.007421981006247769,-0.0038461243581564553,-0.003694966366860175,0.00015115799129628016,-0.0038867002440110543,-0.004262113094773756,-0.003503232489709407,-0.0034301356215395984,-0.0036885673231870308,0.7,13,7,6,0.010464784012825783,0.983920824994558,0.9855555555555555,False
q3s4,movement,hgb_shallow,subject5,contrast,0.2,drop_global_top10,0.5878845515200918,0.7013764371552327,0.2521449184212823,-0.013147797797176565,-0.0038461243581564553,-0.0036946636789899623,0.00015146067916649297,-0.004167368275970418,-0.004262113094773756,-0.0032219590820096178,-0.0034301356215395984,-0.0036852674176575785,0.7,10,5,5,0.013631461124999744,0.7936503716806195,0.9888888888888889,False
q3s4,movement,hgb_shallow,subject5,contrast,0.2,drop_each_top5,0.5878845515200918,0.7013764371552327,0.2521449184212823,-0.013147797797176565,-0.0038461243581564553,-0.0036946636789899623,0.00015146067916649297,-0.004167368275970418,-0.004262113094773756,-0.0032219590820096178,-0.0034301356215395984,-0.0036852674176575785,0.7,10,5,5,0.013631461124999744,0.7936503716806195,0.9888888888888889,False
all3,movement,hgb_shallow,subject5,contrast,0.1,drop_q3_p05,0.6345851950247554,0.6682169873377966,0.2372572668859933,0.043912053092573164,-0.0038461243581564553,-0.0036944300233034966,0.0001516943348529587,-0.003958724425067728,-0.004262113094773756,-0.0034301356215395984,-0.0034301356215395984,-0.0036034409535780076,0.7,22,22,0,0.0062056773348971835,0.8402924942193092,0.9755555555555555,False
q3s4,movement,lr_l2_c0p10,subject5,contrast,0.1,drop_global_p10,0.519985508996498,0.7272769481256617,0.26532727252647953,0.007809355743836428,-0.0038461243581564553,-0.00369415498896275,0.00015196936919370518,-0.003782515669357056,-0.004262113094773756,-0.003605794308568555,-0.0034301356215395984,-0.003596374514370659,0.7,90,24,66,0.0015196936919381972,0.7852160543730932,0.9,False
all3,movement,hgb_shallow,subject5,contrast,0.1,drop_each_top25,0.6345851950247554,0.6682169873377966,0.2372572668859933,0.043912053092573164,-0.0038461243581564553,-0.003693987782378838,0.0001521365757776172,-0.00402514940827936,-0.004262113094773756,-0.0033628261564783157,-0.0034301356215395984,-0.003644404211371799,0.7,50,25,25,0.0027384583639988914,0.8364020837807467,0.9444444444444444,False
q3s4,movement,lr_l2_c0p10,row5,contrast,0.1,drop_q3_p20,0.4970516822754075,0.7337404366811758,0.26797556432246306,0.00843606727066127,-0.0038461243581564553,-0.003692342863024445,0.00015378149513201045,-0.003954550104509624,-0.004262113094773756,-0.0034301356215395984,-0.0034301356215395984,-0.0035662964990295976,0.6,90,90,0,0.0015378149513200503,0.7242964286901091,0.9,False
q3s4,movement,lr_l2_c0p10,row5,contrast,0.1,drop_q3_top50,0.4970516822754075,0.7337404366811758,0.26797556432246306,0.00843606727066127,-0.0038461243581564553,-0.0036917459618580617,0.00015437839629839356,-0.00395335630217708,-0.004262113094773756,-0.0034301356215395984,-0.0034301356215395984,-0.0036072777709042158,0.7,50,50,0,0.002778811133370289,0.7517673989851886,0.9444444444444444,False
all3,latent_no_targetid,hgb_shallow,row5,contrast,0.2,drop_s4_p10,0.5489663161646765,0.6976666554595168,0.252012029419277,0.006369091019966023,-0.0038461243581564553,-0.003691434870529142,0.00015468948762731305,-0.004262113094773756,-0.004262113094773756,-0.0031207566462847502,-0.0034301356215395984,-0.00380886319962781,0.6,45,0,45,0.003093789752548452,0.702128681698516,0.95,False
all3,latent_with_targetid,hgb_shallow,row5,contrast,0.2,drop_s4_p10,0.545817738965128,0.6988225330595508,0.25256990560172526,0.004263125810822576,-0.0038461243581564553,-0.003691434870529142,0.00015468948762731305,-0.004262113094773756,-0.004262113094773756,-0.0031207566462847502,-0.0034301356215395984,-0.00380886319962781,0.6,45,0,45,0.003093789752548452,0.7030369257973839,0.95,False
all3,latent_no_targetid,hgb_shallow,subject5,contrast,0.2,drop_s4_top13,0.528801738972919,0.711258703610836,0.2581645702437995,0.0013724512171627058,-0.0038461243581564553,-0.003691351039067259,0.00015477331908919645,-0.004262113094773756,-0.004262113094773756,-0.0031205889833608724,-0.0034301356215395984,-0.0035996301564341082,0.7,13,0,13,0.010715075936954511,0.7263287968495734,0.9855555555555555,False
all3,latent_with_targetid,hgb_shallow,subject5,contrast,0.2,drop_s4_top13,0.5272167376143465,0.7117725055643551,0.25840507819339487,-0.0007600688979560676,-0.0038461243581564553,-0.003691351039067259,0.00015477331908919645,-0.004262113094773756,-0.004262113094773756,-0.0031205889833608724,-0.0034301356215395984,-0.0035996301564341082,0.7,13,0,13,0.010715075936954511,0.7267756008575371,0.9855555555555555,False
all3,movement,hgb_shallow,subject5,contrast,0.2,drop_s4_top40,0.6007457054010807,0.6864989890715936,0.24584664252300445,-0.012707396384802734,-0.0038461243581564553,-0.003690252807742489,0.00015587155041396628,-0.004262113094773756,-0.004262113094773756,-0.003118392520711555,-0.0034301356215395984,-0.0035685098737597174,0.6,40,0,40,0.0035071098843149234,0.7085405739903817,0.9555555555555556,False
q3s4,latent_no_targetid,lr_l2_c0p10,row5,risk,0.1,drop_s4_top40,0.8173508680763748,0.42708366006861853,0.11620527328129936,-0.13577109968495407,-0.0038461243581564553,-0.003689349343564796,0.0001567750145916591,-0.004262113094773756,-0.004262113094773756,-0.003116585592355836,-0.0034301356215395984,-0.003729500952006548,0.6,40,0,40,0.003527437828316116,0.8977332792046729,0.9555555555555556,False
all3,movement,hgb_shallow,subject5,contrast,0.1,drop_global_top10,0.6345851950247554,0.6682169873377966,0.2372572668859933,0.043912053092573164,-0.0038461243581564553,-0.003688505480155313,0.00015761887800114227,-0.0039588611051921685,-0.004262113094773756,-0.0034181498551185685,-0.0034301356215395984,-0.0036213897373860273,0.7,10,5,5,0.014185699020115055,0.8631229222357533,0.9888888888888889,False
all3,movement,hgb_shallow,subject5,contrast,0.1,drop_each_top5,0.6345851950247554,0.6682169873377966,0.2372572668859933,0.043912053092573164,-0.0038461243581564553,-0.003688505480155313,0.00015761887800114227,-0.0039588611051921685,-0.004262113094773756,-0.0034181498551185685,-0.0034301356215395984,-0.0036213897373860273,0.7,10,5,5,0.014185699020115055,0.8631229222357533,0.9888888888888889,False
q3s4,latent_no_targetid,hgb_shallow,row5,risk,0.2,drop_global_top50,0.8487507906388362,0.3549110986197964,0.12198870544248049,-0.07204688043023241,-0.0038461243581564553,-0.003687815479744283,0.00015830887841217223,-0.004017806767847132,-0.004262113094773756,-0.0033578241916416562,-0.0034301356215395984,-0.0034846869530955837,0.6,50,26,24,0.002849559811420319,0.6536056693486088,0.9444444444444444,False
q3s4,latent_with_targetid,hgb_shallow,row5,risk,0.2,drop_s4_top21,0.8521015933255023,0.35214848456031395,0.12096869126307995,-0.06902340747266882,-0.0038461243581564553,-0.003687030406095193,0.0001590939520612622,-0.004262113094773756,-0.004262113094773756,-0.003111947717416852,-0.0034301356215395984,-0.0034857229516419897,0.7,21,0,21,0.006818312231198531,0.672225811501898,0.9766666666666667,False
all3,latent_no_targetid,lr_l2_c0p10,row5,contrast,0.1,drop_s4_top13,0.49404555439935255,0.9899931829358699,0.3314092536074782,-0.007656915561985769,-0.0038461243581564553,-0.0036868279539749027,0.00015929640418155255,-0.004262113094773756,-0.004262113094773756,-0.0031115428131763823,-0.0034301356215395984,-0.0037127263200908865,0.7,13,0,13,0.011028212597185429,0.9836805342727742,0.9855555555555555,False
all3,latent_with_targetid,lr_l2_c0p10,row5,contrast,0.1,drop_s4_top13,0.48768643773846687,0.9989487595957989,0.3343761902561062,-0.009476741532239315,-0.0038461243581564553,-0.0036868279539749027,0.00015929640418155255,-0.004262113094773756,-0.004262113094773756,-0.0031115428131763823,-0.0034301356215395984,-0.0037127263200908865,0.7,13,0,13,0.011028212597185429,0.9833532452099085,0.9855555555555555,False
all3,latent_with_targetid,lr_l2_c0p10,row5,risk,0.1,drop_s4_p05,0.8505149831447948,0.39967621691752453,0.11671572181757935,-0.12813614501228698,-0.0038461243581564553,-0.0036856832373204362,0.00016044112083601902,-0.004262113094773756,-0.004262113094773756,-0.0031092533798672273,-0.0034301356215395984,-0.0037137298446877965,0.8,22,0,22,0.006563500397842353,0.962750130381276,0.9755555555555555,False
q3s4,movement,lr_l2_c0p10,row5,contrast,0.2,drop_global_top21,0.5744668211251707,0.688087208876997,0.24733690878936865,-0.0007909028087023205,-0.0038461243581564553,-0.003684706294671214,0.00016141806348524135,-0.004262113094773756,-0.004262113094773756,-0.0031072994945688936,-0.0034301356215395984,-0.0036099984335297266,0.6,21,0,21,0.006917917006514418,0.8415315227159643,0.9766666666666667,False
q3s4,movement,lr_l2_c0p10,row5,contrast,0.2,drop_s4_top21,0.5744668211251707,0.688087208876997,0.24733690878936865,-0.0007909028087023205,-0.0038461243581564553,-0.003684706294671214,0.00016141806348524135,-0.004262113094773756,-0.004262113094773756,-0.0031072994945688936,-0.0034301356215395984,-0.0036099984335297266,0.6,21,0,21,0.006917917006514418,0.8415315227159643,0.9766666666666667,False
q3s4,movement,lr_l2_c0p10,row5,contrast,0.2,drop_s4_p05,0.5744668211251707,0.688087208876997,0.24733690878936865,-0.0007909028087023205,-0.0038461243581564553,-0.003684706294671214,0.00016141806348524135,-0.004262113094773756,-0.004262113094773756,-0.0031072994945688936,-0.0034301356215395984,-0.0036099984335297266,0.6,22,0,22,0.006603466233491035,0.8387379712654592,0.9755555555555555,False
all3,latent_with_targetid,lr_l2_c0p10,subject5,contrast,0.1,drop_global_top25,0.470233063639657,1.0296160708092452,0.3477063092170189,-0.02584858413908745,-0.0038461243581564553,-0.003684534468755163,0.00016158988940129237,-0.003931872082994503,-0.004262113094773756,-0.0034371968545161558,-0.0034301356215395984,-0.0036935195915815512,0.7,25,12,13,0.005817236018448313,0.9723119261021387,0.9722222222222222,False
q3s4,movement,hgb_shallow,row5,risk,0.1,drop_global_p05,0.9189817590704987,0.2056684187195598,0.066484958669984,-0.13234010988178793,-0.0038461243581564553,-0.00368440698862027,0.0001617173695361851,-0.003940355573597953,-0.004262113094773756,-0.00342845840364292,-0.0034301356215395984,-0.0036774967732669086,0.5,45,24,21,0.003234347390724035,0.5717709408597912,0.95,False
q3s4,movement,hgb_shallow,subject5,contrast,0.1,drop_each_top13,0.6549933582900614,0.6519505773917665,0.2306211805137192,0.017038359413675208,-0.0038461243581564553,-0.0036843213262568453,0.00016180303189960998,-0.003805923211882889,-0.004262113094773756,-0.0035627194406308016,-0.0034301356215395984,-0.0036569853782777552,0.7,26,13,13,0.005600874181143905,0.8592763217878048,0.9711111111111111,False
all3,latent_with_targetid,hgb_shallow,row5,risk,0.2,drop_q3_p05,0.8524931477967531,0.3503770174413622,0.1205094326749959,-0.10181688296403126,-0.0038461243581564553,-0.0036841557235841593,0.00016196863457229593,-0.003938175825629164,-0.004262113094773756,-0.0034301356215395984,-0.0034301356215395984,-0.003587044747695556,0.6,22,22,0,0.006625989596141582,0.5452578191385543,0.9755555555555555,False
all3,latent_with_targetid,lr_l2_c0p10,row5,contrast,0.2,drop_q3_top21,0.511911126953009,0.8593763769583007,0.30111215567291905,-0.016440419105183464,-0.0038461243581564553,-0.0036830065229188635,0.0001631178352375917,-0.003935877424298462,-0.004262113094773756,-0.0034301356215395984,-0.0034301356215395984,-0.0036672739388950324,0.7,21,21,0,0.0069907643673266925,0.9239781112044996,0.9766666666666667,False
all3,latent_no_targetid,lr_l2_c0p10,row5,contrast,0.2,drop_q3_top25,0.5084655141685974,0.8615652416774889,0.30196388440939576,-0.013978859980507687,-0.0038461243581564553,-0.0036827688703418016,0.0001633554878146537,-0.00393540211914456,-0.004262113094773756,-0.0034301356215395984,-0.0034301356215395984,-0.0036747011944942565,0.7,25,25,0,0.005880797561325691,0.9015649714579773,0.9722222222222222,False
q3s4,latent_no_targetid,lr_l2_c0p10,subject5,contrast,0.2,drop_global_top13,0.48655013132868397,1.0192665220660952,0.3453310319963532,-0.006132314702477665,-0.0038461243581564553,-0.003681785872671761,0.0001643384854846941,-0.0038603392556342264,-0.004262113094773756,-0.003503232489709407,-0.0034301356215395984,-0.0036803007243831677,0.7,13,7,6,0.01137727976432986,0.9836625783821636,0.9855555555555555,False
q3s4,movement,lr_l2_c0p10,row5,contrast,0.1,drop_s4_top50,0.4970516822754075,0.7337404366811758,0.26797556432246306,0.00843606727066127,-0.0038461243581564553,-0.0036807802518703525,0.00016534410628610274,-0.004262113094773756,-0.004262113094773756,-0.003099447408967282,-0.0034301356215395984,-0.0035755637274939023,0.6,50,0,50,0.0029761939131507558,0.8145257208690849,0.9444444444444444,False
all3,latent_with_targetid,lr_l2_c0p10,row5,contrast,0.2,drop_q3_top13,0.511911126953009,0.8593763769583007,0.30111215567291905,-0.016440419105183464,-0.0038461243581564553,-0.003680383095589157,0.00016574126256729826,-0.00393063056963916,-0.004262113094773756,-0.0034301356215395984,-0.0034301356215395984,-0.0036320028869218923,0.7,13,13,0,0.011474395100816206,0.9492873496292616,0.9855555555555555,False
all3,latent_no_targetid,lr_l2_c0p10,row5,contrast,0.1,drop_s4_top40,0.49404555439935255,0.9899931829358699,0.3314092536074782,-0.007656915561985769,-0.0038461243581564553,-0.0036801148829812558,0.00016600947517519948,-0.004262113094773756,-0.004262113094773756,-0.0030981166711889774,-0.0034301356215395984,-0.00370978889649215,0.7,40,0,40,0.003735213191444388,0.9619269309478348,0.9555555555555556,False
q3s4,latent_no_targetid,lr_l2_c0p10,subject5,contrast,0.1,drop_q3_top25,0.4144427001569859,1.1814619878167099,0.3852839685531835,-0.0523016659060489,-0.0038461243581564553,-0.003680037803486025,0.00016608655467043043,-0.003929939985433006,-0.004262113094773756,-0.0034301356215395984,-0.0034301356215395984,-0.0036052103464995653,0.7,25,25,0,0.005979115968134004,0.9608190717453184,0.9722222222222222,False
q3s4,latent_no_targetid,hgb_shallow,subject5,contrast,0.1,drop_s4_top10,0.499396208187417,0.7475821839274188,0.2750155720798244,-0.014005948234689035,-0.0038461243581564553,-0.00367979395127338,0.0001663304068830751,-0.004262113094773756,-0.004262113094773756,-0.003097474807773115,-0.0034301356215395984,-0.003558262078909491,0.6,10,0,10,0.01496973661948645,0.8438034589840481,0.9888888888888889,False
q3s4,latent_with_targetid,hgb_shallow,subject5,contrast,0.1,drop_s4_top10,0.499396208187417,0.7475821839274188,0.2750155720798244,-0.014005948234689035,-0.0038461243581564553,-0.00367979395127338,0.0001663304068830751,-0.004262113094773756,-0.004262113094773756,-0.003097474807773115,-0.0034301356215395984,-0.003558262078909491,0.6,10,0,10,0.01496973661948645,0.8438034589840481,0.9888888888888889,False
all3,movement,hgb_shallow,subject5,contrast,0.1,drop_q3_top21,0.6345851950247554,0.6682169873377966,0.2372572668859933,0.043912053092573164,-0.0038461243581564553,-0.003679732729755525,0.00016639162840093036,-0.0039293298379718955,-0.004262113094773756,-0.0034301356215395984,-0.0034301356215395984,-0.003587309777732728,0.7,21,21,0,0.007131069788612852,0.8413987961140853,0.9766666666666667,False
q3s4,movement,hgb_shallow,subject5,contrast,0.1,drop_q3_top10,0.6549933582900614,0.6519505773917665,0.2306211805137192,0.017038359413675208,-0.0038461243581564553,-0.0036791195154669554,0.0001670048426894999,-0.0039281034093950895,-0.004262113094773756,-0.0034301356215395984,-0.0034301356215395984,-0.0036443339880311344,0.7,10,10,0,0.015030435842047645,0.8579207658841298,0.9888888888888889,False
all3,latent_with_targetid,lr_l2_c0p10,subject5,contrast,0.1,drop_each_top13,0.470233063639657,1.0296160708092452,0.3477063092170189,-0.02584858413908745,-0.0038461243581564553,-0.0036789183755018273,0.00016720598265462794,-0.00392063989648761,-0.004262113094773756,-0.0034371968545161558,-0.0034301356215395984,-0.0036882545041565075,0.7,26,13,13,0.0057878993995866485,0.9713805604723361,0.9711111111111111,False
all3,latent_no_targetid,hgb_shallow,subject5,contrast,0.2,drop_s4_top10,0.528801738972919,0.711258703610836,0.2581645702437995,0.0013724512171627058,-0.0038461243581564553,-0.0036779998536179415,0.0001681245045385138,-0.004262113094773756,-0.004262113094773756,-0.0030938866124624598,-0.0034301356215395984,-0.0035814239944578774,0.7,10,0,10,0.015131205408471165,0.7339841284354781,0.9888888888888889,False
q3s4,latent_no_targetid,lr_l2_c0p10,row5,contrast,0.2,drop_q3_top10,0.5287233410562585,0.9241426505991884,0.3112035187844918,0.013807210986635619,-0.0038461243581564553,-0.0036779854930889533,0.00016813886506750197,-0.003925835364638974,-0.004262113094773756,-0.0034301356215395984,-0.0034301356215395984,-0.00362296220047732,0.8,10,10,0,0.015132497856072036,0.9814289057485561,0.9888888888888889,False
q3s4,latent_with_targetid,lr_l2_c0p10,row5,contrast,0.2,drop_q3_top10,0.5284263054713956,0.9232306553901225,0.31095081899134147,0.013265172860130913,-0.0038461243581564553,-0.0036779854930889533,0.00016813886506750197,-0.003925835364638974,-0.004262113094773756,-0.0034301356215395984,-0.0034301356215395984,-0.00362296220047732,0.8,10,10,0,0.015132497856072036,0.9817350334612718,0.9888888888888889,False
all3,latent_with_targetid,hgb_shallow,subject5,risk,0.1,drop_global_top40,0.9006438555264267,0.21653472012745398,0.0697970249301625,-0.11127583275087867,-0.0038461243581564553,-0.0036761737823304275,0.0001699505758260278,-0.0041702672803286545,-0.004262113094773756,-0.0031820802843324225,-0.0034301356215395984,-0.003710918430483012,0.7,40,21,19,0.0038238879560864763,0.4930989950107132,0.9555555555555556,False
q3s4,latent_no_targetid,hgb_shallow,row5,risk,0.1,drop_global_top25,0.8932792367856525,0.2299447554671868,0.07518074741406303,-0.15591091697462117,-0.0038461243581564553,-0.0036757489974703628,0.0001703753606860925,-0.0038347475893939498,-0.004262113094773756,-0.003516750405547109,-0.0034301356215395984,-0.0036993079243704207,0.8,25,13,12,0.006133512984700251,0.6133486863210403,0.9722222222222222,False
all3,latent_no_targetid,lr_l2_c0p10,subject5,contrast,0.1,drop_q3_top13,0.4652819707764762,1.028561622186635,0.34927624916714356,-0.026768956639096033,-0.0038461243581564553,-0.0036753877590134376,0.00017073659914301764,-0.00392063989648761,-0.004262113094773756,-0.0034301356215395984,-0.0034301356215395984,-0.0036491260255430923,0.7,13,13,0,0.01182022609451869,0.9681389063483008,0.9855555555555555,False
all3,latent_with_targetid,lr_l2_c0p10,subject5,contrast,0.1,drop_q3_top13,0.470233063639657,1.0296160708092452,0.3477063092170189,-0.02584858413908745,-0.0038461243581564553,-0.0036753877590134376,0.00017073659914301764,-0.00392063989648761,-0.004262113094773756,-0.0034301356215395984,-0.0034301356215395984,-0.0036491260255430923,0.7,13,13,0,0.01182022609451869,0.9694259244981347,0.9855555555555555,False
all3,latent_with_targetid,hgb_shallow,row5,risk,0.2,drop_global_top10,0.8524931477967531,0.3503770174413622,0.1205094326749959,-0.10181688296403126,-0.0038461243581564553,-0.0036750712017556975,0.0001710531564007578,-0.004108462621300379,-0.004262113094773756,-0.0032416797822113486,-0.0034301356215395984,-0.0036455132963296166,0.7,10,1,9,0.015394784076069413,0.6442853714479256,0.9888888888888889,False
q3s4,latent_no_targetid,hgb_shallow,row5,contrast,0.2,drop_global_top50,0.5202875304461475,0.7238291858918471,0.2636717897779345,-0.014344069044242576,-0.0038461243581564553,-0.003674929657420778,0.00017119470073567733,-0.004016252945830523,-0.004262113094773756,-0.003333606369011366,-0.0034301356215395984,-0.0035908584332608796,0.7,50,23,27,0.0030815046132434748,0.7644422909473768,0.9444444444444444,False
q3s4,latent_with_targetid,hgb_shallow,row5,contrast,0.2,drop_global_top50,0.5202875304461475,0.7238291858918471,0.2636717897779345,-0.014344069044242576,-0.0038461243581564553,-0.003674929657420778,0.00017119470073567733,-0.004016252945830523,-0.004262113094773756,-0.003333606369011366,-0.0034301356215395984,-0.0035908584332608796,0.7,50,23,27,0.0030815046132434748,0.7644422909473768,0.9444444444444444,False
q3s4,latent_with_targetid,lr_l2_c0p10,subject5,contrast,0.2,drop_each_top10,0.4857953687769827,1.0251343947387401,0.34688121128654115,-0.007421981006247769,-0.0038461243581564553,-0.0036733310895821214,0.00017279326857433386,-0.0038768444543558767,-0.004262113094773756,-0.0034698177248088102,-0.0034301356215395984,-0.003674280379211037,0.7,20,10,10,0.007775697085844915,0.9786239356124158,0.9777777777777777,False
all3,latent_with_targetid,lr_l2_c0p10,subject5,contrast,0.1,drop_global_p05,0.470233063639657,1.0296160708092452,0.3477063092170189,-0.02584858413908745,-0.0038461243581564553,-0.0036728733444200135,0.0001732510137364418,-0.003992692654937846,-0.004262113094773756,-0.003353054033902403,-0.0034301356215395984,-0.003630883846630362,0.7,45,24,21,0.0034650202747293023,0.9563868007075379,0.95,False
all3,latent_no_targetid,hgb_shallow,row5,contrast,0.2,drop_each_top21,0.5489663161646765,0.6976666554595168,0.252012029419277,0.006369091019966023,-0.0038461243581564553,-0.003672154591240484,0.0001739697669159712,-0.00463160910878091,-0.004262113094773756,-0.0027127000737007245,-0.0034301356215395984,-0.0036767733603604302,0.6,42,21,21,0.0037279235767687774,0.7183218874723627,0.9533333333333334,False
all3,latent_no_targetid,lr_l2_c0p10,row5,contrast,0.2,drop_q3_p15,0.5084655141685974,0.8615652416774889,0.30196388440939576,-0.013978859980507687,-0.0038461243581564553,-0.003671704249895602,0.0001744201082608532,-0.00391327287825205,-0.004262113094773756,-0.0034301356215395984,-0.0034301356215395984,-0.0035981528017153706,0.8,68,68,0,0.002308501432863517,0.8308874661865483,0.9244444444444444,False
q3s4,latent_no_targetid,hgb_shallow,row5,contrast,0.1,drop_global_top21,0.4520175742860446,0.7764572337446192,0.28684154383731875,-0.03700608550748918,-0.0038461243581564553,-0.003671497698379711,0.0001746266597767443,-0.004337529431687082,-0.004262113094773756,-0.0030054659650727844,-0.0034301356215395984,-0.003511688511993083,0.7,21,11,10,0.0074839997047142824,0.8452969407200408,0.9766666666666667,False
q3s4,latent_with_targetid,hgb_shallow,row5,contrast,0.1,drop_global_top21,0.4520175742860446,0.7764572337446192,0.28684154383731875,-0.03700608550748918,-0.0038461243581564553,-0.003671497698379711,0.0001746266597767443,-0.004337529431687082,-0.004262113094773756,-0.0030054659650727844,-0.0034301356215395984,-0.003511688511993083,0.7,21,11,10,0.0074839997047142824,0.8452969407200408,0.9766666666666667,False
all3,latent_no_targetid,hgb_shallow,row5,contrast,0.1,drop_global_top100,0.5276910625505838,0.7440180126819176,0.27149138460116135,0.014447861422917109,-0.0038461243581564553,-0.003671468959124513,0.00017465539903194216,-0.003991281871918662,-0.004262113094773756,-0.0033516560463310308,-0.0034301356215395984,-0.003537292032647432,0.8,100,55,45,0.0015718985912867001,0.7926597789654608,0.8888888888888888,False
all3,latent_with_targetid,hgb_shallow,row5,contrast,0.1,drop_global_top100,0.5276910625505838,0.7440180126819176,0.27149138460116135,0.014447861422917109,-0.0038461243581564553,-0.003671468959124513,0.00017465539903194216,-0.003991281871918662,-0.004262113094773756,-0.0033516560463310308,-0.0034301356215395984,-0.003537292032647432,0.8,100,55,45,0.0015718985912867001,0.7926597789654608,0.8888888888888888,False
all3,latent_no_targetid,lr_l2_c0p10,subject5,contrast,0.1,drop_q3_top50,0.4652819707764762,1.028561622186635,0.34927624916714356,-0.026768956639096033,-0.0038461243581564553,-0.003670927509705879,0.00017519684845057615,-0.003911719397872493,-0.004262113094773756,-0.0034301356215395984,-0.0034301356215395984,-0.0035271350052809127,0.6,50,50,0,0.0031535432721108304,0.9121853345195376,0.9444444444444444,False
all3,latent_with_targetid,lr_l2_c0p10,subject5,contrast,0.1,drop_q3_p05,0.470233063639657,1.0296160708092452,0.3477063092170189,-0.02584858413908745,-0.0038461243581564553,-0.003670785200140303,0.0001753391580161523,-0.003911434778741452,-0.004262113094773756,-0.0034301356215395984,-0.0034301356215395984,-0.0035918587867181384,0.7,22,22,0,0.007172965555207265,0.9563000528382738,0.9755555555555555,False
all3,latent_with_targetid,hgb_shallow,subject5,contrast,0.2,drop_global_top25,0.5272167376143465,0.7117725055643551,0.25840507819339487,-0.0007600688979560676,-0.0038461243581564553,-0.0036704309990318595,0.00017569335912459572,-0.00487527897693163,-0.004262113094773756,-0.0024655830211324226,-0.0034301356215395984,-0.003464436022909001,0.6,25,10,15,0.006324960928486129,0.7198887034918688,0.9722222222222222,False
