context,scope,mask_kind,state_frac,shape,rows,evaluated,strict,veto_actionable,local_and_veto,submit_gate,best_all_minus_e95,best_sensor_mean_vs_e95,best_sensor_p95_vs_e95,best_tail_exposure
loo_inverse_top,non_q2s3,hard,0.15,sqrt,5,1,0,0,0,0,-1.0895804141042298e-05,-8.509575893722044e-06,1.5402774285103104e-05,0.0012129430514840318
loo_raw05_compatible,all,hard,0.15,raw,5,1,0,0,0,0,-8.83841229204485e-06,-8.436334143551604e-06,3.1067008007191384e-06,0.0009009239294024484
loo_inverse_top,all,soft,0.15,sqrt,5,1,0,0,0,0,-1.0959035785740312e-05,-8.410962212002378e-06,1.56833582995511e-05,0.0012210639716943206
loo_inverse_top,all,soft,0.15,raw,5,2,0,0,0,0,-1.2686762716263011e-05,-8.383223239960598e-06,2.4075863008529517e-05,0.0012429881300850662
loo_inverse_top,non_q2s3,soft,0.15,sqrt,5,1,0,0,0,0,-1.0799306052855506e-05,-8.279371728899906e-06,1.5514492875076955e-05,0.0012157738617396474
loo_raw05_compatible,non_q2s3,hard,0.15,raw,5,1,0,0,0,0,-8.60821857051608e-06,-8.189040617976316e-06,3.1153804963040232e-06,0.0008995940159268759
raw05_compatible,all,hard,0.1,sqrt,5,3,0,0,0,0,-1.0451057412041997e-05,-8.02578643541742e-06,1.3614801908220949e-05,0.0011205709525902872
raw05_compatible,all,soft,0.1,sqrt,5,3,0,0,0,0,-1.0336266848876008e-05,-7.918970778380842e-06,1.3000033756783085e-05,0.0011213095758150176
loo_raw05_compatible,s_all,hard,0.2,sqrt,5,5,0,0,0,0,-9.023445484257486e-06,-7.844611056164765e-06,1.5172817004032383e-05,0.0009392233300030685
loo_raw05_compatible,s_all,soft,0.2,sqrt,5,5,0,0,0,0,-9.014514879224222e-06,-7.7998148922207e-06,1.5245383653981457e-05,0.0009399581244658865
raw05_compatible,all,hard,0.1,raw,5,2,0,0,0,0,-1.1042429439056534e-05,-7.752518961826283e-06,2.192203230202773e-05,0.0011406648997779561
raw05_compatible,s_all,hard,0.3,sqrt,5,4,0,0,0,0,-1.0015239266580878e-05,-7.611035855266466e-06,1.3904123459983223e-05,0.0009982705354342522
all,s_all,hard,0.2,sqrt,5,5,0,0,0,0,-9.315496854456207e-06,-7.606720540389473e-06,1.6657965589613766e-05,0.0009471425108530581
all,s_all,soft,0.2,sqrt,5,5,0,0,0,0,-9.308373469241182e-06,-7.561010797861375e-06,1.673638458079112e-05,0.0009479293482067239
raw05_compatible,all,soft,0.1,raw,5,1,0,0,0,0,-1.0913440119053597e-05,-7.551239617421508e-06,2.3366844740050523e-05,0.001144713099608723
raw05_compatible,s_all,soft,0.3,sqrt,5,4,0,0,0,0,-1.0067446990391637e-05,-7.4728987687348865e-06,1.3775583303042497e-05,0.0009989976791768631
all,s_all,hard,0.2,raw,5,5,0,0,0,0,-8.81653710727015e-06,-6.1752109977427816e-06,1.0691939366316363e-05,0.0009702532748725578
all,s_all,soft,0.2,raw,5,5,0,0,0,0,-8.761030337423037e-06,-6.1263249915816616e-06,1.1062479268747534e-05,0.000972374645226077
loo_raw05_compatible,s_all,hard,0.2,sign,5,4,0,0,0,0,-5.324400310535715e-06,-5.614791508103947e-06,4.893924846570108e-06,0.0008452043882716685
loo_raw05_compatible,s_all,soft,0.2,sign,5,4,0,0,0,0,-5.324400310535715e-06,-5.614791508103947e-06,4.893924846570108e-06,0.0008452043882716685
raw05_compatible,all,hard,0.1,sign,5,4,0,0,0,0,-7.0083914416319e-06,-5.554059181547123e-06,1.116834429596316e-05,0.0011018042625131673
raw05_compatible,all,soft,0.1,sign,5,4,0,0,0,0,-7.0083914416319e-06,-5.554059181547123e-06,1.116834429596316e-05,0.0011018042625131673
all,s_all,hard,0.2,sign,5,4,0,0,0,0,-5.3845416635445176e-06,-5.266654076743405e-06,5.078346750250275e-06,0.0008493155809086752
all,s_all,soft,0.2,sign,5,4,0,0,0,0,-5.3845416635445176e-06,-5.266654076743405e-06,5.078346750250275e-06,0.0008493155809086752
loo_inverse_top,s_all,hard,0.2,raw,5,4,0,0,0,0,-5.446892547111837e-06,-5.121152589196997e-06,6.639378833404138e-06,0.0008664656239139133
loo_inverse_top,s_all,soft,0.2,raw,5,4,0,0,0,0,-5.4438054379879475e-06,-5.086182010305884e-06,6.9302191716239765e-06,0.0008672158196372646
raw05_compatible,s_all,hard,0.2,raw,5,4,0,0,0,0,-6.153811678788479e-06,-4.7215211454318745e-06,9.455114726756419e-06,0.0008770350821128889
raw05_compatible,s_all,soft,0.2,raw,5,4,0,0,0,0,-6.157075391755029e-06,-4.680992872616646e-06,9.732894690291513e-06,0.0008779875198164917
raw05_compatible,s_all,hard,0.2,sqrt,5,5,0,0,0,0,-6.103073144414495e-06,-4.223067049682171e-06,7.863863578944681e-06,0.0009524927556791468
raw05_compatible,s_all,soft,0.2,sqrt,5,5,0,0,0,0,-6.1082121692868085e-06,-4.207922768136403e-06,7.873490197578593e-06,0.0009533089808203606
loo_inverse_top,s_all,hard,0.2,sqrt,5,4,0,0,0,0,-4.748144805000187e-06,-4.190125471164785e-06,6.0887880283989816e-06,0.0008647864161813289
loo_inverse_top,s_all,soft,0.2,sqrt,5,4,0,0,0,0,-4.750453597934801e-06,-4.177089634508922e-06,6.20490172386043e-06,0.000865153466903092
loo_raw05_compatible,s_all,hard,0.2,raw,5,3,0,0,0,0,-4.368739877635974e-06,-4.009248967364947e-06,4.378044455323277e-06,0.0008288453866620184
loo_raw05_compatible,s_all,soft,0.2,raw,5,3,0,0,0,0,-4.372371639083106e-06,-3.989870367834045e-06,4.594610075390073e-06,0.0008294151030945362
loo_inverse_top,s_all,hard,0.3,sign,5,3,0,0,0,0,-3.758260789354928e-06,-3.853178614142989e-06,5.13744689064205e-06,0.0008772677028677313
loo_inverse_top,s_all,soft,0.3,sign,5,3,0,0,0,0,-3.758260789354928e-06,-3.853178614142989e-06,5.13744689064205e-06,0.0008772677028677313
raw05_compatible,s_all,hard,0.2,sign,5,5,0,0,0,0,-3.537104725226392e-06,-2.7525620614343395e-06,6.955977872068426e-06,0.0008523007296160645
raw05_compatible,s_all,soft,0.2,sign,5,5,0,0,0,0,-3.537104725226392e-06,-2.7525620614343395e-06,6.955977872068426e-06,0.0008523007296160645
raw05_compatible,s_all,hard,0.3,sign,5,4,0,0,0,0,-6.028465831087182e-06,-2.343606106331312e-06,9.282077088109542e-06,0.0009697028008968628
raw05_compatible,s_all,soft,0.3,sign,5,4,0,0,0,0,-6.028465831087182e-06,-2.343606106331312e-06,9.282077088109542e-06,0.0009697028008968628
loo_inverse_top,s_all,hard,0.2,sign,5,4,0,0,0,0,-2.9637203521337696e-06,-2.2204551579876184e-06,6.673646300375079e-06,0.0008577210674816033
loo_inverse_top,s_all,soft,0.2,sign,5,4,0,0,0,0,-2.9637203521337696e-06,-2.2204551579876184e-06,6.673646300375079e-06,0.0008577210674816033
raw05_compatible,s_all,hard,0.15,sqrt,5,4,0,0,0,0,-1.839237829037721e-06,-9.095227445430587e-07,6.627820109044836e-06,0.0008222144749487552
raw05_compatible,s_all,soft,0.15,sqrt,5,4,0,0,0,0,-1.840583908063742e-06,-9.092255925326392e-07,6.639094731992194e-06,0.0008222664255887986
loo_inverse_top,s_all,soft,0.15,raw,5,4,0,0,0,0,-1.3375490331979378e-06,-7.928493194427879e-07,2.8150991844158055e-06,0.0008158995770227076
loo_inverse_top,s_all,hard,0.15,raw,5,4,0,0,0,0,-1.3339968243375466e-06,-7.910145847774373e-07,2.805844837218469e-06,0.0008158179388648882
loo_inverse_top,s_all,soft,0.15,sqrt,5,5,0,0,0,0,-1.6672897998892822e-06,-6.224468810964643e-07,3.1744134641295484e-06,0.0008450060481474672
loo_inverse_top,s_all,hard,0.15,sqrt,5,5,0,0,0,0,-1.6629485516395093e-06,-6.213821251132694e-07,3.168695552610433e-06,0.0008449061452153629
raw05_compatible,s_all,hard,0.15,raw,5,3,0,0,0,0,-1.0738742781679633e-06,-5.980496740867707e-07,3.9680348349683474e-06,0.0008063882568978646
raw05_compatible,s_all,soft,0.15,raw,5,3,0,0,0,0,-1.0748730322474032e-06,-5.976959130964266e-07,3.978620787337718e-06,0.0008064301101651635
raw05_compatible,s_all,hard,0.15,sign,5,5,0,0,0,0,-1.9734355808376236e-06,-5.512536414833171e-07,4.663573957322367e-06,0.0008442426444448939
raw05_compatible,s_all,soft,0.15,sign,5,5,0,0,0,0,-1.9734355808376236e-06,-5.512536414833171e-07,4.663573957322367e-06,0.0008442426444448939
loo_inverse_top,s_all,hard,0.15,sign,5,5,0,0,0,0,-1.3848217667034035e-06,-2.475097203357579e-07,4.802432012833395e-06,0.0008474308304195216
loo_inverse_top,s_all,soft,0.15,sign,5,5,0,0,0,0,-1.3848217667034035e-06,-2.475097203357579e-07,4.802432012833395e-06,0.0008474308304195216
all,all,hard,0.1,sign,5,0,0,0,0,0,,,,
all,all,hard,0.1,sqrt,5,0,0,0,0,0,,,,
all,all,soft,0.1,sign,5,0,0,0,0,0,,,,
all,all,soft,0.1,sqrt,5,0,0,0,0,0,,,,
all,s_all,hard,0.15,raw,5,0,0,0,0,0,,,,
all,s_all,hard,0.15,sign,5,0,0,0,0,0,,,,
all,s_all,hard,0.15,sqrt,5,0,0,0,0,0,,,,
all,s_all,soft,0.15,raw,5,0,0,0,0,0,,,,
all,s_all,soft,0.15,sign,5,0,0,0,0,0,,,,
all,s_all,soft,0.15,sqrt,5,0,0,0,0,0,,,,
all_sign,all,hard,0.1,raw,5,0,0,0,0,0,,,,
all_sign,all,hard,0.1,sign,5,0,0,0,0,0,,,,
all_sign,all,hard,0.1,sqrt,5,0,0,0,0,0,,,,
all_sign,all,hard,0.15,raw,5,0,0,0,0,0,,,,
all_sign,all,hard,0.15,sign,5,0,0,0,0,0,,,,
all_sign,all,hard,0.15,sqrt,5,0,0,0,0,0,,,,
all_sign,all,hard,0.2,raw,5,0,0,0,0,0,,,,
all_sign,all,hard,0.2,sign,5,0,0,0,0,0,,,,
all_sign,all,hard,0.2,sqrt,5,0,0,0,0,0,,,,
all_sign,all,hard,0.3,raw,5,0,0,0,0,0,,,,
all_sign,all,hard,0.3,sign,5,0,0,0,0,0,,,,
all_sign,all,hard,0.3,sqrt,5,0,0,0,0,0,,,,
all_sign,all,soft,0.1,raw,5,0,0,0,0,0,,,,
all_sign,all,soft,0.1,sign,5,0,0,0,0,0,,,,
all_sign,all,soft,0.1,sqrt,5,0,0,0,0,0,,,,
all_sign,all,soft,0.15,raw,5,0,0,0,0,0,,,,
all_sign,all,soft,0.15,sign,5,0,0,0,0,0,,,,
all_sign,all,soft,0.15,sqrt,5,0,0,0,0,0,,,,
all_sign,all,soft,0.2,raw,5,0,0,0,0,0,,,,
all_sign,all,soft,0.2,sign,5,0,0,0,0,0,,,,
all_sign,all,soft,0.2,sqrt,5,0,0,0,0,0,,,,
all_sign,all,soft,0.3,raw,5,0,0,0,0,0,,,,
all_sign,all,soft,0.3,sign,5,0,0,0,0,0,,,,
all_sign,all,soft,0.3,sqrt,5,0,0,0,0,0,,,,
all_sign,non_q2s3,hard,0.15,raw,5,0,0,0,0,0,,,,
all_sign,non_q2s3,hard,0.15,sign,5,0,0,0,0,0,,,,
all_sign,non_q2s3,hard,0.15,sqrt,5,0,0,0,0,0,,,,
all_sign,non_q2s3,hard,0.2,raw,5,0,0,0,0,0,,,,
all_sign,non_q2s3,hard,0.2,sign,5,0,0,0,0,0,,,,
all_sign,non_q2s3,hard,0.2,sqrt,5,0,0,0,0,0,,,,
all_sign,non_q2s3,hard,0.3,raw,5,0,0,0,0,0,,,,
all_sign,non_q2s3,hard,0.3,sign,5,0,0,0,0,0,,,,
all_sign,non_q2s3,hard,0.3,sqrt,5,0,0,0,0,0,,,,
all_sign,non_q2s3,soft,0.15,raw,5,0,0,0,0,0,,,,
all_sign,non_q2s3,soft,0.15,sign,5,0,0,0,0,0,,,,
all_sign,non_q2s3,soft,0.15,sqrt,5,0,0,0,0,0,,,,
all_sign,non_q2s3,soft,0.2,raw,5,0,0,0,0,0,,,,
all_sign,non_q2s3,soft,0.2,sign,5,0,0,0,0,0,,,,
all_sign,non_q2s3,soft,0.2,sqrt,5,0,0,0,0,0,,,,
all_sign,non_q2s3,soft,0.3,raw,5,0,0,0,0,0,,,,
all_sign,non_q2s3,soft,0.3,sign,5,0,0,0,0,0,,,,
all_sign,non_q2s3,soft,0.3,sqrt,5,0,0,0,0,0,,,,
all_sign,q1q3_sall,hard,0.3,raw,5,0,0,0,0,0,,,,
all_sign,q1q3_sall,hard,0.3,sign,5,0,0,0,0,0,,,,
all_sign,q1q3_sall,hard,0.3,sqrt,5,0,0,0,0,0,,,,
all_sign,q1q3_sall,soft,0.3,raw,5,0,0,0,0,0,,,,
all_sign,q1q3_sall,soft,0.3,sign,5,0,0,0,0,0,,,,
all_sign,q1q3_sall,soft,0.3,sqrt,5,0,0,0,0,0,,,,
all_sign,s_all,hard,0.15,raw,5,0,0,0,0,0,,,,
all_sign,s_all,hard,0.15,sign,5,0,0,0,0,0,,,,
all_sign,s_all,hard,0.15,sqrt,5,0,0,0,0,0,,,,
all_sign,s_all,hard,0.2,raw,5,0,0,0,0,0,,,,
all_sign,s_all,hard,0.2,sign,5,0,0,0,0,0,,,,
all_sign,s_all,hard,0.2,sqrt,5,0,0,0,0,0,,,,
all_sign,s_all,hard,0.3,raw,5,0,0,0,0,0,,,,
all_sign,s_all,hard,0.3,sign,5,0,0,0,0,0,,,,
all_sign,s_all,hard,0.3,sqrt,5,0,0,0,0,0,,,,
all_sign,s_all,soft,0.15,raw,5,0,0,0,0,0,,,,
all_sign,s_all,soft,0.15,sign,5,0,0,0,0,0,,,,
all_sign,s_all,soft,0.15,sqrt,5,0,0,0,0,0,,,,
all_sign,s_all,soft,0.2,raw,5,0,0,0,0,0,,,,
all_sign,s_all,soft,0.2,sign,5,0,0,0,0,0,,,,
all_sign,s_all,soft,0.2,sqrt,5,0,0,0,0,0,,,,
all_sign,s_all,soft,0.3,raw,5,0,0,0,0,0,,,,
all_sign,s_all,soft,0.3,sign,5,0,0,0,0,0,,,,
all_sign,s_all,soft,0.3,sqrt,5,0,0,0,0,0,,,,
inverse_top,all,hard,0.1,raw,5,0,0,0,0,0,,,,
inverse_top,all,hard,0.1,sign,5,0,0,0,0,0,,,,
inverse_top,all,hard,0.1,sqrt,5,0,0,0,0,0,,,,
inverse_top,all,hard,0.15,raw,5,0,0,0,0,0,,,,
inverse_top,all,hard,0.15,sign,5,0,0,0,0,0,,,,
inverse_top,all,hard,0.15,sqrt,5,0,0,0,0,0,,,,
inverse_top,all,hard,0.2,raw,5,0,0,0,0,0,,,,
inverse_top,all,hard,0.2,sign,5,0,0,0,0,0,,,,
inverse_top,all,hard,0.2,sqrt,5,0,0,0,0,0,,,,
inverse_top,all,hard,0.3,raw,5,0,0,0,0,0,,,,
inverse_top,all,hard,0.3,sign,5,0,0,0,0,0,,,,
inverse_top,all,hard,0.3,sqrt,5,0,0,0,0,0,,,,
inverse_top,all,soft,0.1,raw,5,0,0,0,0,0,,,,
inverse_top,all,soft,0.1,sign,5,0,0,0,0,0,,,,
inverse_top,all,soft,0.1,sqrt,5,0,0,0,0,0,,,,
inverse_top,all,soft,0.15,raw,5,0,0,0,0,0,,,,
inverse_top,all,soft,0.15,sign,5,0,0,0,0,0,,,,
inverse_top,all,soft,0.15,sqrt,5,0,0,0,0,0,,,,
inverse_top,all,soft,0.2,raw,5,0,0,0,0,0,,,,
inverse_top,all,soft,0.2,sign,5,0,0,0,0,0,,,,
inverse_top,all,soft,0.2,sqrt,5,0,0,0,0,0,,,,
inverse_top,all,soft,0.3,raw,5,0,0,0,0,0,,,,
inverse_top,all,soft,0.3,sign,5,0,0,0,0,0,,,,
inverse_top,all,soft,0.3,sqrt,5,0,0,0,0,0,,,,
inverse_top,non_q2s3,hard,0.15,raw,5,0,0,0,0,0,,,,
inverse_top,non_q2s3,hard,0.15,sign,5,0,0,0,0,0,,,,
inverse_top,non_q2s3,hard,0.15,sqrt,5,0,0,0,0,0,,,,
inverse_top,non_q2s3,hard,0.2,raw,5,0,0,0,0,0,,,,
inverse_top,non_q2s3,hard,0.2,sign,5,0,0,0,0,0,,,,
inverse_top,non_q2s3,hard,0.2,sqrt,5,0,0,0,0,0,,,,
inverse_top,non_q2s3,hard,0.3,raw,5,0,0,0,0,0,,,,
inverse_top,non_q2s3,hard,0.3,sign,5,0,0,0,0,0,,,,
inverse_top,non_q2s3,hard,0.3,sqrt,5,0,0,0,0,0,,,,
inverse_top,non_q2s3,soft,0.15,raw,5,0,0,0,0,0,,,,
inverse_top,non_q2s3,soft,0.15,sign,5,0,0,0,0,0,,,,
inverse_top,non_q2s3,soft,0.15,sqrt,5,0,0,0,0,0,,,,
inverse_top,non_q2s3,soft,0.2,raw,5,0,0,0,0,0,,,,
inverse_top,non_q2s3,soft,0.2,sign,5,0,0,0,0,0,,,,
inverse_top,non_q2s3,soft,0.2,sqrt,5,0,0,0,0,0,,,,
inverse_top,non_q2s3,soft,0.3,raw,5,0,0,0,0,0,,,,
inverse_top,non_q2s3,soft,0.3,sign,5,0,0,0,0,0,,,,
inverse_top,non_q2s3,soft,0.3,sqrt,5,0,0,0,0,0,,,,
inverse_top,q1q3_sall,hard,0.3,raw,5,0,0,0,0,0,,,,
inverse_top,q1q3_sall,hard,0.3,sign,5,0,0,0,0,0,,,,
inverse_top,q1q3_sall,hard,0.3,sqrt,5,0,0,0,0,0,,,,
inverse_top,q1q3_sall,soft,0.3,raw,5,0,0,0,0,0,,,,
inverse_top,q1q3_sall,soft,0.3,sign,5,0,0,0,0,0,,,,
inverse_top,q1q3_sall,soft,0.3,sqrt,5,0,0,0,0,0,,,,
inverse_top,s_all,hard,0.15,raw,5,0,0,0,0,0,,,,
inverse_top,s_all,hard,0.15,sign,5,0,0,0,0,0,,,,
inverse_top,s_all,hard,0.15,sqrt,5,0,0,0,0,0,,,,
inverse_top,s_all,hard,0.2,raw,5,0,0,0,0,0,,,,
inverse_top,s_all,hard,0.2,sign,5,0,0,0,0,0,,,,
inverse_top,s_all,hard,0.2,sqrt,5,0,0,0,0,0,,,,
inverse_top,s_all,hard,0.3,raw,5,0,0,0,0,0,,,,
inverse_top,s_all,hard,0.3,sign,5,0,0,0,0,0,,,,
inverse_top,s_all,hard,0.3,sqrt,5,0,0,0,0,0,,,,
inverse_top,s_all,soft,0.15,raw,5,0,0,0,0,0,,,,
inverse_top,s_all,soft,0.15,sign,5,0,0,0,0,0,,,,
inverse_top,s_all,soft,0.15,sqrt,5,0,0,0,0,0,,,,
inverse_top,s_all,soft,0.2,raw,5,0,0,0,0,0,,,,
inverse_top,s_all,soft,0.2,sign,5,0,0,0,0,0,,,,
inverse_top,s_all,soft,0.2,sqrt,5,0,0,0,0,0,,,,
inverse_top,s_all,soft,0.3,raw,5,0,0,0,0,0,,,,
inverse_top,s_all,soft,0.3,sign,5,0,0,0,0,0,,,,
inverse_top,s_all,soft,0.3,sqrt,5,0,0,0,0,0,,,,
loo_inverse_top,all,hard,0.1,raw,5,0,0,0,0,0,,,,
loo_inverse_top,all,hard,0.1,sign,5,0,0,0,0,0,,,,
loo_inverse_top,all,hard,0.1,sqrt,5,0,0,0,0,0,,,,
loo_inverse_top,all,hard,0.15,sign,5,0,0,0,0,0,,,,
loo_inverse_top,all,soft,0.1,raw,5,0,0,0,0,0,,,,
loo_inverse_top,all,soft,0.1,sign,5,0,0,0,0,0,,,,
loo_inverse_top,all,soft,0.1,sqrt,5,0,0,0,0,0,,,,
loo_inverse_top,all,soft,0.15,sign,5,0,0,0,0,0,,,,
loo_inverse_top,non_q2s3,hard,0.15,sign,5,0,0,0,0,0,,,,
loo_inverse_top,non_q2s3,soft,0.15,sign,5,0,0,0,0,0,,,,
loo_raw05_compatible,all,hard,0.1,raw,5,0,0,0,0,0,,,,
loo_raw05_compatible,all,hard,0.1,sign,5,0,0,0,0,0,,,,
loo_raw05_compatible,all,hard,0.1,sqrt,5,0,0,0,0,0,,,,
loo_raw05_compatible,all,hard,0.15,sign,5,0,0,0,0,0,,,,
loo_raw05_compatible,all,hard,0.15,sqrt,5,0,0,0,0,0,,,,
loo_raw05_compatible,all,soft,0.1,raw,5,0,0,0,0,0,,,,
loo_raw05_compatible,all,soft,0.1,sign,5,0,0,0,0,0,,,,
loo_raw05_compatible,all,soft,0.1,sqrt,5,0,0,0,0,0,,,,
loo_raw05_compatible,all,soft,0.15,sign,5,0,0,0,0,0,,,,
loo_raw05_compatible,all,soft,0.15,sqrt,5,0,0,0,0,0,,,,
loo_raw05_compatible,non_q2s3,hard,0.15,sign,5,0,0,0,0,0,,,,
loo_raw05_compatible,non_q2s3,hard,0.15,sqrt,5,0,0,0,0,0,,,,
loo_raw05_compatible,non_q2s3,soft,0.15,raw,5,0,0,0,0,0,,,,
loo_raw05_compatible,non_q2s3,soft,0.15,sign,5,0,0,0,0,0,,,,
loo_raw05_compatible,non_q2s3,soft,0.15,sqrt,5,0,0,0,0,0,,,,
loo_raw05_compatible,s_all,hard,0.15,raw,5,0,0,0,0,0,,,,
loo_raw05_compatible,s_all,hard,0.15,sign,5,0,0,0,0,0,,,,
loo_raw05_compatible,s_all,hard,0.15,sqrt,5,0,0,0,0,0,,,,
loo_raw05_compatible,s_all,soft,0.15,raw,5,0,0,0,0,0,,,,
loo_raw05_compatible,s_all,soft,0.15,sign,5,0,0,0,0,0,,,,
loo_raw05_compatible,s_all,soft,0.15,sqrt,5,0,0,0,0,0,,,,
