candidate_id,label,family,source,strategy,selector,target_scope,graft_alpha,selected_cells,selected_s3_cells,all_delta_vs_mixmin,mean_vs_e95_broad_plausible,p95_vs_e95_broad_plausible,beat_e95_rate_broad_plausible,e101_pass,dominates_e101,e106_replaces_e101,prior_healthier_than_e101,tag
c0095,e104_amp_active_topgap40_a0.150_0a74b509,e104_amp,e95,e95_q2s3_tail_graft,active_topgap40,Q2+S3,0.15,40.0,,-2.57822643426886e-05,-9.714556392747919e-06,-7.94757470338207e-07,0.9756662804171495,True,False,False,False,e104_e95_q2s3_tail_graft_0a74b509
c0096,e104_amp_active_all_a0.150_b7aa405b,e104_amp,e95,e95_q2s3_tail_graft,active_all,Q2+S3,0.15,50.0,,-2.5776849593595053e-05,-9.986881654418603e-06,-1.0019330791664673e-06,0.9843568945538818,True,False,False,False,e104_e95_q2s3_tail_graft_b7aa405b
c0097,e104_amp_active_s3_all_a0.155_0693cf44,e104_amp,e95,e95_q2s3_tail_graft,active_s3_all,S3,0.155,39.0,,-2.5765500150209952e-05,-1.0002807666622793e-05,-8.12824174727428e-07,0.9750869061413673,True,False,False,False,e104_e95_q2s3_tail_graft_0693cf44
c0098,e104_amp_active_topgap40_a0.155_2921789f,e104_amp,e95,e95_q2s3_tail_graft,active_topgap40,Q2+S3,0.155,40.0,,-2.5764547297857376e-05,-1.0025091166543634e-05,-8.199606384937622e-07,0.9756662804171495,True,False,False,False,e104_e95_q2s3_tail_graft_2921789f
c0099,e104_amp_active_all_a0.155_0b488846,e104_amp,e95,e95_q2s3_tail_graft,active_all,Q2+S3,0.155,50.0,,-2.5758850279666845e-05,-1.0306124133003216e-05,-1.0322160992967873e-06,0.9840672074159907,True,False,False,False,e104_e95_q2s3_tail_graft_0b488846
c0100,e104_amp_active_s3_all_a0.160_96ac0639,e104_amp,e95,e95_q2s3_tail_graft,active_s3_all,S3,0.16,39.0,,-2.574760006002208e-05,-1.0311821349836063e-05,-8.357088842787963e-07,0.9750869061413673,True,False,False,False,e104_e95_q2s3_tail_graft_96ac0639
c0101,e104_amp_active_topgap40_a0.160_530f732a,e104_amp,e95,e95_q2s3_tail_graft,active_topgap40,Q2+S3,0.16,40.0,,-2.574660064347256e-05,-1.0334765973971262e-05,-8.432859935683047e-07,0.9756662804171495,True,False,False,False,e104_e95_q2s3_tail_graft_530f732a
c0102,e104_amp_active_all_a0.160_1e868e77,e104_amp,e95,e95_q2s3_tail_graft,active_all,Q2+S3,0.16,50.0,,-2.5740615855029958e-05,-1.0624486598805468e-05,-1.062298365405656e-06,0.9837775202780996,True,False,False,False,e104_e95_q2s3_tail_graft_1e868e77
c0103,e104_amp_active_s3_all_a0.165_0498eec1,e104_amp,e95,e95_q2s3_tail_graft,active_s3_all,S3,0.165,39.0,,-2.5729471370361523e-05,-1.0619978748161507e-05,-8.585242613624104e-07,0.9747972190034763,True,False,False,False,e104_e95_q2s3_tail_graft_0498eec1
c0104,e104_amp_active_topgap40_a0.165_e841e5b4,e104_amp,e95,e95_q2s3_tail_graft,active_topgap40,Q2+S3,0.165,40.0,,-2.572842440151657e-05,-1.064358089431012e-05,-8.647211956207013e-07,0.9753765932792584,True,False,False,False,e104_e95_q2s3_tail_graft_e841e5b4
c0105,e104_amp_active_all_a0.165_a93f2567,e104_amp,e95,e95_q2s3_tail_graft,active_all,Q2+S3,0.165,50.0,,-2.5722146341888852e-05,-1.0941969131905442e-05,-1.0910923463592769e-06,0.9837775202780996,True,False,False,False,e104_e95_q2s3_tail_graft_a93f2567
c0106,e104_amp_active_s3_all_a0.170_943d9005,e104_amp,e95,e95_q2s3_tail_graft,active_s3_all,S3,0.17,39.0,,-2.571111410332172e-05,-1.0927279941272581e-05,-8.8113011559879e-07,0.9747972190034763,True,False,False,False,e104_e95_q2s3_tail_graft_943d9005
c0107,e104_amp_active_topgap40_a0.170_d48f4339,e104_amp,e95,e95_q2s3_tail_graft,active_topgap40,Q2+S3,0.17,40.0,,-2.5710018593971817e-05,-1.0951536006840357e-05,-8.854751869618015e-07,0.9753765932792584,True,False,False,False,e104_e95_q2s3_tail_graft_d48f4339
c0108,e104_amp_active_all_a0.170_fcf23053,e104_amp,e95,e95_q2s3_tail_graft,active_all,Q2+S3,0.17,50.0,,-2.5703441762670032e-05,-1.125857181317871e-05,-1.1203537842188712e-06,0.9837775202780996,True,False,False,False,e104_e95_q2s3_tail_graft_fcf23053
c0109,e104_amp_active_s3_all_a0.175_b5d2d989,e104_amp,e95,e95_q2s3_tail_graft,active_s3_all,S3,0.175,39.0,,-2.569252828021895e-05,-1.1233725006061355e-05,-9.020522992503499e-07,0.9747972190034763,True,False,False,False,e104_e95_q2s3_tail_graft_b5d2d989
c0110,e104_amp_active_topgap40_a0.175_33e12f60,e104_amp,e95,e95_q2s3_tail_graft,active_topgap40,Q2+S3,0.175,40.0,,-2.5691383242487653e-05,-1.1258631389650024e-05,-9.059077432711685e-07,0.9750869061413673,True,False,False,False,e104_e95_q2s3_tail_graft_33e12f60
c0111,e104_amp_active_all_a0.175_180144ae,e104_amp,e95,e95_q2s3_tail_graft,active_all,Q2+S3,0.175,50.0,,-2.568450213913387e-05,-1.1574294721116679e-05,-1.1506210834183188e-06,0.9837775202780996,True,False,False,False,e104_e95_q2s3_tail_graft_180144ae
c0112,e104_amp_active_s3_all_a0.180_c1074ddb,e104_amp,e95,e95_q2s3_tail_graft,active_s3_all,S3,0.18,39.0,,-2.5673713923035635e-05,-1.1539314021805914e-05,-9.24189048649212e-07,0.9745075318655851,True,False,False,False,e104_e95_q2s3_tail_graft_c1074ddb
c0113,e104_amp_active_topgap40_a0.180_9b1a42cb,e104_amp,e95,e95_q2s3_tail_graft,active_topgap40,Q2+S3,0.18,40.0,,-2.567251836937956e-05,-1.1564867123213154e-05,-9.280360119556693e-07,0.9750869061413673,True,False,False,False,e104_e95_q2s3_tail_graft_9b1a42cb
c0114,e104_amp_active_all_a0.180_e7ffb095,e104_amp,e95,e95_q2s3_tail_graft,active_all,Q2+S3,0.18,50.0,,-2.566532749326278e-05,-1.1889137935007575e-05,-1.1806202559892505e-06,0.9837775202780996,True,False,False,False,e104_e95_q2s3_tail_graft_e7ffb095
c0115,e104_amp_active_s3_all_a0.185_6ca6e143,e104_amp,e95,e95_q2s3_tail_graft,active_s3_all,S3,0.185,39.0,,-2.5654671053310096e-05,-1.1844047066194387e-05,-9.460039686560345e-07,0.9745075318655851,True,False,False,False,e104_e95_q2s3_tail_graft_6ca6e143
c0116,e104_amp_active_topgap40_a0.185_810a0415,e104_amp,e95,e95_q2s3_tail_graft,active_topgap40,Q2+S3,0.185,40.0,,-2.5653423996074842e-05,-1.187024328482458e-05,-9.50365407798788e-07,0.9750869061413673,True,False,False,False,e104_e95_q2s3_tail_graft_810a0415
c0117,e104_amp_active_all_a0.185_58da9787,e104_amp,e95,e95_q2s3_tail_graft,active_all,Q2+S3,0.185,50.0,,-2.564591784759429e-05,-1.2203101536125526e-05,-1.2096990264445287e-06,0.9837775202780996,True,False,False,False,e104_e95_q2s3_tail_graft_58da9787
c0118,e104_amp_active_s3_all_a0.190_ded51599,e104_amp,e95,e95_q2s3_tail_graft,active_s3_all,S3,0.19,39.0,,-2.5635399693135774e-05,-1.2147924218903388e-05,-9.6636667928865e-07,0.9745075318655851,True,False,False,False,e104_e95_q2s3_tail_graft_ded51599
c0119,e104_amp_active_topgap40_a0.190_ccea5153,e104_amp,e95,e95_q2s3_tail_graft,active_topgap40,Q2+S3,0.19,40.0,,-2.5634100144555916e-05,-1.2174759953767595e-05,-9.72718298165919e-07,0.9750869061413673,True,False,False,False,e104_e95_q2s3_tail_graft_ccea5153
c0120,e104_amp_active_all_a0.190_3aaea6fb,e104_amp,e95,e95_q2s3_tail_graft,active_all,Q2+S3,0.19,50.0,,-2.5626273223444684e-05,-1.251618560137603e-05,-1.2385771520200467e-06,0.9837775202780996,True,False,False,False,e104_e95_q2s3_tail_graft_3aaea6fb
c0121,e104_amp_active_s3_all_a0.195_40204a2b,e104_amp,e95,e95_q2s3_tail_graft,active_s3_all,S3,0.195,39.0,,-2.561589986382895e-05,-1.245094555682753e-05,-9.872958828723471e-07,0.9742178447276941,True,False,False,False,e104_e95_q2s3_tail_graft_40204a2b
c0122,e104_amp_active_topgap40_a0.195_9a9d2239,e104_amp,e95,e95_q2s3_tail_graft,active_topgap40,Q2+S3,0.195,40.0,,-2.561454683647213e-05,-1.2478417208132786e-05,-9.933119851441413e-07,0.9745075318655851,True,False,False,False,e104_e95_q2s3_tail_graft_9a9d2239
c0123,e104_amp_active_all_a0.195_52ced3fe,e104_amp,e95,e95_q2s3_tail_graft,active_all,Q2+S3,0.195,50.0,,-2.5606393643129444e-05,-1.282839021123969e-05,-1.267254651136429e-06,0.9837775202780996,True,False,False,False,e104_e95_q2s3_tail_graft_52ced3fe
c0124,e104_amp_active_s3_all_a0.200_c421dd4b,e104_amp,e95,e95_q2s3_tail_graft,active_s3_all,S3,0.2,39.0,,-2.5596171587149996e-05,-1.275311115845326e-05,-1.0038083166680118e-06,0.9742178447276941,True,False,False,False,e104_e95_q2s3_tail_graft_c421dd4b
c0125,e104_amp_active_topgap40_a0.200_367da7ab,e104_amp,e95,e95_q2s3_tail_graft,active_topgap40,Q2+S3,0.2,40.0,,-2.5594764093694877e-05,-1.278121512680792e-05,-1.0148584291743066e-06,0.9745075318655851,True,False,False,False,e104_e95_q2s3_tail_graft_367da7ab
c0126,e104_amp_active_all_a0.200_59335e0f,e104_amp,e95,e95_q2s3_tail_graft,active_all,Q2+S3,0.2,50.0,,-2.5586279128519962e-05,-1.3139715444610421e-05,-1.2957315418479843e-06,0.9837775202780996,True,False,False,False,e104_e95_q2s3_tail_graft_59335e0f
c0127,e104_amp_active_s3_all_a0.205_2571f085,e104_amp,e95,e95_q2s3_tail_graft,active_s3_all,S3,0.205,39.0,,-2.557621488463724e-05,-1.305442110147194e-05,-1.019833182458064e-06,0.9742178447276941,True,False,False,False,e104_e95_q2s3_tail_graft_2571f085
c0128,e104_amp_active_topgap40_a0.205_aacc1a71,e104_amp,e95,e95_q2s3_tail_graft,active_topgap40,Q2+S3,0.205,40.0,,-2.5574751937762485e-05,-1.3083153787488373e-05,-1.0370896938865805e-06,0.9745075318655851,True,False,False,False,e104_e95_q2s3_tail_graft_aacc1a71
c0129,e104_amp_active_all_a0.205_ac08ce8f,e104_amp,e95,e95_q2s3_tail_graft,active_all,Q2+S3,0.205,50.0,,-2.5565929701487633e-05,-1.3450161380381633e-05,-1.324007842209011e-06,0.9837775202780996,True,False,False,False,e104_e95_q2s3_tail_graft_ac08ce8f
c0130,e104_amp_active_s3_all_a0.210_93b3bb0a,e104_amp,e95,e95_q2s3_tail_graft,active_s3_all,S3,0.21,39.0,,-2.5556029777940026e-05,-1.3354875463973034e-05,-1.040027045126058e-06,0.9742178447276941,True,False,False,False,e104_e95_q2s3_tail_graft_93b3bb0a
c0131,e104_amp_active_topgap40_a0.210_27635f45,e104_amp,e95,e95_q2s3_tail_graft,active_topgap40,Q2+S3,0.21,40.0,,-2.5554510390324303e-05,-1.3384233268267615e-05,-1.0593791860752736e-06,0.9745075318655851,True,False,False,False,e104_e95_q2s3_tail_graft_27635f45
c0132,e104_amp_active_all_a0.210_41cfd648,e104_amp,e95,e95_q2s3_tail_graft,active_all,Q2+S3,0.21,50.0,,-2.5545345383681806e-05,-1.3759728096652913e-05,-1.3507886290108988e-06,0.9837775202780996,True,False,False,False,e104_e95_q2s3_tail_graft_41cfd648
c0133,e104_amp_active_s3_all_a0.215_45b57d5b,e104_amp,e95,e95_q2s3_tail_graft,active_s3_all,S3,0.215,39.0,,-2.553561628837464e-05,-1.3654474322855032e-05,-1.0599977940371494e-06,0.9742178447276941,True,False,False,False,e104_e95_q2s3_tail_graft_45b57d5b
c0134,e104_amp_active_topgap40_a0.215_334dea15,e104_amp,e95,e95_q2s3_tail_graft,active_topgap40,Q2+S3,0.215,40.0,,-2.5534039472918657e-05,-1.368445364684278e-05,-1.0812693320261662e-06,0.9745075318655851,True,False,False,False,e104_e95_q2s3_tail_graft_334dea15
c0135,e104_amp_active_all_a0.215_5db25b63,e104_amp,e95,e95_q2s3_tail_graft,active_all,Q2+S3,0.215,50.0,,-2.5524544954746986e-05,-1.4068482801617368e-05,-1.3773182170456441e-06,0.9834878331402086,True,False,False,False,e104_e95_q2s3_tail_graft_5db25b63
c0136,e104_amp_active_s3_all_a0.220_5b6c3860,e104_amp,e95,e95_q2s3_tail_graft,active_s3_all,S3,0.22,39.0,,-2.551497443747941e-05,-1.3953217755811992e-05,-1.0797454499892515e-06,0.9742178447276941,True,False,False,False,e104_e95_q2s3_tail_graft_5b6c3860
c0137,e104_amp_active_topgap40_a0.220_9599bb3a,e104_amp,e95,e95_q2s3_tail_graft,active_topgap40,Q2+S3,0.22,40.0,,-2.551333920741694e-05,-1.3983815002103897e-05,-1.1016772048595513e-06,0.9742178447276941,True,False,False,False,e104_e95_q2s3_tail_graft_9599bb3a
c0138,e104_amp_active_all_a0.220_8f696672,e104_amp,e95,e95_q2s3_tail_graft,active_all,Q2+S3,0.22,50.0,,-2.550351361951808e-05,-1.4376372547767071e-05,-1.405732548361029e-06,0.9834878331402086,True,False,False,False,e104_e95_q2s3_tail_graft_8f696672
c0139,e104_amp_active_s3_all_a0.225_91e6daf5,e104_amp,e95,e95_q2s3_tail_graft,active_s3_all,S3,0.225,39.0,,-2.5494104246681637e-05,-1.4251105840140791e-05,-1.0992700336728493e-06,0.973928157589803,True,False,False,False,e104_e95_q2s3_tail_graft_91e6daf5
c0140,e104_amp_active_topgap40_a0.225_56196397,e104_amp,e95,e95_q2s3_tail_graft,active_topgap40,Q2+S3,0.225,40.0,,-2.5492409615024414e-05,-1.428231741055721e-05,-1.121869561545056e-06,0.9742178447276941,True,False,False,False,e104_e95_q2s3_tail_graft_56196397
c0141,e104_amp_active_all_a0.225_8699c712,e104_amp,e95,e95_q2s3_tail_graft,active_all,Q2+S3,0.225,50.0,,-2.548224794662879e-05,-1.4683385055739179e-05,-1.4351236807598156e-06,0.9834878331402086,True,False,False,False,e104_e95_q2s3_tail_graft_8699c712
c0142,e104_amp_active_s3_all_a0.230_75c94a31,e104_amp,e95,e95_q2s3_tail_graft,active_s3_all,S3,0.23,39.0,,-2.547300573751965e-05,-1.4548138653536808e-05,-1.1187409329546788e-06,0.973638470451912,True,False,False,False,e104_e95_q2s3_tail_graft_75c94a31
c0143,e104_amp_active_topgap40_a0.230_3c50df34,e104_amp,e95,e95_q2s3_tail_graft,active_topgap40,Q2+S3,0.23,40.0,,-2.5471250717501448e-05,-1.4579960950696747e-05,-1.1418464232700618e-06,0.973928157589803,True,False,False,False,e104_e95_q2s3_tail_graft_3c50df34
c0144,e104_amp_active_all_a0.230_97197e09,e104_amp,e95,e95_q2s3_tail_graft,active_all,Q2+S3,0.23,50.0,,-2.5460747957728458e-05,-1.4989520403636418e-05,-1.4624540587856963e-06,0.9834878331402086,True,False,False,False,e104_e95_q2s3_tail_graft_97197e09
c0145,e104_amp_active_s3_all_a0.235_16ec7ca6,e104_amp,e95,e95_q2s3_tail_graft,active_s3_all,S3,0.235,39.0,,-2.5451678931087685e-05,-1.4844316272106998e-05,-1.138009860921805e-06,0.973638470451912,True,False,False,False,e104_e95_q2s3_tail_graft_16ec7ca6
c0146,e104_amp_active_topgap40_a0.235_b195e51a,e104_amp,e95,e95_q2s3_tail_graft,active_topgap40,Q2+S3,0.235,40.0,,-2.5449862536164325e-05,-1.487674569942811e-05,-1.1616078108175306e-06,0.973928157589803,True,False,False,False,e104_e95_q2s3_tail_graft_b195e51a
c0147,e104_amp_active_all_a0.235_19295a55,e104_amp,e95,e95_q2s3_tail_graft,active_all,Q2+S3,0.235,50.0,,-2.5439013674466437e-05,-1.5294778669562538e-05,-1.4873356317579764e-06,0.9834878331402086,True,False,False,False,e104_e95_q2s3_tail_graft_19295a55
c0148,e104_amp_active_s3_all_a0.240_d1cc03d5,e104_amp,e95,e95_q2s3_tail_graft,active_s3_all,S3,0.24,39.0,,-2.5430123848813047e-05,-1.5139638773150184e-05,-1.1570637287857764e-06,0.973638470451912,True,False,False,False,e104_e95_q2s3_tail_graft_d1cc03d5
c0149,e104_amp_active_topgap40_a0.240_a263f7b6,e104_amp,e95,e95_q2s3_tail_graft,active_topgap40,Q2+S3,0.24,40.0,,-2.5428245092329327e-05,-1.5172671733656796e-05,-1.1811537449701165e-06,0.973928157589803,True,False,False,False,e104_e95_q2s3_tail_graft_a263f7b6
c0150,e104_amp_active_all_a0.240_8ffbc1a9,e104_amp,e95,e95_q2s3_tail_graft,active_all,Q2+S3,0.24,50.0,,-2.5417045118270032e-05,-1.559915993082644e-05,-1.5113590172365466e-06,0.9834878331402086,True,False,False,False,e104_e95_q2s3_tail_graft_8ffbc1a9
c0151,e104_amp_active_s3_all_a0.245_7c0061c4,e104_amp,e95,e95_q2s3_tail_graft,active_s3_all,S3,0.245,39.0,,-2.5408340512345085e-05,-1.5434106234761542e-05,-1.1759025567034441e-06,0.9733487833140209,True,False,False,False,e104_e95_q2s3_tail_graft_7c0061c4
c0152,e104_amp_active_topgap40_a0.245_157b5222,e104_amp,e95,e95_q2s3_tail_graft,active_topgap40,Q2+S3,0.245,40.0,,-2.5406398407645803e-05,-1.5467739131482e-05,-1.2005205227985095e-06,0.973638470451912,True,False,False,False,e104_e95_q2s3_tail_graft_157b5222
c0153,e104_amp_active_all_a0.245_b7f37698,e104_amp,e95,e95_q2s3_tail_graft,active_all,Q2+S3,0.245,50.0,,-2.539484231078859e-05,-1.590266426553341e-05,-1.5378214614924615e-06,0.9834878331402086,True,False,False,False,e104_e95_q2s3_tail_graft_b7f37698
c0154,e104_amp_active_s3_all_a0.250_ba46f118,e104_amp,e95,e95_q2s3_tail_graft,active_s3_all,S3,0.25,39.0,,-2.5386328942333947e-05,-1.5727718731460097e-05,-1.1945263639024126e-06,0.9733487833140209,True,False,False,False,e104_e95_q2s3_tail_graft_ba46f118
c0155,e104_amp_active_topgap40_a0.250_108d50bc,e104_amp,e95,e95_q2s3_tail_graft,active_topgap40,Q2+S3,0.25,40.0,,-2.5384322503430035e-05,-1.576194796981069e-05,-1.219496391781683e-06,0.973638470451912,True,False,False,False,e104_e95_q2s3_tail_graft_108d50bc
c0156,e104_amp_active_s3_all_a0.255_ae9355f3,e104_amp,e95,e95_q2s3_tail_graft,active_s3_all,S3,0.255,39.0,,-2.536408916031796e-05,-1.602047634094531e-05,-1.2129351704365737e-06,0.9733487833140209,True,False,False,False,e104_e95_q2s3_tail_graft_ae9355f3
c0157,e104_amp_active_topgap40_a0.255_1e515581,e104_amp,e95,e95_q2s3_tail_graft,active_topgap40,Q2+S3,0.255,40.0,,-2.5362017400887282e-05,-1.6055298325154356e-05,-1.2363959769033189e-06,0.973638470451912,True,False,False,False,e104_e95_q2s3_tail_graft_1e515581
c0158,e104_amp_active_all_a0.255_1d0ff10f,e104_amp,e95,e95_q2s3_tail_graft,active_all,Q2+S3,0.255,50.0,,-2.534973402734675e-05,-1.6507042463328155e-05,-1.5903262140445197e-06,0.9831981460023175,True,False,False,False,e104_e95_q2s3_tail_graft_1d0ff10f
c0159,e104_amp_active_s3_all_a0.260_3f99f64f,e104_amp,e95,e95_q2s3_tail_graft,active_s3_all,S3,0.26,39.0,,-2.5341621187502383e-05,-1.6312379139724304e-05,-1.2311289960498023e-06,0.9733487833140209,True,False,False,False,e104_e95_q2s3_tail_graft_3f99f64f
c0160,e104_amp_active_topgap40_a0.260_de19285f,e104_amp,e95,e95_q2s3_tail_graft,active_topgap40,Q2+S3,0.26,40.0,,-2.5339483121333828e-05,-1.6347790274421435e-05,-1.2504283091873745e-06,0.973638470451912,True,False,False,False,e104_e95_q2s3_tail_graft_de19285f
c0161,e104_amp_active_all_a0.260_933b9a0f,e104_amp,e95,e95_q2s3_tail_graft,active_all,Q2+S3,0.26,50.0,,-2.5326828594129935e-05,-1.680791648064272e-05,-1.6182886446684303e-06,0.9829084588644265,True,False,False,False,e104_e95_q2s3_tail_graft_933b9a0f
c0162,e104_amp_active_s3_all_a0.265_ddfdb673,e104_amp,e95,e95_q2s3_tail_graft,active_s3_all,S3,0.265,39.0,,-2.5318925044981455e-05,-1.6603427203908676e-05,-1.2491078603827144e-06,0.9730590961761297,True,False,False,False,e104_e95_q2s3_tail_graft_ddfdb673
c0163,e104_amp_active_topgap40_a0.265_6d62e33e,e104_amp,e95,e95_q2s3_tail_graft,active_topgap40,Q2+S3,0.265,40.0,,-2.5316719686085953e-05,-1.6639423894522193e-05,-1.2649666468247432e-06,0.9733487833140209,True,False,False,False,e104_e95_q2s3_tail_graft_6d62e33e
c0164,e104_amp_active_all_a0.265_9befe407,e104_amp,e95,e95_q2s3_tail_graft,active_all,Q2+S3,0.265,50.0,,-2.530368899522628e-05,-1.7107913880251308e-05,-1.6462177305056579e-06,0.9829084588644265,True,False,False,False,e104_e95_q2s3_tail_graft_9befe407
c0165,e104_amp_active_s3_all_a0.270_f1f9c8c5,e104_amp,e95,e95_q2s3_tail_graft,active_s3_all,S3,0.27,39.0,,-2.5296000753627368e-05,-1.6893620608814968e-05,-1.2653655949769713e-06,0.9727694090382387,True,False,False,False,e104_e95_q2s3_tail_graft_f1f9c8c5
c0166,e104_amp_active_topgap40_a0.270_f8319fda,e104_amp,e95,e95_q2s3_tail_graft,active_topgap40,Q2+S3,0.27,40.0,,-2.5293727116126874e-05,-1.6930199261174508e-05,-1.2805942694613968e-06,0.9733487833140209,True,False,False,False,e104_e95_q2s3_tail_graft_f8319fda
c0167,e104_amp_active_all_a0.270_e927c6ec,e104_amp,e95,e95_q2s3_tail_graft,active_all,Q2+S3,0.27,50.0,,-2.5280315251730023e-05,-1.7407034738275165e-05,-1.6724518313187412e-06,0.9826187717265353,True,False,False,False,e104_e95_q2s3_tail_graft_e927c6ec
c0168,e104_amp_active_s3_all_a0.275_f5a3c385,e104_amp,e95,e95_q2s3_tail_graft,active_s3_all,S3,0.275,39.0,,-2.527284833508947e-05,-1.7182959432542466e-05,-1.2773557246013971e-06,0.9727694090382387,True,False,False,False,e104_e95_q2s3_tail_graft_f5a3c385
c0169,e104_amp_active_topgap40_a0.275_2ab8ae20,e104_amp,e95,e95_q2s3_tail_graft,active_topgap40,Q2+S3,0.275,40.0,,-2.5270505432994916e-05,-1.722011645208433e-05,-1.2951660443267446e-06,0.9733487833140209,True,False,False,False,e104_e95_q2s3_tail_graft_2ab8ae20
c0170,e104_amp_active_all_a0.275_f977b1c3,e104_amp,e95,e95_q2s3_tail_graft,active_all,Q2+S3,0.275,50.0,,-2.5256707384957444e-05,-1.7705279131631817e-05,-1.6955924191282728e-06,0.9826187717265353,True,False,False,False,e104_e95_q2s3_tail_graft_f977b1c3
c0171,e104_amp_active_s3_all_a0.280_16540750,e104_amp,e95,e95_q2s3_tail_graft,active_s3_all,S3,0.28,39.0,,-2.5249467809795867e-05,-1.7471443748820322e-05,-1.2889299232565505e-06,0.9727694090382387,True,False,False,False,e104_e95_q2s3_tail_graft_16540750
c0172,e104_amp_active_topgap40_a0.280_079e485e,e104_amp,e95,e95_q2s3_tail_graft,active_topgap40,Q2+S3,0.28,40.0,,-2.5247054657562273e-05,-1.75091755425741e-05,-1.310605563837306e-06,0.9733487833140209,True,False,False,False,e104_e95_q2s3_tail_graft_079e485e
c0173,e104_amp_active_all_a0.280_5faa16bb,e104_amp,e95,e95_q2s3_tail_graft,active_all,Q2+S3,0.28,50.0,,-2.523286541600278e-05,-1.8002647136444405e-05,-1.7184483415150698e-06,0.9826187717265353,True,False,False,False,e104_e95_q2s3_tail_graft_5faa16bb
c0174,e104_amp_active_s3_all_a0.285_5101a2a2,e104_amp,e95,e95_q2s3_tail_graft,active_s3_all,S3,0.285,39.0,,-2.5225859198951817e-05,-1.775907363415973e-05,-1.3008026345256802e-06,0.9727694090382387,True,False,False,False,e104_e95_q2s3_tail_graft_5101a2a2
c0175,e104_amp_active_topgap40_a0.285_611b3abc,e104_amp,e95,e95_q2s3_tail_graft,active_topgap40,Q2+S3,0.285,40.0,,-2.522337481081216e-05,-1.7797376608364373e-05,-1.3268898284593194e-06,0.9733487833140209,True,False,False,False,e104_e95_q2s3_tail_graft_611b3abc
c0176,e104_amp_active_all_a0.285_1eb3e5f1,e104_amp,e95,e95_q2s3_tail_graft,active_all,Q2+S3,0.285,50.0,,-2.520878936640436e-05,-1.8299138830426202e-05,-1.7421384783806204e-06,0.9826187717265353,True,False,False,False,e104_e95_q2s3_tail_graft_1eb3e5f1
c0177,e104_amp_active_s3_all_a0.290_dc75c32b,e104_amp,e95,e95_q2s3_tail_graft,active_s3_all,S3,0.29,39.0,,-2.5202022523540535e-05,-1.804584916427854e-05,-1.312387595170847e-06,0.9727694090382387,True,False,False,False,e104_e95_q2s3_tail_graft_dc75c32b
c0178,e104_amp_active_topgap40_a0.290_8be1f129,e104_amp,e95,e95_q2s3_tail_graft,active_topgap40,Q2+S3,0.29,40.0,,-2.5199465914282904e-05,-1.8084719727163645e-05,-1.342924406821434e-06,0.9733487833140209,True,False,False,False,e104_e95_q2s3_tail_graft_8be1f129
c0179,e104_amp_active_all_a0.290_10c3f1a0,e104_amp,e95,e95_q2s3_tail_graft,active_all,Q2+S3,0.29,50.0,,-2.5184479256923353e-05,-1.8594754288510597e-05,-1.7667555640070004e-06,0.9826187717265353,True,False,False,False,e104_e95_q2s3_tail_graft_10c3f1a0
c0180,e104_amp_active_s3_all_a0.295_86d9b2e3,e104_amp,e95,e95_q2s3_tail_graft,active_s3_all,S3,0.295,39.0,,-2.517795780465626e-05,-1.8331770415291266e-05,-1.3235853412343575e-06,0.9727694090382387,True,False,False,False,e104_e95_q2s3_tail_graft_86d9b2e3
c0181,e104_amp_active_topgap40_a0.295_3be3cec5,e104_amp,e95,e95_q2s3_tail_graft,active_topgap40,Q2+S3,0.295,40.0,,-2.517532798851363e-05,-1.837120497310379e-05,-1.3587093210859364e-06,0.9733487833140209,True,False,False,False,e104_e95_q2s3_tail_graft_3be3cec5
c0182,e104_amp_active_all_a0.295_7e34fbe0,e104_amp,e95,e95_q2s3_tail_graft,active_all,Q2+S3,0.295,50.0,,-2.5159935109098086e-05,-1.888949358841149e-05,-1.790520426164883e-06,0.9826187717265353,True,False,False,False,e104_e95_q2s3_tail_graft_7e34fbe0
c0183,e104_amp_active_s3_all_a0.300_42711783,e104_amp,e95,e95_q2s3_tail_graft,active_s3_all,S3,0.3,39.0,,-2.5153665062727093e-05,-1.8616837460930592e-05,-1.3343959083620164e-06,0.9727694090382387,True,False,False,False,e104_e95_q2s3_tail_graft_42711783
c0184,e104_amp_active_topgap40_a0.300_90930f5a,e104_amp,e95,e95_q2s3_tail_graft,active_topgap40,Q2+S3,0.3,40.0,,-2.5150961054709597e-05,-1.8656832422702758e-05,-1.3736344795322356e-06,0.9733487833140209,True,False,False,False,e104_e95_q2s3_tail_graft_90930f5a
c0185,e104_amp_active_all_a0.300_8ded8fd2,e104_amp,e95,e95_q2s3_tail_graft,active_all,Q2+S3,0.3,50.0,,-2.5135156943578707e-05,-1.9183356804666277e-05,-1.8127889072296731e-06,0.9826187717265353,True,False,False,False,e104_e95_q2s3_tail_graft_8ded8fd2
c0186,e104_amp_active_s3_all_a0.305_3506653e,e104_amp,e95,e95_q2s3_tail_graft,active_s3_all,S3,0.305,39.0,,-2.512914431906932e-05,-1.890105037810782e-05,-1.3448193336714368e-06,0.9727694090382387,True,False,False,False,e104_e95_q2s3_tail_graft_3506653e
