scenario_id,family,mask_name,order_name,gamma,complete_budget,achieved_e72_delta,target_e72_delta,budget_coverage,positive_cells_available,selected_full_cells,selected_fractional_cells,alpha,lambda,solved,det,tail_mixmin,pred_mixmin,pred_vs_e95_mixmin,tail_failed_e72,pred_failed_e72,pred_vs_e95_failed_e72,tail_e85,pred_e85,pred_vs_e95_e85,tail_e86,pred_e86,pred_vs_e95_e86,tail_noq2,pred_noq2,pred_vs_e95_noq2,tail_e90,pred_e90,pred_vs_e95_e90,tail_e89,pred_e89,pred_vs_e95_e89,tail_e95,pred_e95,pred_vs_e95_e95,winner_live,best_live_delta,abs_e72_residual,abs_e95_residual,is_positive_transfer,is_broad_plausible,is_tight_plausible,is_near_unit_tail
r1151,random_weighted,s1s2s3,weighted_gamma_0.5_rep_016,0.5,True,0.0001011367,0.0001011367,1.0,385,32,32.07883107325619,2.2951000194591655,1.2393163489140595,True,2.268986967635279e-09,0.0,0.0,1.5310700000048527e-05,0.0001011367,0.00010113670000000408,0.0001164474000000526,4.078553902513636e-05,-4.2512140176097565e-06,1.105948598243877e-05,4.5636489071454425e-05,-7.0296953691771055e-06,8.281004630871422e-06,5.034110903420348e-05,5.445900559695392e-07,1.5855290056018066e-05,4.337726601541769e-05,-8.054362589071087e-06,7.25633741097744e-06,4.143449523412758e-05,-8.083352485246005e-06,7.227347514802522e-06,3.6179530881245635e-05,-1.5310700000048527e-05,0.0,e95,-1.5310700000048527e-05,0.0,0.0,True,True,True,True
r1152,random_weighted,s1s2s3,weighted_gamma_0.5_rep_017,0.5,True,0.0001011367,0.0001011367,1.0,385,24,24.24811199157306,1.7851958175754763,1.1861472447982933,True,2.370694411503289e-09,0.0,0.0,1.5310700000048527e-05,0.0001011367,0.00010113670000000408,0.0001164474000000526,3.276602548359294e-05,-3.7576865649349003e-06,1.1553013435113627e-05,3.552347282957137e-05,-7.324333517622827e-06,7.9863664824257e-06,3.987557873335276e-05,-8.057375368851854e-07,1.4504962463163342e-05,3.2607226647461725e-05,-9.402609163068454e-06,5.9080908369800735e-06,2.974228032366344e-05,-1.0950621263878058e-05,4.360078736170469e-06,2.6535175415751324e-05,-1.5310700000048527e-05,0.0,e95,-1.5310700000048527e-05,0.0,0.0,True,True,True,True
r1153,random_weighted,s1s2s3,weighted_gamma_0.5_rep_018,0.5,True,0.0001011367,0.0001011367,1.0,385,27,27.24553723311879,5.358094980440542,1.5587032011597566,True,1.8040590680580315e-09,0.0,0.0,1.5310700000048527e-05,0.0001011367,0.00010113670000000408,0.0001164474000000526,8.282121931889968e-05,1.1647781453181236e-06,1.647547814536665e-05,9.158303418268393e-05,-5.699913504223506e-06,9.610786495825021e-06,0.0001002084713716,1.1815560886712598e-05,2.7126260886761126e-05,9.168623075182092e-05,-1.394655961278995e-06,1.3916044038769532e-05,8.445096222633224e-05,-7.118985025436836e-06,8.191714974611691e-06,8.026607714395219e-05,-1.5310700000048527e-05,0.0,e95,-1.5310700000048527e-05,0.0,0.0,True,True,True,False
r1154,random_weighted,s1s2s3,weighted_gamma_0.5_rep_019,0.5,True,0.0001011367,0.0001011367,1.0,385,33,33.17884193528792,1.9777376177014256,1.2062241042940869,True,2.3312356588239394e-09,0.0,0.0,1.5310700000048527e-05,0.0001011367,0.00010113670000000408,0.0001164474000000526,3.607366408354058e-05,-3.7071879975938347e-06,1.1603512002454692e-05,4.2023420357764616e-05,-4.105278410497417e-06,1.120542158955111e-05,4.459935963010589e-05,5.045287529475886e-07,1.5815228752996116e-05,4.081810581455289e-05,-4.029407992322074e-06,1.1281292007726453e-05,3.9969017624219226e-05,-3.003805846085809e-06,1.2306894153962718e-05,3.02768311155895e-05,-1.5310700000048527e-05,0.0,e95,-1.5310700000048527e-05,0.0,0.0,True,True,True,True
r1155,random_weighted,s1s2s3,weighted_gamma_0.5_rep_020,0.5,True,0.0001011367,0.0001011367,1.0,385,27,27.25534616868284,3.6468259975493207,1.3802645093715704,True,2.0372853357967082e-09,0.0,0.0,1.5310700000048527e-05,0.0001011367,0.00010113670000000408,0.0001164474000000526,6.113299257009389e-05,-2.691268058846284e-06,1.2619431941202243e-05,6.800325475428816e-05,-7.176007316106163e-06,8.134692683942364e-06,7.39887565887368e-05,3.856356907598323e-06,1.916705690764685e-05,6.68177046956061e-05,-5.99161571577828e-06,9.319084284270247e-06,6.307569670297857e-05,-7.376885261061253e-06,7.933814738987275e-06,5.8150517609476064e-05,-1.5310700000048527e-05,0.0,e95,-1.5310700000048527e-05,0.0,0.0,True,True,True,True
r1156,random_weighted,s1s2s3,weighted_gamma_0.5_rep_021,0.5,True,0.0001011367,0.0001011367,1.0,385,25,25.184038644538973,6.6125187237266,1.689505391778455,True,1.664388085499568e-09,0.0,0.0,1.5310700000048527e-05,0.0001011367,0.00010113670000000408,0.0001164474000000526,9.254418813568636e-05,-1.525414592644012e-06,1.3785285407404515e-05,0.000105496953795,-4.96791074507439e-06,1.0342789254974138e-05,0.0001134136236083,1.3431410531160011e-05,2.874211053120854e-05,0.0001012836833345,-6.971571557819504e-06,8.339128442229023e-06,9.58352677667892e-05,-9.323265562597485e-06,5.9874344374510424e-06,9.351030542046636e-05,-1.5310700000048527e-05,0.0,e95,-1.5310700000048527e-05,0.0,0.0,True,True,False,False
r1157,random_weighted,s1s2s3,weighted_gamma_0.5_rep_022,0.5,True,0.0001011367,0.0001011367,1.0,385,34,34.34424092589808,3.710993175812504,1.3869553963446264,True,2.0274571567870594e-09,0.0,0.0,1.5310700000048527e-05,0.0001011367,0.00010113670000000408,0.0001164474000000526,6.256498349070799e-05,-1.82817070106553e-06,1.3482529298982997e-05,7.357207139678624e-05,-7.751124193992073e-07,1.453558758064932e-05,7.76626081352181e-05,7.717821046491992e-06,2.302852104654052e-05,7.32833028411236e-05,1.6947750778442602e-06,1.7005475077892787e-05,6.720998085842957e-05,-2.8824553496991262e-06,1.2428244650349401e-05,5.9082469572309965e-05,-1.5310700000048527e-05,0.0,e95,-1.5310700000048527e-05,0.0,0.0,True,True,True,True
r1158,random_weighted,s1s2s3,weighted_gamma_0.5_rep_023,0.5,True,0.0001011367,0.0001011367,1.0,385,27,27.33761615177332,2.7105486799462164,1.2826363156893679,True,2.1923538341045646e-09,0.0,0.0,1.5310700000048527e-05,0.0001011367,0.00010113670000000408,0.0001164474000000526,4.711349903816734e-05,-4.2870927358095115e-06,1.1023607264239016e-05,5.317696525172991e-05,-6.89140210031695e-06,8.419297899731577e-06,5.824359335005541e-05,1.666662013241068e-06,1.6977362013289595e-05,4.99316100422296e-05,-8.957444499545328e-06,6.353255500503199e-06,5.165137566865114e-05,-3.942308202091937e-06,1.136839179795659e-05,4.344622791046253e-05,-1.5310700000048527e-05,0.0,e95,-1.5310700000048527e-05,0.0,0.0,True,True,True,True
r1159,random_weighted,s1s2s3,weighted_gamma_0.5_rep_024,0.5,True,0.0001011367,0.0001011367,1.0,385,29,29.199997008213177,2.333803242150822,1.2433520396757876,True,2.2616222555894854e-09,0.0,0.0,1.5310700000048527e-05,0.0001011367,0.00010113670000000408,0.0001164474000000526,4.112717808122178e-05,-4.585909829674502e-06,1.0724790170374025e-05,4.4174097284116826e-05,-9.736094873262617e-06,5.57460512678591e-06,4.9332650682468506e-05,-1.5490180272330621e-06,1.3761681972815465e-05,4.336605088204859e-05,-8.935619813864114e-06,6.375080186184413e-06,4.188918154592606e-05,-8.353057317787153e-06,6.957642682261374e-06,3.687788587051128e-05,-1.5310700000048527e-05,0.0,e95,-1.5310700000048527e-05,0.0,0.0,True,True,True,True
r1160,random_weighted,s1s2s3,weighted_gamma_0.5_rep_025,0.5,True,0.0001011367,0.0001011367,1.0,385,20,20.81146197135316,3.0727616335530317,1.3204052498759367,True,2.1296436413953625e-09,0.0,0.0,1.5310700000048527e-05,0.0001011367,0.00010113670000000408,0.0001164474000000526,5.127378270524487e-05,-5.662537670244306e-06,9.64816232980422e-06,5.652331767707129e-05,-1.0499848431945314e-05,4.810851568103213e-06,6.219362822449558e-05,-6.781152428539519e-07,1.4632584757194575e-05,5.703198737482814e-05,-7.4514640493617695e-06,7.859235950686758e-06,5.474305086982662e-05,-7.2890758716806465e-06,8.02162412836788e-06,4.939268931777217e-05,-1.5310700000048527e-05,0.0,e95,-1.5310700000048527e-05,0.0,0.0,True,True,True,True
r1161,random_weighted,s1s2s3,weighted_gamma_0.5_rep_026,0.5,True,0.0001011367,0.0001011367,1.0,385,32,32.26147134126582,1.0848476088095698,1.1131200238191283,True,2.526225909417528e-09,0.0,0.0,1.5310700000048527e-05,0.0001011367,0.00010113670000000408,0.0001164474000000526,1.4292508523450298e-05,-9.992350879599717e-06,5.3183491204488104e-06,1.8457702009611883e-05,-9.511008932825848e-06,5.7996910672226795e-06,1.91686765941856e-05,-7.895362473368203e-06,7.415337526680324e-06,1.864420037128876e-05,-8.464300797862976e-06,6.8463992021855515e-06,1.7775335610181442e-05,-8.307079559408534e-06,7.003620440639993e-06,1.178698201987443e-05,-1.5310700000048527e-05,0.0,e95,-1.5310700000048527e-05,0.0,0.0,True,True,True,True
r1162,random_weighted,s1s2s3,weighted_gamma_0.5_rep_027,0.5,True,0.0001011367,0.0001011367,1.0,385,26,26.464025373528656,2.3972910609580818,1.2499720879824616,True,2.2496443492607026e-09,0.0,0.0,1.5310700000048527e-05,0.0001011367,0.00010113670000000408,0.0001164474000000526,4.275504680780459e-05,-3.794679308241573e-06,1.1516020691806954e-05,4.6505427571774166e-05,-8.288547671466052e-06,7.022152328582475e-06,5.191125872156261e-05,2.900061619797524e-07,1.560070616202828e-05,4.6909046235625145e-05,-5.9297675466708715e-06,9.380932453377656e-06,4.504848841716886e-05,-5.770781011619121e-06,9.539918988429407e-06,3.8013684608282374e-05,-1.5310700000048527e-05,0.0,e95,-1.5310700000048527e-05,0.0,0.0,True,True,True,True
r1163,random_weighted,s1s2s3,weighted_gamma_0.5_rep_028,0.5,True,0.0001011367,0.0001011367,1.0,385,35,35.333677324858904,3.5022334795039183,1.3651874525088963,True,2.0597850055650276e-09,0.0,0.0,1.5310700000048527e-05,0.0001011367,0.00010113670000000408,0.0001164474000000526,6.200122908605735e-05,1.0245971437936502e-06,1.6335297143842177e-05,6.902034023369728e-05,-2.8067224371276713e-06,1.2503977562920856e-05,7.514605536868338e-05,8.216956850756984e-06,2.352765685080551e-05,6.761603477324632e-05,-2.014938467511884e-06,1.3295761532536643e-05,6.680754627912664e-05,5.111539895896435e-07,1.582185398963817e-05,5.601699812604984e-05,-1.5310700000048527e-05,0.0,e95,-1.5310700000048527e-05,0.0,0.0,True,True,True,True
r1164,random_weighted,s1s2s3,weighted_gamma_0.5_rep_029,0.5,True,0.0001011367,0.0001011367,1.0,385,29,29.33623651846263,3.8059442048051846,1.3968561995303248,True,2.013086705280642e-09,0.0,0.0,1.5310700000048527e-05,0.0001011367,0.00010113670000000408,0.0001164474000000526,6.587385681910247e-05,1.1462592506000785e-06,1.6456959250648606e-05,7.436856554974612e-05,-1.564802874434864e-06,1.3745897125613663e-05,8.083245990588524e-05,1.0356011463917659e-05,2.5666711463966186e-05,7.365602128163356e-05,3.8371502330892583e-07,1.5694415023357453e-05,6.802018526291754e-05,-3.5441307967672755e-06,1.1766569203281252e-05,6.044514016215747e-05,-1.5310700000048527e-05,0.0,e95,-1.5310700000048527e-05,0.0,0.0,True,True,True,True
r1165,random_weighted,s1s2s3,weighted_gamma_0.5_rep_030,0.5,True,0.0001011367,0.0001011367,1.0,385,32,32.21254542493588,2.8277304954466165,1.2948551837155553,True,2.1716657428782108e-09,0.0,0.0,1.5310700000048527e-05,0.0001011367,0.00010113670000000408,0.0001164474000000526,4.871039551774738e-05,-4.441481582371902e-06,1.0869218417676625e-05,5.616551101362727e-05,-5.618529934827533e-06,9.692170065220995e-06,5.988741170169415e-05,1.3492478775857704e-06,1.6659947877634298e-05,5.645007527104616e-05,-3.0628540347436465e-06,1.224784596530488e-05,4.990300625117142e-05,-8.609606727002635e-06,6.701093273045892e-06,4.5407965400871794e-05,-1.5310700000048527e-05,0.0,e95,-1.5310700000048527e-05,0.0,0.0,True,True,True,True
r1166,random_weighted,s1s2s3,weighted_gamma_0.5_rep_031,0.5,True,0.0001011367,0.0001011367,1.0,385,25,25.83649029687869,2.83815249368397,1.295941913943173,True,2.1698446621787773e-09,0.0,0.0,1.5310700000048527e-05,0.0001011367,0.00010113670000000408,0.0001164474000000526,5.1022221172272046e-05,-1.6413885335995467e-06,1.366931146644898e-05,5.722064276135822e-05,-4.478854246159494e-06,1.0831845753889034e-05,6.183665158623039e-05,3.659598912754785e-06,1.8970298912803312e-05,5.478784060917915e-05,-5.436356870603835e-06,9.874343129444692e-06,5.37126659294214e-05,-3.888165532396073e-06,1.1422534467652454e-05,4.558064843102904e-05,-1.5310700000048527e-05,0.0,e95,-1.5310700000048527e-05,0.0,0.0,True,True,True,True
r1167,random_weighted,s1s2s3,weighted_gamma_0.5_rep_032,0.5,True,0.0001011367,0.0001011367,1.0,385,27,27.329392638966237,3.863182679140789,1.4028246116166239,True,2.00452189188696e-09,0.0,0.0,1.5310700000048527e-05,0.0001011367,0.00010113670000000408,0.0001164474000000526,6.551733574800922e-05,-3.27330578928393e-07,1.4983369421120134e-05,7.430803590440417e-05,-2.7916948243079606e-06,1.2519005175740567e-05,8.008507596894838e-05,8.247651289743711e-06,2.355835128979224e-05,7.331694334506051e-05,-1.193910996222957e-06,1.411678900382557e-05,6.7135921692778e-05,-5.860869781703409e-06,9.449830218345118e-06,6.125729413754912e-05,-1.5310700000048527e-05,0.0,e95,-1.5310700000048527e-05,0.0,0.0,True,True,True,True
r1168,random_weighted,s1s2s3,weighted_gamma_0.5_rep_033,0.5,True,0.0001011367,0.0001011367,1.0,385,28,28.00983350492035,2.6373570321206885,1.275004422621486,True,2.2054767768426332e-09,0.0,0.0,1.5310700000048527e-05,0.0001011367,0.00010113670000000408,0.0001164474000000526,4.917774501693738e-05,-2.6722442141480403e-07,1.5043475578633723e-05,5.663757129891035e-05,-8.571167305011557e-07,1.4453583269547372e-05,6.0301537758638506e-05,5.818270015858459e-06,2.1128970015906986e-05,5.425025053645341e-05,-1.8610058339882146e-06,1.3449694166060313e-05,5.297486012144702e-05,-7.536900517554531e-07,1.4557009948293074e-05,4.220185169072867e-05,-1.5310700000048527e-05,0.0,e95,-1.5310700000048527e-05,0.0,0.0,True,True,True,True
r1169,random_weighted,s1s2s3,weighted_gamma_0.5_rep_034,0.5,True,0.0001011367,0.0001011367,1.0,385,29,29.13630564072664,3.661478390073649,1.381792354368323,True,2.035032713543147e-09,0.0,0.0,1.5310700000048527e-05,0.0001011367,0.00010113670000000408,0.0001164474000000526,6.0015634465592295e-05,-4.49166112237273e-06,1.0819038877675797e-05,6.894550472225113e-05,-6.176072361886682e-06,9.134627638161845e-06,7.37973125395534e-05,3.3100396626662792e-06,1.8620739662714806e-05,6.453225649172266e-05,-9.442167352280602e-06,5.868532647767925e-06,6.222545524320053e-05,-8.834810174774183e-06,6.475889825274345e-06,5.8364121343053754e-05,-1.5310700000048527e-05,0.0,e95,-1.5310700000048527e-05,0.0,0.0,True,True,True,True
r1170,random_weighted,s1s2s3,weighted_gamma_0.5_rep_035,0.5,True,0.0001011367,0.0001011367,1.0,385,29,29.780341808535564,5.232132972274643,1.5455687984581068,True,1.8193901476716176e-09,0.0,0.0,1.5310700000048527e-05,0.0001011367,0.00010113670000000408,0.0001164474000000526,8.007466165016584e-05,-1.1605764629970161e-06,1.4150123537051511e-05,9.266928240366757e-05,-1.7340435965070271e-06,1.35766564035415e-05,9.795133480532478e-05,1.0405006101802446e-05,2.5715706101850973e-05,9.224659784698216e-05,1.659643369825777e-06,1.6970343369874304e-05,8.613235971417515e-05,-2.3675763651105045e-06,1.2943123634938023e-05,7.881231549347647e-05,-1.5310700000048527e-05,0.0,e95,-1.5310700000048527e-05,0.0,0.0,True,True,True,False
r1171,random_weighted,s1s2s3,weighted_gamma_0.5_rep_036,0.5,True,0.0001011367,0.0001011367,1.0,385,26,26.607781967559234,1.7394946183537021,1.1813818559062985,True,2.38025717967889e-09,0.0,0.0,1.5310700000048527e-05,0.0001011367,0.00010113670000000408,0.0001164474000000526,3.5513381724676435e-05,4.230010898199923e-07,1.573370108986852e-05,3.5229134434592653e-05,-6.57515124313066e-06,8.735548756917867e-06,4.225024123375936e-05,3.0410915967614665e-06,1.8351791596809994e-05,3.3332609094962976e-05,-7.4701993203649155e-06,7.840500679683612e-06,3.616085873353348e-05,-2.326086662648545e-06,1.2984613337399982e-05,2.56283908972132e-05,-1.5310700000048527e-05,0.0,e95,-1.5310700000048527e-05,0.0,0.0,True,True,True,True
r1172,random_weighted,s1s2s3,weighted_gamma_0.5_rep_037,0.5,True,0.0001011367,0.0001011367,1.0,385,22,22.339750506580557,2.2946433063858183,1.2392687261942266,True,2.2690741604518042e-09,0.0,0.0,1.5310700000048527e-05,0.0001011367,0.00010113670000000408,0.0001164474000000526,4.180924809966415e-05,-2.97360129512115e-06,1.2337098704927377e-05,4.5010194313379715e-05,-7.795362577012558e-06,7.515337423035969e-06,5.022516181256121e-05,4.1080954089028736e-07,1.5721509540938815e-05,4.32835917527455e-05,-8.160215544271772e-06,7.150484455776755e-06,4.255326720995808e-05,-6.687039567409664e-06,8.623660432638863e-06,3.617126286776905e-05,-1.5310700000048527e-05,0.0,e95,-1.5310700000048527e-05,0.0,0.0,True,True,True,True
r1173,random_weighted,s1s2s3,weighted_gamma_0.5_rep_038,0.5,True,0.0001011367,0.0001011367,1.0,385,26,26.20678893772807,2.820259607144444,1.2940761737828894,True,2.17297304550722e-09,0.0,0.0,1.5310700000048527e-05,0.0001011367,0.00010113670000000408,0.0001164474000000526,5.1336047497548705e-05,-9.032601979837795e-07,1.4407439802064748e-05,5.722749204726874e-05,-4.0810116143325735e-06,1.1229688385715954e-05,6.299917529156268e-05,5.5307653302359765e-06,2.0841465330284504e-05,5.122063002708754e-05,-9.672920855705841e-06,5.637779144342686e-06,5.331212650868655e-05,-4.043354601190305e-06,1.1267345398858222e-05,4.528400110901956e-05,-1.5310700000048527e-05,0.0,e95,-1.5310700000048527e-05,0.0,0.0,True,True,True,True
r1174,random_weighted,s1s2s3,weighted_gamma_0.5_rep_039,0.5,True,0.0001011367,0.0001011367,1.0,385,25,25.976360447189336,3.0295707130898415,1.3159016146078222,True,2.136932285246414e-09,0.0,0.0,1.5310700000048527e-05,0.0001011367,0.00010113670000000408,0.0001164474000000526,5.3805791874941566e-05,-1.5303624066422873e-06,1.378033759340624e-05,6.130431712855772e-05,-3.2664419211313e-06,1.2044258078917227e-05,6.558385186831884e-05,4.666814493285479e-06,1.9977514493334006e-05,5.936474227638923e-05,-3.475404875565369e-06,1.1835295124483158e-05,5.894235647489769e-05,-8.912755790715682e-07,1.4419424420976959e-05,4.8701547455509053e-05,-1.5310700000048527e-05,0.0,e95,-1.5310700000048527e-05,0.0,0.0,True,True,True,True
r1175,random_weighted,s1s2s3,weighted_gamma_0.5_rep_040,0.5,True,0.0001011367,0.0001011367,1.0,385,20,20.986921265061603,3.309057914421787,1.3450445086097664,True,2.0906316679213886e-09,0.0,0.0,1.5310700000048527e-05,0.0001011367,0.00010113670000000408,0.0001164474000000526,5.925884760958455e-05,6.993101084989533e-07,1.601001010854748e-05,6.351574178819286e-05,-6.248828129373641e-06,9.061871870674886e-06,7.112653576562269e-05,6.5021872735719345e-06,2.181288727362046e-05,5.950918525107269e-05,-9.078319186709205e-06,6.232380813339322e-06,5.878219289985428e-05,-6.626539007171552e-06,8.684160992876975e-06,5.3091979411835376e-05,-1.5310700000048527e-05,0.0,e95,-1.5310700000048527e-05,0.0,0.0,True,True,True,True
r1176,random_weighted,s1s2s3,weighted_gamma_0.5_rep_041,0.5,True,0.0001011367,0.0001011367,1.0,385,26,26.92661897523252,2.7947868513651493,1.2914200599498566,True,2.1774422836304148e-09,0.0,0.0,1.5310700000048527e-05,0.0001011367,0.00010113670000000408,0.0001164474000000526,4.89365367281729e-05,-3.530207944964079e-06,1.1780492055084448e-05,5.502132785979222e-05,-6.376354179045543e-06,8.934345821002984e-06,5.998232062512611e-05,2.1537968594371505e-06,1.7464496859485678e-05,5.459164107604504e-05,-4.769535320891369e-06,1.0541164679157158e-05,5.13304249079072e-05,-6.084525618114603e-06,9.226174381933924e-06,4.486020792849375e-05,-1.5310700000048527e-05,0.0,e95,-1.5310700000048527e-05,0.0,0.0,True,True,True,True
r1177,random_weighted,s1s2s3,weighted_gamma_0.5_rep_042,0.5,True,0.0001011367,0.0001011367,1.0,385,30,30.88351971987801,1.1085821459274132,1.1155948888437668,True,2.52062166345865e-09,0.0,0.0,1.5310700000048527e-05,0.0001011367,0.00010113670000000408,0.0001164474000000526,2.133757222279081e-05,-2.664223376924617e-06,1.264647662312391e-05,2.401583569648252e-05,-3.922289074929915e-06,1.1388410925118612e-05,2.6965415228962755e-05,2.1052623491542833e-07,1.5521226234963955e-05,2.431061000192015e-05,-2.7359689899014775e-06,1.257473101014705e-05,2.6008711505934837e-05,3.0739563132704847e-07,1.5618095631375576e-05,1.231840172808839e-05,-1.5310700000048527e-05,0.0,e95,-1.5310700000048527e-05,0.0,0.0,True,True,True,True
r1178,random_weighted,s1s2s3,weighted_gamma_0.5_rep_043,0.5,True,0.0001011367,0.0001011367,1.0,385,29,29.185383436663948,5.457462779108416,1.5690645529854703,True,1.7921459248524523e-09,0.0,0.0,1.5310700000048527e-05,0.0001011367,0.00010113670000000408,0.0001164474000000526,8.218715508439584e-05,-1.3444576419640577e-06,1.396624235808447e-05,9.788360369465144e-05,2.3819395240245545e-06,1.769263952407308e-05,0.0001019893666585,1.2970622234938114e-05,2.828132223498664e-05,9.425811325968934e-05,9.145751918600417e-07,1.622527519190857e-05,8.973351433652452e-05,-5.285173686553422e-07,1.4782182631393185e-05,8.139573475224952e-05,-1.5310700000048527e-05,0.0,e95,-1.5310700000048527e-05,0.0,0.0,True,True,True,False
r1179,random_weighted,s1s2s3,weighted_gamma_0.5_rep_044,0.5,True,0.0001011367,0.0001011367,1.0,385,26,26.545588235180116,3.1682450241611675,1.3303615638616142,True,2.113705567606021e-09,0.0,0.0,1.5310700000048527e-05,0.0001011367,0.00010113670000000408,0.0001164474000000526,5.396051728849529e-05,-3.857455798086544e-06,1.1453244201961983e-05,6.22552988305259e-05,-4.956927513275573e-06,1.0353772486772954e-05,6.645687225919075e-05,3.0398561072494186e-06,1.8350556107297946e-05,5.938453016001031e-05,-6.325498622185348e-06,8.98520137786318e-06,5.366719427433663e-05,-1.0647948427328449e-05,4.6627515727200785e-06,5.090400887525898e-05,-1.5310700000048527e-05,0.0,e95,-1.5310700000048527e-05,0.0,0.0,True,True,True,True
r1180,random_weighted,s1s2s3,weighted_gamma_0.5_rep_045,0.5,True,0.0001011367,0.0001011367,1.0,385,26,26.380778874637876,5.019764241564584,1.5234245307459693,True,1.8458365266616806e-09,0.0,0.0,1.5310700000048527e-05,0.0001011367,0.00010113670000000408,0.0001164474000000526,7.903402203308391e-05,5.513708658655669e-07,1.5862070865914094e-05,8.846750426036815e-05,-4.3033684823085385e-06,1.1007331517739989e-05,9.586252916291397e-05,1.0776314484434364e-05,2.608701448448289e-05,8.522673859931723e-05,-5.357719333165458e-06,9.95298066688307e-06,8.203595889910814e-05,-5.015981439336815e-06,1.0294718560711712e-05,7.630455136083007e-05,-1.5310700000048527e-05,0.0,e95,-1.5310700000048527e-05,0.0,0.0,True,True,True,False
r1181,random_weighted,s1s2s3,weighted_gamma_0.5_rep_046,0.5,True,0.0001011367,0.0001011367,1.0,385,30,30.867021164220713,1.2646630744682643,1.1318698736534958,True,2.484378027826358e-09,0.0,0.0,1.5310700000048527e-05,0.0001011367,0.00010113670000000408,0.0001164474000000526,2.314161852896139e-05,-4.001569501913907e-06,1.130913049813462e-05,2.2780720694379133e-05,-9.253779064015503e-06,6.056920936033024e-06,2.7898921433708285e-05,-2.4997750837843632e-06,1.2810924916264164e-05,2.110712093718803e-05,-1.016987861627475e-05,5.140821383773777e-06,2.095465006618096e-05,-9.03171709397076e-06,6.278982906077767e-06,1.5755185626160572e-05,-1.5310700000048527e-05,0.0,e95,-1.5310700000048527e-05,0.0,0.0,True,True,True,True
r1182,random_weighted,s1s2s3,weighted_gamma_0.5_rep_047,0.5,True,0.0001011367,0.0001011367,1.0,385,26,26.435028396184283,0.17250722714973601,1.0179877998400162,True,2.76230485758795e-09,0.0,0.0,1.5310700000048527e-05,0.0001011367,0.00010113670000000408,0.0001164474000000526,6.7412194455834e-07,-3.4325039184869556e-06,1.1878196081561572e-05,-4.2411705992632865e-06,-9.096922706972124e-06,6.2137772930764035e-06,-1.494090490283262e-07,-4.800491685342422e-06,1.0510208314706105e-05,-3.502453829724262e-06,-8.211486339742622e-06,7.099213660305905e-06,-2.0173204802912323e-06,-6.5208465036191406e-06,8.789853496429387e-06,-1.0599081452826934e-05,-1.5310700000048527e-05,0.0,e95,-1.5310700000048527e-05,0.0,0.0,True,True,False,False
r1183,random_weighted,s1s2s3,weighted_gamma_0.5_rep_048,0.5,True,0.0001011367,0.0001011367,1.0,385,27,27.554821272885277,1.6445309143957652,1.1714797310673468,True,2.4003766944403765e-09,0.0,0.0,1.5310700000048527e-05,0.0001011367,0.00010113670000000408,0.0001164474000000526,2.8275217973502945e-05,-6.140682490483343e-06,9.170017509565184e-06,3.197990758367285e-05,-8.099345907474015e-06,7.211354092574512e-06,3.5591906088777906e-05,-2.618479812610556e-06,1.2692220187437971e-05,3.324109425556824e-05,-5.349871712159954e-06,9.960828287888573e-06,2.7644281398967264e-05,-1.0201978210374444e-05,5.108721789674083e-06,2.3720568374361787e-05,-1.5310700000048527e-05,0.0,e95,-1.5310700000048527e-05,0.0,0.0,True,True,True,True
r1184,random_weighted,s1s2s3,weighted_gamma_0.5_rep_049,0.5,True,0.0001011367,0.0001011367,1.0,385,22,22.24249945542376,4.25693848595585,1.4438826052777802,True,1.9475216573596422e-09,0.0,0.0,1.5310700000048527e-05,0.0001011367,0.00010113670000000408,0.0001164474000000526,7.066365792259767e-05,3.921213263241558e-07,1.5702821326372683e-05,7.881035623004461e-05,-4.149281083415743e-06,1.1161418916632784e-05,8.587328117788012e-05,9.283093632735516e-06,2.4593793632784043e-05,7.319768681376891e-05,-8.960639850888902e-06,6.350060149159625e-06,6.923516132021489e-05,-1.0270029407679344e-05,5.0406705923691835e-06,6.666231173008025e-05,-1.5310700000048527e-05,0.0,e95,-1.5310700000048527e-05,0.0,0.0,True,True,True,True
r1185,random_weighted,s1s2s3,weighted_gamma_0.5_rep_050,0.5,True,0.0001011367,0.0001011367,1.0,385,31,31.70619421944122,0.21996699448909632,1.022936559433788,True,2.7489413869613e-09,0.0,0.0,1.5310700000048527e-05,0.0001011367,0.00010113670000000408,0.0001164474000000526,-2.5160583175205613e-07,-5.5092695904124135e-06,9.801430409636114e-06,-1.5292937023740507e-06,-7.658747354146273e-06,7.651952645902254e-06,4.223598581233018e-07,-5.495202870869647e-06,9.81549712917888e-06,-1.1495486828457723e-06,-7.1001511761509245e-06,8.210548823897603e-06,1.618248150836237e-06,-4.040889525447068e-06,1.126981047460146e-05,-9.331897301160745e-06,-1.5310700000048527e-05,0.0,e95,-1.5310700000048527e-05,0.0,0.0,True,True,False,False
