candidate,direction,actual_anchor_score_final,anchor_delta_vs_mixmin,mean_actual_anchor,min_set_score,max_set_score,mean_abs_prob_move_vs_mixmin,mean_abs_logit_move_vs_mixmin,max_abs_logit_move_vs_mixmin,pred_index,band,target_mask,base_cell_gate,transition_gate,row_gate,weight,cap,active_gate_mean,hash,world_all_worlds,world_all_better_rate,world_all_median_delta,world_all_p90_delta,world_all_max_delta,raw_energy_half_worlds,raw_energy_half_better_rate,raw_energy_half_median_delta,raw_energy_half_p90_delta,raw_energy_half_max_delta,raw_energy_quarter_worlds,raw_energy_quarter_better_rate,raw_energy_quarter_median_delta,raw_energy_quarter_p90_delta,raw_energy_quarter_max_delta,low_slack_half_worlds,low_slack_half_better_rate,low_slack_half_median_delta,low_slack_half_p90_delta,low_slack_half_max_delta,mean_prob_delta_Q1,mean_abs_prob_delta_Q1,mean_prob_delta_Q2,mean_abs_prob_delta_Q2,mean_prob_delta_Q3,mean_abs_prob_delta_Q3,mean_prob_delta_S1,mean_abs_prob_delta_S1,mean_prob_delta_S2,mean_abs_prob_delta_S2,mean_prob_delta_S3,mean_abs_prob_delta_S3,mean_prob_delta_S4,mean_abs_prob_delta_S4,world_support_score,prefilter_keep,anchor_beats_mixmin,anchor_margin_gate,movement_guard,world_guard,eligible_submission_gate,diagnostic_reverse_gate,selection_score
toward_teacher|raw_energy_quarter|no_s3|all|trans_safe_not_opposed|all|w0.024|c0.080,toward_teacher,0.5777340439128188,-4.4379382857506755e-07,0.5776000112919366,0.5772282168514925,0.5780381582447776,0.00019591885554258532,0.0009661799152358691,0.0019200000000028083,195962.0,raw_energy_quarter,no_s3,all,trans_safe_not_opposed,all,0.024,0.08,0.508,ceb78c50,45.0,0.7555555555555555,-3.5745439020851144e-05,1.7091426769377812e-05,4.05852342815205e-05,22.0,1.0,-0.00018179518148275786,-8.517232996391177e-05,-3.5745439020851144e-05,11.0,1.0,-0.0003961952002015101,-0.0001872808957685823,-0.0001861837529113508,22.0,0.7272727272727273,-2.692040329621559e-05,1.74823804417246e-05,3.0057617595335984e-05,1.5905760417130933e-05,0.0002165545657216515,0.0001303767181200124,0.0002846504934122973,0.00015693192541845258,0.000245386298320274,0.00012573615707439517,0.0002079005349532704,0.00010973814083083832,0.0002525010736716274,1.5543122344752192e-18,9.547918011776345e-18,2.0911465415677454e-05,0.00016443902271896693,-0.0004465899680457408,True,True,False,True,True,False,False,-4.4379382857506755e-07
toward_teacher|raw_energy_quarter|all|all|trans_bal_raw_consensus|support_row_top50|w0.070|c0.080,toward_teacher,0.5777340444006533,-4.433059940245343e-07,0.577599180525541,0.5772241601643717,0.5780403464980882,0.00025051923477994396,0.001152000000000083,0.005600000000003824,183226.0,raw_energy_quarter,all,all,trans_bal_raw_consensus,support_row_top50,0.07,0.08,0.2057142857142857,4210cd76,45.0,0.6222222222222222,-2.57913471382043e-05,2.8608652861916717e-05,6.38086528618187e-05,22.0,1.0,-0.00029299134713811625,-9.971134713810947e-05,-1.619134713815029e-05,11.0,1.0,-0.0005921913471380602,-0.0003073913471379752,-0.00030099134713812425,22.0,0.6818181818181818,-2.419134713810278e-05,9.408652862019639e-06,3.500865286187871e-05,2.7530820199183235e-05,0.0002683425715577163,0.00024661830330183345,0.00034127561033242527,0.00017312251722239203,0.0002398013879314045,0.00016870456185785892,0.00026522170142049813,0.00023524794977446739,0.000245637033730303,0.0001722521584721739,0.00020435230059708153,4.752146959589487e-05,0.00018900403789017905,-0.0006716183186363745,True,True,False,True,True,False,False,-4.433059940245343e-07
toward_teacher|raw_energy_quarter|no_s3|all|trans_bal_agree_abs50|all|w0.070|c0.080,toward_teacher,0.5777340451402252,-4.42566422176327e-07,0.577599424301588,0.5772238788072149,0.5780402718871684,0.0003192690351144295,0.001593763096069181,0.005600000000003824,195425.0,raw_energy_quarter,no_s3,all,trans_bal_agree_abs50,all,0.07,0.08,0.28685714285714287,9d00b2df,45.0,0.8,-6.901969981865097e-05,1.698371694158764e-05,4.505045793434803e-05,22.0,1.0,-0.0003305575331484789,-0.0001738183317251396,-8.43543461467311e-05,11.0,1.0,-0.0006789280239256623,-0.0003497575331484759,-0.0003337575331484599,22.0,0.8181818181818182,-5.1338782995624666e-05,3.1304579343749485e-06,4.505045793434803e-05,-1.630737983851671e-05,0.0003474521052304149,0.00023790494943162587,0.00046112765706638403,0.00017575055894853808,0.00039062537747424177,0.0002579835255805211,0.00035558017146740064,0.00027576087752996146,0.0004289011015581715,1.5543122344752192e-18,9.547918011776345e-18,3.114785643512008e-05,0.000251196833004384,-0.0007732693771946464,True,True,False,True,True,False,False,-4.42566422176327e-07
toward_teacher|raw_energy_quarter|no_s3|all|trans_bal_agree|all|w0.070|c0.030,toward_teacher,0.5777340492251907,-4.384814566993356e-07,0.5775999762952777,0.5772281504697487,0.5780382105838262,0.0002183469878734417,0.0010976321698906249,0.0021000000000035435,195276.0,raw_energy_quarter,no_s3,all,trans_bal_agree,all,0.07,0.03,0.5245714285714286,a5d860df,45.0,0.7333333333333333,-3.654532665919863e-05,1.621839002683424e-05,4.402109182755076e-05,22.0,1.0,-0.00020237390899058294,-9.568892881111069e-05,-3.9978908172533245e-05,11.0,1.0,-0.0004366057988490768,-0.00020837390899075547,-0.00020837390899053343,22.0,0.7272727272727273,-3.077556275410398e-05,1.7714201150831367e-05,3.5962961921209846e-05,1.5036882075828484e-05,0.0002452219835715879,0.00014311789779394247,0.00031185484575339296,0.0001732383194308421,0.000271074843579118,0.00014200057049781678,0.00023385093881787987,0.00012493432819574534,0.0002837139876190511,1.5543122344752192e-18,9.547918011776345e-18,2.5483188270117642e-05,0.00018271231577305258,-0.0004923538087626856,True,True,False,True,True,False,False,-4.384814566993356e-07
toward_teacher|low_slack_half|s_all|all|trans_bal_agree|all|w0.070|c0.080,toward_teacher,0.5777340527725324,-4.3493411494566203e-07,0.5775981810240185,0.5772219721552497,0.5780421550902545,0.0003398488994251296,0.0018789565908465633,0.005600000000003824,295631.0,low_slack_half,s_all,all,trans_bal_agree,all,0.07,0.08,0.34514285714285714,2b4b4b4c,45.0,1.0,-0.00019343096612245425,-0.00010764972741093003,-8.803150061265086e-05,22.0,1.0,-0.00028162067035680804,-0.00011675425293794496,-9.682540965261222e-05,11.0,1.0,-0.0004038267891738334,-0.00028482067035684455,-0.00028482067035673353,22.0,1.0,-0.0002385865700928469,-0.00016944417994273485,-0.00012739834414277063,-7.771561172376096e-19,9.547918011776345e-18,7.993605777301126e-18,1.0658141036401503e-17,9.992007221626408e-19,9.436895709313831e-18,0.0003101783303839171,0.0006560551668506964,0.00024092597456991437,0.0006288413459973556,0.0002914418644064128,0.0005590890352005294,-8.017604641382925e-05,0.0005349567479272965,-0.00049437505337529,True,True,False,True,True,False,False,-4.3493411494566203e-07
toward_teacher|raw_energy_half|all|all|trans_block_good|teacher_row_top50|w0.050|c0.080,toward_teacher,0.5777340553115698,-4.3239507752090844e-07,0.5776001102429883,0.5772294286124771,0.5780375352332977,0.0002139364943722116,0.001042100062831627,0.004000000000002668,93932.0,raw_energy_half,all,all,trans_block_good,teacher_row_top50,0.05,0.08,0.264,a35c6dd7,45.0,0.9777777777777777,-6.299188002878431e-05,-1.0198807743821976e-05,5.744873825097585e-06,22.0,1.0,-0.00024229703208744624,-0.00014998456958393856,-7.93832786574189e-05,11.0,1.0,-0.0004077863957763217,-0.00024276714553994605,-0.00023746941902991203,22.0,0.9545454545454546,-4.578033250246527e-05,-9.136000015474979e-06,5.744873825097585e-06,1.7852576387401564e-05,0.0001932851836646724,5.0235565644161985e-05,0.00023227821060954178,5.655012834023121e-05,0.00022602978548982898,5.444403956669741e-05,0.00018902379381387747,6.0588009589601645e-05,0.0002258462153418257,1.2585396136512994e-05,0.0002183157452051835,8.923896761506289e-07,0.00021277652648055118,-0.00047477737016418664,True,True,False,True,True,False,False,-4.3239507752090844e-07
toward_teacher|raw_energy_quarter|q3_s|raw_agree|trans_block_good|all|w0.070|c0.080,toward_teacher,0.5777340719698638,-4.1573678355444343e-07,0.5775995854793612,0.5772251486190133,0.578039789603695,0.0001919526711180082,0.0008915319817695519,0.005600000000002936,203492.0,raw_energy_quarter,q3_s,raw_agree,trans_block_good,all,0.07,0.08,0.16,72d53c94,45.0,0.8222222222222222,-6.581503795766164e-05,1.149191973015551e-05,6.218496204235535e-05,22.0,1.0,-0.0001852357847389463,-0.00010621414659259808,-7.952627294582904e-05,11.0,1.0,-0.00042101503795743955,-0.00018843578473881628,-0.0001852357847389463,22.0,0.7727272727272727,-5.301503795757112e-05,1.1745398574070089e-05,3.018496204243437e-05,-7.771561172376096e-19,9.547918011776345e-18,7.993605777301126e-18,1.0658141036401503e-17,-2.0479236791745014e-06,0.00030303853043170084,0.00012541777412420496,0.0003192048244535458,0.00014582144329970171,0.00025161273560953733,0.00011998500645390242,0.0002469795621537557,-1.663537501382806e-05,0.00022283304517749746,-0.00047470548793790977,True,True,False,True,True,False,False,-4.1573678355444343e-07
toward_teacher|raw_energy_half|no_q2|all|trans_block_good|teacher_row_top50|w0.070|c0.080,toward_teacher,0.5777340723529799,-4.153536674600389e-07,0.5776000330842922,0.5772294138201737,0.5780375330815275,0.00025304939243992624,0.001249923270850305,0.00560000000000116,100456.0,raw_energy_half,no_q2,all,trans_block_good,teacher_row_top50,0.07,0.08,0.22628571428571428,12029f62,45.0,0.9333333333333333,-7.062206306462926e-05,-1.0126170642532625e-05,2.1589583504066923e-05,22.0,1.0,-0.0002845448833218578,-0.00017527902726001133,-9.59572199628056e-05,11.0,1.0,-0.00048532158392944336,-0.0002862946335984162,-0.0002830946335983242,22.0,0.9090909090909091,-5.714223271835461e-05,-9.385186990185084e-06,1.3622193512641267e-05,2.498549887691304e-05,0.0002706107250359733,7.993605777301126e-18,1.0658141036401503e-17,7.912734148819134e-05,0.00031642050326203077,7.620437830975024e-05,0.00026465376672199357,8.480668007749592e-05,0.00031615447207038714,1.760488762570006e-05,0.00030563331620796235,1.268693971051671e-06,0.0002978729637811256,-0.0005639574486355104,True,True,False,True,True,False,False,-4.153536674600389e-07
toward_teacher|raw_energy_half|all|all|trans_bal_agree|teacher_row_top50|w0.070|c0.080,toward_teacher,0.5777340731959146,-4.14510732738016e-07,0.5775992114526435,0.5772232826488835,0.5780407288929701,0.0003673852876670893,0.0018456971316916735,0.005600000000003824,92954.0,raw_energy_half,all,all,trans_bal_agree,teacher_row_top50,0.07,0.08,0.332,1ec21211,45.0,0.7777777777777778,-6.539680490313948e-05,1.4985728479155475e-05,4.559012980598354e-05,22.0,1.0,-0.0004211569094579315,-0.0003045362776041949,-0.00010809549034018762,11.0,1.0,-0.0007537651976642357,-0.0004309552504324632,-0.0004267384333185298,22.0,0.8636363636363636,-4.655715829354756e-05,8.804224820191523e-07,1.2491444369100435e-05,9.258693470114604e-05,0.0003784800629652166,0.000250935079027786,0.00043365573980233687,0.00023577425892939085,0.00039973341623883343,0.0002033516612489661,0.0003693961450983412,0.00024022219663905197,0.00040275802586081313,0.00019811420107453037,0.0003057338922227164,5.091983789567001e-05,0.0002819397314813673,-0.0008680436907626654,True,True,False,True,True,False,False,-4.14510732738016e-07
toward_teacher|raw_energy_quarter|no_q2|support60|trans_bal_raw_consensus|teacher_row_top50|w0.070|c0.080,toward_teacher,0.577734077053713,-4.106529343239629e-07,0.5775995216962588,0.577225676770645,0.578039527785057,0.00014628923724513095,0.0006816000000000839,0.0056000000000007155,191856.0,raw_energy_quarter,no_q2,support60,trans_bal_raw_consensus,teacher_row_top50,0.07,0.08,0.12171428571428572,90359380,45.0,0.6888888888888889,-2.2049255054001904e-05,2.0190744945969296e-05,5.795074494596708e-05,22.0,1.0,-0.00033884925505395236,-7.96492550539929e-05,-4.44492550539799e-05,11.0,1.0,-0.00034204925505398887,-0.00034204925505387784,-0.00034204925505387784,22.0,0.7727272727272727,-2.2049255053946393e-05,9.950744946030099e-06,4.195074494595108e-05,3.9417841639492636e-05,0.00016050526038653405,7.993605777301126e-18,1.0658141036401503e-17,9.844832503431322e-05,0.00012841222135514318,0.00017416835727370795,0.0002269407557988644,0.00019002815505281322,0.00021092556269266372,0.00013858071893957423,0.00016088427493209423,3.689609558861295e-05,0.00013635658555060648,-0.0004297664943228585,True,True,False,True,True,False,False,-4.106529343239629e-07
toward_teacher|raw_energy_quarter|all|raw_agree|trans_bal_agree_abs50|all|w0.070|c0.080,toward_teacher,0.5777340819369904,-4.057696569859104e-07,0.5775983167700964,0.5772194960618505,0.5780429625889876,0.00028185244576763176,0.0013630552970686184,0.005600000000003824,184585.0,raw_energy_quarter,all,raw_agree,trans_bal_agree_abs50,all,0.07,0.08,0.24514285714285713,ff3d0ad3,45.0,0.6,-3.245141110730376e-05,3.575735390455304e-05,6.034858889270023e-05,22.0,1.0,-0.0003259456830508878,-0.00017816687750517036,-4.267773332833347e-05,11.0,1.0,-0.0006340514111072837,-0.0003419456830510148,-0.0003291456830508688,22.0,0.5909090909090909,-2.765141110733227e-05,2.4828588892589217e-05,3.794858889261121e-05,1.346801968523803e-05,0.0002924922162994367,0.00023797081820692666,0.00033214025723696337,0.00016002164715275236,0.0003008220584417135,0.00023839417377237505,0.0003359908196592555,0.00021294486241460475,0.00024403172755620706,0.00018819775844791908,0.00024277524248354098,2.406299604801154e-05,0.0002247147986963053,-0.0007227829729807677,True,True,False,True,True,False,False,-4.057696569859104e-07
toward_teacher|raw_energy_quarter|no_s3|all|trans_safe_not_opposed|all|w0.070|c0.080,toward_teacher,0.5777340828658779,-4.048407694634548e-07,0.5775996633771733,0.5772244267742956,0.578040018697282,0.0005713782309110866,0.0028180247527712214,0.005600000000003824,195965.0,raw_energy_quarter,no_s3,all,trans_safe_not_opposed,all,0.07,0.08,0.508,68854624,45.0,0.7333333333333333,-0.0001032084319302351,5.089909329121236e-05,0.00011942269853493226,22.0,1.0,-0.0005291868474444072,-0.0002473701971810294,-0.0001032084319302351,11.0,1.0,-0.0011545202353739903,-0.0005451868474444233,-0.0005419868474443312,22.0,0.7272727272727273,-7.746874440028861e-05,5.203937483558862e-05,8.871714986691259e-05,4.642590391022472e-05,0.0006318032419896942,0.0003801488635370989,0.0008301139572070935,0.00045744912363701763,0.0007155115662017467,0.0003665991193824216,0.000606449500492052,0.0003198345346430851,0.0007361458308521243,1.5543122344752192e-18,9.547918011776345e-18,6.095327150929386e-05,0.00047962351963488605,-0.0013011377904281196,True,True,False,True,True,False,False,-4.048407694634548e-07
toward_teacher|raw_energy_quarter|no_s3|all|trans_bal_agree|all|w0.024|c0.080,toward_teacher,0.5777340831339389,-4.0457270844562743e-07,0.5776000456178686,0.5772283965614373,0.5780381399903897,0.0001988414659485797,0.000996983426574358,0.0019200000000028083,195287.0,raw_energy_quarter,no_s3,all,trans_bal_agree,all,0.024,0.08,0.5245714285714286,3ecb7b29,45.0,0.7333333333333333,-3.308461424966769e-05,1.4945335189886511e-05,4.151114270201095e-05,22.0,1.0,-0.00018407719029522873,-8.764698609441402e-05,-3.5916673457592196e-05,11.0,1.0,-0.0003996578632096126,-0.00018956290458105318,-0.00018956290458083114,22.0,0.7272727272727273,-2.7640209161516882e-05,1.6323717433675035e-05,3.317781173017842e-05,1.3520970409196143e-05,0.00022359236705620617,0.0001303767181200124,0.0002846504934122973,0.00015889143866887546,0.00024734581157069693,0.0001307365004889039,0.0002129008783677791,0.00011455270574621423,0.00025731563858700336,1.5543122344752192e-18,9.547918011776345e-18,2.2557515342775948e-05,0.0001660850726460654,-0.00045035705077984265,True,True,False,True,True,False,False,-4.0457270844562743e-07
toward_teacher|all|all|all|trans_bal_raw_consensus|support_row_top50|w0.070|c0.080,toward_teacher,0.5777340854720602,-4.0223458719346183e-07,0.577598792516663,0.5772211342318626,0.578042158556889,0.00024978061432519625,0.0011657337717251837,0.005600000000003824,416.0,all,all,all,trans_bal_raw_consensus,support_row_top50,0.07,0.08,0.2102857142857143,d33a4098,45.0,1.0,-0.0001328580054869022,-8.168503773213765e-05,-6.816770057826993e-05,22.0,1.0,-0.0002474719821501381,-0.0001698199232462616,-0.0001328580054869022,11.0,1.0,-0.00042026698515384986,-0.00023741595215087674,-0.0002342159521506737,22.0,1.0,-0.00012039814413450367,-8.171107676989695e-05,-7.034846417930396e-05,6.488574420281618e-05,0.0002249090081674288,0.00019330609347349714,0.0002457426558153193,0.00013665197425741338,0.000262750302480128,0.00019385596235252224,0.00030879968027631044,0.00021652606058482872,0.0002770540907003898,0.00016442458041117565,0.00020727016091753265,1.7926847840637694e-05,0.00022193840191926483,-0.0004929067737402592,True,True,False,True,True,False,False,-4.0223458719346183e-07
toward_teacher|all|no_q2|all|trans_bal_agree|teacher_row_top50|w0.070|c0.080,toward_teacher,0.5777340859522914,-4.0175435600531273e-07,0.5775986768452627,0.5772216592740808,0.5780417253350726,0.000295150016727717,0.001551150549474493,0.005600000000003824,6715.0,all,no_q2,all,trans_bal_agree,teacher_row_top50,0.07,0.08,0.2822857142857143,5d3ba15c,45.0,1.0,-0.0002078236638536346,-0.00014453949316577393,-9.995217313418792e-05,22.0,1.0,-0.000294132532253244,-0.00022371064772959136,-0.00020467013669334122,11.0,1.0,-0.0004680525905098598,-0.0002535697520973379,-0.0002503697520972459,22.0,1.0,-0.00019978660690944672,-0.00015837514619622127,-0.00012312903164912736,1.0802222201088562e-05,0.0003510106337469831,7.993605777301126e-18,1.0658141036401503e-17,0.00015357174772025618,0.0003901765429122189,0.00019946089746029926,0.0003488590595044291,0.0001590817288518275,0.00036521665604705476,0.00014074937794078207,0.0002925022927429543,-1.756459766239904e-05,0.00031828493214036826,-0.0005522273949195577,True,True,False,True,True,False,False,-4.0175435600531273e-07
toward_teacher|raw_energy_quarter|no_s3|all|trans_safe_not_opposed|teacher_row_top70|w0.070|c0.080,toward_teacher,0.5777340865994052,-4.011072421983286e-07,0.5776001727486961,0.5772273101180573,0.5780383408237941,0.0001977781665886186,0.0009423584379295091,0.005600000000003824,196035.0,raw_energy_quarter,no_s3,all,trans_safe_not_opposed,teacher_row_top70,0.07,0.08,0.16914285714285715,77d33dfd,45.0,0.7111111111111111,-3.8467564973609925e-05,2.553243502629865e-05,4.793243502632105e-05,22.0,1.0,-0.00026882600290306646,-0.00011238756497372603,-2.886756497377796e-05,11.0,1.0,-0.0004896675649735949,-0.00027682600290313,-0.00027362600290303796,22.0,0.7727272727272727,-3.526756497362893e-05,1.9132435026369964e-05,3.833243502626704e-05,4.956228002233926e-05,0.00021111379896683607,0.0001745761446626668,0.0002828478313164742,0.00011048465919427165,0.0002061292112183577,0.0001209626099261265,0.00022894960357645555,0.0001353912354776111,0.00026305138617000514,1.5543122344752192e-18,9.547918011776345e-18,-7.042884027944063e-06,0.00019235533487219192,-0.0005627208221967384,True,True,False,True,True,False,False,-4.011072421983286e-07
toward_teacher|all|all|all|trans_safe_not_opposed|teacher_row_top50|w0.050|c0.080,toward_teacher,0.5777340879036575,-3.998029898255595e-07,0.5775991433016838,0.5772235125203223,0.5780407760578932,0.0002507305271700644,0.0012694922162692361,0.004000000000003112,762.0,all,all,all,trans_safe_not_opposed,teacher_row_top50,0.05,0.08,0.32285714285714284,6b9622af,45.0,1.0,-0.00018183017170370075,-0.00012860593302508325,-9.831398015014425e-05,22.0,1.0,-0.00024204817659317923,-0.00019269223592907058,-0.00017422733989935768,11.0,1.0,-0.0004103576640539508,-0.00021650333362466245,-0.0002119319050531976,22.0,1.0,-0.00017802875580152921,-0.00012614149669634144,-9.831398015014425e-05,1.0762115650699788e-05,0.00024762441949590004,0.00010965766607968952,0.00029017022741150897,0.00010972723478309576,0.0002786957950923676,0.0001414650750321284,0.0002481268193969847,0.0001114421633695638,0.0002586750025191923,9.780922056070423e-05,0.00020620426319586065,-1.4228688763318398e-05,0.00022561716307863643,-0.0004826665146304865,True,True,False,True,True,False,False,-3.998029898255595e-07
toward_teacher|all|all|all|trans_bal_agree_abs50|teacher_row_top50|w0.070|c0.080,toward_teacher,0.5777340882660623,-3.9944058505270164e-07,0.577598719093236,0.5772217634429267,0.5780417098731856,0.00020910848321036767,0.0010500185213867517,0.005600000000003824,209.0,all,all,all,trans_bal_agree_abs50,teacher_row_top50,0.07,0.08,0.19085714285714286,ec33d987,45.0,1.0,-0.00013404545977913074,-9.208422854123377e-05,-5.287391837172084e-05,22.0,1.0,-0.00024154225139427776,-0.0001917341718730259,-0.000131865931955244,11.0,1.0,-0.0003848554755825351,-0.00020526051541147616,-0.00019246051541144116,22.0,1.0,-0.00012753620728939152,-9.113316582914921e-05,-5.287391837172084e-05,2.1281071661394756e-05,0.0001727142128797919,8.628502891099154e-05,0.0002450256020438735,0.00011895579058948058,0.00026341445401755945,0.0001636437871454628,0.0002203552051365547,0.00013489636353130707,0.00018286183321587345,0.00011912101597164642,0.0001508224405692004,2.27577714311491e-05,0.00022856563460972023,-0.0004495751504133172,True,True,False,True,True,False,False,-3.9944058505270164e-07
toward_teacher|raw_energy_quarter|no_q2|all|trans_bal_agree_abs50|all|w0.070|c0.050,toward_teacher,0.5777340914652532,-3.962413941405174e-07,0.5775993161687373,0.5772242468616978,0.5780403927411999,0.00018942382524379532,0.0009934216300393828,0.0035000000000033893,189219.0,raw_energy_quarter,no_q2,all,trans_bal_agree_abs50,all,0.07,0.05,0.28514285714285714,29b3d2c2,45.0,0.7111111111111111,-2.6318363880784013e-05,2.7141868202118505e-05,8.059287110739888e-05,22.0,1.0,-0.00020374496222236305,-8.727280515353763e-05,-2.6318363880784013e-05,11.0,1.0,-0.00040140712889247254,-0.00021174496222242656,-0.00020374496222230754,22.0,0.7272727272727273,-2.4407128892622865e-05,2.7016366749477172e-05,3.6592871107465896e-05,-9.923922519967487e-06,0.0002173868981984383,7.993605777301126e-18,1.0658141036401503e-17,0.00010987569045661394,0.0002441604946054513,0.00016106986862187995,0.00022235325544381685,0.00017254122279970196,0.00027091014900933495,0.00017930177236129307,0.00021340999143954842,1.9822876731182436e-05,0.00015774598800996663,-0.00045697520583615756,True,True,False,True,True,False,False,-3.962413941405174e-07
toward_teacher|all|all|all|trans_bal_agree|teacher_row_top50|w0.070|c0.050,toward_teacher,0.5777340954958604,-3.9221078695916844e-07,0.5775993252846727,0.5772244672075451,0.5780402777231842,0.0002220101499929088,0.0011336591270332593,0.003500000000002501,62.0,all,all,all,trans_bal_agree,teacher_row_top50,0.07,0.05,0.328,fab5a28e,45.0,1.0,-0.0001616387163633215,-0.00011415280861022392,-8.825364679276859e-05,22.0,1.0,-0.0002132368680162755,-0.00017043786767328983,-0.0001521272048703448,11.0,1.0,-0.00036118887365399477,-0.00019085119469053335,-0.0001868511946903073,22.0,1.0,-0.00015688296061683316,-0.00011227157331599179,-8.825364679276859e-05,7.696656347844e-06,0.00022028647169735515,9.677419931677589e-05,0.0002549337845702149,9.781801163477411e-05,0.0002456559608732277,0.0001246780740633328,0.00021799309512395365,9.93958674421893e-05,0.00023061869902596066,8.860285658658445e-05,0.00018494055062038067,-1.1601165917796974e-05,0.0001996424880392687,-0.00042506554396296026,True,True,False,True,True,False,False,-3.9221078695916844e-07
toward_teacher|raw_energy_quarter|no_q2|all|trans_bal_agree_abs50|all|w0.050|c0.080,toward_teacher,0.5777340972981583,-3.90408489092664e-07,0.5775991719741214,0.5772233927585853,0.5780408589426336,0.00021583346370035707,0.0011315450686208513,0.004000000000002224,189225.0,raw_energy_quarter,no_q2,all,trans_bal_agree_abs50,all,0.05,0.08,0.28514285714285714,fbe99aa4,45.0,0.7111111111111111,-3.0108600237999106e-05,3.0896194090357376e-05,9.148162991978737e-05,22.0,1.0,-0.00023111087666788377,-9.94579889357361e-05,-3.0108600237999106e-05,11.0,1.0,-0.00045937551293728784,-0.00024025373381075799,-0.00023111087666782826,22.0,0.7272727272727273,-2.7962311608731305e-05,3.0725446939861024e-05,4.175197410560827e-05,-1.1656880309637241e-05,0.000248137497806668,7.993605777301126e-18,1.0658141036401503e-17,0.0001255636267970781,0.00027903523507609516,0.0001842669683718639,0.00025394564678774017,0.0001970227518562344,0.0003064290757881651,0.00020489365061079567,0.00024387521182723805,2.2247754486920625e-05,0.0001794115786165822,-0.0005224498064137773,True,True,False,True,True,False,False,-3.90408489092664e-07
toward_teacher|raw_energy_half|q3_s|raw_agree|trans_block_good|all|w0.070|c0.080,toward_teacher,0.577734097516496,-3.901901514113959e-07,0.5775996730444067,0.5772245303623781,0.5780401361744112,0.00020462359699938617,0.0009813676608704037,0.005600000000002936,114571.0,raw_energy_half,q3_s,raw_agree,trans_block_good,all,0.07,0.08,0.17657142857142857,061de215,45.0,0.8222222222222222,-7.269981934610037e-05,4.769089936118577e-06,5.321656241141781e-05,22.0,1.0,-0.00019707541294211595,-0.00014004815344649258,-7.9840444686341e-05,11.0,1.0,-0.00038948212302547525,-0.00020027541294198592,-0.00019707541294211595,22.0,0.8181818181818182,-4.654817957527868e-05,4.064451736884862e-06,3.0816562411328796e-05,-7.771561172376096e-19,9.547918011776345e-18,7.993605777301126e-18,1.0658141036401503e-17,1.2586025106561816e-05,0.0002989309367298357,0.00011529319086727196,0.0003425401155031721,0.00015143320746533395,0.0002847183259201147,0.00011588044306742057,0.0002552599094394878,3.095773095835863e-07,0.0002509158914030727,-0.00044682095819558175,True,True,False,True,True,False,False,-3.901901514113959e-07
toward_teacher|raw_energy_quarter|no_s3|all|trans_bal_agree|teacher_row_top70|w0.070|c0.080,toward_teacher,0.5777341052856823,-3.824209651170918e-07,0.5776002030494745,0.5772273714401517,0.5780383378774216,0.00019831167548281384,0.0009455584379295095,0.005600000000003824,195360.0,raw_energy_quarter,no_s3,all,trans_bal_agree,teacher_row_top70,0.07,0.08,0.1697142857142857,c2f1fcbe,45.0,0.6888888888888889,-3.9144109076127975e-05,2.4855890923825008e-05,4.7255890923803e-05,22.0,1.0,-0.000269502547005529,-0.00011306410907623298,-2.9544109076184988e-05,11.0,1.0,-0.0004903441090761129,-0.000277502547005537,-0.000274302547005445,22.0,0.7272727272727273,-3.594410907609147e-05,2.165589092394393e-05,3.7655890923860014e-05,5.3296842281706003e-05,0.00021484836122620283,0.0001745761446626668,0.0002828478313164742,0.00011048465919427165,0.0002061292112183577,0.0001209626099261265,0.00022894960357645555,0.0001353912354776111,0.00026305138617000514,1.5543122344752192e-18,9.547918011776345e-18,-7.042884027944063e-06,0.00019235533487219192,-0.00056363415673511,True,True,False,True,True,False,False,-3.824209651170918e-07
toward_teacher|raw_energy_quarter|no_q2|confident_abs_support|trans_bal_raw_consensus|teacher_row_top50|w0.070|c0.080,toward_teacher,0.5777341121241183,-3.7558252907743395e-07,0.5775996156892739,0.5772259699327,0.5780394889061757,0.00014394487369431824,0.0006688000000000842,0.0056000000000007155,194145.0,raw_energy_quarter,no_q2,confident_abs_support,trans_bal_raw_consensus,teacher_row_top50,0.07,0.08,0.11942857142857143,15307b1b,45.0,0.6888888888888889,-2.532972191404692e-05,2.13902780860531e-05,5.4670278086033086e-05,22.0,1.0,-0.00033572972191381334,-7.65297219139649e-05,-4.772972191391389e-05,11.0,1.0,-0.00033892972191396087,-0.00033892972191384985,-0.0003389297219137388,22.0,0.7727272727272727,-2.37297219139454e-05,9.870278085966078e-06,3.867027808612811e-05,3.9417841639492636e-05,0.00016050526038653405,7.993605777301126e-18,1.0658141036401503e-17,8.974504384290117e-05,0.00011970894016373201,0.00016646109360943007,0.00021923349213458655,0.00019002815505281322,0.00021092556269266372,0.00013858071893957423,0.00016088427493209423,3.689609558861295e-05,0.00013635658555060648,-0.00042619512458382804,True,True,False,True,True,False,False,-3.7558252907743395e-07
