heldout_set,gate_train_sets,translator,base_tag,candidate_tag,band,base_cell_gate,gradient_gate,row_gate,shape,scale,cap,e67_anchor_minus_base,e67_max_set_minus_base,e67_hidden_q2s3_minus_base,heldout_base_delta_vs_mixmin,heldout_candidate_delta_vs_mixmin,heldout_minus_base,heldout_worst_minus_base,train_base_delta_vs_mixmin,train_candidate_delta_vs_mixmin,train_minus_base,train_worst_minus_base,world_support_minus_base,raw_energy_q_p90_minus_base,hidden_core_minus_base,hidden_q2_minus_base,hidden_s3_minus_base,hidden_q2s3_mean_minus_base,block_q2s3_mean_minus_base,block_q2s3_max_minus_base,block_q2s3_beats_base_rate,block_q2s3_tail_safe_rate,heldout_beats_base,heldout_tail_neutral,train_beats_base,hidden_q2s3_beats_base,world_nonworse,independent_gate,strict_independent_gate
inverse_top,"raw05_compatible,all_sign",tail_p90_nonpos_m1.00,inverse_top_no_q2_s3_c8ff346b,inverse_top_tail_p90_nonpos_m1.00_5ab47f89,low_slack_half,all,grad_core_top50,all,core_gain,0.07,0.12,-6.824077368738912e-07,-4.162875194557714e-07,-3.548459491180267e-05,-1.4795649615928497e-05,-1.530799965654417e-05,-5.123500406156722e-07,-4.7369071687342057e-07,2.6753640114396404e-06,1.5893259297516948e-06,-1.0860380816879456e-06,-1.1654696550067456e-06,-4.100811363917374e-05,-1.2708723639009989e-05,-1.0881487102792908e-05,-4.707907248999166e-05,-2.9091337230238712e-05,-3.8085204860115185e-05,-5.884321239477405e-05,0.0,0.5833333333333334,1.0,True,True,True,True,True,True,True
raw05_compatible,"inverse_top,all_sign",tail_soft_max_m1.00,raw05_compatible_no_q2_s3_8d0e3d36,raw05_compatible_tail_soft_max_m1.00_54b0d8fb,low_slack_half,raw_agree,grad_all_4of6,all,flat,0.13,0.12,-6.748891594465789e-07,-1.5725257385135194e-07,-3.485892932796053e-05,1.2176325449364533e-05,1.1664806399136474e-05,-5.115190502280598e-07,-3.5279271815014113e-07,-1.2308805316996185e-05,-1.3680604427301901e-05,-1.3717991103057159e-06,-3.5279271815014113e-07,-5.8459897519969224e-05,-2.9678634485552635e-05,-1.9745732095316493e-05,-9.265840814290383e-05,-4.556171652410346e-05,-6.911006233350364e-05,-8.119705147626437e-05,0.0,0.8611111111111112,1.0,True,True,True,True,True,True,True
raw05_compatible,"inverse_top,all_sign",tail_p90_nonpos_m1.00,raw05_compatible_no_q2_s3_5b3a821a,raw05_compatible_tail_p90_nonpos_m1.00_c28d195d,low_slack_half,all,grad_core_top50,all,core_gain,0.13,0.08,-8.165059908193939e-07,-5.02414277181451e-07,-4.4001112514360785e-05,3.2238211388202487e-06,2.717150767606036e-06,-5.066703712142129e-07,-6.467144646471468e-07,-7.139230959296583e-06,-8.008238795875755e-06,-8.69007836579172e-07,-6.467144646471468e-07,-4.6255829755598144e-05,-1.952759389156622e-05,-1.4243000075325751e-05,-5.8221384141160515e-05,-4.1479616386105866e-05,-4.985050026363319e-05,-7.10874909054689e-05,0.0,0.5555555555555556,1.0,True,True,True,True,True,True,True
inverse_top,"raw05_compatible,all_sign",tail_soft_max_m1.00,inverse_top_no_q2_s3_7632e688,inverse_top_tail_soft_max_m1.00_23b22168,all,raw_agree,grad_all_4of6,all,flat,0.13,0.12,-7.042901769560572e-07,-1.1140435463019573e-07,-3.377330448635363e-05,-3.892498233371011e-05,-3.943076099988119e-05,-5.05778666171075e-07,-2.31281326978916e-07,1.3728224296016833e-05,1.3185471371857105e-05,-5.427529241597284e-07,-7.187286534815485e-07,-2.01611772560784e-05,-1.0372924557411345e-05,-5.349048395775213e-06,-2.5425270524292998e-05,-1.2018068246633096e-05,-1.8721669385463047e-05,-2.2327250253860367e-05,3.414252460388017e-06,0.6944444444444444,0.9722222222222222,True,True,True,True,True,True,True
raw05_compatible,"inverse_top,all_sign",tail_soft_max_m1.00,raw05_compatible_no_q2_s3_939485ee,raw05_compatible_tail_soft_max_m1.00_10dc1835,low_slack_half,all,grad_core_top50,all,flat,0.095,0.12,-4.77041669388889e-07,-1.0787014192992217e-07,-2.7432075873350115e-05,7.78791653033295e-06,7.284292812381743e-06,-5.036237179512071e-07,-2.4730136960471327e-07,-1.025500331519602e-05,-1.1221939774763712e-05,-9.66936459567691e-07,-2.4730136960471327e-07,-4.433692940489231e-05,-1.8333844696516444e-05,-1.5584820238778718e-05,-6.67282162088445e-05,-4.236552546243999e-05,-5.454687083564225e-05,-6.698457863248043e-05,0.0,0.8888888888888888,1.0,True,True,True,True,True,True,True
raw05_compatible,"inverse_top,all_sign",tail_soft_max_m1.00,raw05_compatible_no_q2_s3_1bcc40e7,raw05_compatible_tail_soft_max_m1.00_9ecf0e1e,low_slack_half,all,grad_all_4of6,all,flat,0.13,0.12,-6.794611522309424e-07,-1.5331475045066156e-07,-3.488687746854707e-05,1.2399757381653664e-05,1.1897254110326827e-05,-5.025032713268374e-07,-3.5279271859423034e-07,-1.2081133474506345e-05,-1.3466025594266462e-05,-1.3848921197601172e-06,-3.5279271859423034e-07,-5.959561260976409e-05,-2.83746913467553e-05,-1.982900664329601e-05,-9.315712958912759e-05,-4.564591691445796e-05,-6.940152325179277e-05,-8.1394593226046e-05,0.0,0.8611111111111112,1.0,True,True,True,True,True,True,True
inverse_top,"raw05_compatible,all_sign",tail_soft_max_m1.00,inverse_top_no_q2_s3_6c74ae95,inverse_top_tail_soft_max_m1.00_5e141029,all,all,grad_all_4of6,all,flat,0.13,0.12,-6.994262991000255e-07,-1.0894033342090381e-07,-3.387878095457986e-05,-3.825678964075596e-05,-3.875492797755786e-05,-4.98138336801901e-07,-2.31281326978916e-07,1.4034125756845484e-05,1.3482728551394985e-05,-5.51397205450499e-07,-7.187286534815485e-07,-2.0346542324062257e-05,-1.0564006173496843e-05,-5.385806143232141e-06,-2.5682574755936383e-05,-1.2018068246633096e-05,-1.885032150128474e-05,-2.2550604621599036e-05,3.414252460388017e-06,0.6944444444444444,0.9722222222222222,True,True,True,True,True,True,True
inverse_top,"raw05_compatible,all_sign",tail_p90_nonpos_m0.50,inverse_top_no_q2_s3_8ee61fe3,inverse_top_tail_p90_nonpos_m0.50_739200d9,low_slack_half,all,grad_core_top50,all,flat,0.13,0.08,-6.910231241663567e-07,-4.101472290685138e-07,-3.27370454929754e-05,-2.727105622613024e-05,-2.775456011738786e-05,-4.835038912576195e-07,-5.174648660677406e-07,7.308054281174314e-06,6.085726887539167e-06,-1.2223273936351475e-06,-1.5068044496580058e-06,-3.50755956610104e-05,-8.01550468210177e-06,-1.0415850585587805e-05,-4.113959787929722e-05,-3.177135622033089e-05,-3.6455477049814056e-05,-5.5242818610550396e-05,0.0,0.5833333333333334,1.0,True,True,True,True,True,True,True
raw05_compatible,"inverse_top,all_sign",tail_soft_max_m1.00,raw05_compatible_no_q2_s3_738a5fd7,raw05_compatible_tail_soft_max_m1.00_194a8262,low_slack_half,raw_agree,grad_core_top50,all,flat,0.095,0.12,-4.73430735170588e-07,-1.0775338010748925e-07,-2.706931152032105e-05,7.112015925181403e-06,6.63579336712683e-06,-4.7622255805457314e-07,-1.2852381470196406e-07,-1.07121592366477e-05,-1.16428838385918e-05,-9.307246019440996e-07,-1.2852381470196406e-07,-4.369545461828644e-05,-1.905279097358381e-05,-1.5209722447950824e-05,-6.67282162088445e-05,-3.973984092654759e-05,-5.3234028567696046e-05,-6.243592214776977e-05,0.0,0.8611111111111112,1.0,True,True,True,True,True,True,True
inverse_top,"raw05_compatible,all_sign",tail_p90_nonpos_m0.50,inverse_top_no_q2_s3_fffd486c,inverse_top_tail_p90_nonpos_m0.50_066464a4,low_slack_half,all,grad_core_top50,all,core_gain,0.13,0.12,-6.142995873092971e-07,-3.872326043152796e-07,-3.296173653147966e-05,-2.66732318950913e-05,-2.7146953297196852e-05,-4.737214021055536e-07,-4.4148108901964633e-07,6.469365779304681e-06,5.473395659816305e-06,-9.959701194883763e-07,-1.085591255112206e-06,-3.7885453748226364e-05,-1.1805154710553545e-05,-1.0108435069960953e-05,-4.373549169811586e-05,-2.7023553791374888e-05,-3.537952274474537e-05,-5.465757221540481e-05,0.0,0.5833333333333334,1.0,True,True,True,True,True,True,True
raw05_compatible,"inverse_top,all_sign",tail_soft_max_m1.00,raw05_compatible_no_q2_s3_5b24d89f,raw05_compatible_tail_soft_max_m1.00_6a611ff2,all,all,grad_core_top50,all,flat,0.13,0.12,-5.433422496370355e-07,-8.33264803823397e-08,-3.455560997469437e-05,1.1949701589686335e-05,1.1485474998296219e-05,-4.6422659139011557e-07,-4.4221311945591424e-08,-1.2334684282189201e-05,-1.350032413960367e-05,-1.1656398574144688e-06,-4.4221311945591424e-08,-6.215919983976192e-05,-2.3573219319006355e-05,-1.9977090155803845e-05,-9.170718561843372e-05,-4.8132445472456875e-05,-6.99198155454453e-05,-8.395868336910433e-05,0.0,0.8611111111111112,1.0,True,True,True,True,True,True,True
raw05_compatible,"inverse_top,all_sign",tail_soft_max_m1.00,raw05_compatible_no_q2_s3_8ee61fe3,raw05_compatible_tail_soft_max_m1.00_ef8d9e30,low_slack_half,all,grad_core_top50,all,flat,0.13,0.08,-4.378289438777827e-07,-9.80526146943106e-08,-2.522974294324326e-05,6.795931799086219e-06,6.333784614342974e-06,-4.6214718474324457e-07,-2.2956292067277673e-07,-9.725439731433916e-06,-1.0616555595199806e-05,-8.9111586376589e-07,-2.2956292067277673e-07,-4.047551203484323e-05,-1.6832564664115424e-05,-1.4342554882695868e-05,-6.128640060687474e-05,-3.9111483572162875e-05,-5.0198942089518805e-05,-6.173240521552991e-05,0.0,0.8888888888888888,1.0,True,True,True,True,True,True,True
raw05_compatible,"inverse_top,all_sign",tail_p90_nonpos_m1.00,raw05_compatible_no_q2_s3_c8ff346b,raw05_compatible_tail_p90_nonpos_m1.00_8ab4c6b3,low_slack_half,all,grad_core_top50,all,core_gain,0.07,0.12,-6.824077368738912e-07,-4.162875194557714e-07,-3.548459491180267e-05,2.3558476066609657e-06,1.903540729486508e-06,-4.523068771744576e-07,-5.299509755474219e-07,-5.90038459979958e-06,-6.614707608099124e-06,-7.143230082995444e-07,-5.299509755474219e-07,-3.746415802725054e-05,-1.5862645712849677e-05,-1.148976249676359e-05,-4.707619551824749e-05,-3.335214195976377e-05,-4.021416873900563e-05,-5.7250245211166905e-05,0.0,0.5555555555555556,1.0,True,True,True,True,True,True,True
raw05_compatible,"inverse_top,all_sign",tail_soft_max_m1.00,raw05_compatible_no_q2_s3_adc8cd58,raw05_compatible_tail_soft_max_m1.00_e8e2ed70,low_slack_half,raw_agree,grad_core_top50,all,flat,0.13,0.08,-4.39909389027271e-07,-9.819752477824296e-08,-2.4898669426655362e-05,6.2187155506210345e-06,5.786224210213575e-06,-4.324913404074593e-07,-1.20881162191111e-07,-1.0144571175541017e-05,-1.1021846376912947e-05,-8.772752013719298e-07,-1.20881162191111e-07,-4.0170561636038203e-05,-1.7880933367409035e-05,-1.4000199769464983e-05,-6.128640060687474e-05,-3.67149977787834e-05,-4.900069919282907e-05,-5.758080151431452e-05,0.0,0.8611111111111112,1.0,True,True,True,True,True,True,True
raw05_compatible,"inverse_top,all_sign",tail_p90_nonpos_m0.50,raw05_compatible_no_q2_s3_f9a0f3b7,raw05_compatible_tail_p90_nonpos_m0.50_a8295c83,low_slack_half,all,grad_core_top50,all,flat,0.07,0.12,-5.824874307336358e-07,-3.419019085626474e-07,-2.6346034462769452e-05,4.839460909011883e-06,4.4101703882137855e-06,-4.2929052079809793e-07,-5.1582295856889e-07,-8.360044530975053e-06,-8.966646929065014e-06,-6.066023980899615e-07,-5.1582295856889e-07,-2.5250704649615232e-05,-1.144593377966352e-05,-8.490552899698134e-06,-3.134811535984716e-05,-2.808575493794263e-05,-2.9716935148894896e-05,-4.038951491487466e-05,0.0,0.5555555555555556,1.0,True,True,True,True,True,True,True
inverse_top,"raw05_compatible,all_sign",tail_soft_p90_m1.00,inverse_top_no_q2_s3_7632e688,inverse_top_tail_soft_p90_m1.00_7addddb9,all,raw_agree,grad_all_4of6,all,flat,0.13,0.12,-1.0647528287943686e-06,-3.3682203814944245e-07,-5.613274875014562e-05,-3.892498233371011e-05,-3.934897830537576e-05,-4.239959716656472e-07,-1.9799873429704462e-07,1.3728224296016833e-05,1.2604395197790552e-05,-1.123829098226281e-06,-1.3539375145477095e-06,-4.61922772744261e-05,-1.5533386439559038e-05,-1.0851513039755734e-05,-5.88587648954475e-05,-1.7101826383036922e-05,-3.798029563924221e-05,-4.238890171865354e-05,0.0,0.7222222222222222,1.0,True,True,True,True,True,True,True
raw05_compatible,"inverse_top,all_sign",tail_soft_p90_m1.00,raw05_compatible_no_q2_s3_939485ee,raw05_compatible_tail_soft_p90_m1.00_c6d91055,low_slack_half,all,grad_core_top50,all,flat,0.095,0.12,-7.480158691341998e-07,-3.222629717525294e-07,-4.512080539376129e-05,7.78791653033295e-06,7.364415061550389e-06,-4.235014687825611e-07,-5.3919912534894365e-08,-1.025500331519602e-05,-1.1331467367092785e-05,-1.0764640518967639e-06,-5.3919912534894365e-08,-5.5682864420381235e-05,-2.5411438381084395e-05,-1.855156266469815e-05,-8.05930018305534e-05,-4.926793682201447e-05,-6.493046932628393e-05,-7.809813925165209e-05,0.0,0.8888888888888888,1.0,True,True,True,True,True,True,True
raw05_compatible,"inverse_top,all_sign",tail_soft_max_m1.00,raw05_compatible_no_q2_s3_b9aa1b0e,raw05_compatible_tail_soft_max_m1.00_a880d4e5,all,raw_agree,grad_all_4of6,all,flat,0.095,0.12,-5.048385206540829e-07,-8.272941864895246e-08,-2.4701038091386185e-05,7.610349271325312e-06,7.187213478254684e-06,-4.231357930706281e-07,-1.54457114209805e-07,-1.0702187922762008e-05,-1.1705038706510962e-05,-1.0028507837489542e-06,-1.54457114209805e-07,-4.292040844389167e-05,-1.8506441864962753e-05,-1.4023196385715142e-05,-6.835584085526647e-05,-2.980653384451748e-05,-4.9081187349891975e-05,-5.632557731878943e-05,0.0,0.8888888888888888,1.0,True,True,True,True,True,True,True
inverse_top,"raw05_compatible,all_sign",tail_soft_p90_m1.00,inverse_top_no_q2_s3_6c74ae95,inverse_top_tail_soft_p90_m1.00_baf5a357,all,all,grad_all_4of6,all,flat,0.13,0.12,-1.081535141556067e-06,-3.4596006415199554e-07,-5.644516808214067e-05,-3.825678964075596e-05,-3.867474588015174e-05,-4.179562393957781e-07,-1.9799873429704462e-07,1.4034125756845484e-05,1.2840912161249385e-05,-1.1932135955960987e-06,-1.3539375143256649e-06,-4.6831813399539346e-05,-1.6192942505321994e-05,-1.0977777151727208e-05,-5.974261367891476e-05,-1.7101826383036922e-05,-3.842222003097584e-05,-4.3156131565376884e-05,0.0,0.7222222222222222,1.0,True,True,True,True,True,True,True
inverse_top,"raw05_compatible,all_sign",tail_soft_p90_m1.00,inverse_top_no_q2_s3_939485ee,inverse_top_tail_soft_p90_m1.00_e5417f46,low_slack_half,all,grad_core_top50,all,flat,0.095,0.12,-7.480158691341998e-07,-3.222629717525294e-07,-4.512080539376129e-05,-2.930215053231766e-05,-2.9716821533520843e-05,-4.146710012031818e-07,-3.0826304131537086e-07,8.290030216073774e-06,7.491752050059475e-06,-7.98278166014299e-07,-8.82356547826646e-07,-3.016343132617458e-05,-1.0119924637730371e-05,-8.469011098632961e-06,-3.879046804108888e-05,-2.0492609649008786e-05,-2.964153884504883e-05,-3.7748056062267836e-05,0.0,0.7222222222222222,1.0,True,True,True,True,True,True,True
inverse_top,"raw05_compatible,all_sign",tail_soft_max_m1.00,inverse_top_no_q2_s3_be24b8f7,inverse_top_tail_soft_max_m1.00_a5480b7e,low_slack_half,raw_agree,grad_all_4of6,all,flat,0.095,0.12,-4.97005832822417e-07,-1.1741438066259493e-07,-2.5495095625091557e-05,-2.9997443373952493e-05,-3.040073550408806e-05,-4.0329213013556853e-07,-1.7460110002254225e-07,7.891497063594599e-06,7.488901293428718e-06,-4.025957701658811e-07,-6.011459385835138e-07,-1.2473035586241243e-05,-8.214311128296181e-06,-4.023306997391618e-06,-1.7652471314272278e-05,-1.0510677667441293e-05,-1.4081574490856785e-05,-1.8909436523115853e-05,2.037212908653017e-06,0.6944444444444444,0.9722222222222222,True,True,True,True,True,True,True
inverse_top,"raw05_compatible,all_sign",tail_soft_max_m1.00,inverse_top_no_q2_s3_9708c9f9,inverse_top_tail_soft_max_m1.00_f7165ff9,low_slack_half,all,grad_all_4of6,all,flat,0.095,0.12,-4.999184490817044e-07,-1.1215751449800139e-07,-2.5515537137817124e-05,-2.9816827665896106e-05,-3.022010646180906e-05,-4.0327879591295357e-07,-1.7460109980049765e-07,8.0746448222202e-06,7.67373398824489e-06,-4.009108339753098e-07,-6.011459388055584e-07,-1.2473035586341207e-05,-8.214311128296181e-06,-4.023306997336107e-06,-1.7652471314272278e-05,-1.0510677667441293e-05,-1.4081574490856785e-05,-1.8909436523115853e-05,2.037212908653017e-06,0.6944444444444444,0.9722222222222222,True,True,True,True,True,True,True
inverse_top,"raw05_compatible,all_sign",tail_soft_max_m1.00,inverse_top_no_q2_s3_939485ee,inverse_top_tail_soft_max_m1.00_b05f0f9a,low_slack_half,all,grad_core_top50,all,flat,0.095,0.12,-4.77041669388889e-07,-1.0787014192992217e-07,-2.7432075873350115e-05,-2.930215053231766e-05,-2.970447682981714e-05,-4.023262974994779e-07,-2.5608871467852623e-07,8.290030216073774e-06,7.90610127199276e-06,-3.839289440810134e-07,-4.078517368277801e-07,-1.4206385779819228e-05,-6.262990226324483e-06,-4.503929590782274e-06,-1.7382518809894165e-05,-1.4144988325817676e-05,-1.576375356785592e-05,-2.1437368728612315e-05,0.0,0.7222222222222222,1.0,True,True,True,True,True,True,True
inverse_top,"raw05_compatible,all_sign",tail_soft_p90_m1.00,inverse_top_no_q2_s3_fffd486c,inverse_top_tail_soft_p90_m1.00_578a0510,low_slack_half,all,grad_core_top50,all,core_gain,0.13,0.12,-6.057224344324652e-07,-1.9818370455837453e-07,-4.299734385463522e-05,-2.66732318950913e-05,-2.707473960916751e-05,-4.015077140762102e-07,-2.835235397569136e-07,6.469365779304681e-06,5.876593768938676e-06,-5.92772010366005e-07,-5.854351972089944e-07,-2.8398746063973412e-05,-1.0888113864293558e-05,-7.461382659224025e-06,-3.564401000979989e-05,-1.6585668604213177e-05,-2.6114839307006532e-05,-3.452247521628555e-05,0.0,0.7222222222222222,1.0,True,True,True,True,True,True,True
inverse_top,"raw05_compatible,all_sign",tail_soft_p90_m1.00,inverse_top_no_q2_s3_738a5fd7,inverse_top_tail_soft_p90_m1.00_0142ed95,low_slack_half,raw_agree,grad_core_top50,all,flat,0.095,0.12,-7.284098605397915e-07,-2.831107926981602e-07,-4.4103138380914564e-05,-2.9533337415621475e-05,-2.9933723362463027e-05,-4.003859468415527e-07,-2.900799962457512e-07,7.61051743380925e-06,6.825299449841893e-06,-7.852179839673568e-07,-7.864507569621537e-07,-2.878871560211822e-05,-1.0120734245888663e-05,-8.201665800622315e-06,-3.879046804108888e-05,-1.8621192563059163e-05,-2.870583030207402e-05,-3.449906806591638e-05,0.0,0.6666666666666666,1.0,True,True,True,True,True,True,True
inverse_top,"raw05_compatible,all_sign",tail_p90_nonpos_m0.50,inverse_top_no_q2_s3_f9a0f3b7,inverse_top_tail_p90_nonpos_m0.50_de9b92d4,low_slack_half,all,grad_core_top50,all,flat,0.07,0.12,-5.824874307336358e-07,-3.419019085626474e-07,-2.6346034462769452e-05,-2.2340186010438856e-05,-2.273952479825425e-05,-3.9933878781539534e-07,-4.2243941322794853e-07,5.229778928805828e-06,4.251376430230991e-06,-9.784024985748374e-07,-1.226958079136864e-06,-2.9249633490430107e-05,-6.612261922334106e-06,-8.382601218298591e-06,-3.326906715636624e-05,-2.540914137214023e-05,-2.9339104264253235e-05,-4.435973645419682e-05,0.0,0.5833333333333334,1.0,True,True,True,True,True,True,True
raw05_compatible,"inverse_top,all_sign",tail_soft_max_m1.00,raw05_compatible_no_q2_s3_3c4a23bc,raw05_compatible_tail_soft_max_m1.00_7e47c6b4,all,raw_agree,grad_all_4of6,all,flat,0.13,0.08,-4.708878890147261e-07,-8.10800708794801e-08,-2.275596050937967e-05,6.593278503053135e-06,6.194624719402242e-06,-3.98653783650893e-07,-1.6479327702434432e-07,-1.0099899795612544e-05,-1.1040028775832766e-05,-9.401289802202228e-07,-1.6479327702434432e-07,-3.881876782151918e-05,-1.650500597805138e-05,-1.2895411258095901e-05,-6.25605840701704e-05,-2.7707294736639687e-05,-4.5133939403405043e-05,-5.1991553196666465e-05,0.0,0.8888888888888888,1.0,True,True,True,True,True,True,True
inverse_top,"raw05_compatible,all_sign",tail_soft_p90_m1.00,inverse_top_no_q2_s3_9708c9f9,inverse_top_tail_soft_p90_m1.00_caad0022,low_slack_half,all,grad_all_4of6,all,flat,0.095,0.12,-7.629511402651445e-07,-2.867790995786379e-07,-4.177782620296694e-05,-2.9816827665896106e-05,-3.0212749566604913e-05,-3.959219007088066e-07,-1.8652089561754792e-07,8.0746448222202e-06,7.249745890169912e-06,-8.248989320502886e-07,-1.0520530357993607e-06,-2.9757222088411294e-05,-1.3159276449403734e-05,-7.813396909112091e-06,-4.040763884194387e-05,-1.4286139522118324e-05,-2.7346889182031098e-05,-3.27797644113371e-05,0.0,0.7222222222222222,1.0,True,True,True,True,True,True,True
inverse_top,"raw05_compatible,all_sign",tail_soft_p90_m1.00,inverse_top_no_q2_s3_be24b8f7,inverse_top_tail_soft_p90_m1.00_8c93ac24,low_slack_half,raw_agree,grad_all_4of6,all,flat,0.095,0.12,-7.56942992730103e-07,-2.9416711666563344e-07,-4.174457448169466e-05,-2.9997443373952493e-05,-3.039332048404564e-05,-3.9587711009314575e-07,-1.8652089561754792e-07,7.891497063594599e-06,7.064996354166908e-06,-8.26500709427691e-07,-1.0520530355773161e-06,-2.9177644943401224e-05,-1.3159276449403734e-05,-7.81339690925087e-06,-4.040763884194387e-05,-1.4286139522118324e-05,-2.7346889182031098e-05,-3.27797644113371e-05,0.0,0.7222222222222222,1.0,True,True,True,True,True,True,True
inverse_top,"raw05_compatible,all_sign",tail_soft_max_m1.00,inverse_top_no_q2_s3_738a5fd7,inverse_top_tail_soft_max_m1.00_4c1e24dc,low_slack_half,raw_agree,grad_core_top50,all,flat,0.095,0.12,-4.73430735170588e-07,-1.0775338010748925e-07,-2.706931152032105e-05,-2.9533337415621475e-05,-2.9927434826992894e-05,-3.9409741137141907e-07,-2.3790566938686197e-07,7.61051743380925e-06,7.227576001467284e-06,-3.8294143234196554e-07,-3.9233281357020644e-07,-1.3636728524157697e-05,-5.649247843075855e-06,-4.4154058660705875e-06,-1.7382518809894165e-05,-1.3525322252364025e-05,-1.5453920531129095e-05,-2.03615595733012e-05,0.0,0.6666666666666666,1.0,True,True,True,True,True,True,True
raw05_compatible,"inverse_top,all_sign",tail_soft_max_m1.00,raw05_compatible_no_q2_s3_5dbf9421,raw05_compatible_tail_soft_max_m1.00_2f8a5743,all,all,grad_all_4of6,all,flat,0.095,0.12,-4.973871051694445e-07,-8.656926619998728e-08,-2.4778157215847585e-05,7.74819299920182e-06,7.354640555345959e-06,-3.935524438558602e-07,-1.54457114209805e-07,-1.0425901791233372e-05,-1.1443434318803014e-05,-1.0175325275696423e-06,-1.54457114209805e-07,-4.3376009025158794e-05,-1.7499050641078817e-05,-1.4140997236539166e-05,-6.911887251101478e-05,-2.986810814491203e-05,-4.949349032796341e-05,-5.676110176759591e-05,0.0,0.8888888888888888,1.0,True,True,True,True,True,True,True
