model_split,gate,scale,selected_rows_sub,expected_focus,adverse_delta,support_delta,total_swing,support_prob_focus_weighted,top1_swing_share,adverse_over_observed_miss,submission_gate_pass,submission_score,spec_rank,view,model,split,target_kind,tail_q,policy,e234_tail_auc,e234_loss_vs_full,e234_target_delta,e234_subject_win_rate,sub_dropped_rows,sub_kept_rows,sub_mean_prob,sub_p10_prob,sub_p50_prob,sub_p90_prob,tag,joint_gate_pass,joint_score,submission_file
hgb_shallow__subject5__risk0.20,drop_risk_p15,0.35,212,-0.00016342514198759115,0.002082720383279338,-0.002623726243359473,0.004706446626638812,0.47724869810561354,0.013028897544905457,2.0928098194187292,False,-0.02588373922559139,17,latent_no_targetid,hgb_shallow,subject5,risk,0.2,drop_risk_p15,0.8414899054433937,-0.0013203253159149,-0.0056907500133709,0.7,38,212,0.17634150388501074,0.017583348483971476,0.07526442742298872,0.46624385210543834,e234_17_risk_drop_risk_p15_hgb_shallow_subject5,False,-0.025203576567633938,
hgb_shallow__subject5__risk0.20,drop_risk_p15,0.5,212,-0.00021960706033960202,0.0029891722614702977,-0.003734322919442289,0.0067234951809125865,0.47724869810561377,0.01302889754490524,3.0036528719660076,False,-0.048095580833549284,17,latent_no_targetid,hgb_shallow,subject5,risk,0.2,drop_risk_p15,0.8414899054433937,-0.0013203253159149,-0.0056907500133709,0.7,38,212,0.17634150388501074,0.017583348483971476,0.07526442742298872,0.46624385210543834,e234_17_risk_drop_risk_p15_hgb_shallow_subject5,False,-0.047415418175591834,
hgb_shallow__subject5__risk0.20,drop_risk_p15,0.75,212,-0.000294611011902654,0.004518557970812196,-0.005566684800556685,0.01008524277136888,0.47724869810561377,0.013028897544905162,4.540447468055635,False,-0.08573019195459233,17,latent_no_targetid,hgb_shallow,subject5,risk,0.2,drop_risk_p15,0.8414899054433937,-0.0013203253159149,-0.0056907500133709,0.7,38,212,0.17634150388501074,0.017583348483971476,0.07526442742298872,0.46624385210543834,e234_17_risk_drop_risk_p15_hgb_shallow_subject5,False,-0.08505002929663488,
hgb_shallow__subject5__risk0.20,drop_risk_p15,0.35,212,-0.00016342514198759115,0.002082720383279338,-0.002623726243359473,0.004706446626638812,0.47724869810561354,0.013028897544905457,2.0928098194187292,False,-0.02588373922559139,18,latent_with_targetid,hgb_shallow,subject5,risk,0.2,drop_risk_p15,0.8414899054433937,-0.0013203253159149,-0.0056907500133709,0.7,38,212,0.17634150388501074,0.017583348483971476,0.07526442742298872,0.46624385210543834,e234_18_risk_drop_risk_p15_hgb_shallow_subject5,False,-0.025203576567633938,
hgb_shallow__subject5__risk0.20,drop_risk_p15,0.5,212,-0.00021960706033960202,0.0029891722614702977,-0.003734322919442289,0.0067234951809125865,0.47724869810561377,0.01302889754490524,3.0036528719660076,False,-0.048095580833549284,18,latent_with_targetid,hgb_shallow,subject5,risk,0.2,drop_risk_p15,0.8414899054433937,-0.0013203253159149,-0.0056907500133709,0.7,38,212,0.17634150388501074,0.017583348483971476,0.07526442742298872,0.46624385210543834,e234_18_risk_drop_risk_p15_hgb_shallow_subject5,False,-0.047415418175591834,
hgb_shallow__subject5__risk0.20,drop_risk_p15,0.75,212,-0.000294611011902654,0.004518557970812196,-0.005566684800556685,0.01008524277136888,0.47724869810561377,0.013028897544905162,4.540447468055635,False,-0.08573019195459233,18,latent_with_targetid,hgb_shallow,subject5,risk,0.2,drop_risk_p15,0.8414899054433937,-0.0013203253159149,-0.0056907500133709,0.7,38,212,0.17634150388501074,0.017583348483971476,0.07526442742298872,0.46624385210543834,e234_18_risk_drop_risk_p15_hgb_shallow_subject5,False,-0.08505002929663488,
hgb_shallow__stratified5__risk0.20,drop_risk_top21,0.35,229,-0.0001789475874987718,0.002345170690767039,-0.003008904148727265,0.005354074839494304,0.471438736650946,0.011452923751965088,2.3565315292696183,False,-0.032320502153935886,19,latent_no_targetid,hgb_shallow,stratified5,risk,0.2,drop_risk_top21,0.8415623373840645,-0.0012994431166232,-0.0056698678140791,0.7,21,229,0.17634150388501074,0.017583348483971476,0.07526442742298872,0.46624385210543834,e234_19_risk_drop_risk_top21_hgb_shallow_stratified5,False,-0.03165078059562429,
hgb_shallow__stratified5__risk0.20,drop_risk_top21,0.5,229,-0.00023859028820834126,0.003367292966457104,-0.004281385375677618,0.007648678342134721,0.4714387366509461,0.011452923751964893,3.3836053277421057,False,-0.05739641744051095,19,latent_no_targetid,hgb_shallow,stratified5,risk,0.2,drop_risk_top21,0.8415623373840645,-0.0012994431166232,-0.0056698678140791,0.7,21,229,0.17634150388501074,0.017583348483971476,0.07526442742298872,0.46624385210543834,e234_19_risk_drop_risk_top21_hgb_shallow_stratified5,False,-0.056726695882199356,
hgb_shallow__stratified5__risk0.20,drop_risk_top21,0.75,229,-0.000315061138880239,0.0050937637431179295,-0.006379253770084153,0.011473017513202082,0.4714387366509461,0.011452923751964826,5.118439741109754,False,-0.0999464200516564,19,latent_no_targetid,hgb_shallow,stratified5,risk,0.2,drop_risk_top21,0.8415623373840645,-0.0012994431166232,-0.0056698678140791,0.7,21,229,0.17634150388501074,0.017583348483971476,0.07526442742298872,0.46624385210543834,e234_19_risk_drop_risk_top21_hgb_shallow_stratified5,False,-0.09927669849334479,
hgb_shallow__stratified5__risk0.20,drop_risk_top21,0.35,229,-0.0001789475874987718,0.002345170690767039,-0.003008904148727265,0.005354074839494304,0.471438736650946,0.011452923751965088,2.3565315292696183,False,-0.032320502153935886,20,latent_with_targetid,hgb_shallow,stratified5,risk,0.2,drop_risk_top21,0.8415623373840645,-0.0012994431166232,-0.0056698678140791,0.7,21,229,0.17634150388501074,0.017583348483971476,0.07526442742298872,0.46624385210543834,e234_20_risk_drop_risk_top21_hgb_shallow_stratified5,False,-0.03165078059562429,
hgb_shallow__stratified5__risk0.20,drop_risk_top21,0.5,229,-0.00023859028820834126,0.003367292966457104,-0.004281385375677618,0.007648678342134721,0.4714387366509461,0.011452923751964893,3.3836053277421057,False,-0.05739641744051095,20,latent_with_targetid,hgb_shallow,stratified5,risk,0.2,drop_risk_top21,0.8415623373840645,-0.0012994431166232,-0.0056698678140791,0.7,21,229,0.17634150388501074,0.017583348483971476,0.07526442742298872,0.46624385210543834,e234_20_risk_drop_risk_top21_hgb_shallow_stratified5,False,-0.056726695882199356,
hgb_shallow__stratified5__risk0.20,drop_risk_top21,0.75,229,-0.000315061138880239,0.0050937637431179295,-0.006379253770084153,0.011473017513202082,0.4714387366509461,0.011452923751964826,5.118439741109754,False,-0.0999464200516564,20,latent_with_targetid,hgb_shallow,stratified5,risk,0.2,drop_risk_top21,0.8415623373840645,-0.0012994431166232,-0.0056698678140791,0.7,21,229,0.17634150388501074,0.017583348483971476,0.07526442742298872,0.46624385210543834,e234_20_risk_drop_risk_top21_hgb_shallow_stratified5,False,-0.09927669849334479,
hgb_shallow__subject5__contrast0.20,drop_lowpos_top25,0.35,225,-3.698633851031604e-05,0.002543222249253253,-0.002891109940927097,0.00543433219018035,0.47479772996319897,0.011283780371366653,2.555542519740891,False,-0.03840744727932275,21,movement,hgb_shallow,subject5,contrast,0.2,drop_lowpos_top25,0.5814571994062346,-0.0012988568313052,-0.0056692815287612,0.7,25,225,0.558374803687244,0.28379323590063976,0.6202462044011744,0.7263972478086395,e234_21_contrast_drop_lowpos_top25_hgb_shallow_subject5,False,-0.03773801886367015,
hgb_shallow__subject5__contrast0.20,drop_lowpos_top25,0.5,225,-3.497873442442325e-05,0.0036510335338092482,-0.004112298166448395,0.0077633317002576445,0.47479772996319897,0.011283780371366459,3.668720435026464,False,-0.06611879022590977,21,movement,hgb_shallow,subject5,contrast,0.2,drop_lowpos_top25,0.5814571994062346,-0.0012988568313052,-0.0056692815287612,0.7,25,225,0.558374803687244,0.28379323590063976,0.6202462044011744,0.7263972478086395,e234_21_contrast_drop_lowpos_top25_hgb_shallow_subject5,False,-0.06544936181025716,
hgb_shallow__subject5__contrast0.20,drop_lowpos_top25,0.75,225,-7.728970444204011e-06,0.005521289431906304,-0.0061237081184801635,0.011644997550386468,0.4747977299631989,0.011283780371366391,5.548036515949627,False,-0.11309318579017792,21,movement,hgb_shallow,subject5,contrast,0.2,drop_lowpos_top25,0.5814571994062346,-0.0012988568313052,-0.0056692815287612,0.7,25,225,0.558374803687244,0.28379323590063976,0.6202462044011744,0.7263972478086395,e234_21_contrast_drop_lowpos_top25_hgb_shallow_subject5,False,-0.11242375737452531,
hgb_shallow__subject5__contrast0.20,drop_lowpos_top50,0.35,200,-6.021516512563014e-05,0.0022294140243647505,-0.002653195548285113,0.004882609572649864,0.4689355467444769,0.012558819210638589,2.2402140965240647,False,-0.030376666051955537,22,movement,hgb_shallow,subject5,contrast,0.2,drop_lowpos_top50,0.5814571994062346,-0.0012897292472069,-0.0056601539446629,0.7,50,200,0.558374803687244,0.28379323590063976,0.6202462044011744,0.7263972478086395,e234_22_contrast_drop_lowpos_top50_hgb_shallow_subject5,False,-0.02971180142835209,
hgb_shallow__subject5__contrast0.20,drop_lowpos_top50,0.5,200,-6.989337168127673e-05,0.0032010054704478394,-0.0037741510619091092,0.006975156532356948,0.468935546744477,0.012558819210638377,3.2165122761310263,False,-0.05458902655158758,22,movement,hgb_shallow,subject5,contrast,0.2,drop_lowpos_top50,0.5814571994062346,-0.0012897292472069,-0.0056601539446629,0.7,50,200,0.558374803687244,0.28379323590063976,0.6202462044011744,0.7263972478086395,e234_22_contrast_drop_lowpos_top50_hgb_shallow_subject5,False,-0.05392416192798413,
hgb_shallow__subject5__contrast0.20,drop_lowpos_top50,0.75,200,-6.441324031387823e-05,0.004841935022879797,-0.005620799775655629,0.010462734798535427,0.468935546744477,0.012558819210638297,4.865391073243845,False,-0.09565610641332573,22,movement,hgb_shallow,subject5,contrast,0.2,drop_lowpos_top50,0.5814571994062346,-0.0012897292472069,-0.0056601539446629,0.7,50,200,0.558374803687244,0.28379323590063976,0.6202462044011744,0.7263972478086395,e234_22_contrast_drop_lowpos_top50_hgb_shallow_subject5,False,-0.09499124178972226,
hgb_shallow__subject5__contrast0.30,drop_lowpos_top13,0.35,237,-4.085828321806741e-05,0.002654373747765706,-0.0028862567632445615,0.005540630511010268,0.4864486136781443,0.011067298347577782,2.667232475530203,False,-0.04115521588806731,23,movement,hgb_shallow,subject5,contrast,0.3,drop_lowpos_top13,0.5797246163548455,-0.0011960191890335,-0.0055664438864895,0.6,13,237,0.45404627585319607,0.2505438872624025,0.45780457448458267,0.6675595921256079,e234_23_contrast_drop_lowpos_top13_hgb_shallow_subject5,False,-0.04056420629355056,
hgb_shallow__subject5__contrast0.30,drop_lowpos_top13,0.5,237,-3.997400345015369e-05,0.003810357469383808,-0.004104828974916573,0.00791518644430038,0.48644861367814446,0.011067298347577598,3.82881619224658,False,-0.07006188316666317,23,movement,hgb_shallow,subject5,contrast,0.3,drop_lowpos_top13,0.5797246163548455,-0.0011960191890335,-0.0055664438864895,0.6,13,237,0.45404627585319607,0.2505438872624025,0.45780457448458267,0.6675595921256079,e234_23_contrast_drop_lowpos_top13_hgb_shallow_subject5,False,-0.06947087357214642,
hgb_shallow__subject5__contrast0.30,drop_lowpos_top13,0.75,237,-1.3923546050711953e-05,0.0057615736632002324,-0.006111206003250341,0.011872779666450574,0.48644861367814446,0.01106729834757753,5.789484769272823,False,-0.1190506916712693,23,movement,hgb_shallow,subject5,contrast,0.3,drop_lowpos_top13,0.5797246163548455,-0.0011960191890335,-0.0055664438864895,0.6,13,237,0.45404627585319607,0.2505438872624025,0.45780457448458267,0.6675595921256079,e234_23_contrast_drop_lowpos_top13_hgb_shallow_subject5,False,-0.11845968207675255,
hgb_shallow__subject5__contrast0.20,drop_lowpos_top21,0.35,229,-3.724314124971377e-05,0.0025703311115769694,-0.002906475138854535,0.005476806250431504,0.476112196340931,0.011196271712955291,2.582782707007419,False,-0.0390830969137688,24,movement,hgb_shallow,subject5,contrast,0.2,drop_lowpos_top21,0.5814571994062346,-0.0011854071303144,-0.0055558318277704,0.7,21,229,0.558374803687244,0.28379323590063976,0.6202462044011744,0.7263972478086395,e234_24_contrast_drop_lowpos_top21_hgb_shallow_subject5,False,-0.0384703933486116,
hgb_shallow__subject5__contrast0.20,drop_lowpos_top21,0.5,229,-3.5237392841251846e-05,0.0036898686826254386,-0.0041341402465624255,0.007824008929187862,0.4761121963409312,0.011196271712955102,3.7077437150757717,False,-0.06708758217724822,24,movement,hgb_shallow,subject5,contrast,0.2,drop_lowpos_top21,0.5814571994062346,-0.0011854071303144,-0.0055558318277704,0.7,21,229,0.558374803687244,0.28379323590063976,0.6202462044011744,0.7263972478086395,e234_24_contrast_drop_lowpos_top21_hgb_shallow_subject5,False,-0.06647487861209102,
hgb_shallow__subject5__contrast0.20,drop_lowpos_top21,0.75,229,-7.847751668093228e-06,0.005579811361531944,-0.006156202032249855,0.011736013393781799,0.4761121963409311,0.011196271712955033,5.60684194655622,False,-0.11455526627929613,24,movement,hgb_shallow,subject5,contrast,0.2,drop_lowpos_top21,0.5814571994062346,-0.0011854071303144,-0.0055558318277704,0.7,21,229,0.558374803687244,0.28379323590063976,0.6202462044011744,0.7263972478086395,e234_24_contrast_drop_lowpos_top21_hgb_shallow_subject5,False,-0.11394256271413893,
hgb_shallow__subject5__contrast0.20,drop_lowpos_p15,0.35,212,-7.123953687855373e-05,0.0023684864023206876,-0.002769771948755566,0.005138258351076254,0.4748157395955419,0.011933968031443767,2.379960190398569,False,-0.033765155556594734,25,movement,hgb_shallow,subject5,contrast,0.2,drop_lowpos_p15,0.5814571994062346,-0.0011506123135839,-0.0055210370110398,0.8,38,212,0.558374803687244,0.28379323590063976,0.6202462044011744,0.7263972478086395,e234_25_contrast_drop_lowpos_p15_hgb_shallow_subject5,False,-0.03314984939980278,
hgb_shallow__subject5__contrast0.20,drop_lowpos_p15,0.5,212,-8.492007584681541e-05,0.0034004026944378157,-0.003939966378528262,0.007340369072966077,0.474815739595542,0.011933968031443566,3.4168754509869808,False,-0.059453618547776844,25,movement,hgb_shallow,subject5,contrast,0.2,drop_lowpos_p15,0.5814571994062346,-0.0011506123135839,-0.0055210370110398,0.8,38,212,0.558374803687244,0.28379323590063976,0.6202462044011744,0.7263972478086395,e234_25_contrast_drop_lowpos_p15_hgb_shallow_subject5,False,-0.058838312390984894,
hgb_shallow__subject5__contrast0.20,drop_lowpos_p15,0.75,212,-8.515171391289034e-05,0.005142832441514058,-0.005867721167935061,0.011010553609449117,0.474815739595542,0.011933968031443493,5.167746145682327,False,-0.10301250912015429,25,movement,hgb_shallow,subject5,contrast,0.2,drop_lowpos_p15,0.5814571994062346,-0.0011506123135839,-0.0055210370110398,0.8,38,212,0.558374803687244,0.28379323590063976,0.6202462044011744,0.7263972478086395,e234_25_contrast_drop_lowpos_p15_hgb_shallow_subject5,False,-0.10239720296336234,
hgb_shallow__subject5__risk0.20,drop_risk_p10,0.35,225,-0.0001730688603326645,0.0022779075776285683,-0.002901301458706418,0.005179209036334988,0.4732337352607881,0.011839609189135045,2.2889425697573396,False,-0.030686031479890397,26,latent_no_targetid,hgb_shallow,subject5,risk,0.2,drop_risk_p10,0.8414899054433937,-0.0010981835341311,-0.0054686082315871,0.7,25,225,0.17634150388501074,0.017583348483971476,0.07526442742298872,0.46624385210543834,e234_26_risk_drop_risk_p10_hgb_shallow_subject5,False,-0.030116939712824847,
hgb_shallow__subject5__risk0.20,drop_risk_p10,0.5,225,-0.0002310959804503566,0.003270298930922834,-0.00412857112098429,0.007398870051907124,0.4732337352607883,0.011839609189134848,3.2861414187023565,False,-0.05503159835130551,26,latent_no_targetid,hgb_shallow,subject5,risk,0.2,drop_risk_p10,0.8414899054433937,-0.0010981835341311,-0.0054686082315871,0.7,25,225,0.17634150388501074,0.017583348483971476,0.07526442742298872,0.46624385210543834,e234_26_risk_drop_risk_p10_hgb_shallow_subject5,False,-0.054462506584239956,
hgb_shallow__subject5__risk0.20,drop_risk_p10,0.75,225,-0.00030609379569305074,0.004945998571366735,-0.0061523065064939516,0.01109830507786069,0.4732337352607882,0.011839609189134773,4.969958742464091,False,-0.0963241068404615,26,latent_no_targetid,hgb_shallow,subject5,risk,0.2,drop_risk_p10,0.8414899054433937,-0.0010981835341311,-0.0054686082315871,0.7,25,225,0.17634150388501074,0.017583348483971476,0.07526442742298872,0.46624385210543834,e234_26_risk_drop_risk_p10_hgb_shallow_subject5,False,-0.09575501507339594,
hgb_shallow__subject5__risk0.20,drop_risk_p10,0.35,225,-0.0001730688603326645,0.0022779075776285683,-0.002901301458706418,0.005179209036334988,0.4732337352607881,0.011839609189135045,2.2889425697573396,False,-0.030686031479890397,27,latent_with_targetid,hgb_shallow,subject5,risk,0.2,drop_risk_p10,0.8414899054433937,-0.0010981835341311,-0.0054686082315871,0.7,25,225,0.17634150388501074,0.017583348483971476,0.07526442742298872,0.46624385210543834,e234_27_risk_drop_risk_p10_hgb_shallow_subject5,False,-0.030116939712824847,
hgb_shallow__subject5__risk0.20,drop_risk_p10,0.5,225,-0.0002310959804503566,0.003270298930922834,-0.00412857112098429,0.007398870051907124,0.4732337352607883,0.011839609189134848,3.2861414187023565,False,-0.05503159835130551,27,latent_with_targetid,hgb_shallow,subject5,risk,0.2,drop_risk_p10,0.8414899054433937,-0.0010981835341311,-0.0054686082315871,0.7,25,225,0.17634150388501074,0.017583348483971476,0.07526442742298872,0.46624385210543834,e234_27_risk_drop_risk_p10_hgb_shallow_subject5,False,-0.054462506584239956,
hgb_shallow__subject5__risk0.20,drop_risk_p10,0.75,225,-0.00030609379569305074,0.004945998571366735,-0.0061523065064939516,0.01109830507786069,0.4732337352607882,0.011839609189134773,4.969958742464091,False,-0.0963241068404615,27,latent_with_targetid,hgb_shallow,subject5,risk,0.2,drop_risk_p10,0.8414899054433937,-0.0010981835341311,-0.0054686082315871,0.7,25,225,0.17634150388501074,0.017583348483971476,0.07526442742298872,0.46624385210543834,e234_27_risk_drop_risk_p10_hgb_shallow_subject5,False,-0.09575501507339594,
hgb_shallow__stratified5__risk0.20,drop_risk_top13,0.35,237,-0.00017038787595654805,0.0025100473477406293,-0.0031852163412651588,0.005695263689005788,0.47064286573271835,0.010766808043921751,2.5222069072404034,False,-0.036510759047471815,28,latent_no_targetid,hgb_shallow,stratified5,risk,0.2,drop_risk_top13,0.8415623373840645,-0.0010807975756818,-0.0054512222731377,0.6,13,237,0.17634150388501074,0.017583348483971476,0.07526442742298872,0.46624385210543834,e234_28_risk_drop_risk_top13_hgb_shallow_stratified5,False,-0.035977360259630914,
hgb_shallow__stratified5__risk0.20,drop_risk_top13,0.5,237,-0.00022473476109919688,0.0036044584156110573,-0.004531632568682927,0.008136090984293983,0.4706428657327184,0.010766808043921567,3.6219196904386157,False,-0.06343626066309133,28,latent_no_targetid,hgb_shallow,stratified5,risk,0.2,drop_risk_top13,0.8415623373840645,-0.0010807975756818,-0.0054512222731377,0.6,13,237,0.17634150388501074,0.017583348483971476,0.07526442742298872,0.46624385210543834,e234_28_risk_drop_risk_top13_hgb_shallow_stratified5,False,-0.06290286187525042,
hgb_shallow__stratified5__risk0.20,drop_risk_top13,0.75,237,-0.00029020617080948184,0.0054535835942559,-0.006750552882185077,0.012204136476440976,0.4706428657327184,0.010766808043921503,5.480002687210875,False,-0.10914061885153012,28,latent_no_targetid,hgb_shallow,stratified5,risk,0.2,drop_risk_top13,0.8415623373840645,-0.0010807975756818,-0.0054512222731377,0.6,13,237,0.17634150388501074,0.017583348483971476,0.07526442742298872,0.46624385210543834,e234_28_risk_drop_risk_top13_hgb_shallow_stratified5,False,-0.10860722006368921,
hgb_shallow__stratified5__risk0.20,drop_risk_top13,0.35,237,-0.00017038787595654805,0.0025100473477406293,-0.0031852163412651588,0.005695263689005788,0.47064286573271835,0.010766808043921751,2.5222069072404034,False,-0.036510759047471815,29,latent_with_targetid,hgb_shallow,stratified5,risk,0.2,drop_risk_top13,0.8415623373840645,-0.0010807975756818,-0.0054512222731377,0.6,13,237,0.17634150388501074,0.017583348483971476,0.07526442742298872,0.46624385210543834,e234_29_risk_drop_risk_top13_hgb_shallow_stratified5,False,-0.035977360259630914,
hgb_shallow__stratified5__risk0.20,drop_risk_top13,0.5,237,-0.00022473476109919688,0.0036044584156110573,-0.004531632568682927,0.008136090984293983,0.4706428657327184,0.010766808043921567,3.6219196904386157,False,-0.06343626066309133,29,latent_with_targetid,hgb_shallow,stratified5,risk,0.2,drop_risk_top13,0.8415623373840645,-0.0010807975756818,-0.0054512222731377,0.6,13,237,0.17634150388501074,0.017583348483971476,0.07526442742298872,0.46624385210543834,e234_29_risk_drop_risk_top13_hgb_shallow_stratified5,False,-0.06290286187525042,
hgb_shallow__stratified5__risk0.20,drop_risk_top13,0.75,237,-0.00029020617080948184,0.0054535835942559,-0.006750552882185077,0.012204136476440976,0.4706428657327184,0.010766808043921503,5.480002687210875,False,-0.10914061885153012,29,latent_with_targetid,hgb_shallow,stratified5,risk,0.2,drop_risk_top13,0.8415623373840645,-0.0010807975756818,-0.0054512222731377,0.6,13,237,0.17634150388501074,0.017583348483971476,0.07526442742298872,0.46624385210543834,e234_29_risk_drop_risk_top13_hgb_shallow_stratified5,False,-0.10860722006368921,
hgb_shallow__subject5__risk0.20,drop_risk_p20,0.35,200,-8.971524841245635e-05,0.0019468500982884563,-0.0022976738499243176,0.004244523948212774,0.4798100732965452,0.014446805259483267,1.956281330583173,False,-0.02307694483096334,30,movement,hgb_shallow,subject5,risk,0.2,drop_risk_p20,0.8487573473038588,-0.001060664538573,-0.0054310892360289,0.8,50,200,0.18836127827142754,0.017430925415549674,0.06848960959962702,0.5051052728948063,e234_30_risk_drop_risk_p20_hgb_shallow_subject5,False,-0.02250661256167684,
hgb_shallow__subject5__risk0.20,drop_risk_p20,0.5,200,-0.0001165334104834087,0.002792845656232182,-0.003270759984071782,0.006063605640303964,0.47981007329654524,0.014446805259483018,2.8063751910280925,False,-0.044012288482988854,30,movement,hgb_shallow,subject5,risk,0.2,drop_risk_p20,0.8487573473038588,-0.001060664538573,-0.0054310892360289,0.8,50,200,0.18836127827142754,0.017430925415549674,0.06848960959962702,0.5051052728948063,e234_30_risk_drop_risk_p20_hgb_shallow_subject5,False,-0.04344195621370236,
hgb_shallow__subject5__risk0.20,drop_risk_p20,0.75,200,-0.0001456438448724794,0.004218424755200907,-0.0048769837052550415,0.009095408460455949,0.47981007329654535,0.01444680525948293,4.238860300710579,False,-0.07941888248209442,30,movement,hgb_shallow,subject5,risk,0.2,drop_risk_p20,0.8487573473038588,-0.001060664538573,-0.0054310892360289,0.8,50,200,0.18836127827142754,0.017430925415549674,0.06848960959962702,0.5051052728948063,e234_30_risk_drop_risk_p20_hgb_shallow_subject5,False,-0.07884855021280791,
lr_l2_c0p10__subject5__contrast0.20,drop_lowpos_p05,0.35,238,-0.00010103789670980201,0.0026086498741272474,-0.0032462134735960577,0.005854863347723305,0.4628097378038252,0.010473312058237452,2.6212870992326147,False,-0.0395305633419141,31,movement,lr_l2_c0p10,subject5,contrast,0.2,drop_lowpos_p05,0.4811974270163285,-0.0010333529385869,-0.0054037776360429,0.6,12,238,0.6022173289320502,0.4476695972703307,0.6054499184530713,0.7433821004049596,e234_31_contrast_drop_lowpos_p05_lr_l2_c0p10_subject5,False,-0.03902188687262065,
lr_l2_c0p10__subject5__contrast0.20,drop_lowpos_p05,0.5,238,-0.00012406094743950036,0.0037469215823277124,-0.004617168914419864,0.008364090496747575,0.4628097378038254,0.010473312058237278,3.765072999257083,False,-0.06780317164108814,31,movement,lr_l2_c0p10,subject5,contrast,0.2,drop_lowpos_p05,0.4811974270163285,-0.0010333529385869,-0.0054037776360429,0.6,12,238,0.6022173289320502,0.4476695972703307,0.6054499184530713,0.7433821004049596,e234_31_contrast_drop_lowpos_p05_lr_l2_c0p10_subject5,False,-0.06729449517179469,
lr_l2_c0p10__subject5__contrast0.20,drop_lowpos_p05,0.75,238,-0.0001352141356381357,0.005671259659012688,-0.006874876086108685,0.01254613574512137,0.46280973780382545,0.01047331205823721,5.698733252020607,False,-0.11582239805262344,31,movement,lr_l2_c0p10,subject5,contrast,0.2,drop_lowpos_p05,0.4811974270163285,-0.0010333529385869,-0.0054037776360429,0.6,12,238,0.6022173289320502,0.4476695972703307,0.6054499184530713,0.7433821004049596,e234_31_contrast_drop_lowpos_p05_lr_l2_c0p10_subject5,False,-0.11531372158332999,
hgb_shallow__subject5__risk0.30,drop_risk_p10,0.35,225,-2.5557472352552796e-05,0.0024991718610737194,-0.0026823785246645865,0.005181550385738306,0.48725364909609586,0.011834259311232323,2.511278735859265,False,-0.03739772859988449,32,movement,hgb_shallow,subject5,risk,0.3,drop_risk_p10,0.7783038919327413,-0.0010263529038188,-0.0053967776012747,0.8,25,225,0.29070254633312703,0.031835039649854666,0.3071480429420569,0.6094748192469183,e234_32_risk_drop_risk_p10_hgb_shallow_subject5,False,-0.036844552147975086,
hgb_shallow__subject5__risk0.30,drop_risk_p10,0.5,225,-1.979253552440282e-05,0.003586963655084558,-0.0038152511816844504,0.007402214836769008,0.48725364909609586,0.011834259311232123,3.6043401790878953,False,-0.06463864294478067,32,movement,hgb_shallow,subject5,risk,0.3,drop_risk_p10,0.7783038919327413,-0.0010263529038188,-0.0053967776012747,0.8,25,225,0.29070254633312703,0.031835039649854666,0.3071480429420569,0.6094748192469183,e234_32_risk_drop_risk_p10_hgb_shallow_subject5,False,-0.06408546649287127,
hgb_shallow__subject5__risk0.30,drop_risk_p10,0.75,225,1.214553283972586e-05,0.005422279818753168,-0.005681042436400347,0.011103322255153515,0.48725364909609586,0.01183425931123205,5.448547265118234,False,-0.11077705158340893,32,movement,hgb_shallow,subject5,risk,0.3,drop_risk_p10,0.7783038919327413,-0.0010263529038188,-0.0053967776012747,0.8,25,225,0.29070254633312703,0.031835039649854666,0.3071480429420569,0.6094748192469183,e234_32_risk_drop_risk_p10_hgb_shallow_subject5,False,-0.11022387513149953,
hgb_shallow__subject5__risk0.30,drop_risk_top13,0.35,237,-5.1012562801567616e-05,0.0026416809687676525,-0.0029432911207907904,0.005584972089558443,0.4821319584753929,0.010979430141412045,2.654478208209396,False,-0.04075664460280673,33,movement,hgb_shallow,subject5,risk,0.3,drop_risk_top13,0.7783038919327413,-0.0010130427528988,-0.0053834674503547,0.6,13,237,0.29070254633312703,0.031835039649854666,0.3071480429420569,0.6094748192469183,e234_33_risk_drop_risk_top13_hgb_shallow_subject5,False,-0.04025712322635733,
hgb_shallow__subject5__risk0.30,drop_risk_top13,0.5,237,-5.455681448899267e-05,0.0037921482306098936,-0.004186383325902168,0.007978531556512061,0.4821319584753931,0.01097943014141186,3.8105187414624355,False,-0.06948997213536337,33,movement,hgb_shallow,subject5,risk,0.3,drop_risk_top13,0.7783038919327413,-0.0010130427528988,-0.0053834674503547,0.6,13,237,0.29070254633312703,0.031835039649854666,0.3071480429420569,0.6094748192469183,e234_33_risk_drop_risk_top13_hgb_shallow_subject5,False,-0.06899045075891397,
hgb_shallow__subject5__risk0.30,drop_risk_top13,0.75,237,-3.597717449883186e-05,0.005734080393149499,-0.006233716941618594,0.011967797334768094,0.48213195847539314,0.010979430141411794,5.761858312071925,False,-0.11818691331877479,33,movement,hgb_shallow,subject5,risk,0.3,drop_risk_top13,0.7783038919327413,-0.0010130427528988,-0.0053834674503547,0.6,13,237,0.29070254633312703,0.031835039649854666,0.3071480429420569,0.6094748192469183,e234_33_risk_drop_risk_top13_hgb_shallow_subject5,False,-0.11768739194232539,
