model_split,gate,scale,selected_rows_sub,expected_focus,adverse_delta,support_delta,total_swing,support_prob_focus_weighted,top1_swing_share,adverse_over_observed_miss,submission_gate_pass,submission_score,spec_rank,view,model,split,target_kind,tail_q,policy,e234_tail_auc,e234_loss_vs_full,e234_target_delta,e234_subject_win_rate,sub_dropped_rows,sub_kept_rows,sub_mean_prob,sub_p10_prob,sub_p50_prob,sub_p90_prob,tag,joint_gate_pass,joint_score,submission_file
hgb_shallow__subject5__risk0.30,drop_risk_top10,0.35,240,-0.00012196331178664893,0.0026655259062729544,-0.0031929494077812992,0.005858475314054253,0.4758045512921298,0.010466854874670061,2.678438659048192,False,-0.04078505953350529,51,latent_no_targetid,hgb_shallow,subject5,risk,0.3,drop_risk_top10,0.7313668996788211,-0.0008516036495328,-0.0052220283469888,0.7,10,240,0.2941033988757243,0.044582975728465514,0.27768214279649034,0.6034727363081424,e234_51_risk_drop_risk_top10_hgb_shallow_subject5,False,-0.04034925770873889,
hgb_shallow__subject5__risk0.30,drop_risk_top10,0.5,240,-0.00015464059192053136,0.0038274868624503305,-0.0045417635861986026,0.008369250448648932,0.47580455129212995,0.010466854874669886,3.8460285661677767,False,-0.06957266519686864,51,latent_no_targetid,hgb_shallow,subject5,risk,0.3,drop_risk_top10,0.7313668996788211,-0.0008516036495328,-0.0052220283469888,0.7,10,240,0.2941033988757243,0.044582975728465514,0.27768214279649034,0.6034727363081424,e234_51_risk_drop_risk_top10_hgb_shallow_subject5,False,-0.06913686337210223,
hgb_shallow__subject5__risk0.30,drop_risk_top10,0.75,240,-0.0001828221556709693,0.005790369025885324,-0.006763506647088077,0.012553875672973402,0.4758045512921299,0.010466854874669822,5.818419626906567,False,-0.11841926677273996,51,latent_no_targetid,hgb_shallow,subject5,risk,0.3,drop_risk_top10,0.7313668996788211,-0.0008516036495328,-0.0052220283469888,0.7,10,240,0.2941033988757243,0.044582975728465514,0.27768214279649034,0.6034727363081424,e234_51_risk_drop_risk_top10_hgb_shallow_subject5,False,-0.11798346494797356,
hgb_shallow__subject5__risk0.30,drop_risk_top10,0.35,240,-0.00012196331178664893,0.0026655259062729544,-0.0031929494077812992,0.005858475314054253,0.4758045512921298,0.010466854874670061,2.678438659048192,False,-0.04078505953350529,52,latent_with_targetid,hgb_shallow,subject5,risk,0.3,drop_risk_top10,0.7313668996788211,-0.0008516036495328,-0.0052220283469888,0.7,10,240,0.2941033988757243,0.044582975728465514,0.27768214279649034,0.6034727363081424,e234_52_risk_drop_risk_top10_hgb_shallow_subject5,False,-0.04034925770873889,
hgb_shallow__subject5__risk0.30,drop_risk_top10,0.5,240,-0.00015464059192053136,0.0038274868624503305,-0.0045417635861986026,0.008369250448648932,0.47580455129212995,0.010466854874669886,3.8460285661677767,False,-0.06957266519686864,52,latent_with_targetid,hgb_shallow,subject5,risk,0.3,drop_risk_top10,0.7313668996788211,-0.0008516036495328,-0.0052220283469888,0.7,10,240,0.2941033988757243,0.044582975728465514,0.27768214279649034,0.6034727363081424,e234_52_risk_drop_risk_top10_hgb_shallow_subject5,False,-0.06913686337210223,
hgb_shallow__subject5__risk0.30,drop_risk_top10,0.75,240,-0.0001828221556709693,0.005790369025885324,-0.006763506647088077,0.012553875672973402,0.4758045512921299,0.010466854874669822,5.818419626906567,False,-0.11841926677273996,52,latent_with_targetid,hgb_shallow,subject5,risk,0.3,drop_risk_top10,0.7313668996788211,-0.0008516036495328,-0.0052220283469888,0.7,10,240,0.2941033988757243,0.044582975728465514,0.27768214279649034,0.6034727363081424,e234_52_risk_drop_risk_top10_hgb_shallow_subject5,False,-0.11798346494797356,
hgb_shallow__stratified5__contrast0.20,drop_lowpos_p15,0.35,212,-7.123953687855373e-05,0.0023684864023206876,-0.002769771948755566,0.005138258351076254,0.4748157395955419,0.011933968031443767,2.379960190398569,False,-0.033765155556594734,53,movement,hgb_shallow,stratified5,contrast,0.2,drop_lowpos_p15,0.6242603550295858,-0.0007742989255595,-0.0051447236230155,0.7,38,212,0.558374803687244,0.28379323590063976,0.6202462044011744,0.7263972478086395,e234_53_contrast_drop_lowpos_p15_hgb_shallow_stratified5,False,-0.033358006093814986,
hgb_shallow__stratified5__contrast0.20,drop_lowpos_p15,0.5,212,-8.492007584681541e-05,0.0034004026944378157,-0.003939966378528262,0.007340369072966077,0.474815739595542,0.011933968031443566,3.4168754509869808,False,-0.059453618547776844,53,movement,hgb_shallow,stratified5,contrast,0.2,drop_lowpos_p15,0.6242603550295858,-0.0007742989255595,-0.0051447236230155,0.7,38,212,0.558374803687244,0.28379323590063976,0.6202462044011744,0.7263972478086395,e234_53_contrast_drop_lowpos_p15_hgb_shallow_stratified5,False,-0.0590464690849971,
hgb_shallow__stratified5__contrast0.20,drop_lowpos_p15,0.75,212,-8.515171391289034e-05,0.005142832441514058,-0.005867721167935061,0.011010553609449117,0.474815739595542,0.011933968031443493,5.167746145682327,False,-0.10301250912015429,53,movement,hgb_shallow,stratified5,contrast,0.2,drop_lowpos_p15,0.6242603550295858,-0.0007742989255595,-0.0051447236230155,0.7,38,212,0.558374803687244,0.28379323590063976,0.6202462044011744,0.7263972478086395,e234_53_contrast_drop_lowpos_p15_hgb_shallow_stratified5,False,-0.10260535965737454,
lr_l2_c0p10__subject5__risk0.20,drop_risk_top10,0.35,240,-0.0001714135445543367,0.0025689775874619273,-0.0032282680242215677,0.005797245611683495,0.4727057150198033,0.01057740434103084,2.581422625941559,False,-0.03797577181098137,54,latent_no_targetid,lr_l2_c0p10,subject5,risk,0.2,drop_risk_top10,0.7243163812931254,-0.0007664985353768,-0.0051369232328327,0.6,10,240,0.2616338668103367,0.004967722679348696,0.08168922308427647,0.8036452283361459,e234_54_risk_drop_risk_top10_lr_l2_c0p10_subject5,False,-0.03760252254329297,
lr_l2_c0p10__subject5__risk0.20,drop_risk_top10,0.5,240,-0.00022597660331944602,0.003688867870989503,-0.004592911574272633,0.008281779445262136,0.4727057150198034,0.01057740434103066,3.70673805515335,False,-0.06553652442904989,54,latent_no_targetid,lr_l2_c0p10,subject5,risk,0.2,drop_risk_top10,0.7243163812931254,-0.0007664985353768,-0.0051369232328327,0.6,10,240,0.2616338668103367,0.004967722679348696,0.08168922308427647,0.8036452283361459,e234_54_risk_drop_risk_top10_lr_l2_c0p10_subject5,False,-0.06516327516136149,
lr_l2_c0p10__subject5__risk0.20,drop_risk_top10,0.75,240,-0.0002915149821535363,0.005580751729309888,-0.006841917438583318,0.012422669167893207,0.47270571501980335,0.010577404341030595,5.607786869809167,False,-0.11230931385638679,54,latent_no_targetid,lr_l2_c0p10,subject5,risk,0.2,drop_risk_top10,0.7243163812931254,-0.0007664985353768,-0.0051369232328327,0.6,10,240,0.2616338668103367,0.004967722679348696,0.08168922308427647,0.8036452283361459,e234_54_risk_drop_risk_top10_lr_l2_c0p10_subject5,False,-0.11193606458869838,
lr_l2_c0p10__subject5__risk0.20,drop_risk_top10,0.35,240,-0.0001714135445543367,0.0025689775874619273,-0.0032282680242215677,0.005797245611683495,0.4727057150198033,0.01057740434103084,2.581422625941559,False,-0.03797577181098137,55,latent_with_targetid,lr_l2_c0p10,subject5,risk,0.2,drop_risk_top10,0.7243163812931254,-0.0007664985353768,-0.0051369232328327,0.6,10,240,0.2616338668103358,0.004967722679348221,0.08168922308430504,0.803645228336138,e234_55_risk_drop_risk_top10_lr_l2_c0p10_subject5,False,-0.03760252254329297,
lr_l2_c0p10__subject5__risk0.20,drop_risk_top10,0.5,240,-0.00022597660331944602,0.003688867870989503,-0.004592911574272633,0.008281779445262136,0.4727057150198034,0.01057740434103066,3.70673805515335,False,-0.06553652442904989,55,latent_with_targetid,lr_l2_c0p10,subject5,risk,0.2,drop_risk_top10,0.7243163812931254,-0.0007664985353768,-0.0051369232328327,0.6,10,240,0.2616338668103358,0.004967722679348221,0.08168922308430504,0.803645228336138,e234_55_risk_drop_risk_top10_lr_l2_c0p10_subject5,False,-0.06516327516136149,
lr_l2_c0p10__subject5__risk0.20,drop_risk_top10,0.75,240,-0.0002915149821535363,0.005580751729309888,-0.006841917438583318,0.012422669167893207,0.47270571501980335,0.010577404341030595,5.607786869809167,False,-0.11230931385638679,55,latent_with_targetid,lr_l2_c0p10,subject5,risk,0.2,drop_risk_top10,0.7243163812931254,-0.0007664985353768,-0.0051369232328327,0.6,10,240,0.2616338668103358,0.004967722679348221,0.08168922308430504,0.803645228336138,e234_55_risk_drop_risk_top10_lr_l2_c0p10_subject5,False,-0.11193606458869838,
hgb_shallow__stratified5__risk0.20,drop_risk_p20,0.35,200,-8.971524841245635e-05,0.0019468500982884563,-0.0022976738499243176,0.004244523948212774,0.4798100732965452,0.014446805259483267,1.956281330583173,False,-0.02307694483096334,56,movement,hgb_shallow,stratified5,risk,0.2,drop_risk_p20,0.862392482169641,-0.0007380413566205,-0.0051084660540765,0.7,50,200,0.18836127827142754,0.017430925415549674,0.06848960959962702,0.5051052728948063,e234_56_risk_drop_risk_p20_hgb_shallow_stratified5,False,-0.02268792415265309,
hgb_shallow__stratified5__risk0.20,drop_risk_p20,0.5,200,-0.0001165334104834087,0.002792845656232182,-0.003270759984071782,0.006063605640303964,0.47981007329654524,0.014446805259483018,2.8063751910280925,False,-0.044012288482988854,56,movement,hgb_shallow,stratified5,risk,0.2,drop_risk_p20,0.862392482169641,-0.0007380413566205,-0.0051084660540765,0.7,50,200,0.18836127827142754,0.017430925415549674,0.06848960959962702,0.5051052728948063,e234_56_risk_drop_risk_p20_hgb_shallow_stratified5,False,-0.0436232678046786,
hgb_shallow__stratified5__risk0.20,drop_risk_p20,0.75,200,-0.0001456438448724794,0.004218424755200907,-0.0048769837052550415,0.009095408460455949,0.47981007329654535,0.01444680525948293,4.238860300710579,False,-0.07941888248209442,56,movement,hgb_shallow,stratified5,risk,0.2,drop_risk_p20,0.862392482169641,-0.0007380413566205,-0.0051084660540765,0.7,50,200,0.18836127827142754,0.017430925415549674,0.06848960959962702,0.5051052728948063,e234_56_risk_drop_risk_p20_hgb_shallow_stratified5,False,-0.07902986180378416,
hgb_shallow__subject5__risk0.20,drop_risk_top25,0.35,225,-0.0001272376563801809,0.0024028095069493754,-0.0028049347445591273,0.0052077442515085035,0.48582400385669655,0.011774735458885245,2.414449568318207,False,-0.0341752163697844,57,movement,hgb_shallow,subject5,risk,0.2,drop_risk_top25,0.8487573473038588,-0.0007118249472627,-0.0050822496447187,0.6,25,225,0.18836127827142754,0.017430925415549674,0.06848960959962702,0.5051052728948063,e234_57_risk_drop_risk_top25_hgb_shallow_subject5,False,-0.03381930389615305,
hgb_shallow__subject5__risk0.20,drop_risk_top25,0.5,225,-0.00016525949228949943,0.003449093598181297,-0.003990541046830851,0.0074396346450121475,0.4858240038566968,0.011774735458885048,3.4658022307356293,False,-0.06002814396330789,57,movement,hgb_shallow,subject5,risk,0.2,drop_risk_top25,0.8487573473038588,-0.0007118249472627,-0.0050822496447187,0.6,25,225,0.18836127827142754,0.017430925415549674,0.06848960959962702,0.5051052728948063,e234_57_risk_drop_risk_top25_hgb_shallow_subject5,False,-0.05967223148967654,
hgb_shallow__subject5__risk0.20,drop_risk_top25,0.75,225,-0.00020652282166075647,0.00521500681404544,-0.005944445153472786,0.011159451967518224,0.4858240038566967,0.011774735458884975,5.240270156469714,False,-0.10384586772494141,57,movement,hgb_shallow,subject5,risk,0.2,drop_risk_top25,0.8487573473038588,-0.0007118249472627,-0.0050822496447187,0.6,25,225,0.18836127827142754,0.017430925415549674,0.06848960959962702,0.5051052728948063,e234_57_risk_drop_risk_top25_hgb_shallow_subject5,False,-0.10348995525131005,
hgb_shallow__stratified5__risk0.20,drop_risk_top13,0.35,237,-9.803126493399221e-05,0.002582562308004657,-0.0030195804644702583,0.005602142772474916,0.4784943336519815,0.01094577796201954,2.5950731556881967,False,-0.038902521736236574,58,movement,hgb_shallow,stratified5,risk,0.2,drop_risk_top13,0.862392482169641,-0.0007114804452478,-0.0050819051427037,0.6,13,237,0.18836127827142754,0.017430925415549674,0.06848960959962702,0.5051052728948063,e234_58_risk_drop_risk_top13_hgb_shallow_stratified5,False,-0.038553781513612675,
hgb_shallow__stratified5__risk0.20,drop_risk_top13,0.5,237,-0.0001218957271751795,0.003707523662737177,-0.004295537440798417,0.008003061103535596,0.47849433365198146,0.010945777962019353,3.725484222172222,False,-0.06683563990662007,58,movement,hgb_shallow,stratified5,risk,0.2,drop_risk_top13,0.862392482169641,-0.0007114804452478,-0.0050819051427037,0.6,13,237,0.18836127827142754,0.017430925415549674,0.06848960959962702,0.5051052728948063,e234_58_risk_drop_risk_top13_hgb_shallow_stratified5,False,-0.06648689968399617,
hgb_shallow__stratified5__risk0.20,drop_risk_top13,0.75,237,-0.0001373674172710864,0.00560676166759745,-0.006397829987705944,0.012004591655303393,0.47849433365198163,0.01094577796201929,5.633922809461794,False,-0.11419281650735963,58,movement,hgb_shallow,stratified5,risk,0.2,drop_risk_top13,0.862392482169641,-0.0007114804452478,-0.0050819051427037,0.6,13,237,0.18836127827142754,0.017430925415549674,0.06848960959962702,0.5051052728948063,e234_58_risk_drop_risk_top13_hgb_shallow_stratified5,False,-0.11384407628473572,
lr_l2_c0p10__subject5__risk0.20,drop_risk_top25,0.35,225,-0.00015192854964663616,0.0023132471554582284,-0.0028652301105176305,0.005178477265975858,0.4760425852019869,0.011841282243707518,2.3244533450346108,False,-0.03173864374573104,59,latent_no_targetid,lr_l2_c0p10,subject5,risk,0.2,drop_risk_top25,0.7243163812931254,-0.0007059017681737,-0.0050763264656297,0.8,25,225,0.2616338668103367,0.004967722679348696,0.08168922308427647,0.8036452283361459,e234_59_risk_drop_risk_top25_lr_l2_c0p10_subject5,False,-0.031345692861644195,
lr_l2_c0p10__subject5__risk0.20,drop_risk_top25,0.5,225,-0.0002013330503673139,0.0033203465283539223,-0.004077478137325876,0.0073978246656797985,0.476042585201987,0.011841282243707316,3.3364314644439643,False,-0.05652089206235797,59,latent_no_targetid,lr_l2_c0p10,subject5,risk,0.2,drop_risk_top25,0.7243163812931254,-0.0007059017681737,-0.0050763264656297,0.8,25,225,0.2616338668103367,0.004967722679348696,0.08168922308427647,0.8036452283361459,e234_59_risk_drop_risk_top25_lr_l2_c0p10_subject5,False,-0.05612794117827112,
lr_l2_c0p10__subject5__risk0.20,drop_risk_top25,0.75,225,-0.0002625776095800535,0.005019941758501801,-0.006076795240017899,0.0110967369985197,0.47604258520198695,0.011841282243707243,5.044260136620384,False,-0.09852081634235303,59,latent_no_targetid,lr_l2_c0p10,subject5,risk,0.2,drop_risk_top25,0.7243163812931254,-0.0007059017681737,-0.0050763264656297,0.8,25,225,0.2616338668103367,0.004967722679348696,0.08168922308427647,0.8036452283361459,e234_59_risk_drop_risk_top25_lr_l2_c0p10_subject5,False,-0.09812786545826618,
lr_l2_c0p10__subject5__risk0.20,drop_risk_top25,0.35,225,-0.00015192854964663616,0.0023132471554582284,-0.0028652301105176305,0.005178477265975858,0.4760425852019869,0.011841282243707518,2.3244533450346108,False,-0.03173864374573104,60,latent_with_targetid,lr_l2_c0p10,subject5,risk,0.2,drop_risk_top25,0.7243163812931254,-0.0007059017681737,-0.0050763264656297,0.8,25,225,0.2616338668103358,0.004967722679348221,0.08168922308430504,0.803645228336138,e234_60_risk_drop_risk_top25_lr_l2_c0p10_subject5,False,-0.031345692861644195,
lr_l2_c0p10__subject5__risk0.20,drop_risk_top25,0.5,225,-0.0002013330503673139,0.0033203465283539223,-0.004077478137325876,0.0073978246656797985,0.476042585201987,0.011841282243707316,3.3364314644439643,False,-0.05652089206235797,60,latent_with_targetid,lr_l2_c0p10,subject5,risk,0.2,drop_risk_top25,0.7243163812931254,-0.0007059017681737,-0.0050763264656297,0.8,25,225,0.2616338668103358,0.004967722679348221,0.08168922308430504,0.803645228336138,e234_60_risk_drop_risk_top25_lr_l2_c0p10_subject5,False,-0.05612794117827112,
lr_l2_c0p10__subject5__risk0.20,drop_risk_top25,0.75,225,-0.0002625776095800535,0.005019941758501801,-0.006076795240017899,0.0110967369985197,0.47604258520198695,0.011841282243707243,5.044260136620384,False,-0.09852081634235303,60,latent_with_targetid,lr_l2_c0p10,subject5,risk,0.2,drop_risk_top25,0.7243163812931254,-0.0007059017681737,-0.0050763264656297,0.8,25,225,0.2616338668103358,0.004967722679348221,0.08168922308430504,0.803645228336138,e234_60_risk_drop_risk_top25_lr_l2_c0p10_subject5,False,-0.09812786545826618,
hgb_shallow__subject5__risk0.30,drop_risk_p05,0.35,238,-6.251461848451557e-05,0.0026488069617942424,-0.0029647747588880643,0.005613581720682307,0.4829931610845434,0.010923473452451997,2.661638722073324,False,-0.04084276679167011,61,movement,hgb_shallow,subject5,risk,0.3,drop_risk_p05,0.7783038919327413,-0.0006919171910138,-0.0050623418884697,0.6,12,238,0.29070254633312703,0.031835039649854666,0.3071480429420569,0.6094748192469183,e234_61_risk_drop_risk_p05_hgb_shallow_subject5,False,-0.04050480819616321,
hgb_shallow__subject5__risk0.30,drop_risk_p05,0.5,238,-7.090567566274476e-05,0.0038024108675926245,-0.004216991590524957,0.00801940245811758,0.4829931610845435,0.010923473452451813,3.8208310942981876,False,-0.06961573597920383,61,movement,hgb_shallow,subject5,risk,0.3,drop_risk_p05,0.7783038919327413,-0.0006919171910138,-0.0050623418884697,0.6,12,238,0.29070254633312703,0.031835039649854666,0.3071480429420569,0.6094748192469183,e234_61_risk_drop_risk_p05_hgb_shallow_subject5,False,-0.06927777738369692,
hgb_shallow__subject5__risk0.30,drop_risk_p05,0.75,238,-6.0291903362497514e-05,0.005749682911520558,-0.006279420775655815,0.012029103687176372,0.48299316108454354,0.010923473452451747,5.7775364145751515,False,-0.11838244725580413,61,movement,hgb_shallow,subject5,risk,0.3,drop_risk_p05,0.7783038919327413,-0.0006919171910138,-0.0050623418884697,0.6,12,238,0.29070254633312703,0.031835039649854666,0.3071480429420569,0.6094748192469183,e234_61_risk_drop_risk_p05_hgb_shallow_subject5,False,-0.11804448866029722,
hgb_shallow__subject5__risk0.30,drop_risk_top13,0.35,237,-0.00012240597269558021,0.0026278317748927417,-0.0031637807590733117,0.0057916125339660535,0.4748656322326486,0.010587692208244398,2.6405619239279647,False,-0.039839189129195235,62,latent_no_targetid,hgb_shallow,subject5,risk,0.3,drop_risk_top13,0.7313668996788211,-0.0006881217126563,-0.0050585464101122,0.7,13,237,0.2941033988757243,0.044582975728465514,0.27768214279649034,0.6034727363081424,e234_62_risk_drop_risk_top13_hgb_shallow_subject5,False,-0.03948212827286709,
hgb_shallow__subject5__risk0.30,drop_risk_top13,0.5,237,-0.00015545726479162205,0.0037734538031916954,-0.004500278388188381,0.008273732191380077,0.47486563223264866,0.010587692208244218,3.79173375160815,False,-0.06821532949990074,62,latent_no_targetid,hgb_shallow,subject5,risk,0.3,drop_risk_top13,0.7313668996788211,-0.0006881217126563,-0.0050585464101122,0.7,13,237,0.2941033988757243,0.044582975728465514,0.27768214279649034,0.6034727363081424,e234_62_risk_drop_risk_top13_hgb_shallow_subject5,False,-0.06785826864357257,
hgb_shallow__subject5__risk0.30,drop_risk_top13,0.75,237,-0.00018450601795878878,0.005708860584016189,-0.006701737703053928,0.012410598287070116,0.47486563223264866,0.010587692208244156,5.73651632923938,False,-0.11636810899517576,62,latent_no_targetid,hgb_shallow,subject5,risk,0.3,drop_risk_top13,0.7313668996788211,-0.0006881217126563,-0.0050585464101122,0.7,13,237,0.2941033988757243,0.044582975728465514,0.27768214279649034,0.6034727363081424,e234_62_risk_drop_risk_top13_hgb_shallow_subject5,False,-0.11601104813884759,
hgb_shallow__subject5__risk0.30,drop_risk_top13,0.35,237,-0.00012240597269558021,0.0026278317748927417,-0.0031637807590733117,0.0057916125339660535,0.4748656322326486,0.010587692208244398,2.6405619239279647,False,-0.039839189129195235,63,latent_with_targetid,hgb_shallow,subject5,risk,0.3,drop_risk_top13,0.7313668996788211,-0.0006881217126563,-0.0050585464101122,0.7,13,237,0.2941033988757243,0.044582975728465514,0.27768214279649034,0.6034727363081424,e234_63_risk_drop_risk_top13_hgb_shallow_subject5,False,-0.03948212827286709,
hgb_shallow__subject5__risk0.30,drop_risk_top13,0.5,237,-0.00015545726479162205,0.0037734538031916954,-0.004500278388188381,0.008273732191380077,0.47486563223264866,0.010587692208244218,3.79173375160815,False,-0.06821532949990074,63,latent_with_targetid,hgb_shallow,subject5,risk,0.3,drop_risk_top13,0.7313668996788211,-0.0006881217126563,-0.0050585464101122,0.7,13,237,0.2941033988757243,0.044582975728465514,0.27768214279649034,0.6034727363081424,e234_63_risk_drop_risk_top13_hgb_shallow_subject5,False,-0.06785826864357257,
hgb_shallow__subject5__risk0.30,drop_risk_top13,0.75,237,-0.00018450601795878878,0.005708860584016189,-0.006701737703053928,0.012410598287070116,0.47486563223264866,0.010587692208244156,5.73651632923938,False,-0.11636810899517576,63,latent_with_targetid,hgb_shallow,subject5,risk,0.3,drop_risk_top13,0.7313668996788211,-0.0006881217126563,-0.0050585464101122,0.7,13,237,0.2941033988757243,0.044582975728465514,0.27768214279649034,0.6034727363081424,e234_63_risk_drop_risk_top13_hgb_shallow_subject5,False,-0.11601104813884759,
hgb_shallow__stratified5__risk0.30,drop_risk_p15,0.35,212,-0.00011224734678872951,0.0021871724656750665,-0.0026373666372847245,0.004824539102959791,0.4766092187030119,0.01270998319019201,2.1977679047438086,False,-0.028904399864204545,64,latent_no_targetid,hgb_shallow,stratified5,risk,0.3,drop_risk_p15,0.7861558636193331,-0.0006763598960947,-0.0050467845935506,0.6,38,212,0.2941033988757243,0.044582975728465514,0.27768214279649034,0.6034727363081424,e234_64_risk_drop_risk_p15_hgb_shallow_stratified5,False,-0.028566219916157196,
hgb_shallow__stratified5__risk0.30,drop_risk_p15,0.5,212,-0.00014532811903264216,0.00313955732734421,-0.0037526413911697773,0.0068921987185139874,0.4766092187030121,0.012709983190191794,3.154766456430622,False,-0.052449375227981834,64,latent_no_targetid,hgb_shallow,stratified5,risk,0.3,drop_risk_p15,0.7861558636193331,-0.0006763598960947,-0.0050467845935506,0.6,38,212,0.2941033988757243,0.044582975728465514,0.27768214279649034,0.6034727363081424,e234_64_risk_drop_risk_p15_hgb_shallow_stratified5,False,-0.052111195279934484,
hgb_shallow__stratified5__risk0.30,drop_risk_p15,0.75,212,-0.00018029703224974617,0.004747031137315533,-0.005591266940455449,0.010338298077770982,0.4766092187030121,0.01270998319019172,4.770027439601792,False,-0.09235646917152808,64,latent_no_targetid,hgb_shallow,stratified5,risk,0.3,drop_risk_p15,0.7861558636193331,-0.0006763598960947,-0.0050467845935506,0.6,38,212,0.2941033988757243,0.044582975728465514,0.27768214279649034,0.6034727363081424,e234_64_risk_drop_risk_p15_hgb_shallow_stratified5,False,-0.09201828922348072,
hgb_shallow__stratified5__risk0.30,drop_risk_p15,0.35,212,-0.00011224734678872951,0.0021871724656750665,-0.0026373666372847245,0.004824539102959791,0.4766092187030119,0.01270998319019201,2.1977679047438086,False,-0.028904399864204545,65,latent_with_targetid,hgb_shallow,stratified5,risk,0.3,drop_risk_p15,0.7861558636193331,-0.0006763598960947,-0.0050467845935506,0.6,38,212,0.2941033988757243,0.044582975728465514,0.27768214279649034,0.6034727363081424,e234_65_risk_drop_risk_p15_hgb_shallow_stratified5,False,-0.028566219916157196,
hgb_shallow__stratified5__risk0.30,drop_risk_p15,0.5,212,-0.00014532811903264216,0.00313955732734421,-0.0037526413911697773,0.0068921987185139874,0.4766092187030121,0.012709983190191794,3.154766456430622,False,-0.052449375227981834,65,latent_with_targetid,hgb_shallow,stratified5,risk,0.3,drop_risk_p15,0.7861558636193331,-0.0006763598960947,-0.0050467845935506,0.6,38,212,0.2941033988757243,0.044582975728465514,0.27768214279649034,0.6034727363081424,e234_65_risk_drop_risk_p15_hgb_shallow_stratified5,False,-0.052111195279934484,
hgb_shallow__stratified5__risk0.30,drop_risk_p15,0.75,212,-0.00018029703224974617,0.004747031137315533,-0.005591266940455449,0.010338298077770982,0.4766092187030121,0.01270998319019172,4.770027439601792,False,-0.09235646917152808,65,latent_with_targetid,hgb_shallow,stratified5,risk,0.3,drop_risk_p15,0.7861558636193331,-0.0006763598960947,-0.0050467845935506,0.6,38,212,0.2941033988757243,0.044582975728465514,0.27768214279649034,0.6034727363081424,e234_65_risk_drop_risk_p15_hgb_shallow_stratified5,False,-0.09201828922348072,
hgb_shallow__stratified5__risk0.20,drop_risk_top10,0.35,240,-0.0001485823101861077,0.0025983677754236067,-0.0032199133778519243,0.005818281153275531,0.4721239852878642,0.010539162560840091,2.610955190396475,False,-0.03889316873661315,66,latent_no_targetid,hgb_shallow,stratified5,risk,0.2,drop_risk_top10,0.8415623373840645,-0.0006025412168871,-0.0049729659143431,0.6,10,240,0.17634150388501074,0.017583348483971476,0.07526442742298872,0.46624385210543834,e234_66_risk_drop_risk_top10_hgb_shallow_stratified5,False,-0.0386018981281696,
hgb_shallow__stratified5__risk0.20,drop_risk_top10,0.5,240,-0.00019305224123797792,0.003731162166775901,-0.004580668052189145,0.008311830218965045,0.47212398528786426,0.010539162560839912,3.749237239507519,False,-0.06685726907200555,66,latent_no_targetid,hgb_shallow,stratified5,risk,0.2,drop_risk_top10,0.8415623373840645,-0.0006025412168871,-0.0049729659143431,0.6,10,240,0.17634150388501074,0.017583348483971476,0.07526442742298872,0.46624385210543834,e234_66_risk_drop_risk_top10_hgb_shallow_stratified5,False,-0.066565998463562,
hgb_shallow__stratified5__risk0.20,drop_risk_top10,0.75,240,-0.00024136934444334257,0.005644952267577476,-0.006822793060870093,0.01246774532844757,0.4721239852878643,0.010539162560839848,5.6722984182517955,False,-0.114315484766402,66,latent_no_targetid,hgb_shallow,stratified5,risk,0.2,drop_risk_top10,0.8415623373840645,-0.0006025412168871,-0.0049729659143431,0.6,10,240,0.17634150388501074,0.017583348483971476,0.07526442742298872,0.46624385210543834,e234_66_risk_drop_risk_top10_hgb_shallow_stratified5,False,-0.11402421415795845,
hgb_shallow__stratified5__risk0.20,drop_risk_top10,0.35,240,-0.0001485823101861077,0.0025983677754236067,-0.0032199133778519243,0.005818281153275531,0.4721239852878642,0.010539162560840091,2.610955190396475,False,-0.03889316873661315,67,latent_with_targetid,hgb_shallow,stratified5,risk,0.2,drop_risk_top10,0.8415623373840645,-0.0006025412168871,-0.0049729659143431,0.6,10,240,0.17634150388501074,0.017583348483971476,0.07526442742298872,0.46624385210543834,e234_67_risk_drop_risk_top10_hgb_shallow_stratified5,False,-0.0386018981281696,
hgb_shallow__stratified5__risk0.20,drop_risk_top10,0.5,240,-0.00019305224123797792,0.003731162166775901,-0.004580668052189145,0.008311830218965045,0.47212398528786426,0.010539162560839912,3.749237239507519,False,-0.06685726907200555,67,latent_with_targetid,hgb_shallow,stratified5,risk,0.2,drop_risk_top10,0.8415623373840645,-0.0006025412168871,-0.0049729659143431,0.6,10,240,0.17634150388501074,0.017583348483971476,0.07526442742298872,0.46624385210543834,e234_67_risk_drop_risk_top10_hgb_shallow_stratified5,False,-0.066565998463562,
hgb_shallow__stratified5__risk0.20,drop_risk_top10,0.75,240,-0.00024136934444334257,0.005644952267577476,-0.006822793060870093,0.01246774532844757,0.4721239852878643,0.010539162560839848,5.6722984182517955,False,-0.114315484766402,67,latent_with_targetid,hgb_shallow,stratified5,risk,0.2,drop_risk_top10,0.8415623373840645,-0.0006025412168871,-0.0049729659143431,0.6,10,240,0.17634150388501074,0.017583348483971476,0.07526442742298872,0.46624385210543834,e234_67_risk_drop_risk_top10_hgb_shallow_stratified5,False,-0.11402421415795845,
