keep_targets,selection_mode,aggregator,shrink,rows,evaluated,strict,deployable,loose,max_unique_source_files,best_all_delta,best_inverse_top_delta,best_raw05_delta,best_all_sign_delta,best_hidden_q2s3,best_world,best_raw_energy
"S1,S2,S3",source_file,median,0.9,3,3,3,3,3,10,-2.231503380156763e-05,-8.125211209852878e-06,-2.741522599447599e-05,-3.140738537310561e-05,-0.00019581821330972443,-0.00011878084475908657,-3.276565820586885e-05
"Q2,S1,S2,S3",source_file,mean,0.9,3,3,3,3,3,10,-2.2235219515720495e-05,-8.501367289914796e-06,-2.7118134984571718e-05,-3.1148649528800476e-05,-0.00019581821330972443,-0.00013289635564064928,-4.269833764236619e-05
"Q2,S1,S2,S3",source_file,trim20,0.9,3,3,3,3,3,10,-2.2235219515720495e-05,-8.511745878680976e-06,-2.7118134984571718e-05,-3.1148649528800476e-05,-0.00019581821330972443,-0.0001333660709845308,-4.3054203697101556e-05
"Q2,S1,S2,S3",source_file,median,0.9,3,3,3,3,3,10,-2.222190638900834e-05,-8.51532743229022e-06,-2.7084810064748055e-05,-3.1121586548166214e-05,-0.00019581821330972443,-0.00013338500609967884,-4.307070934428392e-05
"Q2,S1,S3,S4",source_file,median,1.25,3,3,3,3,3,10,-2.1559995553754874e-05,-4.462830566764886e-06,-2.8518166971469583e-05,-3.170811320729605e-05,-0.0002653280601060265,-0.0002755706694776205,-0.00011404482160615181
"Q2,S1,S3,S4",source_file,trim20,1.25,3,3,3,3,3,10,-2.155823638538834e-05,-4.45500690504641e-06,-2.8530859559783295e-05,-3.1722283072577184e-05,-0.0002653280601060265,-0.0002754508444518133,-0.00011396314956269027
"Q2,S1,S3,S4",source_file,mean,1.25,3,3,3,3,3,10,-2.1554608902629724e-05,-4.427825583075418e-06,-2.8535039124588657e-05,-3.1727028267591884e-05,-0.0002653280601060265,-0.00027533806943484397,-0.00011390043497938596
"Q2,S1,S3,S4",source_file,median,1.1,3,3,3,3,3,10,-2.0419229093904256e-05,-5.411724367410109e-06,-2.650599410702892e-05,-2.934789196695764e-05,-0.00023599632797803582,-0.0002444118190924105,-0.00010177398371868929
"Q2,S1,S3,S4",source_file,trim20,1.1,3,3,3,3,3,10,-2.041807466990342e-05,-5.406061109103355e-06,-2.6517410394277796e-05,-2.9360673456158004e-05,-0.00023599632797803582,-0.00024430638660257186,-0.00010170212234472675
"Q2,S1,S3,S4",source_file,mean,1.1,3,3,3,3,3,10,-2.0416846110871134e-05,-5.387712277094003e-06,-2.6521145096269905e-05,-2.9364930104525122e-05,-0.00023599632797803582,-0.0002442075221806672,-0.0001016472132099322
"S1,S2,S3",source_file,mean,0.75,3,3,3,3,3,10,-1.9635521898209163e-05,-7.916762903792396e-06,-2.3871375347206403e-05,-2.7228286555325276e-05,-0.00016488497613417752,-0.00010485740039912206,-3.133873991678637e-05
"S1,S2,S3",source_file,trim20,0.75,3,3,3,3,3,10,-1.9635521898209163e-05,-7.888095667207828e-06,-2.3871375347206403e-05,-2.7228286555325276e-05,-0.00016488497613417752,-0.00010367565320954509,-3.054970100979659e-05
"S1,S2,S3",source_file,median,0.75,3,3,3,3,3,10,-1.963475805177861e-05,-7.807432664375114e-06,-2.3871750569282035e-05,-2.7227482925828994e-05,-0.00016488497613417752,-0.00010039197387231579,-2.8347631151559582e-05
"Q2,S1,S2,S3",source_file,mean,0.75,3,3,3,3,3,10,-1.9560724278888664e-05,-8.134088517519622e-06,-2.361523643290564e-05,-2.6985941427803972e-05,-0.00016488497613417752,-0.00011213767715836375,-3.661210664596126e-05
"Q2,S1,S2,S3",source_file,trim20,0.75,3,3,3,3,3,10,-1.9560724278888664e-05,-8.142283629886116e-06,-2.361523643290564e-05,-2.6985941427803972e-05,-0.00016488497613417752,-0.00011252854410609414,-3.6908245020894626e-05
"Q2,S1,S2,S3",source_file,median,0.75,3,3,3,3,3,10,-1.9548282155668062e-05,-8.145613123566875e-06,-2.358663698087682e-05,-2.6962630144344857e-05,-0.00016488497613417752,-0.00011254410200108312,-3.692183575088048e-05
"Q2,S1,S3,S4",source_file,mean,1.0,3,3,3,3,3,10,-1.9435150407920432e-05,-5.799868691314103e-06,-2.496385200334572e-05,-2.7561475826942683e-05,-0.00021605979502650058,-0.0002231635067999338,-9.326334891091026e-05
"Q2,S1,S3,S4",source_file,trim20,1.0,3,3,3,3,3,10,-1.9435150407920432e-05,-5.812572766994428e-06,-2.4960422210229538e-05,-2.7557556859791887e-05,-0.00021605979502650058,-0.0002232531542522287,-9.331309645810304e-05
"Q2,S1,S3,S4",source_file,median,1.0,3,3,3,3,3,10,-1.9435103434717327e-05,-5.816808672953755e-06,-2.4949893514314425e-05,-2.7545747512736085e-05,-0.00021605979502650058,-0.00022334899362596027,-9.337841879886177e-05
"Q2,S1,S3,S4",top,mean,0.9,6,2,2,2,2,18,-1.8567321248719182e-05,-5.085318646846915e-06,-2.412012628105753e-05,-2.6565554935964464e-05,-0.00033287693534103657,-0.0003594740485090897,-0.0002116258815438865
"Q2,S1,S3",seed_rank,mean,1.25,6,1,1,1,1,18,-1.8886223361436194e-05,-2.0643372670048343e-05,-1.8514007640968444e-05,-1.7501289773402817e-05,-0.0003761215471783791,-0.0004434231929264842,-0.0002292811332080813
"Q2,S1,S3",top,mean,1.25,6,1,1,1,1,18,-1.8886223361436194e-05,-2.0643372670048343e-05,-1.8514007640968444e-05,-1.7501289773402817e-05,-0.0003761215471783791,-0.0004434231929264842,-0.0002292811332080813
"Q2,S1,S3",seed_rank,trim20,1.25,6,1,1,1,1,18,-1.8843227920561922e-05,-2.0477098182314357e-05,-1.85152368206154e-05,-1.7537348758867033e-05,-0.0003455452111038454,-0.00041456088341486065,-0.00020849215904550356
"Q2,S1,S3",top,trim20,1.25,6,1,1,1,1,18,-1.8843227920561922e-05,-2.0477098182314357e-05,-1.85152368206154e-05,-1.7537348758867033e-05,-0.0003455452111038454,-0.00041456088341486065,-0.00020849215904550356
"Q2,S1,S3,S4",seed_rank,mean,0.9,6,1,1,1,1,18,-1.8567321248719182e-05,-5.051512095954891e-06,-2.40848967137941e-05,-2.6565554935964464e-05,-0.0002780766366103915,-0.00030577745455427353,-0.00017264155825624794
"Q2,S1,S3",seed_rank,mean,0.75,6,0,0,0,0,18,,,,,,,
"Q2,S1,S3",seed_rank,mean,0.9,6,0,0,0,0,18,,,,,,,
"Q2,S1,S3",seed_rank,mean,1.0,6,0,0,0,0,18,,,,,,,
"Q2,S1,S3",seed_rank,mean,1.1,6,0,0,0,0,18,,,,,,,
"Q2,S1,S3",seed_rank,median,0.75,6,0,0,0,0,18,,,,,,,
"Q2,S1,S3",seed_rank,median,0.9,6,0,0,0,0,18,,,,,,,
"Q2,S1,S3",seed_rank,median,1.0,6,0,0,0,0,18,,,,,,,
"Q2,S1,S3",seed_rank,median,1.1,6,0,0,0,0,18,,,,,,,
"Q2,S1,S3",seed_rank,median,1.25,6,0,0,0,0,18,,,,,,,
"Q2,S1,S3",seed_rank,trim20,0.75,6,0,0,0,0,18,,,,,,,
"Q2,S1,S3",seed_rank,trim20,0.9,6,0,0,0,0,18,,,,,,,
"Q2,S1,S3",seed_rank,trim20,1.0,6,0,0,0,0,18,,,,,,,
"Q2,S1,S3",seed_rank,trim20,1.1,6,0,0,0,0,18,,,,,,,
"Q2,S1,S3",top,mean,0.75,6,0,0,0,0,18,,,,,,,
"Q2,S1,S3",top,mean,0.9,6,0,0,0,0,18,,,,,,,
"Q2,S1,S3",top,mean,1.0,6,0,0,0,0,18,,,,,,,
"Q2,S1,S3",top,mean,1.1,6,0,0,0,0,18,,,,,,,
"Q2,S1,S3",top,median,0.75,6,0,0,0,0,18,,,,,,,
"Q2,S1,S3",top,median,0.9,6,0,0,0,0,18,,,,,,,
"Q2,S1,S3",top,median,1.0,6,0,0,0,0,18,,,,,,,
"Q2,S1,S3",top,median,1.1,6,0,0,0,0,18,,,,,,,
"Q2,S1,S3",top,median,1.25,6,0,0,0,0,18,,,,,,,
"Q2,S1,S3",top,trim20,0.75,6,0,0,0,0,18,,,,,,,
"Q2,S1,S3",top,trim20,0.9,6,0,0,0,0,18,,,,,,,
"Q2,S1,S3",top,trim20,1.0,6,0,0,0,0,18,,,,,,,
"Q2,S1,S3",top,trim20,1.1,6,0,0,0,0,18,,,,,,,
"Q2,S1,S3,S4",seed_rank,mean,0.75,6,0,0,0,0,18,,,,,,,
"Q2,S1,S3,S4",seed_rank,median,0.75,6,0,0,0,0,18,,,,,,,
"Q2,S1,S3,S4",seed_rank,median,0.9,6,0,0,0,0,18,,,,,,,
"Q2,S1,S3,S4",seed_rank,trim20,0.75,6,0,0,0,0,18,,,,,,,
"Q2,S1,S3,S4",seed_rank,trim20,0.9,6,0,0,0,0,18,,,,,,,
"Q2,S1,S3,S4",top,mean,0.75,6,0,0,0,0,18,,,,,,,
"Q2,S1,S3,S4",top,median,0.75,6,0,0,0,0,18,,,,,,,
"Q2,S1,S3,S4",top,median,0.9,6,0,0,0,0,18,,,,,,,
"Q2,S1,S3,S4",top,trim20,0.75,6,0,0,0,0,18,,,,,,,
"Q2,S1,S3,S4",top,trim20,0.9,6,0,0,0,0,18,,,,,,,
"Q2,S2,S3",seed_rank,mean,0.75,6,0,0,0,0,18,,,,,,,
"Q2,S2,S3",seed_rank,mean,0.9,6,0,0,0,0,18,,,,,,,
"Q2,S2,S3",seed_rank,mean,1.0,6,0,0,0,0,18,,,,,,,
"Q2,S2,S3",seed_rank,mean,1.1,6,0,0,0,0,18,,,,,,,
"Q2,S2,S3",seed_rank,mean,1.25,6,0,0,0,0,18,,,,,,,
"Q2,S2,S3",seed_rank,median,0.75,6,0,0,0,0,18,,,,,,,
"Q2,S2,S3",seed_rank,median,0.9,6,0,0,0,0,18,,,,,,,
"Q2,S2,S3",seed_rank,median,1.0,6,0,0,0,0,18,,,,,,,
"Q2,S2,S3",seed_rank,median,1.1,6,0,0,0,0,18,,,,,,,
"Q2,S2,S3",seed_rank,median,1.25,6,0,0,0,0,18,,,,,,,
"Q2,S2,S3",seed_rank,trim20,0.75,6,0,0,0,0,18,,,,,,,
"Q2,S2,S3",seed_rank,trim20,0.9,6,0,0,0,0,18,,,,,,,
"Q2,S2,S3",seed_rank,trim20,1.0,6,0,0,0,0,18,,,,,,,
"Q2,S2,S3",seed_rank,trim20,1.1,6,0,0,0,0,18,,,,,,,
"Q2,S2,S3",seed_rank,trim20,1.25,6,0,0,0,0,18,,,,,,,
"Q2,S2,S3",top,mean,0.75,6,0,0,0,0,18,,,,,,,
"Q2,S2,S3",top,mean,0.9,6,0,0,0,0,18,,,,,,,
"Q2,S2,S3",top,mean,1.0,6,0,0,0,0,18,,,,,,,
"Q2,S2,S3",top,mean,1.1,6,0,0,0,0,18,,,,,,,
"Q2,S2,S3",top,mean,1.25,6,0,0,0,0,18,,,,,,,
"Q2,S2,S3",top,median,0.75,6,0,0,0,0,18,,,,,,,
"Q2,S2,S3",top,median,0.9,6,0,0,0,0,18,,,,,,,
"Q2,S2,S3",top,median,1.0,6,0,0,0,0,18,,,,,,,
"Q2,S2,S3",top,median,1.1,6,0,0,0,0,18,,,,,,,
"Q2,S2,S3",top,median,1.25,6,0,0,0,0,18,,,,,,,
"Q2,S2,S3",top,trim20,0.75,6,0,0,0,0,18,,,,,,,
"Q2,S2,S3",top,trim20,0.9,6,0,0,0,0,18,,,,,,,
"Q2,S2,S3",top,trim20,1.0,6,0,0,0,0,18,,,,,,,
"Q2,S2,S3",top,trim20,1.1,6,0,0,0,0,18,,,,,,,
"Q2,S2,S3",top,trim20,1.25,6,0,0,0,0,18,,,,,,,
"S1,S3",seed_rank,mean,0.75,6,0,0,0,0,18,,,,,,,
"S1,S3",seed_rank,mean,0.9,6,0,0,0,0,18,,,,,,,
"S1,S3",seed_rank,mean,1.0,6,0,0,0,0,18,,,,,,,
"S1,S3",seed_rank,mean,1.1,6,0,0,0,0,18,,,,,,,
"S1,S3",seed_rank,mean,1.25,6,0,0,0,0,18,,,,,,,
"S1,S3",seed_rank,median,0.75,6,0,0,0,0,18,,,,,,,
"S1,S3",seed_rank,median,0.9,6,0,0,0,0,18,,,,,,,
"S1,S3",seed_rank,median,1.0,6,0,0,0,0,18,,,,,,,
"S1,S3",seed_rank,median,1.1,6,0,0,0,0,18,,,,,,,
"S1,S3",seed_rank,median,1.25,6,0,0,0,0,18,,,,,,,
"S1,S3",seed_rank,trim20,0.75,6,0,0,0,0,18,,,,,,,
"S1,S3",seed_rank,trim20,0.9,6,0,0,0,0,18,,,,,,,
"S1,S3",seed_rank,trim20,1.0,6,0,0,0,0,18,,,,,,,
"S1,S3",seed_rank,trim20,1.1,6,0,0,0,0,18,,,,,,,
"S1,S3",seed_rank,trim20,1.25,6,0,0,0,0,18,,,,,,,
"S1,S3",top,mean,0.75,6,0,0,0,0,18,,,,,,,
"S1,S3",top,mean,0.9,6,0,0,0,0,18,,,,,,,
"S1,S3",top,mean,1.0,6,0,0,0,0,18,,,,,,,
"S1,S3",top,mean,1.1,6,0,0,0,0,18,,,,,,,
"S1,S3",top,mean,1.25,6,0,0,0,0,18,,,,,,,
"S1,S3",top,median,0.75,6,0,0,0,0,18,,,,,,,
"S1,S3",top,median,0.9,6,0,0,0,0,18,,,,,,,
"S1,S3",top,median,1.0,6,0,0,0,0,18,,,,,,,
"S1,S3",top,median,1.1,6,0,0,0,0,18,,,,,,,
"S1,S3",top,median,1.25,6,0,0,0,0,18,,,,,,,
"S1,S3",top,trim20,0.75,6,0,0,0,0,18,,,,,,,
"S1,S3",top,trim20,0.9,6,0,0,0,0,18,,,,,,,
"S1,S3",top,trim20,1.0,6,0,0,0,0,18,,,,,,,
"S1,S3",top,trim20,1.1,6,0,0,0,0,18,,,,,,,
"S1,S3",top,trim20,1.25,6,0,0,0,0,18,,,,,,,
"S1,S3,S4",seed_rank,mean,0.75,6,0,0,0,0,18,,,,,,,
"S1,S3,S4",seed_rank,mean,0.9,6,0,0,0,0,18,,,,,,,
"S1,S3,S4",seed_rank,median,0.75,6,0,0,0,0,18,,,,,,,
"S1,S3,S4",seed_rank,median,0.9,6,0,0,0,0,18,,,,,,,
"S1,S3,S4",seed_rank,trim20,0.75,6,0,0,0,0,18,,,,,,,
"S1,S3,S4",seed_rank,trim20,0.9,6,0,0,0,0,18,,,,,,,
"S1,S3,S4",top,mean,0.75,6,0,0,0,0,18,,,,,,,
"S1,S3,S4",top,mean,0.9,6,0,0,0,0,18,,,,,,,
"S1,S3,S4",top,median,0.75,6,0,0,0,0,18,,,,,,,
"S1,S3,S4",top,median,0.9,6,0,0,0,0,18,,,,,,,
"S1,S3,S4",top,trim20,0.75,6,0,0,0,0,18,,,,,,,
"S1,S3,S4",top,trim20,0.9,6,0,0,0,0,18,,,,,,,
"Q2,S1,S3",source_file,mean,0.75,3,0,0,0,0,10,,,,,,,
"Q2,S1,S3",source_file,mean,0.9,3,0,0,0,0,10,,,,,,,
"Q2,S1,S3",source_file,mean,1.0,3,0,0,0,0,10,,,,,,,
"Q2,S1,S3",source_file,mean,1.1,3,0,0,0,0,10,,,,,,,
"Q2,S1,S3",source_file,mean,1.25,3,0,0,0,0,10,,,,,,,
"Q2,S1,S3",source_file,median,0.75,3,0,0,0,0,10,,,,,,,
"Q2,S1,S3",source_file,median,0.9,3,0,0,0,0,10,,,,,,,
"Q2,S1,S3",source_file,median,1.0,3,0,0,0,0,10,,,,,,,
"Q2,S1,S3",source_file,median,1.1,3,0,0,0,0,10,,,,,,,
"Q2,S1,S3",source_file,median,1.25,3,0,0,0,0,10,,,,,,,
"Q2,S1,S3",source_file,trim20,0.75,3,0,0,0,0,10,,,,,,,
"Q2,S1,S3",source_file,trim20,0.9,3,0,0,0,0,10,,,,,,,
"Q2,S1,S3",source_file,trim20,1.0,3,0,0,0,0,10,,,,,,,
"Q2,S1,S3",source_file,trim20,1.1,3,0,0,0,0,10,,,,,,,
"Q2,S1,S3",source_file,trim20,1.25,3,0,0,0,0,10,,,,,,,
"Q2,S1,S3,S4",source_file,mean,0.75,3,0,0,0,0,10,,,,,,,
"Q2,S1,S3,S4",source_file,mean,0.9,3,0,0,0,0,10,,,,,,,
"Q2,S1,S3,S4",source_file,median,0.75,3,0,0,0,0,10,,,,,,,
"Q2,S1,S3,S4",source_file,median,0.9,3,0,0,0,0,10,,,,,,,
"Q2,S1,S3,S4",source_file,trim20,0.75,3,0,0,0,0,10,,,,,,,
"Q2,S1,S3,S4",source_file,trim20,0.9,3,0,0,0,0,10,,,,,,,
"Q2,S2,S3",source_file,mean,0.75,3,0,0,0,0,10,,,,,,,
"Q2,S2,S3",source_file,mean,0.9,3,0,0,0,0,10,,,,,,,
"Q2,S2,S3",source_file,mean,1.0,3,0,0,0,0,10,,,,,,,
"Q2,S2,S3",source_file,mean,1.1,3,0,0,0,0,10,,,,,,,
"Q2,S2,S3",source_file,mean,1.25,3,0,0,0,0,10,,,,,,,
"Q2,S2,S3",source_file,median,0.75,3,0,0,0,0,10,,,,,,,
"Q2,S2,S3",source_file,median,0.9,3,0,0,0,0,10,,,,,,,
"Q2,S2,S3",source_file,median,1.0,3,0,0,0,0,10,,,,,,,
"Q2,S2,S3",source_file,median,1.1,3,0,0,0,0,10,,,,,,,
"Q2,S2,S3",source_file,median,1.25,3,0,0,0,0,10,,,,,,,
"Q2,S2,S3",source_file,trim20,0.75,3,0,0,0,0,10,,,,,,,
"Q2,S2,S3",source_file,trim20,0.9,3,0,0,0,0,10,,,,,,,
"Q2,S2,S3",source_file,trim20,1.0,3,0,0,0,0,10,,,,,,,
"Q2,S2,S3",source_file,trim20,1.1,3,0,0,0,0,10,,,,,,,
"Q2,S2,S3",source_file,trim20,1.25,3,0,0,0,0,10,,,,,,,
