combo,gate_mode,shrink,fold,delta_mean,ungated_delta_mean,keep_abs_share
s4_rank,soft_toward,0.5,geom_r03,-0.00015868996180412598,-0.0007426179184889525,0.26716447363425216
s4_rank,soft_toward,0.5,geom_r04,-0.0004162225643729034,-0.0009497930544630773,0.32457180523393037
s4_rank,soft_toward,0.5,geom_r05,-0.0001354077131245912,-0.0007798293681859914,0.30581417246673864
s4_rank,soft_toward,0.5,geom_r06,-1.4273395268715738e-05,0.00012056973402818638,0.2737776272974413
s4_rank,soft_toward,0.5,geom_r07,3.190218040627357e-05,-0.00028353539934655725,0.29320487625373953
s4_rank,soft_toward,0.75,geom_r00,-6.364418591320309e-05,-0.00012214209560612588,0.410113148801168
s4_rank,soft_toward,0.75,geom_r01,-0.0004227023495460003,-0.0011171865172948658,0.442895643341117
s4_rank,soft_toward,0.75,geom_r02,-0.00031423275650988014,-0.0007171844046284237,0.36132730124854295
s4_rank,soft_toward,0.75,geom_r03,-0.00021619869332545338,-0.0007426179184889525,0.4007467104513734
s4_rank,soft_toward,0.75,geom_r04,-0.0005987097258007834,-0.0009497930544630773,0.4868577078508906
s4_rank,soft_toward,0.75,geom_r05,-0.00017419691731357378,-0.0007798293681859914,0.45872125870010466
s4_rank,soft_toward,0.75,geom_r06,9.51141923100085e-06,0.00012056973402818638,0.41066644094615895
s4_rank,soft_toward,0.75,geom_r07,7.856803594519235e-05,-0.00028353539934655725,0.4398073143806058
s4_rank,soft_toward,1.0,geom_r00,-4.6424353082885617e-05,-0.00012214209560612588,0.5468175317348881
s4_rank,soft_toward,1.0,geom_r01,-0.0005406106041967451,-0.0011171865172948658,0.5905275244548197
s4_rank,soft_toward,1.0,geom_r02,-0.0003975818072790016,-0.0007171844046284237,0.48176973499805376
s4_rank,soft_toward,1.0,geom_r03,-0.00025907609871200776,-0.0007426179184889525,0.5343289472684952
s4_rank,soft_toward,1.0,geom_r04,-0.0007636929268853843,-0.0009497930544630773,0.6491436104678504
s4_rank,soft_toward,1.0,geom_r05,-0.00019326210311787495,-0.0007798293681859914,0.6116283449334701
s4_rank,soft_toward,1.0,geom_r06,5.421611892075795e-05,0.00012056973402818638,0.5475552545948761
s4_rank,soft_toward,1.0,geom_r07,0.0001460619033543109,-0.00028353539934655725,0.5864097525074712
s4_rank,anti_toward_control,0.5,geom_r00,-0.00013655266853673798,-0.00012214209560612588,0.22007460245951876
s4_rank,anti_toward_control,0.5,geom_r01,-0.0003288893887228861,-0.0011171865172948658,0.17716432577122718
s4_rank,anti_toward_control,0.5,geom_r02,-0.00012731008880295658,-0.0007171844046284237,0.2560440527714603
s4_rank,anti_toward_control,0.5,geom_r03,-0.0004253101409794624,-0.0007426179184889525,0.2397782896139487
s4_rank,anti_toward_control,0.5,geom_r04,-0.00017021172171638455,-0.0009497930544630773,0.17273889102342505
s4_rank,anti_toward_control,0.5,geom_r05,-0.00041775370081909013,-0.0007798293681859914,0.18364352116963936
s4_rank,anti_toward_control,0.5,geom_r06,-6.980125534639114e-05,0.00012056973402818638,0.22625928815036123
s4_rank,anti_toward_control,0.5,geom_r07,-0.00030607983184505194,-0.00028353539934655725,0.19074016198979385
s4_rank,anti_toward_control,0.75,geom_r00,-0.00017920961644490863,-0.00012214209560612588,0.330111903689274
s4_rank,anti_toward_control,0.75,geom_r01,-0.0004814965464519094,-0.0011171865172948658,0.26574648865683576
s4_rank,anti_toward_control,0.75,geom_r02,-0.00016616735783869796,-0.0007171844046284237,0.3840660791571849
s4_rank,anti_toward_control,0.75,geom_r03,-0.0006163542293594615,-0.0007426179184889525,0.3596674344209182
s4_rank,anti_toward_control,0.75,geom_r04,-0.0002422847224676783,-0.0009497930544630773,0.25910833653513204
s4_rank,anti_toward_control,0.75,geom_r05,-0.0006083673698370484,-0.0007798293681859914,0.2754652817544554
s4_rank,anti_toward_control,0.75,geom_r06,-6.876095408459015e-05,0.00012056973402818638,0.339388932225538
s4_rank,anti_toward_control,0.75,geom_r07,-0.0004397864265086593,-0.00028353539934655725,0.2861102429846861
s4_rank,anti_toward_control,1.0,geom_r00,-0.00020474808447379367,-0.00012214209560612588,0.44014920491902837
s4_rank,anti_toward_control,1.0,geom_r01,-0.0006262024618188811,-0.0011171865172948658,0.35432865154244425
s4_rank,anti_toward_control,1.0,geom_r02,-0.00018874413216229957,-0.0007171844046284237,0.5120881055429098
s4_rank,anti_toward_control,1.0,geom_r03,-0.000793113560857428,-0.0007426179184889525,0.4795565792278877
s4_rank,anti_toward_control,1.0,geom_r04,-0.0003056503601834848,-0.0009497930544630773,0.34547778204683915
s4_rank,anti_toward_control,1.0,geom_r05,-0.0007869094634989082,-0.0007798293681859914,0.36728704233927045
s4_rank,anti_toward_control,1.0,geom_r06,-4.376176888609695e-05,0.00012056973402818638,0.452518576300715
s4_rank,anti_toward_control,1.0,geom_r07,-0.0005605978110229115,-0.00028353539934655725,0.38148032397957926
