candidate,direction,actual_anchor_score_final,anchor_delta_vs_mixmin,mean_actual_anchor,min_set_score,max_set_score,mean_abs_prob_move_vs_mixmin,mean_abs_logit_move_vs_mixmin,max_abs_logit_move_vs_mixmin,pred_index,band,target_mask,base_cell_gate,gradient_gate,row_gate,weight,cap,active_gate_mean,hash,world_all_worlds,world_all_better_rate,world_all_median_delta,world_all_p90_delta,world_all_max_delta,raw_energy_half_worlds,raw_energy_half_better_rate,raw_energy_half_median_delta,raw_energy_half_p90_delta,raw_energy_half_max_delta,raw_energy_quarter_worlds,raw_energy_quarter_better_rate,raw_energy_quarter_median_delta,raw_energy_quarter_p90_delta,raw_energy_quarter_max_delta,low_slack_half_worlds,low_slack_half_better_rate,low_slack_half_median_delta,low_slack_half_p90_delta,low_slack_half_max_delta,mean_prob_delta_Q1,mean_abs_prob_delta_Q1,mean_prob_delta_Q2,mean_abs_prob_delta_Q2,mean_prob_delta_Q3,mean_abs_prob_delta_Q3,mean_prob_delta_S1,mean_abs_prob_delta_S1,mean_prob_delta_S2,mean_abs_prob_delta_S2,mean_prob_delta_S3,mean_abs_prob_delta_S3,mean_prob_delta_S4,mean_abs_prob_delta_S4,world_support_score,prefilter_keep,hidden_delta_subject_mean,hidden_delta_calendar_count_strict,hidden_delta_raw_phone_base,hidden_delta_transition_row_safe,hidden_delta_transition_balanced_hidden_sign,hidden_delta_transition_aggressive_hidden_sign,hidden_delta_core_median,hidden_core_mean_delta,hidden_core_max_delta,hidden_core_improve_count,hidden_all_mean_delta,hidden_all_max_delta,hidden_all_improve_count,hidden_guard,validation_support_score,anchor_beats_mixmin,anchor_margin_gate,movement_guard,world_guard,eligible_submission_gate,diagnostic_reverse_gate,selection_score
toward_teacher|raw_energy_half|no_q2_s3|all|grad_core_2of3|grad_core_row_top50|w0.070|c0.080,toward_teacher,0.5777328631742417,-1.6245324057084787e-06,0.5775983741075549,0.577221698156493,0.578039604395335,0.0003133931901166002,0.0015317472766587326,0.00560000000000338,132483.0,raw_energy_half,no_q2_s3,all,grad_core_2of3,grad_core_row_top50,0.07,0.08,0.2782857142857143,4473e99f,45.0,0.8222222222222222,-6.77891446093648e-05,1.038527628973718e-05,5.308723806152216e-05,22.0,1.0,-0.00033109665299679847,-0.00023607459836688657,-0.00012390045595589427,11.0,1.0,-0.0005952466403483792,-0.00032054913748935654,-0.00031734913748948657,22.0,0.7272727272727273,-6.183588166425169e-05,1.4170023712656306e-05,3.967588192355098e-05,1.9426322512871074e-05,0.0004559987102071997,7.993605777301126e-18,1.0658141036401503e-17,0.00017538774372724854,0.00041634269241263953,0.00018769434624631916,0.0004600414554429147,0.00032457956848730863,0.0004681497097764592,1.5543122344752192e-18,9.547918011776345e-18,2.525185075136749e-05,0.00039321976297696805,-0.0006821628391816548,True,-0.00017833142522794,-0.00019472847048074282,-0.00020152532436201742,-0.00020134531024085245,-0.00019723991627462745,-0.00015363907098786544,-0.00020736639932505962,-0.00020021502761061183,-0.00019472847048074282,4.0,-0.00019059655955701502,-0.00015363907098786544,7.0,True,-0.0006821628391816548,True,False,True,True,False,False,-1.6245324057084787e-06
toward_teacher|raw_energy_quarter|no_q2|all|grad_core_abs50|teacher_row_top50|w0.070|c0.080,toward_teacher,0.5777328641779235,-1.623528723904144e-06,0.5775978466378474,0.5772217716240211,0.5780397112794442,0.00019191061606995674,0.0009216000000000792,0.005600000000003824,220949.0,raw_energy_quarter,no_q2,all,grad_core_abs50,teacher_row_top50,0.07,0.08,0.16457142857142856,895e1bfc,45.0,0.6666666666666666,-2.5644687253301157e-05,2.2995312746743056e-05,5.115531274668683e-05,22.0,1.0,-0.00028964468725334314,-0.00014084468725339416,-6.44468725330416e-06,11.0,1.0,-0.0005280446872533151,-0.0003008446872532211,-0.00029444468725337014,22.0,0.7272727272727273,-2.0844687253274152e-05,1.1795312746698559e-05,5.115531274668683e-05,6.981461771907621e-05,0.0003028299971470702,7.993605777301126e-18,1.0658141036401503e-17,8.121933541769034e-05,0.00016890797587031548,0.00014891897480398886,0.0003485670792172303,0.0001731155313706797,0.00018425765847039887,0.00014363418147512097,0.00018495170084975642,2.709624455940751e-05,0.00015385990093491497,-0.0006058203277919505,True,-0.00014167410670007374,-0.0001519641952411055,-0.00015375836517772523,-0.00015425744093622296,-0.00015854736773446287,-0.0001513518478495346,-0.00015991410197702116,-0.0001560460075325787,-0.0001519641952411055,4.0,-0.00015306677508802085,-0.00014167410670007374,7.0,True,-0.0006058203277919505,True,False,True,True,False,False,-1.623528723904144e-06
toward_teacher|raw_energy_half|no_q2|raw_agree|grad_core_2of3|teacher_row_top50|w0.070|c0.080,toward_teacher,0.5777328648335692,-1.622873078144238e-06,0.577597799413339,0.5772208721656727,0.5780402561608826,0.00027030555617027757,0.0013268815296332598,0.005600000000003824,119039.0,raw_energy_half,no_q2,raw_agree,grad_core_2of3,teacher_row_top50,0.07,0.08,0.24,eb98beac,45.0,0.7333333333333333,-3.0429180039370785e-05,1.2133679776971111e-05,6.34822164496951e-05,22.0,1.0,-0.0003222559386629742,-0.00024034686332254917,-7.067123948156784e-05,11.0,1.0,-0.0006011278654762808,-0.00033023608842519536,-0.0003270360884253254,22.0,0.7727272727272727,-2.8084219264201682e-05,4.809966569718773e-06,5.597081996056019e-05,7.12910811048007e-05,0.0003511089389551249,7.993605777301126e-18,1.0658141036401503e-17,0.00012577800189996757,0.000317013700558216,0.00015283845956470164,0.0003614128466965674,0.0002655402787662432,0.0003221707201696665,0.00023224408610647652,0.0002767675752348794,2.922040914786206e-05,0.00026366511157747816,-0.0006867298055865167,True,-0.0001622432803105589,-0.00017350006489136316,-0.00018178779697908265,-0.0001812263081329979,-0.0001790831856650632,-0.00013883289283200817,-0.00018546942390040844,-0.00017996011785897936,-0.00017350006489136316,4.0,-0.00017173470753021177,-0.00013883289283200817,7.0,True,-0.0006867298055865167,True,False,True,True,False,False,-1.622873078144238e-06
toward_teacher|raw_energy_quarter|no_s3|raw_agree|grad_core_2of3|teacher_row_top50|w0.070|c0.080,toward_teacher,0.5777328666294004,-1.621077246993785e-06,0.577598192246373,0.5772223671274324,0.5780393669705077,0.00028529057176430225,0.0013298438926854436,0.005600000000003824,227235.0,raw_energy_quarter,no_s3,raw_agree,grad_core_2of3,teacher_row_top50,0.07,0.08,0.23885714285714285,9ca9c2a4,45.0,0.7777777777777778,-4.872360144692056e-05,1.8107400619427065e-05,4.4101487741698975e-05,22.0,1.0,-0.0003892280334811815,-0.00018981851225823297,-5.829851225813698e-05,11.0,1.0,-0.0007046985122580729,-0.0004100280334810025,-0.0003972280334811895,22.0,0.8181818181818182,-2.791105685245876e-05,1.4341487741864631e-05,4.4101487741698975e-05,6.979659419612478e-05,0.00033583398479504814,0.00024861897484411834,0.00041140295280531533,0.00012667669589717823,0.0002846780540497863,0.00014719770621274552,0.0003768720998135252,0.00028015028620802506,0.00032679693983410363,1.5543122344752192e-18,9.547918011776345e-18,5.294795768736038e-06,0.0002614499710523274,-0.0008120778807730155,True,-0.00016848712061923177,-0.00017096337124744565,-0.00018370027197667227,-0.00018570747208668248,-0.00017657534535320263,-0.00011571224477924247,-0.00018480634700546172,-0.00017901133389569557,-0.00017096337124744565,4.0,-0.00016942173900970557,-0.00011571224477924247,7.0,True,-0.0008120778807730155,True,False,True,True,False,False,-1.621077246993785e-06
toward_teacher|raw_energy_quarter|all|all|grad_all_top70|all|w0.050|c0.080,toward_teacher,0.5777328704843162,-1.6172223311627931e-06,0.5775978394434363,0.5772205027778178,0.578040434194568,0.00025480409521827925,0.0011977142857143572,0.004000000000001336,214594.0,raw_energy_quarter,all,all,grad_all_top70,all,0.05,0.08,0.29942857142857143,d6c9051a,45.0,0.7555555555555555,-3.0717167223692776e-05,9.511404204820554e-06,2.642568991906291e-05,22.0,1.0,-0.0003472885957951366,-0.0001770028815093583,-3.0717167223692776e-05,11.0,1.0,-0.0006387171672236347,-0.000357574310080766,-0.00035300288150941217,22.0,0.9090909090909091,-2.2717167223740287e-05,-5.802881509320285e-06,2.642568991906291e-05,2.54299507594149e-05,0.00035368192923936813,0.00014692167655345,0.00034900065056639386,8.132552205522537e-05,0.00021906581622114984,0.00018337274174778557,0.00034705560586338716,0.00019232631859398552,0.00019956885504438004,0.00015182457297372598,0.0001735786209145027,5.1082885624976756e-06,0.00014167718867877323,-0.0007311824614661955,True,-0.00017522397465141726,-0.00017829732434548884,-0.000181284524070513,-0.00018120855624093046,-0.00018124636444472042,-0.00013252952572861965,-0.00018636050848153118,-0.00018179718033556336,-0.00017829732434548884,4.0,-0.00017373582542331726,-0.00013252952572861965,7.0,True,-0.0007311824614661955,True,False,True,True,False,False,-1.6172223311627931e-06
toward_teacher|raw_energy_quarter|no_s3|all|grad_all_5of6|grad_core_row_top50|w0.070|c0.080,toward_teacher,0.5777328751869976,-1.6125196498073535e-06,0.5775981692609894,0.5772213994265298,0.5780397483296876,0.0002956005049352515,0.0014408329247879651,0.005600000000002936,226255.0,raw_energy_quarter,no_s3,all,grad_all_5of6,grad_core_row_top50,0.07,0.08,0.2611428571428571,571db089,45.0,0.6888888888888889,-3.804471782464791e-05,3.341591984247217e-05,5.7642161380155876e-05,22.0,1.0,-0.00036157730601416027,-0.0001546542980267462,-4.653094794326851e-05,11.0,1.0,-0.0006786427513868487,-0.0003711773060142143,-0.00037117730601410326,22.0,0.7272727272727273,-2.0036357098851543e-05,3.463724861292317e-05,4.861615199391878e-05,5.719632459429847e-05,0.0004016539507220137,0.0002592842010679537,0.0004285409387137553,0.00013326562752866267,0.0002795254541984159,0.00025146369098544833,0.00043411426634189937,0.00030158572026015983,0.00031172277181444786,1.5543122344752192e-18,9.547918011776345e-18,1.0803869123707898e-05,0.00021364615275621868,-0.0007752415496728671,True,-0.0001992419184724259,-0.00020880105593623632,-0.00021312087132518975,-0.00021468523187462285,-0.00024886966856341175,-0.0002640928596743253,-0.00022039792511163725,-0.00022279738023411877,-0.00020880105593623632,4.0,-0.0002241727901368356,-0.0001992419184724259,7.0,True,-0.0007752415496728671,True,False,True,True,False,False,-1.6125196498073535e-06
toward_teacher|raw_energy_quarter|no_q2|all|grad_all_4of6|all|w0.050|c0.080,toward_teacher,0.5777328759379193,-1.6117687280381432e-06,0.5775975125945354,0.5772197655583707,0.5780410215259567,0.0003062856094983217,0.0014868213474370014,0.004000000000003112,220049.0,raw_energy_quarter,no_q2,all,grad_all_4of6,all,0.05,0.08,0.37657142857142856,43edd83b,45.0,0.7111111111111111,-3.919410160024839e-05,2.5182151567282322e-05,8.010046403794657e-05,22.0,1.0,-0.0003458419413472913,-0.00014510823497871915,-6.097006906125024e-05,11.0,1.0,-0.0006579400446945494,-0.00035041336991881167,-0.00035041336991870065,22.0,0.7272727272727273,-2.75863622130057e-05,2.1658303072824603e-05,5.114092385416491e-05,1.5813495045519654e-06,0.00042606614325749697,7.993605777301126e-18,1.0658141036401503e-17,0.00016913125089277025,0.00039236040983082354,0.00018677056012791953,0.0003904882525017435,0.00028149722303282844,0.000335288306953066,0.0002524237793889292,0.0003086542241319871,1.803718434664492e-05,0.00029114192981312414,-0.0007494627973342772,True,-0.0001639667075526985,-0.00017402722983472785,-0.00017743494103672486,-0.00017546649507460543,-0.00019685789204881843,-0.00018415532359417064,-0.00018381566528735682,-0.000183033932051907,-0.00017402722983472785,4.0,-0.0001793891792041575,-0.0001639667075526985,7.0,True,-0.0007494627973342772,True,False,True,True,False,False,-1.6117687280381432e-06
toward_teacher|raw_energy_quarter|no_s3|raw_agree|grad_all_4of6|grad_core_row_top50|w0.050|c0.080,toward_teacher,0.5777328763692576,-1.611337389739731e-06,0.577598381396952,0.5772233465658926,0.5780388420883217,0.00028260431500403126,0.0013364801550722041,0.004000000000001336,227338.0,raw_energy_quarter,no_s3,raw_agree,grad_all_4of6,grad_core_row_top50,0.05,0.08,0.33885714285714286,556a246e,45.0,0.8888888888888888,-7.887201116907328e-05,-2.474120233353247e-07,1.5211701857253956e-05,22.0,1.0,-0.00032775231106291214,-0.00015890659029151876,-8.116842437411176e-05,11.0,1.0,-0.0006232812571501656,-0.00033460945392016495,-0.0003346094539199429,22.0,0.8181818181818182,-5.217498811843635e-05,5.61375216595606e-06,1.5211701857253956e-05,2.1193771943885775e-05,0.00034081248843115323,0.00016470241629997195,0.0004302381819203758,0.00013530528531331565,0.000338115462012184,0.00016703954330988237,0.00034533628492133583,0.0002356575898147778,0.00027458261477304404,1.5543122344752192e-18,9.547918011776345e-18,1.3746629370606556e-05,0.0002491451729701164,-0.0007148208217471142,True,-0.0001630725286932977,-0.00016428065318585539,-0.00017604267080784108,-0.0001751651453492098,-0.00017422582252191177,-0.00012147596123812665,-0.00017644647711101413,-0.0001727489059066556,-0.00016428065318585539,4.0,-0.00016438703698675093,-0.00012147596123812665,7.0,True,-0.0007148208217471142,True,False,True,True,False,False,-1.611337389739731e-06
toward_teacher|raw_energy_quarter|all|all|grad_all_4of6|grad_all_row_top50|w0.070|c0.080,toward_teacher,0.5777328803475549,-1.607359092492544e-06,0.5775972259598351,0.5772175311517938,0.578042139467761,0.00044355560410743323,0.002111072217101075,0.005600000000002936,214006.0,raw_energy_quarter,all,all,grad_all_4of6,grad_all_row_top50,0.07,0.08,0.38171428571428573,0a8e6670,45.0,0.8888888888888888,-9.506624295652077e-05,-5.22750563636263e-07,1.6692907089277398e-05,22.0,1.0,-0.000491483684320948,-0.00021029967524084368,-9.506624295652077e-05,11.0,1.0,-0.0009404242088429937,-0.000501083684321002,-0.000501083684320891,22.0,0.9090909090909091,-6.239606467722814e-05,-2.7314418580503805e-06,3.575791156951169e-06,3.552773763415318e-05,0.00047354025200828967,0.0002470379674492507,0.0005969079479344512,0.00017468226539586883,0.0004586844329072972,0.00024688725785530823,0.00047422148796802806,0.00034695371315291443,0.0004115802515279282,0.00028962504804983685,0.0003459634474111662,3.5267662286687094e-05,0.00034399140899487224,-0.0010752017542188963,True,-0.00023270932718566506,-0.0002402428564119985,-0.000248894324716864,-0.000247599494175188,-0.0002672625041700849,-0.00023700408389537575,-0.0002560537945849317,-0.0002531133699709698,-0.0002402428564119985,4.0,-0.000247109483591444,-0.00023270932718566506,7.0,True,-0.0010752017542188963,True,False,True,True,False,False,-1.607359092492544e-06
toward_teacher|raw_energy_quarter|all|all|grad_all_abs50|all|w0.050|c0.080,toward_teacher,0.5777328810376742,-1.6066689731975003e-06,0.5775978468565057,0.5772205396766557,0.5780404229348327,0.0002568776049835107,0.0012068571428572145,0.004000000000001336,214894.0,raw_energy_quarter,all,all,grad_all_abs50,all,0.05,0.08,0.3017142857142857,201ac5d4,45.0,0.7555555555555555,-2.956760314298812e-05,8.375254000014823e-06,2.300382542852475e-05,22.0,1.0,-0.0003461390317143209,-0.00018042474599999636,-2.956760314298812e-05,11.0,1.0,-0.0006421390317141729,-0.0003564247459998393,-0.0003518533174285965,22.0,0.9545454545454546,-2.4996174571467744e-05,-6.939031714336958e-06,2.300382542852475e-05,2.54299507594149e-05,0.00035368192923936813,0.00015398144801115742,0.00035606042202410127,8.48696097702315e-05,0.00022260990393615598,0.00018337274174778557,0.00034705560586338716,0.00019623702777789209,0.0002034795642282866,0.00015182457297372598,0.0001735786209145027,5.1082885624976756e-06,0.00014167718867877323,-0.0007342019785284315,True,-0.00017558577609233517,-0.00017849663440105967,-0.000181708429369154,-0.0001817113339799281,-0.0001825177253478305,-0.00013547514291489815,-0.0001867858323089111,-0.00018237715535673882,-0.00017849663440105967,4.0,-0.00017461155348773096,-0.00013547514291489815,7.0,True,-0.0007342019785284315,True,False,True,True,False,False,-1.6066689731975003e-06
toward_teacher|raw_energy_half|no_q2|raw_agree|grad_core_top50|grad_core_row_top50|w0.070|c0.080,toward_teacher,0.5777328823162289,-1.6053904184909484e-06,0.5775975553968121,0.5772185858385657,0.5780413903258994,0.00033013952275722983,0.0016373585817138522,0.00560000000000338,119494.0,raw_energy_half,no_q2,raw_agree,grad_core_top50,grad_core_row_top50,0.07,0.08,0.29314285714285715,229e69ce,45.0,0.8666666666666667,-7.390167720200402e-05,8.975065691085861e-06,6.0498322797863935e-05,22.0,1.0,-0.0003587016772021445,-0.0002697416772021621,-0.00010881676443486032,11.0,1.0,-0.000621101677202085,-0.00033715948577484056,-0.00033715948577472954,22.0,0.8181818181818182,-4.407303787201666e-05,9.292007229433354e-06,4.779765440876549e-05,1.1737608131785316e-05,0.0004470561392375013,7.993605777301126e-18,1.0658141036401503e-17,0.0001381474485937094,0.00036754834547009197,0.0001884136791473136,0.0004488388708435259,0.00031242329166391257,0.00039341872626433327,0.00024284577865330963,0.0003205993781857729,-9.193608046365042e-07,0.0003335151992993728,-0.0007127817163659955,True,-0.00018979142359321077,-0.00021271783297827085,-0.00021700613957331694,-0.00021552750798803366,-0.00020607871362532393,-0.00016518289801681352,-0.0002221215186137826,-0.00021448105119767358,-0.00020607871362532393,4.0,-0.00020406086205553603,-0.00016518289801681352,7.0,True,-0.0007127817163659955,True,False,True,True,False,False,-1.6053904184909484e-06
toward_teacher|raw_energy_quarter|no_q2|raw_agree|grad_all_4of6|grad_core_row_top50|w0.050|c0.080,toward_teacher,0.5777328901353629,-1.5975712844840118e-06,0.5775977464327641,0.5772213871876606,0.5780401400173395,0.0002580545488326391,0.0012501921694750718,0.004000000000003112,221342.0,raw_energy_quarter,no_q2,raw_agree,grad_all_4of6,grad_core_row_top50,0.05,0.08,0.3171428571428571,575fa3ef,45.0,0.8222222222222222,-3.961810678931865e-05,8.616404163297453e-06,4.741576375477674e-05,22.0,1.0,-0.000290584391021087,-0.00012554788482541655,-6.285537587780166e-05,11.0,1.0,-0.0005569682086539185,-0.0002951558195926074,-0.00029515581959249637,22.0,0.8636363636363636,-2.569982702932405e-05,1.5920999411278866e-06,2.531336642797033e-05,2.1193771943885775e-05,0.00034081248843115323,7.993605777301126e-18,1.0658141036401503e-17,0.00013530528531331565,0.000338115462012184,0.00016703954330988237,0.00034533628492133583,0.0002356575898147778,0.00027458261477304404,0.00021815403728452537,0.0002583898187206294,1.3746629370606556e-05,0.0002491451729701164,-0.0006347189742310022,True,-0.00014315624537175609,-0.00015269547687191132,-0.00015873565729784822,-0.0001571773176881619,-0.00016904244310977923,-0.00015360183966173224,-0.00016249948018887128,-0.0001607432643671025,-0.00015269547687191132,4.0,-0.00015670120859858004,-0.00014315624537175609,7.0,True,-0.0006347189742310022,True,False,True,True,False,False,-1.5975712844840118e-06
toward_teacher|raw_energy_quarter|all|all|grad_all_top70|grad_core_row_top50|w0.070|c0.080,toward_teacher,0.5777328911407141,-1.596565933237315e-06,0.5775975123781315,0.5772189475892234,0.5780413305878866,0.00031113152551620393,0.0014688000000000789,0.00560000000000116,214625.0,raw_energy_quarter,all,all,grad_all_top70,grad_core_row_top50,0.07,0.08,0.2622857142857143,a8802c08,45.0,0.8666666666666667,-4.1773965772207156e-05,3.026034227926466e-06,3.182603422791086e-05,22.0,1.0,-0.0004321739657720536,-0.0002088139657720922,-4.177396577209613e-05,11.0,1.0,-0.000777773965771944,-0.0004385739657720711,-0.0004385739657720711,22.0,0.9090909090909091,-4.0173965772105635e-05,-1.0093965772062223e-05,3.182603422791086e-05,4.6251552662170126e-05,0.0004205532541985208,0.00018172525262596828,0.0004065437501482898,9.10236227355924e-05,0.0002665000066387956,0.00024280145102562438,0.00044188748885811286,0.00024267196687205773,0.00025280901842634595,0.00019268773446991472,0.0002119562615441868,6.155672753360819e-06,0.00017767089879917587,-0.0008915948537921825,True,-0.0002146404020560988,-0.00022053480052586227,-0.00022376165754200983,-0.00022447734364394734,-0.00022362126876329658,-0.000168083521527973,-0.00023150644601555026,-0.00022485604321167973,-0.00022053480052586227,4.0,-0.00021523220572496258,-0.000168083521527973,7.0,True,-0.0008915948537921825,True,False,True,True,False,False,-1.596565933237315e-06
toward_teacher|raw_energy_half|no_s3|all|grad_core_top50|teacher_row_top50|w0.070|c0.080,toward_teacher,0.5777328941171582,-1.5935894891461189e-06,0.5775985563115457,0.5772231728901004,0.5780388588819361,0.0002881703951352682,0.0013946290756373168,0.005600000000003824,125662.0,raw_energy_half,no_s3,all,grad_core_top50,teacher_row_top50,0.07,0.08,0.24971428571428572,ea3f3821,45.0,0.7555555555555555,-5.2304539753245116e-05,1.3938320063244802e-05,2.353832006318779e-05,22.0,1.0,-0.0003620616799369092,-0.0002638245397533101,-9.71045397532011e-05,11.0,1.0,-0.000660304539753187,-0.00037326167993678716,-0.0003700616799369172,22.0,0.8181818181818182,-3.0383109844989153e-05,1.3938320063244802e-05,2.353832006318779e-05,8.117475880974229e-05,0.000349269575609187,0.00020518996768422793,0.00043282483267717596,0.00013276067849322303,0.00031292320861165546,0.00015843532888829714,0.0003558159773729719,0.000263147715923162,0.00033495016343792317,1.5543122344752192e-18,9.547918011776345e-18,1.9324756512728804e-05,0.00023140900823795428,-0.0007588504137127083,True,-0.00017999074768759726,-0.00018674567480747584,-0.00019757212070881103,-0.00019951334835577317,-0.00018590117039452014,-0.00011656136489723856,-0.00019997384206860147,-0.00019254820199485212,-0.00018590117039452014,4.0,-0.00018089403841714535,-0.00011656136489723856,7.0,True,-0.0007588504137127083,True,False,True,True,False,False,-1.5935894891461189e-06
toward_teacher|raw_energy_quarter|all|raw_agree|grad_all_4of6|all|w0.050|c0.080,toward_teacher,0.5777328959469276,-1.5917597198100708e-06,0.5775974889528133,0.5772189061421137,0.578041556309804,0.0003680006843380062,0.0017422521901769917,0.004000000000003112,215193.0,raw_energy_quarter,all,raw_agree,grad_all_4of6,all,0.05,0.08,0.44057142857142856,73fab809,45.0,0.8666666666666667,-7.098769079760814e-05,4.633885239480058e-06,2.7901961752840876e-05,22.0,1.0,-0.000407867990691535,-0.00020085084134858764,-8.242696114524328e-05,11.0,1.0,-0.0007959683653500083,-0.0004181537049771089,-0.0004158679906915985,22.0,0.9545454545454546,-5.1691422783994856e-05,-8.351178955590118e-06,1.5460206078343752e-05,2.4381186562799083e-06,0.0004133298142290228,0.0001846738976390454,0.0005064223494749678,0.00015936676994472788,0.00038259592888278206,0.0001750341951865682,0.0003787518875603922,0.0002655003160431512,0.00031204886351300485,0.00023948234904349512,0.0002957127937865531,1.4038407452841683e-05,0.00028714315291932094,-0.0009076055606740463,True,-0.0001956024982472382,-0.00020188738759807645,-0.00021026136698254483,-0.00020782613781189507,-0.0002163421011067701,-0.00016994356295785273,-0.00021312898696590477,-0.00021040496066332404,-0.00020188738759807645,4.0,-0.00020214172023861173,-0.00016994356295785273,7.0,True,-0.0009076055606740463,True,False,True,True,False,False,-1.5917597198100708e-06
toward_teacher|raw_energy_quarter|no_q2_s3|all|grad_core_2of3|grad_core_row_top50|w0.070|c0.080,toward_teacher,0.5777328971943316,-1.5905123157411438e-06,0.5775986571078695,0.5772228063044276,0.5780389822003149,0.0003395278359106266,0.0016382690372650863,0.005600000000002936,231823.0,raw_energy_quarter,no_q2_s3,all,grad_core_2of3,grad_core_row_top50,0.07,0.08,0.29714285714285715,5ad63dbf,45.0,0.7777777777777778,-5.5464914602953996e-05,2.1570740888376984e-05,6.997247843132381e-05,22.0,1.0,-0.0003712277382550422,-0.00015649662958090447,-0.00010680711705446377,11.0,1.0,-0.0007569650829409857,-0.00038082773825487415,-0.0003776277382551152,22.0,0.7272727272727273,-4.601727266945188e-05,4.372667811604062e-05,5.029382043986175e-05,2.3227957292007772e-05,0.0005003358633765373,7.993605777301126e-18,1.0658141036401503e-17,0.0002154522963935398,0.0005186072176500639,0.00024119103324052687,0.000502097523422455,0.0003472192956522172,0.0004889198785923356,1.5543122344752192e-18,9.547918011776345e-18,2.7044813154855073e-05,0.000366734368332974,-0.0008577185089649996,True,-0.0001862313274161309,-0.000198445178394957,-0.00020750544078596,-0.00020652399117271347,-0.0002182589517827349,-0.00018213552158774515,-0.00021424988618801155,-0.00020961486428791587,-0.000198445178394957,4.0,-0.00020190718533260758,-0.00018213552158774515,7.0,True,-0.0008577185089649996,True,False,True,True,False,False,-1.5905123157411438e-06
toward_teacher|raw_energy_half|no_q2|all|grad_core_top50|all|w0.050|c0.080,toward_teacher,0.5777329023487443,-1.5853579030666864e-06,0.5775979911901747,0.5772200164361412,0.5780406642054573,0.00033126654153842655,0.001650259303966661,0.004000000000003112,118000.0,raw_energy_half,no_q2,all,grad_core_top50,all,0.05,0.08,0.4142857142857143,7423de90,45.0,0.6666666666666666,-5.4358064018433794e-05,2.1267113813960848e-05,7.226363181189743e-05,22.0,1.0,-0.000340339542227841,-0.0002612216614237384,-0.00010833331054205253,11.0,1.0,-0.0006043709997881619,-0.00034376811365643967,-0.00034376811365632864,22.0,0.7727272727272727,-4.034417092568798e-05,1.806454193155062e-05,7.169040499299673e-05,2.2011916857776204e-05,0.0004740417769902255,7.993605777301126e-18,1.0658141036401503e-17,0.00014900102835129015,0.0004026373475023879,0.00016539839877185641,0.0004219757135727545,0.00027523350604946297,0.00037764001174929343,0.00022959261618884803,0.00031848518464285463,-7.43809306469001e-06,0.00032408575631145964,-0.0006957488346041151,True,-0.00018266415321577245,-0.00020855625215054907,-0.00020381465144414523,-0.00020225327708045526,-0.00020258300300235454,-0.00017707149428369817,-0.00021316465029697085,-0.00020702963922350492,-0.00020258300300235454,4.0,-0.00019858678306770652,-0.00017707149428369817,7.0,True,-0.0006957488346041151,True,False,True,True,False,False,-1.5853579030666864e-06
toward_teacher|raw_energy_half|no_s3|all|grad_core_2of3|teacher_row_top50|w0.070|c0.080,toward_teacher,0.5777329034479713,-1.584258676023964e-06,0.5775986770735075,0.5772232512036111,0.5780388049561863,0.0003047796889108526,0.0014650874371707164,0.005600000000003824,124787.0,raw_energy_half,no_s3,all,grad_core_2of3,teacher_row_top50,0.07,0.08,0.2651428571428571,51773a99,45.0,0.7333333333333333,-6.0977572191700524e-05,8.077198302602896e-06,2.446528762478639e-05,22.0,1.0,-0.0003662102383527599,-0.00025777525547493463,-9.481963163393559e-05,11.0,1.0,-0.0006860762576286206,-0.00037739038811501757,-0.0003741903881151476,22.0,0.7727272727272727,-3.057757219165902e-05,1.3888890000379755e-05,2.446528762478639e-05,7.531323828430253e-05,0.00035513109613462675,0.00021625048327197295,0.00045479913304874155,0.00014223490723287558,0.00033347060589112307,0.00015283845956470164,0.0003614128466965674,0.00026847382270879874,0.00035856350490780784,1.5543122344752192e-18,9.547918011776345e-18,3.563593326747605e-05,0.00027008063569709215,-0.000786521611876545,True,-0.00017937680371271636,-0.00018582425857249785,-0.0001980017118575761,-0.00019987313532321416,-0.0001904553377662932,-0.00012140324707921035,-0.00020073973265910539,-0.00019375526021386813,-0.00018582425857249785,4.0,-0.0001822391752815162,-0.00012140324707921035,7.0,True,-0.000786521611876545,True,False,True,True,False,False,-1.584258676023964e-06
