pred_index,active_delta_cells,support_label_1_cells,support_label_0_cells,all_support_delta_vs_e95,all_adverse_delta_vs_e95,global_prior_expected_delta_vs_e95,subject_prior_expected_delta_vs_e95,global_prior_p_beats_e95,global_prior_p_beats_e101_edge,global_prior_q05,global_prior_q50,global_prior_q95,subject_prior_p_beats_e95,subject_prior_p_beats_e101_edge,subject_prior_q05,subject_prior_q50,subject_prior_q95
171,16,20,30,-2.3990375657642392e-05,0.0002625994420334986,8.52571723877555e-05,3.514319091684924e-07,0.004875,0.000475,3.0641998197093945e-05,8.495828491787445e-05,0.00014383459178442606,0.60435,0.2605,-2.3990375657642155e-05,-3.6227589172600334e-06,3.617932900877669e-05
199,12,17,33,-2.3858573273148466e-05,0.0002184115820957153,6.458306152721437e-05,-1.7913002466263874e-07,0.0308625,0.00355,1.4728343657969744e-05,6.003714466289762e-05,0.00011955251382298619,0.6708125,0.2771,-2.3858573273146826e-05,-2.7316336818336167e-06,3.7065422462857074e-05
164,8,15,35,-1.2699294688992982e-05,0.00021959662413570705,6.576510455846125e-05,-1.5295938192739788e-06,0.0368125,0.0,9.702927650080057e-06,6.801609523190955e-05,0.00013499047795223154,0.6683875,0.0,-1.2699294688992843e-05,-1.2699294688992526e-05,3.633185787226502e-05
239,12,14,36,-4.243385406536113e-05,0.00020553723283993946,5.4320012564438444e-05,1.6617577217903636e-07,0.067025,0.01795,-1.6222382431702517e-06,5.7855965989463706e-05,0.00010670364235902495,0.6259125,0.3263875,-4.243385406535933e-05,-1.7154378857065263e-06,4.022993480862991e-05
75,17,21,29,-2.894131191416614e-05,0.00028417698566785595,8.870174854523983e-05,9.403082993231791e-07,0.0030875,0.000375,2.8904906135079805e-05,8.71491836173939e-05,0.00014984806332252515,0.4955,0.1854875,-2.8941311914165838e-05,8.354202504666309e-07,4.1632560275534975e-05
88,8,15,35,-3.195659190850682e-05,0.00015863899383192882,3.386065540576845e-05,-2.7120257705577633e-06,0.1729125,0.084575,-2.3478313338161876e-05,3.366628758317033e-05,9.30161143402502e-05,0.64765,0.3282375,-3.195659190850345e-05,-4.0598198534080867e-07,3.445159942313027e-05
91,16,20,30,-4.6481820790657274e-05,0.00022534460131898244,5.2680550460360904e-05,-1.6221147012573747e-06,0.059475,0.0172125,-1.957384972866892e-06,5.2407316768412324e-05,0.00010977476288830221,0.573225,0.3212125,-4.0829635077094725e-05,-3.335585803559463e-06,3.896479379080445e-05
31,31,22,28,-0.00010447444750513789,0.00027756824324913786,7.211314420713082e-05,8.084168515198797e-06,0.0220625,0.006525,1.2096020618011046e-05,7.154800155662054e-05,0.000132865831264568,0.396975,0.1926375,-3.348348316219198e-05,6.878887880281927e-06,5.311065700535963e-05
196,8,13,37,-1.625044906082534e-05,0.00023271003843394433,7.775511130661661e-05,-9.610534166298097e-07,0.0181,0.0181,1.4300976049748148e-05,7.618866644993122e-05,0.00014276187040072964,0.6001875,0.6001875,-1.6250449060823766e-05,-1.6250449060823386e-05,4.666760998068179e-05
147,30,16,34,-0.0001374865337410993,0.00012018540289603952,1.8203548364467866e-07,1.2719427451873767e-05,0.5005,0.2822125,-4.288496657870596e-05,-2.8878740443307895e-08,4.387393450712343e-05,0.2996625,0.12235,-2.6675654324333205e-05,1.2546415341321238e-05,5.200156554096137e-05
95,20,21,29,-5.187940768887819e-05,0.000254601671403425,6.034412270514029e-05,-1.0151971876775235e-06,0.039725,0.010325,3.902123641627929e-06,5.9154453934070125e-05,0.00011957748242257594,0.5573625,0.29095,-4.142145315474956e-05,-3.5091079650105036e-06,4.048477070669535e-05
203,16,20,30,-3.128315555652569e-05,0.00027513000517862435,8.409505867904795e-05,3.72269593254561e-07,0.0048375,0.0008,2.486126867800345e-05,8.310210224277506e-05,0.0001439535578086984,0.4932125,0.1905625,-3.128315555652542e-05,1.6803504638288772e-06,4.311213874934139e-05
67,20,24,26,-4.34946667216821e-05,0.00031231886245987355,8.856989418912189e-05,1.541973012966032e-06,0.0069875,0.001175,2.7289474064186712e-05,8.746562974036615e-05,0.0001527314170487429,0.5219,0.2586125,-3.6078244891086985e-05,-1.5107201058707695e-06,4.624427308341907e-05
175,23,26,24,-4.986690865381481e-05,0.0003262951413052934,9.352078105678742e-05,2.257842793578621e-06,0.0049,0.0009625,3.086010860201676e-05,9.265968122564386e-05,0.0001583701086611334,0.496375,0.2699625,-3.5715038476189065e-05,1.750437580081421e-07,4.743548752110424e-05
71,20,24,26,-3.7218541825273764e-05,0.0003066153214055017,9.175841674789957e-05,7.177659633158189e-07,0.00425,0.000925,3.1433595450588476e-05,9.092181328352609e-05,0.00015495533444451727,0.5129625,0.31775,-3.721854182527335e-05,-5.227809323211334e-07,4.267105362932825e-05
84,11,18,32,-2.0239346237810328e-05,0.000290900805122646,8.4856882666166e-05,-8.567044789500475e-07,0.0162625,0.010475,1.2127287693122244e-05,8.450218304058372e-05,0.0001600408310140098,0.5370375,0.4812375,-2.023934623781016e-05,-1.168238989027705e-06,4.0335887675715356e-05
124,8,10,40,-0.00011638818209113813,4.857354630468586e-05,-2.4270523326086306e-05,7.441403300442638e-06,0.79495,0.6317,-7.039027876112278e-05,-2.3994934068589373e-05,2.501337219067956e-05,0.4017125,0.19485,-3.2221541319627525e-05,4.908011822236967e-06,4.857354630468252e-05
128,12,13,37,-0.00013318623768806344,6.338646456165197e-05,-2.5713014988578415e-05,9.280706633106842e-06,0.801925,0.6340375,-7.526482634466377e-05,-2.5662849565617155e-05,2.3740627764497943e-05,0.3724375,0.176525,-3.4455113463942555e-05,1.0547685441319185e-05,5.038526654624907e-05
24,11,12,38,-0.00012956014516767104,5.588792433615238e-05,-2.584457619568732e-05,9.132370186143024e-06,0.8073375,0.63535,-7.491696735112771e-05,-2.5813948878591167e-05,2.328903740325448e-05,0.3735875,0.1700375,-3.4325561088848595e-05,9.339973393596815e-06,5.130570983796741e-05
99,23,23,27,-5.8922418782780666e-05,0.0002792528102929317,6.66032639436104e-05,-4.158131665135077e-07,0.0306125,0.00845,7.633198348724909e-06,6.563875237427215e-05,0.00012850962759883538,0.5369,0.2902,-4.024315576317201e-05,-2.4206112284169213e-06,4.34430710005826e-05
132,16,15,35,-0.0001464892420960584,7.695444594333751e-05,-2.4048541945401957e-05,1.2019977847106743e-05,0.7779375,0.607675,-7.480255612308751e-05,-2.4095004813149966e-05,2.6819303474408775e-05,0.327475,0.1562625,-3.324706354323637e-05,1.2712801631415812e-05,5.5237635859740444e-05
59,23,22,28,-6.157355627892025e-05,0.00033449969964516394,9.715189034138049e-05,2.9829509672568485e-06,0.005025,0.0012,3.282950264472048e-05,9.621383856931197e-05,0.00016401462268824882,0.482475,0.2736,-4.0998505767268726e-05,1.0516802765131925e-06,5.1122049399958336e-05
243,16,17,33,-5.710544551326778e-05,0.0002605679378195307,6.890971693948711e-05,1.9798754695394285e-08,0.02595,0.012325,4.739910257698282e-06,6.50839750743504e-05,0.00013118016706751743,0.4776375,0.37095,-3.948329439442902e-05,6.756313318321589e-07,4.358034151410758e-05
136,20,15,35,-0.00015825747853243273,9.151153897882518e-05,-2.0656033388231748e-05,1.367011015848887e-05,0.7389375,0.56395,-7.266493161123411e-05,-2.0607524772213715e-05,3.137891660565506e-05,0.310475,0.149775,-3.303618338890156e-05,1.4168698281402468e-05,5.80006081187108e-05
63,25,24,26,-6.377665393403787e-05,0.00034188522804748644,9.91464800936311e-05,2.6510463727088092e-06,0.00435,0.00105,3.4285581942970464e-05,9.831293736998968e-05,0.00016640295532393252,0.4888125,0.2779625,-4.0892890598342084e-05,9.105793011607855e-07,5.112731032966635e-05
168,12,17,33,-2.3988362417077056e-05,0.0003177032140539522,0.00010133969911567875,-4.39617234047837e-07,0.00895,0.003125,2.8965285032568726e-05,9.863263352990504e-05,0.00018054581393636617,0.5278125,0.41435,-2.398836241707698e-05,-1.3709438471222666e-07,4.218391167669463e-05
179,30,25,25,-7.015826224727082e-05,0.00035163524510445815,0.00010107516914050677,4.433405157397932e-06,0.0037375,0.000975,3.6094043870446376e-05,0.00010022252220362856,0.0001684516048085408,0.4633625,0.258125,-3.959470455130414e-05,2.6382607874605445e-06,5.322609832242319e-05
55,31,25,25,-7.134357437669827e-05,0.00035420333964215927,0.00010200010564837603,5.1630964295666754e-06,0.00345,0.000925,3.693351056645878e-05,0.00010112707599381772,0.00016960432905666328,0.452,0.2488375,-3.901063697703001e-05,3.337816153363276e-06,5.390522726358966e-05
45,7,14,36,-1.3855660007403221e-05,0.0002640705410490415,8.002163457166255e-05,-2.27540163005098e-06,0.055775,0.0,-1.3855660007402777e-05,7.346417668923819e-05,0.00016416594197718118,0.745725,0.0,-1.385566000740303e-05,-1.3855660007402713e-05,3.262111520389399e-05
103,25,23,27,-6.384860771973139e-05,0.0003129135382870988,8.131903815693894e-05,1.0163923161783698e-07,0.0138875,0.0037,1.846351066076312e-05,8.033577293240431e-05,0.0001465354017327705,0.5178625,0.3016125,-4.116572406381978e-05,-1.5524355861239617e-06,4.7126639914903634e-05
80,13,17,33,-2.6559085249188552e-05,0.0003394995179016651,0.00011490536284042875,3.124362992712705e-07,0.0054875,0.0011875,3.321404003778577e-05,0.00011381347671221596,0.0001972831583080675,0.52755,0.3582125,-2.6559085249188437e-05,-2.192058569363743e-06,5.1843363008862544e-05
107,30,25,25,-8.199390476730895e-05,0.00032434784799884487,8.145150278939712e-05,1.711745434217589e-06,0.0158125,0.0044,1.7575968377586263e-05,8.051731369347563e-05,0.0001476958866566115,0.4977125,0.2859,-4.2097075317907076e-05,1.5068688212043533e-07,4.972011468651608e-05
207,20,21,29,-5.577036249694135e-05,0.00031919329085604645,8.914926864445335e-05,6.744006802669978e-07,0.0097,0.002875,2.3612306576396834e-05,8.872713419584609e-05,0.00015539872257964754,0.48835,0.3138375,-3.9525678043724694e-05,1.8277582922762317e-07,4.7188270579020184e-05
211,23,21,29,-7.803144279902275e-05,0.0003436227565188268,9.32162097903619e-05,2.5650322031432333e-06,0.0106625,0.0026625,2.633829472357183e-05,9.181466061832419e-05,0.0001630527087803864,0.4998,0.291825,-4.5492767011786235e-05,2.1792558053520697e-08,5.409274351917235e-05
247,20,18,32,-8.672478099378456e-05,0.0002955792745072052,7.693130786853537e-05,2.0032046634631837e-06,0.02195,0.0080625,9.045150534224074e-06,7.779852245014932e-05,0.00014359672435775584,0.4373875,0.2988375,-4.600636481412988e-05,2.7287522671692243e-06,4.846625586173237e-05
165,8,15,35,-1.6798737054912516e-05,0.0002929291547113519,8.782046194169235e-05,-1.9058025619540523e-06,0.0368125,0.0368125,1.3070892730517933e-05,9.08217828396211e-05,0.0001801209598000512,0.6683875,0.6683875,-1.6798737054912306e-05,-1.6798737054911987e-05,4.857613302676384e-05
215,25,20,30,-8.658955201210605e-05,0.0003556396978173945,9.828335624943867e-05,3.982705056314988e-06,0.007725,0.002325,2.9537663038860976e-05,9.748030976260868e-05,0.00016944494091159355,0.4691625,0.2867125,-4.638046488280798e-05,2.5683853096921515e-06,5.7962094070384056e-05
27,36,19,31,-0.00010117966212426626,0.0003774212384427277,0.00011533732387094907,8.929573955756876e-06,0.0017,0.0003625,4.711150675211809e-05,0.00011465703411265023,0.00018548313363434628,0.4043625,0.22455,-3.983496534526963e-05,7.5149970451637054e-06,6.164513124743875e-05
236,8,12,38,-3.8834686162744754e-05,0.0002208405936773349,5.879009295244635e-05,-2.052970310824287e-07,0.1224375,0.017675,-8.283261052169826e-06,5.788901304159961e-05,0.00012493291848075853,0.65795,0.2261125,-3.88346861627431e-05,-7.284076239580082e-06,5.657589089228372e-05
36,10,14,36,-4.673957103994017e-05,0.00024837669502004165,6.252402126156965e-05,-2.261641114129549e-06,0.0626375,0.0409,-1.357082848245669e-05,6.48926025509253e-05,0.00013535782345768495,0.5298625,0.3479125,-4.673957103993993e-05,-1.5188961116777097e-05,4.602229058918336e-05
111,35,24,26,-0.00010189492503822058,0.0003590647892075609,9.312821468514269e-05,3.927921800101377e-06,0.0092375,0.0024125,2.5985132572743337e-05,9.233223095676143e-05,0.00016236480459610761,0.46665,0.2756625,-4.3856336588993874e-05,2.5640164281716434e-06,5.525366732124857e-05
219,30,21,29,-0.000100880805313946,0.0003771136960108991,0.00010400182872821219,5.5791966780092885e-06,0.005675,0.0016375,3.4287489700395853e-05,0.00010331301716661392,0.0001762357667028382,0.44835,0.2743625,-4.6429532466938826e-05,4.226768894335978e-06,6.091903089353034e-05
20,12,16,34,-5.003889930684789e-05,0.0002594603058392941,6.552122410571425e-05,-2.754179790182938e-06,0.064675,0.0315125,-9.758663478049834e-06,6.598363799634898e-05,0.00013995969615414894,0.5312875,0.40845,-5.003889930684759e-05,-1.0010010813341725e-05,4.5110994531142566e-05
51,30,20,30,-0.00010344311936520661,0.0003759607806100765,0.00010364145146561892,5.829723291466344e-06,0.006025,0.0017,3.3426945382623356e-05,0.00010287960318734212,0.00017577548674583437,0.444975,0.2720125,-4.638337007601715e-05,4.452563380912108e-06,6.140847275052395e-05
183,35,25,25,-9.36181160484079e-05,0.00037561359487493844,0.00010183032718781419,6.04311364996666e-06,0.0050875,0.0013125,3.389769231611276e-05,0.00010092268435332078,0.00017169360533446097,0.4406875,0.2570625,-4.286478656731106e-05,4.590203014651454e-06,5.874225374709021e-05
191,45,25,25,-0.00013946945928357675,0.0004111320398144278,0.00010800862682513098,1.174054407769158e-05,0.005375,0.0016125,3.6171217400138544e-05,0.00010730540701650633,0.0001818767719152724,0.378425,0.21975,-4.252831827722412e-05,1.0449128383186758e-05,6.899903501634922e-05
255,25,20,30,-0.00011516657250740248,0.00034121718381533063,8.320477436273032e-05,5.2370496387971044e-06,0.024375,0.0087625,1.159757433491527e-05,8.257863320921378e-05,0.0001558914548770263,0.4288625,0.2612625,-4.738626248628895e-05,4.263536446562379e-06,5.947119494418848e-05
47,38,23,27,-0.0001132131374629846,0.00039566442060707185,0.00010848966677261447,8.00986875377617e-06,0.0045625,0.001175,3.784094660482345e-05,0.00010774695808972692,0.00018098591690448692,0.419825,0.2521125,-4.5126954385240516e-05,6.7327142137932105e-06,6.388167111249871e-05
89,8,15,35,-4.2392156179561346e-05,0.00021173529147434843,4.536417357280389e-05,-3.3994013289637763e-06,0.1622875,0.084575,-3.108778475243528e-05,4.510501647600727e-05,0.00012423811881877831,0.6451375,0.3282375,-4.239215617955803e-05,-3.2467628200775044e-07,4.6152098929287466e-05
251,23,20,30,-0.00010186675502393197,0.00032544860645277655,8.184635047246298e-05,3.969132221589783e-06,0.022375,0.0078,1.192565512762419e-05,8.11413802521904e-05,0.00015316701488602674,0.4320375,0.2821625,-4.64325043389236e-05,3.251317570235874e-06,5.706301282413032e-05
187,40,24,26,-0.00011562310836173782,0.0003993201340549243,0.00010914244512460314,9.072407575823684e-06,0.0044375,0.0011,3.816679406899826e-05,0.00010836934745365177,0.00018179335409992492,0.407025,0.241975,-4.4092297565046826e-05,7.802997958436467e-06,6.512393988911687e-05
40,15,19,31,-3.409544457903057e-05,0.0003873110033873398,0.00012606427553716126,8.757615765780432e-07,0.0056125,0.000475,4.4674275243731594e-05,0.00012599695787182295,0.00021450651896878583,0.62255,0.2605,-3.4095444579030434e-05,-6.076550049618046e-06,5.399174976885056e-05
115,40,25,25,-0.0001458803182183515,0.0003881149280746608,9.260362112496974e-05,7.0103043729227075e-06,0.0161125,0.005125,2.033959666428463e-05,9.193456665360198e-05,0.00016674901526027216,0.42865,0.2578125,-4.606741640695402e-05,5.854425611410919e-06,6.273044071068109e-05
223,35,22,28,-0.00012853034259859396,0.0003923939542922509,0.00010389784389675589,6.94875831998867e-06,0.0074,0.0023625,3.200349161573536e-05,0.0001032041179955331,0.00017790317410632924,0.432175,0.2642625,-4.711751331865337e-05,5.71395538051535e-06,6.369942931925261e-05
172,16,20,30,-3.572865876670635e-05,0.0003941560677700074,0.00012814266330139136,7.840525835101386e-07,0.004675,0.000625,4.621990201540019e-05,0.00012769433209657228,0.00021600879239639788,0.5912,0.285,-3.572865876670621e-05,-5.177233656132937e-06,5.452589823292366e-05
197,8,13,37,-2.1487631349574128e-05,0.0003104596853101149,0.00010385311580701366,-1.1017704906475367e-06,0.0181,0.0181,1.9247602131190415e-05,0.00010176452266476521,0.000190528794599165,0.6001875,0.6001875,-2.148763134957253e-05,-2.148763134957215e-05,6.240311403910053e-05
200,12,17,33,-3.55202835805784e-05,0.0003278849494727196,9.714216861996646e-05,-1.11870785028791e-09,0.0308625,0.00355,2.236009181609958e-05,9.032329332349124e-05,0.00017959634706362544,0.6708125,0.2771,-3.552028358057673e-05,-3.829874193606666e-06,5.586571002343058e-05
259,30,20,30,-0.00014016569866208702,0.00036818496129462536,8.849427675036686e-05,7.90420893143961e-06,0.0223125,0.008325,1.555082020017927e-05,8.798264127989419e-05,0.0001632717737433713,0.420975,0.2529,-4.541704970253e-05,6.709696037578507e-06,6.38691636826215e-05
85,11,18,32,-2.6780309657861342e-05,0.0003880732254894112,0.00011334799554743961,-9.367873127145332e-07,0.0162625,0.010475,1.6375202250047783e-05,0.00011287506271333052,0.00021359326001122882,0.5370375,0.4812375,-2.6780309657861155e-05,-1.3521666594844868e-06,5.398666889350835e-05
76,17,21,29,-4.3106498120065395e-05,0.00042657094825297053,0.00013335809256904459,1.715932200168839e-06,0.0030875,0.0016875,4.3662828953805084e-05,0.0001310292451772753,0.00022507756473497207,0.4955,0.3843625,-4.310649812006519e-05,1.558600126884865e-06,6.275431016448477e-05
240,12,14,36,-6.327070233637834e-05,0.0003086859280215756,8.186009760832182e-05,6.293424199312493e-07,0.064825,0.01795,-2.0532786030919174e-06,8.7164027745857e-05,0.00016043554230020675,0.6211875,0.3263875,-6.327070233637651e-05,-2.1930780668976293e-06,6.072498097460796e-05
92,16,20,30,-6.93485846120132e-05,0.0003383910485524445,7.939497226451337e-05,-2.059025477913792e-06,0.0574875,0.0222,-2.561930885326711e-06,7.89851217265859e-05,0.00016503629090642227,0.561,0.3481875,-6.087030604166945e-05,-4.629232131366694e-06,5.882133726017846e-05
169,12,17,33,-3.174035871904914e-05,0.00042384840990898745,0.00013536372332462442,-3.4203180834370606e-07,0.0070875,0.003125,3.886450454714512e-05,0.0001317543025435916,0.00024097187641887574,0.4797375,0.41435,-3.1740358719048976e-05,6.133199077089963e-08,5.648934007264428e-05
204,16,20,30,-4.658938568948911e-05,0.0004130303554132369,0.00012647793566387174,8.937520351813185e-07,0.0043875,0.003225,3.762725066230382e-05,0.00012498850100946046,0.00021626568435834426,0.4922,0.37655,-4.658938568948885e-05,2.855873341043504e-06,6.500355576931469e-05
4,19,16,34,-2.8430608595503244e-05,7.333839536980258e-05,1.8100876001402696e-05,8.329156715441332e-06,0.0789,0.0028625,-2.790220781037637e-06,1.810791291172558e-05,3.932395235865591e-05,0.2556375,0.017175,-1.018962057138208e-05,7.726804765380006e-06,2.731713422981192e-05
96,20,21,29,-7.741887012462125e-05,0.00038230274851383387,9.091642546640646e-05,-1.1225543728205262e-06,0.0390625,0.016,6.253426871140065e-06,8.913192230980226e-05,0.0001797664650425548,0.5546625,0.3594625,-6.173193832342891e-05,-4.863420538820749e-06,6.11273974687383e-05
81,13,17,33,-3.514640215348033e-05,0.0004529317353809887,0.00015347286196600854,6.822932444658929e-07,0.0054875,0.0011875,4.455109822915171e-05,0.00015201701379505871,0.0002633099225895258,0.52755,0.3582125,-3.514640215348016e-05,-2.657033247047342e-06,6.939019552392103e-05
68,20,24,26,-6.483678039754063e-05,0.0004688835133747954,0.00013326006096866627,2.718179204431713e-06,0.0068875,0.0022125,4.1339430781263205e-05,0.0001316036642955316,0.00022950234525809715,0.5202375,0.3372625,-5.371214765164841e-05,-1.860860473822168e-06,6.977162931011417e-05
72,20,24,26,-5.545733884092169e-05,0.0004602934560052445,0.0001380080990188394,1.4471228419630102e-06,0.0040875,0.001475,4.752086707287379e-05,0.00013675319382227993,0.00023280347556376557,0.506925,0.3748125,-5.545733884092138e-05,-4.1369750149132325e-07,6.437705434098113e-05
100,23,23,27,-8.794780277582462e-05,0.00041931504083774515,0.00010034072131376237,-1.878943514239607e-07,0.0299875,0.012825,1.188562292143631e-05,9.88939539597539e-05,0.00019320026679660058,0.5331375,0.3652375,-5.992890824641225e-05,-3.1950914442801434e-06,6.560043189922168e-05
237,8,12,38,-5.145507899682384e-05,0.0002947786274566127,7.871129315676309e-05,5.077317872524212e-08,0.1224375,0.017675,-1.0719845516057917e-05,7.750985327563325e-05,0.0001669017271945125,0.65795,0.2261125,-5.145507899682216e-05,-9.387599099271464e-06,7.575902374321527e-05
37,10,14,36,-6.198190039141742e-05,0.0003315064543552231,8.370288934392848e-05,-2.6779938236698592e-06,0.0626375,0.0626375,-1.7756910314771064e-05,8.686099772973556e-05,0.00018081462560541248,0.5298625,0.5298625,-6.198190039141713e-05,-1.99144204938667e-05,6.170058178074554e-05
244,16,17,33,-8.517270338658456e-05,0.00039133737161261515,0.00010385004029254812,5.151630153593734e-07,0.0245625,0.0142625,7.595330269864459e-06,9.811142749484609e-05,0.00019725571548459637,0.4617125,0.3966625,-5.873947670832751e-05,1.498911881064023e-06,6.585597715447555e-05
21,12,16,34,-6.637392535191804e-05,0.0003462916815096027,8.770623919816429e-05,-3.3276326630313717e-06,0.064675,0.0439625,-1.266694424685395e-05,8.832279105234583e-05,0.00018695753526274254,0.5312875,0.4861875,-6.637392535191771e-05,-1.3002074027243056e-05,6.049259976540298e-05
104,25,23,27,-9.528306069007149e-05,0.0004698601583201759,0.00012246840812493473,6.423097369524422e-07,0.01365,0.0059125,2.8185116880672867e-05,0.00012099351028813153,0.000220292953488679,0.5138375,0.3743,-6.125873520620458e-05,-1.838802489660063e-06,7.117981076188239e-05
41,15,19,31,-4.512548090946464e-05,0.0005167497830456925,0.00016842081257878997,1.5027939646798432e-06,0.0056125,0.0007625,5.990081218755185e-05,0.00016833105569167374,0.00028634380382095494,0.62255,0.290725,-4.512548090946446e-05,-7.766954870248556e-06,7.232411155437862e-05
173,16,20,30,-4.729876328469489e-05,0.0005258808720975868,0.0001711963328061009,1.3848518489267738e-06,0.004675,0.0009125,6.196598442477848e-05,0.00017059855786634312,0.00028835117159944023,0.5912,0.3187125,-4.729876328469475e-05,-6.5635298039304425e-06,7.304064604814244e-05
208,20,21,29,-8.315460963760994e-05,0.0004792908703918747,0.00013422483707448311,1.5125351282028575e-06,0.0093625,0.003675,3.5919393972396996e-05,0.00013359163540157106,0.00023359901797727448,0.481675,0.3996625,-5.878758295778524e-05,7.750978516442178e-07,7.128333997633514e-05
108,30,25,25,-0.00012247283989288938,0.00048703978925634266,0.0001226952714421701,3.0856354094000636e-06,0.015375,0.006725,2.688196982445431e-05,0.00012129398779828851,0.00022206184724299656,0.4930875,0.3502,-6.262759571878731e-05,7.440475812538087e-07,7.509818928784722e-05
248,20,18,32,-0.00012951838894844394,0.0004439376943030431,0.00011596574434503624,3.573589537426442e-06,0.0213,0.0144625,1.413650834356845e-05,0.0001172665662174565,0.0002159638690788639,0.4341375,0.3993875,-6.844076467896316e-05,4.6619109429858315e-06,7.3268166334833e-05
201,12,17,33,-4.700667487064802e-05,0.00043753363586707865,0.00012987659473007691,3.522116263219435e-07,0.0308625,0.00355,3.0167158991588776e-05,0.00012078476100144281,0.00023981549932161945,0.6708125,0.2771,-4.700667487064639e-05,-4.752795688019657e-06,7.484131660136204e-05
241,12,14,36,-8.38569288889298e-05,0.0004120852449216727,0.0001096508043706694,1.343130786149143e-06,0.06235,0.01795,-2.2336972445474883e-06,0.00011672271122071546,0.00021441806395984937,0.58365,0.3263875,-8.385692888892799e-05,-2.4200965296222574e-06,8.14706488590508e-05
93,16,20,30,-9.196833773327169e-05,0.0004516845064860038,0.00010635640476876336,-2.2489255544722983e-06,0.0564375,0.02685,-2.9194660976920123e-06,0.00010580993738486171,0.0002205448296246391,0.5551125,0.38265,-8.066396630614678e-05,-5.6758677590745344e-06,7.892489142965215e-05
97,20,21,29,-0.0001026941391804768,0.0005102680190041294,0.00012175292160756008,-9.65718178075458e-07,0.0384625,0.0196875,8.86892348053909e-06,0.0001193735840654215,0.00024021964104242358,0.5520125,0.3890875,-8.177823011221998e-05,-5.953539732741232e-06,8.20342176106706e-05
151,35,17,33,-0.00016159250440286768,0.00016721007917980507,1.4150397332529803e-05,1.593653781708794e-05,0.322125,0.1683125,-3.576463193732799e-05,1.3979253981092633e-05,6.43858628841511e-05,0.289475,0.1345125,-3.005248371487746e-05,1.5691208898905277e-05,6.184288102280673e-05
155,40,20,30,-0.00017946345489134783,0.00024009420772481716,3.3321079605825114e-05,1.656902913617571e-05,0.1798,0.0884625,-2.5464400079552365e-05,3.310460174856741e-05,9.288995766366484e-05,0.308275,0.1618625,-3.5456470721447824e-05,1.6042349487767227e-05,6.952599028479561e-05
140,23,16,34,-0.0001745567350602723,0.00012312517838464868,-1.6071093765620654e-05,1.527936669652403e-05,0.6721375,0.5099375,-7.389581119904967e-05,-1.6243214512315144e-05,4.263963646515085e-05,0.3187375,0.171525,-3.748937856328796e-05,1.5309160898104524e-05,6.63946165224049e-05
144,25,16,34,-0.00018164367956040322,0.00013283447042001893,-1.26337994150601e-05,1.712575452671075e-05,0.6355125,0.4702,-7.130015079407854e-05,-1.2580809168057816e-05,4.6833646704827876e-05,0.3006,0.1604,-3.634128978171545e-05,1.6951367103421542e-05,6.965640104419378e-05
159,45,24,26,-0.00018533498640598022,0.0003268755566064974,5.874563213616892e-05,1.590664405184377e-05,0.075425,0.033675,-8.29260668128535e-06,5.826747435899131e-05,0.0001270219673806673,0.3243875,0.1783,-3.830348991880152e-05,1.5202662539824067e-05,7.142438954289551e-05
227,40,23,27,-0.00015692063604956903,0.00040642807548160623,0.00010192637440573028,1.1743833888611348e-05,0.01075,0.0035,2.767918680602319e-05,0.00010144059911410307,0.00017771425310138516,0.3793875,0.223925,-4.4052948850034294e-05,1.0613716516412298e-05,6.995378722984135e-05
231,45,24,26,-0.00016326948630485374,0.0004154933359471286,0.00010348441882989285,1.3308252479982298e-05,0.01,0.0031375,2.9097016701933957e-05,0.00010293554074842303,0.0001795168454390327,0.363775,0.21185,-4.297962416413873e-05,1.2221302310929359e-05,7.182733547664306e-05
119,45,24,26,-0.00016725849623099837,0.00040706073876669246,9.722622716421368e-05,1.0960726953554555e-05,0.01385,0.004825,2.2944071885726964e-05,9.655065615464361e-05,0.00017259024810827248,0.387975,0.2287375,-4.432854065591456e-05,9.977248554643531e-06,6.86406420987534e-05
125,8,10,40,-0.00015490786562456077,6.504110556987043e-05,-3.208432060449183e-05,1.0198248230880351e-05,0.7922875,0.649075,-9.357732785120733e-05,-3.1716868261163216e-05,3.362754008452887e-05,0.39865,0.1999875,-4.26856779292142e-05,6.820392926606031e-06,6.504110556986706e-05
25,11,12,38,-0.00017245762582510955,7.480646684665399e-05,-3.4170200529131596e-05,1.2465727979975733e-05,0.8058875,0.6834375,-9.960005540305146e-05,-3.412936410633603e-05,3.134128426945784e-05,0.3731,0.2106,-4.5478180386680535e-05,1.2742532256580396e-05,6.869684751574165e-05
129,12,13,37,-0.00017728186183274316,8.481507450021002e-05,-3.398423156676336e-05,1.2674063928817192e-05,0.7992875,0.674225,-0.00010005331337487736,-3.391734433614841e-05,3.195395877067156e-05,0.3704125,0.206525,-4.564036286724888e-05,1.436336900643398e-05,6.748014381300724e-05
133,16,15,35,-0.00019499927087862658,0.00010292564650723442,-3.1745004011084564e-05,1.6346355712260542e-05,0.77565,0.6505125,-9.941702291466535e-05,-3.180695450141477e-05,3.607878988199593e-05,0.32335,0.1914375,-4.40096994748635e-05,1.72701207580063e-05,7.39698997291058e-05
