source,field,scope,modifier,mask_kind,quantile,rows,evaluated,strict,strict_actionable,post101_submit_gate,best_all_minus_e95,best_all_delta_vs_mixmin,best_tail,best_sensor_mean_vs_e95,best_sensor_p95_vs_e95,best_sensor_beat
e86,tail_equal,e95_fallback,soft_nonactive,soft,0.85,4,4,0,0,0,-2.9617883645638443e-07,-2.6503570064395632e-05,0.0008248909194562882,1.0797273133907531e-06,2.843097666145401e-06,0.17543859649122806
e90,tail_equal,e95_moved,raw,hard,0.7,4,4,0,0,0,-5.260012544416881e-07,-2.6733392482380935e-05,0.0008389494780271327,1.0909265238987655e-06,2.417448761765945e-06,0.017543859649122806
e86,low_alpha,e95_fallback,soft_nonactive,soft,0.85,4,4,0,0,0,-2.502330671561026e-07,-2.645762429509535e-05,0.0008278732599954617,1.1027488209027363e-06,3.040233027285492e-06,0.2807017543859649
e90,low_alpha,s_all,raw,hard,0.7,4,4,0,0,0,-6.709050615061329e-07,-2.687829628944538e-05,0.000863736918698974,1.1458049841190979e-06,2.996973528475235e-06,0.03508771929824561
e90,density_score,e95_moved,raw,hard,0.7,4,4,0,0,0,-5.444180656288822e-07,-2.675180929356813e-05,0.0008416390228477653,1.1505697164582943e-06,2.553569250603434e-06,0.017543859649122806
e90,tail_equal,non_q2s3,raw,hard,0.7,4,4,0,0,0,-5.90775570574742e-07,-2.679816679851399e-05,0.0008425868233932505,1.151505790571411e-06,2.402559800578014e-06,0.017543859649122806
e90,low_alpha,non_q2s3,raw,hard,0.7,4,4,0,0,0,-6.628302775535388e-07,-2.6870221505492786e-05,0.0008456136812138677,1.1528207349249407e-06,2.9480843095708175e-06,0.03508771929824561
e90,density_score,e95_fallback,raw,hard,0.7,4,4,0,0,0,-5.071601968387185e-07,-2.6714551424777966e-05,0.0008384020772219231,1.166505070577442e-06,3.6914876734739855e-06,0.05263157894736842
noq2,low_alpha,non_q2s3,raw,hard,0.7,4,4,0,0,0,-7.353379711805275e-07,-2.6942729199119775e-05,0.0008497844700928207,1.17242416463731e-06,2.887016485047242e-06,0.03508771929824561
e86,low_alpha,non_q2s3,raw,hard,0.7,4,4,0,0,0,-7.349396754507964e-07,-2.6942330903390044e-05,0.0008497875485341059,1.1736853204660864e-06,2.8876676398742675e-06,0.03508771929824561
e90,tail_equal,s_all,raw,hard,0.7,4,4,0,0,0,-5.574546929620894e-07,-2.6764845920901337e-05,0.0008453782982458744,1.1967087198520015e-06,2.617547076758557e-06,0.017543859649122806
noq2,tail_equal,e95_moved,raw,hard,0.7,4,4,0,0,0,-6.570396670069201e-07,-2.6864430894946167e-05,0.0008462519317740802,1.2242341686599724e-06,2.8695854285879638e-06,0.017543859649122806
e86,tail_equal,e95_moved,raw,hard,0.7,4,4,0,0,0,-6.561755375722456e-07,-2.6863566765511493e-05,0.0008462516999859762,1.2252564229767036e-06,2.873776706669694e-06,0.017543859649122806
e90,density_score,non_q2s3,raw,hard,0.7,4,4,0,0,0,-6.355477349950789e-07,-2.6842938962934326e-05,0.000847671214538214,1.2323804064717454e-06,3.071220768626587e-06,0.017543859649122806
noq2,low_alpha,all,raw,hard,0.7,4,1,0,0,0,-2.60839647769906e-07,-2.6468230875709153e-05,0.00081669053206864,1.235913905063063e-06,3.3496208071679966e-06,0.05263157894736842
noq2,density_score,all,raw,hard,0.85,4,4,0,0,0,-6.515201015355743e-07,-2.685891132947482e-05,0.0008476523760074848,1.2446096954457937e-06,2.871028073266688e-06,0.017543859649122806
e90,density_score,s_all,raw,hard,0.7,4,4,0,0,0,-6.098414238042693e-07,-2.6817232651743517e-05,0.0008500130238536015,1.2557983201647597e-06,3.0892064780075263e-06,0.017543859649122806
noq2,density_score,e95_moved,raw,hard,0.7,4,4,0,0,0,-6.59216372045357e-07,-2.6866607599984604e-05,0.0008483514027949379,1.257515675035217e-06,2.8678402635824177e-06,0.017543859649122806
e86,density_score,e95_moved,raw,hard,0.7,4,4,0,0,0,-6.589793828393198e-07,-2.6866370610778567e-05,0.0008483501521600722,1.2585826179087853e-06,2.8726426627686233e-06,0.017543859649122806
e86,tail_equal,e95_fallback,soft_nonactive,soft,0.7,4,4,0,0,0,-3.9362612447302325e-07,-2.660101735241227e-05,0.0008335957216532345,1.2600191093057e-06,3.4793974459711004e-06,0.12280701754385964
e90,low_alpha,e95_fallback,raw,hard,0.7,4,4,0,0,0,-3.2981503594875505e-07,-2.6537206263888002e-05,0.0008548026794250998,1.275658383171329e-06,4.40868655135996e-06,0.15789473684210525
noq2,tail_equal,non_q2s3,raw,hard,0.7,4,4,0,0,0,-7.219419446702346e-07,-2.6929333172609482e-05,0.0008498902215970769,1.2847860556949053e-06,2.886209826078307e-06,0.017543859649122806
e86,tail_equal,non_q2s3,raw,hard,0.7,4,4,0,0,0,-7.209820374054488e-07,-2.6928373265344696e-05,0.0008498890453520941,1.2858357440738358e-06,2.8908376649001455e-06,0.017543859649122806
e86,density_score,e95_fallback,raw,hard,0.85,4,4,0,0,0,-2.747954452875234e-07,-2.648218667322677e-05,0.000834413354456471,1.3057437814999334e-06,3.3710333770199263e-06,0.15789473684210525
noq2,tail_equal,s_all,raw,hard,0.7,4,4,0,0,0,-7.037446727586882e-07,-2.6911135900697936e-05,0.0008530114610838437,1.3257718394688602e-06,2.8914790866932917e-06,0.017543859649122806
e86,tail_equal,s_all,raw,hard,0.7,4,4,0,0,0,-7.028633218775227e-07,-2.691025454981677e-05,0.0008530197483493357,1.3269382579050142e-06,2.896317496159528e-06,0.017543859649122806
e86,tail_equal,all,soft_nonactive,soft,0.85,4,4,0,0,0,-4.4141330501901166e-07,-2.664880453295826e-05,0.0008380733961749457,1.33197811580889e-06,3.5455891665069436e-06,0.05263157894736842
noq2,tail_equal,all,raw,hard,0.7,4,4,0,0,0,-6.933608189818585e-07,-2.6900752046921106e-05,0.0008536976502262539,1.34385892069201e-06,2.9351596877064706e-06,0.017543859649122806
e86,tail_equal,all,soft_nonactive,soft,0.7,4,4,0,0,0,-4.5205177445772904e-07,-2.6659443002396976e-05,0.0008390062736226154,1.3478091507500233e-06,3.5492768548668935e-06,0.05263157894736842
noq2,density_score,non_q2s3,raw,hard,0.7,4,4,0,0,0,-7.576684919463617e-07,-2.696505971988561e-05,0.0008549728178669815,1.351578032520969e-06,3.105569310259196e-06,0.017543859649122806
e86,density_score,non_q2s3,raw,hard,0.7,4,4,0,0,0,-7.571463321864869e-07,-2.6964537560125734e-05,0.0008549734364970578,1.3526939377492198e-06,3.107650670919083e-06,0.017543859649122806
noq2,density_score,s_all,raw,hard,0.7,4,4,0,0,0,-7.472456470258848e-07,-2.6954636874965132e-05,0.0008576601236744302,1.3708439707726894e-06,3.113125127985691e-06,0.017543859649122806
e86,density_score,s_all,raw,hard,0.7,4,4,0,0,0,-7.467323482890365e-07,-2.6954123576228284e-05,0.0008576626503629815,1.3720578480898617e-06,3.115211378676187e-06,0.017543859649122806
noq2,density_score,all,raw,hard,0.7,4,4,0,0,0,-7.470236379480966e-07,-2.6954414865887344e-05,0.0008602638258152488,1.4048988438954242e-06,3.111779945346349e-06,0.017543859649122806
e86,low_alpha,e95_fallback,soft_nonactive,soft,0.7,4,4,0,0,0,-3.611771932643393e-07,-2.6568568421203587e-05,0.0008422723172671444,1.414121790646722e-06,4.052187092217556e-06,0.10526315789473684
e90,tail_equal,e95_fallback,raw,hard,0.7,4,4,0,0,0,-5.178217739043589e-07,-2.6725213001843606e-05,0.0008575509186535558,1.6047557166289943e-06,4.71965911428147e-06,0.07017543859649122
e86,low_alpha,all,soft_nonactive,soft,0.85,4,4,0,0,0,-5.793588057079191e-07,-2.6786750033647166e-05,0.000858490357504284,1.643683025035207e-06,4.386006934113123e-06,0.03508771929824561
e86,low_alpha,all,soft_nonactive,soft,0.7,4,4,0,0,0,-5.930806780130027e-07,-2.680047190595225e-05,0.0008594880425600573,1.665177750093097e-06,4.472849617935523e-06,0.03508771929824561
e90,density_score,all,raw,hard,0.85,4,4,0,0,0,-7.024857774373672e-07,-2.6909877005376615e-05,0.000863682633441192,1.7494799023207854e-06,4.6906067671323626e-06,0.0
e86,low_alpha,e95_fallback,raw,hard,0.85,4,4,0,0,0,-3.0379179005723955e-07,-2.6511183017996487e-05,0.0008616967966018856,1.7502048191323165e-06,4.437924522136853e-06,0.2807017543859649
e86,density_score,e95_fallback,raw,hard,0.7,4,4,0,0,0,-6.14224631489968e-07,-2.6821615859429215e-05,0.000858264699841654,1.8205289252552923e-06,4.596165307736337e-06,0.05263157894736842
e86,tail_equal,e95_fallback,raw,hard,0.85,4,4,0,0,0,-4.818461657452033e-07,-2.668923739368445e-05,0.0008600553249956027,2.014472858520672e-06,5.146626214167521e-06,0.15789473684210525
e90,density_score,all,raw,hard,0.7,4,4,0,0,0,-8.664271810010504e-07,-2.7073818408940298e-05,0.0008865640789944248,2.1538544217277533e-06,5.411566476390579e-06,0.0
e90,tail_equal,all,raw,hard,0.85,4,4,0,0,0,-7.544158279193525e-07,-2.69618070558586e-05,0.0008850526080550034,2.1646405182117343e-06,5.207007595882324e-06,0.0
e90,tail_equal,all,raw,hard,0.7,4,4,0,0,0,-8.886795009876991e-07,-2.7096070728926946e-05,0.0009014065496016665,2.4061358953425605e-06,5.824427712214513e-06,0.0
e86,tail_equal,e95_fallback,raw,hard,0.7,4,4,0,0,0,-7.581478714824286e-07,-2.6965539099421676e-05,0.0009015201252613398,2.8669059569728042e-06,8.08913886013423e-06,0.08771929824561403
e86,density_score,all,raw,hard,0.85,4,4,0,0,0,-9.322123417643269e-07,-2.7139603569703574e-05,0.0009054617496853294,2.9495394389976185e-06,7.933204386076242e-06,0.017543859649122806
e86,density_score,all,raw,hard,0.7,4,4,0,0,0,-1.117925818805432e-06,-2.732531704674468e-05,0.0009301548636155672,3.3765523370012377e-06,9.289395521402253e-06,0.0
e86,tail_equal,all,raw,hard,0.85,4,4,0,0,0,-1.1033348102928997e-06,-2.7310726038232147e-05,0.0009437017972801335,3.5108500894625793e-06,9.168987061730805e-06,0.017543859649122806
e86,tail_equal,all,raw,hard,0.7,4,4,0,0,0,-1.282234251331893e-06,-2.748962547927114e-05,0.0009638904697659494,3.857070565021482e-06,9.56879168868773e-06,0.0
e85,density_score,all,nonactive_low_e72,hard,0.7,4,0,0,0,0,,,,,,
e85,density_score,all,nonactive_low_e72,hard,0.85,4,0,0,0,0,,,,,,
e85,density_score,all,raw,hard,0.7,4,0,0,0,0,,,,,,
e85,density_score,all,raw,hard,0.85,4,0,0,0,0,,,,,,
e85,density_score,all,soft_nonactive,soft,0.7,4,0,0,0,0,,,,,,
e85,density_score,all,soft_nonactive,soft,0.85,4,0,0,0,0,,,,,,
e85,density_score,e95_moved,nonactive_low_e72,hard,0.7,4,0,0,0,0,,,,,,
e85,density_score,e95_moved,raw,hard,0.7,4,0,0,0,0,,,,,,
e85,density_score,e95_moved,raw,hard,0.85,4,0,0,0,0,,,,,,
e85,density_score,e95_moved,soft_nonactive,soft,0.7,4,0,0,0,0,,,,,,
e85,density_score,e95_moved,soft_nonactive,soft,0.85,4,0,0,0,0,,,,,,
e85,density_score,non_q2s3,nonactive_low_e72,hard,0.7,4,0,0,0,0,,,,,,
e85,density_score,non_q2s3,raw,hard,0.7,4,0,0,0,0,,,,,,
e85,density_score,non_q2s3,raw,hard,0.85,4,0,0,0,0,,,,,,
e85,density_score,non_q2s3,soft_nonactive,soft,0.7,4,0,0,0,0,,,,,,
e85,density_score,non_q2s3,soft_nonactive,soft,0.85,4,0,0,0,0,,,,,,
e85,density_score,s_all,nonactive_low_e72,hard,0.7,4,0,0,0,0,,,,,,
e85,density_score,s_all,nonactive_low_e72,hard,0.85,4,0,0,0,0,,,,,,
e85,density_score,s_all,raw,hard,0.7,4,0,0,0,0,,,,,,
e85,density_score,s_all,raw,hard,0.85,4,0,0,0,0,,,,,,
e85,density_score,s_all,soft_nonactive,soft,0.7,4,0,0,0,0,,,,,,
e85,density_score,s_all,soft_nonactive,soft,0.85,4,0,0,0,0,,,,,,
e85,low_alpha,all,nonactive_low_e72,hard,0.7,4,0,0,0,0,,,,,,
e85,low_alpha,all,nonactive_low_e72,hard,0.85,4,0,0,0,0,,,,,,
e85,low_alpha,all,raw,hard,0.7,4,0,0,0,0,,,,,,
e85,low_alpha,all,raw,hard,0.85,4,0,0,0,0,,,,,,
e85,low_alpha,all,soft_nonactive,soft,0.7,4,0,0,0,0,,,,,,
e85,low_alpha,all,soft_nonactive,soft,0.85,4,0,0,0,0,,,,,,
e85,low_alpha,e95_moved,raw,hard,0.7,4,0,0,0,0,,,,,,
e85,low_alpha,e95_moved,raw,hard,0.85,4,0,0,0,0,,,,,,
e85,low_alpha,e95_moved,soft_nonactive,soft,0.7,4,0,0,0,0,,,,,,
e85,low_alpha,e95_moved,soft_nonactive,soft,0.85,4,0,0,0,0,,,,,,
e85,low_alpha,non_q2s3,nonactive_low_e72,hard,0.7,4,0,0,0,0,,,,,,
e85,low_alpha,non_q2s3,raw,hard,0.7,4,0,0,0,0,,,,,,
e85,low_alpha,non_q2s3,raw,hard,0.85,4,0,0,0,0,,,,,,
e85,low_alpha,non_q2s3,soft_nonactive,soft,0.7,4,0,0,0,0,,,,,,
e85,low_alpha,non_q2s3,soft_nonactive,soft,0.85,4,0,0,0,0,,,,,,
e85,low_alpha,s_all,nonactive_low_e72,hard,0.7,4,0,0,0,0,,,,,,
e85,low_alpha,s_all,raw,hard,0.7,4,0,0,0,0,,,,,,
e85,low_alpha,s_all,raw,hard,0.85,4,0,0,0,0,,,,,,
e85,low_alpha,s_all,soft_nonactive,soft,0.7,4,0,0,0,0,,,,,,
e85,low_alpha,s_all,soft_nonactive,soft,0.85,4,0,0,0,0,,,,,,
e85,tail_equal,all,nonactive_low_e72,hard,0.7,4,0,0,0,0,,,,,,
e85,tail_equal,all,nonactive_low_e72,hard,0.85,4,0,0,0,0,,,,,,
e85,tail_equal,all,raw,hard,0.7,4,0,0,0,0,,,,,,
e85,tail_equal,all,raw,hard,0.85,4,0,0,0,0,,,,,,
e85,tail_equal,all,soft_nonactive,soft,0.7,4,0,0,0,0,,,,,,
e85,tail_equal,all,soft_nonactive,soft,0.85,4,0,0,0,0,,,,,,
e85,tail_equal,e95_moved,nonactive_low_e72,hard,0.7,4,0,0,0,0,,,,,,
e85,tail_equal,e95_moved,nonactive_low_e72,hard,0.85,4,0,0,0,0,,,,,,
e85,tail_equal,e95_moved,raw,hard,0.7,4,0,0,0,0,,,,,,
e85,tail_equal,e95_moved,raw,hard,0.85,4,0,0,0,0,,,,,,
e85,tail_equal,e95_moved,soft_nonactive,soft,0.7,4,0,0,0,0,,,,,,
e85,tail_equal,e95_moved,soft_nonactive,soft,0.85,4,0,0,0,0,,,,,,
e85,tail_equal,non_q2s3,nonactive_low_e72,hard,0.7,4,0,0,0,0,,,,,,
e85,tail_equal,non_q2s3,nonactive_low_e72,hard,0.85,4,0,0,0,0,,,,,,
e85,tail_equal,non_q2s3,raw,hard,0.7,4,0,0,0,0,,,,,,
e85,tail_equal,non_q2s3,raw,hard,0.85,4,0,0,0,0,,,,,,
e85,tail_equal,non_q2s3,soft_nonactive,soft,0.7,4,0,0,0,0,,,,,,
e85,tail_equal,non_q2s3,soft_nonactive,soft,0.85,4,0,0,0,0,,,,,,
e85,tail_equal,s_all,nonactive_low_e72,hard,0.7,4,0,0,0,0,,,,,,
e85,tail_equal,s_all,nonactive_low_e72,hard,0.85,4,0,0,0,0,,,,,,
e85,tail_equal,s_all,raw,hard,0.7,4,0,0,0,0,,,,,,
e85,tail_equal,s_all,raw,hard,0.85,4,0,0,0,0,,,,,,
e85,tail_equal,s_all,soft_nonactive,soft,0.7,4,0,0,0,0,,,,,,
e85,tail_equal,s_all,soft_nonactive,soft,0.85,4,0,0,0,0,,,,,,
e86,density_score,all,nonactive_low_e72,hard,0.7,4,0,0,0,0,,,,,,
e86,density_score,all,nonactive_low_e72,hard,0.85,4,0,0,0,0,,,,,,
e86,density_score,e95_moved,nonactive_low_e72,hard,0.7,4,0,0,0,0,,,,,,
e86,density_score,non_q2s3,nonactive_low_e72,hard,0.7,4,0,0,0,0,,,,,,
e86,density_score,s_all,nonactive_low_e72,hard,0.7,4,0,0,0,0,,,,,,
e86,low_alpha,all,nonactive_low_e72,hard,0.7,4,0,0,0,0,,,,,,
e86,tail_equal,all,nonactive_low_e72,hard,0.7,4,0,0,0,0,,,,,,
e86,tail_equal,all,nonactive_low_e72,hard,0.85,4,0,0,0,0,,,,,,
e86,tail_equal,e95_moved,nonactive_low_e72,hard,0.7,4,0,0,0,0,,,,,,
e86,tail_equal,e95_moved,nonactive_low_e72,hard,0.85,4,0,0,0,0,,,,,,
e86,tail_equal,non_q2s3,nonactive_low_e72,hard,0.7,4,0,0,0,0,,,,,,
e86,tail_equal,non_q2s3,nonactive_low_e72,hard,0.85,4,0,0,0,0,,,,,,
e86,tail_equal,s_all,nonactive_low_e72,hard,0.7,4,0,0,0,0,,,,,,
e86,tail_equal,s_all,nonactive_low_e72,hard,0.85,4,0,0,0,0,,,,,,
e89,density_score,all,nonactive_low_e72,hard,0.7,4,0,0,0,0,,,,,,
e89,density_score,all,nonactive_low_e72,hard,0.85,4,0,0,0,0,,,,,,
e89,density_score,all,raw,hard,0.7,4,0,0,0,0,,,,,,
e89,density_score,all,raw,hard,0.85,4,0,0,0,0,,,,,,
e89,density_score,all,soft_nonactive,soft,0.7,4,0,0,0,0,,,,,,
e89,density_score,all,soft_nonactive,soft,0.85,4,0,0,0,0,,,,,,
e89,density_score,e95_fallback,raw,hard,0.85,4,0,0,0,0,,,,,,
e89,density_score,e95_fallback,soft_nonactive,soft,0.85,4,0,0,0,0,,,,,,
e89,density_score,e95_moved,nonactive_low_e72,hard,0.7,4,0,0,0,0,,,,,,
e89,density_score,e95_moved,raw,hard,0.7,4,0,0,0,0,,,,,,
e89,density_score,e95_moved,raw,hard,0.85,4,0,0,0,0,,,,,,
e89,density_score,e95_moved,soft_nonactive,soft,0.7,4,0,0,0,0,,,,,,
e89,density_score,e95_moved,soft_nonactive,soft,0.85,4,0,0,0,0,,,,,,
e89,density_score,non_q2s3,nonactive_low_e72,hard,0.7,4,0,0,0,0,,,,,,
e89,density_score,non_q2s3,raw,hard,0.7,4,0,0,0,0,,,,,,
e89,density_score,non_q2s3,raw,hard,0.85,4,0,0,0,0,,,,,,
e89,density_score,non_q2s3,soft_nonactive,soft,0.7,4,0,0,0,0,,,,,,
e89,density_score,non_q2s3,soft_nonactive,soft,0.85,4,0,0,0,0,,,,,,
e89,density_score,s_all,nonactive_low_e72,hard,0.7,4,0,0,0,0,,,,,,
e89,density_score,s_all,raw,hard,0.7,4,0,0,0,0,,,,,,
e89,density_score,s_all,raw,hard,0.85,4,0,0,0,0,,,,,,
e89,density_score,s_all,soft_nonactive,soft,0.7,4,0,0,0,0,,,,,,
e89,density_score,s_all,soft_nonactive,soft,0.85,4,0,0,0,0,,,,,,
e89,low_alpha,all,nonactive_low_e72,hard,0.7,4,0,0,0,0,,,,,,
e89,low_alpha,all,raw,hard,0.7,4,0,0,0,0,,,,,,
e89,low_alpha,all,raw,hard,0.85,4,0,0,0,0,,,,,,
e89,low_alpha,all,soft_nonactive,soft,0.7,4,0,0,0,0,,,,,,
e89,low_alpha,all,soft_nonactive,soft,0.85,4,0,0,0,0,,,,,,
e89,low_alpha,e95_fallback,raw,hard,0.7,4,0,0,0,0,,,,,,
e89,low_alpha,e95_fallback,soft_nonactive,soft,0.7,4,0,0,0,0,,,,,,
e89,low_alpha,e95_moved,raw,hard,0.7,4,0,0,0,0,,,,,,
e89,low_alpha,e95_moved,raw,hard,0.85,4,0,0,0,0,,,,,,
e89,low_alpha,e95_moved,soft_nonactive,soft,0.7,4,0,0,0,0,,,,,,
e89,low_alpha,e95_moved,soft_nonactive,soft,0.85,4,0,0,0,0,,,,,,
e89,low_alpha,non_q2s3,nonactive_low_e72,hard,0.7,4,0,0,0,0,,,,,,
e89,low_alpha,non_q2s3,raw,hard,0.7,4,0,0,0,0,,,,,,
e89,low_alpha,non_q2s3,raw,hard,0.85,4,0,0,0,0,,,,,,
e89,low_alpha,non_q2s3,soft_nonactive,soft,0.7,4,0,0,0,0,,,,,,
e89,low_alpha,non_q2s3,soft_nonactive,soft,0.85,4,0,0,0,0,,,,,,
e89,low_alpha,s_all,nonactive_low_e72,hard,0.7,4,0,0,0,0,,,,,,
e89,low_alpha,s_all,raw,hard,0.7,4,0,0,0,0,,,,,,
e89,low_alpha,s_all,raw,hard,0.85,4,0,0,0,0,,,,,,
e89,low_alpha,s_all,soft_nonactive,soft,0.7,4,0,0,0,0,,,,,,
e89,low_alpha,s_all,soft_nonactive,soft,0.85,4,0,0,0,0,,,,,,
e89,tail_equal,all,nonactive_low_e72,hard,0.7,4,0,0,0,0,,,,,,
e89,tail_equal,all,nonactive_low_e72,hard,0.85,4,0,0,0,0,,,,,,
e89,tail_equal,all,raw,hard,0.7,4,0,0,0,0,,,,,,
e89,tail_equal,all,raw,hard,0.85,4,0,0,0,0,,,,,,
e89,tail_equal,all,soft_nonactive,soft,0.7,4,0,0,0,0,,,,,,
e89,tail_equal,all,soft_nonactive,soft,0.85,4,0,0,0,0,,,,,,
e89,tail_equal,e95_fallback,soft_nonactive,soft,0.85,4,0,0,0,0,,,,,,
e89,tail_equal,e95_moved,nonactive_low_e72,hard,0.7,4,0,0,0,0,,,,,,
e89,tail_equal,e95_moved,nonactive_low_e72,hard,0.85,4,0,0,0,0,,,,,,
e89,tail_equal,e95_moved,raw,hard,0.7,4,0,0,0,0,,,,,,
e89,tail_equal,e95_moved,raw,hard,0.85,4,0,0,0,0,,,,,,
e89,tail_equal,e95_moved,soft_nonactive,soft,0.7,4,0,0,0,0,,,,,,
e89,tail_equal,e95_moved,soft_nonactive,soft,0.85,4,0,0,0,0,,,,,,
e89,tail_equal,non_q2s3,nonactive_low_e72,hard,0.7,4,0,0,0,0,,,,,,
e89,tail_equal,non_q2s3,nonactive_low_e72,hard,0.85,4,0,0,0,0,,,,,,
e89,tail_equal,non_q2s3,raw,hard,0.7,4,0,0,0,0,,,,,,
e89,tail_equal,non_q2s3,raw,hard,0.85,4,0,0,0,0,,,,,,
e89,tail_equal,non_q2s3,soft_nonactive,soft,0.7,4,0,0,0,0,,,,,,
e89,tail_equal,non_q2s3,soft_nonactive,soft,0.85,4,0,0,0,0,,,,,,
e89,tail_equal,s_all,nonactive_low_e72,hard,0.7,4,0,0,0,0,,,,,,
e89,tail_equal,s_all,nonactive_low_e72,hard,0.85,4,0,0,0,0,,,,,,
e89,tail_equal,s_all,raw,hard,0.7,4,0,0,0,0,,,,,,
e89,tail_equal,s_all,raw,hard,0.85,4,0,0,0,0,,,,,,
e89,tail_equal,s_all,soft_nonactive,soft,0.7,4,0,0,0,0,,,,,,
e89,tail_equal,s_all,soft_nonactive,soft,0.85,4,0,0,0,0,,,,,,
e90,density_score,all,nonactive_low_e72,hard,0.7,4,0,0,0,0,,,,,,
e90,density_score,all,nonactive_low_e72,hard,0.85,4,0,0,0,0,,,,,,
e90,density_score,e95_moved,nonactive_low_e72,hard,0.7,4,0,0,0,0,,,,,,
e90,density_score,non_q2s3,nonactive_low_e72,hard,0.7,4,0,0,0,0,,,,,,
e90,density_score,s_all,nonactive_low_e72,hard,0.7,4,0,0,0,0,,,,,,
e90,low_alpha,all,nonactive_low_e72,hard,0.7,4,0,0,0,0,,,,,,
e90,low_alpha,e95_moved,raw,hard,0.85,4,0,0,0,0,,,,,,
e90,tail_equal,all,nonactive_low_e72,hard,0.7,4,0,0,0,0,,,,,,
e90,tail_equal,all,nonactive_low_e72,hard,0.85,4,0,0,0,0,,,,,,
e90,tail_equal,e95_moved,nonactive_low_e72,hard,0.7,4,0,0,0,0,,,,,,
e90,tail_equal,e95_moved,nonactive_low_e72,hard,0.85,4,0,0,0,0,,,,,,
e90,tail_equal,non_q2s3,nonactive_low_e72,hard,0.7,4,0,0,0,0,,,,,,
e90,tail_equal,non_q2s3,nonactive_low_e72,hard,0.85,4,0,0,0,0,,,,,,
e90,tail_equal,s_all,nonactive_low_e72,hard,0.7,4,0,0,0,0,,,,,,
e90,tail_equal,s_all,nonactive_low_e72,hard,0.85,4,0,0,0,0,,,,,,
mixmin,density_score,all,nonactive_low_e72,hard,0.7,4,0,0,0,0,,,,,,
mixmin,density_score,all,nonactive_low_e72,hard,0.85,4,0,0,0,0,,,,,,
mixmin,density_score,all,raw,hard,0.7,4,0,0,0,0,,,,,,
mixmin,density_score,all,raw,hard,0.85,4,0,0,0,0,,,,,,
mixmin,density_score,all,soft_nonactive,soft,0.7,4,0,0,0,0,,,,,,
mixmin,density_score,all,soft_nonactive,soft,0.85,4,0,0,0,0,,,,,,
mixmin,density_score,e95_fallback,raw,hard,0.7,4,0,0,0,0,,,,,,
mixmin,density_score,e95_fallback,raw,hard,0.85,4,0,0,0,0,,,,,,
mixmin,density_score,e95_fallback,soft_nonactive,soft,0.7,4,0,0,0,0,,,,,,
mixmin,density_score,e95_fallback,soft_nonactive,soft,0.85,4,0,0,0,0,,,,,,
mixmin,density_score,e95_moved,nonactive_low_e72,hard,0.7,4,0,0,0,0,,,,,,
mixmin,density_score,e95_moved,raw,hard,0.7,4,0,0,0,0,,,,,,
mixmin,density_score,e95_moved,raw,hard,0.85,4,0,0,0,0,,,,,,
mixmin,density_score,e95_moved,soft_nonactive,soft,0.7,4,0,0,0,0,,,,,,
mixmin,density_score,e95_moved,soft_nonactive,soft,0.85,4,0,0,0,0,,,,,,
mixmin,density_score,non_q2s3,nonactive_low_e72,hard,0.7,4,0,0,0,0,,,,,,
mixmin,density_score,non_q2s3,raw,hard,0.7,4,0,0,0,0,,,,,,
mixmin,density_score,non_q2s3,raw,hard,0.85,4,0,0,0,0,,,,,,
mixmin,density_score,non_q2s3,soft_nonactive,soft,0.7,4,0,0,0,0,,,,,,
mixmin,density_score,non_q2s3,soft_nonactive,soft,0.85,4,0,0,0,0,,,,,,
mixmin,density_score,s_all,nonactive_low_e72,hard,0.7,4,0,0,0,0,,,,,,
mixmin,density_score,s_all,nonactive_low_e72,hard,0.85,4,0,0,0,0,,,,,,
mixmin,density_score,s_all,raw,hard,0.7,4,0,0,0,0,,,,,,
mixmin,density_score,s_all,raw,hard,0.85,4,0,0,0,0,,,,,,
mixmin,density_score,s_all,soft_nonactive,soft,0.7,4,0,0,0,0,,,,,,
mixmin,density_score,s_all,soft_nonactive,soft,0.85,4,0,0,0,0,,,,,,
mixmin,low_alpha,all,nonactive_low_e72,hard,0.7,4,0,0,0,0,,,,,,
mixmin,low_alpha,all,nonactive_low_e72,hard,0.85,4,0,0,0,0,,,,,,
mixmin,low_alpha,all,raw,hard,0.7,4,0,0,0,0,,,,,,
mixmin,low_alpha,all,raw,hard,0.85,4,0,0,0,0,,,,,,
mixmin,low_alpha,all,soft_nonactive,soft,0.7,4,0,0,0,0,,,,,,
mixmin,low_alpha,all,soft_nonactive,soft,0.85,4,0,0,0,0,,,,,,
mixmin,low_alpha,e95_fallback,raw,hard,0.7,4,0,0,0,0,,,,,,
mixmin,low_alpha,e95_fallback,raw,hard,0.85,4,0,0,0,0,,,,,,
mixmin,low_alpha,e95_fallback,soft_nonactive,soft,0.7,4,0,0,0,0,,,,,,
mixmin,low_alpha,e95_fallback,soft_nonactive,soft,0.85,4,0,0,0,0,,,,,,
mixmin,low_alpha,e95_moved,raw,hard,0.7,4,0,0,0,0,,,,,,
mixmin,low_alpha,e95_moved,raw,hard,0.85,4,0,0,0,0,,,,,,
mixmin,low_alpha,e95_moved,soft_nonactive,soft,0.7,4,0,0,0,0,,,,,,
mixmin,low_alpha,e95_moved,soft_nonactive,soft,0.85,4,0,0,0,0,,,,,,
