band,base_cell_gate,gradient_gate,row_gate,shape,scale,cap,base_no_q2_s3_anchor_delta,add_all_anchor_minus_no_q2_s3,add_all_mean_anchor_minus_no_q2_s3,add_all_max_set_minus_no_q2_s3,add_all_min_set_minus_no_q2_s3,add_all_hidden_core_minus_no_q2_s3,add_all_anchor_q2_s3_contrib,add_all_beats_no_q2_s3,add_no_q2_anchor_minus_no_q2_s3,add_no_q2_mean_anchor_minus_no_q2_s3,add_no_q2_max_set_minus_no_q2_s3,add_no_q2_min_set_minus_no_q2_s3,add_no_q2_hidden_core_minus_no_q2_s3,add_no_q2_anchor_q2_s3_contrib,add_no_q2_beats_no_q2_s3,add_no_s3_anchor_minus_no_q2_s3,add_no_s3_mean_anchor_minus_no_q2_s3,add_no_s3_max_set_minus_no_q2_s3,add_no_s3_min_set_minus_no_q2_s3,add_no_s3_hidden_core_minus_no_q2_s3,add_no_s3_anchor_q2_s3_contrib,add_no_s3_beats_no_q2_s3,add_q2_anchor_minus_no_q2_s3,add_q2_mean_anchor_minus_no_q2_s3,add_q2_max_set_minus_no_q2_s3,add_q2_min_set_minus_no_q2_s3,add_q2_hidden_core_minus_no_q2_s3,add_q2_anchor_q2_s3_contrib,add_q2_beats_no_q2_s3,add_s3_anchor_minus_no_q2_s3,add_s3_mean_anchor_minus_no_q2_s3,add_s3_max_set_minus_no_q2_s3,add_s3_min_set_minus_no_q2_s3,add_s3_hidden_core_minus_no_q2_s3,add_s3_anchor_q2_s3_contrib,add_s3_beats_no_q2_s3,add_q2_s3_anchor_minus_no_q2_s3,add_q2_s3_mean_anchor_minus_no_q2_s3,add_q2_s3_max_set_minus_no_q2_s3,add_q2_s3_min_set_minus_no_q2_s3,add_q2_s3_hidden_core_minus_no_q2_s3,add_q2_s3_anchor_q2_s3_contrib,add_q2_s3_beats_no_q2_s3
all,all,grad_all_4of6,all,core_gain,0.095,0.12,-4.085854705127012e-06,9.623641886724599e-07,-6.954043521023578e-07,5.541344310411311e-06,-7.1245704593714265e-06,-8.872621229885636e-05,-6.954043521492264e-07,False,5.549583946828918e-07,-8.644909238464393e-07,4.031688025762925e-06,-5.464077515116017e-06,-3.1855471636893506e-05,-8.644909238458664e-07,False,4.1266563199915396e-07,1.6908657174408148e-07,1.599615831793244e-06,-1.6606096917559654e-06,-5.6870740661990604e-05,1.6908657169218025e-07,False,4.649404489076581e-06,6.586645868056351e-06,-2.2629049843958526e-06,1.790867315110134e-05,0.0003001854615485855,1.6908657169218025e-07,False,4.56060441444972e-06,5.553068372354808e-06,-1.5899602001656632e-07,1.4238918170761394e-05,0.0003252007305736271,-8.644909238458664e-07,False,4.997512083049216e-06,5.7221549440988895e-06,1.4413685864855807e-06,1.2536562608356228e-05,0.00026832998991171975,-6.954043521492264e-07,False
low_slack_half,all,grad_core_top50,teacher_row_top50,flat,0.095,0.08,-2.106647451594057e-06,9.703117009873807e-07,1.9600307799017003e-07,3.223880229996645e-06,-2.7342950946751543e-06,-5.028272935156397e-05,1.9600307791365783e-07,False,7.293186343737545e-07,9.657588218026092e-08,2.3147241877685687e-06,-1.914290959748044e-06,-1.6647061118812978e-05,9.657588209234709e-08,False,2.1320001852842552e-07,9.942719603195371e-08,9.093876757182429e-07,-9.06295949509861e-07,-3.363566823272324e-05,9.9427195816851e-08,False,2.540634522540941e-06,4.227399676315358e-06,-3.1258704510372937e-06,1.321250689478859e-05,0.00019565800067386507,9.9427195816851e-08,False,2.7904484708463073e-06,4.2245483626857094e-06,-2.2022151306977378e-06,1.245722040466024e-05,0.00021264660778777533,9.657588209234709e-08,False,3.0462256668251086e-06,4.3239755584956185e-06,-1.2419552816167467e-06,1.1471538296503603e-05,0.0001790109395550521,1.9600307791365783e-07,False
low_slack_half,all,grad_all_abs50,all,core_gain,0.095,0.12,-4.003356198878372e-06,9.716420460437192e-07,-4.5384854441277156e-07,4.924419785501399e-06,-5.970717586678553e-06,-7.390140329971429e-05,-4.5384854442006933e-07,False,6.244346236750076e-07,-5.647876479830671e-07,3.6071318798569507e-06,-4.54008017536367e-06,-2.3723318660601178e-05,-5.647876479918916e-07,False,3.5278579879616245e-07,1.1093910357029557e-07,1.317619688134819e-06,-1.494524637712935e-06,-5.017808463911311e-05,1.1093910356736279e-07,False,4.474328842651865e-06,6.026269895098579e-06,-2.0869442858284515e-06,1.713880964471226e-05,0.0002807067350010517,1.1093910356736279e-07,False,4.5472520182610054e-06,5.350543143434194e-06,-2.1464948540828033e-07,1.4269630633112484e-05,0.00030716150097967465,-5.647876479918916e-07,False,4.880873920476425e-06,5.46148224700449e-06,1.1066467937581592e-06,1.2751559704149429e-05,0.0002569834163404783,-4.5384854442006933e-07,False
low_slack_half,support60,grad_all_4of6,teacher_row_top50,flat,0.13,0.08,8.721057646043917e-07,9.7920131680862e-07,9.480872065203982e-08,3.0258015075723677e-06,-2.502951766958361e-06,-2.4441877414405067e-05,9.480872065975375e-08,False,4.914173473702377e-07,-1.020799960116392e-07,2.0713251216442075e-06,-2.096217562752578e-06,-7.648755502298599e-06,-1.02079995792828e-07,False,4.860455558031163e-07,1.968887163306121e-07,9.244080787507158e-07,-4.0379813748270266e-07,-1.6793121912106468e-05,1.9688871644812205e-07,False,-3.67557206337743e-07,2.532338106986387e-07,-1.8237013562627524e-06,2.37530062552338e-06,5.0232114042814136e-05,1.9688871644812205e-07,True,-2.7433690086287044e-07,-4.57349016436126e-08,-6.723594194735227e-07,7.525446477085751e-07,5.937648045253874e-05,-1.02079995792828e-07,True,7.015969116785925e-08,1.511538147980218e-07,2.0532457434274676e-07,2.7557242154863104e-07,4.258335854048778e-05,9.480872065975375e-08,False
all,support60,grad_core_top50,all,flat,0.13,0.08,6.257123635888817e-07,9.9068899905852e-07,-1.4327456110407866e-07,3.949703880290478e-06,-3.891339000694494e-06,-3.505035859183159e-05,-1.4327456117617315e-07,False,3.336394963637801e-07,-4.5114286317815555e-07,2.6468422983372264e-06,-3.3545243912636025e-06,-1.1616359880090021e-05,-4.511428632214124e-07,False,6.866287588502828e-07,3.078683020740769e-07,1.2998180201062581e-06,-5.611132041227762e-07,-2.343399871185259e-05,3.0786830204077955e-07,False,9.818400725780663e-08,9.541403245272306e-07,-2.057763649698785e-06,4.236173689831091e-06,7.129198866814845e-05,3.0786830204077955e-07,False,-2.350888234081694e-07,1.951291593860205e-07,-7.385303318896419e-07,1.2791604168116422e-06,8.310962749985551e-05,-4.511428632214124e-07,True,3.603213484248968e-07,5.029974613490751e-07,5.953208864761805e-07,6.563187704422546e-07,5.9675628788169455e-05,-1.4327456117617315e-07,False
all,support60,grad_all_4of6,teacher_row_top50,core_gain,0.13,0.12,2.961027552039752e-07,9.979750424937706e-07,8.107076732155605e-08,3.1128417501413708e-06,-2.8334801768226114e-06,-3.220664294037445e-05,8.107076725001268e-08,False,2.624263633066448e-07,-1.4360727451645516e-07,1.6000110348857177e-06,-2.152529311905127e-06,-8.829399698317975e-06,-1.4360727445151886e-07,False,7.941576313230669e-07,2.246780417269889e-07,1.5843423827321956e-06,-6.769320439747872e-07,-2.337724324211199e-05,2.2467804169707192e-07,False,4.857874208452628e-07,8.263746260617211e-07,-1.0594950718978424e-06,3.7674558315270446e-06,4.863213860831217e-05,2.2467804169707192e-07,False,-8.012371099930249e-08,4.580893099292993e-07,-1.0472818039453102e-06,2.2859148529619233e-06,6.317998215205067e-05,-1.4360727445151886e-07,True,7.441007423558688e-07,6.827673516562882e-07,5.46950792990053e-07,1.5874420598027683e-06,3.9802738909994195e-05,8.107076725001268e-08,False
low_slack_half,support60,grad_all_abs50,teacher_row_top50,core_gain,0.13,0.12,4.5194747610999286e-08,1.0016598935846943e-06,2.264857845712953e-07,2.9487345276635324e-06,-2.3548342474866146e-06,-2.670718677749706e-05,2.2648578465963775e-07,False,3.9990472644468866e-07,2.8176639799148973e-08,1.750220374185929e-06,-1.9525913979023812e-06,-7.962062570865402e-06,2.8176639835292646e-08,False,5.768397257632785e-07,1.9830914477214634e-07,1.1744605841190747e-06,-3.9389931572042514e-07,-1.8745124206576147e-05,1.9830914481988546e-07,False,5.815239411122164e-07,8.787093154216663e-07,-1.1071692039843484e-06,4.0240611640651736e-06,4.913950939627876e-05,1.9830914481988546e-07,False,4.769324299935818e-07,7.085768103376466e-07,-4.7198681762949946e-07,2.5505934161396127e-06,5.9922571032100524e-05,2.8176639835292646e-08,False,9.485455183533276e-07,9.068859552208153e-07,5.791579098524124e-07,2.112156486933081e-06,4.11774468253856e-05,2.2648578465963775e-07,False
low_slack_half,raw_agree,grad_all_4of6,all,flat,0.095,0.08,-4.219282492501364e-06,1.0028563279806946e-06,-8.204501735775693e-07,5.512462506351845e-06,-6.700401598114247e-06,-9.02855800067881e-05,-8.20450173714375e-07,False,2.880490745926778e-07,-1.187108220390698e-06,3.691531123339864e-06,-5.419999563494038e-06,-3.149392455153999e-05,-1.1871082204505955e-06,False,6.676966965990516e-07,3.6665804681312864e-07,1.8749990726707466e-06,-1.3806906306035316e-06,-5.8791655455248115e-05,3.666580467317608e-07,False,4.853687929906592e-06,7.2179877466105324e-06,-3.0682433523887553e-06,1.9791634252142032e-05,0.00032865280248067785,3.666580467317608e-07,False,4.4721263272595735e-06,5.664221479406706e-06,-1.3262645163214515e-06,1.6033342467358658e-05,0.00035595053338441374,-1.1871082204505955e-06,False,5.14395223039088e-06,6.0308795262198345e-06,5.48917781229008e-07,1.456994283288715e-05,0.00029715887792908235,-8.20450173714375e-07,False
low_slack_half,all,grad_core_top50,teacher_row_top50,core_gain,0.095,0.12,-2.3147869394612997e-06,1.0031357333684099e-06,6.373225225342338e-08,3.59799793570037e-06,-3.5626713430492174e-06,-5.437613420200549e-05,6.37322522521551e-08,False,7.124505754241284e-07,-3.368235135248199e-08,2.570742652752145e-06,-2.4973977650333268e-06,-1.817438592477405e-05,-3.368235131350958e-08,False,3.869809437340166e-07,9.741460349488307e-08,1.1325323443500679e-06,-1.065490435103733e-06,-3.6201748277259194e-05,9.741460356120547e-08,False,2.8920669914445085e-06,4.2812547869086615e-06,-2.3475071789791357e-06,1.2764408050425224e-05,0.00019652747719667296,9.741460356120547e-08,False,2.9721719007058667e-06,4.150157831950274e-06,-1.4545230755391714e-06,1.1539848369879202e-05,0.0002145548395491581,-3.368235131350958e-08,False,3.3178218554752448e-06,4.2475724355561795e-06,-3.036799226530107e-07,1.0440913969289589e-05,0.00017835309127195442,6.37322522521551e-08,False
all,raw_agree,grad_all_4of6,teacher_row_top50,flat,0.07,0.12,-2.1707277753080234e-06,1.0050914023285173e-06,-1.3511714946901066e-07,3.339708728677948e-06,-3.3346713498305647e-06,-5.7287373855574586e-05,-1.3511714951504732e-07,False,4.979504364399645e-07,-4.2110639797421356e-07,2.0193584936434306e-06,-2.26153753080105e-06,-1.6178969425434397e-05,-4.211063979837328e-07,False,5.851352524732789e-07,2.859892485052029e-07,1.473703333809695e-06,-1.0589280576844828e-06,-4.1108404430167944e-05,2.85989248464226e-07,False,2.8595488552607407e-06,4.135471918687017e-06,-2.0145668837567854e-06,1.2508037457226173e-05,0.00022077981888388165,2.85989248464226e-07,False,2.5224384733180116e-06,3.428376272318623e-06,-1.8801016604674814e-06,1.1435547749516495e-05,0.0002457092538886707,-4.211063979837328e-07,False,3.1604971971743723e-06,3.7143655208238258e-06,-1.9285680885605672e-07,1.0237357119247115e-05,0.00020460084945850276,-1.3511714951504732e-07,False
all,all,grad_core_top50,all,core_gain,0.13,0.08,-3.88628124114998e-06,1.0090810557139562e-06,-3.418581157044187e-07,5.053630453999425e-06,-6.104714080579221e-06,-8.351140596227213e-05,-3.418581157500704e-07,False,6.906454350641411e-07,-4.4514957242558495e-07,3.798027727541786e-06,-4.709206346986683e-06,-3.255164144991274e-05,-4.451495724182231e-07,False,2.984672273775857e-07,1.0329145672116624e-07,1.2658662147391198e-06,-1.4020275331816379e-06,-5.095976451241491e-05,1.03291456663693e-07,False,4.3015617156028085e-06,6.060938892438195e-06,-1.9719759021263883e-06,1.6392018939548336e-05,0.0002730654475180394,1.03291456663693e-07,False,4.481637899345081e-06,5.512497863402466e-06,2.3476518795639834e-07,1.3202769944986592e-05,0.00029147357058056933,-4.451495724182231e-07,False,4.807334655354545e-06,5.61578932001261e-06,1.5031673908927345e-06,1.1771158707318818e-05,0.00024051380606815442,-3.418581157500704e-07,False
low_slack_half,raw_agree,grad_core_top50,all,flat,0.095,0.08,-4.168308099905538e-06,1.012734517913394e-06,-4.853129924597965e-07,5.336261201915882e-06,-6.456169104773757e-06,-8.845322103959163e-05,-4.85312992471249e-07,False,4.230898148493978e-07,-7.936863229973667e-07,3.707507079231398e-06,-5.099933890306829e-06,-3.3043746307720445e-05,-7.936863230166468e-07,False,5.64883915643577e-07,3.083733305375702e-07,1.6830879507878649e-06,-1.2129744578759372e-06,-5.540947473181568e-05,3.083733305409384e-07,False,4.746035131786286e-06,6.8648470051835275e-06,-2.78576961265653e-06,1.9399387992669048e-05,0.0003222692609822775,3.083733305409384e-07,False,4.552284234571324e-06,5.7627873516485906e-06,-9.676160267479972e-07,1.5809707298419795e-05,0.00034463498940634496,-7.936863230166468e-07,False,5.113325899364085e-06,6.071160682186161e-06,7.183880187389136e-07,1.4412889833281817e-05,0.0002892255146745293,-4.85312992471249e-07,False
all,raw_agree,grad_core_top50,teacher_row_top50,core_gain,0.095,0.12,-2.5076668896950594e-06,1.013896439250317e-06,1.1917407438666316e-07,3.067181480465031e-06,-2.8641507641147257e-06,-5.6233274424027924e-05,1.1917407426558376e-07,False,7.020114681788314e-07,1.576769337319206e-08,2.1437329629225843e-06,-1.919862674393258e-06,-1.7265312644676456e-05,1.5767693275304486e-08,False,3.500724010674361e-07,1.034063810134711e-07,1.043936545763735e-06,-9.442623065680777e-07,-3.8967961779434734e-05,1.0340638098581986e-07,False,3.057782319015878e-06,4.120110470795524e-06,-1.2775600936043574e-06,1.1694072204915251e-05,0.00019922469526997832,1.0340638098581986e-07,False,3.0921656377635998e-06,4.032471783155245e-06,-7.638584750280231e-07,1.0936075484080376e-05,0.00022092734440470885,1.5767693275304486e-08,False,3.508185136280595e-06,4.135878164057694e-06,5.173105728228933e-07,9.77122890499782e-06,0.00018195938262535738,1.1917407426558376e-07,False
all,all,grad_core_top50,teacher_row_top50,core_gain,0.13,0.08,-2.263596778795396e-06,1.017299638750302e-06,1.8926273126496085e-07,3.04811383089465e-06,-2.7390621217815436e-06,-5.395443441341685e-05,1.8926273129039076e-07,False,7.295503289261873e-07,1.097278086170661e-07,2.170977502768956e-06,-1.8418956189147906e-06,-1.8080801546555003e-05,1.097278085158355e-07,False,3.117562356047543e-07,7.953492275891705e-08,9.585611104867553e-07,-8.971906523269624e-07,-3.587363286680634e-05,7.953492277009577e-08,False,2.747310166806294e-06,3.79398659478003e-06,-1.3500970279523017e-06,1.0807009993341055e-05,0.00018259980611909365,7.953492277009577e-08,False,2.8721687708177512e-06,3.824179480638179e-06,-6.796684959287091e-07,1.0075688343547107e-05,0.0002003926374394005,1.097278085158355e-07,False,3.2923994014444347e-06,3.903714403397096e-06,5.350407162874049e-07,8.97295871726822e-06,0.00016451900457259416,1.8926273129039076e-07,False
all,support60,grad_core_top50,teacher_row_top50,core_gain,0.13,0.12,3.49851836056736e-07,1.020663117468068e-06,1.975357697414637e-07,2.9550420852508807e-06,-2.557556153637286e-06,-3.204133632528361e-05,1.975357697847777e-07,False,2.731023308610858e-07,-4.38748695152924e-08,1.4802377397149513e-06,-1.9074058428270035e-06,-8.474101951122526e-06,-4.387486947058417e-08,False,8.028123793524244e-07,2.414106392567561e-07,1.566705144728786e-06,-6.461891787212792e-07,-2.3567234374133328e-05,2.414106392509022e-07,False,4.5368973256021405e-07,8.425865705152802e-07,-1.2716355671793522e-06,3.989479662735995e-06,4.7544933158338853e-05,2.414106392509022e-07,False,-1.1991398163324618e-07,5.57301061854254e-07,-1.389784364924651e-06,2.716572916172666e-06,6.263806558134966e-05,-4.387486947058417e-08,True,7.323267064984762e-07,7.987117011110101e-07,2.133548663296736e-07,2.053498239562579e-06,3.907083120713306e-05,1.975357697847777e-07,False
low_slack_half,raw_agree,grad_all_abs50,all,flat,0.095,0.08,-4.363048869970854e-06,1.0271414054852102e-06,-2.79873863862079e-07,4.488490919496435e-06,-5.027211950392463e-06,-6.569823066746028e-05,-2.798738637453144e-07,False,5.743763283883041e-07,-4.7301789640741276e-07,2.971656852812643e-06,-3.5557975842648304e-06,-1.8209301262811506e-05,-4.730178963871715e-07,False,4.2539487499215767e-07,1.9314403254533374e-07,1.5162778235211505e-06,-1.5531288719561331e-06,-4.748892940467653e-05,1.9314403263739775e-07,False,4.8008372381946884e-06,6.0797314378469025e-06,-1.292522872287094e-06,1.6785593582313574e-05,0.0002798794877308386,1.9314403263739775e-07,False,4.824794542890309e-06,5.413569508783134e-06,-5.6027859796081714e-08,1.4906524891777906e-05,0.0003091591158727591,-4.730178963871715e-07,False,5.235770581535348e-06,5.60671354143949e-06,1.4569998835201048e-06,1.333337906073151e-05,0.00026167018646805484,-2.798738637453144e-07,False
all,support60,grad_all_4of6,all,core_gain,0.13,0.12,3.859663313399153e-07,1.029110978878478e-06,-2.710951906292891e-07,4.418048277332609e-06,-4.390093241712911e-06,-3.934354295301312e-05,-2.710951906939598e-07,False,4.042214694077728e-07,-4.81500932680845e-07,2.8844765849189713e-06,-3.5841639556277727e-06,-1.3150578294013338e-05,-4.815009326456183e-07,False,7.481922437158062e-07,2.1040574194053363e-07,1.6117810723859094e-06,-8.011498718873966e-07,-2.6192964659110807e-05,2.10405741947199e-07,False,4.002107685252554e-07,8.775987891951331e-07,-1.457088931178241e-06,4.311940274726034e-06,6.956937005719865e-05,2.10405741947199e-07,False,-1.5719767931798856e-08,1.8569211446273215e-07,-2.2498907015222613e-07,1.3050366299838245e-06,8.261175642221286e-05,-4.815009326456183e-07,True,6.213247428776825e-07,3.960978564032658e-07,1.2528388014798608e-06,4.569403245779924e-07,5.6418791763074294e-05,-2.710951906939598e-07,False
all,raw_agree,grad_core_top50,all,core_gain,0.095,0.12,-4.234049631346437e-06,1.0363293300175158e-06,-4.289256708700506e-07,5.3066990698402705e-06,-6.512927649637845e-06,-8.811705598635311e-05,-4.2892567088983366e-07,False,6.460932471252789e-07,-5.664037366903685e-07,3.917286729770986e-06,-5.0829329325541295e-06,-3.27619532867196e-05,-5.664037367744919e-07,False,3.3137015054141017e-07,1.3747806593134015e-07,1.3939663844331207e-06,-1.4777336134752517e-06,-5.535510269974453e-05,1.3747806588019898e-07,False,4.719783413986711e-06,6.554063121777531e-06,-2.0647337449775094e-06,1.7843299143782687e-05,0.0002973891232287973,1.3747806588019898e-07,False,4.808881473916671e-06,5.850181319155823e-06,1.0521800564156081e-07,1.4432097699579316e-05,0.000319982272641961,-5.664037367744919e-07,False,5.196531713158592e-06,5.987659384865118e-06,1.4995974900733344e-06,1.2905584106270851e-05,0.00026462716994229973,-4.2892567088983366e-07,False
all,support60,grad_all_4of6,teacher_row_top50,flat,0.095,0.12,6.28761091303609e-07,1.0455676354714782e-06,1.630528545515375e-08,3.3638780874145624e-06,-3.2322105892879094e-06,-3.2043216630056603e-05,1.6305285351700958e-08,False,3.873508526153202e-07,-2.8482746550206883e-07,2.0090268161299107e-06,-2.599105332956597e-06,-9.050045370606608e-06,-2.8482746564273904e-07,False,7.591399535655796e-07,3.011327511792672e-07,1.43948245534542e-06,-6.313233815724573e-07,-2.2993171259449996e-05,3.0113275098998026e-07,False,9.900022535092035e-08,6.218701928961679e-07,-1.3273632474275487e-06,2.948551566905877e-06,5.168183317022512e-05,3.0113275098998026e-07,False,-3.2249994019739603e-07,3.590997632585413e-08,-7.885502687488e-07,1.0204472311592383e-06,6.562495905906851e-05,-2.8482746564273904e-07,True,4.167406163491094e-07,3.37042727394099e-07,6.863449052429971e-07,3.7981354894522923e-07,4.2631787799618515e-05,1.6305285351700958e-08,False
low_slack_half,all,grad_core_top50,all,core_gain,0.095,0.12,-3.8984483680115645e-06,1.0553574373295405e-06,-5.230650236276446e-07,5.51007313898122e-06,-6.779603819673241e-06,-8.960923927345266e-05,-5.230650236583487e-07,False,7.07182086667757e-07,-6.739831561741738e-07,4.137015000460487e-06,-5.326735081356837e-06,-3.528689138507235e-05,-6.739831561374021e-07,False,3.830440178376193e-07,1.509181324355069e-07,1.4104278798221515e-06,-1.4602067490709913e-06,-5.432234788840806e-05,1.5091813247459362e-07,False,4.437054778927418e-06,6.3691879143013e-06,-2.886302240101557e-06,1.8408032653405293e-05,0.0003035393541157283,1.5091813247459362e-07,False,4.456604463687341e-06,5.544286625691619e-06,-5.609459784450266e-07,1.4577127358639252e-05,0.000322574810619064,-6.739831561374021e-07,False,4.83000677986567e-06,5.695204758016104e-06,8.5309060904315e-07,1.309752520139984e-05,0.0002682524627305727,-5.230650236583487e-07,False
all,raw_agree,grad_core_top50,teacher_row_top50,flat,0.095,0.08,-2.1685866333776005e-06,1.057949031713079e-06,2.92485090480632e-07,3.0185035920782255e-06,-2.6654043872031963e-06,-5.162450744788938e-05,2.924850905336578e-07,False,8.09716353744605e-07,1.4910535195422625e-07,2.1229350772866695e-06,-1.577186946710718e-06,-1.6005572582383776e-05,1.4910535193154173e-07,False,3.149436796912042e-07,1.4337973863742803e-07,1.0367128183697005e-06,-1.0349040094892459e-06,-3.56189348655056e-05,1.4337973859765658e-07,False,2.611023377285804e-06,3.970287018040253e-06,-2.0234154439746632e-06,1.1628340787939173e-05,0.00019981105448424463,1.4337973859765658e-07,False,2.840569513939961e-06,3.976012631357051e-06,-1.3520221026075419e-06,1.109337795734966e-05,0.0002194244167672832,1.4910535193154173e-07,False,3.186441581481958e-06,4.119392369883457e-06,-1.8455329231503725e-07,1.0019323317123074e-05,0.00018380548190180535,2.924850905336578e-07,False
all,all,grad_all_4of6,teacher_row_top50,flat,0.07,0.12,-2.1458145744723822e-06,1.0593686041726613e-06,-7.745127372782434e-08,3.4796221036748065e-06,-3.4999630680321303e-06,-5.864647527228928e-05,-7.745127380644198e-08,False,5.665385709452408e-07,-3.7722458934297265e-07,2.224773271386482e-06,-2.443429134135755e-06,-1.721094878853746e-05,-3.7722458941333107e-07,False,5.689065309955055e-07,2.997733157261706e-07,1.4260693367296184e-06,-1.051453641598421e-06,-4.143552648375182e-05,2.997733156024296e-07,False,2.8405458765146108e-06,4.202520296314738e-06,-2.056242656034435e-06,1.2499310119040707e-05,0.00022091147090275154,2.997733156024296e-07,False,2.554799935827745e-06,3.5255223912455946e-06,-1.739807792611181e-06,1.1252944686956923e-05,0.00024513604859793814,-3.7722458941333107e-07,False,3.2005412824442914e-06,3.825295706749721e-06,-4.677439091604896e-08,1.0034446140338993e-05,0.00020370052211418632,-7.745127380644198e-08,False
