band,base_cell_gate,gradient_gate,row_gate,shape,scale,cap,base_no_q2_s3_anchor_delta,add_all_anchor_minus_no_q2_s3,add_all_mean_anchor_minus_no_q2_s3,add_all_max_set_minus_no_q2_s3,add_all_min_set_minus_no_q2_s3,add_all_hidden_core_minus_no_q2_s3,add_all_anchor_q2_s3_contrib,add_all_beats_no_q2_s3,add_no_q2_anchor_minus_no_q2_s3,add_no_q2_mean_anchor_minus_no_q2_s3,add_no_q2_max_set_minus_no_q2_s3,add_no_q2_min_set_minus_no_q2_s3,add_no_q2_hidden_core_minus_no_q2_s3,add_no_q2_anchor_q2_s3_contrib,add_no_q2_beats_no_q2_s3,add_no_s3_anchor_minus_no_q2_s3,add_no_s3_mean_anchor_minus_no_q2_s3,add_no_s3_max_set_minus_no_q2_s3,add_no_s3_min_set_minus_no_q2_s3,add_no_s3_hidden_core_minus_no_q2_s3,add_no_s3_anchor_q2_s3_contrib,add_no_s3_beats_no_q2_s3,add_q2_anchor_minus_no_q2_s3,add_q2_mean_anchor_minus_no_q2_s3,add_q2_max_set_minus_no_q2_s3,add_q2_min_set_minus_no_q2_s3,add_q2_hidden_core_minus_no_q2_s3,add_q2_anchor_q2_s3_contrib,add_q2_beats_no_q2_s3,add_s3_anchor_minus_no_q2_s3,add_s3_mean_anchor_minus_no_q2_s3,add_s3_max_set_minus_no_q2_s3,add_s3_min_set_minus_no_q2_s3,add_s3_hidden_core_minus_no_q2_s3,add_s3_anchor_q2_s3_contrib,add_s3_beats_no_q2_s3,add_q2_s3_anchor_minus_no_q2_s3,add_q2_s3_mean_anchor_minus_no_q2_s3,add_q2_s3_max_set_minus_no_q2_s3,add_q2_s3_min_set_minus_no_q2_s3,add_q2_s3_hidden_core_minus_no_q2_s3,add_q2_s3_anchor_q2_s3_contrib,add_q2_s3_beats_no_q2_s3
all,raw_agree,grad_all_abs50,teacher_row_top50,flat,0.095,0.12,-3.1505369175732767e-06,1.2784981007207818e-06,1.5050853929832186e-07,3.804722910949465e-06,-3.6114961218247643e-06,-6.366566641219373e-05,1.5050853919053255e-07,False,6.340408587046653e-07,-2.1014628681648162e-07,2.2122070436614294e-06,-2.423665316775292e-06,-1.4198034246903912e-05,-2.1014628702520798e-07,False,6.49973350363986e-07,3.606548263368481e-07,1.6008566663394674e-06,-1.1878113248542377e-06,-4.9467632165317577e-05,3.606548262112811e-07,False,,,,,,,,3.6271683957478373e-06,4.8128282104098474e-06,-2.1496872146808954e-06,1.5081670950989334e-05,0.0003036060775212235,-2.1014628702520798e-07,False,4.394614018909948e-06,5.173483036635673e-06,-2.4458343861333276e-07,1.3725870665837192e-05,0.0002541384453560447,1.5050853919053255e-07,False
low_slack_half,raw_agree,grad_all_4of6,teacher_row_top50,core_gain,0.13,0.12,-2.90086293774916e-06,1.2868395288245793e-06,-5.712200557006497e-08,4.790671591203832e-06,-4.749644703427869e-06,-7.00055252940146e-05,-5.7122005654422114e-08,False,8.240841508078134e-07,-3.2703285923751935e-07,3.3282290513581003e-06,-3.4316307325754636e-06,-2.1006757983610402e-05,-3.2703285927016204e-07,False,6.729418650097685e-07,2.699108536674544e-07,1.7796788043256129e-06,-1.2596732534841948e-06,-4.89987673104042e-05,2.6991085361128026e-07,False,3.86452587319841e-06,5.574188822521364e-06,-3.1256873108675975e-06,1.716501755921751e-05,0.00026871976609632586,2.6991085361128026e-07,False,3.6997336961830385e-06,4.9772451096163906e-06,-2.2229590568301205e-06,1.5308915726541805e-05,0.0002967117754232307,-3.2703285927016204e-07,False,4.303008206307801e-06,5.247155963172823e-06,-5.091929828893171e-07,1.3913485831795747e-05,0.00024771300811279873,-5.7122005654422114e-08,False
low_slack_half,all,grad_all_4of6,all,flat,0.07,0.12,-4.284175307622817e-06,1.2960256693395067e-06,-7.508522208432566e-07,6.393749399036253e-06,-7.447586759412594e-06,-9.954011867713275e-05,-7.508522209194766e-07,False,4.824670849501445e-07,-1.228441946721226e-06,4.267529377988133e-06,-5.9282002585758775e-06,-3.4952958365030984e-05,-1.2284419466693077e-06,False,7.974285248790736e-07,4.775897258779693e-07,2.146722967499848e-06,-1.5070754598722758e-06,-6.458716031212952e-05,4.775897257453715e-07,False,5.054693166695046e-06,7.640647217699303e-06,-3.475276140307848e-06,2.116528486084679e-05,0.0003598137235209242,4.775897257453715e-07,False,4.6752882275624685e-06,5.934615545322153e-06,-1.4146646044599365e-06,1.6856919124119685e-05,0.00038944792546796725,-1.2284419466693077e-06,False,5.464682699796164e-06,6.4122052710891e-06,7.353149684696803e-07,1.526634534032567e-05,0.00032486076515583773,-7.508522209194766e-07,False
low_slack_half,raw_agree,grad_all_abs50,teacher_row_top50,flat,0.095,0.12,-3.7567985360364986e-06,1.2973681613459576e-06,1.720882579769878e-07,4.202829322785817e-06,-3.815418232466783e-06,-5.98295022799511e-05,1.7208825804159946e-07,False,8.320204476497395e-07,-1.6784843626105328e-07,2.8903418058945363e-06,-2.635436934572688e-06,-1.4773072077228777e-05,-1.67848436025086e-07,False,6.842309663301904e-07,3.3993669390497416e-07,1.7223422997814097e-06,-1.217232667660717e-06,-4.5056430202694564e-05,3.39936694062226e-07,False,,,,,,,,4.527920892227755e-06,5.508569480672243e-06,-2.034768673109255e-06,1.752881254291072e-05,0.0002910431708034733,-1.67848436025086e-07,False,5.12253390849704e-06,5.848506174688239e-06,-3.8902806287488545e-07,1.626853811953488e-05,0.00024598674060083425,1.7208825804159946e-07,False
all,all,grad_all_abs50,teacher_row_top50,flat,0.095,0.12,-3.080206941286079e-06,1.2991898209469e-06,1.6441771755193457e-07,3.908680043518409e-06,-3.7687694627308588e-06,-6.456619879657843e-05,1.6441771737154294e-07,False,6.675928028165856e-07,-1.9623710878491352e-07,2.3967387325907197e-06,-2.580935792306782e-06,-1.5098566631260857e-05,-1.9623710884419764e-07,False,6.676775484715236e-07,3.606548263368481e-07,1.609772010358057e-06,-1.187878515218621e-06,-4.946763216528982e-05,3.606548262112811e-07,False,4.003130181229331e-06,5.401988277697889e-06,-2.246652150983408e-06,1.629363320165833e-05,0.0002686686612869693,3.606548262112811e-07,False,3.564053036697601e-06,4.84509634268715e-06,-2.2089263927993485e-06,1.5075318965496187e-05,0.000303037726820915,-1.9623710884419764e-07,False,4.33089653395502e-06,5.205751168912975e-06,-3.0385028670920633e-07,1.3683920168316988e-05,0.00025357009465570846,1.6441771737154294e-07,False
low_slack_half,all,grad_all_abs50,teacher_row_top50,flat,0.095,0.12,-3.7088459782230743e-06,1.309362271384451e-06,1.859974361195782e-07,4.22562130597548e-06,-3.84068037428964e-06,-6.073003466444682e-05,1.859974362224642e-07,False,8.474514171519232e-07,-1.5393925800744057e-07,2.923490169837173e-06,-2.6607330916306182e-06,-1.5673604461696744e-05,-1.539392578442217e-07,False,6.370671560285146e-07,3.3993669390497416e-07,1.597275466891368e-06,-1.1601532524663227e-06,-4.505643020266681e-05,3.39936694062226e-07,False,4.610706493157757e-06,6.06467252817211e-06,-2.90935375113488e-06,1.9005800963034503e-05,0.00026182807099170424,3.39936694062226e-07,False,4.487197804881049e-06,5.570796576259696e-06,-2.174869026094761e-06,1.7616496185146602e-05,0.0002912108967326188,-1.539392578442217e-07,False,5.099156440202535e-06,5.910733270386714e-06,-4.92347596248166e-07,1.6356258724647965e-05,0.000246154466529952,1.859974362224642e-07,False
all,raw_agree,grad_core_top50,all,flat,0.095,0.08,-4.4215389700674734e-06,1.3133645855312182e-06,-1.6156755133778233e-07,5.441720978049958e-06,-5.9598033042007614e-06,-8.900201552114462e-05,-1.6156755133067544e-07,False,6.543393258340302e-07,-4.993407766162861e-07,3.728872202124478e-06,-4.772975994216111e-06,-3.157142349416442e-05,-4.99340776723774e-07,False,6.568006771789925e-07,3.3777322538952603e-07,1.709527890469964e-06,-1.2285186633542722e-06,-5.743059202692469e-05,3.377732253886389e-07,False,4.957849072728671e-06,7.0973334841406555e-06,-2.492898355521689e-06,1.9441482814297473e-05,0.0003275424780475322,3.377732253886389e-07,False,4.973228942883878e-06,6.260219482023821e-06,-6.100861800195645e-07,1.617765836825491e-05,0.00035340164658032025,-4.99340776723774e-07,False,5.561937047593446e-06,6.597992707413347e-06,1.1033052123021747e-06,1.4753937140787876e-05,0.00029597105455328454,-1.6156755133067544e-07,False
all,raw_agree,grad_all_4of6,all,flat,0.07,0.12,-4.368413411448557e-06,1.318652419701749e-06,-7.652280177294912e-07,6.665696657970344e-06,-7.686143689067393e-06,-0.00010024434047523068,-7.65228017692813e-07,False,3.709074386515354e-07,-1.2940106698389187e-06,4.177983257580564e-06,-6.037012692416965e-06,-3.3975054547219496e-05,-1.2940106697405536e-06,False,9.091071268008122e-07,5.287826521094274e-07,2.4636064975824823e-06,-1.6574934940116748e-06,-6.626928592809445e-05,5.287826520432808e-07,False,5.224739698217462e-06,7.624300352282454e-06,-3.1391793683388514e-06,2.1438790305805533e-05,0.00036528825689349786,5.287826520432808e-07,False,4.6378341140851376e-06,5.80150703044513e-06,-1.6225972444550152e-06,1.73477232972008e-05,0.00039758248827448384,-1.2940106697405536e-06,False,5.490930770180036e-06,6.330289682554557e-06,8.484569519184859e-07,1.544875092884812e-05,0.00033131320234647266,-7.65228017692813e-07,False
low_slack_half,raw_agree,grad_core_top50,teacher_row_top50,flat,0.13,0.08,-2.62114251903256e-06,1.3256014992357734e-06,2.3358173373289048e-07,4.208696120500122e-06,-3.4889614940469826e-06,-6.626551004032533e-05,2.3358173365771292e-07,False,8.655333851859126e-07,-7.190440687310229e-09,2.95414668938232e-06,-2.507998388856514e-06,-2.1190421557321093e-05,-7.1904407225559754e-09,False,4.1674142559067207e-07,2.40772174531223e-07,1.3517479591218517e-06,-1.1041916785359263e-06,-4.507508848300423e-05,2.4077217437580946e-07,False,3.345301726631611e-06,5.434306076246287e-06,-4.440732327748442e-06,1.7923540915232294e-05,0.00026571705010816626,2.4077217437580946e-07,False,3.4843230577452644e-06,5.186343461138776e-06,-3.4307078375928057e-06,1.675329839911921e-05,0.0002896017170338494,-7.1904407225559754e-09,False,3.91651355857725e-06,5.427115635558977e-06,-2.086988521998734e-06,1.5556428632046426e-05,0.00024452662855084517,2.3358173365771292e-07,False
low_slack_half,all,grad_all_4of6,teacher_row_top50,core_gain,0.13,0.12,-2.8630818564856497e-06,1.3353937531324078e-06,-2.6807106756621124e-08,4.96712161734969e-06,-4.8523442929271354e-06,-7.133169114231785e-05,-2.680710671145394e-08,False,8.6708219670939e-07,-3.014767809839114e-07,3.488475916468836e-06,-3.643771749661795e-06,-2.2187489891523082e-05,-3.014767809880953e-07,False,6.562110650421005e-07,2.7466967422729027e-07,1.7071951526892448e-06,-1.1366789028910418e-06,-4.914420125073926e-05,2.7466967427218164e-07,False,3.828265495053884e-06,5.633488021516975e-06,-3.2881624704161894e-06,1.7333541369901617e-05,0.00026942794698212036,2.7466967427218164e-07,False,3.685131560793309e-06,5.057341566305773e-06,-2.2267158372724083e-06,1.528479306245334e-05,0.0002963846583413088,-3.014767809880953e-07,False,4.321473426882605e-06,5.332011240533063e-06,-5.117236717699924e-07,1.3892890977862393e-05,0.000247240457090514,-2.680710671145394e-08,False
low_slack_half,raw_agree,grad_core_top50,teacher_row_top50,core_gain,0.13,0.12,-2.837533605193343e-06,1.366030216165548e-06,1.3790242792133256e-07,4.7519300622189675e-06,-4.528151792304591e-06,-7.199264866084021e-05,1.3790242790840543e-07,False,9.073783305835192e-07,-1.1499994190256047e-07,3.324300135165714e-06,-3.241774481521631e-06,-2.3189987465449535e-05,-1.1499994187550765e-07,False,6.453460145161571e-07,2.52902369823893e-07,1.73578366402527e-06,-1.2793651283926621e-06,-4.880266119536292e-05,2.5290236977945344e-07,False,3.783250243083458e-06,5.5220102166408935e-06,-3.342694604002716e-06,1.7322221861126863e-05,0.00026760750858995097,2.5290236977945344e-07,False,3.7412093332189755e-06,5.154107905025462e-06,-2.388152424259715e-06,1.5595501391740818e-05,0.0002932201823197811,-1.1499994187550765e-07,False,4.2956650422310005e-06,5.407010274738333e-06,-7.56816951552608e-07,1.424724513843234e-05,0.00024441752112450144,1.3790242790840543e-07,False
low_slack_half,raw_agree,grad_all_4of6,teacher_row_top50,flat,0.095,0.12,-2.71491128589485e-06,1.3664727015472167e-06,-1.0830075081180723e-07,4.823462382064214e-06,-4.3923763065611965e-06,-7.046158143070302e-05,-1.0830075077835367e-07,False,7.830892837512593e-07,-4.829373050352359e-07,3.294643690754384e-06,-3.1885855480418e-06,-2.056658823376689e-05,-4.829373049429573e-07,False,5.925546090468359e-07,3.746365542234287e-07,1.6660347594843472e-06,-1.2020442975435586e-06,-4.989499319690838e-05,3.7463655416014404e-07,False,3.6305566205596662e-06,5.8120757637780684e-06,-4.467629011295493e-06,1.8891044740954044e-05,0.00029302905637401677,3.7463655416014404e-07,False,3.4858896701406294e-06,4.9545019047414485e-06,-3.49078013972548e-06,1.7105407765782843e-05,0.000322357461337186,-4.829373049429573e-07,False,4.055529284952009e-06,5.329138458964877e-06,-1.8090024369588065e-06,1.574590602304582e-05,0.0002724624681402499,-1.0830075077835367e-07,False
low_slack_half,all,grad_all_4of6,teacher_row_top50,flat,0.095,0.12,-2.6958003824795185e-06,1.3726206083974901e-06,-5.304744621348334e-08,4.99573936596498e-06,-4.647953423808637e-06,-7.213277492146286e-05,-5.304744617933549e-08,False,8.369433832644546e-07,-4.470693089064781e-07,3.528333538893591e-06,-3.4566184856643645e-06,-2.1848026322102143e-05,-4.470693087853164e-07,False,5.737984367648608e-07,3.9402186258197247e-07,1.6637839103106344e-06,-1.1901026557570304e-06,-5.0284748599443985e-05,3.9402186260152157e-07,False,3.621453937729946e-06,5.929812953997526e-06,-4.485116226637942e-06,1.8898172911230304e-05,0.0002940724797467209,3.9402186260152157e-07,False,3.533947236289414e-06,5.088721782620098e-06,-3.2826140921038416e-06,1.684860824135992e-05,0.00032250920202400724,-4.470693087853164e-07,False,4.130886567255132e-06,5.482743645202071e-06,-1.5930442044398418e-06,1.5502832966030056e-05,0.0002722244534246465,-5.304744617933549e-08,False
low_slack_half,support60,grad_all_abs50,teacher_row_top50,flat,0.13,0.12,7.619477409015474e-07,1.3777833488548552e-06,4.97111771524672e-07,3.594180891797194e-06,-2.6804533057589452e-06,-3.2174367907172874e-05,4.971117715852559e-07,False,5.762985368917839e-07,7.879857655268552e-08,2.285675294255718e-06,-2.3693168555993793e-06,-9.275441456707556e-06,7.879857652483323e-08,False,7.74709462914025e-07,4.183131950830088e-07,1.3084709030719566e-06,-3.5445063661931897e-07,-2.2898926450548585e-05,4.183131950559631e-07,False,1.307033382635936e-07,7.386475652237934e-07,-2.431697412985656e-06,5.187498594683149e-06,6.934974571681796e-05,4.183131950559631e-07,False,6.584839207235405e-08,3.991329465824478e-07,-1.5373364384840826e-06,3.38265620425382e-06,8.297323071063123e-05,7.879857652483323e-08,False,7.06421224627718e-07,8.174461415544343e-07,-1.962087176066163e-07,3.000904291283746e-06,6.0074304260082645e-05,4.971117715852559e-07,False
low_slack_half,raw_agree,grad_all_abs50,teacher_row_top50,core_gain,0.13,0.12,-3.3866045290320557e-06,1.381592522942121e-06,1.0918022486094969e-07,4.505438455870703e-06,-4.412299973166611e-06,-6.436575756291196e-05,1.0918022486610501e-07,False,8.596665483917576e-07,-1.7760214077178205e-07,3.1700766820463855e-06,-3.1362835618553575e-06,-1.7472769129500687e-05,-1.7760214078787003e-07,False,7.234476163686665e-07,2.8678236574375404e-07,1.8065693612179246e-06,-1.2783786448311574e-06,-4.68929884335223e-05,2.8678236564951533e-07,False,,,,,,,,4.194916636945933e-06,5.188314945003825e-06,-1.4608406653238148e-06,1.534181554441183e-05,0.00028161188215344857,-1.7760214078787003e-07,False,4.849724474897954e-06,5.475097310747579e-06,2.971136490170778e-07,1.401715005211468e-05,0.00023471889371995402,1.0918022486610501e-07,False
all,raw_agree,grad_all_4of6,teacher_row_top50,core_gain,0.13,0.12,-2.8455016048978266e-06,1.3886205835200727e-06,6.122823326126792e-08,4.276073904629918e-06,-4.0614918245251985e-06,-7.536183513454087e-05,6.122823326331407e-08,False,7.847732463872603e-07,-2.6537767705558934e-07,2.7842972643021824e-06,-2.826520882681649e-06,-2.1286951227772466e-05,-2.65377677118084e-07,False,6.502979975619994e-07,3.2660591053890187e-07,1.6329165847261962e-06,-1.2079665724362698e-06,-5.4074883906796156e-05,3.266059103769384e-07,False,3.860923985743447e-06,5.2401809581548164e-06,-1.964818886035502e-06,1.5572948213748994e-05,0.00027298869957231853,3.266059103769384e-07,False,3.529390168011126e-06,4.648197370560325e-06,-1.6222509908736527e-06,1.4204800607098278e-05,0.0003057766322512312,-2.65377677118084e-07,False,4.342495293574444e-06,4.974803281099227e-06,3.9901046167134524e-07,1.2746554793441334e-05,0.00025170174834454606,6.122823326331407e-08,False
all,all,grad_core_top50,teacher_row_top50,flat,0.07,0.12,-1.9376681659188932e-06,1.390261283651384e-06,5.539864508241621e-07,3.664918460044575e-06,-2.989511401985112e-06,-5.9925902928525954e-05,5.539864508677199e-07,False,1.0369626149975275e-06,3.4673154436504205e-07,2.597472166798731e-06,-1.7960067418831827e-06,-2.0084153691923845e-05,3.4673154443092385e-07,False,4.0009973700794177e-07,2.0725490634809773e-07,1.2078908199208982e-06,-1.182214866668474e-06,-3.984174923651884e-05,2.0725490643233672e-07,False,2.4841788862639547e-06,4.117031179085018e-06,-2.709217349350368e-06,1.2530190118931195e-05,0.00021979447413680853,2.0725490643233672e-07,False,2.869760254986531e-06,4.25650781699094e-06,-1.6884354904211918e-06,1.1925157217596016e-05,0.00023955206968151455,3.4673154443092385e-07,False,3.3672246606553102e-06,4.46376272345006e-06,-3.204984934113142e-07,1.0760738154536043e-05,0.00019971032044480141,5.539864508677199e-07,False
low_slack_half,support60,grad_all_4of6,all,flat,0.095,0.12,9.59824368540474e-07,1.3924339379300932e-06,-9.072372142426843e-08,4.850283962354318e-06,-4.199767131285448e-06,-3.850590756440675e-05,-9.072372127326363e-08,False,6.952080413569206e-07,-4.651085800944088e-07,3.525291366934802e-06,-3.7470144225171254e-06,-1.4474972055977808e-05,-4.651085799260919e-07,False,7.314161388771723e-07,3.7438485855911807e-07,1.3824211827495603e-06,-4.4752071393094894e-07,-2.4030935508539963e-05,3.7438485864836893e-07,False,-2.1614144485315734e-07,3.7518368489752874e-07,-1.630674051900094e-06,2.8411081454127185e-06,8.816499452610205e-05,3.7438485864836893e-07,True,-2.01366941232628e-07,-4.6430975375599814e-07,5.287606267279088e-07,-6.63291203517602e-07,9.772095797858094e-05,-4.651085799260919e-07,True,4.4681759214793004e-07,-8.992489508585777e-08,1.9162110550530187e-06,-1.1966145485597934e-06,7.36900224702075e-05,-9.072372127326363e-08,False
all,raw_agree,grad_all_abs50,all,flat,0.095,0.12,-5.569593236942616e-06,1.3932852566123088e-06,-4.5855449815057625e-07,6.7959534012507206e-06,-8.105950265235862e-06,-0.00010198360789162586,-4.5855449818839347e-07,False,4.79215357951368e-07,-1.0123133538098017e-06,4.379252418140744e-06,-6.211552812551702e-06,-2.8112398832991214e-05,-1.0123133538134808e-06,False,8.432006867176156e-07,5.537588556592254e-07,2.2775191947932427e-06,-1.9214719696458715e-06,-7.387120905852362e-05,5.537588556206276e-07,False,6.471153067955093e-06,8.71590353912488e-06,-2.325440271899737e-06,2.339119986460858e-05,0.0004198804702566783,5.537588556206276e-07,False,6.0152839648219825e-06,7.149831329766876e-06,-5.88942146828586e-07,1.9414494734193433e-05,0.00046563928048229397,-1.0123133538134808e-06,False,6.923873955178017e-06,7.703590185315079e-06,1.83141950538257e-06,1.7524875746910418e-05,0.0003917680714237426,-4.5855449818839347e-07,False
all,support60,grad_all_abs50,all,flat,0.13,0.12,7.950305418447101e-07,1.3933760293349806e-06,-1.6032583594061123e-07,5.6133121865142854e-06,-5.65371106120427e-06,-4.827459872502882e-05,-1.6032583579438483e-07,False,2.953338085198709e-07,-7.529490548829898e-07,3.514643109214788e-06,-4.794756291670588e-06,-1.466946840475436e-05,-7.529490548119835e-07,False,1.0863156707507926e-06,5.926232189423786e-07,2.0627006310780516e-06,-8.558472058828315e-07,-3.3605130320163434e-05,5.926232190131392e-07,False,3.838467406147572e-07,1.1892916317313151e-06,-2.445750982293937e-06,5.951434697837321e-06,9.766910244216054e-05,5.926232190131392e-07,False,-4.3369790558855925e-07,-1.5628064209405323e-07,-1.0886803004650503e-06,1.599801821794422e-06,0.00011660476435768063,-7.529490548119835e-07,True,5.200895532020411e-07,4.3634257695934764e-07,8.955329356963304e-07,8.25452794006587e-07,8.299963403737842e-05,-1.6032583579438483e-07,False
low_slack_half,all,grad_all_abs50,teacher_row_top50,core_gain,0.13,0.12,-3.3101555850789666e-06,1.4103845525914593e-06,1.2656501935381925e-07,4.621668652227129e-06,-4.558561746415002e-06,-6.53989894509599e-05,1.2656501939314458e-07,False,8.643216083958905e-07,-1.602173462789125e-07,3.2145305551845027e-06,-3.2825688253135255e-06,-1.8506001017409845e-05,-1.6021734626083032e-07,False,6.645957745243791e-07,2.8678236563273174e-07,1.6731769122424467e-06,-1.2783912476388437e-06,-4.6892988433411276e-05,2.8678236564951533e-07,False,4.284510094709759e-06,5.687095933959441e-06,-2.4562369779213e-06,1.721177583680067e-05,0.0002528812675849923,2.8678236564951533e-07,False,4.127957548338834e-06,5.240096222158819e-06,-1.6000878890753967e-06,1.5419112713299654e-05,0.00028126825500096597,-1.6021734626083032e-07,False,4.798593742805224e-06,5.526878587902573e-06,1.6140007064180395e-07,1.4094484463100798e-05,0.00023437526656744367,1.2656501939314458e-07,False
low_slack_half,all,grad_core_top50,all,flat,0.07,0.12,-3.960209384312741e-06,1.4206747256384489e-06,-1.8917715438604432e-07,6.299876204485244e-06,-7.053049894678587e-06,-0.00010046411054406845,-1.8917715432615062e-07,False,6.275702802982508e-07,-6.267880366950251e-07,4.360586655982601e-06,-5.744884144620599e-06,-3.856908256477665e-05,-6.267880366466673e-07,False,6.550384820114274e-07,4.376108823089808e-07,1.931688132450482e-06,-1.4464387674273382e-06,-6.189502797926405e-05,4.376108823160571e-07,False,4.69945735181998e-06,7.182693982143995e-06,-3.5890630817325686e-06,2.0809934061727375e-05,0.0003551634386519398,4.376108823160571e-07,False,4.604734601620919e-06,6.118295063251011e-06,-1.3411805686036615e-06,1.686224910713019e-05,0.0003784893840664272,-6.267880366466673e-07,False,5.37003685530113e-06,6.555905945559992e-06,6.632671302186921e-07,1.534467702946074e-05,0.0003165943560871076,-1.8917715432615062e-07,False
low_slack_half,support60,grad_core_top50,all,flat,0.095,0.12,1.247124575276537e-06,1.4296288896042952e-06,9.719198412749819e-08,4.416322841094278e-06,-3.426435850162335e-06,-3.7965688678531784e-05,9.719198412077162e-08,False,6.774975790380111e-07,-2.941047032578581e-07,3.0742293433139167e-06,-3.054306907501747e-06,-1.3898212024160417e-05,-2.9410470321363053e-07,False,7.602752826185721e-07,3.91296687274334e-07,1.3652815801235008e-06,-3.5898883432583517e-07,-2.4067476654371367e-05,3.912966873299428e-07,False,-4.791082565125393e-07,1.4022641448008244e-07,-2.2456701224138342e-06,3.0852895092081667e-06,8.727725884521975e-05,3.912966873299428e-07,True,-5.365287202296898e-07,-5.451749761631319e-07,-5.367564042124684e-07,1.5696388822039609e-07,9.744652347545846e-05,-2.9410470321363053e-07,True,1.2967373574923613e-07,-1.5387828877777565e-07,8.068352932433243e-07,-2.960294189779944e-07,7.337904682108709e-05,9.719198412077162e-08,False
all,raw_agree,grad_all_4of6,teacher_row_top50,flat,0.13,0.08,-2.21064600758325e-06,1.431311017929815e-06,1.3989284175508487e-09,4.440779339143219e-06,-4.036930007389472e-06,-7.122582236376851e-05,1.398928456172163e-09,False,7.225298063184837e-07,-4.659128413075919e-07,2.7228224634967546e-06,-2.764158192669619e-06,-2.040075248696538e-05,-4.6591284140378294e-07,False,8.383806769929336e-07,4.6731176994718737e-07,1.9199844406569966e-06,-1.1709012637250993e-06,-5.082506987680313e-05,4.6731176985549547e-07,False,3.2003994124840673e-06,4.866904407041517e-06,-2.9324298231880874e-06,1.5380325255942573e-05,0.0002752692783505317,4.6731176985549547e-07,False,2.72628481801096e-06,3.9336797957867375e-06,-2.7765699833759427e-06,1.3898289655811524e-05,0.00030569359574050825,-4.6591284140378294e-07,False,3.6312450412134822e-06,4.400991565622903e-06,-6.374679536458316e-07,1.2603595438420712e-05,0.0002548685258637329,1.398928456172163e-09,False
all,all,grad_all_4of6,all,flat,0.07,0.12,-4.205372425625242e-06,1.4446568272763471e-06,-6.767068709834234e-07,7.00183642676766e-06,-7.958781969352735e-06,-0.0001023642009476966,-6.767068710878092e-07,False,4.843704191070941e-07,-1.2273850967803313e-06,4.455241791823106e-06,-6.245191209508505e-06,-3.512329245144996e-05,-1.2273850968362073e-06,False,9.384888731700514e-07,5.506782257969078e-07,2.549158832909626e-06,-1.719453970761009e-06,-6.724090849630215e-05,5.506782257439385e-07,False,5.0895879624146545e-06,7.5907295918886675e-06,-3.171478951347062e-06,2.1088841574035122e-05,0.000365853837716007,5.506782257439385e-07,False,4.5694310791821735e-06,5.812666269422451e-06,-1.4512428708757241e-06,1.6846003525361475e-05,0.00039797145376083143,-1.2273850968362073e-06,False,5.482379390464587e-06,6.363344495108336e-06,1.1017120223888455e-06,1.489462718862189e-05,0.00033073054526455703,-6.767068710878092e-07,False
all,all,grad_all_4of6,teacher_row_top50,core_gain,0.13,0.12,-2.772408849938124e-06,1.4688157028430737e-06,1.2988655073709054e-07,4.530075413788914e-06,-4.187823047563377e-06,-7.678468344166078e-05,1.298865506710519e-07,False,8.580435489902172e-07,-2.015092209761704e-07,3.056364626274899e-06,-2.979601687158606e-06,-2.2551282944149875e-05,-2.015092209381197e-07,False,6.096230454888385e-07,3.3139577160223865e-07,1.5487143663062142e-06,-1.2076819507766956e-06,-5.423340049756642e-05,3.313957716047118e-07,False,3.78907744569279e-06,5.287913360407792e-06,-2.1710891894288764e-06,1.566725255541801e-05,0.00027331831891994063,3.313957716047118e-07,False,3.5246680728517887e-06,4.755008367829383e-06,-1.644021743518742e-06,1.4173722172161618e-05,0.00030500043647324615,-2.015092209381197e-07,False,4.339420940691063e-06,5.086404139431622e-06,3.794535355927664e-07,1.2677189323628824e-05,0.00025076703597573524,1.298865506710519e-07,False
low_slack_half,raw_agree,grad_all_4of6,all,core_gain,0.13,0.12,-4.842840099827939e-06,1.4694414218752172e-06,-7.999372304556829e-07,7.423383275306783e-06,-8.95775484421879e-06,-0.00011700087071592202,-7.999372305254598e-07,False,7.490931954734492e-07,-1.199227879222775e-06,5.329505209594743e-06,-7.21590374608283e-06,-4.2076813347918796e-05,-1.1992278793725777e-06,False,7.451303676297982e-07,3.992906488781145e-07,2.15402561520861e-06,-1.6391123378589612e-06,-7.492405736797547e-05,3.9929064884265807e-07,False,5.835055672420708e-06,8.38383089307726e-06,-4.24123094577844e-06,2.5025621756435967e-05,0.0004153477841378206,3.9929064884265807e-07,False,5.476607796151001e-06,6.785312364754326e-06,-1.4805888034485903e-06,1.9596596674165134e-05,0.000448195028157794,-1.1992278793725777e-06,False,6.27044432321977e-06,7.18460301363244e-06,6.98270492427433e-07,1.784717345421072e-05,0.00037327097078979077,-7.999372305254598e-07,False
