role,file,hidden_block_id,n_rows,mean_abs_logit_move,posterior_ce_delta_vs_mixmin,posterior_direction_agreement,posterior_mean_abs_shift,raw05_mean_abs_shift_vs_stage2,move_abs_Q1,posterior_ce_delta_Q1,move_abs_Q2,posterior_ce_delta_Q2,move_abs_Q3,posterior_ce_delta_Q3,move_abs_S1,posterior_ce_delta_S1,move_abs_S2,posterior_ce_delta_S2,move_abs_S3,posterior_ce_delta_S3,move_abs_S4,posterior_ce_delta_S4
conservative_e85,submission_e85_inverse_conflict_pruned_58b23ed1.csv,id04_b4,5,0.0013863281792841464,-6.15556542229921e-05,0.6131995349621838,0.1072704608830465,0.0091988457297533,0.0,0.0,0.0,0.0,0.0,0.0,0.004662712340209008,-0.0006292522718774451,0.005041584914780017,0.0001983626923165005,0.0,0.0,0.0,0.0
conservative_e85,submission_e85_inverse_conflict_pruned_58b23ed1.csv,id04_b6,8,0.005830775571926031,-0.00016284820163189686,0.6075711705528376,0.0856085606008713,0.006836846595585,1.249000902703301e-16,2.7755575615628914e-17,4.163336342344337e-17,1.3877787807814457e-17,0.0,0.0,0.014820521878898376,-0.0014591445716198026,0.005560405838647801,0.00022884034285865218,0.020434501285935828,9.036681733784468e-05,4.683753385137379e-17,-1.3877787807814457e-17
conservative_e85,submission_e85_inverse_conflict_pruned_58b23ed1.csv,id04_b8,6,0.005222538025158934,-0.0003543822883379405,0.86624218786943,0.0946845647104709,0.0064104825851556,0.0,0.0,0.0,0.0,0.0,0.0,0.016691578484874365,-0.0020683150808368613,0.014976300871140324,-0.0008841236683352904,0.004889886820097768,0.0004717627308065871,7.170190367370803e-17,-1.850371707708594e-17
conservative_e85,submission_e85_inverse_conflict_pruned_58b23ed1.csv,id04_b10,1,0.0029088220369122286,-0.00027095845359771865,1.0,0.0839241936560549,0.006662886824269,0.0,0.0,0.0,0.0,0.0,0.0,0.020313504489486656,-0.001894548883441649,4.824976889894472e-05,-2.160291742381304e-06,0.0,0.0,0.0,0.0
conservative_e85,submission_e85_inverse_conflict_pruned_58b23ed1.csv,id04_b12,3,0.0059487336239966715,0.0003511271049765328,0.22730627458996455,0.0679891846728175,0.0084366106473485,0.0,0.0,0.0,0.0,0.0,0.0,0.01152417917914835,0.0004542126807231632,0.01360644098159867,3.3953344656204955e-05,0.016510515207229532,0.0019697237094563613,1.4802973661668753e-16,0.0
conservative_e85,submission_e85_inverse_conflict_pruned_58b23ed1.csv,id04_b14,3,0.003917151323042094,-0.00018409083613978359,0.25707750869031726,0.0875258865227083,0.0090869939321463,1.4802973661668753e-16,0.0,0.0,0.0,0.0,0.0,0.00704908052303449,-0.0017750175912580879,0.011963034354789551,0.00012611178601758718,0.008407944383470466,0.00036026995226201564,0.0,0.0
conservative_e85,submission_e85_inverse_conflict_pruned_58b23ed1.csv,id05_b2,7,0.0017208699723408668,-0.00011631995230496809,0.9934940471430072,0.0921710030206654,0.0104481831156207,5.551115123125783e-17,0.0,3.568574007723718e-17,-1.586032892321652e-17,0.0,0.0,0.003220092902369794,-0.0002427003022495195,0.008825996904015723,-0.0005715393638852016,4.440892098500626e-16,-3.9650822308041306e-17,1.586032892321652e-17,0.0
conservative_e85,submission_e85_inverse_conflict_pruned_58b23ed1.csv,id05_b4,5,0.005475507334669464,-0.00022030205878324256,0.30659584278984237,0.0943979060729235,0.0064008509942203,0.0,0.0,1.7763568394002506e-16,-2.2204460492503132e-17,0.0,0.0,0.011751374501824046,-0.003282991081007558,0.015205897723610029,0.0009908586409184794,0.011371279117251998,0.0007500180286064029,0.0,0.0
conservative_e85,submission_e85_inverse_conflict_pruned_58b23ed1.csv,id05_b6,2,0.008756883290764525,0.0002320601006198995,0.27652630831845587,0.0991531159782096,0.004615888383903,0.0,0.0,0.0,0.0,2.220446049250313e-16,-1.6653345369377348e-16,0.012160975678944641,-0.001523931008831636,0.013493878060737985,0.0007985274299068812,0.035643329295668824,0.002349824283264218,0.0,0.0
conservative_e85,submission_e85_inverse_conflict_pruned_58b23ed1.csv,id05_b8,2,0.004195680608858744,-0.0004359496390285929,1.0,0.0900759704264946,0.0089767911619437,0.0,0.0,0.0,0.0,2.220446049250313e-16,-5.551115123125783e-17,0.01118279085258167,-0.0008190943865140077,0.01818697340942843,-0.002232553086686101,8.881784197001252e-16,1.3877787807814457e-17,0.0,0.0
conservative_e85,submission_e85_inverse_conflict_pruned_58b23ed1.csv,id05_b10,5,0.0010696182767202685,-0.000208228835659103,0.9810671412069948,0.0968049477399378,0.0087711034203175,0.0,0.0,0.0,0.0,0.0,0.0,0.006103326827624958,-0.0013790514940545506,0.0013840011094167436,-7.855035555919266e-05,1.7763568394002506e-16,2.2204460492503132e-17,0.0,0.0
conservative_e85,submission_e85_inverse_conflict_pruned_58b23ed1.csv,id06_b2,8,0.00702058835568723,-0.00011809283695685025,0.5062377146457021,0.0653751396716745,0.0033387560629875,8.326672684688674e-17,2.7755575615628914e-17,0.0,0.0,6.938893903907228e-17,0.0,0.017333600656108866,-0.0012082029615272348,0.015216567706873407,-4.978803134438395e-05,0.016593950126828183,0.00043134113417363923,0.0,0.0
conservative_e85,submission_e85_inverse_conflict_pruned_58b23ed1.csv,id06_b4,5,0.0054443727996755275,-0.00018913996180894486,1.0,0.0468646619876852,0.0038818726734202,4.4408920985006264e-17,2.2204460492503132e-17,0.0,0.0,0.0,0.0,0.01952983581140897,-0.0006857330053726656,0.01858077378631968,-0.0006382467272899705,0.0,0.0,0.0,0.0
conservative_e85,submission_e85_inverse_conflict_pruned_58b23ed1.csv,id06_b6,1,0.01631932913684591,0.00022288025865920387,0.18862947180749706,0.0392688688548068,0.0036085952872445,0.0,0.0,0.0,0.0,0.0,0.0,0.021074644858749547,0.00024347701114424414,0.021548145047351586,-0.000446205022740509,0.07161251405182023,0.001762889822210692,0.0,0.0
conservative_e85,submission_e85_inverse_conflict_pruned_58b23ed1.csv,id06_b8,4,0.010371077151983306,-9.722034630507246e-05,0.34440447300007576,0.0586944132002457,0.0028909298262768,4.996003610813204e-16,0.0,0.0,0.0,0.0,0.0,0.020725366224777164,-0.0012801006119126657,0.01964697416000505,-0.0005074990365975529,0.032225199679100425,0.0011070572243747114,0.0,0.0
conservative_e85,submission_e85_inverse_conflict_pruned_58b23ed1.csv,id06_b10,6,0.007530855304484877,7.606776899361128e-05,0.37265190755802563,0.0537043449841075,0.0042195347692011,1.4802973661668753e-16,0.0,0.0,0.0,0.0,0.0,0.015524651448318974,0.0002476324703727199,0.0177288987794398,-0.0001817662872686208,0.01946243690363499,0.00046660819985117064,2.220446049250313e-16,9.25185853854297e-18
conservative_e85,submission_e85_inverse_conflict_pruned_58b23ed1.csv,id07_b2,15,0.0038229278112569104,1.6380544870360435e-05,0.41428115512200325,0.0821446475779251,0.0087918701329071,7.031412489292658e-17,1.4802973661668754e-17,0.0,0.0,8.141635513917814e-17,1.4802973661668754e-17,0.014974068729500006,0.0003660563644599657,0.008258891463531778,-0.0003396857492816189,0.003527534485766437,8.829319891414666e-05,0.0,0.0
conservative_e85,submission_e85_inverse_conflict_pruned_58b23ed1.csv,id07_b4,15,0.003620002915080576,-3.892147734313773e-05,0.45194863019261233,0.0818273182061079,0.0072053618397077,1.850371707708594e-17,-7.401486830834377e-18,6.29126380620922e-17,-1.4802973661668754e-17,0.0,0.0,0.01378976592117942,-0.000911486642625281,0.007568966995780481,0.0005829992809622375,0.003981287488604054,5.603702026110158e-05,0.0,0.0
conservative_e85,submission_e85_inverse_conflict_pruned_58b23ed1.csv,id08_b2,2,0.0029936682119008607,-4.899906798235979e-05,0.788010386766992,0.0705607059555437,0.0071260883710044,0.0,0.0,0.0,0.0,0.0,0.0,0.004637877638559065,0.0004177248049782034,0.01631779984474696,-0.0007607182808547219,0.0,0.0,0.0,0.0
conservative_e85,submission_e85_inverse_conflict_pruned_58b23ed1.csv,id08_b4,6,0.004483278480149702,-0.00045322649398620875,0.6124694688837384,0.1035214394608866,0.0099943397064749,3.700743415417188e-17,-1.850371707708594e-17,0.0,0.0,0.0,0.0,0.01381871094006791,-0.003064450161617808,0.012982545020924427,-0.00012338412269785604,0.004581693400055542,1.5248826412221176e-05,0.0,0.0
conservative_e85,submission_e85_inverse_conflict_pruned_58b23ed1.csv,id08_b6,2,0.004779277266321158,-0.0005300148139855092,0.7568999877079953,0.082431078978696,0.0062063235807116,6.661338147750939e-16,2.7755575615628914e-17,0.0,0.0,0.0,0.0,0.018762254076695906,-0.0030806802087969265,0.014692686787551534,-0.0006294234891016659,0.0,0.0,0.0,0.0
conservative_e85,submission_e85_inverse_conflict_pruned_58b23ed1.csv,id08_b8,1,0.002757958592950035,1.699778175593255e-05,0.6508210895953841,0.1116540682529143,0.0059023665082679,0.0,0.0,0.0,0.0,0.0,0.0,0.006741146834991385,0.0004210304990419633,0.012564563315658861,-0.00030204602675043546,0.0,0.0,0.0,0.0
conservative_e85,submission_e85_inverse_conflict_pruned_58b23ed1.csv,id08_b10,4,0.0039922625785952385,-0.00042064494592420183,0.8184707165277886,0.091933207406135,0.0082352660755119,1.1102230246251565e-16,0.0,0.0,0.0,8.326672684688674e-17,0.0,0.013527652325245835,-0.0025328245503090097,0.008031490989368936,2.5041509550849383e-05,0.006386694735551701,-0.0004367315807112526,0.0,0.0
conservative_e85,submission_e85_inverse_conflict_pruned_58b23ed1.csv,id08_b12,2,0.007198057974199891,-0.001185021176804373,0.7424158760190043,0.1473808025188276,0.0102838228843672,0.0,0.0,0.0,0.0,0.0,0.0,0.01714842821457202,-0.004775360198719492,0.020259239401286322,-0.003834826519034107,0.012978738203540896,0.00031503848012298663,0.0,0.0
conservative_e85,submission_e85_inverse_conflict_pruned_58b23ed1.csv,id08_b14,2,0.0030725820765724514,-0.00020677661848532227,0.9999999999999878,0.0961669412102413,0.0064958271482754,1.942890293094024e-16,0.0,0.0,0.0,0.0,0.0,0.010775663426818346,-0.0011098031566486033,0.010732411109188551,-0.0003376331727487636,0.0,0.0,6.938893903907228e-17,1.1102230246251565e-16
conservative_e85,submission_e85_inverse_conflict_pruned_58b23ed1.csv,id09_b2,14,0.003936724359400057,-0.00012995822877748934,0.5633146962284615,0.088857066490264,0.0079635051228517,1.2688263138573217e-16,3.172065784643304e-17,0.0,0.0,0.0,0.0,0.011389227026319863,-0.001012202494025021,0.016167843489480416,0.00010249489258256401,0.0,0.0,0.0,0.0
conservative_e85,submission_e85_inverse_conflict_pruned_58b23ed1.csv,id09_b4,13,0.004909132826574451,-0.0003266801978714638,0.8590039857109998,0.0858496010420479,0.0091073990335443,0.0,0.0,0.0,0.0,1.921539850312771e-17,8.540177112501205e-18,0.014429923692353805,-0.0010204565504659151,0.014245983896005988,-0.0005547307258951678,0.005688022197661308,-0.0007115741087391727,3.416070845000482e-17,0.0
conservative_e85,submission_e85_inverse_conflict_pruned_58b23ed1.csv,id10_b2,11,0.003452395549357527,-0.00037021190627810937,0.9056225185702833,0.0859231228295801,0.0093759192958821,1.5139404881252134e-17,2.0185873175002847e-17,1.0092936587501423e-17,1.0092936587501423e-17,0.0,0.0,0.011413558526100804,-0.00263205525084845,0.006060656699336884,0.00013631970484518816,0.006692553620064923,-9.574779794353405e-05,5.0464682937507114e-17,0.0
conservative_e85,submission_e85_inverse_conflict_pruned_58b23ed1.csv,id10_b4,11,0.005549477796360998,-0.00022319657578002953,0.6350897444896793,0.1072575836720002,0.0102612927997426,5.2987917084382473e-17,2.0185873175002847e-17,0.0,0.0,4.0371746350005693e-17,1.0092936587501423e-17,0.008593436296287355,-0.0011457449622039974,0.020866598089288688,-0.0005708549630455821,0.009386310188950848,0.0001542238947893424,0.0,0.0
max_upside_e86,submission_e86_e85_consensus_a3f7c96f.csv,id01_b2,14,0.006550928141980495,-0.0006161657414657812,0.8470769303348454,0.1017717135141591,0.0080049951218664,1.5860328923216522e-16,7.137148015447435e-17,0.002220919892139358,-0.0001195686383102206,3.172065784643304e-17,-7.93016446160826e-18,0.01739320475642548,-0.004079727987043901,0.013927972112747407,3.7467184170168555e-05,0.012314400232551006,-0.00015133074907657966,3.172065784643304e-17,0.0
max_upside_e86,submission_e86_e85_consensus_a3f7c96f.csv,id01_b4,13,0.006108987282499555,-0.0004559273984392719,0.6790725565506932,0.0939035425466894,0.0072914045049461,0.0,0.0,1.6439840941564819e-16,0.0,0.0,0.0,0.011989540283978452,-0.00302927319114597,0.019048804662950024,0.00011809624727108738,0.011724566030568245,-0.0002803148452000205,0.0,0.0
max_upside_e86,submission_e86_e85_consensus_a3f7c96f.csv,id02_b2,16,0.006612383734103193,-0.000272710564183917,0.8806957598260157,0.0567088343616631,0.0063470532987304,7.632783294297951e-17,1.3877787807814457e-17,6.938893903907228e-17,0.0,6.938893903907228e-17,0.0,0.020065916003330943,-0.001342318508722096,0.016289309193072435,-0.000222439290125883,0.009931460942318754,-0.0003442161504394539,0.0,0.0
max_upside_e86,submission_e86_e85_consensus_a3f7c96f.csv,id02_b4,16,0.007078779586071758,-0.0002622324570074387,0.6772082383251765,0.0695193383059009,0.0048919516460677,0.0,0.0,1.5959455978986625e-16,6.938893903907228e-18,7.632783294297951e-17,0.0,0.023564577913800167,-0.0010309636937438898,0.012008327210774439,-0.000241226988139831,0.013978551977927411,-0.0005634365171683642,5.551115123125783e-17,6.938893903907228e-18
max_upside_e86,submission_e86_e85_consensus_a3f7c96f.csv,id03_b2,11,0.0038483875876172443,-0.00018109503143791557,0.6576075166372862,0.0740440825026434,0.0069767550191783,0.0,0.0,0.003321552853492055,-0.00012751261013459065,2.220446049250313e-16,-1.0092936587501423e-17,0.01497147200105497,-0.0016735160030962517,0.008645688258773017,0.0005333633931654536,2.837061393892978e-16,-1.0092936587501423e-17,1.6148698540002277e-16,0.0
max_upside_e86,submission_e86_e85_consensus_a3f7c96f.csv,id03_b4,10,0.005229091581822314,-0.00021098091674337516,0.40607237589069983,0.0715297756478173,0.0083441305661244,4.4408920985006264e-17,-1.1102230246251566e-17,2.997602166487923e-16,-3.3306690738754695e-17,3.3306690738754695e-17,-1.1102230246251566e-17,0.014118687439259713,-0.0017912572445764052,0.018414967414494842,0.00019596647055749594,0.004069986219001155,0.00011842435681532759,1.1102230246251565e-16,1.1102230246251566e-17
max_upside_e86,submission_e86_e85_consensus_a3f7c96f.csv,id04_b2,1,0.005753455140234097,-0.0001796216012877843,0.5069912208986107,0.0877737762708789,0.0106237831622173,0.0,0.0,0.0,0.0,0.0,0.0,0.020418658721528704,-0.0025759204522074475,0.019855527260109973,0.0013185692431929574,0.0,0.0,0.0,0.0
max_upside_e86,submission_e86_e85_consensus_a3f7c96f.csv,id04_b4,5,0.0017365032700973114,-7.903359285952e-05,0.6255888479497138,0.1072704608830465,0.0091988457297533,8.881784197001253e-17,0.0,1.7763568394002506e-16,0.0,0.0,0.0,0.005928353870396874,-0.0007934605749789769,0.006227169020283951,0.0002402254249623148,8.743006318923108e-17,2.2204460492503132e-17,0.0,0.0
max_upside_e86,submission_e86_e85_consensus_a3f7c96f.csv,id04_b6,8,0.006797493735072888,-0.00020666373126957543,0.6201101461643491,0.0856085606008713,0.006836846595585,1.249000902703301e-16,2.7755575615628914e-17,1.0408340855860843e-16,0.0,0.0,0.0,0.018745456647989173,-0.001833476317941972,0.006752837951522428,0.0002785982192141656,0.022084161545998335,0.00010823197984076438,4.683753385137379e-17,-1.3877787807814457e-17
max_upside_e86,submission_e86_e85_consensus_a3f7c96f.csv,id04_b8,6,0.0073193664691913254,-0.0005044252501744553,0.8968559577931696,0.0946845647104709,0.0064104825851556,0.0,0.0,0.006631823661385677,-0.00038014489230016785,0.0,0.0,0.020843809825205225,-0.0025750829709775733,0.01847528848956953,-0.0010871449590884041,0.005284643308178701,0.0005113960711449761,1.4224732503009818e-16,-1.850371707708594e-17
max_upside_e86,submission_e86_e85_consensus_a3f7c96f.csv,id04_b10,1,0.0036327770011063292,-0.0003358561350761243,0.9974496162601673,0.0839241936560549,0.006662886824269,0.0,0.0,0.0,0.0,0.0,0.0,0.025364584179985883,-0.0023538975110443117,6.485482775842044e-05,2.9045655114412483e-06,0.0,0.0,0.0,0.0
max_upside_e86,submission_e86_e85_consensus_a3f7c96f.csv,id04_b12,3,0.007069612860481702,0.0003982345474680841,0.2340969879023528,0.0679891846728175,0.0084366106473485,0.0,0.0,0.0,0.0,0.0,0.0,0.014563137386697308,0.000599553049616286,0.01708075729552801,5.0621197567564856e-05,0.017843395341146446,0.0021374675850927374,1.4802973661668753e-16,0.0
max_upside_e86,submission_e86_e85_consensus_a3f7c96f.csv,id04_b14,3,0.005220715197803367,-0.00020252045949992192,0.24596697870710815,0.0875258865227083,0.0090869939321463,1.4802973661668753e-16,0.0,0.0035541263614054706,0.00024085820633523713,0.0,0.0,0.008965922697952933,-0.002208362084369827,0.014938246598337387,0.00015819356429769282,0.009086710726927637,0.00039166709723744325,0.0,0.0
max_upside_e86,submission_e86_e85_consensus_a3f7c96f.csv,id05_b2,7,0.0020691953109787504,-0.0001362352314672783,0.9999999999999961,0.0921710030206654,0.0104481831156207,5.551115123125783e-17,0.0,3.568574007723718e-17,-1.586032892321652e-17,0.0,0.0,0.003975880954027941,-0.0002797253794608442,0.010508486222822569,-0.0006739212408100366,6.344131569286609e-16,-5.15460690004537e-17,1.586032892321652e-17,0.0
max_upside_e86,submission_e86_e85_consensus_a3f7c96f.csv,id05_b4,5,0.006519884573531731,-0.00028947667413359936,0.31936009630854884,0.0943979060729235,0.0064008509942203,0.0,0.0,2.1094237467877973e-16,-2.2204460492503132e-17,0.0,0.0,0.014587857580993143,-0.004071952574144255,0.01876206142940704,0.0012323797357553178,0.012289273004321722,0.0008132361194537641,0.0,0.0
max_upside_e86,submission_e86_e85_consensus_a3f7c96f.csv,id05_b6,2,0.010015306273587503,0.0002463942252379166,0.2972676783312131,0.0991531159782096,0.004615888383903,0.0,0.0,0.0,0.0,4.440892098500626e-16,-1.6653345369377348e-16,0.015113859692695575,-0.0018239993507793428,0.016472498655481893,0.0009972588669908966,0.03852078556693461,0.002551500060454029,0.0,0.0
max_upside_e86,submission_e86_e85_consensus_a3f7c96f.csv,id05_b8,2,0.005029345507350987,-0.0005231318438445182,0.9968977114542652,0.0900759704264946,0.0089767911619437,0.0,0.0,5.967448757360216e-16,0.0,2.220446049250313e-16,-5.551115123125783e-17,0.012819146550059002,-0.000920528088455691,0.0223862720013962,-0.0027413948184558945,8.881784197001252e-16,1.3877787807814457e-17,0.0,0.0
max_upside_e86,submission_e86_e85_consensus_a3f7c96f.csv,id05_b10,5,0.0012830503035876223,-0.00025504576952462,0.9673439969950878,0.0968049477399378,0.0087711034203175,0.0,0.0,1.3322676295501878e-16,2.2204460492503132e-17,0.0,0.0,0.007668723526009852,-0.0017280293847373729,0.0013126285991027942,-5.729100193501147e-05,5.773159728050814e-16,2.2204460492503132e-17,0.0,0.0
max_upside_e86,submission_e86_e85_consensus_a3f7c96f.csv,id06_b2,8,0.009101802612624606,-0.00015049505800645974,0.5099294625932919,0.0653751396716745,0.0033387560629875,8.326672684688674e-17,2.7755575615628914e-17,0.005443876990527528,5.265487607790387e-05,1.3877787807814457e-16,-2.0816681711721685e-17,0.021574933569021244,-0.0015231537576333512,0.018760241836547675,-5.177277600732638e-05,0.01793356589227524,0.0004688062515175659,3.3306690738754696e-16,-1.734723475976807e-17
max_upside_e86,submission_e86_e85_consensus_a3f7c96f.csv,id06_b4,5,0.007629417685588408,-0.0002645188543167829,0.963398026442348,0.0468646619876852,0.0038818726734202,4.4408920985006264e-17,2.2204460492503132e-17,0.006335718179966632,-0.00022311986203238376,0.0,0.0,0.023816763721307234,-0.0008348006524123902,0.02325344189784495,-0.0007937114657727284,0.0,0.0,0.0,0.0
max_upside_e86,submission_e86_e85_consensus_a3f7c96f.csv,id06_b6,1,0.0184300560547859,0.00023863119425862018,0.20352460251033974,0.0392688688548068,0.0036085952872445,0.0,0.0,0.0,0.0,0.0,0.0,0.02535987091981795,0.00029650138038456175,0.026256788829555067,-0.0005403043276618891,0.0773937326341283,0.0019142213070876685,0.0,0.0
max_upside_e86,submission_e86_e85_consensus_a3f7c96f.csv,id06_b8,4,0.013401739329826896,-0.00015556680399225753,0.4271505117097245,0.0586944132002457,0.0028909298262768,4.996003610813204e-16,0.0,0.009031813892586255,-1.973534712973457e-05,0.0,0.0,0.02571181153328609,-0.00164560818748348,0.024241836688053575,-0.0006244605607802559,0.03482671319486186,0.0012008364674476676,0.0,0.0
max_upside_e86,submission_e86_e85_consensus_a3f7c96f.csv,id06_b10,6,0.01062169709549146,0.00017318774183994653,0.32433002177245374,0.0537043449841075,0.0042195347692011,1.4802973661668753e-16,0.0,0.012179490296484574,0.0006064145279161363,0.0,0.0,0.01935923797337317,0.0003100722091594436,0.021779528182414392,-0.00021066659841939098,0.021033623216167713,0.0005064940542234275,2.220446049250313e-16,9.25185853854297e-18
max_upside_e86,submission_e86_e85_consensus_a3f7c96f.csv,id07_b2,15,0.004812867502268778,2.55319162309655e-05,0.4101271753233707,0.0821446475779251,0.0087918701329071,7.031412489292658e-17,1.4802973661668754e-17,0.000990053210981116,4.6095402178569776e-05,1.0732155904709847e-16,2.2204460492503132e-17,0.01872865914824528,0.00046993529982846484,0.010159050751464626,-0.00043385393006850994,0.0038123094051902323,9.654664167820422e-05,2.2204460492503132e-17,-7.401486830834377e-18
max_upside_e86,submission_e86_e85_consensus_a3f7c96f.csv,id07_b4,15,0.005754684476138457,1.1160748554974097e-06,0.43767182561450885,0.0818273182061079,0.0072053618397077,2.960594732333751e-17,0.0,0.009599827165824637,0.0004731142674645768,0.0,0.0,0.01715784697668985,-0.0012429031937109794,0.009222423680635184,0.0007153418963853427,0.004302693509819474,6.225955384954925e-05,2.2204460492503132e-17,-7.401486830834377e-18
max_upside_e86,submission_e86_e85_consensus_a3f7c96f.csv,id08_b2,2,0.0037971521708155564,-5.9886724614290265e-05,0.783754942378361,0.0705607059555437,0.0071260883710044,0.0,0.0,0.0,0.0,0.0,0.0,0.00616617987882398,0.0005312644062311911,0.020413885316884914,-0.0009504714785312229,0.0,0.0,0.0,0.0
max_upside_e86,submission_e86_e85_consensus_a3f7c96f.csv,id08_b4,6,0.0061615927622614515,-0.0006030913976120254,0.6683245604752951,0.1035214394608866,0.0099943397064749,3.700743415417188e-17,-1.850371707708594e-17,0.004751144954249424,-0.00022952545600742522,0.0,0.0,0.017385349879570387,-0.003861089492592821,0.01604308481184616,-0.00014880397735154519,0.004951569690164155,1.7779142667632513e-05,0.0,0.0
max_upside_e86,submission_e86_e85_consensus_a3f7c96f.csv,id08_b6,2,0.0069915458864487955,-0.0006466187182296976,0.6455241368842688,0.082431078978696,0.0062063235807116,6.661338147750939e-16,2.7755575615628914e-17,0.006888770601786498,4.111320990096701e-05,0.0,0.0,0.02365495005428897,-0.003785997787897899,0.018397100549065182,-0.0007814464496109785,2.498001805406602e-16,0.0,0.0,0.0
max_upside_e86,submission_e86_e85_consensus_a3f7c96f.csv,id08_b8,1,0.0036208714624639577,3.286600845676351e-05,0.6207812486303873,0.1116540682529143,0.0059023665082679,0.0,0.0,0.0,0.0,0.0,0.0,0.00961171648405812,0.0006021765941492396,0.015734383753189585,-0.00037211453495189506,0.0,0.0,0.0,0.0
max_upside_e86,submission_e86_e85_consensus_a3f7c96f.csv,id08_b10,4,0.004868886790680572,-0.0005130817808829045,0.8142142829185117,0.091933207406135,0.0082352660755119,1.1102230246251565e-16,0.0,1.6653345369377348e-16,0.0,8.326672684688674e-17,0.0,0.016993596033126356,-0.0031495529223391494,0.01018632422233013,2.8252930304867307e-05,0.006902287279307154,-0.00047027247414604956,0.0,0.0
max_upside_e86,submission_e86_e85_consensus_a3f7c96f.csv,id08_b12,2,0.008645424373788315,-0.001485604089608707,0.7682258545651086,0.1473808025188276,0.0102838228843672,0.0,0.0,0.0,0.0,0.0,0.0,0.02163249525723665,-0.0060520504137088205,0.024858974436184178,-0.004690880374034145,0.014026500923097263,0.00034370216048207336,1.1102230246251565e-16,-5.551115123125783e-17
max_upside_e86,submission_e86_e85_consensus_a3f7c96f.csv,id08_b14,2,0.003946802786000921,-0.0002632416371477962,0.9999999999999825,0.0961669412102413,0.0064958271482754,1.942890293094024e-16,0.0,2.220446049250313e-16,0.0,0.0,0.0,0.013736685608905924,-0.0014092861292661074,0.013890933893100036,-0.000433405330768577,0.0,0.0,6.938893903907228e-17,1.1102230246251565e-16
max_upside_e86,submission_e86_e85_consensus_a3f7c96f.csv,id09_b2,14,0.004882180146012457,-0.00016041422223710616,0.5653123383465732,0.088857066490264,0.0079635051228517,1.2688263138573217e-16,3.172065784643304e-17,1.030921380009074e-16,7.93016446160826e-18,2.973811673103098e-17,0.0,0.013988671685592483,-0.0012601888163206335,0.020186589336494372,0.00013728926066085872,8.723180907769087e-17,-7.93016446160826e-18,0.0,0.0
max_upside_e86,submission_e86_e85_consensus_a3f7c96f.csv,id09_b4,13,0.0062516026656375566,-0.0004151718339957362,0.8691150659423165,0.0858496010420479,0.0091073990335443,0.0,0.0,0.0023269882387626675,-0.00011471347791352632,5.764619550938313e-17,8.540177112501205e-18,0.017702456805829107,-0.0013439723963997174,0.017584562125210996,-0.0006822496967422944,0.006147211489660029,-0.000765267266914624,3.416070845000482e-17,0.0
max_upside_e86,submission_e86_e85_consensus_a3f7c96f.csv,id10_b2,11,0.004726894397166514,-0.0004297002964039624,0.7785148403396038,0.0859231228295801,0.0093759192958821,1.5139404881252134e-17,2.0185873175002847e-17,0.004324656104900095,0.0001235853013386831,0.0,0.0,0.014136699062965573,-0.0032369628465796145,0.007394067715615057,0.00020360363367981233,0.007232837896684759,-9.812816326662784e-05,1.0092936587501423e-16,-1.0092936587501423e-17
max_upside_e86,submission_e86_e85_consensus_a3f7c96f.csv,id10_b4,11,0.007337589421056435,-0.00027891521676546064,0.635663562690885,0.1072575836720002,0.0102612927997426,5.2987917084382473e-17,2.0185873175002847e-17,0.005132288229087698,-1.421373735549009e-05,4.0371746350005693e-17,1.0092936587501423e-17,0.010659650994832208,-0.0014332535788982102,0.025427127534895354,-0.0006774702478566324,0.010144059188579696,0.00017253104675207798,0.0,0.0
noq2_contrast,submission_e87_noq2_source_consensus_a85c4e39.csv,id01_b2,14,0.0064166537308361265,-0.0006006587549169662,0.843870493075517,0.1017717135141591,0.0080049951218664,1.5860328923216522e-16,7.137148015447435e-17,0.0,0.0,3.172065784643304e-17,-7.93016446160826e-18,0.017395630092500173,-0.004080334216781992,0.013930595887187707,3.737454803226514e-05,0.013590350136164784,-0.00016165161566909978,3.172065784643304e-17,0.0
noq2_contrast,submission_e87_noq2_source_consensus_a85c4e39.csv,id01_b4,13,0.006282569751659945,-0.0004592956469310691,0.6879579847815024,0.0939035425466894,0.0072914045049461,0.0,0.0,3.416070845000482e-17,0.0,0.0,0.0,0.011990281206354737,-0.0030295174775487686,0.019048306472131602,0.00011810083579343579,0.012939400583133245,-0.0003036528867621513,0.0,0.0
noq2_contrast,submission_e87_noq2_source_consensus_a85c4e39.csv,id02_b2,16,0.0067611006397675965,-0.00027740176288450436,0.8833382232754834,0.0567088343616631,0.0063470532987304,7.632783294297951e-17,1.3877787807814457e-17,0.0,0.0,6.938893903907228e-17,0.0,0.020073926082321034,-0.0013426317221012698,0.01629327451272182,-0.00022258482902355603,0.01096050388333017,-0.0003765957890667186,0.0,0.0
noq2_contrast,submission_e87_noq2_source_consensus_a85c4e39.csv,id02_b4,16,0.007288208341343594,-0.0002698972328634905,0.6700472601076423,0.0695193383059009,0.0048919516460677,0.0,0.0,2.7755575615628914e-17,0.0,7.632783294297951e-17,0.0,0.02357362493128505,-0.0010311748633270185,0.012016901395732457,-0.00024152652341054813,0.015426932062387488,-0.0006165792433068737,5.551115123125783e-17,6.938893903907228e-18
