band,base_cell_gate,gradient_gate,row_gate,shape,scale,cap,translator,base_anchor_delta,translator_anchor_delta,anchor_minus_base,mean_anchor_minus_base,max_set_minus_base,min_set_minus_base,hidden_core_minus_base,hidden_all_minus_base,q2_hidden_minus_base,s3_hidden_minus_base,mean_move_minus_base,beats_base,tail_neutral_vs_base
all,raw_agree,grad_core_top50,teacher_row_top50,flat,0.095,0.12,tail_meanneg_m0.50,-2.269808446975219e-06,-2.7342850786871153e-06,-4.6447663171189646e-07,-8.593458118433261e-07,3.6143486170647776e-07,-1.9552112819898326e-06,-2.137307836444502e-05,-1.876234093638776e-05,-0.00010208918498197384,-4.752236356891926e-05,0.00021171428571428123,True,False
all,raw_agree,grad_core_top50,teacher_row_top50,flat,0.095,0.12,tail_soft_p90_m1.00,-2.269808446975219e-06,-2.565610286997533e-06,-2.958018400223139e-07,-3.643406583098141e-07,-1.077319669029464e-07,-6.26072183651516e-07,-7.730621413959415e-06,-5.9701753485511076e-06,-3.8487942284032295e-05,-1.5626407613295035e-05,7.042871337753975e-05,True,True
all,raw_agree,grad_core_top50,teacher_row_top50,flat,0.095,0.12,tail_p90_nonpos_m0.50,-2.269808446975219e-06,-2.549197847478979e-06,-2.7938940050376004e-07,-2.924488213817966e-07,-1.8961470327205632e-07,-4.888108934286706e-07,-6.438285728105342e-06,-5.128858883247315e-06,-2.772948299459288e-05,-1.7338517101866957e-05,6.51428571428539e-05,True,True
all,raw_agree,grad_core_top50,teacher_row_top50,flat,0.095,0.12,tail_soft_max_m1.00,-2.269808446975219e-06,-2.445743386703114e-06,-1.759349397278953e-07,-2.442764202026382e-07,-1.0809507733355872e-08,-4.6088596994398046e-07,-4.830837069952354e-06,-3.6454352752488786e-06,-2.3546800801382828e-05,-1.0269058688228139e-05,4.426716943570176e-05,True,True
all,raw_agree,grad_core_top50,teacher_row_top50,flat,0.095,0.12,tail_soft_p90_m0.50,-2.269808446975219e-06,-2.419421976984637e-06,-1.4961353000941813e-07,-1.8586250971619478e-07,-5.9305459099157076e-08,-3.088734737977106e-07,-3.86914693772944e-06,-2.9889239050133595e-06,-1.9263617571069203e-05,-7.820410992606663e-06,3.5214356688764454e-05,True,True
all,raw_agree,grad_core_top50,teacher_row_top50,flat,0.095,0.12,tail_max_nonpos_m1.00,-2.269808446975219e-06,-2.4042516078015552e-06,-1.3444316082633634e-07,-1.421425712688773e-07,-1.0033599351366718e-07,-2.101863756376332e-07,-1.249425695071249e-06,-8.033424837889541e-07,0.0,-8.745979865054654e-06,1.9542857142858857e-05,True,True
all,raw_agree,grad_core_top50,teacher_row_top50,flat,0.095,0.12,tail_soft_max_m0.50,-2.269808446975219e-06,-2.357569398370174e-06,-8.77609513949551e-08,-1.2398061277618666e-07,-9.00808905246464e-09,-2.2443686187312295e-07,-2.417307489177567e-06,-1.8246065917841689e-06,-1.1783070520271499e-05,-5.138081903832692e-06,2.213358471785023e-05,True,True
all,raw_agree,grad_core_top50,teacher_row_top50,flat,0.095,0.12,tail_max_nonpos_m0.50,-2.269808446975219e-06,-2.3364410222104226e-06,-6.663257523520372e-08,-7.248423572470131e-08,-5.3316080772525254e-08,-9.879577356208813e-08,-6.262374219190292e-07,-4.0319581628978085e-07,0.0,-4.383661953044626e-06,9.77142857142661e-06,True,True
all,raw_agree,grad_core_top50,teacher_row_top50,flat,0.095,0.12,uniform_q20.20_s30.00,-2.269808446975219e-06,-2.2243866226734355e-06,4.542182430178343e-08,-1.5825562749149924e-08,2.5361951017099926e-07,-3.683786519159682e-07,-1.0747345220663007e-05,-9.064878016154878e-06,-7.523141654447452e-05,0.0,0.0001003199999999962,False,False
all,raw_agree,grad_core_top50,teacher_row_top50,flat,0.095,0.12,uniform_q20.05_s30.05,-2.269808446975219e-06,-2.2148846432479274e-06,5.492380372729144e-08,-6.518221962181769e-09,2.0017295088159415e-07,-2.1539660166602914e-07,-3.8941782237456035e-06,-3.503922237278539e-06,-1.8842533265617245e-05,-8.416714300393813e-06,4.095987219038559e-05,False,False
all,raw_agree,grad_core_top50,teacher_row_top50,flat,0.095,0.12,uniform_q20.10_s30.10,-2.269808446975219e-06,-2.1599283750450837e-06,1.0988007193013516e-07,-8.468497347813297e-09,4.0680651314239924e-07,-4.4189786851944746e-07,-7.783575397768416e-06,-7.003063424810489e-06,-3.766194790627564e-05,-1.6823079877409386e-05,8.191974438077855e-05,False,False
all,raw_agree,grad_core_top50,teacher_row_top50,flat,0.095,0.12,uniform_q20.00_s30.20,-2.269808446975219e-06,-2.0705814252064414e-06,1.992270217687775e-07,1.716096731385619e-08,5.704439965947827e-07,-4.972892239107907e-07,-4.800680688976655e-06,-4.922123947600642e-06,0.0,-3.3604764822711686e-05,6.351948876157044e-05,False,False
all,raw_agree,grad_core_top50,teacher_row_top50,flat,0.095,0.12,uniform_q20.20_s30.20,-2.269808446975219e-06,-2.036346056444316e-06,2.33462390530903e-07,1.3354044536839638e-09,8.332901136887116e-07,-8.81332497648657e-07,-1.5548025909667418e-05,-1.3987001963819e-05,-7.523141654447452e-05,-3.3604764822711686e-05,0.0001638394887615675,False,False
all,raw_agree,grad_core_top50,teacher_row_top50,flat,0.095,0.12,uniform_q20.35_s30.35,-2.269808446975219e-06,-1.8167962105852808e-06,4.5301223638993804e-07,5.030467442601605e-08,1.5060613955952817e-06,-1.506565993070197e-06,-2.7158839526086886e-05,-2.442704762082936e-05,-0.00013141220009291188,-5.869967658962694e-05,0.0002867191053327572,False,False
all,raw_agree,grad_core_top50,teacher_row_top50,flat,0.095,0.12,uniform_q21.00_s31.00,-2.269808446975219e-06,-3.7974144484476113e-07,1.8900670021304578e-06,7.377178523615413e-07,4.8798456264709245e-06,-3.7529677251457727e-06,-7.697497166597733e-05,-6.916985193678685e-05,-0.00037245678126007764,-0.0001663680204017498,0.0008191974438078891,False,False
all,raw_agree,grad_core_top50,teacher_row_top50,flat,0.13,0.08,tail_meanneg_m1.00,-2.311554767153723e-06,-3.0085661218981485e-06,-6.970113547444257e-07,-1.394104061192003e-06,8.426133600858421e-07,-3.4323891680010377e-06,-3.881585481138594e-05,-3.405240406549408e-05,-0.0001853833978832098,-8.632758579656119e-05,0.00038628571428570924,True,False
all,raw_agree,grad_core_top50,teacher_row_top50,flat,0.13,0.08,tail_p90_nonpos_m1.00,-2.311554767153723e-06,-2.7936161929309478e-06,-4.820614257772249e-07,-4.980685163191723e-07,-3.1440615266831173e-07,-8.814878643681467e-07,-1.1703583171901455e-05,-9.314453490077209e-06,-5.0412057582438496e-05,-3.151302462103822e-05,0.0001188571428571393,True,True
all,raw_agree,grad_core_top50,teacher_row_top50,flat,0.13,0.08,tail_meanneg_m0.50,-2.311554767153723e-06,-2.7486388035624643e-06,-4.370840364087414e-07,-7.932096386387144e-07,3.232127504526616e-07,-1.806886293143073e-06,-1.9507854114558798e-05,-1.7126128741606905e-05,-9.318103730004967e-05,-4.337394150208396e-05,0.0001931428571428505,True,False
all,raw_agree,grad_core_top50,teacher_row_top50,flat,0.13,0.08,tail_soft_p90_m1.00,-2.311554767153723e-06,-2.5864219095339536e-06,-2.748671423802307e-07,-3.335628653289291e-07,-9.659844701914722e-08,-5.866260562870096e-07,-7.053721097188825e-06,-5.447701163507901e-06,-3.511807476003215e-05,-1.4257972920136974e-05,6.425072359827902e-05,True,True
all,raw_agree,grad_core_top50,teacher_row_top50,flat,0.13,0.08,tail_p90_nonpos_m0.50,-2.311554767153723e-06,-2.5713316408326747e-06,-2.5977687367895186e-07,-2.686839999377355e-07,-1.714327642066138e-07,-4.6227036043511305e-07,-5.875834725249662e-06,-4.681269884319731e-06,-2.5306753970361084e-05,-1.5824089106108996e-05,5.942857142856575e-05,True,True
all,raw_agree,grad_core_top50,teacher_row_top50,flat,0.13,0.08,tail_soft_max_m1.00,-2.311554767153723e-06,-2.4764453875336656e-06,-1.6489062037994273e-07,-2.2343843253391782e-07,-7.589941009022994e-09,-4.3533048799115903e-07,-4.407682314355732e-06,-3.326263622586002e-06,-2.1484376902219937e-05,-9.369399298339576e-06,4.038406881798394e-05,True,True
all,raw_agree,grad_core_top50,teacher_row_top50,flat,0.13,0.08,tail_soft_p90_m0.50,-2.311554767153723e-06,-2.4521371372321354e-06,-1.4058237007841257e-07,-1.6985414408310362e-07,-5.1493737829311215e-08,-2.963518834775414e-07,-3.5300531391058154e-06,-2.727043172279231e-06,-1.7575387764617867e-05,-7.134984209386519e-06,3.2125361799140596e-05,True,True
all,raw_agree,grad_core_top50,teacher_row_top50,flat,0.13,0.08,tail_max_nonpos_m1.00,-2.311554767153723e-06,-2.438457139763983e-06,-1.2690237261026027e-07,-1.3012682609225834e-07,-8.912534010807605e-08,-2.0646940135371494e-07,-1.1403156232325795e-06,-7.3336251820474e-07,0.0,-7.982209362628057e-06,1.782857142857081e-05,True,True
all,raw_agree,grad_core_top50,teacher_row_top50,flat,0.13,0.08,tail_soft_max_m0.50,-2.311554767153723e-06,-2.3955516821327905e-06,-8.399691497906758e-08,-1.1325250470761716e-07,-5.461335716994142e-09,-2.191697383580049e-07,-2.2054131857962567e-06,-1.6647038398875935e-06,-1.0750236281165115e-05,-4.687656019367048e-06,2.0192034408990454e-05,True,True
all,raw_agree,grad_core_top50,teacher_row_top50,flat,0.13,0.08,tail_max_nonpos_m0.50,-2.311554767153723e-06,-2.3762388481340935e-06,-6.46840809803706e-08,-6.623883663792185e-08,-4.584991619704937e-08,-1.0449605913898097e-07,-5.714261008815669e-07,-3.679495483854822e-07,0.0,-3.999982706268113e-06,8.91428571428432e-06,True,True
all,raw_agree,grad_core_top50,teacher_row_top50,flat,0.13,0.08,uniform_q20.20_s30.00,-2.311554767153723e-06,-2.2771271552812777e-06,3.442761187244514e-08,-1.645499847491294e-08,2.2870362004212552e-07,-3.523329865640079e-07,-9.806710162263421e-06,-8.271827800197654e-06,-6.864697113509455e-05,0.0,9.151999999999945e-05,False,False
all,raw_agree,grad_core_top50,teacher_row_top50,flat,0.13,0.08,uniform_q20.05_s30.05,-2.311554767153723e-06,-2.2639175227823216e-06,4.7637244371401266e-08,-5.96791194240609e-09,1.9000206130659336e-07,-2.1167760022589022e-07,-3.5593869635031083e-06,-3.204230414047683e-06,-1.7190604482769656e-05,-7.725104261779858e-06,3.7439999999996226e-05,False,False
all,raw_agree,grad_core_top50,teacher_row_top50,flat,0.13,0.08,uniform_q20.10_s30.10,-2.311554767153723e-06,-2.2124158323144627e-06,9.913893483926017e-08,-8.120023875513027e-09,3.838483279006155e-07,-4.1957195506814315e-07,-7.1147813607008725e-06,-6.404468261786065e-06,-3.436196843642492e-05,-1.544150108855058e-05,7.487999999999462e-05,False,False
all,raw_agree,grad_core_top50,teacher_row_top50,flat,0.13,0.08,uniform_q20.00_s30.20,-2.311554767153723e-06,-2.1236507657951265e-06,1.8790400135859642e-07,1.5478609727281878e-08,5.543891261616807e-07,-4.716476135202541e-07,-4.406881778912242e-06,-4.521137943120637e-06,0.0,-3.084817245252447e-05,5.8239999999995e-05,False,False
all,raw_agree,grad_core_top50,teacher_row_top50,flat,0.13,0.08,uniform_q20.20_s30.20,-2.311554767153723e-06,-2.1073631154555628e-06,2.0419165169816011e-07,-9.763887476310629e-10,7.544413166415964e-07,-8.240112331359128e-07,-1.4213591941092396e-05,-1.2792965743318237e-05,-6.864697113509455e-05,-3.084817245252447e-05,0.00014975999999999445,False,False
all,raw_agree,grad_core_top50,teacher_row_top50,flat,0.13,0.08,uniform_q20.35_s30.35,-2.311554767153723e-06,-1.929814174461697e-06,3.8174059269202587e-07,3.836042239413473e-08,1.312120851304499e-06,-1.4022976344563176e-06,-2.4831860354235236e-05,-2.234576450816614e-05,-0.00011993014863551088,-5.3892873844413325e-05,0.0002620799999999996,False,False
all,raw_agree,grad_core_top50,teacher_row_top50,flat,0.13,0.08,uniform_q21.00_s31.00,-2.311554767153723e-06,-6.771481630973852e-07,1.6344066040563376e-06,6.057729547981339e-07,4.335196899241112e-06,-3.516020058769165e-06,-7.042900649598116e-05,-6.33258755072015e-05,-0.00034015536641848754,-0.00015284767905346386,0.0007487999999999926,False,False
all,raw_agree,grad_core_top50,teacher_row_top50,flat,0.13,0.12,tail_meanneg_m1.00,-1.7466395778598098e-06,-2.526396187807478e-06,-7.797566099476683e-07,-1.8026229258172322e-06,1.5056381656997075e-06,-4.889205627134352e-06,-5.792392341616437e-05,-5.0778747297372116e-05,-0.0002766065495206915,-0.00012886091439219538,0.0005794285714285701,True,False
all,raw_agree,grad_core_top50,teacher_row_top50,flat,0.13,0.12,tail_p90_nonpos_m1.00,-1.7466395778598098e-06,-2.4047329583165578e-06,-6.580933804567479e-07,-6.880974150469399e-07,-3.675524702373423e-07,-1.2638742457049545e-06,-1.7483180774852114e-05,-1.3899486252141522e-05,-7.531568069477079e-05,-4.706658472933278e-05,0.000178285714285712,True,True
all,raw_agree,grad_core_top50,teacher_row_top50,flat,0.13,0.12,tail_meanneg_m0.50,-1.7466395778598098e-06,-2.334703311346331e-06,-5.880637334865213e-07,-1.117700062502891e-06,5.476838940143836e-07,-2.6466793913160203e-06,-2.918684109873282e-05,-2.5614253039342655e-05,-0.00013940458569336456,-6.49033019978068e-05,0.00028971428571427857,True,False
all,raw_agree,grad_core_top50,teacher_row_top50,flat,0.13,0.12,tail_soft_p90_m1.00,-1.7466395778598098e-06,-2.152618492790026e-06,-4.059789149302162e-07,-4.911236974880495e-07,-1.4170772988375546e-07,-8.739791897971472e-07,-1.0571006754056533e-05,-8.161975296167847e-06,-5.262808381970019e-05,-2.136896345840411e-05,9.637613409557624e-05,True,True
all,raw_agree,grad_core_top50,teacher_row_top50,flat,0.13,0.12,tail_p90_nonpos_m0.50,-1.7466395778598098e-06,-2.1350804989550554e-06,-3.8844092109524553e-07,-3.882922066100747e-07,-2.5806273951101133e-07,-6.80416791576377e-07,-8.795723775462116e-06,-7.003876514120671e-06,-3.788460150622175e-05,-2.3685464921888166e-05,8.914285714285144e-05,True,True
all,raw_agree,grad_core_top50,teacher_row_top50,flat,0.13,0.12,tail_soft_max_m1.00,-1.7466395778598098e-06,-1.991456618166687e-06,-2.4481704030687723e-07,-3.305565943190203e-07,-1.1074425154689038e-08,-6.502311423739471e-07,-6.6068088280801796e-06,-4.984680056354036e-06,-3.220243414417401e-05,-1.404522765212357e-05,6.057612659622711e-05,True,True
all,raw_agree,grad_core_top50,teacher_row_top50,flat,0.13,0.12,tail_soft_p90_m0.50,-1.7466395778598098e-06,-1.9567173720203e-06,-2.1007779416049033e-07,-2.524769215916933e-07,-7.807266400039481e-08,-4.438327164679734e-07,-5.292688262409362e-06,-4.088172533453147e-06,-2.63508356487252e-05,-1.0697982187765631e-05,4.8188067047782914e-05,True,True
all,raw_agree,grad_core_top50,teacher_row_top50,flat,0.13,0.12,tail_max_nonpos_m1.00,-1.7466395778598098e-06,-1.9345956308036705e-06,-1.8795605294386064e-07,-1.9165329223636007e-07,-1.3322917880032037e-07,-3.06522730419978e-07,-1.7066571775803396e-06,-1.0962275201079692e-06,0.0,-1.19466002431734e-05,2.6742857142856864e-05,True,True
all,raw_agree,grad_core_top50,teacher_row_top50,flat,0.13,0.12,tail_soft_max_m0.50,-1.7466395778598098e-06,-1.8725296480059939e-06,-1.2589007014618403e-07,-1.6872891261954237e-07,-9.295369807205134e-09,-3.284909296796812e-07,-3.306942225361764e-06,-2.4958778394828358e-06,-1.6119326781999233e-05,-7.02926879532495e-06,3.0288063298107917e-05,True,True
all,raw_agree,grad_core_top50,teacher_row_top50,flat,0.13,0.12,tail_max_nonpos_m0.50,-1.7466395778598098e-06,-1.8433395971850786e-06,-9.670001932526873e-08,-9.847735360501986e-08,-6.960481224727033e-08,-1.5587476154266255e-07,-8.561886452596035e-07,-5.509738165075618e-07,0.0,-5.9933205166090575e-06,1.3371428571426047e-05,True,True
all,raw_agree,grad_core_top50,teacher_row_top50,flat,0.13,0.12,uniform_q20.20_s30.00,-1.7466395778598098e-06,-1.6782032415951775e-06,6.84363362646323e-08,-8.94448681787452e-09,3.6622456534018966e-07,-5.176406582263482e-07,-1.4693571553425766e-05,-1.2391248010477712e-05,-0.00010285500087392485,0.0,0.00013728000000000134,False,False
all,raw_agree,grad_core_top50,teacher_row_top50,flat,0.13,0.12,uniform_q20.05_s30.05,-1.7466395778598098e-06,-1.6732553040910148e-06,7.338427376879508e-08,-7.768203635905024e-09,2.888067078821166e-07,-3.1644844478151413e-07,-5.327670277804897e-06,-4.7936357699951415e-06,-2.5778691582406532e-05,-1.1515000362297134e-05,5.605035141842494e-05,False,False
all,raw_agree,grad_core_top50,teacher_row_top50,flat,0.13,0.12,uniform_q20.10_s30.10,-1.7466395778598098e-06,-1.5912464831346895e-06,1.553930947251203e-07,-6.982473266248235e-09,5.862434552250662e-07,-6.244737458249716e-07,-1.0646387557100567e-05,-9.57831854156828e-06,-5.151409095516257e-05,-2.3010621944763443e-05,0.00011210070283685942,False,False
all,raw_agree,grad_core_top50,teacher_row_top50,flat,0.13,0.12,uniform_q20.00_s30.20,-1.7466395778598098e-06,-1.4638206389250286e-06,2.8281893893478127e-07,2.9196842943335355e-08,8.408257989866996e-07,-6.974291431038893e-07,-6.563389810865239e-06,-6.729575322661496e-06,0.0,-4.594372867576524e-05,8.692140567372877e-05,False,False
all,raw_agree,grad_core_top50,teacher_row_top50,flat,0.13,0.12,uniform_q20.20_s30.20,-1.7466395778598098e-06,-1.4012661824214234e-06,3.453733954383864e-07,2.0252356014438533e-08,1.2070101916838993e-06,-1.21516881856909e-06,-2.125696136426325e-05,-1.9120823333139208e-05,-0.00010285500087392485,-4.594372867576524e-05,0.0002242014056737301,False,False
all,raw_agree,grad_core_top50,teacher_row_top50,flat,0.13,0.12,uniform_q20.35_s30.35,-1.7466395778598098e-06,-1.0513840451586987e-06,6.952555327011112e-07,1.2526885329045e-07,2.202905440618075e-06,-2.037825615142097e-06,-3.710566365780488e-05,-3.3367422103358635e-05,-0.0001795415982173143,-8.019804738776393e-05,0.0003923524599290357,False,False
all,raw_agree,grad_core_top50,teacher_row_top50,flat,0.13,0.12,uniform_q21.00_s31.00,-1.7466395778598098e-06,1.3924866780756773e-06,3.139126255935487e-06,1.4703222189771381e-06,7.442067120777551e-06,-4.723805204775999e-06,-0.00010485184357311716,-9.417115341735032e-05,-0.0005073448829200633,-0.0002266180220914099,0.001121007028368691,False,False
all,support60,grad_all_4of6,all,core_gain,0.07,0.08,tail_meanneg_m1.00,-1.682366856936568e-08,-3.8224962228827764e-07,-3.6542595371891196e-07,-5.804146996357673e-07,4.151603122393155e-07,-1.5033298598199352e-06,-7.622743778218366e-06,-7.853989715970021e-06,-3.1969020362010436e-05,-2.1390186085781804e-05,9.057577259256676e-05,True,False
all,support60,grad_all_4of6,all,core_gain,0.07,0.08,tail_meanneg_m0.50,-1.682366856936568e-08,-2.1055195875696597e-07,-1.937282901876003e-07,-3.005504473074794e-07,1.9628153280493166e-07,-7.607188637903661e-07,-3.821333515563463e-06,-3.936956484421449e-06,-1.6022032891110927e-05,-1.072730171761127e-05,4.5287886296283464e-05,True,False
all,support60,grad_all_4of6,all,core_gain,0.07,0.08,tail_p90_nonpos_m1.00,-1.682366856936568e-08,-1.3320656688797783e-07,-1.1638289831861215e-07,-1.608364711414012e-07,-2.221945838432049e-08,-2.546334769704117e-07,-2.219426633254251e-06,-2.0916813029562146e-06,-1.2499132493265508e-05,-3.0368539396946614e-06,2.0755196160023785e-05,True,True
all,support60,grad_all_4of6,all,core_gain,0.07,0.08,tail_soft_p90_m1.00,-1.682366856936568e-08,-9.768820108391196e-08,-8.086453251454628e-08,-1.0866520339103403e-07,6.170225441692878e-09,-2.0524212662742514e-07,-1.291303431627533e-06,-1.1431091164590043e-06,-6.714981233196804e-06,-2.32414278823756e-06,1.3186022543184596e-05,True,False
all,support60,grad_all_4of6,all,core_gain,0.07,0.08,tail_p90_nonpos_m0.50,-1.682366856936568e-08,-7.742765006923946e-08,-6.060398149987378e-08,-8.25496631051692e-08,-1.3560715994564987e-08,-1.295200801054719e-07,-1.112053080259967e-06,-1.0481804150673334e-06,-6.261683218350411e-06,-1.5226883429142468e-06,1.0377598080011784e-05,True,True
all,support60,grad_all_4of6,all,core_gain,0.07,0.08,tail_soft_max_m1.00,-1.682366856936568e-08,-5.861391128014759e-08,-4.179024271078191e-08,-6.601800917049871e-08,2.5736426212397134e-08,-1.4136822557020423e-07,-7.806368942930852e-07,-7.022325763106352e-07,-3.778134811671663e-06,-1.6863234486158563e-06,7.849236486430088e-06,True,False
all,support60,grad_all_4of6,all,core_gain,0.07,0.08,tail_soft_p90_m0.50,-1.682366856936568e-08,-5.766121202732677e-08,-4.083754345796109e-08,-5.467478236820256e-08,2.6650238682535132e-09,-1.0296122654462891e-07,-6.459778978673558e-07,-5.718807403029189e-07,-3.3593620665239854e-06,-1.1624832187834278e-06,6.593011271591349e-06,True,False
all,support60,grad_all_4of6,all,core_gain,0.07,0.08,tail_soft_max_m0.50,-1.682366856936568e-08,-3.790363833910959e-08,-2.107996976974391e-08,-3.316278351928048e-08,1.266669857891145e-08,-7.083226594151171e-08,-3.9046893005045824e-07,-3.5126677100372206e-07,-1.8898728340321913e-06,-8.434096760434606e-07,3.9246182432131735e-06,True,False
all,support60,grad_all_4of6,all,core_gain,0.07,0.08,tail_max_nonpos_m1.00,-1.682366856936568e-08,-3.3704274704504655e-08,-1.6880606135138976e-08,-3.1782167342342404e-08,7.007690538962663e-09,-4.3854406883703234e-08,-7.495510470634237e-08,-1.1945977757792505e-07,0.0,-5.246857327778631e-07,2.054261981552369e-06,True,False
all,support60,grad_all_4of6,all,core_gain,0.07,0.08,tail_max_nonpos_m0.50,-1.682366856936568e-08,-2.531702181229889e-08,-8.49335324293321e-09,-1.5960424315508703e-08,3.4860858644236714e-09,-2.1998640242770762e-08,-3.754964336688538e-08,-5.980197979673393e-08,0.0,-2.6284750355431985e-07,1.0271309907768891e-06,True,False
all,support60,grad_all_4of6,all,core_gain,0.07,0.08,uniform_q20.00_s30.20,-1.682366856936568e-08,-1.257665949161435e-08,4.247009077751329e-09,-4.843008882815525e-08,1.820157436993597e-07,-2.8902806781250234e-07,-9.595176723720122e-07,-1.218028007835391e-06,0.0,-6.716623706659597e-06,1.3363264313176449e-05,False,False
all,support60,grad_all_4of6,all,core_gain,0.07,0.08,uniform_q20.05_s30.05,-1.682366856936568e-08,-9.044535120850128e-09,7.779133448515552e-09,-1.4433144679415477e-08,6.905430094406029e-08,-9.34730296497932e-08,-7.160682608808866e-07,-7.492004780530927e-07,-3.331870081363375e-06,-1.68060774462242e-06,7.986300178548658e-06,False,False
all,support60,grad_all_4of6,all,core_gain,0.07,0.08,uniform_q20.10_s30.10,-1.682366856936568e-08,-8.782774507665181e-10,1.594539111859916e-08,-2.851750824373056e-08,1.3851056002156525e-07,-1.865932103273238e-07,-1.4317844752864683e-06,-1.4980489096189881e-06,-6.662243747707075e-06,-3.3602475789790143e-06,1.5972600357098564e-05,False,False
all,support60,grad_all_4of6,all,core_gain,0.07,0.08,uniform_q20.20_s30.20,-1.682366856936568e-08,8.942103058018347e-09,2.5765771627384026e-08,-5.5639890694791916e-08,2.786289908796036e-07,-3.717750566289979e-07,-2.862160766392563e-06,-2.9946896350972573e-06,-1.33185016581161e-05,-6.716623706659597e-06,3.194520071419545e-05,False,False
all,support60,grad_all_4of6,all,core_gain,0.07,0.08,uniform_q20.20_s30.00,-1.682366856936568e-08,1.2370326318844604e-08,2.9193994888210284e-08,-7.209802088681272e-09,9.661444988484647e-08,-8.274242557781974e-08,-1.9026430939650396e-06,-1.7766616272301466e-06,-1.33185016581161e-05,0.0,1.858193640101889e-05,False,False
all,support60,grad_all_4of6,all,core_gain,0.07,0.08,uniform_q20.35_s30.35,-1.682366856936568e-08,3.114748392540889e-08,4.797115249477457e-08,-9.370759679327989e-08,4.918215681382065e-07,-6.469016572419051e-07,-5.005084866060994e-06,-5.2370103863021335e-06,-2.329166430412033e-05,-1.1743929758514793e-05,5.5904101249844025e-05,False,False
all,support60,grad_all_4of6,all,core_gain,0.07,0.08,uniform_q21.00_s31.00,-1.682366856936568e-08,1.9585067745353513e-07,2.126743460229008e-07,-2.223940755996523e-07,1.4574694447988534e-06,-1.8024282278927828e-06,-1.4254476936814697e-05,-1.4917121280338162e-05,-6.635303240332124e-05,-3.342830615460368e-05,0.00015972600357098596,False,False
all,support60,grad_all_4of6,all,core_gain,0.07,0.12,tail_meanneg_m1.00,4.5313960583825974e-08,-4.292479677259209e-07,-4.7456192830974686e-07,-8.387727603587081e-07,6.618328977081589e-07,-2.12577731573127e-06,-1.1396038885919113e-05,-1.1739459261092152e-05,-4.784093893392405e-05,-3.193133326682973e-05,0.00013570448039079707,True,False
all,support60,grad_all_4of6,all,core_gain,0.07,0.12,tail_meanneg_m0.50,4.5313960583825974e-08,-2.1023578145040744e-07,-2.555497420342334e-07,-4.4264196308319015e-07,3.055870243517944e-07,-1.0730307594686295e-06,-5.720417751792217e-06,-5.892127939364856e-06,-2.400490877535466e-05,-1.6038015486635748e-05,6.785224019539989e-05,True,False
all,support60,grad_all_4of6,all,core_gain,0.07,0.12,tail_p90_nonpos_m1.00,4.5313960583825974e-08,-9.808136858246996e-08,-1.4339532916629594e-07,-2.3485854216964697e-07,-2.4368054907242254e-08,-3.047434540270899e-07,-3.322118688697806e-06,-3.1305006931793734e-06,-1.8712330358605644e-05,-4.5425004617100084e-06,3.113279424003573e-05,True,True
all,support60,grad_all_4of6,all,core_gain,0.07,0.12,tail_soft_p90_m1.00,4.5313960583825974e-08,-6.7982642071307e-08,-1.1329660265513297e-07,-1.619158714882829e-07,1.2889270539773179e-08,-2.9177835614291325e-07,-1.9354589398112854e-06,-1.7129506070563078e-06,-1.0066863384033953e-05,-3.4813491941732e-06,1.97690368273342e-05,True,False
all,support60,grad_all_4of6,all,core_gain,0.07,0.12,tail_p90_nonpos_m0.50,4.5313960583825974e-08,-3.160493111664664e-08,-7.691889170047261e-08,-1.2222604173217633e-07,-1.760698198349786e-08,-1.5743177828042576e-07,-1.6663249211290587e-06,-1.5705159233262304e-06,-9.383438191901128e-06,-2.280836255363905e-06,1.5566397120018137e-05,True,True
all,support60,grad_all_4of6,all,core_gain,0.07,0.12,tail_soft_max_m1.00,4.5313960583825974e-08,-1.4154614369488172e-08,-5.9468574953314146e-08,-9.852668803045361e-08,4.034615253001306e-08,-2.0595552385760385e-07,-1.1701396228080974e-06,-1.0523806333833424e-06,-5.664789076986754e-06,-2.5261882820315495e-06,1.176682143683676e-05,True,False
all,support60,grad_all_4of6,all,core_gain,0.07,0.12,tail_soft_p90_m0.50,4.5313960583825974e-08,-1.2243234648323664e-08,-5.755719523214964e-08,-8.172781817972208e-08,5.507233558077473e-09,-1.466814629758062e-07,-9.684633592577097e-07,-8.572091928822029e-07,-5.037642778149554e-06,-1.7416007367515585e-06,9.884518413668102e-06,True,False
all,support60,grad_all_4of6,all,core_gain,0.07,0.12,tail_soft_max_m0.50,4.5313960583825974e-08,1.5160909416778168e-08,-3.0153051167047806e-08,-4.960932564745946e-08,1.972027274810273e-08,-1.0333207312029913e-07,-5.854083803824572e-07,-5.265288856819755e-07,-2.8342068604247928e-06,-1.263651802044241e-06,5.883410718419599e-06,True,False
all,support60,grad_all_4of6,all,core_gain,0.07,0.12,tail_max_nonpos_m1.00,4.5313960583825974e-08,2.63885419071741e-08,-1.8925418676651873e-08,-4.7465305796912105e-08,1.1151005008258608e-08,-4.745565973518495e-08,-1.1221646348258396e-07,-1.7897347275625962e-07,0.0,-7.855152441282875e-07,3.0813929723298543e-06,True,False
