band,base_cell_gate,gradient_gate,row_gate,shape,scale,cap,translator,base_anchor_delta,translator_anchor_delta,anchor_minus_base,mean_anchor_minus_base,max_set_minus_base,min_set_minus_base,hidden_core_minus_base,hidden_all_minus_base,q2_hidden_minus_base,s3_hidden_minus_base,mean_move_minus_base,beats_base,tail_neutral_vs_base
all,all,grad_all_4of6,all,core_gain,0.13,0.08,tail_soft_max_m0.50,-3.851437630819632e-06,-3.970754091198181e-06,-1.1931646037854904e-07,-1.6951333847714523e-07,2.2645412212085603e-09,-3.211458327045946e-07,-2.316736890189963e-06,-1.799160138649114e-06,-1.067525791526025e-05,-5.541900315875203e-06,2.1472385412696793e-05,True,False
all,all,grad_all_4of6,all,core_gain,0.13,0.08,tail_max_nonpos_m0.50,-3.851437630819632e-06,-3.9475454263193654e-06,-9.610779549973358e-08,-1.0845775921808354e-07,-5.546827952507272e-08,-1.4435744921659222e-07,-5.46604825901742e-07,-3.828267963904095e-07,0.0,-3.8262337817285275e-06,1.0211585645861655e-05,True,True
all,all,grad_all_4of6,all,core_gain,0.13,0.08,uniform_q20.05_s30.05,-3.851437630819632e-06,-3.832115822666182e-06,1.9321808153449638e-08,-6.063700019875995e-08,2.2819216161096278e-07,-3.5441623691401247e-07,-4.0995102014440565e-06,-3.6499989357143036e-06,-1.834143613807515e-05,-1.0355135271714055e-05,3.941618762043006e-05,False,False
all,all,grad_all_4of6,all,core_gain,0.13,0.08,uniform_q20.20_s30.00,-3.851437630819632e-06,-3.825217557373861e-06,2.622007344577071e-08,-2.9585226490880245e-08,2.3032424045776878e-07,-3.627443100340244e-07,-1.0470568047288298e-05,-8.13855444310133e-06,-7.329397633096257e-05,0.0,9.203936161409016e-05,False,False
all,all,grad_all_4of6,all,core_gain,0.13,0.08,uniform_q20.10_s30.10,-3.851437630819632e-06,-3.809891584438674e-06,4.1546046380958046e-08,-1.1849687131526565e-07,4.5934686943027714e-07,-7.060692114313483e-07,-8.196150061395846e-06,-7.2971275299085845e-06,-3.667091158057745e-05,-2.0702138848693874e-05,7.883237524086966e-05,False,False
all,all,grad_all_4of6,all,core_gain,0.13,0.08,uniform_q20.00_s30.20,-3.851437630819632e-06,-3.7829576149395194e-06,6.848001588011243e-08,-1.962994421456088e-07,7.002237021325186e-07,-1.0383482701437075e-06,-5.9102501350771774e-06,-6.4442186763015484e-06,0.0,-4.1371750945581875e-05,6.562538886766e-05,False,False
all,all,grad_all_4of6,all,core_gain,0.13,0.08,uniform_q20.20_s30.20,-3.851437630819632e-06,-3.7583433779575515e-06,9.30942528620804e-08,-2.2588466863648904e-07,9.305446360130532e-07,-1.4010858294666306e-06,-1.638081818233772e-05,-1.4582773119371166e-05,-7.329397633096257e-05,-4.1371750945581875e-05,0.00015766475048174973,False,False
all,all,grad_all_4of6,all,core_gain,0.13,0.08,uniform_q20.35_s30.35,-3.851437630819632e-06,-3.6713326195814133e-06,1.8010501123821854e-07,-3.661344153416124e-07,1.659564871969721e-06,-2.422889098352421e-06,-2.863628921784267e-05,-2.5489710357619528e-05,-0.00012813884295984068,-7.231518156466943e-05,0.00027591331334306463,False,False
all,all,grad_all_4of6,all,core_gain,0.13,0.08,uniform_q21.00_s31.00,-3.851437630819632e-06,-3.0006377789160155e-06,8.507998519036164e-07,-6.849273311848592e-07,5.059511564931007e-06,-6.563427729755489e-06,-8.144467627704821e-05,-7.245445096215608e-05,-0.0003645550402471831,-0.00020555769369233479,0.0007883237524087638,False,False
all,all,grad_all_4of6,all,core_gain,0.13,0.12,tail_meanneg_m1.00,-4.852812633071579e-06,-6.377587162265108e-06,-1.5247745291935288e-06,-3.2122688525815235e-06,2.5975426540814084e-06,-8.462275348897208e-06,-6.999601340668127e-05,-6.1027298296569205e-05,-0.00030393338073747556,-0.00018603871310912679,0.0006593673167322295,True,False
all,all,grad_all_4of6,all,core_gain,0.13,0.12,tail_p90_nonpos_m1.00,-4.852812633071579e-06,-5.79919537346818e-06,-9.463827403966008e-07,-1.1808069722007986e-06,-5.848290930421385e-07,-1.5960389022628974e-06,-1.557019343437216e-05,-1.2482889079036758e-05,-7.019780742309467e-05,-3.879354661696921e-05,0.00015647177902105864,True,True
all,all,grad_all_4of6,all,core_gain,0.13,0.12,tail_meanneg_m0.50,-4.852812633071579e-06,-5.788724761091046e-06,-9.359121280194671e-07,-1.7845337434430064e-06,1.1112592833706358e-06,-4.427717363308936e-06,-3.518119375908735e-05,-3.069683620404712e-05,-0.0001526836351277705,-9.358472118602135e-05,0.00032968365836610544,True,False
all,all,grad_all_4of6,all,core_gain,0.13,0.12,tail_soft_p90_m1.00,-4.852812633071579e-06,-5.404676952425191e-06,-5.518643193536121e-07,-7.486494770780894e-07,-9.976322912219615e-08,-1.295566067871512e-06,-1.132255566144158e-05,-8.964538888370645e-06,-5.497683571073497e-05,-2.4281053918745465e-05,0.00010359020878618428,True,True
all,all,grad_all_4of6,all,core_gain,0.13,0.12,tail_p90_nonpos_m0.50,-4.852812633071579e-06,-5.3599452025654415e-06,-5.071325694938622e-07,-6.257443874169155e-07,-3.1266878286473343e-07,-8.514942321236063e-07,-7.824472675110883e-06,-6.2808204974412036e-06,-3.52554093900892e-05,-1.9515899335367792e-05,7.823588951052195e-05,True,True
all,all,grad_all_4of6,all,core_gain,0.13,0.12,tail_soft_max_m1.00,-4.852812633071579e-06,-5.1973463744969806e-06,-3.445337414254013e-07,-4.98297331619213e-07,2.7225270260444745e-08,-9.498930758633506e-07,-6.91559192292357e-06,-5.370421905213712e-06,-3.197545195338103e-05,-1.643369150695906e-05,6.39514166808023e-05,True,False
all,all,grad_all_4of6,all,core_gain,0.13,0.12,tail_soft_p90_m0.50,-4.852812633071579e-06,-5.140691146099385e-06,-2.878785130278061e-07,-3.8051668904692804e-07,-5.6537331594164186e-08,-6.714951858999285e-07,-5.667404138182119e-06,-4.488395751654566e-06,-2.751765875622092e-05,-1.2154170211164939e-05,5.1795104393089104e-05,True,True
all,all,grad_all_4of6,all,core_gain,0.13,0.12,tail_max_nonpos_m1.00,-4.852812633071579e-06,-5.127495348755673e-06,-2.7468271568409364e-07,-3.161164506826353e-07,-1.5160631516852874e-07,-4.1617689972017757e-07,-1.6020989946352593e-06,-1.1002245455328562e-06,0.0,-1.1214692962197015e-05,3.038315500776892e-05,True,True
all,all,grad_all_4of6,all,core_gain,0.13,0.12,tail_soft_max_m0.50,-4.852812633071579e-06,-5.027877177488094e-06,-1.7506454441651442e-07,-2.5195699449032105e-07,1.0499996871971007e-08,-4.780317534036627e-07,-3.4606154706573466e-06,-2.6880304618043965e-06,-1.600080414074223e-05,-8.223504153651029e-06,3.1975708340396813e-05,True,False
all,all,grad_all_4of6,all,core_gain,0.13,0.12,tail_max_nonpos_m0.50,-4.852812633071579e-06,-4.992753760202362e-06,-1.3994112713078266e-07,-1.6052974727287506e-07,-7.807107693658111e-08,-2.1093663071791724e-07,-8.033481518898711e-07,-5.524109273347122e-07,0.0,-5.623437063118075e-06,1.5191577503879256e-05,True,True
all,all,grad_all_4of6,all,core_gain,0.13,0.12,uniform_q20.05_s30.05,-4.852812633071579e-06,-4.833536826565066e-06,1.9275806506513504e-08,-8.995113809362465e-08,3.257468517148254e-07,-5.442192216875696e-07,-6.114525016337469e-06,-5.443787253613314e-06,-2.7420721890852873e-05,-1.5380953223148586e-05,5.867566022367977e-05,False,False
all,all,grad_all_4of6,all,core_gain,0.13,0.12,uniform_q20.20_s30.00,-4.852812633071579e-06,-4.808074521633898e-06,4.473811143768103e-08,-3.397671533011959e-08,3.3361453921632034e-07,-5.18119605330547e-07,-1.564599962669555e-05,-1.2166729070752153e-05,-0.0001095219973863415,0.0,0.00013728360985701144,False,False
all,all,grad_all_4of6,all,core_gain,0.13,0.12,uniform_q20.10_s30.10,-4.852812633071579e-06,-4.807440495246951e-06,4.537213782462857e-08,-1.7368027616093684e-07,6.57994854602606e-07,-1.0758823432155395e-06,-1.222262048292122e-05,-1.0881144957476869e-05,-5.481463102477435e-05,-3.0743712355271735e-05,0.00011735132044736994,False,False
all,all,grad_all_4of6,all,core_gain,0.13,0.12,uniform_q20.00_s30.20,-4.852812633071579e-06,-4.7733634919167045e-06,7.944914115487478e-08,-2.88493958167102e-07,1.0083900907620347e-06,-1.5840117482124327e-06,-8.773521205318602e-06,-9.569840710448594e-06,0.0,-6.141464843723021e-05,9.741903103773191e-05,False,False
all,all,grad_all_4of6,all,core_gain,0.13,0.12,uniform_q20.20_s30.20,-4.852812633071579e-06,-4.733654018540534e-06,1.1915861453104526e-07,-3.224706737192662e-07,1.3419966538030792e-06,-2.091577665952471e-06,-2.4419520831930885e-05,-2.1736569781105608e-05,-0.0001095219973863415,-6.141464843723021e-05,0.00023470264089474465,False,False
all,all,grad_all_4of6,all,core_gain,0.13,0.12,uniform_q20.35_s30.35,-4.852812633071579e-06,-4.622160129419406e-06,2.3065250365217338e-07,-4.989795503451688e-07,2.4167727584734067e-06,-3.5685708442700914e-06,-4.266663766328005e-05,-3.797147332432589e-05,-0.00019138186612521757,-0.00010728459751729869,0.0004107296215658169,False,False
all,all,grad_all_4of6,all,core_gain,0.13,0.12,uniform_q21.00_s31.00,-4.852812633071579e-06,-3.107017423231717e-06,1.7457952098398621e-06,-6.16311357726218e-07,8.146748914583668e-06,-9.323612907730094e-06,-0.0001210683385863276,-0.0001076535833321695,-0.0005433161443856582,-0.00030416222571837126,0.0011735132044737753,False,False
all,all,grad_all_4of6,all,flat,0.07,0.08,tail_meanneg_m1.00,-3.414080869790226e-06,-4.801035299428769e-06,-1.3869544296385428e-06,-2.2823466933052927e-06,8.355772415091778e-07,-5.124504869891133e-06,-3.790929113955954e-05,-3.304848077337726e-05,-0.00016838674907446172,-9.697828890223303e-05,0.00043636495335218914,True,False
all,all,grad_all_4of6,all,flat,0.07,0.08,tail_meanneg_m0.50,-3.414080869790226e-06,-4.181588255214308e-06,-7.675073854240821e-07,-1.2039081382919647e-06,3.5674840170862865e-07,-2.647326358129476e-06,-1.901813546328901e-05,-1.6587730280237523e-05,-8.446499732875368e-05,-4.8661950914505314e-05,0.00021818247667609305,True,False
all,all,grad_all_4of6,all,flat,0.07,0.08,tail_p90_nonpos_m1.00,-3.414080869790226e-06,-4.16577207018598e-06,-7.516912003957543e-07,-9.228345680956096e-07,-4.516338228954808e-07,-1.2719035388242261e-06,-8.036902973268534e-06,-6.606653251774381e-06,-3.1223105941974305e-05,-2.5035214870863798e-05,0.0001034945493850188,True,True
all,all,grad_all_4of6,all,flat,0.07,0.08,tail_soft_p90_m1.00,-3.414080869790226e-06,-3.819069643529183e-06,-4.049887737389568e-07,-5.210828668555934e-07,-1.4147250038121228e-07,-8.587167326101763e-07,-5.851227884934307e-06,-4.510733458116883e-06,-2.767025090813502e-05,-1.328834428658554e-05,6.713671374479263e-05,True,True
all,all,grad_all_4of6,all,flat,0.07,0.08,tail_p90_nonpos_m0.50,-3.414080869790226e-06,-3.796538824207829e-06,-3.824579544176032e-07,-4.73285517998967e-07,-2.3565756301913154e-07,-6.46294030071104e-07,-4.031234852236443e-06,-3.316109991523058e-06,-1.5644107540874197e-05,-1.2574536425127847e-05,5.1747274692507447e-05,True,True
all,all,grad_all_4of6,all,flat,0.07,0.08,tail_soft_max_m1.00,-3.414080869790226e-06,-3.6720192266859186e-06,-2.579383568956928e-07,-3.5423876809659305e-07,-4.816294407739008e-08,-6.126306444365071e-07,-3.5151289245749506e-06,-2.624843248739397e-06,-1.544909735928801e-05,-9.156805112722766e-06,4.127081106117215e-05,True,True
all,all,grad_all_4of6,all,flat,0.07,0.08,tail_max_nonpos_m1.00,-3.414080869790226e-06,-3.6553842173159268e-06,-2.4130334752570093e-07,-2.995570571595607e-07,-1.4428265004973184e-07,-3.8476426911238093e-07,-1.066991286741148e-06,-7.555255218909935e-07,0.0,-7.4689390070076245e-06,2.6581673185621744e-05,True,True
all,all,grad_all_4of6,all,flat,0.07,0.08,tail_soft_p90_m0.50,-3.414080869790226e-06,-3.616272214013172e-06,-2.0219134422294616e-07,-2.626121485826971e-07,-7.28951482509288e-08,-4.3142061179057833e-07,-2.927629374316343e-06,-2.2573821609116152e-06,-1.384314874494641e-05,-6.65025687526799e-06,3.35683568723987e-05,True,True
all,all,grad_all_4of6,all,flat,0.07,0.08,tail_soft_max_m0.50,-3.414080869790226e-06,-3.5428516084179407e-06,-1.2877073862771482e-07,-1.7813609565209276e-07,-2.513141539317587e-08,-3.073396719344146e-07,-1.75855217723897e-06,-1.3134093393191875e-06,-7.727886054770261e-06,-4.581979185777629e-06,2.063540553058499e-05,True,True
all,all,grad_all_4of6,all,flat,0.07,0.08,tail_max_nonpos_m0.50,-3.414080869790226e-06,-3.536369293843933e-06,-1.22288424053707e-07,-1.5205337788870565e-07,-7.409800584223802e-08,-1.9298695552727452e-07,-5.356245260379477e-07,-3.7989164360297716e-07,0.0,-3.7493716824599232e-06,1.3290836592808487e-05,True,True
all,all,grad_all_4of6,all,flat,0.07,0.08,uniform_q20.05_s30.05,-3.414080869790226e-06,-3.401484383269704e-06,1.2596486520521921e-08,-5.640186750976994e-08,2.004306401959255e-07,-3.0632372227668014e-07,-3.4867329045396023e-06,-3.189803757226153e-06,-1.5955790247434987e-05,-8.451340084009162e-06,4.024892302359213e-05,False,False
all,all,grad_all_4of6,all,flat,0.07,0.08,uniform_q20.00_s30.20,-3.414080869790226e-06,-3.3891279058728685e-06,2.495296391735735e-08,-2.0430081648648013e-07,5.584714651840628e-07,-8.80642572420598e-07,-4.82429122011796e-06,-5.190894784885261e-06,0.0,-3.377003854151961e-05,6.336366829193772e-05,False,False
all,all,grad_all_4of6,all,flat,0.07,0.08,uniform_q20.10_s30.10,-3.414080869790226e-06,-3.3864945694350723e-06,2.7586300355153526e-08,-1.1042840053487879e-07,4.032931387731864e-07,-6.102807618146855e-07,-6.9710552249580005e-06,-6.3771969303389625e-06,-3.190059344196361e-05,-1.6896793132839538e-05,8.049784604719076e-05,False,False
all,all,grad_all_4of6,all,flat,0.07,0.08,uniform_q20.20_s30.00,-3.414080869790226e-06,-3.3750406033261626e-06,3.904026646406322e-08,-7.054560713370961e-09,2.5651779422819487e-07,-3.3137775101721445e-07,-9.108176794614398e-06,-7.5538566406883846e-06,-6.375723756207874e-05,0.0,9.7632023802449e-05,False,False
all,all,grad_all_4of6,all,flat,0.07,0.08,uniform_q20.20_s30.20,-3.414080869790226e-06,-3.3493625148928174e-06,6.47183548974084e-08,-2.113553770888288e-07,8.162310535242412e-07,-1.2110948616195216e-06,-1.3932468014815624e-05,-1.2744751425621188e-05,-6.375723756207874e-05,-3.377003854151961e-05,0.0001609956920943863,False,False
all,all,grad_all_4of6,all,flat,0.07,0.08,uniform_q20.35_s30.35,-3.414080869790226e-06,-3.277198924123148e-06,1.368819456670778e-07,-3.449302956592959e-07,1.4494235592854565e-06,-2.0945663091742617e-06,-2.4356507202477617e-05,-2.2278003171402193e-05,-0.00011145979391913308,-5.903575649854331e-05,0.0002817424611651839,False,False
all,all,grad_all_4of6,all,flat,0.07,0.08,uniform_q21.00_s31.00,-3.414080869790226e-06,-2.699337145140035e-06,7.147437246501909e-07,-6.766994959939154e-07,4.445622009741079e-06,-5.615650639834158e-06,-6.927661922079276e-05,-6.333803627481656e-05,-0.0003170279502112683,-0.00016790838433396182,0.0008049784604719861,False,False
all,all,grad_all_4of6,all,flat,0.07,0.12,tail_meanneg_m1.00,-4.205372425625242e-06,-6.03423521416957e-06,-1.8288627885443276e-06,-3.2096001906234406e-06,1.437739405418803e-06,-7.348383406546866e-06,-5.61417383920515e-05,-4.8977063877916535e-05,-0.00025032620608131384,-0.00014266596266304665,0.0006442436139702488,True,False
all,all,grad_all_4of6,all,flat,0.07,0.12,tail_meanneg_m0.50,-4.205372425625242e-06,-5.269325159762417e-06,-1.0639527341371746e-06,-1.7431618288821227e-06,5.792394637271769e-07,-3.812513017509289e-06,-2.821070871766862e-05,-2.4628371460619e-05,-0.00012575925596602922,-7.171570505777602e-05,0.000322121806985124,True,False
all,all,grad_all_4of6,all,flat,0.07,0.12,tail_p90_nonpos_m1.00,-4.205372425625242e-06,-5.257608828634908e-06,-1.0522364030096654e-06,-1.3309782717074725e-06,-6.465366053642896e-07,-1.7558703181430602e-06,-1.1886093814555965e-05,-9.729709188412356e-06,-4.6736951957476736e-05,-3.646570474438726e-05,0.00015236432400731695,True,True
all,all,grad_all_4of6,all,flat,0.07,0.12,tail_soft_p90_m1.00,-4.205372425625242e-06,-4.7780248713102935e-06,-5.726524456850512e-07,-7.671639019601884e-07,-2.0140213308206256e-07,-1.2075465150029885e-06,-8.699146577723083e-06,-6.7180410529792795e-06,-4.136601810350582e-05,-1.9528007940569636e-05,9.916671840993563e-05,True,True
all,all,grad_all_4of6,all,flat,0.07,0.12,tail_p90_nonpos_m0.50,-4.205372425625242e-06,-4.747607994515235e-06,-5.422355688899927e-07,-6.917499331127175e-07,-3.4472644760974447e-07,-8.989557033212137e-07,-5.9712359007091376e-06,-4.893043587639312e-06,-2.3441748091379555e-05,-1.8356903213528897e-05,7.618216200365631e-05,True,True
all,all,grad_all_4of6,all,flat,0.07,0.12,tail_soft_max_m1.00,-4.205372425625242e-06,-4.571679244058657e-06,-3.6630681843341506e-07,-5.230008995882329e-07,-6.646230354956373e-08,-8.70880502157334e-07,-5.219549527396561e-06,-3.899412017187916e-06,-2.3135403027729762e-05,-1.3401443664004531e-05,6.096650742619305e-05,True,True
all,all,grad_all_4of6,all,flat,0.07,0.12,tail_max_nonpos_m1.00,-4.205372425625242e-06,-4.541275623992647e-06,-3.3590319836740434e-07,-4.373589839179459e-07,-2.009632514843318e-07,-5.252831267732461e-07,-1.5330851935446699e-06,-1.0457383499458276e-06,0.0,-1.0731596354798811e-05,3.938167318561945e-05,True,True
all,all,grad_all_4of6,all,flat,0.07,0.12,tail_soft_p90_m0.50,-4.205372425625242e-06,-4.492602161287884e-06,-2.8722973566264187e-07,-3.8815887537513305e-07,-1.054827576396633e-07,-6.060319294176608e-07,-4.3540275520281835e-06,-3.3634747896225904e-06,-2.070064528664206e-05,-9.777547577527468e-06,4.9583359204968466e-05,True,True
all,all,grad_all_4of6,all,flat,0.07,0.12,tail_soft_max_m0.50,-4.205372425625242e-06,-4.388771301933048e-06,-1.8339887630780538e-07,-2.6373142958391327e-07,-3.554265604055473e-08,-4.3555282547291796e-07,-2.61194128900466e-06,-1.951872533886487e-06,-1.1574866631197667e-05,-6.708722391751687e-06,3.0483253713096525e-05,True,True
all,all,grad_all_4of6,all,flat,0.07,0.12,tail_max_nonpos_m0.50,-4.205372425625242e-06,-4.377392687882065e-06,-1.7202026225682232e-07,-2.237773483182437e-07,-1.0315855647480277e-07,-2.6691018473190553e-07,-7.713102474216083e-07,-5.276368256281502e-07,0.0,-5.3991717318402355e-06,1.9690836592808642e-05,True,True
all,all,grad_all_4of6,all,flat,0.07,0.12,uniform_q20.05_s30.05,-4.205372425625242e-06,-4.18277871006012e-06,2.2593715565122352e-08,-8.370886472874872e-08,2.984666092054056e-07,-4.460333076217182e-07,-5.168769088376157e-06,-4.72955217930719e-06,-2.376546879498398e-05,-1.2415914823996066e-05,5.9519763657083814e-05,False,False
all,all,grad_all_4of6,all,flat,0.07,0.12,uniform_q20.00_s30.20,-4.205372425625242e-06,-4.166340989764095e-06,3.9031435861147656e-08,-3.0262135330971773e-07,8.270465604587329e-07,-1.3024963998464756e-06,-7.083730603374416e-06,-7.623895166825869e-06,0.0,-4.9586114223551525e-05,9.318954033655635e-05,False,False
all,all,grad_all_4of6,all,flat,0.07,0.12,uniform_q20.10_s30.10,-4.205372425625242e-06,-4.1548961035031695e-06,5.047632212207276e-08,-1.6216830034387897e-07,6.022947732775563e-07,-8.868218658308891e-07,-1.03322166521147e-05,-9.453782833996607e-06,-4.750661132071898e-05,-2.481890524440311e-05,0.0001190395273141698,False,False
all,all,grad_all_4of6,all,flat,0.07,0.12,uniform_q20.20_s30.00,-4.205372425625242e-06,-4.124137425787211e-06,8.123499983803129e-08,-7.17248926918046e-10,3.989782727531477e-07,-4.5566549211617513e-07,-1.3559416277231229e-05,-1.1262384077480162e-05,-9.491591394023002e-05,0.0,0.00014488951429178411,False,False
all,all,grad_all_4of6,all,flat,0.07,0.12,uniform_q20.20_s30.20,-4.205372425625242e-06,-4.084709081308979e-06,1.2066334431626302e-07,-3.033386022366358e-07,1.2260363896343662e-06,-1.7570001503708355e-06,-2.0643146880550134e-05,-1.8886279244274265e-05,-9.491591394023002e-05,-4.9586114223551525e-05,0.00023807905462834046,False,False
all,all,grad_all_4of6,all,flat,0.07,0.12,uniform_q20.35_s30.35,-4.205372425625242e-06,-3.940378873412698e-06,2.649935522125446e-07,-4.757215827932981e-07,2.201864388928776e-06,-3.022700899690811e-06,-3.606962876534503e-05,-3.299511040188996e-05,-0.00016584739824243577,-8.664000311497944e-05,0.0004166383455996084,False,False
all,all,grad_all_4of6,all,flat,0.07,0.12,uniform_q21.00_s31.00,-4.205372425625242e-06,-2.760715598348895e-06,1.4446568272763471e-06,-6.767068709834234e-07,7.00183642676766e-06,-7.958781969352735e-06,-0.0001023642009476966,-9.357986276643213e-05,-0.00047068635947389303,-0.00024586304716014973,0.0011903952731417379,False,False
all,all,grad_all_4of6,all,flat,0.095,0.08,tail_meanneg_m1.00,-3.994357795522596e-06,-5.728994624254469e-06,-1.7346368287318725e-06,-2.9758339441521287e-06,1.2490375925766628e-06,-6.773986079511296e-06,-5.132522121636951e-05,-4.4728407148039305e-05,-0.000227998166687976,-0.00013127838182669382,0.0005922095795494048,True,False
