route_id,row,subject_id,sleep_date,route_name,targets,n_cells,q2_cells,s_cells,route_score,route_score_sum,route_score_mean,mean_latent_hsjepa_score,mean_context_energy,mean_shortcut_energy,mean_public_score,mean_invariant_score,mean_cell_gain,sum_cell_gain,outside_h070_cells,outside_h069_cells,h068_overlap_cells,h069_overlap_cells,target_mask,target_indices,route_rank,novelty_rank,shortcut_avoid_rank,assignment_route_score,source_cells,h082_cells,h082_row,outside_h082_cells,route_source_action_sum,route_source_action_mean,route_source_posterior_sum,route_source_posterior_mean,route_source_count_mean,route_family_count_mean,route_source_consensus_mean,route_bad_same_mean,route_bad_opp_mean,route_h079_row,route_h080_score_mean,route_move_abs_mean,route_direction_consistency,route_h050_null_cells,route_action_score,candidate_id
r021_nonq2_full,21,id01,2024-09-10,nonq2_full,"Q1,Q3,S1,S2,S3,S4",6,0,4,1.8317379022791311,3.1933971428571435,0.5322328571428573,0.5339553987070587,0.5850495238095238,0.3303690476190475,0.5006895238095238,0.5158971428571428,0.0002646829072899,0.0015880974437395,5,4,2,2,1011111,"0,2,3,4,5,6",0.832427536231884,0.8591485507246377,0.6947463768115942,0.7748958333333332,6,6,1,0,-3.556092818833996e-06,-5.926821364723326e-07,-0.0015734914219022308,-0.00026224857031703847,15.666666666666666,3.0,1.0,0.46195238095238095,0.5797142857142857,0.0,0.6161366666666668,0.051169946323625724,0.6666666666666666,0,0.73096240942029,h083_rowvector_transport_c840_c889c7e8
r087_q_subjective,87,id04,2024-09-20,q_subjective,"Q1,Q2,Q3",3,1,0,1.6233142076184068,1.7360514285714288,0.5786838095238096,0.6325038709139895,0.6514095238095238,0.3124666666666666,0.5621542857142856,0.668777142857143,0.0101495771977441,0.0304487315932324,2,2,2,1,1110000,"0,1,2",0.7454710144927537,0.46875,0.7314311594202898,0.7150905797101449,3,3,1,0,-4.041986736210769e-06,-1.3473289120702561e-06,-0.025195984803754234,-0.008398661601251411,13.666666666666666,3.0,1.0,0.2969523809523809,0.6893333333333334,1.0,0.6564238095238095,0.1393367492202194,1.0,0,0.7304574275362319,h083_rowvector_transport_c840_c889c7e8
r109_full_state,109,id05,2024-10-01,full_state,"Q1,Q2,Q3,S1,S2,S3,S4",7,1,4,1.369778385603577,2.555974285714286,0.3651391836734694,0.3442727907193319,0.470604081632653,0.3205775510204081,0.3448710204081632,0.2486171428571428,0.0002235122103791,0.0015645854726541,7,7,1,0,1111111,"0,1,2,3,4,5,6",0.6141304347826086,0.9977355072463768,0.7155797101449275,0.6572871376811593,6,6,1,1,-5.079422024902221e-06,-7.256317178431744e-07,-0.0013194941006267902,-0.00018849915723239858,9.142857142857142,1.7142857142857142,0.8571428571428571,0.29808163265306103,0.6114285714285713,0.0,0.3531934693877551,0.040276032260137686,0.6666666666666666,0,0.7212001811594203,h083_rowvector_transport_c840_c889c7e8
r068_nonq2_full,68,id03,2024-08-28,nonq2_full,"Q1,Q3,S1,S2,S3,S4",6,0,4,1.5524872934123914,2.619897142857143,0.4366495238095238,0.4316439701356301,0.4838742857142857,0.4481190476190477,0.5638371428571428,0.3950571428571429,0.0007671828279695,0.0046030969678173,4,6,2,0,1011111,"0,2,3,4,5,6",0.7096920289855072,0.9026268115942028,0.4415760869565217,0.7052445652173912,6,5,1,1,-5.72545998590835e-06,-9.54243330984725e-07,-0.003329266858319916,-0.000554877809719986,11.333333333333334,2.5,1.0,0.5679047619047618,0.4511428571428571,1.0,0.5568314285714286,0.06652196230484249,0.6666666666666666,0,0.7176154891304348,h083_rowvector_transport_c840_c889c7e8
r095_full_state,95,id04,2024-10-16,full_state,"Q1,Q2,Q3,S1,S2,S3,S4",7,1,4,1.467048633369587,2.815908571428572,0.4022726530612245,0.3881527907193319,0.503642448979592,0.3947551020408163,0.4841910204081632,0.2717371428571429,0.000584044253563,0.0040883097749414,7,7,3,0,1111111,"0,1,2,3,4,5,6",0.6630434782608695,0.9977355072463768,0.5452898550724637,0.6961865942028985,7,7,1,0,-4.445557805823185e-06,-6.350796865461694e-07,-0.0033536835470502086,-0.00047909764957860125,8.285714285714286,2.4285714285714284,1.0,0.47673469387755096,0.5354285714285715,1.0,0.5218742857142857,0.04276259505221514,0.5714285714285714,0,0.7166783126293995,h083_rowvector_transport_c840_c889c7e8
r180_nonq2_full,180,id07,2024-09-01,nonq2_full,"Q1,Q3,S1,S2,S3,S4",6,0,4,1.6082042486931385,2.720428571428571,0.4534047619047618,0.4662144463261063,0.5354019047619049,0.3848333333333333,0.459775238095238,0.4254171428571429,0.0008720238387646,0.0052321430325879,3,6,2,0,1011111,"0,2,3,4,5,6",0.7391304347826086,0.8591485507246377,0.5652173913043478,0.7246195652173912,5,5,1,1,-5.930411343942473e-06,-9.884018906570788e-07,-0.004090473508037125,-0.0006817455846728542,6.333333333333333,1.8333333333333333,0.8333333333333334,0.4691428571428571,0.4790476190476191,0.0,0.3895695238095238,0.07574987140097464,0.6,0,0.7103011775362318,h083_rowvector_transport_c840_c889c7e8
r083_q3_s_stage,83,id04,2024-09-14,q3_s_stage,"Q3,S1,S2,S3,S4",5,0,4,1.653430994408385,2.5726,0.51452,0.5077830569618176,0.565696,0.3732342857142857,0.5366000000000001,0.4032171428571429,0.0016443993021289,0.0082219965106448,3,5,2,0,11111,"2,3,4,5,6",0.7586050724637681,0.8054800724637681,0.5942028985507246,0.747925724637681,5,4,1,1,-3.692171237794379e-06,-7.384342475588758e-07,-0.00617493012631,-0.001234986025262,12.8,3.0,1.0,0.5118857142857143,0.5310857142857143,1.0,0.5983217142857143,0.08218869358089463,0.6,0,0.7089945652173912,h083_rowvector_transport_c840_c889c7e8
r008_full_state,8,id01,2024-08-10,full_state,"Q1,Q2,Q3,S1,S2,S3,S4",7,1,4,1.7613306839665033,3.4886714285714286,0.4983816326530612,0.5457797294948421,0.5391542857142857,0.3977591836734693,0.449549387755102,0.695977142857143,0.0004571242773685,0.00319986994158,5,6,3,1,1111111,"0,1,2,3,4,5,6",0.8061594202898551,0.9402173913043478,0.5366847826086957,0.7603079710144928,6,6,1,1,-5.792338645468334e-06,-8.274769493526191e-07,-0.0031575126257169994,-0.00045107323224528563,6.285714285714286,1.7142857142857142,0.8571428571428571,0.49599999999999994,0.388734693877551,0.0,0.41540938775510206,0.05741640479092202,0.5,0,0.7083740942028987,h083_rowvector_transport_c840_c889c7e8
r231_q3_s_stage,231,id10,2024-08-08,q3_s_stage,"Q3,S1,S2,S3,S4",5,0,4,1.6512797307565217,2.490665714285715,0.498133142857143,0.4431201998189603,0.5479428571428573,0.2887,0.4620628571428571,0.2357971428571427,0.0007941388624812,0.0039706943124064,5,5,2,0,11111,"2,3,4,5,6",0.7576992753623188,0.9026268115942028,0.7690217391304348,0.7625045289855072,4,4,1,1,-2.6780983352292633e-06,-5.356196670458526e-07,-0.0032859307014335,-0.0006571861402867,15.2,2.4,0.8,0.3731999999999999,0.6309714285714285,0.0,0.3784954285714286,0.08325504899913815,1.0,0,0.70546875,h083_rowvector_transport_c840_c889c7e8
r177_q3_s_stage,177,id07,2024-08-28,q3_s_stage,"Q3,S1,S2,S3,S4",5,0,4,1.1322091131194232,1.55822,0.311644,0.292202485533246,0.3676228571428571,0.5005857142857143,0.3880342857142856,0.3400171428571428,0.0003330952930756,0.0016654764653783,5,5,1,0,11111,"2,3,4,5,6",0.463768115942029,0.9026268115942028,0.360054347826087,0.5142889492753624,5,5,1,0,-0.00033198762001003583,-6.639752400200717e-05,0.008501934590757307,0.0017003869181514615,8.8,2.2,1.0,0.5992571428571428,0.36228571428571427,1.0,0.4645582857142857,0.09834782774292451,0.6,0,0.700461956521739,h083_rowvector_transport_c840_c889c7e8
r069_full_state,69,id03,2024-08-29,full_state,"Q1,Q2,Q3,S1,S2,S3,S4",7,1,4,1.069530877900419,1.880682857142857,0.2686689795918368,0.2883307499030054,0.3808391836734693,0.5059408163265305,0.322564081632653,0.4190971428571428,8.758683863778237e-05,0.0006131078704644,7,6,4,1,1111111,"0,1,2,3,4,5,6",0.4234601449275362,0.9891304347826086,0.353713768115942,0.4854483695652174,7,7,1,0,-0.0005581556805801278,-7.973652579716111e-05,0.011265578673556322,0.0016093683819366174,5.285714285714286,1.8571428571428572,1.0,0.5880408163265306,0.42734693877551017,1.0,0.42596489795918374,0.059331618535388875,0.5714285714285714,0,0.6929101966873706,h083_rowvector_transport_c840_c889c7e8
r075_q3_s_stage,75,id03,2024-09-22,q3_s_stage,"Q3,S1,S2,S3,S4",5,0,4,2.1460921507506514,3.4143742857142865,0.6828748571428573,0.7111727712475318,0.7064251428571429,0.3114199999999999,0.5846857142857143,0.820937142857143,0.0009256456893445,0.0046282284467225,2,4,3,1,11111,"2,3,4,5,6",0.9266304347826086,0.6632699275362319,0.7346014492753623,0.8327717391304348,4,4,1,1,-2.1789682978278713e-06,-4.3579365956557427e-07,-0.0046114373049941995,-0.00092228746099884,12.2,2.2,0.8,0.4413142857142856,0.5132571428571429,0.0,0.47427542857142857,0.10115777924117306,1.0,0,0.6914470108695653,h083_rowvector_transport_c840_c889c7e8
r078_q_subjective,78,id03,2024-10-06,q_subjective,"Q1,Q2,Q3",3,1,0,1.3642141756895494,1.368191428571429,0.4560638095238096,0.5153952994854181,0.5530895238095238,0.3224285714285714,0.4128819047619048,0.5712571428571428,0.0026534884799751,0.0079604654399253,2,3,2,0,1110000,"0,1,2",0.6096014492753623,0.5849184782608695,0.7124094202898551,0.629447463768116,2,2,1,1,-7.999470743179494e-06,-2.666490247726498e-06,-0.007758316086423183,-0.002586105362141061,7.666666666666667,1.6666666666666667,0.6666666666666666,0.35180952380952374,0.7260952380952381,0.0,0.23515142857142854,0.9484741150850384,1.0,0,0.6873641304347827,h083_rowvector_transport_c840_c889c7e8
r199_full_state,199,id08,2024-09-18,full_state,"Q1,Q2,Q3,S1,S2,S3,S4",7,1,4,1.4899684776340647,2.81634,0.4023342857142857,0.4502654437805565,0.5110122448979592,0.4717571428571429,0.4324016326530612,0.520677142857143,0.0008508671587249,0.0059560701110746,5,6,1,1,1111111,"0,1,2,3,4,5,6",0.676177536231884,0.9402173913043478,0.4026268115942029,0.6808378623188406,7,5,1,2,-4.807623193001397e-06,-6.868033132859138e-07,-0.004401523969831795,-0.0006287891385473993,7.0,2.2857142857142856,1.0,0.6041224489795918,0.368734693877551,1.0,0.48248204081632656,0.0424929892769022,0.7142857142857143,0,0.6819303183229815,h083_rowvector_transport_c840_c889c7e8
r125_q3_s_stage,125,id05,2024-11-18,q3_s_stage,"Q3,S1,S2,S3,S4",5,0,4,1.6885070562861688,2.6124571428571426,0.5224914285714285,0.5008321998189602,0.5790034285714285,0.2990485714285714,0.5078422857142857,0.3890571428571429,0.0009403604668885,0.0047018023344427,3,4,1,1,11111,"2,3,4,5,6",0.7767210144927537,0.7373188405797102,0.7563405797101449,0.753876811594203,4,4,1,1,-2.9171583771179835e-06,-5.834316754235967e-07,-0.004092231066696474,-0.0008184462133392948,14.6,2.4,0.8,0.3642857142857142,0.7094857142857143,0.0,0.40454000000000007,0.08940808038173842,0.5,0,0.6804166666666667,h083_rowvector_transport_c840_c889c7e8
r193_q3_s_stage,193,id08,2024-09-07,q3_s_stage,"Q3,S1,S2,S3,S4",5,0,4,1.6005300338796369,2.29188,0.458376,0.4534139141046746,0.5749348571428572,0.3518285714285714,0.4590594285714285,0.4034171428571428,0.0012309833451516,0.0061549167257581,4,3,2,2,11111,"2,3,4,5,6",0.7355072463768116,0.7373188405797102,0.6376811594202898,0.7166440217391304,4,4,1,1,-3.306891603547189e-06,-6.613783207094378e-07,-0.0061221109117728,-0.00122442218235456,11.4,2.4,0.8,0.45691428571428566,0.5306285714285714,0.0,0.35610285714285705,0.0920285328486421,1.0,0,0.6757880434782609,h083_rowvector_transport_c840_c889c7e8
r092_recovery_route,92,id04,2024-09-26,recovery_route,"Q1,S2,S3,S4",4,0,3,1.6861994951511148,2.399894285714286,0.5999735714285716,0.6151326530239472,0.6611800000000001,0.3105535714285714,0.5697671428571429,0.5188771428571428,0.0021517314591852,0.0086069258367411,2,3,1,1,1000111,"0,4,5,6",0.7744565217391305,0.5849184782608695,0.7377717391304348,0.7444565217391304,4,4,1,0,-2.1185919743760515e-06,-5.296479935940129e-07,-0.008565459750831362,-0.0021413649377078404,14.25,3.0,1.0,0.5426428571428571,0.38285714285714284,0.0,0.6331521428571429,0.11885435459820932,0.5,0,0.6658038949275362,h083_rowvector_transport_c840_c889c7e8
r055_nonq2_full,55,id02,2024-10-13,nonq2_full,"Q1,Q3,S1,S2,S3,S4",6,0,4,2.2966946877326344,4.215965714285714,0.7026609523809523,0.7085049225165826,0.733264761904762,0.2606119047619047,0.5659609523809525,0.6424371428571428,0.0010228791275833,0.0061372747654999,3,6,0,0,1011111,"0,2,3,4,5,6",0.9560688405797102,0.8591485507246377,0.8134057971014492,0.8965353260869566,6,5,1,1,6.116348851655768e-06,1.0193914752759615e-06,-0.006118135461503572,-0.0010196892435839287,14.666666666666666,2.8333333333333335,1.0,0.351,0.7014285714285714,0.0,0.7004485714285714,0.64233900645688,0.6666666666666666,0,0.6640489130434784,h083_rowvector_transport_c840_c889c7e8
r190_nonq2_full,190,id08,2024-08-13,nonq2_full,"Q1,Q3,S1,S2,S3,S4",6,0,4,1.5130353558805734,2.5068942857142855,0.4178157142857142,0.4165496844213442,0.4700304761904761,0.4182619047619047,0.4676685714285714,0.4378571428571429,0.0007267838562726,0.0043607031376361,4,5,2,1,1011111,"0,2,3,4,5,6",0.6902173913043478,0.8591485507246377,0.4968297101449275,0.6843115942028986,3,3,1,3,-8.183197166546786e-06,-1.3638661944244643e-06,-0.0038983432687128,-0.0006497238781188001,7.0,1.5,0.5,0.5454285714285714,0.4013333333333333,0.0,0.003966666666666711,0.12576175130662454,0.6666666666666666,0,0.6622848731884056,h083_rowvector_transport_c840_c889c7e8
r085_q3_s_stage,85,id04,2024-09-16,q3_s_stage,"Q3,S1,S2,S3,S4",5,0,4,1.5898966604085605,2.37142,0.474284,0.483850485533246,0.560902857142857,0.3840285714285715,0.38532,0.4877171428571428,0.0015082272894656,0.007541136447328,3,5,1,0,11111,"2,3,4,5,6",0.7305253623188406,0.8054800724637681,0.5674818840579711,0.7119474637681158,5,3,1,2,-2.482659572091198e-06,-4.965319144182396e-07,-0.005483950589563044,-0.0010967901179126088,9.8,2.6,1.0,0.49474285714285715,0.5242285714285714,1.0,0.526916,0.06134112421556516,0.8,0,0.6573211050724638,h083_rowvector_transport_c840_c889c7e8
r240_q3_s_stage,240,id10,2024-09-17,q3_s_stage,"Q3,S1,S2,S3,S4",5,0,4,1.5669456212260982,2.3924114285714286,0.4784822857142857,0.4914173426761031,0.534848,0.38592,0.3712719999999999,0.5748171428571428,0.0007425214212244,0.003712607106122,4,5,1,0,11111,"2,3,4,5,6",0.7192028985507246,0.8591485507246377,0.5634057971014492,0.6955389492753623,5,5,1,0,-1.5615032308831607e-06,-3.123006461766321e-07,-0.0036984976141921973,-0.0007396995228384394,8.2,2.4,1.0,0.4138285714285714,0.5594285714285714,0.0,0.5689177142857144,0.06802447736409149,0.6,0,0.6561209239130436,h083_rowvector_transport_c840_c889c7e8
r210_full_state,210,id09,2024-08-15,full_state,"Q1,Q2,Q3,S1,S2,S3,S4",7,1,4,1.611040252821451,3.1338771428571435,0.4476967346938776,0.4717380968417809,0.5314057142857144,0.3793530612244898,0.4837297959183673,0.4842771428571429,0.0005756144523291,0.004029301166304,4,4,4,3,1111111,"0,1,2,3,4,5,6",0.7409420289855072,0.8054800724637681,0.5778985507246377,0.7145471014492752,4,4,1,3,-4.87763948958533e-06,-6.968056413693329e-07,-0.0028714194699098,-0.0004102027814156857,7.571428571428571,1.5714285714285714,0.5714285714285714,0.5098367346938775,0.440734693877551,0.0,0.0884097959183673,0.07644109758090284,0.75,0,0.6547690217391303,h083_rowvector_transport_c840_c889c7e8
r234_q3_s_stage,234,id10,2024-08-17,q3_s_stage,"Q3,S1,S2,S3,S4",5,0,4,1.5058207671166417,2.276545714285714,0.4553091428571428,0.4531990569618174,0.5300182857142857,0.3913942857142857,0.4708548571428571,0.4175771428571428,0.00036904068799,0.0018452034399504,4,5,2,0,11111,"2,3,4,5,6",0.6865942028985508,0.8591485507246377,0.5552536231884058,0.6721014492753623,4,4,1,1,-4.871677357595197e-06,-9.743354715190393e-07,-0.0016977157367987887,-0.00033954314735975774,8.4,2.4,0.8,0.5433142857142856,0.4744,0.0,0.3513394285714286,0.056863432847875456,0.5,0,0.6543682065217392,h083_rowvector_transport_c840_c889c7e8
r164_full_state,164,id07,2024-07-26,full_state,"Q1,Q2,Q3,S1,S2,S3,S4",7,1,4,0.9939505380584216,1.7731085714285708,0.2533012244897958,0.2894597294948421,0.3798857142857142,0.6924775510204081,0.3223175510204081,0.5234514285714285,0.0009360083201989,0.0065520582413928,6,7,3,0,1111111,"0,1,2,3,4,5,6",0.3632246376811594,0.9891304347826086,0.1775362318840579,0.468143115942029,7,3,1,4,-0.0004192194976859915,-5.988849966942736e-05,0.0034317199547086214,0.0004902457078155173,5.285714285714286,1.2857142857142858,1.0,0.6362448979591837,0.35093877551020414,1.0,0.38604979591836736,0.08769203538228157,0.5714285714285714,0,0.6433132763975155,h083_rowvector_transport_c840_c889c7e8
r104_q_subjective,104,id04,2024-10-28,q_subjective,"Q1,Q2,Q3",3,1,0,1.5166053522474925,1.7217599999999995,0.5739199999999999,0.662764823294942,0.6328380952380952,0.402152380952381,0.6054019047619047,0.651837142857143,0.0014886750061978,0.0044660250185935,1,3,1,0,1110000,"0,1,2",0.6920289855072463,0.46875,0.5271739130434783,0.6395471014492753,3,3,1,0,-3.8335637588166305e-06,-1.2778545862722102e-06,-0.004416596201874999,-0.0014721987339583332,11.666666666666666,2.3333333333333335,1.0,0.5015238095238095,0.47142857142857136,0.0,0.6513866666666667,0.11053481323723013,0.6666666666666666,0,0.6407608695652173,h083_rowvector_transport_c840_c889c7e8
r010_q_subjective,10,id01,2024-08-13,q_subjective,"Q1,Q2,Q3",3,1,0,1.250064720066573,1.3060857142857143,0.4353619047619048,0.49830006139018,0.5516038095238095,0.4086095238095238,0.3836304761904762,0.592737142857143,0.0022131582662779,0.0066394747988339,2,3,0,0,1110000,"0,1,2",0.5439311594202898,0.5849184782608695,0.5153985507246377,0.5594112318840578,2,2,1,1,-7.162176530838659e-06,-2.38739217694622e-06,-0.00645325407065168,-0.002151084690217227,6.0,1.3333333333333333,0.6666666666666666,0.28533333333333327,0.5904761904761905,0.0,0.21335523809523813,0.1199453691571538,1.0,0,0.6342504528985509,h083_rowvector_transport_c840_c889c7e8
r017_recovery_route,17,id01,2024-09-05,recovery_route,"Q1,S2,S3,S4",4,0,3,1.394697766579686,1.8909828571428573,0.4727457142857143,0.4563355101668042,0.54264,0.3321321428571428,0.4569771428571428,0.3673371428571429,0.0005111073846772,0.0020444295387091,4,4,1,0,1000111,"0,4,5,6",0.6299818840579711,0.8054800724637681,0.6902173913043478,0.6488677536231884,4,4,1,0,-2.76969293000873e-06,-6.924232325021825e-07,-0.0020026562826450972,-0.0005006640706612743,9.0,2.25,1.0,0.4850714285714286,0.51,0.0,0.5567164285714286,0.057910586336446475,0.5,0,0.6289741847826087,h083_rowvector_transport_c840_c889c7e8
r089_recovery_route,89,id04,2024-09-23,recovery_route,"Q1,S2,S3,S4",4,0,3,1.7355140237225433,2.3741600000000003,0.5935400000000001,0.6259040815953756,0.6221771428571429,0.3387642857142856,0.4528228571428571,0.7767571428571429,0.00051215488279,0.0020486195311601,2,3,2,1,1000111,"0,4,5,6",0.7943840579710145,0.5849184782608695,0.6698369565217391,0.7060144927536232,3,3,1,1,-2.3971506947416474e-06,-5.992876736854119e-07,-0.0018167838209203,-0.000454195955230075,8.25,2.25,0.75,0.4474285714285714,0.4737142857142857,0.0,0.37366714285714286,0.0744646993807724,1.0,0,0.6271263586956521,h083_rowvector_transport_c840_c889c7e8
r024_nonq2_full,24,id01,2024-09-13,nonq2_full,"Q1,Q3,S1,S2,S3,S4",6,0,4,1.4728853349273952,2.403831428571429,0.4006385714285714,0.39634397013563,0.5224857142857143,0.3374690476190476,0.3455819047619047,0.4019371428571428,0.0006442855550014,0.0038657133300085,5,4,5,2,1011111,"0,2,3,4,5,6",0.6671195652173914,0.8591485507246377,0.6748188405797102,0.6779528985507246,5,5,1,1,-1.6979589389056237e-06,-2.8299315648427063e-07,-0.0036679521960315577,-0.0006113253660052596,8.666666666666666,1.6666666666666667,0.8333333333333334,0.3758571428571427,0.6734285714285714,0.0,0.33994857142857143,0.05753182588505277,0.6,0,0.626748188405797,h083_rowvector_transport_c840_c889c7e8
r151_q_subjective,151,id06,2024-08-25,q_subjective,"Q1,Q2,Q3",3,1,0,1.2413931772111473,1.3168828571428568,0.4389609523809523,0.5136257756758943,0.5081257142857143,0.569757142857143,0.5129295238095238,0.6980171428571428,0.0129410087255039,0.0388230261765118,2,3,1,0,1110000,"0,1,2",0.5375905797101449,0.5849184782608695,0.28125,0.5505298913043478,2,2,1,1,-1.5005394079192299e-05,-5.001798026397433e-06,-0.037893801964375855,-0.012631267321458618,6.333333333333333,1.3333333333333333,0.6666666666666666,0.5202857142857144,0.5613333333333334,0.0,0.21086476190476186,0.41411255889266607,1.0,0,0.6251562500000001,h083_rowvector_transport_c840_c889c7e8
r126_q3_s_stage,126,id05,2024-11-19,q3_s_stage,"Q3,S1,S2,S3,S4",5,0,4,1.4906687524360422,2.2236,0.4447199999999999,0.3933579141046746,0.4897965714285714,0.3052914285714285,0.5093977142857142,0.2253771428571428,0.0008607367576469,0.0043036837882349,4,3,3,2,11111,"2,3,4,5,6",0.677536231884058,0.7373188405797102,0.7450181159420289,0.6930344202898551,4,4,1,1,-1.6015683579193564e-06,-3.2031367158387126e-07,-0.003644842172889398,-0.0007289684345778795,12.2,2.4,0.8,0.3988571428571428,0.594742857142857,0.0,0.33724914285714286,0.07822450515028555,0.5,0,0.6207744565217391,h083_rowvector_transport_c840_c889c7e8
r158_full_state,158,id07,2024-07-20,full_state,"Q1,Q2,Q3,S1,S2,S3,S4",7,1,4,0.8917235052267912,1.5618571428571424,0.2231224489795917,0.2294768723519849,0.3399983673469387,0.7937163265306122,0.4508269387755103,0.4072314285714286,0.0007326512899768,0.0051285590298381,7,5,6,2,1111111,"0,1,2,3,4,5,6",0.2993659420289855,0.9685235507246376,0.1096014492753623,0.4267028985507247,7,4,1,3,-0.00017994633257169363,-2.5706618938813376e-05,0.005235718501167333,0.0007479597858810475,4.428571428571429,1.2857142857142858,1.0,0.7716326530612244,0.2404081632653061,1.0,0.3651848979591837,0.09080860160179612,0.5714285714285714,0,0.6192892727743271,h083_rowvector_transport_c840_c889c7e8
r020_recovery_route,20,id01,2024-09-09,recovery_route,"Q1,S2,S3,S4",4,0,3,1.368164252293972,1.8567285714285715,0.4641821428571429,0.4726155101668042,0.5380114285714286,0.4117178571428571,0.4671285714285714,0.4668571428571428,0.0009452494667891,0.0037809978671564,3,3,3,1,1000111,"0,4,5,6",0.6127717391304348,0.6632699275362319,0.509963768115942,0.6058967391304348,3,3,1,1,-3.1928009551281505e-06,-7.982002387820376e-07,-0.0034763823667645,-0.000869095591691125,12.0,2.25,0.75,0.5407857142857142,0.6332857142857142,0.0,0.31808214285714276,0.10749994695832514,0.6666666666666666,0,0.5963564311594202,h083_rowvector_transport_c840_c889c7e8
r204_q3_s_stage,204,id09,2024-08-09,q3_s_stage,"Q3,S1,S2,S3,S4",5,0,4,1.5004929122261506,2.2697342857142857,0.4539468571428571,0.4542264855332459,0.502128,0.4443685714285713,0.5262091428571429,0.4888771428571427,0.0004385383516973,0.0021926917584867,4,3,4,2,11111,"2,3,4,5,6",0.6829710144927537,0.7373188405797102,0.4479166666666667,0.6444067028985506,4,4,1,1,-3.987894948582939e-06,-7.975789897165879e-07,-0.0019749600917362883,-0.0003949920183472577,4.0,1.8,0.8,0.6214285714285713,0.34045714285714285,0.0,0.3107582857142857,0.0598805115045119,0.75,0,0.5961390398550726,h083_rowvector_transport_c840_c889c7e8
r066_full_state,66,id03,2024-08-25,full_state,"Q1,Q2,Q3,S1,S2,S3,S4",7,1,4,2.7492292798940907,5.723545714285715,0.8176493877551021,0.8456474845968829,0.8354318367346938,0.2100142857142857,0.7578522448979594,0.7341371428571427,0.0024015438150871,0.01681080670561,3,7,1,0,1111111,"0,1,2,3,4,5,6",0.9990942028985508,0.9026268115942028,0.8786231884057971,0.9634057971014492,7,7,1,0,-2.4936052593686652e-05,-3.562293227669522e-06,-0.016677190883513816,-0.0023824558405019735,18.0,2.5714285714285716,1.0,0.2859999999999999,0.729142857142857,0.0,0.8055420408163266,0.3596879989560054,0.7142857142857143,0,0.9263098473084886,h083_source_only_route_c760_33e57bab
r140_full_state,140,id06,2024-07-21,full_state,"Q1,Q2,Q3,S1,S2,S3,S4",7,1,4,2.71981988495174,5.621428571428572,0.803061224489796,0.8292817703111686,0.8332130612244899,0.1898448979591836,0.7038579591836734,0.8460171428571429,0.0016240922664599,0.0113686458652197,3,6,3,1,1111111,"0,1,2,3,4,5,6",0.9981884057971014,0.8591485507246377,0.9125905797101448,0.9552989130434784,7,7,1,0,-8.889718849674223e-06,-1.2699598356677462e-06,-0.011295220639604578,-0.0016136029485149396,17.285714285714285,2.5714285714285716,1.0,0.25224489795918353,0.8134693877551021,0.0,0.7890179591836735,0.877417767989243,0.7142857142857143,0,0.9155580357142858,h083_source_only_route_c760_33e57bab
r138_full_state,138,id06,2024-07-18,full_state,"Q1,Q2,Q3,S1,S2,S3,S4",7,1,4,2.7693797691024487,5.810302857142857,0.8300432653061225,0.8563658519438216,0.8303836734693879,0.179,0.7714432653061224,0.8047771428571429,0.0026805308265061,0.0187637157855427,3,7,3,0,1111111,"0,1,2,3,4,5,6",1.0,0.9026268115942028,0.9248188405797102,0.9705797101449276,7,7,1,0,-1.2957649302507998e-05,-1.8510927575011426e-06,-0.01867904816586156,-0.002668435452265937,16.714285714285715,2.4285714285714284,1.0,0.26579591836734684,0.7845714285714286,0.0,0.8160791836734694,0.5258715533602384,0.5714285714285714,0,0.9150931677018634,h083_source_only_route_c760_33e57bab
r195_nonq2_full,195,id08,2024-09-10,nonq2_full,"Q1,Q3,S1,S2,S3,S4",6,0,4,2.753147387578552,5.144182857142857,0.8573638095238095,0.8757344463261062,0.8760857142857145,0.1602238095238095,0.783092380952381,0.7628571428571429,0.0025737873450357,0.0154427240702142,2,5,1,1,1011111,"0,2,3,4,5,6",0.9995471014492754,0.7373188405797102,0.9393115942028986,0.9458152173913044,6,6,1,0,-1.1494454925483149e-05,-1.915742487580525e-06,-0.0153457382262825,-0.0025576230377137503,21.0,3.0,1.0,0.28238095238095234,0.7256190476190475,0.0,0.8393200000000002,0.1430114048213633,0.6666666666666666,0,0.9060235507246376,h083_source_only_route_c760_33e57bab
r133_full_state,133,id06,2024-07-12,full_state,"Q1,Q2,Q3,S1,S2,S3,S4",7,1,4,2.613932329403539,5.460505714285714,0.7800722448979591,0.8048409539846381,0.8299265306122449,0.2059979591836734,0.7581983673469388,0.6680171428571429,0.0012654336205775,0.0088580353440431,3,5,3,2,1111111,"0,1,2,3,4,5,6",0.9923007246376812,0.8054800724637681,0.8854166666666666,0.938328804347826,7,7,1,0,-2.1506367758938334e-05,-3.072338251276905e-06,-0.008784457446439024,-0.0012549224923484319,19.0,2.857142857142857,1.0,0.26208163265306117,0.6715102040816326,0.0,0.781324081632653,0.1389163426091495,0.5714285714285714,0,0.9030913561076603,h083_source_only_route_c760_33e57bab
