row,target,target_i,public_gradient,gradient_abs_rank
81,S4,6,-2.734790412936395e-05,561.0
82,Q1,0,-1.1059838791194866e-05,1388.0
82,Q2,1,-9.000205902522788e-06,1473.0
82,Q3,2,-3.0805880602210144e-05,383.0
82,S1,3,-2.5067875507830417e-05,693.0
82,S2,4,-2.9900414145346748e-05,425.0
82,S3,5,-2.429096913012387e-05,732.0
82,S4,6,-2.9251827272277142e-05,453.0
83,Q1,0,-1.7177723825820823e-05,1097.0
83,Q2,1,-5.990054909704429e-06,1571.0
83,Q3,2,-2.7862287167616237e-05,529.0
83,S1,3,-2.563925653538871e-05,660.0
83,S2,4,-2.7845934857180934e-05,531.0
83,S3,5,-2.693409223887094e-05,597.0
83,S4,6,-3.3978846948446786e-05,250.0
84,Q1,0,-1.829839383431711e-05,1045.0
84,Q2,1,-6.776809394092017e-06,1545.0
84,Q3,2,-2.8335305627104898e-05,506.0
84,S1,3,-2.849020515586456e-05,495.0
84,S2,4,-2.9380872132275008e-05,449.0
84,S3,5,-2.335013937139589e-05,788.0
84,S4,6,-2.754346324187439e-05,550.0
85,Q1,0,-1.6609132691594938e-06,1698.0
85,Q2,1,4.357515974587251e-06,1631.0
85,Q3,2,-1.3722783001981466e-05,1268.0
85,S1,3,-9.58608733044646e-06,1452.0
85,S2,4,-1.1165038748578868e-05,1379.0
85,S3,5,-1.2277018956935222e-05,1336.0
85,S4,6,-1.6478004304576996e-05,1135.0
86,Q1,0,-1.0431241561835185e-05,1413.0
86,Q2,1,-6.19518175730414e-06,1564.0
86,Q3,2,-2.725071890748548e-05,570.0
86,S1,3,-2.036809246071462e-05,958.0
86,S2,4,-3.0837489926291515e-05,381.0
86,S3,5,-3.078830117466831e-05,384.0
86,S4,6,-2.6240345202277715e-05,628.0
87,Q1,0,-1.659456628327829e-05,1125.0
87,Q2,1,-1.0660183701157469e-05,1407.0
87,Q3,2,-3.403577522017866e-05,247.0
87,S1,3,-2.706492290540056e-05,583.0
87,S2,4,-3.209560711431344e-05,318.0
87,S3,5,-2.552499968048303e-05,666.0
87,S4,6,-3.562663544239865e-05,213.0
88,Q1,0,-1.3593236533748849e-05,1278.0
88,Q2,1,-6.113431428682291e-06,1567.0
88,Q3,2,-2.7881332389919628e-05,526.0
88,S1,3,-2.808329774645204e-05,515.0
88,S2,4,-2.800903652580298e-05,519.0
88,S3,5,-2.1272236610449755e-05,908.0
88,S4,6,-3.635924298154837e-05,190.0
89,Q1,0,-7.672118543866672e-06,1514.0
89,Q2,1,3.033441654156547e-06,1671.0
89,Q3,2,-1.8849881872491548e-05,1026.0
89,S1,3,-1.4822601608309417e-05,1220.0
89,S2,4,-2.0579414191548905e-05,946.0
89,S3,5,-1.3181358158762937e-05,1293.0
89,S4,6,-2.3463209475406932e-05,784.0
90,Q1,0,-1.1277625828283799e-05,1370.0
90,Q2,1,-9.969547694362252e-06,1435.0
90,Q3,2,-4.084575776344525e-05,109.0
90,S1,3,-2.6712902280267168e-05,609.0
90,S2,4,-3.1453759664752685e-05,348.0
90,S3,5,-2.4657087226804624e-05,717.0
90,S4,6,-3.158247365748043e-05,341.0
91,Q1,0,-3.517188503691546e-05,223.0
91,Q2,1,-1.3279301357886026e-05,1289.0
91,Q3,2,-3.066100768969088e-05,388.0
91,S1,3,-2.123172476776173e-05,909.0
91,S2,4,-3.206301025058188e-05,319.0
91,S3,5,-2.761029244402464e-05,546.0
91,S4,6,-3.075032079830675e-05,385.0
92,Q1,0,-1.070402296177235e-05,1402.0
92,Q2,1,-4.820408002105389e-06,1618.0
92,Q3,2,-3.224160540664057e-05,310.0
92,S1,3,-1.5918127249397274e-05,1171.0
92,S2,4,-2.0171455128366415e-05,971.0
92,S3,5,-2.679301234712533e-05,604.0
92,S4,6,-2.7416762549607053e-05,555.0
93,Q1,0,-1.6439037612899967e-05,1138.0
93,Q2,1,-1.0734423782702297e-05,1400.0
93,Q3,2,-3.451083840591506e-05,230.0
93,S1,3,-3.989885762990454e-05,119.0
93,S2,4,-2.5617885643769438e-05,661.0
93,S3,5,-3.4373932528754626e-05,235.0
93,S4,6,-3.0856721082111025e-05,376.0
94,Q1,0,-1.0385821532675499e-05,1416.0
94,Q2,1,-1.0901219391773304e-05,1393.0
94,Q3,2,-2.3062253770780598e-05,809.0
94,S1,3,-1.8791978472133118e-05,1030.0
94,S2,4,-2.542898811793327e-05,671.0
94,S3,5,-2.5062376568237115e-05,695.0
94,S4,6,-2.9922298627667512e-05,423.0
95,Q1,0,-1.633477688294875e-05,1147.0
95,Q2,1,-2.1300733603035252e-05,905.0
95,Q3,2,-2.9017162266658613e-05,465.0
95,S1,3,-2.4839235009105696e-05,704.0
95,S2,4,-2.72092572308116e-05,573.0
95,S3,5,-2.9407444583691335e-05,447.0
95,S4,6,-3.623934608194699e-05,193.0
96,Q1,0,-9.231370350674733e-06,1463.0
96,Q2,1,-7.049470850637502e-06,1534.0
96,Q3,2,-3.096996569719534e-05,370.0
96,S1,3,-1.900132293929173e-05,1019.0
96,S2,4,-2.060850343948243e-05,944.0
96,S3,5,-2.2446664635148965e-05,840.0
96,S4,6,-2.7960296664398315e-05,520.0
97,Q1,0,-1.5048440079219689e-05,1210.0
97,Q2,1,-9.775092577215973e-06,1445.0
97,Q3,2,-3.0251689297536816e-05,411.0
97,S1,3,-2.731395826633086e-05,565.0
97,S2,4,-2.824219468513381e-05,509.0
97,S3,5,-2.183568008394883e-05,877.0
97,S4,6,-3.2608490329254646e-05,296.0
98,Q1,0,-1.0436133591429404e-05,1412.0
98,Q2,1,-7.749473546686196e-06,1508.0
98,Q3,2,-2.3771846680608348e-05,772.0
98,S1,3,-1.9003350759681656e-05,1018.0
98,S2,4,-2.053382940542155e-05,949.0
98,S3,5,-2.6089620540027373e-05,635.0
98,S4,6,-3.0406098762291033e-05,400.0
99,Q1,0,-1.2792052791386035e-05,1315.0
99,Q2,1,-6.368832516314041e-06,1559.0
99,Q3,2,-3.446340689495522e-05,231.0
99,S1,3,-2.7385240598734396e-05,559.0
99,S2,4,-2.6968622123271952e-05,590.0
99,S3,5,-2.7343415198118727e-05,563.0
99,S4,6,-3.584041199814077e-05,207.0
100,Q1,0,-1.2370798294015591e-05,1330.0
100,Q2,1,-4.8893419979910825e-06,1615.0
100,Q3,2,-2.700048317451689e-05,589.0
100,S1,3,-2.283476871351786e-05,820.0
100,S2,4,-2.071731620720537e-05,935.0
100,S3,5,-2.6406194885892666e-05,620.0
100,S4,6,-2.526881519643894e-05,683.0
101,Q1,0,-1.8898506083637573e-05,1022.0
101,Q2,1,-6.0895465827715755e-06,1569.0
101,Q3,2,-2.8031508510519957e-05,518.0
101,S1,3,-2.421904673605095e-05,739.0
101,S2,4,-2.1819764846296268e-05,881.0
101,S3,5,-2.18252817894995e-05,880.0
101,S4,6,-3.324935454058367e-05,274.0
102,Q1,0,-1.8566472549837627e-05,1036.0
102,Q2,1,-8.209491039609545e-06,1497.0
102,Q3,2,-2.6118827110218802e-05,633.0
102,S1,3,-2.6753067725548025e-05,605.0
102,S2,4,-2.5474072568991506e-05,669.0
102,S3,5,-2.063736306852674e-05,941.0
102,S4,6,-2.8803191233366238e-05,480.0
103,Q1,0,-1.8493549195706657e-05,1040.0
103,Q2,1,-6.2765932464123005e-06,1561.0
103,Q3,2,-2.9118853208473238e-05,461.0
103,S1,3,-2.4962702463237843e-05,700.0
103,S2,4,-1.995629793302523e-05,984.0
103,S3,5,-1.8087219718433797e-05,1058.0
103,S4,6,-3.8377202605935727e-05,143.0
104,Q1,0,2.4530376004389732e-06,1685.0
104,Q2,1,4.022945620901903e-06,1639.0
104,Q3,2,-1.6038560555055635e-05,1162.0
104,S1,3,-5.431859326516205e-06,1593.0
104,S2,4,-1.0881642051064329e-05,1395.0
104,S3,5,-7.028478372958225e-06,1535.0
104,S4,6,-1.7243666282763212e-05,1094.0
105,Q1,0,-1.3997179297654086e-05,1258.0
105,Q2,1,-1.3835045389273112e-05,1263.0
105,Q3,2,-2.9127574903365007e-05,459.0
105,S1,3,-2.5109243258087257e-05,689.0
105,S2,4,-2.3782052634301093e-05,770.0
105,S3,5,-2.7660986845619808e-05,544.0
105,S4,6,-3.152136390815035e-05,343.0
106,Q1,0,-2.995521367114342e-05,421.0
106,Q2,1,-1.219619295982916e-05,1339.0
106,Q3,2,-2.993818288077459e-05,422.0
106,S1,3,-2.4632541626444667e-05,722.0
106,S2,4,-2.2261269446397756e-05,850.0
106,S3,5,-3.1219801712286815e-05,357.0
106,S4,6,-4.475198392125918e-05,67.0
107,Q1,0,-2.098459229114727e-05,921.0
107,Q2,1,-8.427728061403211e-06,1491.0
107,Q3,2,-3.0859687422526085e-05,375.0
107,S1,3,-3.718830570851462e-05,167.0
107,S2,4,-2.465373080521752e-05,718.0
107,S3,5,-2.4008857951561484e-05,760.0
107,S4,6,-2.7814459126350703e-05,534.0
108,Q1,0,-2.897475931962495e-06,1677.0
108,Q2,1,-2.9614719515319565e-06,1673.0
108,Q3,2,-1.5150605727582078e-05,1203.0
108,S1,3,-5.055439922417101e-06,1611.0
108,S2,4,-6.897172521804855e-06,1540.0
108,S3,5,-1.4051853731492786e-05,1254.0
108,S4,6,-1.9659666460987342e-05,995.0
109,Q1,0,-1.3596690398696869e-05,1277.0
109,Q2,1,-1.0301894401967035e-05,1420.0
109,Q3,2,-2.970860981877289e-05,434.0
109,S1,3,-1.3703804857805069e-05,1270.0
109,S2,4,-1.7609072243419167e-05,1079.0
109,S3,5,-2.0321313514388842e-05,962.0
109,S4,6,-2.7082541026442697e-05,580.0
110,Q1,0,-1.6389238512467306e-05,1140.0
110,Q2,1,-1.2325617533248105e-05,1332.0
110,Q3,2,-2.696340600522478e-05,591.0
110,S1,3,-1.901052549977128e-05,1017.0
110,S2,4,-2.0331993749293055e-05,960.0
110,S3,5,-2.398587650309144e-05,763.0
110,S4,6,-3.0386496671288783e-05,402.0
111,Q1,0,-1.3154489204135668e-05,1297.0
111,Q2,1,-9.385367680174648e-06,1459.0
111,Q3,2,-2.6216485932294214e-05,630.0
111,S1,3,-1.560588544842981e-05,1185.0
111,S2,4,-2.2038595972249532e-05,866.0
111,S3,5,-1.8472437441273165e-05,1041.0
111,S4,6,-2.7466866587174288e-05,553.0
112,Q1,0,-1.2371380561334792e-05,1329.0
112,Q2,1,-5.078036628789013e-06,1610.0
112,Q3,2,-2.3392010730363066e-05,786.0
112,S1,3,-2.148179301862373e-05,901.0
112,S2,4,-1.7059811081609414e-05,1103.0
112,S3,5,-2.0508124729381196e-05,951.0
112,S4,6,-2.6690855104354373e-05,610.0
113,Q1,0,-1.4435050798778066e-07,1745.0
113,Q2,1,-1.089837613243071e-06,1719.0
113,Q3,2,-1.367918823912818e-05,1271.0
113,S1,3,-1.161196070904348e-05,1359.0
113,S2,4,-6.843808079271243e-06,1543.0
113,S3,5,-1.0603834734430447e-05,1409.0
113,S4,6,-2.0805303537095234e-05,928.0
114,Q1,0,-2.7211611858959627e-05,572.0
114,Q2,1,-1.5121668383183186e-05,1206.0
114,Q3,2,-2.9173244233353028e-05,458.0
114,S1,3,-2.601503735757241e-05,643.0
114,S2,4,-2.3312205421619496e-05,793.0
114,S3,5,-2.539179756638086e-05,676.0
114,S4,6,-3.7911782271011575e-05,152.0
115,Q1,0,-7.600775574632479e-06,1518.0
115,Q2,1,3.2011005665702407e-06,1665.0
115,Q3,2,-1.2732347105143518e-05,1318.0
115,S1,3,-9.063665191072253e-06,1470.0
115,S2,4,-5.175498436509886e-06,1605.0
115,S3,5,-1.3176538539061052e-05,1294.0
115,S4,6,-1.5239801778882615e-05,1199.0
116,Q1,0,-2.1084062052642023e-05,916.0
116,Q2,1,-1.4324177753678649e-05,1240.0
116,Q3,2,-2.50611721994608e-05,696.0
116,S1,3,-1.8567019614047352e-05,1035.0
116,S2,4,-1.9416463304255832e-05,1007.0
116,S3,5,-2.7412175128553638e-05,556.0
116,S4,6,-3.617783620889834e-05,194.0
117,Q1,0,-2.969731276461596e-05,435.0
117,Q2,1,-7.058045070687525e-06,1533.0
117,Q3,2,-2.4680754435601554e-05,716.0
117,S1,3,-2.9330356765074516e-05,451.0
117,S2,4,-2.099336499627273e-05,920.0
117,S3,5,-1.960729564363675e-05,997.0
117,S4,6,-3.408030946242686e-05,244.0
118,Q1,0,-2.2080334210360133e-05,862.0
118,Q2,1,-5.863753375648846e-06,1578.0
118,Q3,2,-2.4453990135373493e-05,727.0
118,S1,3,-1.650613510005963e-05,1133.0
118,S2,4,-1.9046649827708726e-05,1016.0
118,S3,5,-2.711129544956441e-05,578.0
118,S4,6,-2.9353443065261043e-05,450.0
119,Q1,0,-1.0268373749866655e-05,1424.0
119,Q2,1,-1.0892825712203305e-05,1394.0
119,Q3,2,-2.8578075209414275e-05,492.0
119,S1,3,-1.214179173092115e-05,1341.0
119,S2,4,-1.5888594500741066e-05,1172.0
119,S3,5,-1.678484553310829e-05,1114.0
119,S4,6,-2.498256167832966e-05,698.0
120,Q1,0,-1.24108982649643e-05,1327.0
120,Q2,1,-7.261523745858796e-06,1531.0
120,Q3,2,-2.5038458167290575e-05,697.0
120,S1,3,-1.59598041166944e-05,1169.0
120,S2,4,-1.7913898979354126e-05,1062.0
120,S3,5,-2.426141293539438e-05,736.0
120,S4,6,-2.823757928462102e-05,510.0
121,Q1,0,-1.6236512271731164e-05,1156.0
121,Q2,1,-8.951138025996583e-06,1475.0
121,Q3,2,-3.376847822671015e-05,262.0
121,S1,3,-1.6609392118236064e-05,1124.0
121,S2,4,-2.4213106874947792e-05,740.0
121,S3,5,-2.217004511999406e-05,853.0
121,S4,6,-3.40538544942345e-05,245.0
122,Q1,0,-7.614888622399493e-06,1516.0
122,Q2,1,-4.665100987886522e-06,1621.0
122,Q3,2,-2.5295368889991346e-05,682.0
122,S1,3,-1.4295911546443656e-05,1244.0
122,S2,4,-1.5639643605168354e-05,1182.0
122,S3,5,-2.4795564388969474e-05,708.0
122,S4,6,-2.9994812962634197e-05,418.0
123,Q1,0,-2.3200678452487863e-05,800.0
123,Q2,1,-1.3477209474107392e-05,1283.0
123,Q3,2,-3.253542959082454e-05,299.0
123,S1,3,-2.020131391859802e-05,969.0
123,S2,4,-1.9097920047925284e-05,1015.0
123,S3,5,-1.968642507979774e-05,992.0
123,S4,6,-2.6847352376315022e-05,602.0
124,Q1,0,-1.6270562403590636e-05,1151.0
124,Q2,1,-1.1205882624704811e-05,1375.0
124,Q3,2,-2.7281984171432713e-05,568.0
124,S1,3,-3.33938184919898e-05,270.0
124,S2,4,-1.6864871613847165e-05,1108.0
124,S3,5,-2.4072490999684635e-05,753.0
124,S4,6,-2.650807363104586e-05,615.0
125,Q1,0,-1.176879388022259e-06,1717.0
125,Q2,1,5.469031676377292e-06,1590.0
125,Q3,2,-1.2445073378711956e-05,1325.0
125,S1,3,-1.7323804002454633e-05,1091.0
125,S2,4,-5.615690383426866e-06,1588.0
125,S3,5,-1.06125672121718e-05,1408.0
125,S4,6,-1.5011387682518005e-05,1212.0
126,Q1,0,-1.1500370543116488e-05,1365.0
126,Q2,1,-4.922574869412641e-06,1614.0
126,Q3,2,-2.122159431363255e-05,910.0
126,S1,3,-1.4077384586019836e-05,1253.0
126,S2,4,-1.756564069645027e-05,1083.0
126,S3,5,-2.4063274639579318e-05,754.0
126,S4,6,-2.455688190788266e-05,726.0
127,Q1,0,-1.4760749156477826e-05,1222.0
127,Q2,1,-9.222544633026838e-06,1466.0
127,Q3,2,-3.5564132783816833e-05,217.0
127,S1,3,-1.8548808767860032e-05,1037.0
127,S2,4,-1.9181345212450844e-05,1014.0
127,S3,5,-2.7401066076585244e-05,558.0
127,S4,6,-3.673145262155529e-05,179.0
128,Q1,0,-4.824901945646443e-06,1617.0
128,Q2,1,-5.203111381809069e-06,1602.0
128,Q3,2,-2.2610771543097168e-05,830.0
128,S1,3,-1.7287444147611097e-05,1093.0
128,S2,4,-2.8874869416099137e-05,475.0
128,S3,5,-2.592532783069113e-05,651.0
128,S4,6,-3.054342271594987e-05,394.0
129,Q1,0,8.40405357556158e-06,1492.0
129,Q2,1,1.1612196973046916e-05,1358.0
129,Q3,2,-8.64835717498916e-06,1481.0
129,S1,3,-5.858130150298095e-06,1579.0
129,S2,4,-1.674917753923613e-05,1115.0
129,S3,5,-1.0352757882855835e-05,1417.0
129,S4,6,-1.649820344973044e-05,1134.0
130,Q1,0,1.7620478549213855e-06,1695.0
130,Q2,1,-1.8641994351329113e-05,1033.0
130,Q3,2,-2.535793537448187e-05,677.0
130,S1,3,-1.4959693800066059e-05,1214.0
130,S2,4,-1.828595861890051e-05,1046.0
130,S3,5,-1.834649165601945e-05,1044.0
130,S4,6,-2.54283584805096e-05,672.0
131,Q1,0,-1.3970328056394882e-05,1260.0
131,Q2,1,-8.181999099347057e-06,1498.0
131,Q3,2,-2.253581141500176e-05,835.0
131,S1,3,-1.6190595436244614e-05,1157.0
131,S2,4,-2.261210500321895e-05,829.0
131,S3,5,-2.2583539692618927e-05,833.0
131,S4,6,-3.07000043527479e-05,386.0
132,Q1,0,-6.64679459179181e-08,1748.0
132,Q2,1,-1.7523022626069117e-06,1696.0
132,Q3,2,-1.7912566188938233e-05,1063.0
132,S1,3,-1.4973586579508131e-05,1213.0
132,S2,4,-2.3407264835507062e-05,785.0
132,S3,5,-2.078321414362644e-05,931.0
132,S4,6,-2.567102434987726e-05,658.0
133,Q1,0,-4.090786243300259e-06,1636.0
133,Q2,1,-6.7762845589097065e-06,1546.0
133,Q3,2,-2.877982266853933e-05,481.0
133,S1,3,-1.936957125020372e-05,1008.0
133,S2,4,-2.2296847564060475e-05,849.0
133,S3,5,-2.0958885244371898e-05,923.0
133,S4,6,-3.351884515429301e-05,267.0
134,Q1,0,-2.589041591001497e-06,1681.0
134,Q2,1,-2.529632083511092e-06,1683.0
134,Q3,2,-1.772672842638067e-05,1070.0
134,S1,3,-1.7203864348855006e-05,1096.0
134,S2,4,-2.0881155848887885e-05,925.0
134,S3,5,-2.127344043020423e-05,907.0
134,S4,6,-2.7795230039284392e-05,537.0
135,Q1,0,-2.754829173401069e-06,1678.0
135,Q2,1,-5.946508071130105e-06,1575.0
135,Q3,2,-2.6163098019986943e-05,631.0
135,S1,3,-1.8528657352393638e-05,1038.0
135,S2,4,-2.192381683499279e-05,875.0
135,S3,5,-1.9542202276337865e-05,1000.0
135,S4,6,-2.3345999796621243e-05,789.0
136,Q1,0,-5.312000290374329e-07,1733.0
136,Q2,1,-6.099541430869114e-07,1729.0
136,Q3,2,-1.6814312023810356e-05,1112.0
136,S1,3,-1.5382816090985547e-05,1192.0
136,S2,4,-1.8524546321962022e-05,1039.0
136,S3,5,-1.9566155503409657e-05,998.0
136,S4,6,-2.7887689766124554e-05,525.0
137,Q1,0,-4.296814153667345e-06,1633.0
137,Q2,1,-1.109585702907391e-05,1383.0
137,Q3,2,-2.5660178173304515e-05,659.0
137,S1,3,-1.9364479666494447e-05,1009.0
137,S2,4,-2.2128016596933685e-05,855.0
137,S3,5,-2.3106926926312167e-05,806.0
137,S4,6,-2.9571153444001224e-05,441.0
138,Q1,0,-7.717827520660722e-06,1510.0
138,Q2,1,-9.49954861512763e-06,1456.0
138,Q3,2,-1.4545427693785333e-05,1232.0
138,S1,3,-1.5606932991470166e-05,1184.0
138,S2,4,-2.032490310725335e-05,961.0
138,S3,5,-2.0522197851731148e-05,950.0
138,S4,6,-2.2850955761715942e-05,819.0
139,Q1,0,-9.761741180727262e-06,1446.0
139,Q2,1,-3.3606434304282385e-06,1659.0
139,Q3,2,-2.9219584431711223e-05,456.0
139,S1,3,-1.9786428658934608e-05,990.0
139,S2,4,-2.0763796843838442e-05,932.0
139,S3,5,-2.1493531444651716e-05,900.0
139,S4,6,-2.9052600952401417e-05,464.0
140,Q1,0,-2.9404194177152535e-06,1674.0
140,Q2,1,-1.0791700868543287e-05,1398.0
140,Q3,2,-1.4521980446443707e-05,1234.0
140,S1,3,-1.9651000973652676e-05,996.0
140,S2,4,-1.9500042584003208e-05,1003.0
140,S3,5,-2.4188641439913435e-05,745.0
140,S4,6,-2.8090216643981208e-05,514.0
141,Q1,0,-4.818992226460615e-06,1619.0
141,Q2,1,-3.2112127810275943e-07,1740.0
141,Q3,2,-2.283315174155869e-05,822.0
141,S1,3,-1.7539993108549683e-05,1085.0
141,S2,4,-1.8977425852974433e-05,1020.0
141,S3,5,-1.9502471353326806e-05,1002.0
141,S4,6,-3.556414798986622e-05,216.0
142,Q1,0,1.1086797792190685e-05,1386.0
142,Q2,1,-1.1128833528803403e-06,1718.0
142,Q3,2,-1.320554195701312e-05,1292.0
142,S1,3,-6.86981375668527e-06,1542.0
142,S2,4,-8.054431829020124e-06,1502.0
142,S3,5,-1.0001141176095675e-05,1434.0
142,S4,6,-2.0627325220843844e-05,942.0
143,Q1,0,-1.6344962990147602e-06,1700.0
143,Q2,1,-5.554074119676949e-06,1589.0
143,Q3,2,-2.028752346361248e-05,965.0
143,S1,3,-1.6355304836383734e-05,1144.0
143,S2,4,-1.8623880930457102e-05,1034.0
143,S3,5,-1.9498452135991528e-05,1004.0
143,S4,6,-3.110360762690064e-05,365.0
144,Q1,0,-5.781799498462486e-06,1584.0
144,Q2,1,-1.821694382630558e-05,1051.0
144,Q3,2,-2.1750216104600042e-05,885.0
144,S1,3,-2.0193810371719965e-05,970.0
144,S2,4,-2.1317706293938475e-05,903.0
144,S3,5,-2.3598284026936963e-05,781.0
144,S4,6,-3.0118840638706407e-05,416.0
145,Q1,0,-3.942446597186284e-06,1644.0
145,Q2,1,-9.042856048743127e-06,1472.0
145,Q3,2,-2.2776642638953984e-05,824.0
145,S1,3,-1.473254906643857e-05,1224.0
145,S2,4,-1.8131402152088773e-05,1056.0
145,S3,5,-2.0661657055094924e-05,940.0
145,S4,6,-3.172431705114739e-05,332.0
146,Q1,0,-8.164830667161285e-06,1499.0
146,Q2,1,-1.959476853116493e-06,1690.0
146,Q3,2,-2.4168270989784347e-05,749.0
146,S1,3,-1.6331977820535814e-05,1148.0
146,S2,4,-2.0888665926358812e-05,924.0
146,S3,5,-2.3324904372231446e-05,791.0
146,S4,6,-3.083609533145723e-05,382.0
147,Q1,0,-3.866397840839301e-06,1646.0
147,Q2,1,-1.2706293946489176e-05,1319.0
147,Q3,2,-2.6885517540544807e-05,599.0
147,S1,3,-1.6877581063588654e-05,1107.0
147,S2,4,-2.1002285817772085e-05,918.0
147,S3,5,-2.317680457569643e-05,801.0
147,S4,6,-3.709657268825548e-05,172.0
148,Q1,0,-6.39828697022576e-06,1558.0
148,Q2,1,-1.1836213611166742e-05,1350.0
148,Q3,2,-2.4784664680260567e-05,709.0
148,S1,3,-2.0579215437073482e-05,947.0
148,S2,4,-1.6854021386173287e-05,1110.0
148,S3,5,-1.81537690333785e-05,1054.0
148,S4,6,-3.6010245804894e-05,197.0
149,Q1,0,-1.2841357188588151e-05,1314.0
149,Q2,1,-1.1648732381563479e-05,1356.0
149,Q3,2,-2.417640875376003e-05,747.0
149,S1,3,-2.423546219743743e-05,738.0
149,S2,4,-2.1908983159945296e-05,876.0
149,S3,5,-2.4819982955642158e-05,706.0
149,S4,6,-3.734786412465042e-05,164.0
150,Q1,0,-1.2738428962908577e-06,1712.0
150,Q2,1,-1.4010563802897189e-05,1257.0
150,Q3,2,-3.0227300202938372e-05,412.0
150,S1,3,-1.7650346844845778e-05,1075.0
150,S2,4,-2.444510691637316e-05,728.0
150,S3,5,-2.066766192564556e-05,938.0
150,S4,6,-3.270940041435685e-05,294.0
151,Q1,0,-3.225523209437842e-06,1664.0
151,Q2,1,-1.4629766948604904e-05,1230.0
151,Q3,2,-2.4272819675442267e-05,735.0
151,S1,3,-1.521140636023709e-05,1201.0
151,S2,4,-2.206303559003146e-05,863.0
151,S3,5,-2.079292737443174e-05,929.0
151,S4,6,-2.600837497045869e-05,644.0
152,Q1,0,2.2729081949984568e-05,825.0
152,Q2,1,1.7143069084556996e-05,1101.0
152,Q3,2,1.4282937575375132e-05,1245.0
152,S1,3,4.447793686855798e-06,1627.0
152,S2,4,1.3641565023697906e-05,1272.0
152,S3,5,4.639997886009053e-06,1622.0
152,S4,6,9.830377114023252e-06,1440.0
153,Q1,0,3.7621720618017126e-05,160.0
153,Q2,1,4.032944105493653e-05,113.0
153,Q3,2,2.4803867894518012e-05,707.0
153,S1,3,1.8362656885105275e-05,1043.0
153,S2,4,2.0968298767974322e-05,922.0
153,S3,5,2.3864866559564828e-05,767.0
153,S4,6,2.1115451347384143e-05,915.0
154,Q1,0,1.6741670228141078e-05,1116.0
154,Q2,1,3.1701094064799475e-05,334.0
154,Q3,2,1.6387196629628064e-05,1141.0
154,S1,3,1.5374453868130097e-05,1193.0
154,S2,4,1.653554302280209e-05,1130.0
154,S3,5,7.3828891580871046e-06,1526.0
154,S4,6,1.1220441512702511e-05,1373.0
155,Q1,0,1.2882914371017356e-05,1310.0
155,Q2,1,2.9521593089437985e-05,442.0
155,Q3,2,1.0779949569306642e-05,1399.0
155,S1,3,2.3678276930567643e-06,1687.0
155,S2,4,5.975753944035041e-06,1572.0
155,S3,5,6.7145223443003075e-06,1549.0
155,S4,6,4.016551974681218e-06,1640.0
156,Q1,0,2.1584775695767722e-05,895.0
156,Q2,1,2.5503834278371928e-05,667.0
156,Q3,2,1.2221323878849404e-05,1337.0
156,S1,3,1.420935588966764e-05,1247.0
156,S2,4,9.73889805985326e-06,1448.0
156,S3,5,7.746763102705376e-06,1509.0
156,S4,6,8.316201859420104e-06,1495.0
157,Q1,0,1.7807085290997112e-05,1067.0
157,Q2,1,2.7774928694665107e-05,539.0
157,Q3,2,1.2680241473434383e-05,1320.0
157,S1,3,4.373047296494445e-06,1630.0
157,S2,4,1.603416193270449e-05,1164.0
157,S3,5,1.0731454074547058e-05,1401.0
157,S4,6,7.494344515782228e-06,1521.0
158,Q1,0,2.4421306527667092e-05,729.0
158,Q2,1,3.0503078889064697e-05,397.0
158,Q3,2,1.4303140396126167e-05,1243.0
158,S1,3,2.593993959885575e-06,1680.0
158,S2,4,6.266815280708984e-06,1562.0
158,S3,5,9.541081140200855e-06,1454.0
158,S4,6,9.119640527168281e-06,1468.0
159,Q1,0,2.777565417499008e-05,538.0
159,Q2,1,3.133843129330711e-05,352.0
159,Q3,2,1.521867255184454e-05,1200.0
159,S1,3,1.015945051736834e-05,1428.0
159,S2,4,1.1186257711608992e-05,1378.0
159,S3,5,1.0398867359150395e-05,1415.0
159,S4,6,1.0144077344146997e-05,1429.0
160,Q1,0,3.2303685327703765e-05,307.0
160,Q2,1,4.246678832817618e-05,90.0
160,Q3,2,2.305148145339004e-05,811.0
160,S1,3,2.3599256885176934e-05,780.0
160,S2,4,2.4832561675521772e-05,705.0
160,S3,5,2.842672344295122e-05,499.0
160,S4,6,1.8662713023461368e-05,1032.0
161,Q1,0,3.0662093976029445e-05,387.0
161,Q2,1,3.381698936931113e-05,259.0
161,Q3,2,1.4501315859467954e-05,1236.0
161,S1,3,1.94927449084572e-05,1006.0
161,S2,4,1.569020922005668e-05,1180.0
161,S3,5,1.3158785234849604e-05,1296.0
161,S4,6,1.2306284423997633e-05,1333.0
162,Q1,0,2.2871852274024925e-05,816.0
162,Q2,1,3.173415672634844e-05,331.0
162,Q3,2,-3.3192964522657074e-06,1661.0
162,S1,3,9.139972477143821e-06,1467.0
162,S2,4,3.742225460883749e-06,1648.0
162,S3,5,1.490769294656761e-05,1217.0
162,S4,6,1.083116842161739e-05,1397.0
163,Q1,0,3.0509323148556256e-05,396.0
163,Q2,1,3.3623720815586845e-05,265.0
163,Q3,2,1.825595094632714e-05,1049.0
163,S1,3,2.3772375699459853e-05,771.0
163,S2,4,1.427868946776703e-05,1246.0
163,S3,5,6.090708601598051e-06,1568.0
