law_name,feature_view,group_mode,neighbors,weights,policy,param,switched_cells,active_subjects,mean_true_gain,gain_sum,positive_true_gain_rate
compact_episode_context__target_episode_family__knn7_distance,compact_episode_context,target_episode_family,7,distance,topfrac,0.1,74,9,0.05424083622540127,4.013821880679694,0.5405405405405406
compact_episode_context__target_episode_family__knn7_distance,compact_episode_context,target_episode_family,7,distance,topfrac,0.15,110,10,0.03678309054298667,4.046139959728533,0.5545454545454546
compact_episode_context__target_episode_family__knn7_distance,compact_episode_context,target_episode_family,7,distance,topfrac,0.2,147,10,0.02111619083296061,3.1040800524452097,0.564625850340136
compact_episode_context__target_episode_family__knn7_uniform,compact_episode_context,target_episode_family,7,uniform,threshold,-0.02,715,10,-0.0161184028889107,-11.524658065571149,0.4909090909090909
compact_episode_context__target_episode_family__knn7_uniform,compact_episode_context,target_episode_family,7,uniform,threshold,-0.01,694,10,-0.016328124019213828,-11.331718069334396,0.4899135446685879
compact_episode_context__target_episode_family__knn7_uniform,compact_episode_context,target_episode_family,7,uniform,threshold,0.0,667,10,-0.016315707293422712,-10.88257676471295,0.4917541229385307
compact_episode_context__target_episode_family__knn7_uniform,compact_episode_context,target_episode_family,7,uniform,threshold,0.005,635,10,-0.01890219306211195,-12.002892594441088,0.4881889763779528
compact_episode_context__target_episode_family__knn7_uniform,compact_episode_context,target_episode_family,7,uniform,threshold,0.01,603,10,-0.01932474807893075,-11.652823091595241,0.48756218905472637
compact_episode_context__target_episode_family__knn7_uniform,compact_episode_context,target_episode_family,7,uniform,threshold,0.02,543,10,-0.02196371889510695,-11.926299360043075,0.48066298342541436
compact_episode_context__target_episode_family__knn7_uniform,compact_episode_context,target_episode_family,7,uniform,threshold,0.04,401,10,-0.02434004707508532,-9.760358877109214,0.4837905236907731
compact_episode_context__target_episode_family__knn7_uniform,compact_episode_context,target_episode_family,7,uniform,threshold,0.08,230,10,-0.004361636099592019,-1.0031763029061644,0.5304347826086957
compact_episode_context__target_episode_family__knn7_uniform,compact_episode_context,target_episode_family,7,uniform,topfrac,0.01,7,4,-0.0931033974649141,-0.6517237822543986,0.2857142857142857
compact_episode_context__target_episode_family__knn7_uniform,compact_episode_context,target_episode_family,7,uniform,topfrac,0.02,15,5,-0.022025473535632507,-0.3303821030344876,0.4
compact_episode_context__target_episode_family__knn7_uniform,compact_episode_context,target_episode_family,7,uniform,topfrac,0.03,22,6,0.011981351105665327,0.2635897243246372,0.45454545454545453
compact_episode_context__target_episode_family__knn7_uniform,compact_episode_context,target_episode_family,7,uniform,topfrac,0.04,29,8,-0.018117835738877198,-0.5254172364274388,0.41379310344827586
compact_episode_context__target_episode_family__knn7_uniform,compact_episode_context,target_episode_family,7,uniform,topfrac,0.06,44,8,0.001957376942693743,0.0861245854785247,0.45454545454545453
compact_episode_context__target_episode_family__knn7_uniform,compact_episode_context,target_episode_family,7,uniform,topfrac,0.08,59,8,0.030198254727501518,1.7816970289225895,0.4915254237288136
compact_episode_context__target_episode_family__knn7_uniform,compact_episode_context,target_episode_family,7,uniform,topfrac,0.1,74,9,0.05591979624117986,4.13806492184731,0.5405405405405406
compact_episode_context__target_episode_family__knn7_uniform,compact_episode_context,target_episode_family,7,uniform,topfrac,0.15,110,10,0.03195037956969718,3.5145417526666898,0.5454545454545454
compact_episode_context__target_episode_family__knn7_uniform,compact_episode_context,target_episode_family,7,uniform,topfrac,0.2,147,10,0.020290306139461606,2.982675002500856,0.564625850340136
compact_episode_context__target_expert_family__knn13_distance,compact_episode_context,target_expert_family,13,distance,threshold,-0.02,720,10,-0.01503602367934718,-10.82593704912997,0.5
compact_episode_context__target_expert_family__knn13_distance,compact_episode_context,target_expert_family,13,distance,threshold,-0.01,700,10,-0.015063973399642617,-10.544781379749832,0.5028571428571429
compact_episode_context__target_expert_family__knn13_distance,compact_episode_context,target_expert_family,13,distance,threshold,0.0,647,10,-0.017174443712543792,-11.111865082015834,0.49613601236476046
compact_episode_context__target_expert_family__knn13_distance,compact_episode_context,target_expert_family,13,distance,threshold,0.005,602,10,-0.017745018095189847,-10.682500893304288,0.4983388704318937
compact_episode_context__target_expert_family__knn13_distance,compact_episode_context,target_expert_family,13,distance,threshold,0.01,548,10,-0.01753452798883918,-9.608921337883869,0.49452554744525545
compact_episode_context__target_expert_family__knn13_distance,compact_episode_context,target_expert_family,13,distance,threshold,0.02,464,10,-0.02164498738957407,-10.043274148762368,0.4978448275862069
compact_episode_context__target_expert_family__knn13_distance,compact_episode_context,target_expert_family,13,distance,threshold,0.04,322,10,-0.019427686471717654,-6.255715043893084,0.5186335403726708
compact_episode_context__target_expert_family__knn13_distance,compact_episode_context,target_expert_family,13,distance,threshold,0.08,161,10,-0.009204616574958496,-1.4819432685683178,0.515527950310559
compact_episode_context__target_expert_family__knn13_distance,compact_episode_context,target_expert_family,13,distance,topfrac,0.01,7,2,-0.18919540023699305,-1.3243678016589513,0.14285714285714285
compact_episode_context__target_expert_family__knn13_distance,compact_episode_context,target_expert_family,13,distance,topfrac,0.02,15,2,-0.07242666071637675,-1.0863999107456512,0.3333333333333333
compact_episode_context__target_expert_family__knn13_distance,compact_episode_context,target_expert_family,13,distance,topfrac,0.03,22,4,-0.029021307481765467,-0.6384687645988403,0.45454545454545453
compact_episode_context__target_expert_family__knn13_distance,compact_episode_context,target_expert_family,13,distance,topfrac,0.04,29,4,0.0069402613419595974,0.20126757891682834,0.4827586206896552
compact_episode_context__target_expert_family__knn13_distance,compact_episode_context,target_expert_family,13,distance,topfrac,0.06,44,6,0.02948517762983441,1.297347815712714,0.5909090909090909
compact_episode_context__target_expert_family__knn13_distance,compact_episode_context,target_expert_family,13,distance,topfrac,0.08,59,6,0.035368916028199554,2.0867660456637735,0.6101694915254238
compact_episode_context__target_expert_family__knn13_distance,compact_episode_context,target_expert_family,13,distance,topfrac,0.1,74,8,0.022344527306784562,1.6534950207020576,0.5675675675675675
compact_episode_context__target_expert_family__knn13_distance,compact_episode_context,target_expert_family,13,distance,topfrac,0.15,110,9,0.015719842851616806,1.7291827136778486,0.5454545454545454
compact_episode_context__target_expert_family__knn13_distance,compact_episode_context,target_expert_family,13,distance,topfrac,0.2,147,10,0.0019194457990579672,0.28215853246152117,0.5306122448979592
compact_episode_context__target_expert_family__knn13_uniform,compact_episode_context,target_expert_family,13,uniform,threshold,-0.02,719,10,-0.015747957598119294,-11.322781513047772,0.502086230876217
compact_episode_context__target_expert_family__knn13_uniform,compact_episode_context,target_expert_family,13,uniform,threshold,-0.01,700,10,-0.016113003479256326,-11.279102435479428,0.5057142857142857
compact_episode_context__target_expert_family__knn13_uniform,compact_episode_context,target_expert_family,13,uniform,threshold,0.0,647,10,-0.01895145135908451,-12.261589029327677,0.49768160741885625
compact_episode_context__target_expert_family__knn13_uniform,compact_episode_context,target_expert_family,13,uniform,threshold,0.005,603,10,-0.019734499176357237,-11.899903003343415,0.5024875621890548
compact_episode_context__target_expert_family__knn13_uniform,compact_episode_context,target_expert_family,13,uniform,threshold,0.01,551,10,-0.022131637987547196,-12.194532531138504,0.49909255898366606
compact_episode_context__target_expert_family__knn13_uniform,compact_episode_context,target_expert_family,13,uniform,threshold,0.02,464,10,-0.02460644761472611,-11.417391693232915,0.5021551724137931
compact_episode_context__target_expert_family__knn13_uniform,compact_episode_context,target_expert_family,13,uniform,threshold,0.04,324,10,-0.022873866786722444,-7.411132838898071,0.5246913580246914
compact_episode_context__target_expert_family__knn13_uniform,compact_episode_context,target_expert_family,13,uniform,threshold,0.08,153,10,-0.0030420941520131464,-0.4654404052580114,0.5294117647058824
compact_episode_context__target_expert_family__knn13_uniform,compact_episode_context,target_expert_family,13,uniform,topfrac,0.01,7,2,-0.09557204612511137,-0.6690043228757796,0.2857142857142857
compact_episode_context__target_expert_family__knn13_uniform,compact_episode_context,target_expert_family,13,uniform,topfrac,0.02,15,3,-0.024527839559685745,-0.3679175933952862,0.4
compact_episode_context__target_expert_family__knn13_uniform,compact_episode_context,target_expert_family,13,uniform,topfrac,0.03,22,4,0.0015464669205179687,0.034022272251395314,0.5
compact_episode_context__target_expert_family__knn13_uniform,compact_episode_context,target_expert_family,13,uniform,topfrac,0.04,29,4,-0.024745835879701198,-0.7176292405113347,0.5172413793103449
compact_episode_context__target_expert_family__knn13_uniform,compact_episode_context,target_expert_family,13,uniform,topfrac,0.06,44,5,0.004949226838671341,0.21776598090153898,0.5454545454545454
compact_episode_context__target_expert_family__knn13_uniform,compact_episode_context,target_expert_family,13,uniform,topfrac,0.08,59,8,0.019863789932663366,1.1719636060271386,0.576271186440678
compact_episode_context__target_expert_family__knn13_uniform,compact_episode_context,target_expert_family,13,uniform,topfrac,0.1,74,8,0.04171738720235413,3.0870866529742056,0.5945945945945946
compact_episode_context__target_expert_family__knn13_uniform,compact_episode_context,target_expert_family,13,uniform,topfrac,0.15,110,10,0.007992627649518375,0.8791890414470214,0.5363636363636364
compact_episode_context__target_expert_family__knn13_uniform,compact_episode_context,target_expert_family,13,uniform,topfrac,0.2,147,10,-0.0044485959246159095,-0.6539436009185386,0.5170068027210885
compact_episode_context__target_expert_family__knn21_distance,compact_episode_context,target_expert_family,21,distance,threshold,-0.02,724,10,-0.012330970656144243,-8.927622755048432,0.505524861878453
compact_episode_context__target_expert_family__knn21_distance,compact_episode_context,target_expert_family,21,distance,threshold,-0.01,700,10,-0.01278736673818124,-8.951156716726867,0.5028571428571429
compact_episode_context__target_expert_family__knn21_distance,compact_episode_context,target_expert_family,21,distance,threshold,0.0,638,10,-0.011990736580573692,-7.6500899384060155,0.5062695924764891
compact_episode_context__target_expert_family__knn21_distance,compact_episode_context,target_expert_family,21,distance,threshold,0.005,582,10,-0.010892982109893559,-6.339715587958051,0.5085910652920962
compact_episode_context__target_expert_family__knn21_distance,compact_episode_context,target_expert_family,21,distance,threshold,0.01,518,10,-0.012284395737476084,-6.363316992012611,0.5115830115830116
compact_episode_context__target_expert_family__knn21_distance,compact_episode_context,target_expert_family,21,distance,threshold,0.02,411,10,-0.01790190282448413,-7.357682060862978,0.5012165450121655
compact_episode_context__target_expert_family__knn21_distance,compact_episode_context,target_expert_family,21,distance,threshold,0.04,254,10,-0.022317032628642677,-5.66852628767524,0.531496062992126
compact_episode_context__target_expert_family__knn21_distance,compact_episode_context,target_expert_family,21,distance,threshold,0.08,115,9,0.0057402861345685,0.6601329054753775,0.5391304347826087
compact_episode_context__target_expert_family__knn21_distance,compact_episode_context,target_expert_family,21,distance,topfrac,0.01,7,4,-0.18846036206231176,-1.3192225344361823,0.42857142857142855
compact_episode_context__target_expert_family__knn21_distance,compact_episode_context,target_expert_family,21,distance,topfrac,0.02,15,4,-0.1179107462337,-1.7686611935055,0.5333333333333333
compact_episode_context__target_expert_family__knn21_distance,compact_episode_context,target_expert_family,21,distance,topfrac,0.03,22,5,-0.047364383424797714,-1.0420164353455497,0.5454545454545454
compact_episode_context__target_expert_family__knn21_distance,compact_episode_context,target_expert_family,21,distance,topfrac,0.04,29,6,-0.033724584704661546,-0.9780129564351849,0.5172413793103449
compact_episode_context__target_expert_family__knn21_distance,compact_episode_context,target_expert_family,21,distance,topfrac,0.06,44,6,-0.0017810324530063287,-0.07836542793227846,0.5454545454545454
compact_episode_context__target_expert_family__knn21_distance,compact_episode_context,target_expert_family,21,distance,topfrac,0.08,59,6,0.03369336395832613,1.9879084735412416,0.576271186440678
compact_episode_context__target_expert_family__knn21_distance,compact_episode_context,target_expert_family,21,distance,topfrac,0.1,74,8,0.033948441555390514,2.512184675098898,0.6081081081081081
compact_episode_context__target_expert_family__knn21_distance,compact_episode_context,target_expert_family,21,distance,topfrac,0.15,110,9,0.011361993313525038,1.2498192644877542,0.5545454545454546
compact_episode_context__target_expert_family__knn21_distance,compact_episode_context,target_expert_family,21,distance,topfrac,0.2,147,10,-0.002556553611459521,-0.3758133808845496,0.54421768707483
compact_episode_context__target_expert_family__knn21_uniform,compact_episode_context,target_expert_family,21,uniform,threshold,-0.02,725,10,-0.015447980979660712,-11.199786210254016,0.5020689655172413
compact_episode_context__target_expert_family__knn21_uniform,compact_episode_context,target_expert_family,21,uniform,threshold,-0.01,703,10,-0.01479665375252939,-10.40204758802816,0.5049786628733998
compact_episode_context__target_expert_family__knn21_uniform,compact_episode_context,target_expert_family,21,uniform,threshold,0.0,639,10,-0.015519906589030833,-9.917220310390702,0.5039123630672926
compact_episode_context__target_expert_family__knn21_uniform,compact_episode_context,target_expert_family,21,uniform,threshold,0.005,581,10,-0.015676218235859844,-9.10788279503457,0.504302925989673
compact_episode_context__target_expert_family__knn21_uniform,compact_episode_context,target_expert_family,21,uniform,threshold,0.01,512,10,-0.02077572348371081,-10.637170423659935,0.5
compact_episode_context__target_expert_family__knn21_uniform,compact_episode_context,target_expert_family,21,uniform,threshold,0.02,409,10,-0.020147344830810886,-8.240264035801653,0.5036674816625917
compact_episode_context__target_expert_family__knn21_uniform,compact_episode_context,target_expert_family,21,uniform,threshold,0.04,255,10,-0.021870055404860107,-5.576864128239327,0.5333333333333333
compact_episode_context__target_expert_family__knn21_uniform,compact_episode_context,target_expert_family,21,uniform,threshold,0.08,109,9,0.0020618560805759525,0.22474231278277884,0.5412844036697247
compact_episode_context__target_expert_family__knn21_uniform,compact_episode_context,target_expert_family,21,uniform,topfrac,0.01,7,4,-0.21193422411506857,-1.48353956880548,0.42857142857142855
compact_episode_context__target_expert_family__knn21_uniform,compact_episode_context,target_expert_family,21,uniform,topfrac,0.02,15,5,0.033666788483810085,0.5050018272571513,0.6666666666666666
compact_episode_context__target_expert_family__knn21_uniform,compact_episode_context,target_expert_family,21,uniform,topfrac,0.03,22,6,-0.017849480118121427,-0.3926885625986714,0.5909090909090909
compact_episode_context__target_expert_family__knn21_uniform,compact_episode_context,target_expert_family,21,uniform,topfrac,0.04,29,6,-0.017885990362733306,-0.5186937205192659,0.5517241379310345
compact_episode_context__target_expert_family__knn21_uniform,compact_episode_context,target_expert_family,21,uniform,topfrac,0.06,44,6,0.021412378146512253,0.9421446384465391,0.5909090909090909
compact_episode_context__target_expert_family__knn21_uniform,compact_episode_context,target_expert_family,21,uniform,topfrac,0.08,59,6,0.05874856351520581,3.466165247397143,0.6101694915254238
compact_episode_context__target_expert_family__knn21_uniform,compact_episode_context,target_expert_family,21,uniform,topfrac,0.1,74,8,0.03362562247104964,2.4882960628576734,0.6081081081081081
compact_episode_context__target_expert_family__knn21_uniform,compact_episode_context,target_expert_family,21,uniform,topfrac,0.15,110,9,0.006683251025432522,0.7351576127975774,0.5454545454545454
compact_episode_context__target_expert_family__knn21_uniform,compact_episode_context,target_expert_family,21,uniform,topfrac,0.2,147,10,-0.013830533979727356,-2.0330884950199213,0.5374149659863946
compact_episode_context__target_expert_family__knn35_distance,compact_episode_context,target_expert_family,35,distance,threshold,-0.02,723,10,-0.01146287778579508,-8.287660639129843,0.5145228215767634
compact_episode_context__target_expert_family__knn35_distance,compact_episode_context,target_expert_family,35,distance,threshold,-0.01,695,10,-0.01124130934635241,-7.812709995714925,0.5136690647482014
compact_episode_context__target_expert_family__knn35_distance,compact_episode_context,target_expert_family,35,distance,threshold,0.0,617,10,-0.01124319828624478,-6.937053342613029,0.520259319286872
compact_episode_context__target_expert_family__knn35_distance,compact_episode_context,target_expert_family,35,distance,threshold,0.005,530,10,-0.012837043704634432,-6.803633163456249,0.5207547169811321
compact_episode_context__target_expert_family__knn35_distance,compact_episode_context,target_expert_family,35,distance,threshold,0.01,456,10,-0.012952027825979462,-5.906124688646634,0.5372807017543859
compact_episode_context__target_expert_family__knn35_distance,compact_episode_context,target_expert_family,35,distance,threshold,0.02,335,10,-0.017168687829755253,-5.75151042296801,0.5194029850746269
compact_episode_context__target_expert_family__knn35_distance,compact_episode_context,target_expert_family,35,distance,threshold,0.04,180,10,-0.024998342466733454,-4.499701644012021,0.5277777777777778
compact_episode_context__target_expert_family__knn35_distance,compact_episode_context,target_expert_family,35,distance,threshold,0.08,54,6,-0.04224180854926763,-2.281057661660452,0.5185185185185185
compact_episode_context__target_expert_family__knn35_distance,compact_episode_context,target_expert_family,35,distance,topfrac,0.01,7,3,-0.2549530732957668,-1.7846715130703674,0.5714285714285714
compact_episode_context__target_expert_family__knn35_distance,compact_episode_context,target_expert_family,35,distance,topfrac,0.02,15,4,-0.12733737793901231,-1.9100606690851847,0.5333333333333333
compact_episode_context__target_expert_family__knn35_distance,compact_episode_context,target_expert_family,35,distance,topfrac,0.03,22,4,-0.0460313444568011,-1.0126895780496241,0.5909090909090909
compact_episode_context__target_expert_family__knn35_distance,compact_episode_context,target_expert_family,35,distance,topfrac,0.04,29,5,-0.023388417339444592,-0.6782641028438932,0.5862068965517241
compact_episode_context__target_expert_family__knn35_distance,compact_episode_context,target_expert_family,35,distance,topfrac,0.06,44,6,-0.024586906210690904,-1.0818238732703997,0.5681818181818182
compact_episode_context__target_expert_family__knn35_distance,compact_episode_context,target_expert_family,35,distance,topfrac,0.08,59,7,-0.051756012833635234,-3.0536047571844787,0.5084745762711864
compact_episode_context__target_expert_family__knn35_distance,compact_episode_context,target_expert_family,35,distance,topfrac,0.1,74,7,-0.02313719353565926,-1.7121523216387853,0.527027027027027
compact_episode_context__target_expert_family__knn35_distance,compact_episode_context,target_expert_family,35,distance,topfrac,0.15,110,10,-0.023434340500725494,-2.5777774550798043,0.5363636363636364
compact_episode_context__target_expert_family__knn35_distance,compact_episode_context,target_expert_family,35,distance,topfrac,0.2,147,10,-0.007632778581063471,-1.1220184514163303,0.5374149659863946
compact_episode_context__target_expert_family__knn35_uniform,compact_episode_context,target_expert_family,35,uniform,threshold,-0.02,722,10,-0.011523979450016174,-8.320313162911678,0.5152354570637119
compact_episode_context__target_expert_family__knn35_uniform,compact_episode_context,target_expert_family,35,uniform,threshold,-0.01,691,10,-0.012562918256848257,-8.680976515482145,0.5108538350217077
compact_episode_context__target_expert_family__knn35_uniform,compact_episode_context,target_expert_family,35,uniform,threshold,0.0,623,10,-0.011834634904221803,-7.372977545330183,0.5184590690208668
compact_episode_context__target_expert_family__knn35_uniform,compact_episode_context,target_expert_family,35,uniform,threshold,0.005,536,10,-0.015013538459184324,-8.047256614122798,0.5186567164179104
compact_episode_context__target_expert_family__knn35_uniform,compact_episode_context,target_expert_family,35,uniform,threshold,0.01,470,10,-0.015561920106380824,-7.3141024499989875,0.5319148936170213
compact_episode_context__target_expert_family__knn35_uniform,compact_episode_context,target_expert_family,35,uniform,threshold,0.02,332,10,-0.022571861379991284,-7.493857978157107,0.5210843373493976
compact_episode_context__target_expert_family__knn35_uniform,compact_episode_context,target_expert_family,35,uniform,threshold,0.04,171,10,-0.03628327049843224,-6.204439255231913,0.5146198830409356
compact_episode_context__target_expert_family__knn35_uniform,compact_episode_context,target_expert_family,35,uniform,threshold,0.08,41,6,-0.07032763360725891,-2.8834329778976153,0.4878048780487805
compact_episode_context__target_expert_family__knn35_uniform,compact_episode_context,target_expert_family,35,uniform,topfrac,0.01,7,2,-0.260886234295796,-1.8262036400705721,0.5714285714285714
compact_episode_context__target_expert_family__knn35_uniform,compact_episode_context,target_expert_family,35,uniform,topfrac,0.02,15,4,-0.10695850408071884,-1.6043775612107827,0.5333333333333333
compact_episode_context__target_expert_family__knn35_uniform,compact_episode_context,target_expert_family,35,uniform,topfrac,0.03,22,5,-0.06734306002800211,-1.4815473206160463,0.5454545454545454
compact_episode_context__target_expert_family__knn35_uniform,compact_episode_context,target_expert_family,35,uniform,topfrac,0.04,29,5,-0.07433466252721274,-2.1557052132891696,0.5172413793103449
compact_episode_context__target_expert_family__knn35_uniform,compact_episode_context,target_expert_family,35,uniform,topfrac,0.06,44,6,-0.05923167582527597,-2.6061937363121426,0.5
compact_episode_context__target_expert_family__knn35_uniform,compact_episode_context,target_expert_family,35,uniform,topfrac,0.08,59,7,-0.03828921291469137,-2.2590635619667907,0.5423728813559322
compact_episode_context__target_expert_family__knn35_uniform,compact_episode_context,target_expert_family,35,uniform,topfrac,0.1,74,10,-0.03724184251893372,-2.7558963464010953,0.527027027027027
compact_episode_context__target_expert_family__knn35_uniform,compact_episode_context,target_expert_family,35,uniform,topfrac,0.15,110,10,-0.01822834894922558,-2.0051183844148137,0.5454545454545454
compact_episode_context__target_expert_family__knn35_uniform,compact_episode_context,target_expert_family,35,uniform,topfrac,0.2,147,10,-0.020265548864895126,-2.9790356831395837,0.5374149659863946
compact_episode_context__target_expert_family__knn55_distance,compact_episode_context,target_expert_family,55,distance,threshold,-0.02,719,10,-0.012148949771159923,-8.735094885463985,0.5132127955493742
compact_episode_context__target_expert_family__knn55_distance,compact_episode_context,target_expert_family,55,distance,threshold,-0.01,683,10,-0.01215067238339818,-8.298909237860958,0.5109809663250366
compact_episode_context__target_expert_family__knn55_distance,compact_episode_context,target_expert_family,55,distance,threshold,0.0,574,10,-0.014916973715831557,-8.562342912887313,0.5104529616724739
compact_episode_context__target_expert_family__knn55_distance,compact_episode_context,target_expert_family,55,distance,threshold,0.005,489,10,-0.015358669710600084,-7.510389488483441,0.5132924335378323
compact_episode_context__target_expert_family__knn55_distance,compact_episode_context,target_expert_family,55,distance,threshold,0.01,409,10,-0.021394300788028876,-8.75026902230381,0.5036674816625917
compact_episode_context__target_expert_family__knn55_distance,compact_episode_context,target_expert_family,55,distance,threshold,0.02,266,10,-0.02688070396760857,-7.150267255383879,0.5037593984962406
compact_episode_context__target_expert_family__knn55_distance,compact_episode_context,target_expert_family,55,distance,threshold,0.04,108,9,-0.02602115237058376,-2.810284456023046,0.5185185185185185
compact_episode_context__target_expert_family__knn55_distance,compact_episode_context,target_expert_family,55,distance,threshold,0.08,14,2,-0.17735324489412863,-2.4829454285178008,0.5
compact_episode_context__target_expert_family__knn55_distance,compact_episode_context,target_expert_family,55,distance,topfrac,0.01,7,1,-0.16915871701880078,-1.1841110191316055,0.7142857142857143
compact_episode_context__target_expert_family__knn55_distance,compact_episode_context,target_expert_family,55,distance,topfrac,0.02,15,3,-0.19958745785182389,-2.9938118677773584,0.4666666666666667
compact_episode_context__target_expert_family__knn55_distance,compact_episode_context,target_expert_family,55,distance,topfrac,0.03,22,4,-0.1893158826126694,-4.164949417478727,0.45454545454545453
compact_episode_context__target_expert_family__knn55_distance,compact_episode_context,target_expert_family,55,distance,topfrac,0.04,29,5,-0.09724317180461563,-2.8200519823338532,0.5517241379310345
compact_episode_context__target_expert_family__knn55_distance,compact_episode_context,target_expert_family,55,distance,topfrac,0.06,44,6,-0.07349882688097654,-3.233948382762968,0.5681818181818182
compact_episode_context__target_expert_family__knn55_distance,compact_episode_context,target_expert_family,55,distance,topfrac,0.08,59,7,-0.028724694327846526,-1.694756965342945,0.5932203389830508
compact_episode_context__target_expert_family__knn55_distance,compact_episode_context,target_expert_family,55,distance,topfrac,0.1,74,8,-0.04653058817088291,-3.443263524645335,0.527027027027027
compact_episode_context__target_expert_family__knn55_distance,compact_episode_context,target_expert_family,55,distance,topfrac,0.15,110,9,-0.03473131581253158,-3.820444739378474,0.5181818181818182
compact_episode_context__target_expert_family__knn55_distance,compact_episode_context,target_expert_family,55,distance,topfrac,0.2,147,10,-0.03959270870365621,-5.820128179437463,0.5170068027210885
compact_episode_context__target_expert_family__knn55_uniform,compact_episode_context,target_expert_family,55,uniform,threshold,-0.02,719,10,-0.00986878671142571,-7.095657645515085,0.5187760778859527
compact_episode_context__target_expert_family__knn55_uniform,compact_episode_context,target_expert_family,55,uniform,threshold,-0.01,686,10,-0.010287002287636602,-7.0568835693187095,0.5174927113702624
compact_episode_context__target_expert_family__knn55_uniform,compact_episode_context,target_expert_family,55,uniform,threshold,0.0,576,10,-0.013110785699754606,-7.551812563058653,0.5138888888888888
compact_episode_context__target_expert_family__knn55_uniform,compact_episode_context,target_expert_family,55,uniform,threshold,0.005,491,10,-0.015534174522502308,-7.627279690548633,0.5132382892057027
compact_episode_context__target_expert_family__knn55_uniform,compact_episode_context,target_expert_family,55,uniform,threshold,0.01,416,10,-0.018829049804183883,-7.8328847185404955,0.5096153846153846
compact_episode_context__target_expert_family__knn55_uniform,compact_episode_context,target_expert_family,55,uniform,threshold,0.02,247,10,-0.027699621840117643,-6.841806594509058,0.4979757085020243
compact_episode_context__target_expert_family__knn55_uniform,compact_episode_context,target_expert_family,55,uniform,threshold,0.04,88,9,-0.06600139486051648,-5.8081227477254505,0.48863636363636365
compact_episode_context__target_expert_family__knn55_uniform,compact_episode_context,target_expert_family,55,uniform,threshold,0.08,13,2,-0.15220868617088104,-1.9787129202214535,0.5384615384615384
compact_episode_context__target_expert_family__knn55_uniform,compact_episode_context,target_expert_family,55,uniform,topfrac,0.01,7,1,-0.13719117865697036,-0.9603382505987925,0.7142857142857143
compact_episode_context__target_expert_family__knn55_uniform,compact_episode_context,target_expert_family,55,uniform,topfrac,0.02,15,3,-0.19958745785182389,-2.9938118677773584,0.4666666666666667
compact_episode_context__target_expert_family__knn55_uniform,compact_episode_context,target_expert_family,55,uniform,topfrac,0.03,22,4,-0.17065579682135465,-3.754427530069802,0.5
compact_episode_context__target_expert_family__knn55_uniform,compact_episode_context,target_expert_family,55,uniform,topfrac,0.04,29,5,-0.12713250002713644,-3.686842500786957,0.5517241379310345
compact_episode_context__target_expert_family__knn55_uniform,compact_episode_context,target_expert_family,55,uniform,topfrac,0.06,44,8,-0.11736260481481003,-5.163954611851642,0.5227272727272727
compact_episode_context__target_expert_family__knn55_uniform,compact_episode_context,target_expert_family,55,uniform,topfrac,0.08,59,9,-0.09083199818633568,-5.359087892993805,0.4915254237288136
compact_episode_context__target_expert_family__knn55_uniform,compact_episode_context,target_expert_family,55,uniform,topfrac,0.1,74,9,-0.05969658422385245,-4.417547232565081,0.5135135135135135
compact_episode_context__target_expert_family__knn55_uniform,compact_episode_context,target_expert_family,55,uniform,topfrac,0.15,110,10,-0.05562819618155044,-6.119101579970549,0.5181818181818182
compact_episode_context__target_expert_family__knn55_uniform,compact_episode_context,target_expert_family,55,uniform,topfrac,0.2,147,10,-0.047991005150043044,-7.054677757056328,0.5034013605442177
compact_episode_context__target_expert_family__knn7_distance,compact_episode_context,target_expert_family,7,distance,threshold,-0.02,725,10,-0.017266241142146376,-12.518024828056122,0.4924137931034483
compact_episode_context__target_expert_family__knn7_distance,compact_episode_context,target_expert_family,7,distance,threshold,-0.01,704,10,-0.01783825572015525,-12.558132026989295,0.4943181818181818
compact_episode_context__target_expert_family__knn7_distance,compact_episode_context,target_expert_family,7,distance,threshold,0.0,672,10,-0.01980164593946362,-13.306706071319553,0.4880952380952381
compact_episode_context__target_expert_family__knn7_distance,compact_episode_context,target_expert_family,7,distance,threshold,0.005,642,10,-0.02136387374888327,-13.71560694678306,0.48598130841121495
compact_episode_context__target_expert_family__knn7_distance,compact_episode_context,target_expert_family,7,distance,threshold,0.01,607,10,-0.020782699917329093,-12.615098849818759,0.49093904448105435
compact_episode_context__target_expert_family__knn7_distance,compact_episode_context,target_expert_family,7,distance,threshold,0.02,533,10,-0.023251999337596873,-12.393315646939133,0.48405253283302063
compact_episode_context__target_expert_family__knn7_distance,compact_episode_context,target_expert_family,7,distance,threshold,0.04,398,10,-0.024087179951670312,-9.586697620764784,0.4899497487437186
compact_episode_context__target_expert_family__knn7_distance,compact_episode_context,target_expert_family,7,distance,threshold,0.08,229,10,-0.015051343097018305,-3.446757569217192,0.4847161572052402
compact_episode_context__target_expert_family__knn7_distance,compact_episode_context,target_expert_family,7,distance,topfrac,0.01,7,2,0.13020534371428877,0.9114374060000214,0.5714285714285714
compact_episode_context__target_expert_family__knn7_distance,compact_episode_context,target_expert_family,7,distance,topfrac,0.02,15,3,0.10059976245451008,1.5089964368176512,0.5333333333333333
compact_episode_context__target_expert_family__knn7_distance,compact_episode_context,target_expert_family,7,distance,topfrac,0.03,22,4,0.007452074744626755,0.1639456443817886,0.4090909090909091
