law_name,feature_view,group_mode,neighbors,weights,policy,param,logloss,switched_cells,mean_realized_gain_all_cells,mean_realized_gain_switched,positive_true_gain_rate,active_subjects,positive_active_subjects,negative_active_subjects,active_subject_rate,std_subject_gain_per_cell,min_active_gain_per_cell,robust_transport_score
human_episode_context__target_episode_family__knn55_distance,human_episode_context,target_episode_family,55,distance,topfrac,0.1,0.6390148156682476,74,-0.002017733517252767,-0.02004100182676735,0.5135135135135135,10,5,5,1.0,0.009518345201221124,-0.014648326023347369,-0.009945485297435934
compact_episode_context__target_expert_family__knn21_uniform,compact_episode_context,target_expert_family,21,uniform,topfrac,0.01,0.639015503333043,7,-0.002018421182048272,-0.21193422411506857,0.42857142857142855,4,1,3,0.4,0.004536080506320011,-0.013041624847745448,-0.006798833257996274
route_episode_context__all__knn55_uniform,route_episode_context,all,55,uniform,topfrac,0.03,0.639022107867315,22,-0.002025025716320082,-0.06765426824978459,0.5454545454545454,6,3,3,0.6,0.004891861417913904,-0.010417357514448774,-0.006658804929007168
route_episode_context__expert_family__knn55_uniform,route_episode_context,expert_family,55,uniform,topfrac,0.02,0.6390241601413926,15,-0.0020270779903978756,-0.09932682152949592,0.4666666666666667,5,2,3,0.5,0.004991897375089526,-0.0137695474619675,-0.006775862596661304
route_episode_context__expert_family__knn55_distance,route_episode_context,expert_family,55,distance,topfrac,0.02,0.6390241601413926,15,-0.0020270779903978756,-0.09932682152949592,0.4666666666666667,5,2,3,0.5,0.004991897375089526,-0.0137695474619675,-0.006775862596661304
human_episode_context__expert_family__knn35_uniform,human_episode_context,expert_family,35,uniform,topfrac,0.1,0.6390244074644237,74,-0.0020273253134288653,-0.02013627169419211,0.5945945945945946,10,5,5,1.0,0.009366440231846672,-0.024278926120724933,-0.009932291348205866
human_episode_context__expert_family__knn55_uniform,human_episode_context,expert_family,55,uniform,threshold,0.04,0.6390244180083547,54,-0.002027335857359948,-0.02759429361406596,0.5370370370370371,10,2,8,1.0,0.005657599813246635,-0.007099925894386973,-0.013875975829346944
human_episode_context__target_episode_family__knn21_uniform,human_episode_context,target_episode_family,21,uniform,topfrac,0.15,0.6390251489151711,110,-0.002028066764176269,-0.01355117337881418,0.4636363636363636,10,5,5,1.0,0.011615900531196864,-0.019902213455932554,-0.010270451843855798
route_episode_context__all__knn55_distance,route_episode_context,all,55,distance,threshold,0.08,0.6390309745276394,28,-0.0020338923766445435,-0.053389674886919265,0.5357142857142857,6,3,3,0.6,0.00639104089733092,-0.010476281456283714,-0.0068925485112441825
compact_episode_context__expert_family__knn13_uniform,compact_episode_context,expert_family,13,uniform,topfrac,0.02,0.6390320752911121,15,-0.002034993140117252,-0.09971466386574536,0.26666666666666666,4,1,3,0.4,0.005606951321955221,-0.01742500205653961,-0.006976035838410536
human_episode_context__target_episode_family__knn21_uniform,human_episode_context,target_episode_family,21,uniform,threshold,0.08,0.6390425973105888,114,-0.00204551515959402,-0.013188189844750923,0.4649122807017544,10,4,6,1.0,0.01150272445533639,-0.019902213455932554,-0.011770923827894478
route_episode_context__target__knn13_uniform,route_episode_context,target,13,uniform,topfrac,0.15,0.6390523414559607,110,-0.0020552593049658683,-0.013732868992271939,0.4727272727272727,10,3,7,1.0,0.02315780318431026,-0.04389272263862012,-0.015028929782612409
route_episode_context__target_episode_family__knn21_distance,route_episode_context,target_episode_family,21,distance,topfrac,0.2,0.6390555813260449,147,-0.0020584991750501303,-0.010292495875250648,0.54421768707483,10,5,5,1.0,0.012916490779677521,-0.022251485053136347,-0.010495972792001759
human_episode_context__expert_family__knn7_distance,human_episode_context,expert_family,7,distance,topfrac,0.04,0.6390649241390196,29,-0.0020678419880248854,-0.05240909866201003,0.3793103448275862,8,1,7,0.8,0.002387597556523496,-0.006518717482460063,-0.01212598162150341
human_episode_context__target_expert_family__knn35_distance,human_episode_context,target_expert_family,35,distance,topfrac,0.02,0.6390682339120842,15,-0.002071151761089494,-0.1014864362933852,0.3333333333333333,9,2,7,0.9,0.003554525079025659,-0.008141513276139363,-0.012204330522943344
human_episode_context__target__knn21_distance,human_episode_context,target,21,distance,topfrac,0.03,0.6390789961966258,22,-0.0020819140456309585,-0.06955485561539793,0.36363636363636365,10,5,5,1.0,0.00469590233071489,-0.013363106827095197,-0.00928629939523819
compact_episode_context__all__knn21_distance,compact_episode_context,all,21,distance,topfrac,0.03,0.6390838811991786,22,-0.0020867990481837806,-0.06971805910977631,0.4090909090909091,4,1,3,0.4,0.005943654731700368,-0.014412678471702427,-0.0070783472579388365
compact_episode_context__target_episode_family__knn55_uniform,compact_episode_context,target_episode_family,55,uniform,topfrac,0.15,0.6390846380753574,110,-0.002087555924362714,-0.01394866913096905,0.5727272727272728,10,5,5,1.0,0.0191497534269975,-0.039820810710675204,-0.01146001893841234
human_episode_context__target_expert_family__knn7_uniform,human_episode_context,target_expert_family,7,uniform,topfrac,0.06,0.6390966865938291,44,-0.0020996044428343375,-0.03507293785189176,0.36363636363636365,9,4,5,0.9,0.003509884461415166,-0.008106968019760243,-0.009226087112046612
route_episode_context__target_expert_family__knn35_distance,route_episode_context,target_expert_family,35,distance,topfrac,0.01,0.6390983960202282,7,-0.002101313869233436,-0.22063795626951083,0.5714285714285714,3,1,2,0.3,0.006979694077404989,-0.023044285683072662,-0.005848267980844184
human_episode_context__target__knn21_distance,human_episode_context,target,21,distance,topfrac,0.02,0.639100032020155,15,-0.0021029498691601707,-0.10304454358884835,0.26666666666666666,10,4,6,1.0,0.003809796604188301,-0.00907769039953518,-0.010674419359788415
human_episode_context__target__knn13_uniform,human_episode_context,target,13,uniform,topfrac,0.04,0.6391017430700515,29,-0.0021046609190567395,-0.0533422681209208,0.3793103448275862,9,3,6,0.9,0.003245983127580034,-0.006160279805636348,-0.010691558388193747
route_episode_context__target__knn55_distance,route_episode_context,target,55,distance,topfrac,0.15,0.639112676752664,110,-0.002115594601669209,-0.014136018474789708,0.5818181818181818,9,4,5,0.9,0.020542860677655546,-0.025372586841882108,-0.011797023703317542
human_episode_context__expert_family__knn35_distance,human_episode_context,expert_family,35,distance,topfrac,0.04,0.6391143026029455,29,-0.0021172204519507407,-0.053660587316682586,0.5172413793103449,9,2,7,0.9,0.005725591705215772,-0.013037257782644897,-0.012576059207733107
human_episode_context__expert_family__knn35_distance,human_episode_context,expert_family,35,distance,topfrac,0.06,0.6391144774528373,44,-0.002117395301842524,-0.035370126064869424,0.5227272727272727,10,4,6,1.0,0.006169075672878614,-0.013548365733418142,-0.011042756652774318
human_episode_context__target_episode_family__knn35_distance,human_episode_context,target_episode_family,35,distance,topfrac,0.15,0.6391228544082329,110,-0.002125772257238171,-0.014204023718818695,0.4727272727272727,10,6,4,1.0,0.010950088524316589,-0.024235922373824707,-0.00876828553588566
route_episode_context__target_expert_family__knn13_uniform,route_episode_context,target_expert_family,13,uniform,threshold,0.08,0.6391239920813948,149,-0.002126909930400025,-0.01049180401908737,0.47651006711409394,10,5,5,1.0,0.02528900674630708,-0.048262542673773265,-0.012420260942346086
human_episode_context__target_episode_family__knn35_uniform,human_episode_context,target_episode_family,35,uniform,topfrac,0.08,0.6391276609925811,59,-0.002130578841586251,-0.02654195675535415,0.4745762711864407,10,5,5,1.0,0.010284753284775457,-0.015823981422964626,-0.010173291834302569
route_episode_context__all__knn55_distance,route_episode_context,all,55,distance,threshold,0.04,0.6391316641031527,122,-0.0021345819521579232,-0.012859981433082575,0.5081967213114754,10,6,4,1.0,0.021486423774042487,-0.030238732093816147,-0.010357545518264295
human_episode_context__target_episode_family__knn7_distance,human_episode_context,target_episode_family,7,distance,topfrac,0.06,0.6391324546678948,44,-0.0021353725169000666,-0.03567042727094428,0.38636363636363635,9,4,5,0.9,0.004412826240493406,-0.011364072812195583,-0.009397296452974078
route_episode_context__target_expert_family__knn13_uniform,route_episode_context,target_expert_family,13,uniform,topfrac,0.2,0.6391558143786175,147,-0.002158732227622619,-0.010793661138113088,0.47619047619047616,10,5,5,1.0,0.0253051234679171,-0.048262542673773265,-0.012454500747810182
human_episode_context__target_episode_family__knn21_uniform,human_episode_context,target_episode_family,21,uniform,topfrac,0.04,0.6391646955344248,29,-0.0021676133834300317,-0.05493778747658874,0.3448275862068966,10,3,7,1.0,0.0030399211465084374,-0.007771675334276628,-0.012123601555406299
human_episode_context__all__knn55_uniform,human_episode_context,all,55,uniform,topfrac,0.02,0.6391684520620018,15,-0.0021713699110070483,-0.10639712563934538,0.4666666666666667,4,2,2,0.4,0.005695167306225162,-0.018513344978300154,-0.005625645006940822
compact_episode_context__target__knn35_distance,compact_episode_context,target,35,distance,topfrac,0.2,0.6391704978725644,147,-0.0021734157215696063,-0.010867078607848038,0.5782312925170068,9,4,5,0.9,0.02314943559253066,-0.03388262716083619,-0.012245831060449205
human_episode_context__target__knn55_distance,human_episode_context,target,55,distance,topfrac,0.01,0.6391705518098237,7,-0.0021734696588289392,-0.2282143141770386,0.14285714285714285,4,0,4,0.4,0.0032981734045477253,-0.009404480698868222,-0.008268195669511098
compact_episode_context__target_expert_family__knn35_uniform,compact_episode_context,target_expert_family,35,uniform,topfrac,0.02,0.6391799087648871,15,-0.0021828266138922215,-0.10695850408071884,0.5333333333333333,4,2,2,0.4,0.007048475920561321,-0.019893702035455922,-0.005840098001976419
human_episode_context__all__knn55_uniform,human_episode_context,all,55,uniform,threshold,0.04,0.6391888567116498,58,-0.002191774560655032,-0.027775074173818075,0.5517241379310345,9,5,4,0.9,0.0062157245121981335,-0.01539194587973101,-0.008224133237484752
human_episode_context__target_episode_family__knn35_uniform,human_episode_context,target_episode_family,35,uniform,threshold,0.08,0.6391994952586585,58,-0.0022024131076637627,-0.02790989024367009,0.46551724137931033,9,4,5,0.9,0.010268378533070105,-0.015823981422964626,-0.010342669887624278
human_episode_context__all__knn7_distance,human_episode_context,all,7,distance,topfrac,0.03,0.6392056420706408,22,-0.002208559919646096,-0.07378597913363093,0.36363636363636365,7,0,7,0.7,0.0017561240422916094,-0.004822002349455835,-0.012271978525989838
compact_episode_context__expert_family__knn7_uniform,compact_episode_context,expert_family,7,uniform,threshold,0.08,0.6392102151102075,209,-0.002213132959212692,-0.007783027392446549,0.49282296650717705,10,4,6,1.0,0.024151238439643223,-0.04727905251103528,-0.013835818725159175
human_episode_context__target_episode_family__knn55_uniform,human_episode_context,target_episode_family,55,uniform,threshold,0.08,0.6392168385156184,23,-0.002219756364623551,-0.07093569252166565,0.43478260869565216,7,3,4,0.7,0.004196807144984528,-0.008873242891928616,-0.00814927743637123
human_episode_context__target_episode_family__knn21_distance,human_episode_context,target_episode_family,21,distance,topfrac,0.04,0.6392184768349707,29,-0.0022213946839758376,-0.056300865266284146,0.41379310344827586,10,4,6,1.0,0.004337376801136489,-0.010647048254400004,-0.01087200120414631
compact_episode_context__target_episode_family__knn55_uniform,compact_episode_context,target_episode_family,55,uniform,topfrac,0.2,0.6392197607625477,147,-0.0022226786115528384,-0.011113393057764197,0.5782312925170068,10,5,5,1.0,0.020550415005881603,-0.045831444341222195,-0.01180524086243508
human_episode_context__target_episode_family__knn7_distance,human_episode_context,target_episode_family,7,distance,topfrac,0.1,0.6392237320706701,74,-0.0022266499196752143,-0.02211604987785517,0.44594594594594594,10,5,5,1.0,0.005135867833100423,-0.013858705448805908,-0.009497030094640278
compact_episode_context__target_expert_family__knn7_uniform,compact_episode_context,target_expert_family,7,uniform,topfrac,0.15,0.6392241115926293,110,-0.0022270294416344223,-0.014880605814557272,0.4727272727272727,10,3,7,1.0,0.02158291951565856,-0.03461601074308217,-0.014964467368983207
human_episode_context__target_episode_family__knn21_distance,human_episode_context,target_episode_family,21,distance,topfrac,0.03,0.6392250910700762,22,-0.002228008919081425,-0.07443575252385669,0.36363636363636365,10,4,6,1.0,0.004086558889166364,-0.010647048254400004,-0.01084099275245638
human_episode_context__target_episode_family__knn35_distance,human_episode_context,target_episode_family,35,distance,topfrac,0.1,0.6392400475228015,74,-0.002242965371806656,-0.0222781020037553,0.4594594594594595,10,5,5,1.0,0.011210294238900588,-0.01804324749113744,-0.010424509507641743
human_episode_context__target__knn21_uniform,human_episode_context,target,21,uniform,topfrac,0.02,0.6392467170380501,15,-0.002249634887055356,-0.11023210946571244,0.26666666666666666,10,4,6,1.0,0.004041768539612782,-0.008202201644250036,-0.010855900167997274
route_episode_context__target_expert_family__knn13_uniform,route_episode_context,target_expert_family,13,uniform,topfrac,0.15,0.6392475802923374,110,-0.002250498141342638,-0.015037419398971269,0.4727272727272727,10,5,5,1.0,0.02266908858773786,-0.03932728641705325,-0.012150861429503317
human_episode_context__all__knn13_uniform,human_episode_context,all,13,uniform,topfrac,0.1,0.6392513006098637,74,-0.002254218458868881,-0.022389872530657128,0.47297297297297297,10,4,6,1.0,0.01178219678481713,-0.02124480174696893,-0.01202154797659145
human_episode_context__expert_family__knn35_distance,human_episode_context,expert_family,35,distance,topfrac,0.1,0.6392527994140118,74,-0.002255717263017046,-0.02240475930158823,0.5675675675675675,10,5,5,1.0,0.010356977875621228,-0.02452411549728564,-0.010309263944360228
human_episode_context__all__knn35_uniform,human_episode_context,all,35,uniform,topfrac,0.06,0.6392643989652489,44,-0.002267316814254116,-0.03787449678356306,0.5,10,5,5,1.0,0.009704372352103962,-0.021236546615096816,-0.010222972667069709
human_episode_context__target_episode_family__knn13_uniform,human_episode_context,target_episode_family,13,uniform,topfrac,0.15,0.6392644052992349,110,-0.002267323148240033,-0.01514984103596749,0.4636363636363636,10,5,5,1.0,0.014329397564949022,-0.020936777123989763,-0.010916732782982386
route_episode_context__target_expert_family__knn35_uniform,route_episode_context,target_expert_family,35,uniform,topfrac,0.04,0.6392796620437009,29,-0.0022825798927060322,-0.05785159383237703,0.5862068965517241,5,3,2,0.5,0.01279051936619389,-0.03348520187617389,-0.006701157797635115
human_episode_context__target_episode_family__knn35_uniform,human_episode_context,target_episode_family,35,uniform,threshold,0.02,0.6392833320019444,395,-0.002286249850949632,-0.004254161115058178,0.5139240506329114,10,5,5,1.0,0.018121185959429856,-0.035739953260901056,-0.011504427744864109
