candidate_id,file,resolved_path,family,route_public,public_rows,public_mode,alpha_public,route_private,private_rows,private_mode,alpha_private,target_group,row_route_score,changed_cells_vs_h012,changed_rows_vs_h012,mean_abs_prob_move_h012,max_abs_prob_move_h012,mean_abs_logit_move_h012,max_abs_logit_move_h012,world_cell_delta_vs_h012,posterior_delta_vs_h012,memory_delta_vs_h012,route_delta_vs_h012,row_route_complete_rate,pre_h024_proxy_score
h040_exception_private_switch_world_p80_support_a0.45_memory_v10_support_b0.18_all_03c31745,submission_h040_exception_private_switch_world_p80_support_a0.45_memory_v10_support_b0.18_all_03c31745.csv,/Users/kbsoo/Downloads/cl2/hitl/h040_discrete_route_assignment_jepa/submission_h040_exception_private_switch_world_p80_support_a0.45_memory_v10_support_b0.18_all_03c31745.csv,exception_private_switch,world,80,support,0.45,memory,10,support,0.18,all,0.0018093056797170942,506,90,0.0032522320997462524,0.06530081712701685,0.05550847120982682,3.192290456492996,-0.0009271748707785966,-0.0010762922228657434,0.007384383036023947,-0.0004208301229697245,0.9666666666666667,0.033938393839383935
h040_exception_private_switch_world_p80_support_a0.7_memory_v24_support_b0.25_all_a1128115,submission_h040_exception_private_switch_world_p80_support_a0.7_memory_v24_support_b0.25_all_a1128115.csv,/Users/kbsoo/Downloads/cl2/hitl/h040_discrete_route_assignment_jepa/submission_h040_exception_private_switch_world_p80_support_a0.7_memory_v24_support_b0.25_all_a1128115.csv,exception_private_switch,world,80,support,0.7,memory,24,support,0.25,all,0.0018685916497262094,575,104,0.00606575284907079,0.09801523244461341,0.09310904915343086,4.965785154541477,-0.001059354730320316,-0.0010162699952075695,0.009708258583200144,-0.00028387645931466217,0.9711538461538461,0.033965896589658956
h040_transition_exception_world_p110_world_high_a0.7_h012_v0_support_b0_all_c9477c20,submission_h040_transition_exception_world_p110_world_high_a0.7_h012_v0_support_b0_all_c9477c20.csv,/Users/kbsoo/Downloads/cl2/hitl/h040_discrete_route_assignment_jepa/submission_h040_transition_exception_world_p110_world_high_a0.7_h012_v0_support_b0_all_c9477c20.csv,transition_exception,world,110,world_high,0.7,h012,0,support,0.0,all,0.002518318932615911,278,103,0.003748187584167898,0.09801523244461341,0.08596036858178474,4.965785154541477,-0.0014980169086825253,-0.0013083001334519711,0.01567089775017014,-0.0005988510497292928,0.2524271844660194,0.0367986798679868
h040_uncertain_public_posterior_world_p110_all_a0.45_h012_v0_support_b0_all_bff51e4c,submission_h040_uncertain_public_posterior_world_p110_all_a0.45_h012_v0_support_b0_all_bff51e4c.csv,/Users/kbsoo/Downloads/cl2/hitl/h040_discrete_route_assignment_jepa/submission_h040_uncertain_public_posterior_world_p110_all_a0.45_h012_v0_support_b0_all_bff51e4c.csv,uncertain_public,posterior_world,110,all,0.45,h012,0,support,0.0,all,0.0014755673882245316,769,110,0.0029098845045132365,0.026828139379556748,0.04893547509817405,1.6613435156625034,-0.0008225545811261109,-0.0007079825730661577,0.008542578261837568,-0.00045129653842167314,1.0,0.03835258525852586
h040_public_private_switch_posterior_world_p80_support_a0.7_memory_v8_support_b0.25_all_ab61,submission_h040_public_private_switch_posterior_world_p80_support_a0.7_memory_v8_support_b0.25_all_ab61.csv,/Users/kbsoo/Downloads/cl2/hitl/h040_discrete_route_assignment_jepa/submission_h040_public_private_switch_posterior_world_p80_support_a0.7_memory_v8_support_b0.25_all_ab61.csv,public_private_switch,posterior_world,80,support,0.7,memory,8,support,0.25,all,0.001729789308198217,501,88,0.003464806113959143,0.07111829477683473,0.07872986217618874,2.595314649748481,-0.0009804863153023676,-0.0008618768364993024,0.012147596281975424,-0.0004472412875943019,0.9659090909090909,0.04048404840484046
h040_transition_exception_world_p140_world_high_a0.45_h012_v0_support_b0_all_96b84b21,submission_h040_transition_exception_world_p140_world_high_a0.45_h012_v0_support_b0_all_96b84b21.csv,/Users/kbsoo/Downloads/cl2/hitl/h040_discrete_route_assignment_jepa/submission_h040_transition_exception_world_p140_world_high_a0.45_h012_v0_support_b0_all_96b84b21.csv,transition_exception,world,140,world_high,0.45,h012,0,support,0.0,all,0.002402328682280032,324,128,0.002875008305788973,0.06530081712701685,0.06161827032293384,3.192290456492996,-0.0013547024805674562,-0.0013441943839943198,0.010797596284160072,-0.0006280994084650716,0.2109375,0.042876787678767875
h040_exception_private_switch_world_p80_support_a0.45_memory_v24_support_b0.18_all_1d944361,submission_h040_exception_private_switch_world_p80_support_a0.45_memory_v24_support_b0.18_all_1d944361.csv,/Users/kbsoo/Downloads/cl2/hitl/h040_discrete_route_assignment_jepa/submission_h040_exception_private_switch_world_p80_support_a0.45_memory_v24_support_b0.18_all_1d944361.csv,exception_private_switch,world,80,support,0.45,memory,24,support,0.18,all,0.0017453107687732854,575,104,0.004056687922353253,0.06530081712701685,0.0609057601175615,3.192290456492996,-0.0008918623169596391,-0.0010501875932972247,0.005684815072216949,-0.0003725368339125704,0.9711538461538461,0.0435918591859186
h040_exception_private_switch_posterior_world_p80_support_a0.7_memory_v10_support_b0.25_all,submission_h040_exception_private_switch_posterior_world_p80_support_a0.7_memory_v10_support_b0.25_all.csv,/Users/kbsoo/Downloads/cl2/hitl/h040_discrete_route_assignment_jepa/submission_h040_exception_private_switch_posterior_world_p80_support_a0.7_memory_v10_support_b0.25_all.csv,exception_private_switch,posterior_world,80,support,0.7,memory,10,support,0.25,all,0.0018558396569507143,506,90,0.003682703913862368,0.08603670206716796,0.0737016538352187,2.595314649748481,-0.000868053322570134,-0.00125174558910184,0.01077659929280442,-0.0003872734725242033,0.9666666666666667,0.04755225522552253
h040_transition_exception_posterior_p140_all_a0.45_h012_v0_support_b0_all_7fe7924f,submission_h040_transition_exception_posterior_p140_all_a0.45_h012_v0_support_b0_all_7fe7924f.csv,/Users/kbsoo/Downloads/cl2/hitl/h040_discrete_route_assignment_jepa/submission_h040_transition_exception_posterior_p140_all_a0.45_h012_v0_support_b0_all_7fe7924f.csv,transition_exception,posterior,140,all,0.45,h012,0,support,0.0,all,0.0017044016945710764,980,140,0.002942003107217335,0.050400974908350715,0.05628191378002708,1.6684165605285113,-0.0006488483797149212,-0.001334833005137826,0.010351190916023927,-0.00043164744606627285,1.0,0.04786853685368536
h040_uncertain_public_posterior_world_p140_support_a0.45_h012_v0_support_b0_all_ee6a56c2,submission_h040_uncertain_public_posterior_world_p140_support_a0.45_h012_v0_support_b0_all_ee6a56c2.csv,/Users/kbsoo/Downloads/cl2/hitl/h040_discrete_route_assignment_jepa/submission_h040_uncertain_public_posterior_world_p140_support_a0.45_h012_v0_support_b0_all_ee6a56c2.csv,uncertain_public,posterior_world,140,support,0.45,h012,0,support,0.0,all,0.0015919282034469239,753,140,0.0029391326597986186,0.026828139379556748,0.05340331730761768,1.6684165605285113,-0.0008858537767168845,-0.0007713157947054417,0.0092823537091233,-0.0005080194978288649,0.9714285714285714,0.04850110011001099
h040_public_private_switch_world_p80_support_a0.7_memory_v8_support_b0.25_all_6cb36ab3,submission_h040_public_private_switch_world_p80_support_a0.7_memory_v8_support_b0.25_all_6cb36ab3.csv,/Users/kbsoo/Downloads/cl2/hitl/h040_discrete_route_assignment_jepa/submission_h040_public_private_switch_world_p80_support_a0.7_memory_v8_support_b0.25_all_6cb36ab3.csv,public_private_switch,world,80,support,0.7,memory,8,support,0.25,all,0.0018676302874293066,501,88,0.0045845988502649145,0.07111829477683473,0.09037550234233185,4.965785154541477,-0.0012443701707060266,-0.0006660116744964469,0.013224856689203724,-0.00045231920411144836,0.9659090909090909,0.05093509350935091
h040_uncertain_public_posterior_world_p80_all_a0.7_h012_v0_support_b0_all_502afffa,submission_h040_uncertain_public_posterior_world_p80_all_a0.7_h012_v0_support_b0_all_502afffa.csv,/Users/kbsoo/Downloads/cl2/hitl/h040_discrete_route_assignment_jepa/submission_h040_uncertain_public_posterior_world_p80_all_a0.7_h012_v0_support_b0_all_502afffa.csv,uncertain_public,posterior_world,80,all,0.7,h012,0,support,0.0,all,0.0014408781123353127,559,80,0.0033002221984989766,0.04207679937535591,0.06170187319187654,2.5843121355361163,-0.0008295266729703116,-0.0006508403368910197,0.011069001809413585,-0.0004332208815433538,1.0,0.055954345434543445
h040_uncertain_public_world_p80_all_a0.7_h012_v0_support_b0_all_4cc91c2c,submission_h040_uncertain_public_world_p80_all_a0.7_h012_v0_support_b0_all_4cc91c2c.csv,/Users/kbsoo/Downloads/cl2/hitl/h040_discrete_route_assignment_jepa/submission_h040_uncertain_public_world_p80_all_a0.7_h012_v0_support_b0_all_4cc91c2c.csv,uncertain_public,world,80,all,0.7,h012,0,support,0.0,all,0.001597400968992635,560,80,0.005249367122126446,0.06265945108364329,0.07650412418073974,4.965785154541477,-0.0010990502071862164,-0.0004798757913472557,0.012198830661466192,-0.0004257259897228095,1.0,0.05895214521452147
h040_uncertain_public_world_p140_all_a0.25_h012_v0_support_b0_all_a444660b,submission_h040_uncertain_public_world_p140_all_a0.25_h012_v0_support_b0_all_a444660b.csv,/Users/kbsoo/Downloads/cl2/hitl/h040_discrete_route_assignment_jepa/submission_h040_uncertain_public_world_p140_all_a0.25_h012_v0_support_b0_all_a444660b.csv,uncertain_public,world,140,all,0.25,h012,0,support,0.0,all,0.0014405110900999685,980,140,0.0032249970507644992,0.023808271157840316,0.03971857518451675,1.7734946980516995,-0.0008984504582293986,-0.0005344208006305112,0.0054705324901511265,-0.0004587484458429502,1.0,0.06736798679867989
h040_public_private_switch_world_p80_support_a0.45_memory_v8_support_b0.18_all_fb102677,submission_h040_public_private_switch_world_p80_support_a0.45_memory_v8_support_b0.18_all_fb102677.csv,/Users/kbsoo/Downloads/cl2/hitl/h040_discrete_route_assignment_jepa/submission_h040_public_private_switch_world_p80_support_a0.45_memory_v8_support_b0.18_all_fb102677.csv,public_private_switch,world,80,support,0.45,memory,8,support,0.18,all,0.0016339766086086234,501,88,0.0030127250469786813,0.05114656248293886,0.05845366283346807,3.192290456492996,-0.0009933629035767887,-0.000693215854096227,0.008219917495532232,-0.0004510026903862402,0.9659090909090909,0.06960946094609458
h040_public_private_switch_posterior_world_p80_support_a0.7_memory_v21_support_b0.25_all_070,submission_h040_public_private_switch_posterior_world_p80_support_a0.7_memory_v21_support_b0.25_all_070.csv,/Users/kbsoo/Downloads/cl2/hitl/h040_discrete_route_assignment_jepa/submission_h040_public_private_switch_posterior_world_p80_support_a0.7_memory_v21_support_b0.25_all_070.csv,public_private_switch,posterior_world,80,support,0.7,memory,21,support,0.25,all,0.0015999947433959429,564,101,0.004515831459798073,0.07111829477683473,0.08441427186272783,2.595314649748481,-0.0009146231475856051,-0.0008011693488830957,0.01047856709348363,-0.00034795102664035137,0.9702970297029703,0.07167216721672164
h040_uncertain_public_world_p80_support_a0.7_h012_v0_support_b0_all_2e80375c,submission_h040_uncertain_public_world_p80_support_a0.7_h012_v0_support_b0_all_2e80375c.csv,/Users/kbsoo/Downloads/cl2/hitl/h040_discrete_route_assignment_jepa/submission_h040_uncertain_public_world_p80_support_a0.7_h012_v0_support_b0_all_2e80375c.csv,uncertain_public,world,80,support,0.7,h012,0,support,0.0,all,0.0014934069165248498,457,80,0.004209782087846981,0.06265945108364329,0.07156494749789999,4.965785154541477,-0.0009991965548751113,-0.0004798757913472557,0.012158974628957766,-0.0004091643890960883,1.0,0.07432618261826185
h040_public_private_switch_world_p80_support_a0.45_memory_v21_support_b0.18_all_2e79bf31,submission_h040_public_private_switch_world_p80_support_a0.45_memory_v21_support_b0.18_all_2e79bf31.csv,/Users/kbsoo/Downloads/cl2/hitl/h040_discrete_route_assignment_jepa/submission_h040_public_private_switch_world_p80_support_a0.45_memory_v21_support_b0.18_all_2e79bf31.csv,public_private_switch,world,80,support,0.45,memory,21,support,0.18,all,0.0015759743605309056,564,101,0.0037573654334246125,0.05114656248293886,0.0625464378077762,3.192290456492996,-0.0009618181101332667,-0.0006689427313457123,0.006980019040404427,-0.0004068788505867532,0.9702970297029703,0.07794279427942795
h040_public_private_switch_world_p80_support_a0.7_memory_v21_support_b0.25_all_4269ae29,submission_h040_public_private_switch_world_p80_support_a0.7_memory_v21_support_b0.25_all_4269ae29.csv,/Users/kbsoo/Downloads/cl2/hitl/h040_discrete_route_assignment_jepa/submission_h040_public_private_switch_world_p80_support_a0.7_memory_v21_support_b0.25_all_4269ae29.csv,public_private_switch,world,80,support,0.7,memory,21,support,0.25,all,0.0017378357226270323,564,101,0.0056356241961038455,0.07111829477683473,0.09605991202887094,4.965785154541477,-0.0011785070029892639,-0.0006053041868802404,0.01155582750071193,-0.00035302894315749787,0.9702970297029703,0.07821782178217822
h040_uncertain_public_posterior_p110_all_a0.7_h012_v0_support_b0_all_3162ace7,submission_h040_uncertain_public_posterior_p110_all_a0.7_h012_v0_support_b0_all_3162ace7.csv,/Users/kbsoo/Downloads/cl2/hitl/h040_discrete_route_assignment_jepa/submission_h040_uncertain_public_posterior_p110_all_a0.7_h012_v0_support_b0_all_3162ace7.csv,uncertain_public,posterior,110,all,0.7,h012,0,support,0.0,all,0.0014189358463657239,770,110,0.0035247440598813523,0.04272439395436467,0.0694536657526309,2.5843121355361163,-0.0006600023697597878,-0.0008866293005867148,0.013443526885916738,-0.0004104977248982853,1.0,0.07850660066006598
h040_exception_private_switch_world_p80_support_a0.7_e247_v10_support_b0.25_all_b9308f04,submission_h040_exception_private_switch_world_p80_support_a0.7_e247_v10_support_b0.25_all_b9308f04.csv,/Users/kbsoo/Downloads/cl2/hitl/h040_discrete_route_assignment_jepa/submission_h040_exception_private_switch_world_p80_support_a0.7_e247_v10_support_b0.25_all_b9308f04.csv,exception_private_switch,world,80,support,0.7,e247,10,support,0.25,all,0.0017100292838024723,506,90,0.004245379942505235,0.09801523244461341,0.08096835574128051,4.965785154541477,-0.001142444938233829,-0.0005886476390477626,0.014595359965145459,-0.0004305201874170573,0.9666666666666667,0.07890539053905388
h040_uncertain_public_posterior_world_p80_support_a0.7_h012_v0_support_b0_all_c8355794,submission_h040_uncertain_public_posterior_world_p80_support_a0.7_h012_v0_support_b0_all_c8355794.csv,/Users/kbsoo/Downloads/cl2/hitl/h040_discrete_route_assignment_jepa/submission_h040_uncertain_public_posterior_world_p80_support_a0.7_h012_v0_support_b0_all_c8355794.csv,uncertain_public,posterior_world,80,support,0.7,h012,0,support,0.0,all,0.0013730046481057851,456,80,0.002768615522637216,0.04207679937535591,0.05916951524321282,2.5843121355361163,-0.0007665117025958582,-0.0006508403368910197,0.011050798944242789,-0.0004137869061230558,1.0,0.07963421342134214
h040_exception_private_switch_world_p80_support_a0.45_e247_v10_support_b0.18_all_e55c9561,submission_h040_exception_private_switch_world_p80_support_a0.45_e247_v10_support_b0.18_all_e55c9561.csv,/Users/kbsoo/Downloads/cl2/hitl/h040_discrete_route_assignment_jepa/submission_h040_exception_private_switch_world_p80_support_a0.45_e247_v10_support_b0.18_all_e55c9561.csv,exception_private_switch,world,80,support,0.45,e247,10,support,0.18,all,0.0015661910883316994,506,90,0.0027738518259816923,0.06530081712701685,0.052164460860813264,3.192290456492996,-0.000911884571478955,-0.0007279180678750374,0.009288713239750628,-0.0004153057576025466,0.9666666666666667,0.07992299229922989
h040_uncertain_public_posterior_p140_support_a0.7_h012_v0_support_b0_all_791ee48b,submission_h040_uncertain_public_posterior_p140_support_a0.7_h012_v0_support_b0_all_791ee48b.csv,/Users/kbsoo/Downloads/cl2/hitl/h040_discrete_route_assignment_jepa/submission_h040_uncertain_public_posterior_p140_support_a0.7_h012_v0_support_b0_all_791ee48b.csv,uncertain_public,posterior,140,support,0.7,h012,0,support,0.0,all,0.0015598848762207438,754,140,0.0036995422951203337,0.04272439395436467,0.07684147576045725,2.595314649748481,-0.0007371895245537284,-0.0009658641265968617,0.014673595106288167,-0.0004686775346590785,0.9714285714285714,0.08087183718371835
h040_exception_private_switch_posterior_world_p80_support_a0.7_e247_v10_support_b0.25_all_57,submission_h040_exception_private_switch_posterior_world_p80_support_a0.7_e247_v10_support_b0.25_all_57.csv,/Users/kbsoo/Downloads/cl2/hitl/h040_discrete_route_assignment_jepa/submission_h040_exception_private_switch_posterior_world_p80_support_a0.7_e247_v10_support_b0.25_all_57.csv,exception_private_switch,posterior_world,80,support,0.7,e247,10,support,0.25,all,0.0015546839415376485,506,90,0.002997267303552811,0.08603670206716796,0.06905719501714429,2.595314649748481,-0.0008774191569265486,-0.0007592674666615073,0.01336001658607686,-0.00042563039179114714,0.9666666666666667,0.08176567656765676
h040_exception_private_switch_world_p80_support_a0.45_e247_v24_support_b0.18_all_9a108509,submission_h040_exception_private_switch_world_p80_support_a0.45_e247_v24_support_b0.18_all_9a108509.csv,/Users/kbsoo/Downloads/cl2/hitl/h040_discrete_route_assignment_jepa/submission_h040_exception_private_switch_world_p80_support_a0.45_e247_v24_support_b0.18_all_9a108509.csv,exception_private_switch,world,80,support,0.45,e247,24,support,0.18,all,0.0015303005935589338,575,104,0.0029772131619227532,0.06530081712701685,0.054000654255816474,3.192290456492996,-0.000898562358698801,-0.00070118487974214,0.00905863732919877,-0.00039310302134173654,0.9711538461538461,0.0859185918591859
h040_exception_private_switch_world_p80_support_a0.7_e247_v24_support_b0.25_all_b1e2b87b,submission_h040_exception_private_switch_world_p80_support_a0.7_e247_v24_support_b0.25_all_b1e2b87b.csv,/Users/kbsoo/Downloads/cl2/hitl/h040_discrete_route_assignment_jepa/submission_h040_exception_private_switch_world_p80_support_a0.7_e247_v24_support_b0.25_all_b1e2b87b.csv,exception_private_switch,world,80,support,0.7,e247,24,support,0.25,all,0.0016559519693000154,575,104,0.004527709004764088,0.09801523244461341,0.08351862434545163,4.965785154541477,-0.0011223618172105194,-0.0005485724958024983,0.014278921560404554,-0.0003973028885022571,0.9711538461538461,0.08798129812981298
h040_exception_private_switch_posterior_world_p80_support_a0.7_memory_v24_support_b0.25_all,submission_h040_exception_private_switch_posterior_world_p80_support_a0.7_memory_v24_support_b0.25_all.csv,/Users/kbsoo/Downloads/cl2/hitl/h040_discrete_route_assignment_jepa/submission_h040_exception_private_switch_posterior_world_p80_support_a0.7_memory_v24_support_b0.25_all.csv,exception_private_switch,posterior_world,80,support,0.7,memory,24,support,0.25,all,0.0017132463074613856,575,104,0.004817640210118366,0.08603670206716796,0.08119788842929464,2.595314649748481,-0.0007943289490130357,-0.0011868898228213143,0.008472915204131546,-0.00027898666368875196,0.9711538461538461,0.08839383938393838
h040_uncertain_public_posterior_world_p110_support_a0.45_h012_v0_support_b0_all_d91127e8,submission_h040_uncertain_public_posterior_world_p110_support_a0.45_h012_v0_support_b0_all_d91127e8.csv,/Users/kbsoo/Downloads/cl2/hitl/h040_discrete_route_assignment_jepa/submission_h040_uncertain_public_posterior_world_p110_support_a0.45_h012_v0_support_b0_all_d91127e8.csv,uncertain_public,posterior_world,110,support,0.45,h012,0,support,0.0,all,0.0014047991649843248,616,110,0.0024046131654809027,0.026828139379556748,0.04645492065508047,1.6613435156625034,-0.000757985636770478,-0.0007079825730661577,0.00852998580113935,-0.0004294085137924679,0.990909090909091,0.09165291529152916
h040_exception_private_switch_posterior_world_p80_support_a0.7_e247_v24_support_b0.25_all_b0,submission_h040_exception_private_switch_posterior_world_p80_support_a0.7_e247_v24_support_b0.25_all_b0.csv,/Users/kbsoo/Downloads/cl2/hitl/h040_discrete_route_assignment_jepa/submission_h040_exception_private_switch_posterior_world_p80_support_a0.7_e247_v24_support_b0.25_all_b0.csv,exception_private_switch,posterior_world,80,support,0.7,e247,24,support,0.25,all,0.0015006066270351914,575,104,0.003279596365811665,0.08603670206716796,0.07160746362131541,2.595314649748481,-0.0008573360359032389,-0.0007191923234162432,0.013043578181335957,-0.0003924130928763469,0.9711538461538461,0.09202420242024201
h040_exception_private_switch_world_p80_support_a0.45_memory_v38_support_b0.18_all_92bc653f,submission_h040_exception_private_switch_world_p80_support_a0.45_memory_v38_support_b0.18_all_92bc653f.csv,/Users/kbsoo/Downloads/cl2/hitl/h040_discrete_route_assignment_jepa/submission_h040_exception_private_switch_world_p80_support_a0.45_memory_v38_support_b0.18_all_92bc653f.csv,exception_private_switch,world,80,support,0.45,memory,38,support,0.18,all,0.001582518795577879,641,118,0.00498226901621679,0.06530081712701685,0.06734375025494432,3.192290456492996,-0.000867967878628932,-0.0008648391741797746,0.003095968156848638,-0.0003004692725554929,0.9661016949152542,0.10209020902090209
h040_uncertain_public_world_p80_all_a0.45_h012_v0_support_b0_all_fe4408ba,submission_h040_uncertain_public_world_p80_all_a0.45_h012_v0_support_b0_all_fe4408ba.csv,/Users/kbsoo/Downloads/cl2/hitl/h040_discrete_route_assignment_jepa/submission_h040_uncertain_public_world_p80_all_a0.45_h012_v0_support_b0_all_fe4408ba.csv,uncertain_public,world,80,all,0.45,h012,0,support,0.0,all,0.0013647785390995667,560,80,0.0033933201737049684,0.03969057558127992,0.04918122268763378,3.192290456492996,-0.0008632980158356162,-0.0004938989971780346,0.007741802574834015,-0.00040178470039291204,1.0,0.1071919691969197
h040_uncertain_public_posterior_world_p140_world_high_a0.7_h012_v0_support_b0_all_feea5a79,submission_h040_uncertain_public_posterior_world_p140_world_high_a0.7_h012_v0_support_b0_all_feea5a79.csv,/Users/kbsoo/Downloads/cl2/hitl/h040_discrete_route_assignment_jepa/submission_h040_uncertain_public_posterior_world_p140_world_high_a0.7_h012_v0_support_b0_all_feea5a79.csv,uncertain_public,posterior_world,140,world_high,0.7,h012,0,support,0.0,all,0.0018474627240361128,292,119,0.002506322983994906,0.04207679937535591,0.07239969672395043,2.595314649748481,-0.0011837245731820016,-0.0007806090194740284,0.013986324013085874,-0.0005581422620276686,0.21008403361344538,0.10764576457645764
h040_uncertain_public_posterior_p110_support_a0.7_h012_v0_support_b0_all_b6e9b4be,submission_h040_uncertain_public_posterior_p110_support_a0.7_h012_v0_support_b0_all_b6e9b4be.csv,/Users/kbsoo/Downloads/cl2/hitl/h040_discrete_route_assignment_jepa/submission_h040_uncertain_public_posterior_p110_support_a0.7_h012_v0_support_b0_all_b6e9b4be.csv,uncertain_public,posterior,110,support,0.7,h012,0,support,0.0,all,0.001397219241959507,617,110,0.003035878905597095,0.04272439395436467,0.06714919865439864,2.5843121355361163,-0.0006413366642727318,-0.0008866293005867148,0.01342945531224693,-0.0004012032201307328,0.990909090909091,0.1191831683168317
h040_uncertain_public_world_p140_world_high_a0.7_h012_v0_support_b0_all_e0327550,submission_h040_uncertain_public_world_p140_world_high_a0.7_h012_v0_support_b0_all_e0327550.csv,/Users/kbsoo/Downloads/cl2/hitl/h040_discrete_route_assignment_jepa/submission_h040_uncertain_public_world_p140_world_high_a0.7_h012_v0_support_b0_all_e0327550.csv,uncertain_public,world,140,world_high,0.7,h012,0,support,0.0,all,0.002123167071838695,292,119,0.004064218311330159,0.06286825861065251,0.0871134694473703,4.965785154541477,-0.0015550753376084533,-0.0006271011556370473,0.01536641541070217,-0.0005746770415083424,0.21008403361344538,0.1275852585258526
h040_uncertain_public_world_p80_support_a0.45_h012_v0_support_b0_all_63eef6a2,submission_h040_uncertain_public_world_p80_support_a0.45_h012_v0_support_b0_all_63eef6a2.csv,/Users/kbsoo/Downloads/cl2/hitl/h040_discrete_route_assignment_jepa/submission_h040_uncertain_public_world_p80_support_a0.45_h012_v0_support_b0_all_63eef6a2.csv,uncertain_public,world,80,support,0.45,h012,0,support,0.0,all,0.0012834507074227471,457,80,0.002725515692368597,0.03969057558127992,0.04600603767723681,3.192290456492996,-0.0007868493345568505,-0.0004938989971780346,0.007722088715073158,-0.0003822680988006962,1.0,0.13067931793179316
h040_uncertain_public_posterior_world_p110_world_high_a0.7_h012_v0_support_b0_all_4fd2c71c,submission_h040_uncertain_public_posterior_world_p110_world_high_a0.7_h012_v0_support_b0_all_4fd2c71c.csv,/Users/kbsoo/Downloads/cl2/hitl/h040_discrete_route_assignment_jepa/submission_h040_uncertain_public_posterior_world_p110_world_high_a0.7_h012_v0_support_b0_all_4fd2c71c.csv,uncertain_public,posterior_world,110,world_high,0.7,h012,0,support,0.0,all,0.0016294035665236756,251,97,0.0021387167699885175,0.04207679937535591,0.0637870485091476,2.5843121355361163,-0.0010150529661943754,-0.0007290617938245697,0.01286214381691082,-0.00047936751056919567,0.25773195876288657,0.13855885588558856
h040_uncertain_public_world_p140_world_high_a0.45_h012_v0_support_b0_all_f3691178,submission_h040_uncertain_public_world_p140_world_high_a0.45_h012_v0_support_b0_all_f3691178.csv,/Users/kbsoo/Downloads/cl2/hitl/h040_discrete_route_assignment_jepa/submission_h040_uncertain_public_world_p140_world_high_a0.45_h012_v0_support_b0_all_f3691178.csv,uncertain_public,world,140,world_high,0.45,h012,0,support,0.0,all,0.0018035932672947192,292,119,0.00263568370753978,0.04177670640317668,0.05600151607334671,3.192290456492996,-0.001218454751276299,-0.0006673642721236993,0.00975808742861736,-0.0005381800657957594,0.21008403361344538,0.13916391639163916
h040_uncertain_public_world_p110_all_a0.25_h012_v0_support_b0_all_8a80384c,submission_h040_uncertain_public_world_p110_all_a0.25_h012_v0_support_b0_all_8a80384c.csv,/Users/kbsoo/Downloads/cl2/hitl/h040_discrete_route_assignment_jepa/submission_h040_uncertain_public_world_p110_all_a0.25_h012_v0_support_b0_all_8a80384c.csv,uncertain_public,world,110,all,0.25,h012,0,support,0.0,all,0.0012552962628684578,770,110,0.0025910643437477786,0.023808271157840316,0.033988849246345446,1.7734946980516995,-0.000760623341264053,-0.0004900898797321398,0.005037565503518551,-0.00038445799911405543,1.0,0.1445407040704071
h040_exception_private_switch_posterior_world_p80_support_a0.45_memory_v10_support_b0.18_all,submission_h040_exception_private_switch_posterior_world_p80_support_a0.45_memory_v10_support_b0.18_all.csv,/Users/kbsoo/Downloads/cl2/hitl/h040_discrete_route_assignment_jepa/submission_h040_exception_private_switch_posterior_world_p80_support_a0.45_memory_v10_support_b0.18_all.csv,exception_private_switch,posterior_world,80,support,0.45,memory,10,support,0.18,all,0.0015204394437768715,506,90,0.0024390998549335507,0.05699698035608014,0.04785129645859538,1.6684165605285113,-0.0006650945794045693,-0.0010636640489133642,0.006641269997036335,-0.0003465195969811284,0.9666666666666667,0.1459020902090209
h040_uncertain_public_world_p140_support_a0.25_h012_v0_support_b0_all_30c99dfa,submission_h040_uncertain_public_world_p140_support_a0.25_h012_v0_support_b0_all_30c99dfa.csv,/Users/kbsoo/Downloads/cl2/hitl/h040_discrete_route_assignment_jepa/submission_h040_uncertain_public_world_p140_support_a0.25_h012_v0_support_b0_all_30c99dfa.csv,uncertain_public,world,140,support,0.25,h012,0,support,0.0,all,0.0013410396259097219,754,140,0.0024934700801000653,0.023808271157840316,0.036112162837947534,1.7734946980516995,-0.0008083189494868572,-0.0005344208006305112,0.005453088865707739,-0.00043053148119498637,0.9714285714285714,0.15020627062706268
h040_uncertain_public_world_p110_world_high_a0.7_h012_v0_support_b0_all_8ed18915,submission_h040_uncertain_public_world_p110_world_high_a0.7_h012_v0_support_b0_all_8ed18915.csv,/Users/kbsoo/Downloads/cl2/hitl/h040_discrete_route_assignment_jepa/submission_h040_uncertain_public_world_p110_world_high_a0.7_h012_v0_support_b0_all_8ed18915.csv,uncertain_public,world,110,world_high,0.7,h012,0,support,0.0,all,0.0018528132702606166,251,97,0.0034319133125737824,0.06286825861065251,0.0764696527596665,4.965785154541477,-0.0013238015291955837,-0.0005922540783265889,0.014186157376037492,-0.0004937121338068763,0.25773195876288657,0.15024752475247524
