q_source,row_prior,subset_size,label_mode,best_mae,median_mae,best_spearman,n_particles
posterior_vector_mid,h035_score_identity_combo,155,sample,0.00047490260392115454,0.002027742583650943,0.9819548872166928,36
joint_hard_mid,h030_score_no_h012_combo,230,sample,0.0004752904941887747,0.0012282171972757946,0.9699248120287393,36
h018hard,h013_late_social_phone,230,sample,0.0004765638973781203,0.001737759117154547,0.9699248120287391,36
h012,h019_row_weight,95,temperature_sample,0.0004766358304940323,0.003543262122256358,0.9097744360889726,24
h015feedback,h019_mean_abs_logit_move_to_proxy,155,sample,0.0004768500857801324,0.002202645350882751,0.9624060150362687,36
h018hard,h035_score_identity_combo,155,sample,0.00047751317119851743,0.001935998106027443,0.9714285714272336,36
h012posterior,h013_body_calendar,190,sample,0.00047752811537906824,0.002259087523780615,0.9639097744347628,36
posterior_vector_mid,h013_late_social_phone,230,sample,0.0004775365635034935,0.0016670543789019626,0.9518796992468094,36
h015feedback,h013_calendar_pay_weekend,190,temperature_sample,0.00047892674804704625,0.002681195238852104,0.929323308269397,24
h020vector,h013_late_social_phone,230,sample,0.00047921254755123365,0.0010708734324374673,0.948872180449821,36
h018hard,h013_body_calendar,230,sample,0.0004796607267923191,0.0013189601371397706,0.9714285714272335,36
posterior_vector_mid,h019_row_score,125,temperature_sample,0.00048000305067307593,0.0021566439732908843,0.9548872180437975,24
h020vector,h019_row_score,95,temperature_sample,0.00048051382832170985,0.002564860870859895,0.9609022556377743,24
h018hard,h019_inclusion_prob,190,temperature_sample,0.0004812491342614116,0.002441527161464739,0.9368421052618677,24
h017joint,h019_inclusion_prob,190,temperature_sample,0.00048153032438696855,0.002325093755110785,0.9263157894724087,24
h018hard,h035_score_identity_combo,230,sample,0.00048186222764643843,0.0015620122163094103,0.9819548872166928,36
h012,h019_row_score,230,sample,0.00048234971234617323,0.0030864794063700735,0.9548872180437975,36
h015feedback,h030_score_public_row_subset,155,sample,0.00048255902829116284,0.0022517463568628095,0.9609022556377743,36
posterior_vector_mid,h030_score_public_row_subset,190,sample,0.0004827173163642558,0.001337302100602185,0.9518796992468094,36
h020vector,h030_score_joint_vector_row,155,sample,0.0004830042857978424,0.0019208897496835612,0.9518796992468093,36
h017joint,h019_row_weight,190,temperature_sample,0.0004833952514348433,0.0025153484614631747,0.9428571428558442,24
h012posterior,uniform,125,sample,0.0004841771357332227,0.0023450572198125026,0.9443609022543384,36
h017joint,h013_calendar_pay_weekend,95,sample,0.000484473177984999,0.0022202125534091493,0.9488721804498211,36
h020vector,h019_row_weight,190,sample,0.00048472484471048604,0.0014585378440827759,0.9744360902242218,36
joint_hard_mid,h035_route_translator_score,190,temperature_sample,0.0004850038124470886,0.0020431210322454686,0.9684210526302451,24
joint_hard_mid,h030_score_no_h012_combo,125,sample,0.00048514035202670196,0.0023497939144261713,0.9503759398483151,36
h017joint,h013_body_calendar,155,sample,0.00048549729696438406,0.0018518857968050097,0.9639097744347627,36
h018hard,h013_calendar_pay_weekend,230,sample,0.0004856793952050368,0.0015318944662585502,0.9563909774422916,36
h020vector,h019_row_weight,95,sample,0.0004862878549794108,0.002063542286408501,0.9563909774422918,36
h020vector,h030_score_identity_combo,230,sample,0.0004869232113897225,0.0015861038731083907,0.9609022556377744,36
h018hard,h030_score_identity_combo,230,temperature_sample,0.0004872227144427416,0.002449554512165472,0.9338345864648792,24
h015feedback,h019_row_weight,190,sample,0.0004878016311260955,0.00208487256774661,0.9654135338332568,36
h018hard,h013_calendar_pay_weekend,190,sample,0.0004887135912358068,0.0013716858237448671,0.9654135338332568,36
h020vector,h030_score_public_row_subset,190,sample,0.0004888438211022237,0.0018595096817847429,0.9263157894724083,36
joint_hard_mid,h030_score_identity_combo,230,temperature_sample,0.0004890694801577398,0.002547244288035415,0.9263157894724083,24
posterior_vector_mid,h035_score_identity_combo,125,sample,0.0004891793617783132,0.002253064645602287,0.966917293231751,36
h020vector,h019_mean_abs_logit_move_to_proxy,230,temperature_sample,0.0004901346817874568,0.0031728743090323427,0.9338345864648794,24
posterior_vector_mid,h019_row_weight,190,sample,0.0004902387733149621,0.0015012867187338044,0.9654135338332568,36
joint_hard_mid,h035_private_safe_score,190,sample,0.000491042472252172,0.0016828216106919485,0.9804511278181985,36
joint_hard_mid,h019_row_weight,155,sample,0.0004910750972779786,0.0016989200166640538,0.948872180449821,36
h020vector,h030_score_memory_public_combo,190,sample,0.0004916296934816152,0.0015219335030155468,0.9518796992468094,36
h012posterior,h035_score_identity_combo,230,temperature_sample,0.0004929677889471149,0.002380312738977541,0.9548872180437975,24
posterior_vector_mid,h030_score_joint_vector_row,190,sample,0.0004930376494127167,0.0013530850761495398,0.9323308270663853,36
h015feedback,h030_score_public_row_subset,190,sample,0.0004930649284195733,0.0021297399314494916,0.966917293231751,36
h018hard,h019_row_weight,190,sample,0.0004936894459156787,0.0012819713013891725,0.9443609022543386,36
h020vector,h030_score_joint_vector_row,230,temperature_sample,0.0004942534426008248,0.002445716515604713,0.9293233082693968,24
h012posterior,h019_row_score,155,sample,0.000495245068693395,0.0021171187329047797,0.9398496240588559,36
h015feedback,h035_score_identity_combo,230,temperature_sample,0.0004952748609171644,0.003571266701510738,0.94135338345735,24
h017joint,uniform,190,temperature_sample,0.0004955430733920281,0.0028006782295416964,0.9473684210513267,24
h020vector,h019_mean_abs_logit_move_to_proxy,190,sample,0.0004956025722718969,0.0014190590859127386,0.9699248120287393,36
h017joint,h019_inclusion_prob,190,sample,0.0004959357375592267,0.001282867887317025,0.9368421052618677,36
h012posterior,h019_inclusion_prob,125,sample,0.000496744800167131,0.0020327940064089186,0.9714285714272336,36
h012,h019_inclusion_prob,125,sample,0.0004968115065204547,0.002710066591915964,0.9338345864648794,36
posterior_vector_mid,h013_late_social_phone,125,sample,0.0004970681642843106,0.0014744207440550764,0.9308270676678909,36
posterior_vector_mid,uniform,155,sample,0.0004975561863356391,0.0014819806834350524,0.9669172932317509,36
h017joint,h030_score_joint_vector_row,230,temperature_sample,0.0004977828375925156,0.002006627606831155,0.9533834586453034,24
h017joint,h013_calendar_pay_weekend,155,sample,0.000497998811781604,0.001737623398233763,0.9533834586453034,36
posterior_vector_mid,uniform,230,sample,0.0004980914931335797,0.00133818657972191,0.9593984962392801,36
h018hard,h019_inclusion_prob,230,temperature_sample,0.0004981243589222004,0.0024811245350968296,0.9699248120287393,24
h017joint,h035_route_translator_score,155,sample,0.0004981289446122562,0.002129044051301908,0.9804511278181984,36
h015feedback,h013_calendar_pay_weekend,155,sample,0.0004982280740156892,0.0013856990870397112,0.9503759398483151,36
joint_hard_mid,h019_row_weight,95,temperature_sample,0.0004982381620865812,0.0033770260574763054,0.8706766917281241,24
h012,h013_calendar_pay_weekend,125,sample,0.0004985843781610993,0.002690659677702536,0.9368421052618676,36
h020vector,h030_score_joint_vector_row,70,sample,0.0004985918197812972,0.0033925461734395632,0.9278195488709026,36
h018hard,uniform,230,sample,0.0004987018863828305,0.0017185751930563964,0.9834586466151868,36
h018hard,h035_score_identity_combo,190,temperature_sample,0.0004988128220007791,0.0023847401276529453,0.9593984962392802,24
h015feedback,h013_body_calendar,230,temperature_sample,0.0004990540176411923,0.0025499192917778158,0.9624060150362684,24
h018hard,h030_score_no_h012_combo,155,temperature_sample,0.0004991504783014437,0.0018561699685229799,0.9518796992468092,24
h012posterior,h030_score_identity_combo,230,sample,0.0005000297531539457,0.0011045325422370377,0.9684210526302451,36
h012posterior,h013_late_social_phone,190,sample,0.0005000624997747561,0.0014057807580129431,0.9669172932317511,36
posterior_vector_mid,h013_calendar_pay_weekend,190,sample,0.0005002598585548945,0.0018537424456956293,0.9729323308257277,36
h012,h030_score_public_row_subset,95,temperature_sample,0.0005004871998693295,0.0036566723663734165,0.9112781954874668,24
h018hard,h030_score_no_h012_combo,155,sample,0.0005006035814245719,0.00231485934307076,0.9368421052618675,36
h012,h030_score_memory_public_combo,155,sample,0.000500897741096236,0.0031053055502799185,0.9609022556377745,36
h020vector,h035_score_identity_combo,190,temperature_sample,0.0005009297392943852,0.0022648840326423792,0.930827067667891,24
h012,h035_route_translator_score,190,sample,0.0005009397724814085,0.002683343325422305,0.950375939848315,36
posterior_vector_mid,h035_score_public_row_subset,230,sample,0.0005012014035888893,0.0012769880205312381,0.9624060150362684,36
posterior_vector_mid,h013_body_calendar,230,sample,0.0005017161088288668,0.0014880380503070985,0.966917293231751,36
h017joint,h019_row_weight,190,sample,0.0005029843415051828,0.0019458803930375032,0.9624060150362684,36
h012posterior,h030_score_no_h012_combo,190,sample,0.0005033042683299049,0.0017093018823749265,0.9578947368407861,36
joint_hard_mid,h035_score_identity_combo,125,sample,0.0005033996209261296,0.0022979493777409293,0.9533834586453035,36
h018hard,h019_row_score,190,temperature_sample,0.0005034360304542309,0.0020155588930639533,0.9157894736829493,24
posterior_vector_mid,h035_score_public_row_subset,155,sample,0.0005034633218230193,0.0021083298645504225,0.9398496240588559,36
h015feedback,h019_mean_abs_logit_move_to_proxy,230,temperature_sample,0.0005038194833170134,0.0023459965780719036,0.9473684210513268,24
h015feedback,h019_row_weight,125,sample,0.0005042157044606672,0.001892164932181101,0.9503759398483151,36
posterior_vector_mid,h019_mean_abs_logit_move_to_proxy,95,sample,0.0005046588242472525,0.002113858162386026,0.9488721804498208,36
h012posterior,h030_score_joint_vector_row,190,sample,0.0005057617247645751,0.002017041758596038,0.9804511278181985,36
joint_hard_mid,h035_route_translator_score,190,sample,0.0005058351260437478,0.0016878771307606577,0.9924812030061517,36
h015feedback,h030_score_joint_vector_row,155,sample,0.0005072651930908695,0.0017637977248861753,0.966917293231751,36
h017joint,h030_score_no_h012_combo,190,sample,0.0005074641634889153,0.0014658205920584312,0.939849624058856,36
posterior_vector_mid,h030_score_joint_vector_row,125,temperature_sample,0.0005074671440269947,0.002039737111588057,0.9353383458633736,24
h017joint,h035_route_translator_score,230,sample,0.0005076125524791465,0.0019105897461289107,0.9578947368407862,36
h017joint,h013_calendar_pay_weekend,190,sample,0.0005085546855555757,0.0011335041319017378,0.9729323308257277,36
h012posterior,h035_score_identity_combo,230,sample,0.0005085998404595328,0.0015137349586562437,0.9774436090212103,36
posterior_vector_mid,h035_route_translator_score,155,sample,0.0005091146845259446,0.0020678669962062197,0.9308270676678909,36
h020vector,h019_inclusion_prob,230,sample,0.0005094868833542732,0.0013532883595040205,0.9819548872166927,36
h018hard,h013_late_social_phone,95,sample,0.000509636867696368,0.002466220586199417,0.9488721804498208,36
h020vector,h013_body_calendar,155,sample,0.0005097474716707046,0.001656300430808729,0.9338345864648792,36
h012,h030_score_memory_public_combo,95,sample,0.0005100047787335268,0.0028008325479896732,0.9624060150362684,36
h017joint,h035_score_identity_combo,95,temperature_sample,0.0005100549444262033,0.0029761763577379383,0.9323308270663851,24
h020vector,uniform,155,sample,0.0005104193482526194,0.0012083501816801587,0.9654135338332569,36
joint_hard_mid,h019_inclusion_prob,190,sample,0.0005105086840482622,0.0016925409911674539,0.9593984962392801,36
h015feedback,h013_late_social_phone,155,sample,0.0005110413846784965,0.0016496717056615714,0.9624060150362684,36
joint_hard_mid,h035_score_public_row_subset,125,sample,0.0005114075913517525,0.001824692952451757,0.9593984962392801,36
h015feedback,h035_score_public_row_subset,190,temperature_sample,0.0005114672886318597,0.002493203524755677,0.9353383458633734,24
h015feedback,h019_row_score,95,sample,0.0005115665819726004,0.0024856840098215803,0.957894736840786,36
h015feedback,h035_score_public_row_subset,95,temperature_sample,0.0005115897150408105,0.003194038675198215,0.9278195488709026,24
h012posterior,h030_score_joint_vector_row,230,sample,0.0005118674053818982,0.0017657707795797942,0.9744360902242218,36
h018hard,h030_score_identity_combo,190,sample,0.0005120268103640268,0.00172835074734416,0.9639097744347627,36
h018hard,h035_score_identity_combo,70,temperature_sample,0.0005120691106543792,0.002818104153087719,0.8932330827055367,24
posterior_vector_mid,h030_score_no_h012_combo,190,temperature_sample,0.000512592701169278,0.001698952220675455,0.9669172932317511,24
h020vector,h030_score_no_h012_combo,125,sample,0.0005128204913583136,0.002002441262274812,0.9593984962392801,36
h012posterior,h030_score_public_row_subset,190,temperature_sample,0.0005129253824330914,0.0018434090042097821,0.9338345864648792,24
posterior_vector_mid,h019_row_weight,155,sample,0.0005130441015350128,0.0015482677796383178,0.9518796992468093,36
h015feedback,h035_score_identity_combo,190,sample,0.0005133348795247817,0.0018708623468577602,0.9729323308257276,36
h018hard,h013_calendar_pay_weekend,155,sample,0.0005137898093678229,0.001753437532749627,0.9563909774422918,36
h018hard,h035_score_identity_combo,125,temperature_sample,0.0005142657962608566,0.001830215743415444,0.8766917293221008,24
posterior_vector_mid,h035_route_translator_score,190,temperature_sample,0.0005144556569433585,0.0015213967251290746,0.8812030075175833,24
h015feedback,h013_body_calendar,155,sample,0.0005149829299278682,0.0020164059193989465,0.957894736840786,36
h012,h035_score_public_row_subset,70,sample,0.0005154783734126797,0.002505922845447227,0.9203007518784317,36
h012posterior,h013_body_calendar,125,sample,0.000516022245384529,0.0020110146662404562,0.9879699248106694,36
h018hard,h013_body_calendar,190,temperature_sample,0.0005160257828240057,0.002219217756421651,0.9518796992468093,24
h017joint,uniform,190,sample,0.0005161034207395958,0.0011611924201284226,0.9714285714272335,36
h015feedback,h019_mean_abs_logit_move_to_proxy,190,temperature_sample,0.0005162932964504813,0.002430596280208434,0.9293233082693967,24
h020vector,h035_score_public_row_subset,230,sample,0.0005163257539205027,0.0014113304783361876,0.9533834586453035,36
h018hard,h035_route_translator_score,155,sample,0.0005168943483582913,0.0016742673594302485,0.9684210526302451,36
posterior_vector_mid,h013_calendar_pay_weekend,230,temperature_sample,0.0005169922540258659,0.002100435871061062,0.948872180449821,24
h020vector,h013_calendar_pay_weekend,190,sample,0.0005171259613875379,0.0015537643167581618,0.9609022556377742,36
h020vector,h035_score_public_row_subset,70,temperature_sample,0.0005175367597109782,0.0035375587504494167,0.9293233082693968,24
h012posterior,uniform,190,sample,0.0005181315469296039,0.0011971992536426485,0.9609022556377743,36
