candidate_id,family,alpha,target_subset,cell_mode,k,agree_threshold,file,basename,changed_rows,changed_cells,h010_axis_coeff,h010_axis_cos,h010_axis_public_delta_linear,mean_abs_logit_delta,l1_logit_delta,max_abs_logit_delta,max_abs_prob_delta,mean_agreement_on_changed,max_agreement_on_changed,changed_Q1,changed_Q2,changed_Q3,changed_S1,changed_S2,changed_S3,changed_S4,promotion_decision,pred_delta_vs_current_mean,pred_delta_vs_current_p10,pred_delta_vs_current_p90,pred_beats_current_rate,incremental_bad_axis_vs_current,strict_promote_gate,info_sensor_gate,below_resolution_gate,block_gate,bad_axis_abs_load,mean_abs_move_vs_a2c8,mean_abs_move_vs_raw05,h011_big_bet_gate,h011_selector_survival_gate,h011_score,h011_decision,decision_rank
badagree_S1_ge1_a1.5,bad_agree,1.5,S1,bad_agree,0,1.0,hitl/h011_h010_public_inversion_jackpot/submission_h011_badagree_S1_ge1_a1.5_679b50a5.csv,submission_h011_badagree_S1_ge1_a1.5_679b50a5.csv,43,43,-0.09551443668208438,-0.252341615912544,-0.00019225796268683838,0.003124878057983003,5.468536601470255,0.5093361216588298,0.1130384670983815,1.0,1.0,0,0,0,43,0,0,0,below_selector_resolution,6.840594564455086e-05,-0.00014924996339335615,0.0003126341007531757,0.3958333333333333,0.007089168897279063,False,False,True,True,0.20664943371970385,0.04689537422953787,0.05000510115148163,False,True,-0.00019369887273897268,reject,3
badagree_all_ge1_a1,bad_agree,1.0,all,bad_agree,0,1.0,hitl/h011_h010_public_inversion_jackpot/submission_h011_badagree_all_ge1_a1_7a8b5f91.csv,submission_h011_badagree_all_ge1_a1_7a8b5f91.csv,47,47,-0.0782125417182162,-0.2796650527294337,-0.00015743153024451732,0.0024272484622091914,4.247684808866085,0.3395574144392194,0.07332098979525048,1.0,1.0,0,0,0,43,0,0,4,below_selector_resolution,5.647397217447164e-05,-0.00010290072121024319,0.0002543543250429888,0.4166666666666667,0.007897246834970006,False,False,True,True,0.2074575116573948,0.04623335527668607,0.04935636929486584,False,True,-0.0001622817863592097,reject,3
mirror_S4_a0.125,mirror,0.125,S4,all,0,0.0,hitl/h011_h010_public_inversion_jackpot/submission_h011_mirror_S4_a0.125_e73403af.csv,submission_h011_mirror_S4_a0.125_e73403af.csv,248,250,-0.0684553253737638,-0.7400287852434221,-0.00013779154071997035,0.0020911566727794114,3.65952417736397,0.05206375142694766,0.012805816085406596,0.016,1.0,0,0,0,0,0,0,250,below_selector_resolution,1.1185613399292201e-05,-3.1254534247875786e-05,5.23841175476086e-05,0.4,0.00039454018901433074,False,False,True,False,0.1999548050114391,0.044886617273825986,0.04754647098866217,False,True,-0.00016206966294841438,reject,3
rowbottom_all_k80_a1.5,row_bottom,1.5,all,row_bottom_abs,80,0.0,hitl/h011_h010_public_inversion_jackpot/submission_h011_rowbottom_all_k80_a1.5_cb32d8cf.csv,submission_h011_rowbottom_all_k80_a1.5_cb32d8cf.csv,80,160,-0.07347914605473792,-0.22132803114335525,-0.0001479038291088235,0.005478290659168828,9.58700865354545,0.20306550642471,0.04704648112053811,0.09375,1.0,0,0,0,80,0,0,80,below_selector_resolution,5.7307537820858675e-05,-4.924557752181092e-05,0.00025711208492026124,0.25625,0.008342639138781693,False,False,True,True,0.20790290396120648,0.04763792744203948,0.05055226027873686,False,True,-0.00015847564779502177,reject,3
rowbottom_all_k120_a0.5,row_bottom,0.5,all,row_bottom_abs,120,0.0,hitl/h011_h010_public_inversion_jackpot/submission_h011_rowbottom_all_k120_a0.5_5bcfddd9.csv,submission_h011_rowbottom_all_k120_a0.5_5bcfddd9.csv,120,240,-0.06874812876665849,-0.3708048779791875,-0.00013838091532909986,0.003705242535842287,6.484174437724002,0.09268336915672766,0.02316363317462894,0.0875,1.0,0,0,0,120,0,0,120,below_selector_resolution,2.7997931639479402e-05,-2.8653243231784728e-05,0.00015651021814518207,0.35208333333333336,0.0036581353195757615,False,False,True,False,0.20321840014200054,0.04619158976837173,0.04905378951817414,False,True,-0.00015825674499599898,reject,3
mirror_S1_a0.125,mirror,0.125,S1,all,0,0.0,hitl/h011_h010_public_inversion_jackpot/submission_h011_mirror_S1_a0.125_ce890278.csv,submission_h011_mirror_S1_a0.125_ce890278.csv,244,249,-0.05654467462623696,-0.6725751980327194,-0.00011381697178003232,0.001659130019754083,2.903477534569645,0.05287438006135847,0.01022191097336611,0.172,1.0,0,0,0,249,0,0,0,below_selector_resolution,5.437988167481006e-06,-6.149346495803284e-06,3.394962400702774e-05,0.4,0.0002859903993304158,False,False,True,False,0.1998462552217552,0.04514591125557711,0.048119945188528,False,True,-0.00013951243955224172,reject,3
badagree_S1_ge1_a1,bad_agree,1.0,S1,bad_agree,0,1.0,hitl/h011_h010_public_inversion_jackpot/submission_h011_badagree_S1_ge1_a1_81f00f41.csv,submission_h011_badagree_S1_ge1_a1_81f00f41.csv,43,43,-0.06367629112138953,-0.25234161591250864,-0.00012817197512455882,0.0020832520386553327,3.645691067646832,0.3395574144392194,0.07332098979525048,1.0,1.0,0,0,0,43,0,0,0,below_selector_resolution,3.090057995589576e-05,-7.429790610703971e-05,0.00014313084558556524,0.41458333333333336,0.004726112598186033,False,False,True,False,0.20428637742061082,0.04588935885313221,0.04901237287131198,False,True,-0.00013898922659885687,reject,3
rowbottom_all_k80_a1,row_bottom,1.0,all,row_bottom_abs,80,0.0,hitl/h011_h010_public_inversion_jackpot/submission_h011_rowbottom_all_k80_a1_a271efdf.csv,submission_h011_rowbottom_all_k80_a1_a271efdf.csv,80,160,-0.04898609736982511,-0.22132803114331992,-9.860255273921532e-05,0.003652193772779204,6.391339102363607,0.13537700428314003,0.0316383523879985,0.09375,1.0,0,0,0,80,0,0,80,below_selector_resolution,2.891746314713755e-05,-3.228769299906309e-05,0.00015241832644021823,0.29375,0.005561759425854518,False,False,True,False,0.2051220242482793,0.04624721654680492,0.04918044284322954,False,True,-0.00011627189009384386,reject,3
badagree_all_ge1_a0.5,bad_agree,0.5,all,bad_agree,0,1.0,hitl/h011_h010_public_inversion_jackpot/submission_h011_badagree_all_ge1_a0.5_82ef3e24.csv,submission_h011_badagree_all_ge1_a0.5_82ef3e24.csv,47,47,-0.0391062708591082,-0.27966505272932773,-7.871576512225885e-05,0.0012136242311045964,2.1238424044330437,0.16977870721961008,0.035519608977823136,1.0,1.0,0,0,0,43,0,0,4,below_selector_resolution,2.257660817496192e-05,-6.38828114658099e-05,0.000117863594545457,0.42916666666666664,0.003948623417484948,False,False,True,False,0.20350888823990973,0.04518120062875642,0.04830506160295517,False,True,-9.204036223682866e-05,reject,3
badagree_S1_ge1_a0.5,bad_agree,0.5,S1,bad_agree,0,1.0,hitl/h011_h010_public_inversion_jackpot/submission_h011_badagree_S1_ge1_a0.5_fbf99de0.csv,submission_h011_badagree_S1_ge1_a0.5_fbf99de0.csv,43,43,-0.03183814556069486,-0.2523416159124027,-6.408598756227959e-05,0.001041626019327667,1.822845533823417,0.16977870721961008,0.035519608977823136,1.0,1.0,0,0,0,43,0,0,0,below_selector_resolution,5.5023569418993555e-06,-6.105020554222989e-06,3.0618232254576964e-05,0.3458333333333333,0.002363056299092947,False,False,True,False,0.20192332112151773,0.045009202416979484,0.048133063391178246,False,True,-8.125279479007674e-05,reject,3
rowbottom_all_k80_a0.5,row_bottom,0.5,all,row_bottom_abs,80,0.0,hitl/h011_h010_public_inversion_jackpot/submission_h011_rowbottom_all_k80_a0.5_2245654e.csv,submission_h011_rowbottom_all_k80_a0.5_2245654e.csv,80,160,-0.024493048684912547,-0.22132803114321403,-4.930127636960764e-05,0.0018260968863896047,3.1956695511818083,0.06768850214157018,0.015946717070724925,0.09375,1.0,0,0,0,80,0,0,80,below_selector_resolution,1.1453697310201499e-05,-1.5748989177151728e-05,6.323540125580082e-05,0.36875,0.0027808797129272034,False,False,True,False,0.20234114453535199,0.04509596403991622,0.0480496094427987,False,True,-7.13365551834702e-05,reject,3
rowbottom_all_k50_a1.5,row_bottom,1.5,all,row_bottom_abs,50,0.0,hitl/h011_h010_public_inversion_jackpot/submission_h011_rowbottom_all_k50_a1.5_cf2b418a.csv,submission_h011_rowbottom_all_k50_a1.5_cf2b418a.csv,50,100,-0.022641162488796305,-0.12285808205342788,-4.55736737206149e-05,0.0023698816476309874,4.147292883354228,0.1329708801400069,0.029417068107530864,0.1,1.0,0,0,0,50,0,0,50,below_selector_resolution,1.2104894733570956e-05,-1.512468655736715e-05,6.421047349983539e-05,0.35833333333333334,0.0024713617047007475,False,False,True,False,0.20203162652712553,0.04531384797483729,0.04843768398696276,False,True,-6.516137867917665e-05,reject,3
rowbottom_all_k50_a1,row_bottom,1.0,all,row_bottom_abs,50,0.0,hitl/h011_h010_public_inversion_jackpot/submission_h011_rowbottom_all_k50_a1_741b214c.csv,submission_h011_rowbottom_all_k50_a1_741b214c.csv,50,100,-0.015094108325864075,-0.12285808205339259,-3.038244914707634e-05,0.00157992109842065,2.7648619222361375,0.08864725342666402,0.019683838976846335,0.1,1.0,0,0,0,50,0,0,50,below_selector_resolution,6.108789923743661e-06,-9.798957247285085e-06,3.754549832140537e-05,0.34375,0.001647574469800489,False,False,True,False,0.20120783929222527,0.04486374374741598,0.04796622339241222,False,True,-5.1469180308094916e-05,reject,3
rowbottom_all_k35_a1.5,row_bottom,1.5,all,row_bottom_abs,35,0.0,hitl/h011_h010_public_inversion_jackpot/submission_h011_rowbottom_all_k35_a1.5_b7d8ac92.csv,submission_h011_rowbottom_all_k35_a1.5_b7d8ac92.csv,35,70,-0.00925022012318233,-0.07852906096117401,-1.861947300393187e-05,0.0012200918724920712,2.1351607768611247,0.11746836930263393,0.024838487335565096,0.1,1.0,0,0,0,35,0,0,35,below_selector_resolution,1.3621539475299382e-07,-1.0064362186231226e-05,1.6186016464817276e-05,0.5291666666666667,0.000343175205497509,False,False,True,False,0.1999034400279223,0.04456379387758579,0.04770632629824677,False,True,-3.947240102519579e-05,reject,3
badagree_S4_ge1_a1.5,bad_agree,1.5,S4,bad_agree,0,1.0,hitl/h011_h010_public_inversion_jackpot/submission_h011_badagree_S4_ge1_a1.5_8ec69972.csv,submission_h011_badagree_S4_ge1_a1.5_8ec69972.csv,4,4,-0.02180437589524003,-0.12056637423763583,-4.3889332679937796e-05,0.0005159946353307892,0.9029906118288811,0.4042534152533964,0.0892571010227356,1.0,1.0,0,0,0,0,0,0,4,below_selector_resolution,5.803950348232171e-05,-0.00019300009931198014,0.0003700597340448132,0.43125,0.004756701355175974,False,False,True,True,0.20431696617760076,0.044863115870112616,0.047996303389180865,False,True,-3.7265646123943536e-05,reject,3
rowbottom_all_k50_a0.5,row_bottom,0.5,all,row_bottom_abs,50,0.0,hitl/h011_h010_public_inversion_jackpot/submission_h011_rowbottom_all_k50_a0.5_fff8e377.csv,submission_h011_rowbottom_all_k50_a0.5_fff8e377.csv,50,100,-0.007547054162931987,-0.12285808205328673,-1.5191224573538069e-05,0.0007899605492103216,1.3824309611180627,0.04432362671333401,0.0098757232781862,0.1,1.0,0,0,0,50,0,0,50,below_selector_resolution,2.5546189905335784e-06,-4.871201808000909e-06,1.5987274895082545e-05,0.40625,0.0008237872349002306,False,False,True,False,0.200384052057325,0.04453274944686978,0.047621692122262714,False,True,-3.716649846785916e-05,reject,3
rowbottom_all_k35_a1,row_bottom,1.0,all,row_bottom_abs,35,0.0,hitl/h011_h010_public_inversion_jackpot/submission_h011_rowbottom_all_k35_a1_b5853776.csv,submission_h011_rowbottom_all_k35_a1_b5853776.csv,35,70,-0.006166813415454839,-0.07852906096113874,-1.2412982002621149e-05,0.0008133945816613768,1.4234405179074094,0.07831224620175181,0.016506109628516286,0.1,1.0,0,0,0,35,0,0,35,too_small_to_submit,-9.873291348755198e-07,-6.8574976167202675e-06,6.298117572325583e-06,0.6208333333333333,0.00022878347033167268,False,True,True,False,0.19978904829275645,0.04442109059453581,0.04755686542031893,False,True,-3.354679615629219e-05,reject,3
badagree_S4_ge1_a1,bad_agree,1.0,S4,bad_agree,0,1.0,hitl/h011_h010_public_inversion_jackpot/submission_h011_badagree_S4_ge1_a1_f412d817.csv,submission_h011_badagree_S4_ge1_a1_f412d817.csv,4,4,-0.014536250596826677,-0.12056637423760057,-2.9259555119958514e-05,0.00034399642355385936,0.6019937412192539,0.26950227683559747,0.05818104008581382,1.0,1.0,0,0,0,0,0,0,4,below_selector_resolution,3.655339887004687e-05,-0.00013075466447316338,0.0002417138053301982,0.43333333333333335,0.0031711342367839457,False,False,True,False,0.20273139905920873,0.04469111765833569,0.047824305177403936,False,True,-2.8007394717032966e-05,reject,3
rowbottom_all_k35_a0.5,row_bottom,0.5,all,row_bottom_abs,35,0.0,hitl/h011_h010_public_inversion_jackpot/submission_h011_rowbottom_all_k35_a0.5_eb3c5c41.csv,submission_h011_rowbottom_all_k35_a0.5_eb3c5c41.csv,35,70,-0.0030834067077274378,-0.07852906096103283,-6.206491001310612e-06,0.00040669729083069,0.7117202589537075,0.03915612310087768,0.008225159769621071,0.1,1.0,0,0,0,35,0,0,35,below_selector_resolution,-7.249910781110162e-07,-3.855938554200895e-06,1.2291602511161781e-06,0.525,0.00011439173516583634,False,False,True,False,0.19967465655759062,0.044343257656489936,0.047466232212070004,False,True,-2.727472064079053e-05,reject,3
rowbottom_all_k20_a1.5,row_bottom,1.5,all,row_bottom_abs,20,0.0,hitl/h011_h010_public_inversion_jackpot/submission_h011_rowbottom_all_k20_a1.5_30f45020.csv,submission_h011_rowbottom_all_k20_a1.5_30f45020.csv,20,40,-0.0020124847730930676,-0.03662862972307602,-4.050866401494793e-06,0.00039242501389053934,0.6867437743084438,0.0611863761682227,0.014672676747188307,0.1,1.0,0,0,0,20,0,0,20,below_selector_resolution,-4.693259193802416e-07,-4.958364470844156e-06,2.576667824670629e-06,0.42083333333333334,0.000626339977998408,False,False,True,False,0.2001866048004232,0.04428137797845424,0.047401921843412555,False,True,-2.2364570742407475e-05,reject,3
rowbottom_all_k20_a1,row_bottom,1.0,all,row_bottom_abs,20,0.0,hitl/h011_h010_public_inversion_jackpot/submission_h011_rowbottom_all_k20_a1_7f8f341c.csv,submission_h011_rowbottom_all_k20_a1_7f8f341c.csv,20,40,-0.00134165651539537,-0.03662862972304071,-2.7005776009965115e-06,0.00026161667592702333,0.4578291828722908,0.040790917445482355,0.009802061149773778,0.1,1.0,0,0,0,20,0,0,20,below_selector_resolution,-5.616593639329235e-07,-4.6497386824940185e-06,2.0601490812344156e-06,0.425,0.000417559985332272,False,False,True,False,0.19997782480775705,0.0442784109100624,0.04739332046276715,False,True,-2.1037365303047366e-05,reject,3
rowbottom_all_k20_a0.5,row_bottom,0.5,all,row_bottom_abs,20,0.0,hitl/h011_h010_public_inversion_jackpot/submission_h011_rowbottom_all_k20_a0.5_0766ff36.csv,submission_h011_rowbottom_all_k20_a0.5_0766ff36.csv,20,40,-0.0006708282576976871,-0.036628629722934826,-1.3502888004982602e-06,0.0001308083379635131,0.22891459143614795,0.020395458722740845,0.004910871248515525,0.1,1.0,0,0,0,20,0,0,20,below_selector_resolution,-2.910719096394231e-07,-2.46723827095883e-06,1.1262760002107785e-06,0.42916666666666664,0.000208779992666136,False,False,True,False,0.19976904481509092,0.04430999425881832,0.04742818236598586,False,True,-1.961942963897574e-05,reject,3
badagree_S4_ge1_a0.5,bad_agree,0.5,S4,bad_agree,0,1.0,hitl/h011_h010_public_inversion_jackpot/submission_h011_badagree_S4_ge1_a0.5_3c83ca14.csv,submission_h011_badagree_S4_ge1_a0.5_3c83ca14.csv,4,4,-0.007268125298413343,-0.12056637423749465,-1.4629777559979265e-05,0.00017199821177692984,0.3009968706096272,0.1347511384177985,0.02836962168313789,1.0,1.0,0,0,0,0,0,0,4,below_selector_resolution,1.7062266815075114e-05,-6.529993698321897e-05,0.00011984896041745141,0.4395833333333333,0.0015855671183919728,False,False,True,False,0.20114583194081675,0.04451911944655876,0.047652306965627014,False,True,-1.8250400170796656e-05,reject,3
