particle,pred_delta_submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86,pred_delta_submission_e256_featnn1_top50_amp_then_smooth25_a3827329,pred_delta_submission_e368_q2s1rowmask_selected_e368_q2_damp_s1_recover_amp1_06_be814361_uploadsafe,pred_delta_submission_e95_hardtail_541e3973,pred_delta_submission_e101_q2s3tail_177569bc,pred_delta_submission_mixmin_0c916bb4,pred_delta_submission_e176_abl_q2_to0p75_91e49725,pred_delta_submission_e267_humansocial_tail_balanced_2936100f,pred_delta_submission_e72_topabs50_q2s3_gate_4e48cba2,pred_delta_submission_e323_5508f966_uploadsafe,pred_delta_submission_e216_maskfam_jepa_s2_rank_e154_s0p75_eaac6709,pred_delta_submission_frontier_cvjepa_refine_a2c8d2c8,pred_delta_submission_raw_timeline_jepa_rescue_strict_scale0p5,pred_delta_submission_hybrid_0p567_foldsafe_stage2_q1_q3_s1_s2_s3_s4,pred_delta_submission_h010_objective_s1s4_v2_uploadsafe,pred_delta_submission_ordinal_q_constraints_ambnext_Q2Q3_nearest_w0.75,pred_delta_submission_hybrid_0p578_logit_after_subject_final9_strict,pred_delta_submission_jepa_latent_q2_w0p45,pred_delta_submission_lejepa_targetwise_strict_best_scale0p5,pred_delta_submission_jepa_latent_residual_probe
985,0.009317704,0.009280866,0.0094790915,0.009914879,0.0099322535,0.009844939,0.00998223,0.009941331,0.010327908,0.0076916353,0.0109678665,0.0123366825,0.012173319,0.011821198,0.010286421,0.0151893785,0.012751271,0.013854918,0.01654039,0.017152838
986,-0.00046282122,-0.0005226967,-0.0005155587,-0.00042690634,-0.00043015482,-0.00030860465,-0.00039492265,-0.00076765177,-0.00060693297,0.0006754084,0.00057081593,-0.0006653277,-0.00014396751,0.001197053,-7.721348e-05,0.005994945,0.00041024532,0.0063813506,0.004100753,0.0045044543
987,0.011203689,0.011435696,0.011309924,0.011372077,0.01136668,0.01132688,0.011388379,0.011685729,0.011583559,0.012036681,0.01165913,0.012988777,0.013002662,0.01352857,0.011792047,0.01799746,0.010034217,0.0059675425,0.013559996,0.011198422
988,0.0072468277,0.0073358975,0.007283496,0.007024552,0.007052898,0.007462688,0.007049201,0.007924299,0.007520758,0.0074150274,0.0075296084,0.0066613704,0.0069243195,0.006681833,0.007214725,0.0044607865,0.0063719023,0.0113233365,0.005601768,0.0066187372
989,0.0011413812,0.001360674,0.0013190452,0.0010887822,0.0010064767,0.0010648532,0.0011363319,0.0013705093,0.0012291466,0.0027603689,0.00019877544,0.00035903894,0.0007166114,0.0014654304,0.0021686188,0.003150769,-0.0016706426,0.0055472595,0.006539464,0.003209563
990,0.004855581,0.0048311586,0.005006946,0.0045188214,0.0045075524,0.00409985,0.004557145,0.00496805,0.004070598,0.0050160363,0.0054361336,0.004986604,0.0050778063,0.0045642913,0.005131929,0.0032975392,0.004840779,0.006423919,0.0026765612,0.010878962
991,0.011615318,0.011748057,0.011764963,0.011849654,0.011883524,0.011989672,0.011876057,0.012267318,0.011892073,0.010680268,0.013296551,0.015306328,0.015550451,0.015699297,0.014112125,0.01639442,0.010934377,0.011923519,0.01380965,0.01541835
992,0.0077634887,0.008083105,0.007996607,0.0078232875,0.007791233,0.007735177,0.007845747,0.008168319,0.007644593,0.0074742585,0.00898142,0.008489457,0.008552925,0.010098027,0.009711828,0.016203176,0.0068546673,0.014025301,0.012675217,0.011816896
993,0.0072294623,0.007237405,0.00707675,0.008890206,0.00890117,0.008892358,0.008894103,0.007650897,0.00866824,0.0073816907,0.009029369,0.011544671,0.011753106,0.011325466,0.011002626,0.0051262006,0.0026008405,0.013831205,0.013041784,0.014943314
994,0.0029652752,0.0031475131,0.0030251965,0.004077323,0.00408598,0.0037266703,0.004030654,0.0032423104,0.0037627846,0.0014999605,0.003943292,0.00650597,0.007012276,0.008449667,0.0070917807,0.0060719303,0.00986533,0.01024413,0.013745295,0.014178722
995,-0.0043243016,-0.004429197,-0.00438679,-0.0029554153,-0.002899582,-0.0031709326,-0.0029513545,-0.0035009428,-0.0034873146,-0.0034209855,-0.002053296,-0.002496759,-0.0022964801,-0.0029232423,-0.0056192037,0.007570089,-0.0011823332,-0.00417497,-0.0053109126,0.0011230389
996,0.011972744,0.011972744,0.012317143,0.012836919,0.01298081,0.01330519,0.01286683,0.01204965,0.013147003,0.012588793,0.012744697,0.014999469,0.014907835,0.011727979,0.01731744,0.015485712,0.013448529,0.014178323,0.016632209,0.015834164
997,0.017007897,0.017033432,0.01723737,0.015831446,0.015800823,0.015668819,0.015906692,0.01697039,0.016612478,0.01886154,0.017715026,0.017848914,0.017415762,0.01911395,0.021131862,0.013873549,0.024115521,0.021183793,0.04072676,0.025778782
998,0.016561864,0.01673556,0.016845016,0.015871648,0.01585328,0.01568312,0.015952235,0.017248746,0.016385367,0.017745685,0.01734115,0.01833801,0.017730558,0.018649213,0.020256503,0.01770523,0.026243117,0.02390821,0.039149214,0.029303886
999,0.02044631,0.020609519,0.020768633,0.019828437,0.019846637,0.020110767,0.019933786,0.020759871,0.020928482,0.022119312,0.021889763,0.021953925,0.021518905,0.023370756,0.024641648,0.018868234,0.030385211,0.029411914,0.04189546,0.035634533
1000,0.004292142,0.0045588273,0.0045769922,0.004199672,0.004160081,0.004248672,0.0042056423,0.0049865483,0.0043839505,0.005929332,0.00402341,0.0014300813,0.0013142638,0.0044918437,0.008083583,0.013273926,0.021840697,0.006099931,0.0050187525,0.0055437386
1001,0.014702589,0.014980865,0.014763549,0.014586982,0.014596115,0.014534733,0.0146053685,0.01492429,0.014784743,0.018436328,0.016739719,0.017228492,0.01744224,0.018957365,0.017232554,0.018771779,0.013180267,0.022356454,0.022006502,0.022700332
1002,0.011141271,0.011539399,0.011395779,0.011046218,0.011024216,0.010496838,0.011101383,0.011122916,0.010671312,0.011985547,0.012699088,0.013212558,0.013582741,0.01628447,0.014765567,0.010349378,0.01419962,0.02208774,0.016259344,0.025149278
1003,-0.0010839391,-0.001127951,-0.0010243236,-0.00059747975,-0.0005567207,-0.00047851418,-0.0006232529,-0.0013565191,-0.00033309433,-0.00036671385,0.00061784656,-0.00078092143,-0.00083437556,-0.000117924465,-0.00050452224,-0.0014155495,0.00425383,-0.001198127,0.0025809417,0.00020347048
1004,0.0071491986,0.0072423606,0.0074040783,0.006708642,0.006737015,0.006778183,0.006701939,0.007745591,0.006820181,0.006699825,0.008674942,0.005867105,0.006285503,0.008027242,0.007372616,0.008785188,0.006358691,0.005575401,0.0075993696,0.0055390727
1005,0.002762287,0.0030245741,0.0027708027,0.0032589228,0.0032627955,0.0031628576,0.0033135854,0.0023260515,0.0029932112,0.006383998,0.0060309838,0.004217935,0.0039568054,0.0034694034,0.0034338923,0.00814876,0.0044369665,0.003333142,0.0073006325,0.005662315
1006,0.009851127,0.009960632,0.0100554135,0.009840192,0.009871686,0.010085246,0.009888802,0.010140989,0.010267125,0.008752809,0.011771487,0.010078788,0.009993452,0.011875265,0.010951924,0.014673757,0.0137494095,0.016606107,0.018382277,0.017629834
1007,0.007179821,0.0070289187,0.0070677986,0.0075720116,0.0075500603,0.00733632,0.0075796233,0.0081100175,0.007669918,0.0051409504,0.010246691,0.009372447,0.009945379,0.010293358,0.010567084,0.010095388,0.004357134,0.0111556165,0.015231636,0.014394525
1008,0.011596247,0.011679958,0.0119659845,0.01129563,0.011373378,0.011580711,0.011303124,0.011755268,0.011251995,0.01332973,0.012944887,0.012430126,0.012960483,0.0142169,0.012431178,0.013450613,0.005553946,0.017932098,0.013451896,0.02056426
1009,0.00369039,0.0038475285,0.0038579346,0.0039142636,0.0039068665,0.003945594,0.0038889626,0.0034106125,0.0040907688,0.0030381558,0.0042064562,0.006027231,0.0066645294,0.00910494,0.0029898328,0.0077336826,0.0075307526,0.007921356,0.007183545,0.01094973
1010,0.012155947,0.012483641,0.012482531,0.012589787,0.012605856,0.012734698,0.012545814,0.0127558205,0.012768129,0.012393839,0.013234529,0.013873476,0.014158409,0.014346663,0.014610752,0.014788507,0.008137389,0.015136391,0.016268715,0.0129333045
1011,0.0065015005,0.006521669,0.0064161387,0.0063583073,0.0063752993,0.006178497,0.0063825385,0.006657983,0.006380156,0.0055059833,0.008254158,0.008744896,0.009153832,0.011296642,0.007897378,0.0043189367,0.006659702,0.013139348,0.012919574,0.014103088
1012,-0.002381065,-0.0023523923,-0.0022837415,-0.0017197167,-0.0016497249,-0.0012002215,-0.0018032062,-0.002130255,-0.001436265,-0.0010205567,-0.0016471387,-0.0018910831,-0.0012523162,-0.002546018,-0.0036630484,-0.0005373363,-0.0061110747,-0.009515926,-0.006091073,-0.008176858
1013,0.011900766,0.012026728,0.012157502,0.011734216,0.011764957,0.011732938,0.011727477,0.012356973,0.01195839,0.014609165,0.012302335,0.01352371,0.013605894,0.014922965,0.015282712,0.008055164,0.014601891,0.02068717,0.016853949,0.022093391
1014,0.0028274066,0.0029589166,0.0028187763,0.0038951747,0.00391905,0.0039759898,0.0038161417,0.0029346573,0.0039165397,0.0014901964,0.005074904,0.0055219997,0.0057036146,0.0056449096,0.0041992823,0.010026473,0.003118104,0.008612321,0.013264845,0.0073009552
1015,-0.0037935104,-0.0035900814,-0.0038347137,-0.003574631,-0.0036590393,-0.0035324646,-0.0035901275,-0.0036133283,-0.0032307697,-0.0047577037,-0.0033097449,-0.0052511804,-0.0051807,-0.004930973,-0.0037231545,0.0014007603,9.174811e-06,-0.004289501,-0.0028514212,-0.007202046
1016,0.0043395706,0.0042624557,0.004541466,0.0048958533,0.0048693214,0.0046439073,0.0048626927,0.00465782,0.00458907,0.00716073,0.0074491687,0.006227187,0.0062786615,0.0054806583,0.0061401525,0.0050747013,0.0070983623,0.0036299836,0.00048279832,0.008090446
1017,0.019849265,0.020006888,0.020101357,0.019010404,0.018964704,0.01872205,0.019137437,0.020171538,0.019700976,0.020547135,0.020445487,0.021313114,0.020996178,0.022920175,0.026163345,0.020530038,0.026681915,0.028048512,0.04358902,0.034224637
1018,0.019796943,0.020207182,0.020027831,0.018892633,0.018893294,0.018874833,0.018996408,0.020286424,0.01954387,0.020798594,0.020756247,0.021093464,0.020607974,0.02258086,0.023314988,0.026897322,0.028457144,0.026468255,0.041594125,0.035081506
1019,0.018220222,0.018463774,0.018308597,0.017113943,0.01711485,0.017110847,0.017244197,0.018705849,0.01788839,0.019392958,0.01856216,0.019670052,0.019014847,0.021278718,0.021805394,0.023335798,0.026841784,0.02785615,0.042013664,0.03177416
1020,-0.0010868008,-0.0013726634,-0.0011441027,-0.00085138564,-0.0008216368,-0.0006357361,-0.00082747784,-0.0014252998,-0.0006787464,0.00031839317,-0.0011692602,0.00046242258,0.0010114382,0.004557889,-0.0006663411,0.00042829485,-0.0024146438,0.007267078,-0.0009901829,0.0035023505
1021,0.006941109,0.0073945685,0.007116841,0.007588373,0.0075853965,0.007204689,0.0075425194,0.0072373073,0.006998145,0.007839991,0.008330904,0.007814488,0.008080384,0.007942675,0.009159596,0.008244741,0.007950418,0.0070639574,0.011643705,0.0131958965
1022,0.0031398728,0.0030543855,0.0033123982,0.0027409508,0.0027984914,0.0030843143,0.0027737133,0.0032236187,0.0028672812,0.003944402,0.0035400968,0.003435898,0.0035919864,0.0038324385,0.0034501527,0.0052321134,0.010496751,0.0030687884,0.005607325,0.0075461906
1023,0.0062260455,0.006338505,0.006364388,0.0056524137,0.005636415,0.0054696174,0.0056807157,0.0063509825,0.0057220813,0.007250114,0.005438951,0.007088052,0.006748919,0.0064943214,0.0067652604,0.0101838065,0.0066783633,0.0073755137,0.0095077595,0.007419459
1024,0.011985569,0.012456307,0.012078555,0.012392224,0.012445508,0.012549152,0.012421674,0.012237258,0.012481289,0.015130184,0.013141021,0.013804339,0.013823869,0.013719834,0.014096654,0.009741583,0.015143906,0.016200505,0.014368772,0.012546937
1025,0.003548079,0.0036168594,0.0035350914,0.0026821343,0.0026212812,0.0027483562,0.0027399897,0.0037868884,0.003051856,0.0036820946,0.004543523,0.0020895493,0.0018278009,0.0027889472,0.0056888983,0.009376642,0.012462109,0.0021376666,0.009157144,0.0021011545
1026,0.0025112166,0.002615225,0.0026308822,0.0023227355,0.0023068055,0.0023321253,0.0023326701,0.0023216438,0.00261493,0.004355998,0.002736661,0.0025908353,0.0027067296,0.0042562666,0.0035663985,0.0065900655,0.009258016,0.0055548446,0.006918891,0.00822852
1027,0.010788486,0.011178673,0.010843914,0.011522623,0.011517557,0.011384414,0.011555373,0.011225787,0.011254782,0.011822185,0.012328631,0.013562647,0.013686138,0.014040449,0.012038192,0.014702895,0.009665878,0.016856542,0.016926792,0.017641708
1028,0.0071698986,0.0074172076,0.0072120707,0.0077163964,0.00774282,0.007901718,0.0077617127,0.0071976585,0.0079511395,0.008120658,0.00819858,0.008720152,0.008976616,0.009868429,0.0076048146,0.0070841713,0.009247397,0.012843795,0.01555514,0.014737127
1029,0.013386151,0.013713108,0.013833369,0.014496412,0.014516309,0.014451174,0.014465059,0.013481114,0.014231607,0.014956175,0.015928205,0.016196022,0.01674406,0.01885976,0.017016796,0.01940886,0.0134509215,0.018574877,0.015959773,0.014527834
1030,0.0059722043,0.005988915,0.0061063846,0.0061994363,0.0061635207,0.005921045,0.0061851004,0.005803613,0.00630541,0.0068705846,0.0076065958,0.0073102633,0.0067813955,0.0059219236,0.008856933,0.010285372,0.01333731,0.0070199603,0.009568961,0.0060147676
1031,-0.00021391972,-0.0002966013,-9.664936e-05,-0.00032105792,-0.0003588279,-0.00046289855,-0.00029321245,-0.00010353752,-0.00033693505,-0.0002144406,-0.00053017086,8.479035e-05,0.0004554415,0.0015880542,0.0007291966,0.0063138367,0.002250547,0.0036574097,0.006493142,0.0074828286
1032,0.010024201,0.010265973,0.0101012625,0.010596598,0.010641787,0.010666824,0.010562671,0.010518406,0.010549956,0.010541869,0.01210252,0.0124834925,0.012723446,0.014581718,0.012302658,0.015985249,0.01651282,0.01887745,0.019750897,0.016587602
1033,0.0025124769,0.002462251,0.002636166,0.0029215664,0.0029266253,0.0029558062,0.0029402578,0.0027644213,0.003115802,0.002778069,0.0029926999,0.0034343367,0.0034437033,0.0036894102,0.004987106,0.0074772635,0.011532725,0.008769334,0.0050188843,0.010267129
1034,0.0045661516,0.004603857,0.004660642,0.0040139626,0.0040226188,0.0041340464,0.00405138,0.0048276735,0.0037588207,0.0062228492,0.0050324644,0.0047189263,0.005172422,0.005840686,0.0050816247,0.006821834,7.252647e-05,0.009881317,0.0034271579,0.013433629
1035,0.0084824525,0.008751588,0.008604552,0.008520911,0.008544416,0.00880089,0.008470071,0.008515713,0.008740343,0.009241081,0.009633131,0.009174243,0.009712556,0.010275827,0.011300296,0.0039852187,0.0067464453,0.010750771,0.007497061,0.008627613
1036,0.006704532,0.0067326743,0.0069061588,0.0070684436,0.0070544453,0.0072974097,0.007050247,0.0069780177,0.0070811445,0.0074305194,0.0074451957,0.00801891,0.008066774,0.0058561084,0.007203893,0.005309171,-0.0011309048,0.0074344887,0.009889249,0.0049870554
1037,0.020211725,0.020446137,0.020518173,0.01928141,0.019283827,0.019116044,0.019413413,0.02040246,0.019860294,0.021217383,0.020967161,0.021770773,0.021279523,0.022821875,0.025832444,0.020729238,0.029304627,0.029678412,0.041383017,0.035777744
1038,0.020101896,0.020453224,0.020331204,0.019292142,0.01928463,0.01927112,0.019412937,0.02086802,0.020041121,0.021909088,0.021060532,0.020869812,0.020578146,0.022982776,0.024067951,0.018073853,0.027888015,0.027536348,0.042771593,0.03185302
1039,0.017855555,0.018204551,0.018022941,0.016947268,0.016949365,0.017004028,0.017054394,0.017936913,0.017880674,0.018577414,0.018473584,0.018323544,0.017872812,0.019601682,0.021631138,0.020869441,0.023999248,0.023671772,0.035463754,0.026866525
1040,0.004799128,0.0048367633,0.0047799204,0.0049237697,0.004891209,0.004888532,0.004926565,0.005160283,0.0054003824,0.0072693815,0.0062323934,0.004604969,0.004503947,0.0047747116,0.004668588,0.0040395116,0.011069026,0.007459634,0.004903068,0.009519618
1041,0.007897416,0.008084421,0.008049857,0.008493875,0.008479873,0.008369792,0.008515303,0.008512114,0.008285144,0.008042814,0.009707251,0.01002906,0.010505127,0.012578034,0.007621178,0.012183937,0.008299297,0.013462378,0.016662654,0.014225134
1042,0.007657978,0.007859394,0.00787469,0.007564316,0.0075865057,0.007369549,0.007597934,0.007887428,0.0074052215,0.0067833196,0.008147892,0.008988262,0.008967328,0.009948397,0.009514947,0.0073454897,0.0063165287,0.013543314,0.014432565,0.011041657
1043,0.008476803,0.0087520685,0.008696128,0.00824545,0.008273658,0.008412782,0.008294787,0.008888207,0.00846468,0.009774521,0.009279049,0.008656952,0.008969537,0.012247166,0.007841221,0.015765328,0.016501917,0.012737805,0.01392235,0.013049661
1044,0.011172257,0.0114522735,0.011412216,0.010893169,0.010935115,0.01118458,0.010868763,0.010839199,0.011411171,0.012153525,0.010899706,0.012689828,0.012627895,0.01345033,0.014609128,0.016435977,0.016488457,0.014201593,0.012856527,0.016267376
1045,0.0015067992,0.0014304217,0.0015995828,0.001211288,0.0012127575,0.0012908553,0.0012087034,0.0016871766,0.0014532587,0.0014848314,0.0018181641,0.00040200446,0.00035487986,0.00042307616,0.0019613726,0.004403012,0.008844659,0.002202659,0.0040543596,0.0007623982
1046,0.005085139,0.005181746,0.0050331047,0.0050211633,0.0050315578,0.00530328,0.0050473064,0.0055961846,0.0051991995,0.0059274165,0.005853776,0.005882871,0.005894283,0.0052843927,0.006743441,0.011253467,0.00450558,0.0054881014,0.009825413,0.006776597
1047,0.008435254,0.008692701,0.008380166,0.008789328,0.008761489,0.008572588,0.008811058,0.008572652,0.008644747,0.010377623,0.010063159,0.008998799,0.009213755,0.010479302,0.009456147,0.009996826,0.011039542,0.011379025,0.01350819,0.01702212
1048,0.010092001,0.010284182,0.01025954,0.010111633,0.010149441,0.010140104,0.010099246,0.010188122,0.010204279,0.012000183,0.011718921,0.011051896,0.010956226,0.010892058,0.012711485,0.015231226,0.014110489,0.011471307,0.010988369,0.013797643
1049,0.00488511,0.0050693937,0.0049881954,0.00488104,0.0048650713,0.004943041,0.0048729945,0.0055994545,0.0049882494,0.006492592,0.005423639,0.0063665956,0.0064063338,0.006548052,0.0066262335,0.0074005728,0.008330577,0.0097419685,0.010012225,0.011055889
1050,0.0031243474,0.003116166,0.0033161421,0.003611808,0.0036200935,0.0035736614,0.0035904392,0.0030096828,0.0038976786,0.0029047318,0.004875906,0.0035815204,0.0034445114,0.002957207,0.0038362076,0.006985427,0.006378716,0.0012377308,0.00452281,0.0037430408
1051,0.0012377647,0.0011798019,0.001244615,0.0010481739,0.0010835705,0.0012621353,0.0010564633,0.00079178764,0.0013760165,0.002112823,0.0011690294,0.0016475134,0.0017587754,0.0019963407,0.002982597,0.0028098112,0.007170542,0.0047302255,0.00074549095,0.007462783
1052,-0.0008762784,-0.0006136468,-0.00062213617,-0.0008396972,-0.0008049805,-0.00082930055,-0.0007934558,-0.0004338891,-0.0011657769,0.0003715097,-6.53608e-05,-0.0002709469,-5.0595776e-05,-0.00074752443,-0.00023023349,0.004300507,-0.0037796283,0.0010008799,0.0006961011,0.003168246
1053,0.007245058,0.007315759,0.0075278603,0.008043327,0.008096954,0.0079883225,0.008058808,0.008011413,0.007931031,0.008045864,0.009694269,0.009229371,0.009697138,0.010747802,0.00889546,0.011542928,0.0083046155,0.012136579,0.015066088,0.014064937
1054,0.010653712,0.010738771,0.0108113205,0.009914102,0.009955477,0.009856037,0.009942337,0.010892837,0.009912615,0.012617202,0.011792802,0.011814463,0.011840092,0.012529121,0.012642336,0.011116216,0.01100158,0.013779434,0.01724397,0.018111954
1055,0.0058776047,0.005923401,0.0060634976,0.006447839,0.0064377864,0.006415085,0.006440752,0.0064944015,0.0065041445,0.006735849,0.0069293804,0.0055396575,0.0054675527,0.005752614,0.0063259895,0.010472547,0.010251768,0.009934749,0.0049205683,0.00930203
1056,0.005243131,0.0053973235,0.0053652697,0.0060042515,0.0059767356,0.005712227,0.0059974226,0.0055764336,0.005676987,0.0061237044,0.006318293,0.0067862705,0.006959849,0.0065745697,0.009598588,0.0048723742,0.0041937483,0.008181327,0.008154577,0.0076053976
1057,0.018703222,0.018999808,0.018938957,0.017875811,0.01786443,0.017733276,0.0179764,0.019100502,0.018580725,0.0193621,0.019206367,0.020416468,0.019849965,0.021434896,0.023622666,0.019797465,0.027247222,0.026282376,0.041153695,0.030391177
1058,0.020660788,0.020971231,0.020881252,0.01998019,0.019982396,0.019944372,0.020127995,0.02112919,0.020610224,0.022439223,0.021621307,0.022238158,0.021982856,0.024239916,0.024987243,0.019751472,0.02839666,0.030817987,0.043810893,0.037283618
1059,0.01672864,0.01690912,0.016953472,0.015397329,0.0153775625,0.015348233,0.01552369,0.016817778,0.016266245,0.017265625,0.01725423,0.016109386,0.015714899,0.01754526,0.021207146,0.015039738,0.029200211,0.022617325,0.037831057,0.027348146
1060,0.0073072757,0.007358994,0.0072064893,0.0081614265,0.008139532,0.008105992,0.008220031,0.007642392,0.008239262,0.008353606,0.008889182,0.009696201,0.010055887,0.01102862,0.008594653,0.01051226,0.006628887,0.012637503,0.010803493,0.014216137
1061,0.00797231,0.008266007,0.008111847,0.008458571,0.008453033,0.008717971,0.00846733,0.008002212,0.0089810705,0.008568182,0.009559861,0.009226496,0.008911065,0.008024031,0.009832827,0.010418995,0.014206099,0.009980811,0.007393503,0.00842495
1062,0.0036407635,0.0036859405,0.0036899645,0.003511346,0.0035258243,0.0034877786,0.0035118158,0.0037160243,0.0037980378,0.0059020496,0.0041071195,0.0032404605,0.003090344,0.0037898787,0.004253582,0.0072934367,0.009257734,0.009271127,0.009088429,0.009644566
1063,0.010871465,0.011046804,0.010901712,0.0116657065,0.011677258,0.011844396,0.011647566,0.011395633,0.011872893,0.011809837,0.013233864,0.012267788,0.012423532,0.012264581,0.013522123,0.010858291,0.0136247175,0.015276076,0.014797195,0.015527089
1064,0.0073571205,0.0075854743,0.007444605,0.007247275,0.0072577847,0.007286791,0.0072583244,0.0074746422,0.00756771,0.007298869,0.0074399034,0.0080586355,0.007879106,0.007447734,0.009567628,0.010807291,0.006245549,0.011483478,0.008183639,0.011183475
1065,0.0041324385,0.0041174153,0.004322148,0.004169552,0.0041312193,0.0040894635,0.00420958,0.0041821124,0.004164644,0.003222774,0.0049850214,0.004552021,0.0045359125,0.005349331,0.0062223496,0.0060237804,0.008158728,0.008556962,0.008253722,0.008677711
1066,0.0043487176,0.004331916,0.0046019936,0.003866779,0.0038718432,0.0039567007,0.0038825648,0.0043911636,0.004088863,0.0055893403,0.004542812,0.0047255675,0.0046252375,0.0062424806,0.0056122965,0.0077005574,0.009930681,0.008387381,0.015753772,0.010451733
1067,0.01119161,0.011334005,0.011471016,0.011475327,0.011496996,0.011537815,0.011485384,0.011324401,0.011613212,0.011220464,0.013544507,0.012448809,0.012476921,0.012701987,0.014228881,0.014547735,0.014022828,0.012796524,0.019079551,0.016801205
1068,0.005657994,0.0058059255,0.0058007706,0.005510503,0.005537924,0.0056800568,0.0055350363,0.0055979555,0.005774673,0.0053425115,0.005367365,0.006433795,0.0064276974,0.0064256974,0.007922564,0.0070553618,0.0067542386,0.008773791,0.013051289,0.010954313
1069,0.0061293296,0.006169793,0.0062997043,0.006323645,0.006318972,0.0062908367,0.006334821,0.0065411837,0.00623566,0.0080231605,0.006229207,0.006762515,0.0064647472,0.005369097,0.0092084035,0.0068108323,0.008550324,0.009430296,0.010296858,0.010603487
1070,0.0041970788,0.004270424,0.0043746573,0.004627842,0.004649855,0.004572105,0.0046376768,0.0043087583,0.0041904543,0.004024175,0.004835493,0.0061036376,0.006494998,0.007809316,0.0070079016,0.010007634,0.0057224296,0.010288664,0.010263369,0.013285531
1071,0.0049166013,0.0050834143,0.005188502,0.005260794,0.0052822083,0.005344897,0.0052223504,0.005092415,0.005347152,0.00478403,0.0066639385,0.0063652913,0.006614128,0.005411914,0.0035614748,0.0032944502,0.0016719078,0.006531395,0.009298287,0.006110873
1072,0.0035512508,0.0037337486,0.0037908459,0.0035703217,0.0035891153,0.0036964384,0.003510489,0.0037456313,0.0037212064,0.005063477,0.00439456,0.005148462,0.005316983,0.0049391696,0.004475175,0.0048712604,0.002590051,0.0057366122,0.007776525,0.0065425886
1073,-0.0047235675,-0.0046941433,-0.004625016,-0.0047374116,-0.0047538187,-0.0045050345,-0.0048121084,-0.004327564,-0.0045835655,-0.0046316623,-0.0058346572,-0.0060758865,-0.005908562,-0.005864432,-0.003687758,-0.0030252987,-0.004047947,-0.00446741,-0.004835407,-0.006723633
1074,0.0047865403,0.004776663,0.0048802407,0.0047935224,0.0047597913,0.0047036167,0.0047791544,0.0050804177,0.004917159,0.0062338626,0.0058375616,0.0064849746,0.006787686,0.008220695,0.0046046367,0.008181843,0.006077683,0.0065003335,0.0062344363,0.01265385
1075,0.006866668,0.006874865,0.0068889167,0.006869922,0.006912602,0.0071795965,0.006902148,0.006948087,0.00723315,0.00932183,0.008042352,0.008228044,0.00822799,0.009271008,0.006769318,0.00982239,0.008111217,0.010875756,0.012291223,0.009494427
1076,0.0023953335,0.002497677,0.0025929257,0.0025095427,0.0024674535,0.0021261252,0.0025140806,0.002332314,0.0020430486,0.0029002468,0.003389795,0.0033634596,0.0037180767,0.004606832,0.004538192,0.0012657562,0.0010969334,0.0072800536,0.0076056155,0.008522108
1077,0.016691603,0.016808234,0.016874455,0.015715756,0.015726985,0.015706034,0.015834102,0.017142575,0.016438752,0.017034799,0.017524729,0.017294675,0.016625974,0.017824024,0.021841105,0.017930552,0.027944988,0.023238404,0.03744235,0.029813524
1078,0.018249521,0.018548954,0.018474177,0.017450953,0.017461129,0.017522562,0.017564226,0.018578839,0.018153267,0.019194169,0.019257698,0.019604187,0.019155407,0.020542001,0.022513503,0.017886298,0.027375447,0.02526562,0.039832264,0.029921377
1079,0.016682565,0.016915921,0.016878374,0.015954332,0.015961898,0.015920835,0.016077809,0.017020257,0.016665718,0.017429195,0.017363304,0.017336015,0.016656762,0.017763898,0.021245783,0.016834527,0.025960682,0.02430764,0.035134766,0.02854507
1080,0.004448196,0.004473076,0.0046159285,0.004637061,0.004614231,0.004713546,0.004634828,0.0043867663,0.004971696,0.0041148732,0.0062426,0.0049504577,0.0047380826,0.0048185964,0.005984612,0.008380893,0.009096542,0.0035582553,0.010103577,0.0049598175
1081,0.00797516,0.00812494,0.008148387,0.008203774,0.008194661,0.008044913,0.00823009,0.008023439,0.008312742,0.008999163,0.009530889,0.010209508,0.01001029,0.009258955,0.009749148,0.008408141,0.0091681145,0.010218098,0.011869087,0.014050615
1082,0.0041597662,0.004167507,0.0042042485,0.004616878,0.0046115173,0.004570683,0.0046308544,0.0041553862,0.004861665,0.0046199025,0.005816297,0.005610892,0.005629607,0.006249579,0.00677844,0.006766493,0.010917222,0.0090848515,0.004827392,0.010806994
1083,0.0010557212,0.0011807678,0.0011323773,0.0010044706,0.0010489369,0.0013412331,0.0010104392,0.0012726976,0.0012022335,0.0006138199,0.0005723661,0.0014522583,0.0014715599,0.0016395748,0.0034395847,0.0037859047,0.007981802,0.00013723942,0.0058494206,0.0038105475
1084,0.006271641,0.006449457,0.0066116867,0.006839081,0.006845323,0.0067396853,0.006808843,0.006350308,0.0065736207,0.006738025,0.0072887293,0.007557986,0.007670738,0.0077068913,0.008919527,0.0062903007,0.0066060005,0.010601826,0.010786688,0.01128503
1085,0.007982445,0.008119703,0.008103771,0.0078592105,0.007860964,0.007953229,0.007869359,0.008029325,0.008160845,0.008190201,0.007991159,0.008689744,0.008462053,0.008724996,0.011299792,0.0100497715,0.013001384,0.011412451,0.013433143,0.011808999
