particle,pred_delta_submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86,pred_delta_submission_e256_featnn1_top50_amp_then_smooth25_a3827329,pred_delta_submission_e368_q2s1rowmask_selected_e368_q2_damp_s1_recover_amp1_06_be814361_uploadsafe,pred_delta_submission_e95_hardtail_541e3973,pred_delta_submission_e101_q2s3tail_177569bc,pred_delta_submission_mixmin_0c916bb4,pred_delta_submission_e176_abl_q2_to0p75_91e49725,pred_delta_submission_e267_humansocial_tail_balanced_2936100f,pred_delta_submission_e72_topabs50_q2s3_gate_4e48cba2,pred_delta_submission_e323_5508f966_uploadsafe,pred_delta_submission_e216_maskfam_jepa_s2_rank_e154_s0p75_eaac6709,pred_delta_submission_frontier_cvjepa_refine_a2c8d2c8,pred_delta_submission_raw_timeline_jepa_rescue_strict_scale0p5,pred_delta_submission_hybrid_0p567_foldsafe_stage2_q1_q3_s1_s2_s3_s4,pred_delta_submission_h010_objective_s1s4_v2_uploadsafe,pred_delta_submission_ordinal_q_constraints_ambnext_Q2Q3_nearest_w0.75,pred_delta_submission_hybrid_0p578_logit_after_subject_final9_strict,pred_delta_submission_jepa_latent_q2_w0p45,pred_delta_submission_lejepa_targetwise_strict_best_scale0p5,pred_delta_submission_jepa_latent_residual_probe
94,0.0037219906,0.003672793,0.0037234626,0.0037288466,0.003762228,0.004087452,0.0036968424,0.0040078326,0.0040294747,0.0047268057,0.0058691185,0.0035088386,0.003647696,0.004898456,0.0050158743,0.009064581,0.00130867,0.007803077,0.0049317423,0.0019972338
95,0.0018274823,0.0020024215,0.0019397243,0.0019105574,0.0019269413,0.0019491586,0.0018656333,0.0019575846,0.0015338813,0.002074793,0.0029924277,0.0010543745,0.0012871756,0.0009949206,0.0030680716,0.0039493972,0.0022628205,0.0018458868,0.004542865,0.000542034
96,0.0020729213,0.0020807215,0.0022601753,0.002269165,0.0022591224,0.0023007249,0.0022801384,0.0019379446,0.0020882739,0.0028550576,0.0030849776,0.0016423829,0.0016557008,0.0018090608,0.003351501,0.0075704665,0.005210998,0.0032157274,0.0005963459,0.0072823353
97,0.011231781,0.011373592,0.011503586,0.010243152,0.010210624,0.010210929,0.010332645,0.011445842,0.010874979,0.0125081455,0.012008169,0.010418744,0.009695007,0.010679075,0.015038426,0.013857244,0.026406478,0.017289208,0.030242752,0.021605097
98,0.013315011,0.013571014,0.013517879,0.012900447,0.012891086,0.012989286,0.013025364,0.013571163,0.013700343,0.014179469,0.013871563,0.013426438,0.012935166,0.014848729,0.017333388,0.015598993,0.02845882,0.021548057,0.032243658,0.026157407
99,0.010329181,0.010422028,0.010439286,0.009469291,0.009464779,0.009601353,0.009567964,0.01031865,0.010410279,0.011727146,0.01062959,0.010325895,0.009487057,0.010296089,0.013888549,0.011353293,0.024221292,0.0182917,0.02796769,0.02116451
100,0.004975873,0.0050097113,0.0051715476,0.0052802907,0.0052842223,0.0053600855,0.0052817175,0.0050913366,0.005570304,0.0047263624,0.0059257224,0.0069110137,0.007147476,0.007885693,0.006922569,0.00832731,0.009684536,0.009347705,0.01276746,0.013036674
101,0.0026470267,0.002803983,0.002671959,0.0031982856,0.0031662702,0.0032999557,0.003228979,0.0027163138,0.0033812127,0.0036311026,0.003731886,0.0031296934,0.0032267973,0.0035148598,0.0044099893,0.004876205,0.0102702975,0.006401838,0.0088402415,0.0054185307
102,0.006819954,0.006917436,0.006838572,0.0066461414,0.006642488,0.0065337177,0.006698383,0.0071374928,0.0065528634,0.008078138,0.007140586,0.008257099,0.008337977,0.009712045,0.008966362,0.008028751,0.011686542,0.0114073,0.011928422,0.016387265
103,0.0019819809,0.0021086335,0.0019880743,0.0018339868,0.0018336953,0.0018805759,0.001820006,0.0018698293,0.0017133197,0.0037142767,0.0013655875,0.002496443,0.0027344597,0.0027899249,0.0031856028,0.0010205953,0.002298668,-0.00020165267,0.0053733326,0.0021206536
104,0.0066320873,0.006889892,0.0066446112,0.006591295,0.006624515,0.0067065335,0.0066153593,0.0067122635,0.0065927575,0.007301924,0.0075686993,0.0069966894,0.0070656366,0.007387829,0.0093926005,0.0067397202,0.008766134,0.010772049,0.0104037365,0.012552981
105,0.0048228153,0.0049482496,0.0048092776,0.004583733,0.0045810235,0.0046523125,0.0045988564,0.0051382557,0.004742525,0.0056955684,0.005081332,0.0051720883,0.0053316513,0.005764637,0.0068310816,0.006886277,0.0036159535,0.00972413,0.009268778,0.0070039337
106,0.0049299933,0.00499953,0.004965762,0.004277413,0.004325692,0.004527468,0.0042613135,0.0052170027,0.0045499196,0.007278351,0.0052299635,0.005380585,0.0054577934,0.0057666404,0.0043180664,0.009048205,0.002785823,0.0053687384,0.0071951314,0.007891865
107,0.006157754,0.0063120024,0.006208565,0.006280229,0.006264413,0.006111248,0.006319417,0.006447217,0.006100708,0.0067550964,0.006931798,0.008455623,0.008837036,0.010486411,0.0065070405,0.010951652,0.0060851923,0.014596965,0.012048767,0.017029459
108,0.0038030965,0.003768839,0.0038952956,0.0044684084,0.004506722,0.004422257,0.0045058113,0.00419507,0.0043095835,0.0046976726,0.0060149957,0.005274752,0.005153847,0.0050171455,0.0047994885,0.0045722662,0.010783247,0.0050497837,0.009880333,0.0048809685
109,0.0065510697,0.006626108,0.0067015216,0.006930013,0.0069699744,0.0070749316,0.006956201,0.0065789064,0.006857299,0.007911754,0.008443217,0.0072767553,0.007254785,0.0073285187,0.007680307,0.00963887,0.0064220577,0.009430061,0.011785895,0.008362606
110,0.0075569004,0.0077519924,0.0076996083,0.007736131,0.0077479496,0.00764497,0.0077437735,0.007811307,0.007584681,0.009372658,0.009393053,0.008437927,0.008673577,0.009653434,0.009411087,0.013841415,0.011353358,0.010319376,0.01342862,0.0114126755
111,0.0035575295,0.003555503,0.0035803812,0.0036980135,0.0036703225,0.0035145339,0.0037202947,0.0034139124,0.0038039421,0.003706267,0.004111418,0.0050259936,0.0050843973,0.0048379763,0.0054000397,0.0023230838,0.004544563,0.003671933,0.0047858637,0.00736311
112,0.00062006497,0.0006854217,0.00088455284,0.0010831684,0.0010550815,0.0009106304,0.001062347,0.0007423215,0.0009073611,0.00047105202,0.0021538695,0.0019176156,0.0019291154,0.0010864844,0.0015135081,0.0026836959,0.003141936,0.0036741311,0.0047490927,0.0040161205
113,0.005902442,0.006010981,0.006074976,0.0061316756,0.0061187316,0.006113811,0.006106644,0.0060897847,0.0062239603,0.0058069555,0.006922928,0.007281765,0.0074087176,0.0073651797,0.0076810387,0.011924109,0.0044243042,0.006370325,0.009642499,0.00960035
114,0.00042052465,0.00060454785,0.0005224125,0.00096925965,0.0009928291,0.0010638611,0.00093489705,0.00043132936,0.00083761156,0.00016909202,0.0010228185,0.0015304583,0.001600533,0.0013026815,0.002878381,0.0056577637,0.0028516504,0.0009698781,0.0011318821,0.0033680685
115,0.002442812,0.0024717858,0.0025656272,0.0031052276,0.003132172,0.0028969941,0.003095432,0.002205661,0.0027981214,0.0032770254,0.0029486408,0.005248699,0.005791784,0.0061491877,0.0028723478,0.0032305121,-0.0042388868,0.0069791237,0.00587866,0.008147999
116,-0.0039660744,-0.0039906017,-0.0041462164,-0.0038004592,-0.0037838956,-0.0035590346,-0.0038075654,-0.0039979657,-0.003805331,-0.0040580593,-0.003038962,-0.0031328972,-0.0030350746,-0.0037423081,-0.002934553,-0.0009830198,-0.0015109964,-0.0028886707,-0.008238821,-0.0039827833
117,0.014769291,0.014998192,0.0150389625,0.01403391,0.014044667,0.014108241,0.014141254,0.015132165,0.014762846,0.015896047,0.016312765,0.014694743,0.0140627995,0.015227085,0.01857582,0.016341196,0.030002162,0.023035826,0.032890663,0.027511219
118,0.011494815,0.011608655,0.011667987,0.010487729,0.01048785,0.010598972,0.010590135,0.0115695745,0.011329278,0.013485844,0.011744926,0.011292364,0.010590399,0.0118768895,0.015447547,0.012748235,0.024804013,0.018706799,0.029712211,0.0226992
119,0.013629563,0.013767297,0.013806189,0.0127266925,0.012707038,0.012778923,0.01284849,0.013883497,0.0135668395,0.0147372,0.014415611,0.01329774,0.012685772,0.014013058,0.017335,0.015991174,0.025771337,0.022023983,0.031884566,0.025536604
120,0.0070988885,0.0072755697,0.0072874613,0.007383408,0.0073952377,0.0073564574,0.00738101,0.0073858756,0.0074489126,0.008715433,0.008448339,0.008468733,0.008283056,0.00867455,0.008609591,0.01248649,0.012531005,0.013106322,0.012018385,0.014548013
121,0.0060533793,0.006155829,0.006106564,0.0061531286,0.0061752466,0.006298186,0.006146528,0.006272922,0.006336213,0.0056529474,0.0068995985,0.0070390375,0.00711971,0.0076397066,0.008030456,0.009401674,0.008731164,0.009254923,0.0045117745,0.008966682
122,0.0062155686,0.0063753473,0.0061880327,0.006160108,0.00612108,0.005929362,0.0061970064,0.0064233276,0.0061994484,0.0074421354,0.0069362065,0.0077849366,0.007774983,0.007946838,0.008018121,0.008127882,0.008215317,0.0109183565,0.009731141,0.011950285
123,0.0053133424,0.0054709264,0.0052714366,0.0055033863,0.0055162814,0.0056314715,0.00555001,0.00559354,0.0055499645,0.0062134084,0.006673234,0.0068767746,0.006906424,0.007217154,0.006078859,0.008012618,0.009442597,0.009527059,0.009780509,0.011248457
124,0.0036160012,0.0036221067,0.0037336424,0.0037361325,0.003741527,0.0036966542,0.0037588996,0.0040069656,0.00357755,0.0031377273,0.0042295097,0.0042390856,0.004359596,0.0045047444,0.005301641,0.0072036856,0.006505157,0.00867903,0.006764106,0.010802184
125,0.007856132,0.008081545,0.007949235,0.00781404,0.007850093,0.0077662324,0.007827274,0.007905058,0.007839527,0.008463834,0.008346155,0.009577886,0.009697015,0.009286729,0.01079828,0.0057207816,0.00904347,0.013407503,0.013430468,0.01389486
126,0.006146935,0.0062129567,0.006201466,0.0060737184,0.0060614184,0.0059649698,0.0061004236,0.0062773223,0.0061144815,0.00743926,0.0070504285,0.0076183355,0.007560114,0.008150208,0.008718334,0.006314556,0.010353316,0.008812975,0.00786629,0.009849001
127,0.003342548,0.0034944334,0.003474299,0.0036626335,0.0036427116,0.0033901127,0.0036652735,0.003422965,0.0034656757,0.0031923177,0.0042958204,0.004950671,0.005066383,0.0057943435,0.003576505,0.0037675349,0.0056517827,0.0048958603,0.006087321,0.0061279815
128,0.006020445,0.0061297743,0.006016894,0.0062378226,0.006243907,0.0062951604,0.006263057,0.0062144143,0.006428948,0.00579727,0.006780871,0.006449312,0.0066727693,0.0071750404,0.009105563,0.007017353,0.008878118,0.011165193,0.0075854436,0.009972004
129,0.0026699754,0.0028680963,0.0027404458,0.0027065426,0.002695292,0.0026151652,0.0027125436,0.002951904,0.0028200035,0.0029402948,0.0032413686,0.0028057313,0.0025816169,0.0023950501,0.0033882437,0.005644064,0.010010559,0.0025097595,0.0077674715,0.004142925
130,0.00737667,0.007428,0.007446126,0.0074416744,0.0074025937,0.007179708,0.007434144,0.0074368995,0.007557346,0.008766299,0.008300343,0.009638131,0.009673274,0.010629338,0.009321603,0.011784608,0.009094199,0.008787846,0.007945131,0.011357131
131,0.0026404166,0.0027635228,0.0028361501,0.0033519694,0.0033562933,0.0033520847,0.0032940742,0.0028702905,0.0031815458,0.0033951416,0.004225251,0.0046218773,0.0047970675,0.004134358,0.0042785592,0.008703526,0.0033116178,0.002861661,0.0050130957,0.0073027043
132,0.0027797727,0.0029727705,0.002887128,0.003164191,0.0031862096,0.0033125165,0.0031759483,0.0029263773,0.0032318034,0.0028446473,0.003959523,0.003281069,0.0035298232,0.00456407,0.003754436,0.0073229503,0.009181744,0.0029774434,0.010027576,0.007312542
133,-0.00029426042,-0.00039733978,-0.00023057165,-2.8496059e-05,-4.0493906e-05,-0.00020729446,-4.8863112e-05,-0.00011409852,-0.0002538496,-0.00019759909,0.00031936748,0.0006527571,0.00079957175,0.001548219,0.0001966025,0.0019835148,0.0025512136,0.005528575,0.0021285817,0.00495358
134,0.004231505,0.0043609147,0.004264781,0.0046560373,0.004674647,0.004821715,0.0046600318,0.004180379,0.004480561,0.004627774,0.005786343,0.0056294375,0.006221291,0.007067861,0.005537725,0.007318703,0.0024101627,0.009723121,0.006250092,0.011706703
135,0.0016891975,0.001634964,0.0018203268,0.0016900838,0.0016874379,0.0018631648,0.0016632655,0.0017107998,0.0020845493,0.00238204,0.0017459121,0.0029328067,0.0032839142,0.004460889,0.0024986924,0.0013578412,0.0035781832,0.008052892,0.005638226,0.0065080742
136,0.0045699836,0.004825261,0.0046755886,0.0050867395,0.00507688,0.0049562613,0.0050438,0.00523769,0.004735996,0.004090197,0.00550952,0.0069778827,0.007416989,0.007914909,0.00392162,0.007298013,0.0008417286,0.008730407,0.012027718,0.011409716
137,0.012701827,0.0128221195,0.012867088,0.011986975,0.011988454,0.012024557,0.012105139,0.012981027,0.012614171,0.013179429,0.013406974,0.013364241,0.012802624,0.0144842155,0.016755635,0.014385954,0.02441234,0.021260878,0.033032842,0.02538629
138,0.0129429735,0.013117371,0.013125714,0.012358589,0.012364745,0.012468451,0.012474569,0.013279957,0.013058167,0.014037986,0.014093983,0.013265053,0.012539952,0.01368588,0.016828662,0.014412656,0.0273745,0.020755462,0.03166898,0.025021868
139,0.013343917,0.013498645,0.013571903,0.0125099495,0.012507504,0.012530553,0.012627505,0.013532287,0.013159859,0.014222084,0.013992191,0.013815506,0.013278005,0.014439218,0.01749522,0.014160139,0.024578188,0.021061247,0.031577814,0.024825271
140,0.0051230774,0.0050912607,0.0052277884,0.006111265,0.0061119986,0.006233956,0.00616099,0.0056767785,0.0064463965,0.006395427,0.0069581186,0.006255752,0.0059849033,0.004816245,0.00629642,0.011152864,0.015593608,0.008024145,0.00077697483,0.008620207
141,0.0025846045,0.0025650603,0.0027572333,0.0029907776,0.0029556085,0.002831984,0.0030527494,0.0029682375,0.003131798,0.004704675,0.0034091389,0.0036152466,0.0031274983,0.0026230942,0.0044108187,0.009765147,0.01114425,0.0040112007,0.0036865596,0.00088798895
142,0.0057371287,0.0058136014,0.0058512804,0.005183521,0.005183307,0.0049983347,0.0051541175,0.00528904,0.005345559,0.0075880825,0.0065130703,0.00463807,0.004420728,0.004905175,0.0067000524,0.006014902,0.005937358,0.0054977937,0.00617307,0.0055387397
143,-8.3414605e-05,7.509166e-06,6.275113e-05,0.001481132,0.0014742245,0.0014705854,0.0014474597,0.00016349151,0.0011210036,0.00042127183,0.00022352114,0.0023678644,0.0029285091,0.003265632,0.0009251889,0.0051153735,-0.0040309033,0.008120482,0.004502727,0.008911737
144,0.007566624,0.0078037134,0.0075535015,0.008333874,0.008246003,0.0077426285,0.008305627,0.00732391,0.008112138,0.009062601,0.009327485,0.010075134,0.010428655,0.011012779,0.008842407,0.003012566,0.0016778726,0.015040518,0.011251893,0.014924917
145,0.011238616,0.011438582,0.011192068,0.011313749,0.011352875,0.011544683,0.011313867,0.011465211,0.01191095,0.012280837,0.011488845,0.014355153,0.014561764,0.015288682,0.012186436,0.004702906,0.015669622,0.01611314,0.019105645,0.019583505
146,0.005242428,0.004947668,0.0055490355,0.006072786,0.006039398,0.005764687,0.0061382214,0.0050014686,0.0059730443,0.007931308,0.0073210937,0.008800879,0.009018605,0.011136452,0.005923717,0.005012521,0.0040011886,0.01896191,0.0142463725,0.019981913
147,0.0033416678,0.0033843198,0.0034772702,0.0032692798,0.003284803,0.0034277171,0.0033026692,0.0034423582,0.0037395083,0.0022329136,0.005756567,0.0025230024,0.0022181086,0.0017667316,0.0027810708,0.0068331263,0.011675501,0.0032603664,0.0025745365,0.006161107
148,0.0062536085,0.006242636,0.006341652,0.0065138233,0.0065587168,0.006331841,0.0065037347,0.006295493,0.006256621,0.007481663,0.0067999745,0.008658347,0.008687211,0.008391554,0.00794331,0.009360345,0.0045165564,0.010748242,0.013097203,0.011783533
149,0.007928938,0.008070001,0.008165251,0.009129426,0.00916215,0.00916181,0.009159992,0.008199059,0.00888453,0.009445634,0.011342634,0.009027034,0.00920213,0.008503565,0.009149599,0.007105722,0.009139686,0.010618027,0.009104404,0.008316456
150,0.0054731024,0.0054779057,0.0055495976,0.0065437765,0.0065666563,0.0067152972,0.006568101,0.0056746635,0.0071535506,0.0070339213,0.007449051,0.0058553712,0.0059675653,0.008969597,0.007405208,0.008989771,0.019115068,0.007917163,0.00788652,0.00964538
151,0.0054271678,0.005743474,0.0057895253,0.0053130216,0.0052790875,0.005288933,0.0053134,0.005765319,0.005184686,0.005258524,0.005966811,0.0058956966,0.0060481066,0.006052089,0.0069586392,0.00814335,0.01217291,0.0049755834,0.010641368,0.0071473713
152,0.0059889522,0.0061096144,0.0058656037,0.0061747227,0.006125791,0.0058372556,0.0061730444,0.007019433,0.005822852,0.0062609473,0.008204269,0.006903396,0.0070285746,0.006415874,0.008539369,0.0025070247,0.0052621765,0.011035961,0.0055469843,0.010390245
153,0.015068541,0.015442387,0.015525615,0.015483596,0.015501045,0.015586766,0.015478359,0.015325159,0.015416779,0.015596933,0.01713724,0.017494267,0.017323913,0.015199538,0.015704766,0.012977047,0.007695907,0.016890962,0.026045322,0.01812016
154,0.0013810612,0.0016255061,0.00162034,0.00011825002,0.00013966027,6.127971e-05,9.419241e-05,0.0017626216,-6.560533e-05,0.0017643253,0.0016055518,0.00079341506,0.0010185984,0.0028048242,0.0051284116,0.0031560846,0.008807827,0.002356816,0.0022554449,0.0032645047
155,0.003556273,0.0032936132,0.0038462286,0.0033628284,0.0034050911,0.0038341377,0.0033315578,0.00363939,0.0036579785,0.005191261,0.0037352878,0.0028972877,0.0030539986,0.0036673364,0.005747543,0.008282491,0.0053115985,0.003851178,0.0013907708,0.004925196
156,0.0053431042,0.005261942,0.0056379195,0.0051580286,0.0051525584,0.0055397595,0.005160496,0.005146471,0.0054804147,0.0067049586,0.006198979,0.0043257964,0.0049317856,0.004283737,0.006168483,0.00017549618,0.0036760392,0.0029722194,0.0069451197,0.0074887094
157,0.015189062,0.015231299,0.015583579,0.01440671,0.014441258,0.0145741245,0.014517488,0.015617269,0.01507982,0.015878817,0.016201776,0.014966313,0.014633106,0.016424675,0.016464403,0.015007875,0.026154552,0.019335322,0.03635355,0.0244667
158,0.01622403,0.016433941,0.016557984,0.015487949,0.015453748,0.015494113,0.015622554,0.016281195,0.01628318,0.01818912,0.01649676,0.017781982,0.017278658,0.01932018,0.019526714,0.011988788,0.029423445,0.023735492,0.041721713,0.02891084
159,0.014082196,0.014424007,0.014397807,0.013539725,0.013509203,0.013441846,0.013598229,0.014949695,0.013938966,0.014388996,0.015655005,0.014335011,0.01366163,0.0138578005,0.017451774,0.020457627,0.022109948,0.019299062,0.03605558,0.025025543
160,0.009284945,0.009354493,0.009399223,0.008771608,0.0087883985,0.008962358,0.008770939,0.009488515,0.009585012,0.008265502,0.010342507,0.009416114,0.009212326,0.009557295,0.011304574,0.013383398,0.019463724,0.015314218,0.016692575,0.016295683
161,0.007797648,0.0078396415,0.008107127,0.00791744,0.00795655,0.0077219014,0.007965799,0.0076838033,0.0077896332,0.0091399755,0.009786264,0.008423561,0.008171456,0.009031498,0.0090456065,0.01901051,0.01460262,0.016280064,0.008428566,0.012005455
162,0.006881881,0.006918128,0.0070091328,0.007067096,0.0071252515,0.0071295467,0.0070887352,0.006890423,0.0070130145,0.007847118,0.008537992,0.0077708634,0.0079834405,0.011552277,0.0074759177,0.01316163,0.009834939,0.011562836,0.021049831,0.010905703
163,0.0026156297,0.0027464996,0.0024550096,0.0031438812,0.0031412076,0.0033323774,0.0031480126,0.0023198407,0.0035991871,0.0042103757,0.0031626883,0.0052588456,0.005296851,0.0061820154,0.0033865601,0.00990399,0.006137113,0.009716123,0.007536492,0.007895332
164,0.0029538672,0.0029757095,0.0031455888,0.0029496525,0.0029442399,0.0027926771,0.0029340566,0.0025896186,0.0026736888,0.004576395,0.004976867,0.004570267,0.005148757,0.0061996295,0.005533751,0.006765151,-0.001459916,0.009935239,0.0075239264,0.00804665
165,0.0023369696,0.0021478187,0.0026644645,0.001787079,0.0018256638,0.0019035455,0.0017698905,0.0023140172,0.0019071476,0.0046722963,0.0031557435,0.0020434805,0.0021905655,0.0016162585,0.0026126022,0.0010561767,-0.000325773,0.00037623124,0.0033427353,0.0019781902
166,0.00855717,0.008602969,0.008692192,0.008768209,0.008758147,0.008610582,0.008754216,0.009110375,0.008827447,0.007949946,0.009635933,0.010820569,0.011103624,0.01164572,0.011116937,0.009536457,0.0082655335,0.014928643,0.014467368,0.014661992
167,0.012932919,0.013150709,0.013245174,0.0129992645,0.013055786,0.013596156,0.013005108,0.013087037,0.013664992,0.014924343,0.013049118,0.0127795655,0.012684537,0.01289464,0.017850967,0.0114683425,0.017871432,0.011359492,0.013286433,0.011693841
168,0.0034921186,0.003217965,0.003569585,0.003752963,0.0037439368,0.003475433,0.0037903748,0.0034344073,0.0038648562,0.004219893,0.0052546775,0.0061675576,0.006189693,0.005507096,0.003110122,0.0051300987,0.0023635682,0.0060895546,0.0077316468,0.0080261985
169,0.005995195,0.0059272237,0.0061033326,0.006286731,0.0063476088,0.006901071,0.006268072,0.0057058865,0.0070018265,0.008908395,0.007492749,0.005106502,0.005030153,0.005663668,0.007771509,0.011572548,0.019320963,0.0070996257,0.009768167,0.010776368
170,0.0022612587,0.0021579054,0.0023487916,0.0030512142,0.0030582058,0.0029589874,0.0030321565,0.002582738,0.0027992956,0.0021589403,0.0037761286,0.0035202578,0.0041628503,0.00599197,0.0040788315,0.0063719074,0.0030670043,0.004121149,0.005694877,0.0061441585
171,0.0026525275,0.0028220061,0.003002041,0.0036608244,0.0037374983,0.003861045,0.0036864416,0.0025698144,0.003523069,0.0034030254,0.003794761,0.0046754344,0.005354312,0.0073826867,0.0006994074,0.0010956944,0.0051416135,0.0096295085,0.008481944,0.011879233
172,0.016787432,0.01698299,0.01707627,0.017307693,0.01729464,0.017239353,0.017304763,0.016779229,0.017669572,0.018033052,0.020219045,0.018094642,0.017860146,0.015848467,0.022730906,0.013242531,0.02230503,0.018251093,0.018095117,0.015091199
