candidate_id,file,resolved_path,family,components,component_count,changed_cells_vs_h012,changed_rows_vs_h012,mean_abs_prob_move_h012,max_abs_prob_move_h012,mean_abs_logit_move_h012,max_abs_logit_move_h012,route_equation_delta_vs_h012,route_equation_delta_iqr,h012posterior_delta_vs_h012,h036world_delta_vs_h012,h048_world_delta_vs_h012,h048_world_iqr
h048_h047_world_sieve_q0.68_a0.66_c19_704d2fb1,submission_h048_h047_world_sieve_q0.68_a0.66_c19_704d2fb1.csv,/Users/kbsoo/Downloads/cl2/hitl/h048_q2_public_subset_support_world_jepa/submission_h048_h047_world_sieve_q0.68_a0.66_c19_704d2fb1.csv,h047_world_sieve_q0.68_a0.66,h047_world_sieve_q0.68_a0.66,1,19,19,0.001772680186378954,0.048488496918805524,0.008396481042760121,0.2954686075418076,-7.461412383812406e-05,0.00051515582200819,-2.315033262057242e-06,-1.36625274986026e-05,-4.6836636169040695e-05,0.0006363407913476161
h048_h047_world_sieve_q0.68_a0.78_c19_a9b1e774,submission_h048_h047_world_sieve_q0.68_a0.78_c19_a9b1e774.csv,/Users/kbsoo/Downloads/cl2/hitl/h048_q2_public_subset_support_world_jepa/submission_h048_h047_world_sieve_q0.68_a0.78_c19_a9b1e774.csv,h047_world_sieve_q0.68_a0.78,h047_world_sieve_q0.68_a0.78,1,19,19,0.0020886241243964904,0.05640827282238181,0.009923113959625585,0.3491901725494082,-8.35222522568493e-05,0.0006084332553458792,-5.538784878449416e-07,-1.3571802689407581e-05,-4.988837529337329e-05,0.0007547148043869436
h048_h045_world_sieve_q0.3_a0.5_c52_bc83862a,submission_h048_h045_world_sieve_q0.3_a0.5_c52_bc83862a.csv,/Users/kbsoo/Downloads/cl2/hitl/h048_q2_public_subset_support_world_jepa/submission_h048_h045_world_sieve_q0.3_a0.5_c52_bc83862a.csv,h045_world_sieve_q0.3_a0.5,h045_world_sieve_q0.3_a0.5,1,52,52,0.0032780881624120775,0.03750264228826794,0.014853497521406009,0.22383985419833818,-0.00013352193558421172,0.0005679156559788986,-2.7918927485831545e-06,-1.7710023958578036e-05,-6.153258794640874e-05,0.0006908005963677936
h048_h045_world_sieve_q0.3_a0.58_c52_e7396d67,submission_h048_h045_world_sieve_q0.3_a0.58_c52_e7396d67.csv,/Users/kbsoo/Downloads/cl2/hitl/h048_q2_public_subset_support_world_jepa/submission_h048_h045_world_sieve_q0.3_a0.58_c52_e7396d67.csv,h045_world_sieve_q0.3_a0.58,h045_world_sieve_q0.3_a0.58,1,52,52,0.003798406025573481,0.04305671614590323,0.017230057124830975,0.25965423087007267,-0.00015012680267972493,0.0006601689034553302,-1.4366094617789267e-06,-1.836086626675591e-05,-6.568703517317652e-05,0.0007996162733623476
h048_h045_world_sieve_q0.3_a0.66_c52_1e2bdc2c,submission_h048_h045_world_sieve_q0.3_a0.66_c52_1e2bdc2c.csv,/Users/kbsoo/Downloads/cl2/hitl/h048_q2_public_subset_support_world_jepa/submission_h048_h045_world_sieve_q0.3_a0.66_c52_1e2bdc2c.csv,h045_world_sieve_q0.3_a0.66,h045_world_sieve_q0.3_a0.66,1,52,52,0.004317460119833063,0.048488496918805524,0.019606616728255935,0.2954686075418076,-0.00016543318198281213,0.0007528314272583697,4.054831770606284e-07,-1.8421796349204074e-05,-6.828788436994187e-05,0.0009095237062412193
h048_h045_world_sieve_q0.3_a0.78_c52_48ce46b4,submission_h048_h045_world_sieve_q0.3_a0.78_c52_48ce46b4.csv,/Users/kbsoo/Downloads/cl2/hitl/h048_q2_public_subset_support_world_jepa/submission_h048_h045_world_sieve_q0.3_a0.78_c52_48ce46b4.csv,h045_world_sieve_q0.3_a0.78,h045_world_sieve_q0.3_a0.78,1,52,52,0.005093587406582573,0.05640827282238181,0.02317145613339337,0.3491901725494082,-0.00018596998511155455,0.0008907194722700759,4.073075812517133e-06,-1.7416967340063724e-05,-6.928979700960975e-05,0.0010754735305328732
h048_h045_world_sieve_q0.42_a0.5_c43_5c547b22,submission_h048_h045_world_sieve_q0.42_a0.5_c43_5c547b22.csv,/Users/kbsoo/Downloads/cl2/hitl/h048_q2_public_subset_support_world_jepa/submission_h048_h045_world_sieve_q0.42_a0.5_c43_5c547b22.csv,h045_world_sieve_q0.42_a0.5,h045_world_sieve_q0.42_a0.5,1,43,43,0.002773106279478707,0.03750264228826794,0.012753118646821578,0.22383985419833818,-0.0001118669477644577,0.0005245243427265031,-2.8917015571542733e-06,-1.603986164533961e-05,-6.013799754854631e-05,0.0006420294468805467
h048_h045_world_sieve_q0.42_a0.58_c43_8ea12e0f,submission_h048_h045_world_sieve_q0.42_a0.58_c43_8ea12e0f.csv,/Users/kbsoo/Downloads/cl2/hitl/h048_q2_public_subset_support_world_jepa/submission_h048_h045_world_sieve_q0.42_a0.58_c43_8ea12e0f.csv,h045_world_sieve_q0.42_a0.58,h045_world_sieve_q0.42_a0.58,1,43,43,0.0032129627295110685,0.04305671614590323,0.014793617630313035,0.25965423087007267,-0.00012571019040840846,0.0006096249498422142,-1.77758352880369e-06,-1.6495839292507476e-05,-6.491531222471562e-05,0.0007436713455804516
h048_h045_world_sieve_q0.42_a0.66_c43_4fd850f5,submission_h048_h045_world_sieve_q0.42_a0.66_c43_4fd850f5.csv,/Users/kbsoo/Downloads/cl2/hitl/h048_q2_public_subset_support_world_jepa/submission_h048_h045_world_sieve_q0.42_a0.66_c43_4fd850f5.csv,h045_world_sieve_q0.42_a0.66,h045_world_sieve_q0.42_a0.66,1,43,43,0.003651679155613442,0.048488496918805524,0.016834116613804486,0.2954686075418076,-0.0001384482066404203,0.0006945903264237622,-2.386260759071673e-07,-1.6381861118099818e-05,-6.837152368783743e-05,0.000845783899372768
h048_h045_world_sieve_q0.42_a0.78_c43_19ae5eb8,submission_h048_h045_world_sieve_q0.42_a0.78_c43_19ae5eb8.csv,/Users/kbsoo/Downloads/cl2/hitl/h048_q2_public_subset_support_world_jepa/submission_h048_h045_world_sieve_q0.42_a0.78_c43_19ae5eb8.csv,h045_world_sieve_q0.42_a0.78,h045_world_sieve_q0.42_a0.78,1,43,43,0.004307556348316913,0.05640827282238181,0.019894865089041654,0.3491901725494082,-0.00015549408066378715,0.0008195437523287755,2.8582547939358656e-06,-1.5152070708750554e-05,-7.109148549695424e-05,0.0010002021354051705
h048_h045_world_sieve_q0.55_a0.5_c34_0912d872,submission_h048_h045_world_sieve_q0.55_a0.5_c34_0912d872.csv,/Users/kbsoo/Downloads/cl2/hitl/h048_q2_public_subset_support_world_jepa/submission_h048_h045_world_sieve_q0.55_a0.5_c34_0912d872.csv,h045_world_sieve_q0.55_a0.5,h045_world_sieve_q0.55_a0.5,1,34,34,0.0022769651570700216,0.03750264228826794,0.010512236781671548,0.22383985419833818,-9.679455311816726e-05,0.00046112860802754183,-2.3677629676190223e-06,-1.3733057320703179e-05,-5.654616474029573e-05,0.0005823331033808275
h048_h045_world_sieve_q0.55_a0.58_c34_483c9e20,submission_h048_h045_world_sieve_q0.55_a0.58_c34_483c9e20.csv,/Users/kbsoo/Downloads/cl2/hitl/h048_q2_public_subset_support_world_jepa/submission_h048_h045_world_sieve_q0.55_a0.58_c34_483c9e20.csv,h045_world_sieve_q0.55_a0.58,h045_world_sieve_q0.55_a0.58,1,34,34,0.002637270406148184,0.04305671614590323,0.012194194666738998,0.25965423087007267,-0.00010872971641046113,0.0005350312912275879,-1.2792601485040446e-06,-1.4037987115370908e-05,-6.13790249686476e-05,0.0006746662569751242
h048_h045_world_sieve_q0.55_a0.66_c34_9c1aa45b,submission_h048_h045_world_sieve_q0.55_a0.66_c34_9c1aa45b.csv,/Users/kbsoo/Downloads/cl2/hitl/h048_q2_public_subset_support_world_jepa/submission_h048_h045_world_sieve_q0.55_a0.66_c34_9c1aa45b.csv,h045_world_sieve_q0.55_a0.66,h045_world_sieve_q0.55_a0.66,1,34,34,0.0029963994022648233,0.048488496918805524,0.013876152551806445,0.2954686075418076,-0.00011969870279846406,0.0006096927103859762,2.0390033991422712e-07,-1.3833542280698035e-05,-6.506490406119076e-05,0.0007667689176079258
h048_h045_world_sieve_q0.55_a0.78_c34_e390619a,submission_h048_h045_world_sieve_q0.55_a0.78_c34_e390619a.csv,/Users/kbsoo/Downloads/cl2/hitl/h048_q2_public_subset_support_world_jepa/submission_h048_h045_world_sieve_q0.55_a0.78_c34_e390619a.csv,h045_world_sieve_q0.55_a0.78,h045_world_sieve_q0.55_a0.78,1,34,34,0.0035328357395751193,0.05640827282238181,0.0163990893794076,0.3491901725494082,-0.00013435182927975237,0.0007215903970851502,3.1605108294228383e-06,-1.258196797325802e-05,-6.845600476410263e-05,0.0009048918507822332
h048_h045_world_sieve_q0.68_a0.5_c24_fcb80ccc,submission_h048_h045_world_sieve_q0.68_a0.5_c24_fcb80ccc.csv,/Users/kbsoo/Downloads/cl2/hitl/h048_q2_public_subset_support_world_jepa/submission_h048_h045_world_sieve_q0.68_a0.5_c24_fcb80ccc.csv,h045_world_sieve_q0.68_a0.5,h045_world_sieve_q0.68_a0.5,1,24,24,0.001678261572798834,0.03750264228826794,0.007759407458414281,0.22383985419833818,-7.427153712991641e-05,0.0004405399109324357,-3.3123123614956188e-06,-1.2171519002434427e-05,-4.122461998300309e-05,0.0005411144405027893
h048_h045_world_sieve_q0.68_a0.58_c24_4b8ae698,submission_h048_h045_world_sieve_q0.68_a0.58_c24_4b8ae698.csv,/Users/kbsoo/Downloads/cl2/hitl/h048_q2_public_subset_support_world_jepa/submission_h048_h045_world_sieve_q0.68_a0.58_c24_4b8ae698.csv,h045_world_sieve_q0.68_a0.58,h045_world_sieve_q0.68_a0.58,1,24,24,0.001943321943320293,0.04305671614590323,0.009000912651760569,0.25965423087007267,-8.335295255979223e-05,0.0005110276811294773,-2.6147595580014217e-06,-1.263584541585786e-05,-4.4531606401821516e-05,0.0006277198842817562
h048_h045_world_sieve_q0.68_a0.66_c24_f7d28825,submission_h048_h045_world_sieve_q0.68_a0.66_c24_f7d28825.csv,/Users/kbsoo/Downloads/cl2/hitl/h048_q2_public_subset_support_world_jepa/submission_h048_h045_world_sieve_q0.68_a0.66_c24_f7d28825.csv,h045_world_sieve_q0.68_a0.66,h045_world_sieve_q0.68_a0.66,1,24,24,0.0022073745359400786,0.048488496918805524,0.010242417845106853,0.2954686075418076,-9.167390426277653e-05,0.0005818785743378417,-1.5882856276453408e-06,-1.2703202220384928e-05,-4.6945670360277365e-05,0.0007147523199803671
h048_h045_world_sieve_q0.68_a0.78_c24_c14a089f,submission_h048_h045_world_sieve_q0.68_a0.78_c24_c14a089f.csv,/Users/kbsoo/Downloads/cl2/hitl/h048_q2_public_subset_support_world_jepa/submission_h048_h045_world_sieve_q0.68_a0.78_c24_c14a089f.csv,h045_world_sieve_q0.68_a0.78,h045_world_sieve_q0.68_a0.78,1,24,24,0.0026015256719930263,0.05640827282238181,0.01210467563512627,0.3491901725494082,-0.00010273968365993519,0.0006883143259261966,5.603927807515612e-07,-1.206964379179468e-05,-4.890429159921394e-05,0.0008459578961500519
