candidate_id,file,resolved_path,family,components,component_count,changed_cells_vs_h012,changed_rows_vs_h012,mean_abs_prob_move_h012,max_abs_prob_move_h012,mean_abs_logit_move_h012,max_abs_logit_move_h012,route_equation_delta_vs_h012,route_equation_delta_iqr,h012posterior_delta_vs_h012,h036world_delta_vs_h012,h048_world_delta_vs_h012,h048_world_iqr
h048_h042core_world_tail10_a0.92_0.34_c55_2ffe418d,submission_h048_h042core_world_tail10_a0.92_0.34_c55_2ffe418d.csv,/Users/kbsoo/Downloads/cl2/hitl/h048_q2_public_subset_support_world_jepa/submission_h048_h042core_world_tail10_a0.92_0.34_c55_2ffe418d.csv,h042core_world_tail10_a0.92_0.34,h042core_world_tail10_a0.92_0.34,2,55,55,0.006200526550902119,0.06530560317851364,0.0280813066513653,0.411865331724943,-0.00021959497474842023,0.0010825066191279006,1.2294259906235995e-05,-1.1095648612386937e-05,-4.780856553434834e-05,0.001266178090075102
h048_h042core_world_tail10_a0.92_0.46_c55_439adcc6,submission_h048_h042core_world_tail10_a0.92_0.46_c55_439adcc6.csv,/Users/kbsoo/Downloads/cl2/hitl/h048_q2_public_subset_support_world_jepa/submission_h048_h042core_world_tail10_a0.92_0.46_c55_439adcc6.csv,h042core_world_tail10_a0.92_0.46,h042core_world_tail10_a0.92_0.46,2,55,55,0.006256787915414069,0.06530560317851364,0.028326913562675075,0.411865331724943,-0.00021997002559554218,0.001080746106646351,1.2084507467867786e-05,-1.1797260204433316e-05,-4.6437858982080814e-05,0.0012832277155275646
h048_h042core_world_tail14_a0.58_0.06_c59_67cd5efd,submission_h048_h042core_world_tail14_a0.58_0.06_c59_67cd5efd.csv,/Users/kbsoo/Downloads/cl2/hitl/h048_q2_public_subset_support_world_jepa/submission_h048_h042core_world_tail14_a0.58_0.06_c59_67cd5efd.csv,h042core_world_tail14_a0.58_0.06,h042core_world_tail14_a0.58_0.06,2,59,59,0.003864334019051382,0.04305671614590323,0.0174341709378132,0.25965423087007267,-0.00015872276362447746,0.0006762217742180515,2.96226919602767e-07,-1.5511569905251793e-05,-5.69829585253703e-05,0.0007849283793807179
h048_h042core_world_tail14_a0.58_0.1_c59_7e2bae80,submission_h048_h042core_world_tail14_a0.58_0.1_c59_7e2bae80.csv,/Users/kbsoo/Downloads/cl2/hitl/h048_q2_public_subset_support_world_jepa/submission_h048_h042core_world_tail14_a0.58_0.1_c59_7e2bae80.csv,h042core_world_tail14_a0.58_0.1,h042core_world_tail14_a0.58_0.1,2,59,59,0.0038894706839661054,0.04305671614590323,0.01754713719089194,0.25965423087007267,-0.00015901605224202963,0.0006774045479902452,2.0400577387289972e-07,-1.5854069509025357e-05,-5.674524936742745e-05,0.0007914181577296787
h048_h042core_world_tail14_a0.58_0.16_c59_ddf5d756,submission_h048_h042core_world_tail14_a0.58_0.16_c59_ddf5d756.csv,/Users/kbsoo/Downloads/cl2/hitl/h048_q2_public_subset_support_world_jepa/submission_h048_h042core_world_tail14_a0.58_0.16_c59_ddf5d756.csv,h042core_world_tail14_a0.58_0.16,h042core_world_tail14_a0.58_0.16,2,59,59,0.003927148197370228,0.04305671614590323,0.017716586570510045,0.25965423087007267,-0.00015943305515319893,0.0006796743980266727,7.170484238482431e-08,-1.6357826295118336e-05,-5.636429221460466e-05,0.0007925850921434426
h048_h042core_world_tail14_a0.58_0.24_c59_825d7fbd,submission_h048_h042core_world_tail14_a0.58_0.24_c59_825d7fbd.csv,/Users/kbsoo/Downloads/cl2/hitl/h048_q2_public_subset_support_world_jepa/submission_h048_h042core_world_tail14_a0.58_0.24_c59_825d7fbd.csv,h042core_world_tail14_a0.58_0.24,h042core_world_tail14_a0.58_0.24,2,59,59,0.003977333189293076,0.04305671614590323,0.017942519076667524,0.25965423087007267,-0.00015994630874240364,0.0006828061798237375,-9.345231168721444e-08,-1.7010879588341078e-05,-5.581086931509592e-05,0.0007926357326736191
h048_h042core_world_tail14_a0.58_0.34_c59_bc02e136,submission_h048_h042core_world_tail14_a0.58_0.34_c59_bc02e136.csv,/Users/kbsoo/Downloads/cl2/hitl/h048_q2_public_subset_support_world_jepa/submission_h048_h042core_world_tail14_a0.58_0.34_c59_bc02e136.csv,h042core_world_tail14_a0.58_0.34,h042core_world_tail14_a0.58_0.34,2,59,59,0.004039980523948326,0.04305671614590323,0.018224934709364368,0.25965423087007267,-0.0001605192830299636,0.0006796997591941942,-2.8185674132957247e-07,-1.779733288630677e-05,-5.504611516013985e-05,0.0008131603646282287
h048_h042core_world_tail14_a0.58_0.46_c59_9c4800b4,submission_h048_h042core_world_tail14_a0.58_0.46_c59_9c4800b4.csv,/Users/kbsoo/Downloads/cl2/hitl/h048_q2_public_subset_support_world_jepa/submission_h048_h042core_world_tail14_a0.58_0.46_c59_9c4800b4.csv,h042core_world_tail14_a0.58_0.46,h042core_world_tail14_a0.58_0.46,2,59,59,0.004115032761443687,0.04305671614590323,0.018563833468600584,0.25965423087007267,-0.00016110645890211685,0.0006830330650874829,-4.815337076466524e-07,-1.8697398183109258e-05,-5.402159671430196e-05,0.0008261455025630726
h048_h042core_world_tail14_a0.66_0.06_c59_e893b0ae,submission_h048_h042core_world_tail14_a0.66_0.06_c59_e893b0ae.csv,/Users/kbsoo/Downloads/cl2/hitl/h048_q2_public_subset_support_world_jepa/submission_h048_h042core_world_tail14_a0.66_0.06_c59_e893b0ae.csv,h042core_world_tail14_a0.66_0.06,h042core_world_tail14_a0.66_0.06,2,59,59,0.004387455343056492,0.048488496918805524,0.019815511842391827,0.2954686075418076,-0.00017497312894720606,0.0007693289469348292,2.451328263414109e-06,-1.5056995736051195e-05,-5.8166710746830366e-05,0.0008920109656571234
h048_h042core_world_tail14_a0.66_0.1_c59_e5550073,submission_h048_h042core_world_tail14_a0.66_0.1_c59_e5550073.csv,/Users/kbsoo/Downloads/cl2/hitl/h048_q2_public_subset_support_world_jepa/submission_h048_h042core_world_tail14_a0.66_0.1_c59_e5550073.csv,h042core_world_tail14_a0.66_0.1,h042core_world_tail14_a0.66_0.1,2,59,59,0.004412592007971216,0.048488496918805524,0.019928478095470575,0.2954686075418076,-0.00017526641756475823,0.0007705781285833753,2.359107117684243e-06,-1.5399495339824763e-05,-5.792900158888754e-05,0.0008982429717945631
h048_h042core_world_tail14_a0.66_0.16_c59_e5d0d399,submission_h048_h042core_world_tail14_a0.66_0.16_c59_e5d0d399.csv,/Users/kbsoo/Downloads/cl2/hitl/h048_q2_public_subset_support_world_jepa/submission_h048_h042core_world_tail14_a0.66_0.16_c59_e5d0d399.csv,h042core_world_tail14_a0.66_0.16,h042core_world_tail14_a0.66_0.16,2,59,59,0.004450269521375339,0.048488496918805524,0.02009792747508868,0.2954686075418076,-0.00017568342047592745,0.0007744457581878821,2.226806186196169e-06,-1.590325212591774e-05,-5.754804443606478e-05,0.0009021944648284058
h048_h042core_world_tail14_a0.66_0.24_c59_59f87c8e,submission_h048_h042core_world_tail14_a0.66_0.24_c59_59f87c8e.csv,/Users/kbsoo/Downloads/cl2/hitl/h048_q2_public_subset_support_world_jepa/submission_h048_h042core_world_tail14_a0.66_0.24_c59_59f87c8e.csv,h042core_world_tail14_a0.66_0.24,h042core_world_tail14_a0.66_0.24,2,59,59,0.004500454513298185,0.048488496918805524,0.02032385998124615,0.2954686075418076,-0.0001761966740651322,0.000772580797666649,2.0616490321241283e-06,-1.655630541914048e-05,-5.6994621536556025e-05,0.0009035988378515197
h048_h042core_world_tail14_a0.66_0.34_c59_c6faa4f2,submission_h048_h042core_world_tail14_a0.66_0.34_c59_c6faa4f2.csv,/Users/kbsoo/Downloads/cl2/hitl/h048_q2_public_subset_support_world_jepa/submission_h048_h042core_world_tail14_a0.66_0.34_c59_c6faa4f2.csv,h042core_world_tail14_a0.66_0.34,h042core_world_tail14_a0.66_0.34,2,59,59,0.004563101847953437,0.048488496918805524,0.020606275613943,0.2954686075418076,-0.0001767696483526922,0.0007817505053533567,1.8732446024817685e-06,-1.734275871710617e-05,-5.622986738159996e-05,0.000916139753357715
h048_h042core_world_tail14_a0.66_0.46_c59_dfb11d5d,submission_h048_h042core_world_tail14_a0.66_0.46_c59_dfb11d5d.csv,/Users/kbsoo/Downloads/cl2/hitl/h048_q2_public_subset_support_world_jepa/submission_h048_h042core_world_tail14_a0.66_0.46_c59_dfb11d5d.csv,h042core_world_tail14_a0.66_0.46,h042core_world_tail14_a0.66_0.46,2,59,59,0.004638154085448798,0.048488496918805524,0.020945174373179214,0.2954686075418076,-0.00017735682422484543,0.0007737718446587508,1.6735676361646904e-06,-1.8242824013908657e-05,-5.520534893576207e-05,0.00092651373034905
h048_h042core_world_tail14_a0.78_0.06_c59_f33caaad,submission_h048_h042core_world_tail14_a0.78_0.06_c59_f33caaad.csv,/Users/kbsoo/Downloads/cl2/hitl/h048_q2_public_subset_support_world_jepa/submission_h048_h042core_world_tail14_a0.78_0.06_c59_f33caaad.csv,h042core_world_tail14_a0.78_0.06,h042core_world_tail14_a0.78_0.06,2,59,59,0.00516972795865407,0.05640827282238181,0.02338752319925977,0.3491901725494082,-0.00019684479341440484,0.0009085197330682623,6.613152489252817e-06,-1.325605931487265e-05,-5.692348035332835e-05,0.0010535904482832689
h048_h042core_world_tail14_a0.78_0.1_c59_51904710,submission_h048_h042core_world_tail14_a0.78_0.1_c59_51904710.csv,/Users/kbsoo/Downloads/cl2/hitl/h048_q2_public_subset_support_world_jepa/submission_h048_h042core_world_tail14_a0.78_0.1_c59_51904710.csv,h042core_world_tail14_a0.78_0.1,h042core_world_tail14_a0.78_0.1,2,59,59,0.005194864623568794,0.05640827282238181,0.023500489452338506,0.3491901725494082,-0.00019713808203195693,0.0009109160653884669,6.520931343522951e-06,-1.3598558918646214e-05,-5.668577119538553e-05,0.001059261478171799
h048_h042core_world_tail14_a0.78_0.16_c59_6e8d8da8,submission_h048_h042core_world_tail14_a0.78_0.16_c59_6e8d8da8.csv,/Users/kbsoo/Downloads/cl2/hitl/h048_q2_public_subset_support_world_jepa/submission_h048_h042core_world_tail14_a0.78_0.16_c59_6e8d8da8.csv,h042core_world_tail14_a0.78_0.16,h042core_world_tail14_a0.78_0.16,2,59,59,0.005232542136972916,0.05640827282238181,0.023669938831956613,0.3491901725494082,-0.0001975550849431262,0.000912507771695145,6.388630412034876e-06,-1.410231570473919e-05,-5.6304814042562696e-05,0.0010697488942285525
h048_h042core_world_tail14_a0.78_0.24_c59_ff32e204,submission_h048_h042core_world_tail14_a0.78_0.24_c59_ff32e204.csv,/Users/kbsoo/Downloads/cl2/hitl/h048_q2_public_subset_support_world_jepa/submission_h048_h042core_world_tail14_a0.78_0.24_c59_ff32e204.csv,h042core_world_tail14_a0.78_0.24,h042core_world_tail14_a0.78_0.24,2,59,59,0.005282727128895763,0.05640827282238181,0.023895871338114088,0.3491901725494082,-0.00019806833853233097,0.000913662741235079,6.223473257962837e-06,-1.4755368997961938e-05,-5.5751391143054e-05,0.0010738294263342215
h048_h042core_world_tail14_a0.78_0.34_c59_ef44fe13,submission_h048_h042core_world_tail14_a0.78_0.34_c59_ef44fe13.csv,/Users/kbsoo/Downloads/cl2/hitl/h048_q2_public_subset_support_world_jepa/submission_h048_h042core_world_tail14_a0.78_0.34_c59_ef44fe13.csv,h042core_world_tail14_a0.78_0.34,h042core_world_tail14_a0.78_0.34,2,59,59,0.005345374463551015,0.05640827282238181,0.02417828697081094,0.3491901725494082,-0.00019864131281989097,0.0009198062579894265,6.035068828320477e-06,-1.5541822295927624e-05,-5.498663698809796e-05,0.0010689734649846796
h048_h042core_world_tail14_a0.78_0.46_c59_439d6750,submission_h048_h042core_world_tail14_a0.78_0.46_c59_439d6750.csv,/Users/kbsoo/Downloads/cl2/hitl/h048_q2_public_subset_support_world_jepa/submission_h048_h042core_world_tail14_a0.78_0.46_c59_439d6750.csv,h042core_world_tail14_a0.78_0.46,h042core_world_tail14_a0.78_0.46,2,59,59,0.005420426701046375,0.05640827282238181,0.02451718573004715,0.3491901725494082,-0.0001992284886920442,0.0009160041124092453,5.835391862003399e-06,-1.6441887592730116e-05,-5.3962118542260056e-05,0.0010848936887798808
h048_h042core_world_tail14_a0.92_0.06_c59_a4c4c111,submission_h048_h042core_world_tail14_a0.92_0.06_c59_a4c4c111.csv,/Users/kbsoo/Downloads/cl2/hitl/h048_q2_public_subset_support_world_jepa/submission_h048_h042core_world_tail14_a0.92_0.06_c59_a4c4c111.csv,h042core_world_tail14_a0.92_0.06,h042core_world_tail14_a0.92_0.06,2,59,59,0.006078550095735862,0.06530560317851364,0.027554869782272375,0.411865331724943,-0.00021858655241209412,0.0010704851451332628,1.2862508514197923e-05,-9.475982457257397e-06,-5.09202046554185e-05,0.001245274892353294
h048_h042core_world_tail14_a0.92_0.1_c59_a3b1be9b,submission_h048_h042core_world_tail14_a0.92_0.1_c59_a3b1be9b.csv,/Users/kbsoo/Downloads/cl2/hitl/h048_q2_public_subset_support_world_jepa/submission_h048_h042core_world_tail14_a0.92_0.1_c59_a3b1be9b.csv,h042core_world_tail14_a0.92_0.1,h042core_world_tail14_a0.92_0.1,2,59,59,0.006103686760650584,0.06530560317851364,0.027667836035351116,0.411865331724943,-0.0002188798410296463,0.0010750346290305708,1.2770287368468058e-05,-9.818482061030967e-06,-5.068249549747565e-05,0.0012508939443073449
h048_h042core_world_tail14_a0.92_0.16_c59_693f6d54,submission_h048_h042core_world_tail14_a0.92_0.16_c59_693f6d54.csv,/Users/kbsoo/Downloads/cl2/hitl/h048_q2_public_subset_support_world_jepa/submission_h048_h042core_world_tail14_a0.92_0.16_c59_693f6d54.csv,h042core_world_tail14_a0.92_0.16,h042core_world_tail14_a0.92_0.16,2,59,59,0.006141364274054708,0.06530560317851364,0.02783728541496922,0.411865331724943,-0.00021929684394081557,0.0010736847302926316,1.2637986436979981e-05,-1.032223884712394e-05,-5.0301538344652885e-05,0.0012602553110705325
h048_h042core_world_tail14_a0.92_0.24_c59_b1d1b90a,submission_h048_h042core_world_tail14_a0.92_0.24_c59_b1d1b90a.csv,/Users/kbsoo/Downloads/cl2/hitl/h048_q2_public_subset_support_world_jepa/submission_h048_h042core_world_tail14_a0.92_0.24_c59_b1d1b90a.csv,h042core_world_tail14_a0.92_0.24,h042core_world_tail14_a0.92_0.24,2,59,59,0.006191549265977555,0.06530560317851364,0.028063217921126694,0.411865331724943,-0.00021981009753002033,0.0010794792475030735,1.2472829282907942e-05,-1.0975292140346688e-05,-4.9748115445144145e-05,0.0012631989067291064
h048_h042core_world_tail14_a0.92_0.34_c59_034905b1,submission_h048_h042core_world_tail14_a0.92_0.34_c59_034905b1.csv,/Users/kbsoo/Downloads/cl2/hitl/h048_q2_public_subset_support_world_jepa/submission_h048_h042core_world_tail14_a0.92_0.34_c59_034905b1.csv,h042core_world_tail14_a0.92_0.34,h042core_world_tail14_a0.92_0.34,2,59,59,0.006254196600632806,0.06530560317851364,0.028345633553823545,0.411865331724943,-0.0002203830718175803,0.0010778573543590185,1.2284424853265583e-05,-1.1761745438312372e-05,-4.8983361290188056e-05,0.0012539283082408444
h048_h042core_world_tail14_a0.92_0.46_c59_563fa15c,submission_h048_h042core_world_tail14_a0.92_0.46_c59_563fa15c.csv,/Users/kbsoo/Downloads/cl2/hitl/h048_q2_public_subset_support_world_jepa/submission_h048_h042core_world_tail14_a0.92_0.46_c59_563fa15c.csv,h042core_world_tail14_a0.92_0.46,h042core_world_tail14_a0.92_0.46,2,59,59,0.006329248838128166,0.06530560317851364,0.02868453231305976,0.411865331724943,-0.0002209702476897336,0.0010880538289051015,1.2084747886948504e-05,-1.266181073511486e-05,-4.79588428443502e-05,0.0012734902886643665
h048_h042core_world_tail20_a0.58_0.06_c65_d41afa55,submission_h048_h042core_world_tail20_a0.58_0.06_c65_d41afa55.csv,/Users/kbsoo/Downloads/cl2/hitl/h048_q2_public_subset_support_world_jepa/submission_h048_h042core_world_tail20_a0.58_0.06_c65_d41afa55.csv,h042core_world_tail20_a0.58_0.06,h042core_world_tail20_a0.58_0.06,2,65,65,0.003877750992059451,0.04305671614590323,0.017496254717391635,0.25965423087007267,-0.00015885229791153901,0.0006773294384385244,2.081531218448297e-07,-1.555632293023717e-05,-5.635142094650339e-05,0.0007829429391100079
h048_h042core_world_tail20_a0.58_0.1_c65_07464b88,submission_h048_h042core_world_tail20_a0.58_0.1_c65_07464b88.csv,/Users/kbsoo/Downloads/cl2/hitl/h048_q2_public_subset_support_world_jepa/submission_h048_h042core_world_tail20_a0.58_0.1_c65_07464b88.csv,h042core_world_tail20_a0.58_0.1,h042core_world_tail20_a0.58_0.1,2,65,65,0.00391182458603068,0.04305671614590323,0.01765061015685601,0.25965423087007267,-0.00015922748982581726,0.0006798119201031177,5.8982845386034035e-08,-1.5927374545587116e-05,-5.5688689115881064e-05,0.0007871966454353366
h048_h042core_world_tail20_a0.58_0.16_c65_8bbe1e25,submission_h048_h042core_world_tail20_a0.58_0.16_c65_8bbe1e25.csv,/Users/kbsoo/Downloads/cl2/hitl/h048_q2_public_subset_support_world_jepa/submission_h048_h042core_world_tail20_a0.58_0.16_c65_8bbe1e25.csv,h042core_world_tail20_a0.58_0.16,h042core_world_tail20_a0.58_0.16,2,65,65,0.003962895871618671,0.04305671614590323,0.017882143316052555,0.25965423087007267,-0.00015976067491852317,0.0006848986253130541,-1.5609505699022708e-07,-1.6472036100452666e-05,-5.46642073828415e-05,0.0007833668839858324
h048_h042core_world_tail20_a0.58_0.24_c65_764705a8,submission_h048_h042core_world_tail20_a0.58_0.24_c65_764705a8.csv,/Users/kbsoo/Downloads/cl2/hitl/h048_q2_public_subset_support_world_jepa/submission_h048_h042core_world_tail20_a0.58_0.24_c65_764705a8.csv,h042core_world_tail20_a0.58_0.24,h042core_world_tail20_a0.58_0.24,2,65,65,0.004030917445464853,0.04305671614590323,0.018190854194981277,0.25965423087007267,-0.00016041639613583814,0.0006831601512491878,-4.2668806117684764e-07,-1.7176042733476e-05,-5.32415816721394e-05,0.0007824888979577167
h048_h042core_world_tail20_a0.58_0.34_c65_d4816d3a,submission_h048_h042core_world_tail20_a0.58_0.34_c65_d4816d3a.csv,/Users/kbsoo/Downloads/cl2/hitl/h048_q2_public_subset_support_world_jepa/submission_h048_h042core_world_tail20_a0.58_0.34_c65_d4816d3a.csv,h042core_world_tail20_a0.58_0.34,h042core_world_tail20_a0.58_0.34,2,65,65,0.004115825315541063,0.04305671614590323,0.018576742793642204,0.25965423087007267,-0.00016114748886792603,0.0006888941439710571,-7.389738342070795e-07,-1.8020431926169185e-05,-5.137239879175431e-05,0.0007993582322881913
h048_h042core_world_tail20_a0.58_0.46_c65_fd88bfcb,submission_h048_h042core_world_tail20_a0.58_0.46_c65_fd88bfcb.csv,/Users/kbsoo/Downloads/cl2/hitl/h048_q2_public_subset_support_world_jepa/submission_h048_h042core_world_tail20_a0.58_0.46_c65_fd88bfcb.csv,h042core_world_tail20_a0.58_0.46,h042core_world_tail20_a0.58_0.46,2,65,65,0.004217538240777255,0.04305671614590323,0.019039809112035302,0.25965423087007267,-0.00016189517845202825,0.0006875994866816562,-1.0757301138356558e-06,-1.898159325819455e-05,-4.899632473421124e-05,0.0008236922901929159
h048_h042core_world_tail20_a0.66_0.06_c65_498b236b,submission_h048_h042core_world_tail20_a0.66_0.06_c65_498b236b.csv,/Users/kbsoo/Downloads/cl2/hitl/h048_q2_public_subset_support_world_jepa/submission_h048_h042core_world_tail20_a0.66_0.06_c65_498b236b.csv,h042core_world_tail20_a0.66_0.06,h042core_world_tail20_a0.66_0.06,2,65,65,0.004400872316064562,0.048488496918805524,0.019877595621970265,0.2954686075418076,-0.00017510266323426756,0.0007698746431010336,2.363254465656172e-06,-1.5101748761036573e-05,-5.753517316796349e-05,0.0008900255253864136
h048_h042core_world_tail20_a0.66_0.1_c65_e15b330a,submission_h048_h042core_world_tail20_a0.66_0.1_c65_e15b330a.csv,/Users/kbsoo/Downloads/cl2/hitl/h048_q2_public_subset_support_world_jepa/submission_h048_h042core_world_tail20_a0.66_0.1_c65_e15b330a.csv,h042core_world_tail20_a0.66_0.1,h042core_world_tail20_a0.66_0.1,2,65,65,0.004434945910035791,0.048488496918805524,0.02003195106143464,0.2954686075418076,-0.00017547785514854583,0.0007717750087968031,2.2140841891973767e-06,-1.547280037638652e-05,-5.687244133734116e-05,0.000892659019129285
h048_h042core_world_tail20_a0.66_0.16_c65_66d0c2e6,submission_h048_h042core_world_tail20_a0.66_0.16_c65_66d0c2e6.csv,/Users/kbsoo/Downloads/cl2/hitl/h048_q2_public_subset_support_world_jepa/submission_h048_h042core_world_tail20_a0.66_0.16_c65_66d0c2e6.csv,h042core_world_tail20_a0.66_0.16,h042core_world_tail20_a0.66_0.16,2,65,65,0.004486017195623781,0.048488496918805524,0.020263484220631185,0.2954686075418076,-0.00017601104024125177,0.0007773667209561233,1.9990062868211167e-06,-1.6017461931252068e-05,-5.5847959604301595e-05,0.00088984065080946
h048_h042core_world_tail20_a0.66_0.24_c65_6befba36,submission_h048_h042core_world_tail20_a0.66_0.24_c65_6befba36.csv,/Users/kbsoo/Downloads/cl2/hitl/h048_q2_public_subset_support_world_jepa/submission_h048_h042core_world_tail20_a0.66_0.24_c65_6befba36.csv,h042core_world_tail20_a0.66_0.24,h042core_world_tail20_a0.66_0.24,2,65,65,0.004554038769469962,0.048488496918805524,0.020572195099559914,0.2954686075418076,-0.00017666676145856668,0.0007752236168163283,1.7284132826344956e-06,-1.6721468564275404e-05,-5.4425333893599525e-05,0.0008865098415768999
h048_h042core_world_tail20_a0.66_0.34_c65_a5ab5112,submission_h048_h042core_world_tail20_a0.66_0.34_c65_a5ab5112.csv,/Users/kbsoo/Downloads/cl2/hitl/h048_q2_public_subset_support_world_jepa/submission_h048_h042core_world_tail20_a0.66_0.34_c65_a5ab5112.csv,h042core_world_tail20_a0.66_0.34,h042core_world_tail20_a0.66_0.34,2,65,65,0.0046389466395461735,0.048488496918805524,0.020958083698220838,0.2954686075418076,-0.0001773978541906546,0.0007801335856801703,1.4161275096042627e-06,-1.7565857756968594e-05,-5.2556151013214415e-05,0.0008965175021660122
h048_h042core_world_tail20_a0.66_0.46_c65_5ff8e6ae,submission_h048_h042core_world_tail20_a0.66_0.46_c65_5ff8e6ae.csv,/Users/kbsoo/Downloads/cl2/hitl/h048_q2_public_subset_support_world_jepa/submission_h048_h042core_world_tail20_a0.66_0.46_c65_5ff8e6ae.csv,h042core_world_tail20_a0.66_0.46,h042core_world_tail20_a0.66_0.46,2,65,65,0.0047406595647823645,0.048488496918805524,0.02142115001661393,0.2954686075418076,-0.00017814554377475683,0.0007795762232829972,1.0793712299756876e-06,-1.852701908899395e-05,-5.018007695567134e-05,0.0009253311726667884
h048_h042core_world_tail20_a0.78_0.06_c65_62124982,submission_h048_h042core_world_tail20_a0.78_0.06_c65_62124982.csv,/Users/kbsoo/Downloads/cl2/hitl/h048_q2_public_subset_support_world_jepa/submission_h048_h042core_world_tail20_a0.78_0.06_c65_62124982.csv,h042core_world_tail20_a0.78_0.06,h042core_world_tail20_a0.78_0.06,2,65,65,0.00518314493166214,0.05640827282238181,0.0234496069788382,0.3491901725494082,-0.00019697432770146632,0.0009076029030032498,6.525078691494879e-06,-1.3300812339858025e-05,-5.629194277446147e-05,0.0010516280310674912
h048_h042core_world_tail20_a0.78_0.1_c65_cdad5f87,submission_h048_h042core_world_tail20_a0.78_0.1_c65_cdad5f87.csv,/Users/kbsoo/Downloads/cl2/hitl/h048_q2_public_subset_support_world_jepa/submission_h048_h042core_world_tail20_a0.78_0.1_c65_cdad5f87.csv,h042core_world_tail20_a0.78_0.1,h042core_world_tail20_a0.78_0.1,2,65,65,0.0052172185256333685,0.05640827282238181,0.023603962418302576,0.3491901725494082,-0.00019734951961574454,0.0009118386409187143,6.375908415036084e-06,-1.3671863955207973e-05,-5.562921094383912e-05,0.001052001164654031
h048_h042core_world_tail20_a0.78_0.16_c65_dc430c14,submission_h048_h042core_world_tail20_a0.78_0.16_c65_dc430c14.csv,/Users/kbsoo/Downloads/cl2/hitl/h048_q2_public_subset_support_world_jepa/submission_h048_h042core_world_tail20_a0.78_0.16_c65_dc430c14.csv,h042core_world_tail20_a0.78_0.16,h042core_world_tail20_a0.78_0.16,2,65,65,0.005268289811221359,0.05640827282238181,0.02383549557749912,0.3491901725494082,-0.00019788270470845048,0.0009145620368663182,6.1608305126598235e-06,-1.4216525510073524e-05,-5.460472921079955e-05,0.0010510326549474478
h048_h042core_world_tail20_a0.78_0.24_c65_b58c8cbf,submission_h048_h042core_world_tail20_a0.78_0.24_c65_b58c8cbf.csv,/Users/kbsoo/Downloads/cl2/hitl/h048_q2_public_subset_support_world_jepa/submission_h048_h042core_world_tail20_a0.78_0.24_c65_b58c8cbf.csv,h042core_world_tail20_a0.78_0.24,h042core_world_tail20_a0.78_0.24,2,65,65,0.005336311385067541,0.05640827282238181,0.02414420645642785,0.3491901725494082,-0.00019853842592576542,0.0009166644229994915,5.890237508473204e-06,-1.4920532143096862e-05,-5.318210350009748e-05,0.0010479820270479418
h048_h042core_world_tail20_a0.78_0.34_c65_d12ba377,submission_h048_h042core_world_tail20_a0.78_0.34_c65_d12ba377.csv,/Users/kbsoo/Downloads/cl2/hitl/h048_q2_public_subset_support_world_jepa/submission_h048_h042core_world_tail20_a0.78_0.34_c65_d12ba377.csv,h042core_world_tail20_a0.78_0.34,h042core_world_tail20_a0.78_0.34,2,65,65,0.005421219255143751,0.05640827282238181,0.024530095055088772,0.3491901725494082,-0.00019926951865785334,0.0009164144521950559,5.577951735442972e-06,-1.5764921335790047e-05,-5.13129206197124e-05,0.0010504863691666367
h048_h042core_world_tail20_a0.78_0.46_c65_94e22efd,submission_h048_h042core_world_tail20_a0.78_0.46_c65_94e22efd.csv,/Users/kbsoo/Downloads/cl2/hitl/h048_q2_public_subset_support_world_jepa/submission_h048_h042core_world_tail20_a0.78_0.46_c65_94e22efd.csv,h042core_world_tail20_a0.78_0.46,h042core_world_tail20_a0.78_0.46,2,65,65,0.005522932180379943,0.05640827282238181,0.024993161373481867,0.3491901725494082,-0.00020001720824195553,0.0009234282960081023,5.241195455814395e-06,-1.6726082667815405e-05,-4.893684656216932e-05,0.0010737970372913875
h048_h042core_world_tail20_a0.92_0.06_c65_572a2356,submission_h048_h042core_world_tail20_a0.92_0.06_c65_572a2356.csv,/Users/kbsoo/Downloads/cl2/hitl/h048_q2_public_subset_support_world_jepa/submission_h048_h042core_world_tail20_a0.92_0.06_c65_572a2356.csv,h042core_world_tail20_a0.92_0.06,h042core_world_tail20_a0.92_0.06,2,65,65,0.00609196706874393,0.06530560317851364,0.02761695356185081,0.411865331724943,-0.0002187160866991557,0.0010685266711406435,1.2774434716439986e-05,-9.520735482242775e-06,-5.028866707655162e-05,0.001240837212390892
h048_h042core_world_tail20_a0.92_0.1_c65_9474625e,submission_h048_h042core_world_tail20_a0.92_0.1_c65_9474625e.csv,/Users/kbsoo/Downloads/cl2/hitl/h048_q2_public_subset_support_world_jepa/submission_h048_h042core_world_tail20_a0.92_0.1_c65_9474625e.csv,h042core_world_tail20_a0.92_0.1,h042core_world_tail20_a0.92_0.1,2,65,65,0.006126040662715159,0.06530560317851364,0.02777130900131518,0.411865331724943,-0.00021909127861343395,0.0010736300988930501,1.262526443998119e-05,-9.891787097592722e-06,-4.9625935245929285e-05,0.0012404192521348052
