mask,scheme,target,family,n_cols,logloss,prior_logloss,improvement_vs_prior
adv_interleaved_rank0,interleaved_rank,S4,routine_axes,92,0.7424938596208154,0.685929800252373,-0.05656405936844233
adv_interleaved_rank0,interleaved_rank,S4,ssl,68,0.7098526052056616,0.685929800252373,-0.02392280495328858
adv_interleaved_rank0,interleaved_rank,S4,heart_light,34,0.7001985994196054,0.685929800252373,-0.014268799167232338
adv_interleaved_rank1,interleaved_rank,Q1,global_prior,0,0.696872737346474,0.696872737346474,0.0
adv_interleaved_rank1,interleaved_rank,Q1,same_subject_temporal_label,0,0.6882690963041403,0.696872737346474,0.008603641042333687
adv_interleaved_rank1,interleaved_rank,Q1,activity_steps,105,0.6806105126503116,0.696872737346474,0.016262224696162453
adv_interleaved_rank1,interleaved_rank,Q1,location_context,220,0.6697026874142491,0.696872737346474,0.027170049932224938
adv_interleaved_rank1,interleaved_rank,Q1,screen_phone,220,0.6829154745656617,0.696872737346474,0.01395726278081233
adv_interleaved_rank1,interleaved_rank,Q1,routine_axes,92,0.7236596249802968,0.696872737346474,-0.026786887633822754
adv_interleaved_rank1,interleaved_rank,Q1,ssl,68,0.7038826125295459,0.696872737346474,-0.007009875183071834
adv_interleaved_rank1,interleaved_rank,Q1,heart_light,34,0.6910583945045455,0.696872737346474,0.005814342841928499
adv_interleaved_rank1,interleaved_rank,Q2,global_prior,0,0.683823938070529,0.683823938070529,0.0
adv_interleaved_rank1,interleaved_rank,Q2,same_subject_temporal_label,0,0.6818591074762402,0.683823938070529,0.001964830594288758
adv_interleaved_rank1,interleaved_rank,Q2,activity_steps,105,0.746445936554372,0.683823938070529,-0.06262199848384298
adv_interleaved_rank1,interleaved_rank,Q2,location_context,220,0.7411504572871519,0.683823938070529,-0.057326519216622907
adv_interleaved_rank1,interleaved_rank,Q2,screen_phone,220,0.7113503330761676,0.683823938070529,-0.027526395005638582
adv_interleaved_rank1,interleaved_rank,Q2,routine_axes,92,0.6990255386836108,0.683823938070529,-0.015201600613081845
adv_interleaved_rank1,interleaved_rank,Q2,ssl,68,0.7172943127804258,0.683823938070529,-0.03347037470989678
adv_interleaved_rank1,interleaved_rank,Q2,heart_light,34,0.6976676672044094,0.683823938070529,-0.013843729133880434
adv_interleaved_rank1,interleaved_rank,Q3,global_prior,0,0.6703071699453254,0.6703071699453254,0.0
adv_interleaved_rank1,interleaved_rank,Q3,same_subject_temporal_label,0,0.6650205186192023,0.6703071699453254,0.0052866513261230486
adv_interleaved_rank1,interleaved_rank,Q3,activity_steps,105,0.6534272998622116,0.6703071699453254,0.016879870083113757
adv_interleaved_rank1,interleaved_rank,Q3,location_context,220,0.6969053966556926,0.6703071699453254,-0.026598226710367268
adv_interleaved_rank1,interleaved_rank,Q3,screen_phone,220,0.7098911210913728,0.6703071699453254,-0.0395839511460474
adv_interleaved_rank1,interleaved_rank,Q3,routine_axes,92,0.7112994789237264,0.6703071699453254,-0.040992308978401004
adv_interleaved_rank1,interleaved_rank,Q3,ssl,68,0.6990614162814848,0.6703071699453254,-0.028754246336159417
adv_interleaved_rank1,interleaved_rank,Q3,heart_light,34,0.6997767993015257,0.6703071699453254,-0.029469629356200344
adv_interleaved_rank1,interleaved_rank,S1,global_prior,0,0.618598564437867,0.618598564437867,0.0
adv_interleaved_rank1,interleaved_rank,S1,same_subject_temporal_label,0,0.5996224468722504,0.618598564437867,0.018976117565616568
adv_interleaved_rank1,interleaved_rank,S1,activity_steps,105,0.6399383888766895,0.618598564437867,-0.02133982443882254
adv_interleaved_rank1,interleaved_rank,S1,location_context,220,0.7199547704101217,0.618598564437867,-0.1013562059722547
adv_interleaved_rank1,interleaved_rank,S1,screen_phone,220,0.6557747005629494,0.618598564437867,-0.037176136125082415
adv_interleaved_rank1,interleaved_rank,S1,routine_axes,92,0.6148034172203191,0.618598564437867,0.003795147217547923
adv_interleaved_rank1,interleaved_rank,S1,ssl,68,0.6205924301158511,0.618598564437867,-0.001993865677984097
adv_interleaved_rank1,interleaved_rank,S1,heart_light,34,0.6941542615132872,0.618598564437867,-0.0755556970754202
adv_interleaved_rank1,interleaved_rank,S2,global_prior,0,0.6360142699016139,0.6360142699016139,0.0
adv_interleaved_rank1,interleaved_rank,S2,same_subject_temporal_label,0,0.5859161889550198,0.6360142699016139,0.05009808094659407
adv_interleaved_rank1,interleaved_rank,S2,activity_steps,105,0.6122099789868316,0.6360142699016139,0.02380429091478231
adv_interleaved_rank1,interleaved_rank,S2,location_context,220,0.6384535339802044,0.6360142699016139,-0.0024392640785905195
adv_interleaved_rank1,interleaved_rank,S2,screen_phone,220,0.6472077110013554,0.6360142699016139,-0.011193441099741519
adv_interleaved_rank1,interleaved_rank,S2,routine_axes,92,0.6954177307381182,0.6360142699016139,-0.059403460836504274
adv_interleaved_rank1,interleaved_rank,S2,ssl,68,0.6315724013133294,0.6360142699016139,0.004441868588284548
adv_interleaved_rank1,interleaved_rank,S2,heart_light,34,0.7194954100280865,0.6360142699016139,-0.08348114012647256
adv_interleaved_rank1,interleaved_rank,S3,global_prior,0,0.6410914513287508,0.6410914513287508,0.0
adv_interleaved_rank1,interleaved_rank,S3,same_subject_temporal_label,0,0.5666514467441697,0.6410914513287508,0.07444000458458111
adv_interleaved_rank1,interleaved_rank,S3,activity_steps,105,0.6310394678378521,0.6410914513287508,0.010051983490898642
adv_interleaved_rank1,interleaved_rank,S3,location_context,220,0.595283663199964,0.6410914513287508,0.04580778812878683
adv_interleaved_rank1,interleaved_rank,S3,screen_phone,220,0.6432327510742015,0.6410914513287508,-0.002141299745450742
adv_interleaved_rank1,interleaved_rank,S3,routine_axes,92,0.6896486949802046,0.6410914513287508,-0.04855724365145386
adv_interleaved_rank1,interleaved_rank,S3,ssl,68,0.6600803823495507,0.6410914513287508,-0.018988931020799904
adv_interleaved_rank1,interleaved_rank,S3,heart_light,34,0.6986279110024568,0.6410914513287508,-0.05753645967370602
adv_interleaved_rank1,interleaved_rank,S4,global_prior,0,0.6845267411952698,0.6845267411952698,0.0
adv_interleaved_rank1,interleaved_rank,S4,same_subject_temporal_label,0,0.6439582286392433,0.6845267411952698,0.04056851255602645
adv_interleaved_rank1,interleaved_rank,S4,activity_steps,105,0.6471245029772928,0.6845267411952698,0.037402238217976946
adv_interleaved_rank1,interleaved_rank,S4,location_context,220,0.7429091032994621,0.6845267411952698,-0.05838236210419234
adv_interleaved_rank1,interleaved_rank,S4,screen_phone,220,0.6597122808932727,0.6845267411952698,0.024814460301997077
adv_interleaved_rank1,interleaved_rank,S4,routine_axes,92,0.7047511463756145,0.6845267411952698,-0.02022440518034474
adv_interleaved_rank1,interleaved_rank,S4,ssl,68,0.6884571361475202,0.6845267411952698,-0.003930394952250449
adv_interleaved_rank1,interleaved_rank,S4,heart_light,34,0.6928341019726487,0.6845267411952698,-0.008307360777378925
adv_interleaved_rank2,interleaved_rank,Q1,global_prior,0,0.700205688063211,0.700205688063211,0.0
adv_interleaved_rank2,interleaved_rank,Q1,same_subject_temporal_label,0,0.6867957720861262,0.700205688063211,0.013409915977084852
adv_interleaved_rank2,interleaved_rank,Q1,activity_steps,105,0.6760869075409406,0.700205688063211,0.024118780522270455
adv_interleaved_rank2,interleaved_rank,Q1,location_context,220,0.8364440287626138,0.700205688063211,-0.13623834069940277
adv_interleaved_rank2,interleaved_rank,Q1,screen_phone,220,0.7059424985179449,0.700205688063211,-0.005736810454733843
adv_interleaved_rank2,interleaved_rank,Q1,routine_axes,92,0.7492148022611193,0.700205688063211,-0.04900911419790821
adv_interleaved_rank2,interleaved_rank,Q1,ssl,68,0.7324111060659817,0.700205688063211,-0.03220541800277066
adv_interleaved_rank2,interleaved_rank,Q1,heart_light,34,0.6921464500224254,0.700205688063211,0.008059238040785677
adv_interleaved_rank2,interleaved_rank,Q2,global_prior,0,0.6891866657707906,0.6891866657707906,0.0
adv_interleaved_rank2,interleaved_rank,Q2,same_subject_temporal_label,0,0.6964625143977664,0.6891866657707906,-0.007275848626975834
adv_interleaved_rank2,interleaved_rank,Q2,activity_steps,105,0.7360411374656691,0.6891866657707906,-0.04685447169487855
adv_interleaved_rank2,interleaved_rank,Q2,location_context,220,0.9167299296031829,0.6891866657707906,-0.22754326383239232
adv_interleaved_rank2,interleaved_rank,Q2,screen_phone,220,0.7980121503963817,0.6891866657707906,-0.10882548462559116
adv_interleaved_rank2,interleaved_rank,Q2,routine_axes,92,0.7316602328808872,0.6891866657707906,-0.042473567110096644
adv_interleaved_rank2,interleaved_rank,Q2,ssl,68,0.7331852121304399,0.6891866657707906,-0.04399854635964928
adv_interleaved_rank2,interleaved_rank,Q2,heart_light,34,0.6913069391541474,0.6891866657707906,-0.002120273383356852
adv_interleaved_rank2,interleaved_rank,Q3,global_prior,0,0.6686721580706836,0.6686721580706836,0.0
adv_interleaved_rank2,interleaved_rank,Q3,same_subject_temporal_label,0,0.6538572578559804,0.6686721580706836,0.01481490021470322
adv_interleaved_rank2,interleaved_rank,Q3,activity_steps,105,0.6726884005015106,0.6686721580706836,-0.004016242430826988
adv_interleaved_rank2,interleaved_rank,Q3,location_context,220,0.7867411149758482,0.6686721580706836,-0.11806895690516461
adv_interleaved_rank2,interleaved_rank,Q3,screen_phone,220,0.7504912460641114,0.6686721580706836,-0.08181908799342785
adv_interleaved_rank2,interleaved_rank,Q3,routine_axes,92,0.6892003092723228,0.6686721580706836,-0.0205281512016392
adv_interleaved_rank2,interleaved_rank,Q3,ssl,68,0.691463646583805,0.6686721580706836,-0.022791488513121405
adv_interleaved_rank2,interleaved_rank,Q3,heart_light,34,0.699776799301527,0.6686721580706836,-0.031104641230843444
adv_interleaved_rank2,interleaved_rank,S1,global_prior,0,0.6145037091847451,0.6145037091847451,0.0
adv_interleaved_rank2,interleaved_rank,S1,same_subject_temporal_label,0,0.6092907878215525,0.6145037091847451,0.005212921363192513
adv_interleaved_rank2,interleaved_rank,S1,activity_steps,105,0.6426015237255378,0.6145037091847451,-0.028097814540792743
adv_interleaved_rank2,interleaved_rank,S1,location_context,220,0.8403729015245022,0.6145037091847451,-0.2258691923397571
adv_interleaved_rank2,interleaved_rank,S1,screen_phone,220,0.6394240731486278,0.6145037091847451,-0.024920363963882752
adv_interleaved_rank2,interleaved_rank,S1,routine_axes,92,0.6554288287028309,0.6145037091847451,-0.04092511951808586
adv_interleaved_rank2,interleaved_rank,S1,ssl,68,0.663862036998396,0.6145037091847451,-0.049358327813650904
adv_interleaved_rank2,interleaved_rank,S1,heart_light,34,0.6960392846249642,0.6145037091847451,-0.08153557544021917
adv_interleaved_rank2,interleaved_rank,S2,global_prior,0,0.6487840114954552,0.6487840114954552,0.0
adv_interleaved_rank2,interleaved_rank,S2,same_subject_temporal_label,0,0.6099555545471065,0.6487840114954552,0.03882845694834869
adv_interleaved_rank2,interleaved_rank,S2,activity_steps,105,0.6330402901030991,0.6487840114954552,0.015743721392356025
adv_interleaved_rank2,interleaved_rank,S2,location_context,220,0.7090863197286162,0.6487840114954552,-0.06030230823316107
adv_interleaved_rank2,interleaved_rank,S2,screen_phone,220,0.6472077110013554,0.6487840114954552,0.001576300494099736
adv_interleaved_rank2,interleaved_rank,S2,routine_axes,92,0.7535245857119528,0.6487840114954552,-0.10474057421649763
adv_interleaved_rank2,interleaved_rank,S2,ssl,68,0.6562696577410168,0.6487840114954552,-0.0074856462455615835
adv_interleaved_rank2,interleaved_rank,S2,heart_light,34,0.7057981061367185,0.6487840114954552,-0.05701409464126328
adv_interleaved_rank2,interleaved_rank,S3,global_prior,0,0.647391441082499,0.647391441082499,0.0
adv_interleaved_rank2,interleaved_rank,S3,same_subject_temporal_label,0,0.578843752623329,0.647391441082499,0.06854768845917003
adv_interleaved_rank2,interleaved_rank,S3,activity_steps,105,0.6698369974761648,0.647391441082499,-0.022445556393665744
adv_interleaved_rank2,interleaved_rank,S3,location_context,220,0.6416595856830816,0.647391441082499,0.0057318553994174515
adv_interleaved_rank2,interleaved_rank,S3,screen_phone,220,0.6432327510742016,0.647391441082499,0.004158690008297383
adv_interleaved_rank2,interleaved_rank,S3,routine_axes,92,0.6958563068151921,0.647391441082499,-0.04846486573269304
adv_interleaved_rank2,interleaved_rank,S3,ssl,68,0.6553454979250045,0.647391441082499,-0.007954056842505497
adv_interleaved_rank2,interleaved_rank,S3,heart_light,34,0.7028842761075507,0.647391441082499,-0.055492835025051646
adv_interleaved_rank2,interleaved_rank,S4,global_prior,0,0.6940767621708135,0.6940767621708135,0.0
adv_interleaved_rank2,interleaved_rank,S4,same_subject_temporal_label,0,0.6629961608434409,0.6940767621708135,0.03108060132737256
adv_interleaved_rank2,interleaved_rank,S4,activity_steps,105,0.6683029252790211,0.6940767621708135,0.025773836891792357
adv_interleaved_rank2,interleaved_rank,S4,location_context,220,0.8103682929718985,0.6940767621708135,-0.11629153080108501
adv_interleaved_rank2,interleaved_rank,S4,screen_phone,220,0.6634211756618836,0.6940767621708135,0.030655586508929855
adv_interleaved_rank2,interleaved_rank,S4,routine_axes,92,0.6954349892178397,0.6940767621708135,-0.0013582270470262614
adv_interleaved_rank2,interleaved_rank,S4,ssl,68,0.7120081057547012,0.6940767621708135,-0.017931343583887704
adv_interleaved_rank2,interleaved_rank,S4,heart_light,34,0.6932307111952661,0.6940767621708135,0.0008460509755473522
