group,source,model,k,n,C,blend_w,logloss,delta,auc,runs
random_gap,existing_no_flat,raw_blend_base,32.0,,0.001,0.2,0.5839032556633117,-0.0001837317742719169,0.7735221943986469,4
random_gap,existing_no_flat,raw_blend_base,32.0,,0.001,0.3,0.5838222126143989,-0.0002647748231845992,0.7733820965771164,4
random_gap,existing_no_flat,raw_blend_base,32.0,,0.001,0.4,0.5837484376738464,-0.00033854976373706713,0.772836887381103,4
random_gap,existing_no_flat,raw_blend_base,32.0,,0.001,0.5,0.5836819772346201,-0.0004050102029634073,0.771931645967971,4
random_gap,existing_no_flat,raw_blend_base,32.0,,0.001,0.7,0.5835712139429398,-0.000515773494643823,0.7675014105529843,4
random_gap,existing_no_flat,raw_blend_base,32.0,,0.003,0.1,0.5825488887244443,-0.0015380987131392854,0.7731761006399058,4
random_gap,existing_no_flat,raw_blend_base,32.0,,0.003,0.2,0.5810753645298539,-0.003011622907729633,0.7706941039318634,4
random_gap,existing_no_flat,raw_blend_base,32.0,,0.003,0.3,0.5796661996566411,-0.004420787780942431,0.7686762362140457,4
random_gap,existing_no_flat,raw_blend_base,32.0,,0.003,0.4,0.5783212616510999,-0.005765725786483683,0.7662584901580048,4
random_gap,existing_no_flat,raw_blend_base,32.0,,0.003,0.5,0.5770404999289998,-0.00704648750858386,0.7646530502824445,4
random_gap,existing_no_flat,raw_blend_base,32.0,,0.003,0.7,0.5746717115987947,-0.00941527583878879,0.7615984034294699,4
random_gap,existing_no_flat,select_pca,48.0,8.0,0.001,1.0,0.6773256321518568,0.09323864471427332,0.7250394847801209,4
random_gap,existing_no_flat,select_pca,48.0,8.0,0.003,1.0,0.655611645772711,0.07152465833512753,0.72857702828601,4
random_gap,existing_no_flat,select_pca,48.0,16.0,0.001,1.0,0.6879429594072712,0.10385597196968771,0.7074981915916085,4
random_gap,existing_no_flat,select_pca,48.0,16.0,0.003,1.0,0.671048507622479,0.08696152018489542,0.7140711461840572,4
random_gap,existing_no_flat,select_pca,48.0,32.0,0.001,1.0,0.6879542487479192,0.10386726131033563,0.6963800828307823,4
random_gap,existing_no_flat,select_pca,48.0,32.0,0.003,1.0,0.6710189866951831,0.08693199925759956,0.7041162665667648,4
random_gap,existing_no_flat,select_pca,64.0,8.0,0.001,1.0,0.6749118727602553,0.09082488532267174,0.7420627276256435,4
random_gap,existing_no_flat,select_pca,64.0,8.0,0.003,1.0,0.6509422449813204,0.06685525754373683,0.7420698987708061,4
random_gap,existing_no_flat,select_pca,64.0,16.0,0.001,1.0,0.6771810570769635,0.09309406963938,0.7217020048720347,4
random_gap,existing_no_flat,select_pca,64.0,16.0,0.003,1.0,0.6570481791777559,0.07296119174017235,0.7232050774797654,4
random_gap,existing_no_flat,select_pca,64.0,32.0,0.001,1.0,0.6806987405238796,0.09661175308629599,0.7234146723648625,4
random_gap,existing_no_flat,select_pca,64.0,32.0,0.003,1.0,0.6584899935194505,0.07440300608186695,0.7275728041325689,4
random_gap,existing_no_flat,select_pca,96.0,8.0,0.001,1.0,0.6748698261826097,0.09078283874502616,0.7487872110517297,4
random_gap,existing_no_flat,select_pca,96.0,8.0,0.003,1.0,0.650264976994816,0.06617798955723248,0.756184279358801,4
random_gap,existing_no_flat,select_pca,96.0,16.0,0.001,1.0,0.6778116191782481,0.09372463174066453,0.7327160757462542,4
random_gap,existing_no_flat,select_pca,96.0,16.0,0.003,1.0,0.6581942756276353,0.07410728819005183,0.7376279166897035,4
random_gap,existing_no_flat,select_pca,96.0,32.0,0.001,1.0,0.6772998185609449,0.09321283112336129,0.7140957554833677,4
random_gap,existing_no_flat,select_pca,96.0,32.0,0.003,1.0,0.6571759790402336,0.07308899160265003,0.7201629920839057,4
random_gap,existing_no_flat,select_pca_blend_base,64.0,16.0,0.003,0.1,0.5851617960871224,0.0010748086495388498,0.7727083860770999,4
random_gap,existing_no_flat,select_pca_blend_base,64.0,16.0,0.003,0.2,0.5892912761943698,0.005204288756786302,0.7712485677045541,4
random_gap,existing_no_flat,select_pca_blend_base,64.0,16.0,0.003,0.3,0.5947466176317477,0.01065963019416416,0.76787324888202,4
random_gap,existing_no_flat,select_pca_blend_base,64.0,16.0,0.003,0.4,0.6011075093267518,0.017020521889168277,0.7631047042797918,4
random_gap,existing_no_flat,select_pca_blend_base,64.0,16.0,0.003,0.5,0.6082272137695887,0.024140226332005077,0.7596905565944381,4
random_gap,existing_no_flat,select_pca_blend_base,64.0,16.0,0.003,0.7,0.624639204343041,0.04055221690545746,0.7447936824386323,4
tail,combo_existing_dayflat,pls_logit,48.0,4.0,0.001,1.0,0.6869916755390697,0.08549228931629663,0.6045491212266927,4
tail,combo_existing_dayflat,pls_logit,48.0,4.0,0.003,1.0,0.6778170067144793,0.07631762049170626,0.6123410170280834,4
tail,combo_existing_dayflat,pls_logit,48.0,8.0,0.001,1.0,0.6875532483993735,0.08605386217660044,0.5895154901301054,4
tail,combo_existing_dayflat,pls_logit,48.0,8.0,0.003,1.0,0.6797050271736951,0.07820564095092206,0.596128445953005,4
tail,combo_existing_dayflat,pls_logit,48.0,12.0,0.001,1.0,0.6876693332171813,0.08616994699440819,0.5624427877794368,4
tail,combo_existing_dayflat,pls_logit,48.0,12.0,0.003,1.0,0.6803087795274102,0.07880939330463718,0.5762648943185388,4
tail,combo_existing_dayflat,pls_logit,64.0,4.0,0.001,1.0,0.686181056270488,0.08468167004771493,0.6115069655178491,4
tail,combo_existing_dayflat,pls_logit,64.0,4.0,0.003,1.0,0.6757080934634024,0.07420870724062936,0.6157526129449977,4
tail,combo_existing_dayflat,pls_logit,64.0,8.0,0.001,1.0,0.6869147190815414,0.08541533285876834,0.6110163723766535,4
tail,combo_existing_dayflat,pls_logit,64.0,8.0,0.003,1.0,0.6778894346461655,0.07639004842339236,0.6154710132163412,4
tail,combo_existing_dayflat,pls_logit,64.0,12.0,0.001,1.0,0.6875112864678028,0.08601190024502975,0.6038416537844248,4
tail,combo_existing_dayflat,pls_logit,64.0,12.0,0.003,1.0,0.6799389744122322,0.07843958818945912,0.6082410038454397,4
tail,combo_existing_dayflat,pls_logit,96.0,4.0,0.001,1.0,0.6858948902910045,0.08439550406823138,0.5957566167323884,4
tail,combo_existing_dayflat,pls_logit,96.0,4.0,0.003,1.0,0.6753226539821636,0.0738232677593906,0.5994487765663651,4
tail,combo_existing_dayflat,pls_logit,96.0,8.0,0.001,1.0,0.6864007056982969,0.0849013194755239,0.5742080881277163,4
tail,combo_existing_dayflat,pls_logit,96.0,8.0,0.003,1.0,0.676982631739187,0.07548324551641403,0.5796619296250016,4
tail,combo_existing_dayflat,pls_logit,96.0,12.0,0.001,1.0,0.6869203320940696,0.08542094587129653,0.6000952217391877,4
tail,combo_existing_dayflat,pls_logit,96.0,12.0,0.003,1.0,0.6787499822318314,0.07725059600905831,0.60322254912403,4
tail,combo_existing_dayflat,raw,20.0,,0.001,1.0,0.623726846909021,0.022227460686247952,0.6804951689249732,4
tail,combo_existing_dayflat,raw,20.0,,0.003,1.0,0.6183232236184699,0.016823837395696928,0.6790038379582798,4
tail,combo_existing_dayflat,raw,20.0,,0.01,1.0,0.6190274625291505,0.01752807630637751,0.6835262755305958,4
tail,combo_existing_dayflat,raw,32.0,,0.001,1.0,0.5812502183820807,-0.020249167840692417,0.7109894075238534,4
tail,combo_existing_dayflat,raw,32.0,,0.003,1.0,0.5877720869973768,-0.013727299225396172,0.7089175014326667,4
tail,combo_existing_dayflat,raw,32.0,,0.01,1.0,0.6041568420578305,0.002657455835057415,0.7060601821459326,4
tail,combo_existing_dayflat,raw,48.0,,0.001,1.0,0.5882261378713456,-0.013273248351427513,0.7104540968995148,4
tail,combo_existing_dayflat,raw,48.0,,0.003,1.0,0.5953983602676182,-0.006101025955154854,0.7084641482175222,4
tail,combo_existing_dayflat,raw,48.0,,0.01,1.0,0.6166529366374351,0.015153550414662043,0.6996300078575208,4
tail,combo_existing_dayflat,raw,64.0,,0.001,1.0,0.5929498044083386,-0.008549581814434465,0.702419809691759,4
tail,combo_existing_dayflat,raw,64.0,,0.003,1.0,0.6003929750333195,-0.001106411189453621,0.704876462868158,4
tail,combo_existing_dayflat,raw,64.0,,0.01,1.0,0.6235722913564598,0.022072905133686677,0.700486377207099,4
tail,combo_existing_dayflat,raw_blend_base,32.0,,0.001,0.1,0.5987488641167786,-0.002750522105994385,0.6985083176500297,4
tail,combo_existing_dayflat,raw_blend_base,32.0,,0.001,0.2,0.5961813850756306,-0.005318001147142509,0.7046069122409109,4
tail,combo_existing_dayflat,raw_blend_base,32.0,,0.001,0.3,0.5937821640711669,-0.007717222151606112,0.7103147409634594,4
tail,combo_existing_dayflat,raw_blend_base,32.0,,0.001,0.4,0.5915397485604663,-0.009959637662306675,0.710029786262102,4
tail,combo_existing_dayflat,raw_blend_base,32.0,,0.001,0.5,0.5894458725950671,-0.01205351362770593,0.708719877311407,4
tail,combo_existing_dayflat,raw_blend_base,32.0,,0.001,0.7,0.5856885086899728,-0.015810877532800277,0.7095126183903374,4
tail,combo_existing_dayflat,select_pca,48.0,8.0,0.001,1.0,0.6860009148921608,0.08450152866938768,0.6119817733904618,4
tail,combo_existing_dayflat,select_pca,48.0,8.0,0.003,1.0,0.6756077149834097,0.07410832876063661,0.6207792229996407,4
tail,combo_existing_dayflat,select_pca,48.0,16.0,0.001,1.0,0.6862249778703374,0.08472559164756435,0.5795102479049244,4
tail,combo_existing_dayflat,select_pca,48.0,16.0,0.003,1.0,0.6770320101120302,0.0755326238892571,0.5869221674444765,4
tail,combo_existing_dayflat,select_pca,48.0,32.0,0.001,1.0,0.6947641893706968,0.09326480314792374,0.5735053459441402,4
tail,combo_existing_dayflat,select_pca,48.0,32.0,0.003,1.0,0.6847967662419835,0.08329738001921044,0.585696677248398,4
tail,combo_existing_dayflat,select_pca,64.0,8.0,0.001,1.0,0.6860773487686578,0.08457796254588468,0.619425437766903,4
tail,combo_existing_dayflat,select_pca,64.0,8.0,0.003,1.0,0.676042232100085,0.07454284587731186,0.6316630019943896,4
tail,combo_existing_dayflat,select_pca,64.0,16.0,0.001,1.0,0.685467397342104,0.08396801111933097,0.6065401829234918,4
tail,combo_existing_dayflat,select_pca,64.0,16.0,0.003,1.0,0.6747603107103831,0.07326092448761004,0.6135534987873486,4
tail,combo_existing_dayflat,select_pca,64.0,32.0,0.001,1.0,0.6986079988117254,0.09710861258895237,0.591241621824821,4
tail,combo_existing_dayflat,select_pca,64.0,32.0,0.003,1.0,0.6867045314480302,0.08520514522525718,0.6010365601755561,4
tail,combo_existing_dayflat,select_pca,96.0,8.0,0.001,1.0,0.6846181196431528,0.0831187334203797,0.6303683785950518,4
tail,combo_existing_dayflat,select_pca,96.0,8.0,0.003,1.0,0.6728592370079787,0.07135985078520563,0.6357890865815778,4
tail,combo_existing_dayflat,select_pca,96.0,16.0,0.001,1.0,0.6850061546465028,0.08350676842372975,0.6095303714753124,4
tail,combo_existing_dayflat,select_pca,96.0,16.0,0.003,1.0,0.6741467321024818,0.07264734587970872,0.6142160251581134,4
tail,combo_existing_dayflat,select_pca,96.0,32.0,0.001,1.0,0.6970875931490458,0.09558820692627276,0.5915350244923162,4
tail,combo_existing_dayflat,select_pca,96.0,32.0,0.003,1.0,0.684227662047854,0.08272827582508102,0.5993992457498787,4
tail,existing_base_cfg,basecfg,,,,0.0,0.6014993862227731,0.0,0.6947711494566424,4
tail,existing_no_flat,pls_logit,48.0,4.0,0.001,1.0,0.6867853047009441,0.0852859184781711,0.6239999428855784,4
tail,existing_no_flat,pls_logit,48.0,4.0,0.003,1.0,0.6770343074097445,0.07553492118697144,0.6249507512664276,4
tail,existing_no_flat,pls_logit,48.0,8.0,0.001,1.0,0.6873350742471439,0.08583568802437083,0.6109031843866317,4
tail,existing_no_flat,pls_logit,48.0,8.0,0.003,1.0,0.6787203618614706,0.07722097563869754,0.6160808835927248,4
tail,existing_no_flat,pls_logit,48.0,12.0,0.001,1.0,0.6864391794756044,0.0849397932528313,0.6281301800027055,4
tail,existing_no_flat,pls_logit,48.0,12.0,0.003,1.0,0.6767623196263433,0.07526293340357024,0.6334692576887166,4
tail,existing_no_flat,pls_logit,64.0,4.0,0.001,1.0,0.6853971569612345,0.0838977707384615,0.63304540073293,4
tail,existing_no_flat,pls_logit,64.0,4.0,0.003,1.0,0.673767372480157,0.07226798625738393,0.636108809852012,4
tail,existing_no_flat,pls_logit,64.0,8.0,0.001,1.0,0.6858408032618295,0.08434141703905643,0.6330860745283025,4
tail,existing_no_flat,pls_logit,64.0,8.0,0.003,1.0,0.6752475508136632,0.07374816459089012,0.6370515229916409,4
tail,existing_no_flat,pls_logit,64.0,12.0,0.001,1.0,0.6864541391081166,0.08495475288534357,0.631313176618538,4
tail,existing_no_flat,pls_logit,64.0,12.0,0.003,1.0,0.6774706755054372,0.07597128928266414,0.6347474827325388,4
tail,existing_no_flat,pls_logit,96.0,4.0,0.001,1.0,0.6859989275013377,0.08449954127856471,0.6478785390116775,4
tail,existing_no_flat,pls_logit,96.0,4.0,0.003,1.0,0.6750354450827831,0.07353605886001008,0.648493007062346,4
tail,existing_no_flat,pls_logit,96.0,8.0,0.001,1.0,0.6858822827682237,0.08438289654545064,0.6386018150918839,4
tail,existing_no_flat,pls_logit,96.0,8.0,0.003,1.0,0.6750540228520768,0.07355463662930375,0.6410116792968243,4
tail,existing_no_flat,pls_logit,96.0,12.0,0.001,1.0,0.6864363284901948,0.08493694226742171,0.6441468275002407,4
tail,existing_no_flat,pls_logit,96.0,12.0,0.003,1.0,0.677592649327328,0.07609326310455497,0.6468728899353934,4
tail,existing_no_flat,pls_logit_blend_base,64.0,8.0,0.003,0.1,0.6067610450575658,0.00526165883479271,0.6977468043505046,4
tail,existing_no_flat,pls_logit_blend_base,64.0,8.0,0.003,0.2,0.6125337392613569,0.011034353038583827,0.6983449475320753,4
tail,existing_no_flat,pls_logit_blend_base,64.0,8.0,0.003,0.3,0.618746341386921,0.01724695516414787,0.6954370264064219,4
tail,existing_no_flat,pls_logit_blend_base,64.0,8.0,0.003,0.4,0.6253833895649501,0.023884003342177107,0.6953540769682781,4
tail,existing_no_flat,pls_logit_blend_base,64.0,8.0,0.003,0.5,0.6324515138813133,0.030952127658540246,0.6941486613908542,4
tail,existing_no_flat,pls_logit_blend_base,64.0,8.0,0.003,0.7,0.6479666881871577,0.04646730196438473,0.6902818721250431,4
tail,existing_no_flat,raw,20.0,,0.001,1.0,0.6014993862227731,0.0,0.6947711494566424,4
tail,existing_no_flat,raw,20.0,,0.003,1.0,0.6010765763262375,-0.00042280989653561973,0.6959773700544901,4
tail,existing_no_flat,raw,20.0,,0.01,1.0,0.6080806532737724,0.006581267050999262,0.7013421075206163,4
tail,existing_no_flat,raw,32.0,,0.001,1.0,0.5792994373030259,-0.02219994891974711,0.7125309587112325,4
tail,existing_no_flat,raw,32.0,,0.003,1.0,0.5838442680711987,-0.017655118151574334,0.71290912247802,4
tail,existing_no_flat,raw,32.0,,0.01,1.0,0.5987991987293411,-0.0027001874934319825,0.71397215794282,4
tail,existing_no_flat,raw,48.0,,0.001,1.0,0.5937044350377643,-0.007794951185008836,0.7021297739696086,4
tail,existing_no_flat,raw,48.0,,0.003,1.0,0.5999153948453766,-0.001583991377396482,0.704165473753734,4
tail,existing_no_flat,raw,48.0,,0.01,1.0,0.6216100951541903,0.0201107089314172,0.7003670152685013,4
tail,existing_no_flat,raw,64.0,,0.001,1.0,0.5950212827333573,-0.006478103489415743,0.7031655373398609,4
tail,existing_no_flat,raw,64.0,,0.003,1.0,0.6048866584467383,0.0033872722239651765,0.7010042861841519,4
tail,existing_no_flat,raw,64.0,,0.01,1.0,0.6322313253817137,0.030731939158940624,0.6920044390685032,4
tail,existing_no_flat,raw_blend_base,32.0,,0.001,0.1,0.5985453778340062,-0.00295400838876686,0.6989307419854277,4
tail,existing_no_flat,raw_blend_base,32.0,,0.001,0.2,0.5957756290797637,-0.005723757143009378,0.7049961082742071,4
tail,existing_no_flat,raw_blend_base,32.0,,0.001,0.3,0.5931754550798864,-0.008323931142886543,0.7112952123323889,4
tail,existing_no_flat,raw_blend_base,32.0,,0.001,0.4,0.5907335159296987,-0.010765870293074326,0.7112021534016526,4
tail,existing_no_flat,raw_blend_base,32.0,,0.001,0.5,0.5884416851131905,-0.01305770110958257,0.7116424328397088,4
tail,existing_no_flat,raw_blend_base,32.0,,0.001,0.7,0.5842940505726861,-0.017205335650086917,0.711865764527021,4
tail,existing_no_flat,raw_blend_base,32.0,,0.003,0.1,0.5985756990742326,-0.0029236871485405214,0.6990798291035571,4
tail,existing_no_flat,raw_blend_base,32.0,,0.003,0.2,0.5959261246077993,-0.00557326161497379,0.7052333821914889,4
tail,existing_no_flat,raw_blend_base,32.0,,0.003,0.3,0.5935372894423434,-0.007962096780429584,0.7042949224128346,4
tail,existing_no_flat,raw_blend_base,32.0,,0.003,0.4,0.5913993469351494,-0.010100039287623624,0.7108348997359657,4
tail,existing_no_flat,raw_blend_base,32.0,,0.003,0.5,0.589505858842336,-0.011993527380437047,0.7112349923185316,4
tail,existing_no_flat,raw_blend_base,32.0,,0.003,0.7,0.5864457499960829,-0.015053636226690092,0.711603195699197,4
tail,existing_no_flat,select_pca,48.0,8.0,0.001,1.0,0.6892189579415955,0.0877195717188225,0.5611853564808326,4
tail,existing_no_flat,select_pca,48.0,8.0,0.003,1.0,0.68443876674858,0.0829393805258069,0.5759986173300402,4
tail,existing_no_flat,select_pca,48.0,16.0,0.001,1.0,0.6881068094822251,0.08660742325945206,0.5328204024329695,4
tail,existing_no_flat,select_pca,48.0,16.0,0.003,1.0,0.6815556372005787,0.08005625097780555,0.5458402916394341,4
tail,existing_no_flat,select_pca,48.0,32.0,0.001,1.0,0.7005678805292193,0.09906849430644621,0.5451740682249263,4
tail,existing_no_flat,select_pca,48.0,32.0,0.003,1.0,0.6916549326963309,0.09015554647355789,0.5555623515855863,4
tail,existing_no_flat,select_pca,64.0,8.0,0.001,1.0,0.6849586700365471,0.0834592838137741,0.6065460940101178,4
tail,existing_no_flat,select_pca,64.0,8.0,0.003,1.0,0.6742585917222711,0.07275920549949808,0.6138831226832202,4
tail,existing_no_flat,select_pca,64.0,16.0,0.001,1.0,0.684833982773242,0.08333459655046899,0.56887204421042,4
tail,existing_no_flat,select_pca,64.0,16.0,0.003,1.0,0.6743140475642926,0.07281466134151954,0.5743759267353599,4
tail,existing_no_flat,select_pca,64.0,32.0,0.001,1.0,0.6965718522088764,0.09507246598610333,0.592033562847333,4
tail,existing_no_flat,select_pca,64.0,32.0,0.003,1.0,0.6829216978814066,0.08142231165863345,0.6015590371534497,4
tail,existing_no_flat,select_pca,96.0,8.0,0.001,1.0,0.6830051531923025,0.08150576696952941,0.6577659957054698,4
tail,existing_no_flat,select_pca,96.0,8.0,0.003,1.0,0.6698129216196924,0.06831353539691942,0.6614615493772417,4
tail,existing_no_flat,select_pca,96.0,16.0,0.001,1.0,0.6829046659919499,0.0814052797691768,0.6189907793225521,4
tail,existing_no_flat,select_pca,96.0,16.0,0.003,1.0,0.6698403739355365,0.06834098771276353,0.6225005405254314,4
tail,existing_no_flat,select_pca,96.0,32.0,0.001,1.0,0.6824417618588081,0.0809423756360351,0.6474295272516424,4
tail,existing_no_flat,select_pca,96.0,32.0,0.003,1.0,0.669687237244668,0.06818785102189504,0.6522579416461922,4
tail,existing_no_flat,select_pca_blend_base,64.0,16.0,0.003,0.1,0.6066667123967511,0.005167326173978082,0.6949507227764844,4
tail,existing_no_flat,select_pca_blend_base,64.0,16.0,0.003,0.2,0.6123468681230512,0.01084748190027815,0.6930893013283496,4
tail,existing_no_flat,select_pca_blend_base,64.0,16.0,0.003,0.3,0.6184722215845113,0.016972835361738298,0.6914729050421278,4
tail,existing_no_flat,select_pca_blend_base,64.0,16.0,0.003,0.4,0.6250266149891025,0.023527228766329428,0.6888589354667406,4
tail,existing_no_flat,select_pca_blend_base,64.0,16.0,0.003,0.5,0.6320145801039335,0.030515193881160474,0.6843440526991553,4
tail,existing_no_flat,select_pca_blend_base,64.0,16.0,0.003,0.7,0.6473643821482022,0.04586499592542925,0.6692821141412318,4
testpattern,combo_existing_dayflat,pls_logit,48.0,4.0,0.001,1.0,0.6830064285335891,0.055537637641008775,0.7049213447381089,4
testpattern,combo_existing_dayflat,pls_logit,48.0,4.0,0.003,1.0,0.6675472879438012,0.04007849705122091,0.7059178362056188,4
testpattern,combo_existing_dayflat,pls_logit,48.0,8.0,0.001,1.0,0.6830790777186726,0.0556102868260922,0.6919106096514993,4
testpattern,combo_existing_dayflat,pls_logit,48.0,8.0,0.003,1.0,0.66790159790312,0.040432807010539695,0.6925967800140113,4
testpattern,combo_existing_dayflat,pls_logit,48.0,12.0,0.001,1.0,0.6828044109446535,0.05533562005207315,0.695075565718209,4
testpattern,combo_existing_dayflat,pls_logit,48.0,12.0,0.003,1.0,0.6672594081795241,0.03979061728694375,0.6946745267838332,4
testpattern,combo_existing_dayflat,pls_logit,64.0,4.0,0.001,1.0,0.6837277557768884,0.056258964884308094,0.6908296856735885,4
testpattern,combo_existing_dayflat,pls_logit,64.0,4.0,0.003,1.0,0.6690236840429258,0.041554893150345495,0.6900957326615351,4
testpattern,combo_existing_dayflat,pls_logit,64.0,8.0,0.001,1.0,0.6837564341783104,0.05628764328573005,0.6747996281545237,4
testpattern,combo_existing_dayflat,pls_logit,64.0,8.0,0.003,1.0,0.6693196570717095,0.0418508661791292,0.6745775122882818,4
testpattern,combo_existing_dayflat,pls_logit,64.0,12.0,0.001,1.0,0.6836928918024382,0.056224100909857855,0.6726514288190061,4
testpattern,combo_existing_dayflat,pls_logit,64.0,12.0,0.003,1.0,0.6692415942789894,0.04177280338640907,0.6722921216687732,4
testpattern,combo_existing_dayflat,pls_logit,96.0,4.0,0.001,1.0,0.6854631236691964,0.057994332776616,0.6715142458212295,4
testpattern,combo_existing_dayflat,pls_logit,96.0,4.0,0.003,1.0,0.673005371596844,0.045536580704263724,0.6719639891883075,4
testpattern,combo_existing_dayflat,pls_logit,96.0,8.0,0.001,1.0,0.6857120866172647,0.05824329572468434,0.6556267000664746,4
testpattern,combo_existing_dayflat,pls_logit,96.0,8.0,0.003,1.0,0.6739136180088978,0.04644482711631745,0.6556691203866998,4
testpattern,combo_existing_dayflat,pls_logit,96.0,12.0,0.001,1.0,0.6852623565155411,0.05779356562296073,0.6579885075863401,4
testpattern,combo_existing_dayflat,pls_logit,96.0,12.0,0.003,1.0,0.6727540906050807,0.04528529971250042,0.6587999167023875,4
testpattern,combo_existing_dayflat,raw,20.0,,0.001,1.0,0.6272892534447048,-0.00017953744787552184,0.7085335893152453,4
testpattern,combo_existing_dayflat,raw,20.0,,0.003,1.0,0.6157192610102276,-0.011749529882352783,0.7190500280031873,4
testpattern,combo_existing_dayflat,raw,20.0,,0.01,1.0,0.6034031370377827,-0.02406565385479767,0.7221614768784651,4
testpattern,combo_existing_dayflat,raw,32.0,,0.001,1.0,0.6274573896278007,-1.1401264779581366e-05,0.704020575518562,4
testpattern,combo_existing_dayflat,raw,32.0,,0.003,1.0,0.6175061054339608,-0.009962685458619586,0.7068028867360627,4
testpattern,combo_existing_dayflat,raw,32.0,,0.01,1.0,0.6102176578939726,-0.017251132998607754,0.7059568348691243,4
testpattern,combo_existing_dayflat,raw,48.0,,0.001,1.0,0.6078652944344477,-0.019603496458132613,0.7229561776669401,4
testpattern,combo_existing_dayflat,raw,48.0,,0.003,1.0,0.6027029302823979,-0.024765860610182433,0.7208711901147866,4
testpattern,combo_existing_dayflat,raw,48.0,,0.01,1.0,0.6042867068481067,-0.02318208404447364,0.7118321732687186,4
testpattern,combo_existing_dayflat,raw,64.0,,0.001,1.0,0.6099995083679377,-0.017469282524642638,0.7134656530439953,4
testpattern,combo_existing_dayflat,raw,64.0,,0.003,1.0,0.6098965884392227,-0.017572202453357666,0.707345883596994,4
testpattern,combo_existing_dayflat,raw,64.0,,0.01,1.0,0.6232772672508368,-0.00419152364174355,0.6944338659823465,4
testpattern,combo_existing_dayflat,raw_blend_base,32.0,,0.001,0.1,0.6274014757086541,-6.731518392624758e-05,0.7109601061432889,4
testpattern,combo_existing_dayflat,raw_blend_base,32.0,,0.001,0.2,0.6273485874631406,-0.00012020342943969142,0.7097784185264718,4
testpattern,combo_existing_dayflat,raw_blend_base,32.0,,0.001,0.3,0.6273102178510327,-0.0001585730415476494,0.7090323511652296,4
testpattern,combo_existing_dayflat,raw_blend_base,32.0,,0.001,0.4,0.6272864655089188,-0.0001823253836616412,0.7089426951842026,4
testpattern,combo_existing_dayflat,raw_blend_base,32.0,,0.001,0.5,0.6272774362987208,-0.0001913545938595218,0.708610080852579,4
testpattern,combo_existing_dayflat,raw_blend_base,32.0,,0.001,0.7,0.6273040087338655,-0.00016478215871490454,0.704595987244506,4
testpattern,combo_existing_dayflat,select_pca,48.0,8.0,0.001,1.0,0.6797128455649118,0.052244054672331536,0.7053615859739631,4
testpattern,combo_existing_dayflat,select_pca,48.0,8.0,0.003,1.0,0.662487976361886,0.03501918546930574,0.7096678986630756,4
testpattern,combo_existing_dayflat,select_pca,48.0,16.0,0.001,1.0,0.6797496012625754,0.052280810369995045,0.6872973863778691,4
testpattern,combo_existing_dayflat,select_pca,48.0,16.0,0.003,1.0,0.6630653929404263,0.03559660204784598,0.6907861257711263,4
testpattern,combo_existing_dayflat,select_pca,48.0,32.0,0.001,1.0,0.680784192561157,0.05331540166857662,0.6528440318878854,4
testpattern,combo_existing_dayflat,select_pca,48.0,32.0,0.003,1.0,0.6660155901783471,0.03854679928576671,0.6565276450304054,4
testpattern,combo_existing_dayflat,select_pca,64.0,8.0,0.001,1.0,0.6828436754106844,0.05537488451810407,0.6970275054803462,4
testpattern,combo_existing_dayflat,select_pca,64.0,8.0,0.003,1.0,0.667302257957942,0.03983346706536156,0.697911172324542,4
testpattern,combo_existing_dayflat,select_pca,64.0,16.0,0.001,1.0,0.682429311634322,0.05496052074174165,0.6798665422812624,4
testpattern,combo_existing_dayflat,select_pca,64.0,16.0,0.003,1.0,0.6665335743225786,0.03906478342999836,0.6805337005905014,4
testpattern,combo_existing_dayflat,select_pca,64.0,32.0,0.001,1.0,0.6847978491677325,0.057329058275152084,0.6239949856469218,4
testpattern,combo_existing_dayflat,select_pca,64.0,32.0,0.003,1.0,0.6741631465222773,0.0466943556296969,0.6265737986042926,4
testpattern,combo_existing_dayflat,select_pca,96.0,8.0,0.001,1.0,0.6852492811558759,0.05778049026329554,0.6694956665541407,4
testpattern,combo_existing_dayflat,select_pca,96.0,8.0,0.003,1.0,0.6726402287296676,0.045171437837087186,0.6727049803768487,4
testpattern,combo_existing_dayflat,select_pca,96.0,16.0,0.001,1.0,0.6841710954029958,0.056702304510415524,0.6869012463400616,4
testpattern,combo_existing_dayflat,select_pca,96.0,16.0,0.003,1.0,0.6700577663525075,0.0425889754599271,0.688056022956517,4
testpattern,combo_existing_dayflat,select_pca,96.0,32.0,0.001,1.0,0.6843440902606295,0.05687529936804908,0.657131331202892,4
testpattern,combo_existing_dayflat,select_pca,96.0,32.0,0.003,1.0,0.6708959269879538,0.04342713609537335,0.6590419939838446,4
testpattern,existing_base_cfg,basecfg,,,,0.0,0.6274687908925803,0.0,0.70999922912896,4
testpattern,existing_no_flat,pls_logit,48.0,4.0,0.001,1.0,0.682846961555296,0.05537817066271564,0.7157541403428682,4
testpattern,existing_no_flat,pls_logit,48.0,4.0,0.003,1.0,0.66656085711339,0.0390920662208096,0.7149043429452463,4
testpattern,existing_no_flat,pls_logit,48.0,8.0,0.001,1.0,0.682637938858442,0.05516914796586175,0.7083014655455513,4
testpattern,existing_no_flat,pls_logit,48.0,8.0,0.003,1.0,0.6662882559316388,0.03881946503905842,0.7081745435108524,4
