mask,scheme,target,normalized,n_cols,logloss,auc,modality
deep_interleaved_rank2,interleaved_rank,Q2,False,36,0.6970360110413745,0.49657784570403346,raw_pedo
testpattern0,testpattern,Q3,False,36,0.6715065767613511,0.5468297284549558,raw_pedo
testpattern1,testpattern,Q3,False,36,0.6790970868817362,0.5280898876404494,raw_pedo
testpattern2,testpattern,Q3,False,36,0.6823827616525384,0.5244,raw_pedo
tail,testpattern,Q3,False,36,0.6664800133729945,0.5293689320388351,raw_pedo
deep_interleaved_rank0,interleaved_rank,Q3,False,36,0.675180463339811,0.507399072558647,raw_pedo
deep_interleaved_rank1,interleaved_rank,Q3,False,36,0.6873133141274383,0.4630228398458998,raw_pedo
deep_interleaved_rank2,interleaved_rank,Q3,False,36,0.6805223238517881,0.4808002148227712,raw_pedo
testpattern0,testpattern,S1,False,36,0.6107763972426433,0.5790846750149076,raw_pedo
testpattern1,testpattern,S1,False,36,0.6209676584475053,0.5622763864042933,raw_pedo
testpattern2,testpattern,S1,False,36,0.6253052571349428,0.5616996076689614,raw_pedo
tail,testpattern,S1,False,36,0.6130914284558837,0.6136521136521137,raw_pedo
deep_interleaved_rank0,interleaved_rank,S1,False,36,0.6254996021908027,0.5532179121922712,raw_pedo
deep_interleaved_rank1,interleaved_rank,S1,False,36,0.6138558057025795,0.5737286253608707,raw_pedo
deep_interleaved_rank2,interleaved_rank,S1,False,36,0.6399822056185717,0.5748411133026518,raw_pedo
testpattern0,testpattern,S2,False,36,0.6551742481556829,0.5292240390131956,raw_pedo
testpattern1,testpattern,S2,False,36,0.7099106290872419,0.4617491883116883,raw_pedo
testpattern2,testpattern,S2,False,36,0.6440789343115657,0.5425293990332588,raw_pedo
tail,testpattern,S2,False,36,0.6661907414351266,0.5416666666666667,raw_pedo
deep_interleaved_rank0,interleaved_rank,S2,False,36,0.6450481657646945,0.555426274592765,raw_pedo
deep_interleaved_rank1,interleaved_rank,S2,False,36,0.6557903178993216,0.5303125,raw_pedo
deep_interleaved_rank2,interleaved_rank,S2,False,36,0.6517049895295931,0.5119949494949495,raw_pedo
testpattern0,testpattern,S3,False,36,0.6408810844543692,0.5551515151515152,raw_pedo
testpattern1,testpattern,S3,False,36,0.6647273503129274,0.5429966978536048,raw_pedo
testpattern2,testpattern,S3,False,36,0.6341741016146538,0.5730255516840883,raw_pedo
tail,testpattern,S3,False,36,0.6514455565747355,0.5405582922824302,raw_pedo
deep_interleaved_rank0,interleaved_rank,S3,False,36,0.6400856553519972,0.5361806507466993,raw_pedo
deep_interleaved_rank1,interleaved_rank,S3,False,36,0.6415500367529612,0.5518360868624197,raw_pedo
deep_interleaved_rank2,interleaved_rank,S3,False,36,0.6827735926839363,0.47860549943883274,raw_pedo
testpattern0,testpattern,S4,False,36,0.6847504754730808,0.5882447665056361,raw_pedo
testpattern1,testpattern,S4,False,36,0.6884880520170851,0.577133655394525,raw_pedo
testpattern2,testpattern,S4,False,36,0.6807840142078735,0.5596330275229358,raw_pedo
tail,testpattern,S4,False,36,0.6946024526028247,0.5257164404223228,raw_pedo
deep_interleaved_rank0,interleaved_rank,S4,False,36,0.696063605337462,0.5182455450733753,raw_pedo
deep_interleaved_rank1,interleaved_rank,S4,False,36,0.7222437138440378,0.4585823533191954,raw_pedo
deep_interleaved_rank2,interleaved_rank,S4,False,36,0.6906544280227475,0.5216097308488613,raw_pedo
testpattern0,testpattern,Q1,True,36,0.7227912707301182,0.463808,raw_pedo
testpattern1,testpattern,Q1,True,36,0.7044230586993689,0.46780703440322896,raw_pedo
testpattern2,testpattern,Q1,True,36,0.6983007705445714,0.5132193841623456,raw_pedo
tail,testpattern,Q1,True,36,0.7176514783048588,0.4248868778280543,raw_pedo
deep_interleaved_rank0,interleaved_rank,Q1,True,36,0.7063493033270397,0.49327956989247307,raw_pedo
deep_interleaved_rank1,interleaved_rank,Q1,True,36,0.706088898711235,0.5139772508193562,raw_pedo
deep_interleaved_rank2,interleaved_rank,Q1,True,36,0.7001740184642395,0.498878851944391,raw_pedo
testpattern0,testpattern,Q2,True,36,0.6885015604696751,0.5417719878151533,raw_pedo
testpattern1,testpattern,Q2,True,36,0.6808957879119778,0.5713628899835795,raw_pedo
testpattern2,testpattern,Q2,True,36,0.6844165735595261,0.5531168831168831,raw_pedo
tail,testpattern,Q2,True,36,0.6993162264417501,0.5436324390995991,raw_pedo
deep_interleaved_rank0,interleaved_rank,Q2,True,36,0.6899663809880339,0.558250791725625,raw_pedo
deep_interleaved_rank1,interleaved_rank,Q2,True,36,0.6918849908766457,0.5423603651987111,raw_pedo
deep_interleaved_rank2,interleaved_rank,Q2,True,36,0.6929934480083837,0.5033557046979865,raw_pedo
testpattern0,testpattern,Q3,True,36,0.671225105232149,0.552388653055724,raw_pedo
testpattern1,testpattern,Q3,True,36,0.6769103114897989,0.5287179845069441,raw_pedo
testpattern2,testpattern,Q3,True,36,0.6789598538764896,0.5226666666666666,raw_pedo
tail,testpattern,Q3,True,36,0.6788857932318879,0.47912621359223295,raw_pedo
deep_interleaved_rank0,interleaved_rank,Q3,True,36,0.6714921660052057,0.5242771412984178,raw_pedo
deep_interleaved_rank1,interleaved_rank,Q3,True,36,0.6808083192268041,0.5071546505228398,raw_pedo
deep_interleaved_rank2,interleaved_rank,Q3,True,36,0.6817450363448586,0.5032894736842105,raw_pedo
testpattern0,testpattern,S1,True,36,0.627062922772184,0.5290697674418605,raw_pedo
testpattern1,testpattern,S1,True,36,0.6288344771327199,0.5443872987477638,raw_pedo
testpattern2,testpattern,S1,True,36,0.6355558005953165,0.5144718335924199,raw_pedo
tail,testpattern,S1,True,36,0.6344912876217322,0.44819819819819817,raw_pedo
deep_interleaved_rank0,interleaved_rank,S1,True,36,0.6427134241512007,0.4983563445101907,raw_pedo
deep_interleaved_rank1,interleaved_rank,S1,True,36,0.6302925537511228,0.521911318380339,raw_pedo
deep_interleaved_rank2,interleaved_rank,S1,True,36,0.6451695370680754,0.4924391847468771,raw_pedo
testpattern0,testpattern,S2,True,36,0.6567335859136403,0.5157773952954676,raw_pedo
testpattern1,testpattern,S2,True,36,0.6979591023747828,0.4785917207792208,raw_pedo
testpattern2,testpattern,S2,True,36,0.6451420378312219,0.5265853834499675,raw_pedo
tail,testpattern,S2,True,36,0.6730889711455532,0.49952380952380954,raw_pedo
deep_interleaved_rank0,interleaved_rank,S2,True,36,0.6484045010411645,0.5364219730625485,raw_pedo
deep_interleaved_rank1,interleaved_rank,S2,True,36,0.657619662914225,0.5082638888888888,raw_pedo
deep_interleaved_rank2,interleaved_rank,S2,True,36,0.6469318742541728,0.5378787878787878,raw_pedo
testpattern0,testpattern,S3,True,36,0.6431858481808495,0.5768270944741531,raw_pedo
testpattern1,testpattern,S3,True,36,0.6688583437616551,0.5258668134287287,raw_pedo
testpattern2,testpattern,S3,True,36,0.6432537354913006,0.5324477351916376,raw_pedo
tail,testpattern,S3,True,36,0.6602139974680651,0.5185550082101806,raw_pedo
deep_interleaved_rank0,interleaved_rank,S3,True,36,0.6506783298187966,0.5145371906788833,raw_pedo
deep_interleaved_rank1,interleaved_rank,S3,True,36,0.6447956395950827,0.535242767477094,raw_pedo
deep_interleaved_rank2,interleaved_rank,S3,True,36,0.6617165057804023,0.5360549943883277,raw_pedo
testpattern0,testpattern,S4,True,36,0.693367530371746,0.5189694041867955,raw_pedo
testpattern1,testpattern,S4,True,36,0.6945462843065217,0.5208373590982286,raw_pedo
testpattern2,testpattern,S4,True,36,0.6854336661566477,0.5222851193961872,raw_pedo
tail,testpattern,S4,True,36,0.6968018609996938,0.489894419306184,raw_pedo
deep_interleaved_rank0,interleaved_rank,S4,True,36,0.6954066869375309,0.48290094339622636,raw_pedo
deep_interleaved_rank1,interleaved_rank,S4,True,36,0.7069234319253079,0.476415397468029,raw_pedo
deep_interleaved_rank2,interleaved_rank,S4,True,36,0.6926530306962588,0.49243012422360244,raw_pedo
testpattern0,testpattern,Q1,False,6,0.7168661843857502,0.49932799999999994,raw_mlight
testpattern1,testpattern,Q1,False,6,0.6917604798078478,0.5268114549298482,raw_mlight
testpattern2,testpattern,Q1,False,6,0.697638902604672,0.5451635618718391,raw_mlight
tail,testpattern,Q1,False,6,0.7026318287793226,0.5067873303167421,raw_mlight
deep_interleaved_rank0,interleaved_rank,Q1,False,6,0.7017969825936003,0.5245135688684075,raw_mlight
deep_interleaved_rank1,interleaved_rank,Q1,False,6,0.7032664208759666,0.5241951031424715,raw_mlight
deep_interleaved_rank2,interleaved_rank,Q1,False,6,0.7055582987885004,0.5283490294061118,raw_mlight
testpattern0,testpattern,Q2,False,6,0.692792985695877,0.5399572234104608,raw_mlight
testpattern1,testpattern,Q2,False,6,0.6799141437741956,0.5565845648604268,raw_mlight
testpattern2,testpattern,Q2,False,6,0.7103726010108334,0.5301298701298701,raw_mlight
tail,testpattern,Q2,False,6,0.6881507760620633,0.5490286771507863,raw_mlight
deep_interleaved_rank0,interleaved_rank,Q2,False,6,0.724338083879808,0.5352065224715316,raw_mlight
deep_interleaved_rank1,interleaved_rank,Q2,False,6,0.686500051709205,0.5653195488721805,raw_mlight
deep_interleaved_rank2,interleaved_rank,Q2,False,6,0.6847280973165257,0.5670144195627616,raw_mlight
testpattern0,testpattern,Q3,False,6,0.668165332973942,0.5676841183208678,raw_mlight
testpattern1,testpattern,Q3,False,6,0.667160948425349,0.6221648405331845,raw_mlight
testpattern2,testpattern,Q3,False,6,0.6712003310527256,0.5925333333333334,raw_mlight
tail,testpattern,Q3,False,6,0.6769098085181192,0.5456310679611649,raw_mlight
deep_interleaved_rank0,interleaved_rank,Q3,False,6,0.6801987357631549,0.5812875068194218,raw_mlight
deep_interleaved_rank1,interleaved_rank,Q3,False,6,0.6698540132763707,0.5999587231700605,raw_mlight
deep_interleaved_rank2,interleaved_rank,Q3,False,6,0.662506957033509,0.5894199785177229,raw_mlight
testpattern0,testpattern,S1,False,6,0.6325565414267519,0.4910554561717353,raw_mlight
testpattern1,testpattern,S1,False,6,0.6310934926348605,0.4704830053667263,raw_mlight
testpattern2,testpattern,S1,False,6,0.632812167596078,0.4795321637426901,raw_mlight
tail,testpattern,S1,False,6,0.6289305797762329,0.5294525294525294,raw_mlight
deep_interleaved_rank0,interleaved_rank,S1,False,6,0.6337519384548664,0.5670246183066695,raw_mlight
deep_interleaved_rank1,interleaved_rank,S1,False,6,0.6361824374795366,0.46369087275149895,raw_mlight
deep_interleaved_rank2,interleaved_rank,S1,False,6,0.6396099366789728,0.5452553144860838,raw_mlight
testpattern0,testpattern,S2,False,6,0.6556352870984528,0.4457831325301205,raw_mlight
testpattern1,testpattern,S2,False,6,0.6769455346552188,0.4600919913419913,raw_mlight
testpattern2,testpattern,S2,False,6,0.6498686036954416,0.4773104393622394,raw_mlight
tail,testpattern,S2,False,6,0.6812342641219212,0.4023809523809524,raw_mlight
deep_interleaved_rank0,interleaved_rank,S2,False,6,0.6542175118334908,0.4716874691488611,raw_mlight
deep_interleaved_rank1,interleaved_rank,S2,False,6,0.6655024224999003,0.4293055555555555,raw_mlight
deep_interleaved_rank2,interleaved_rank,S2,False,6,0.6563318127394778,0.4205948372615039,raw_mlight
testpattern0,testpattern,S3,False,6,0.6432196178277654,0.4994652406417113,raw_mlight
testpattern1,testpattern,S3,False,6,0.6588343235415067,0.524559713813979,raw_mlight
testpattern2,testpattern,S3,False,6,0.6404407869250877,0.5087108013937282,raw_mlight
tail,testpattern,S3,False,6,0.6575389743515386,0.5177339901477832,raw_mlight
deep_interleaved_rank0,interleaved_rank,S3,False,6,0.6364109869759061,0.5436837169035423,raw_mlight
deep_interleaved_rank1,interleaved_rank,S3,False,6,0.6393851774161464,0.5257196450472549,raw_mlight
deep_interleaved_rank2,interleaved_rank,S3,False,6,0.6466698511960656,0.5172558922558922,raw_mlight
testpattern0,testpattern,S4,False,6,0.6914555794876911,0.4594524959742351,raw_mlight
testpattern1,testpattern,S4,False,6,0.6911784300698761,0.478389694041868,raw_mlight
testpattern2,testpattern,S4,False,6,0.692407449809379,0.44270934999024003,raw_mlight
tail,testpattern,S4,False,6,0.6966465105223754,0.4269984917043741,raw_mlight
deep_interleaved_rank0,interleaved_rank,S4,False,6,0.6916990103273972,0.43180031446540884,raw_mlight
deep_interleaved_rank1,interleaved_rank,S4,False,6,0.6953049808379732,0.43962470278259747,raw_mlight
deep_interleaved_rank2,interleaved_rank,S4,False,6,0.6926842340000913,0.3982272256728778,raw_mlight
testpattern0,testpattern,Q1,True,6,0.7167004604446552,0.48428800000000005,raw_mlight
testpattern1,testpattern,Q1,True,6,0.6987448742567463,0.5268114549298482,raw_mlight
testpattern2,testpattern,Q1,True,6,0.7053107388263689,0.5198770885346649,raw_mlight
tail,testpattern,Q1,True,6,0.712841189093926,0.4669683257918552,raw_mlight
deep_interleaved_rank0,interleaved_rank,Q1,True,6,0.7092140580813477,0.5128648233486943,raw_mlight
deep_interleaved_rank1,interleaved_rank,Q1,True,6,0.7074720167822779,0.5241951031424715,raw_mlight
deep_interleaved_rank2,interleaved_rank,Q1,True,6,0.7126409659233989,0.5120763661989878,raw_mlight
testpattern0,testpattern,Q2,True,6,0.6997427612684923,0.5159115950482855,raw_mlight
testpattern1,testpattern,Q2,True,6,0.687756272525398,0.5207224958949097,raw_mlight
testpattern2,testpattern,Q2,True,6,0.7104143553730183,0.5021428571428572,raw_mlight
tail,testpattern,Q2,True,6,0.6928112286879288,0.5013876040703052,raw_mlight
deep_interleaved_rank0,interleaved_rank,Q2,True,6,0.7234364064656279,0.5131055858769624,raw_mlight
deep_interleaved_rank1,interleaved_rank,Q2,True,6,0.6892266322229313,0.5623657357679915,raw_mlight
deep_interleaved_rank2,interleaved_rank,Q2,True,6,0.6883983647353225,0.5218286929364078,raw_mlight
testpattern0,testpattern,Q3,True,6,0.6661280054262534,0.5442355636412641,raw_mlight
testpattern1,testpattern,Q3,True,6,0.6691797049392342,0.5973201200362901,raw_mlight
testpattern2,testpattern,Q3,True,6,0.6748572233562086,0.5868,raw_mlight
tail,testpattern,Q3,True,6,0.6717638075381134,0.5202265372168284,raw_mlight
deep_interleaved_rank0,interleaved_rank,Q3,True,6,0.6752893876309078,0.568126022913257,raw_mlight
deep_interleaved_rank1,interleaved_rank,Q3,True,6,0.6670499641596912,0.5984452394056138,raw_mlight
deep_interleaved_rank2,interleaved_rank,Q3,True,6,0.6638974079314923,0.5854591836734694,raw_mlight
testpattern0,testpattern,S1,True,6,0.631852608877048,0.529144305307096,raw_mlight
testpattern1,testpattern,S1,True,6,0.6365051287978033,0.4224806201550388,raw_mlight
testpattern2,testpattern,S1,True,6,0.6315787537971087,0.5335702124509586,raw_mlight
tail,testpattern,S1,True,6,0.6351547227120683,0.49428274428274427,raw_mlight
deep_interleaved_rank0,interleaved_rank,S1,True,6,0.6391765508880036,0.4925122361019797,raw_mlight
deep_interleaved_rank1,interleaved_rank,S1,True,6,0.6431797039376468,0.4283810792804797,raw_mlight
deep_interleaved_rank2,interleaved_rank,S1,True,6,0.6490349945625901,0.4869603331141793,raw_mlight
testpattern0,testpattern,S2,True,6,0.6521645487141129,0.4779116465863454,raw_mlight
testpattern1,testpattern,S2,True,6,0.6873831308730348,0.4537337662337662,raw_mlight
testpattern2,testpattern,S2,True,6,0.6482082063340294,0.45761489070052663,raw_mlight
tail,testpattern,S2,True,6,0.677227167801441,0.47063492063492063,raw_mlight
deep_interleaved_rank0,interleaved_rank,S2,True,6,0.6550208959005723,0.4466539736266836,raw_mlight
deep_interleaved_rank1,interleaved_rank,S2,True,6,0.679253997923709,0.46284722222222224,raw_mlight
deep_interleaved_rank2,interleaved_rank,S2,True,6,0.6561899447340775,0.4564393939393939,raw_mlight
testpattern0,testpattern,S3,True,6,0.6547758234369898,0.4959001782531194,raw_mlight
testpattern1,testpattern,S3,True,6,0.6597883589663395,0.49071271326362137,raw_mlight
testpattern2,testpattern,S3,True,6,0.6461389983685509,0.50181475029036,raw_mlight
tail,testpattern,S3,True,6,0.6748788627274046,0.409688013136289,raw_mlight
deep_interleaved_rank0,interleaved_rank,S3,True,6,0.6438861454291221,0.5044369093139023,raw_mlight
deep_interleaved_rank1,interleaved_rank,S3,True,6,0.6450384235381266,0.5104970781328908,raw_mlight
deep_interleaved_rank2,interleaved_rank,S3,True,6,0.661006853901131,0.48099046015712676,raw_mlight
testpattern0,testpattern,S4,True,6,0.6891839159660182,0.5308856682769726,raw_mlight
testpattern1,testpattern,S4,True,6,0.6920533325068314,0.518647342995169,raw_mlight
testpattern2,testpattern,S4,True,6,0.6908029788574842,0.4904027588001822,raw_mlight
tail,testpattern,S4,True,6,0.701743304026179,0.49260935143288087,raw_mlight
deep_interleaved_rank0,interleaved_rank,S4,True,6,0.6863497330172429,0.4786425576519916,raw_mlight
deep_interleaved_rank1,interleaved_rank,S4,True,6,0.6965105853589472,0.5072938757149283,raw_mlight
deep_interleaved_rank2,interleaved_rank,S4,True,6,0.6872403115120786,0.4858954451345756,raw_mlight
testpattern0,testpattern,Q1,False,6,0.6946279082929295,0.532096,raw_wlight
testpattern1,testpattern,Q1,False,6,0.6848363646262501,0.556473829201102,raw_wlight
testpattern2,testpattern,Q1,False,6,0.7023522261344247,0.5108507777991166,raw_wlight
tail,testpattern,Q1,False,6,0.6895773977285347,0.570814479638009,raw_wlight
deep_interleaved_rank0,interleaved_rank,Q1,False,6,0.687347090358168,0.5678763440860214,raw_wlight
deep_interleaved_rank1,interleaved_rank,Q1,False,6,0.6919650618003029,0.5816142921406078,raw_wlight
deep_interleaved_rank2,interleaved_rank,Q1,False,6,0.6940829057627469,0.5466717919149209,raw_wlight
testpattern0,testpattern,Q2,False,6,0.6869301415263508,0.49938427636269356,raw_wlight
testpattern1,testpattern,Q2,False,6,0.6873265195719673,0.45655172413793105,raw_wlight
testpattern2,testpattern,Q2,False,6,0.6847868840826365,0.4857142857142857,raw_wlight
tail,testpattern,Q2,False,6,0.6836398198402571,0.47394387912426766,raw_wlight
deep_interleaved_rank0,interleaved_rank,Q2,False,6,0.6923794899065194,0.508388922579341,raw_wlight
deep_interleaved_rank1,interleaved_rank,Q2,False,6,0.6961130581413704,0.45851235230934484,raw_wlight
deep_interleaved_rank2,interleaved_rank,Q2,False,6,0.686008346694941,0.508937470928301,raw_wlight
testpattern0,testpattern,Q3,False,6,0.6729727332771179,0.5000336904521259,raw_wlight
testpattern1,testpattern,Q3,False,6,0.6750818559847459,0.5788261567450624,raw_wlight
testpattern2,testpattern,Q3,False,6,0.67356565564959,0.49660000000000004,raw_wlight
tail,testpattern,Q3,False,6,0.6645374499054351,0.5156957928802588,raw_wlight
deep_interleaved_rank0,interleaved_rank,Q3,False,6,0.6734733197144406,0.5039211674849973,raw_wlight
deep_interleaved_rank1,interleaved_rank,Q3,False,6,0.6737980699771019,0.5264515685195378,raw_wlight
deep_interleaved_rank2,interleaved_rank,Q3,False,6,0.6715833629683117,0.5241004296455424,raw_wlight
testpattern0,testpattern,S1,False,6,0.6308611282209997,0.5076028622540251,raw_wlight
testpattern1,testpattern,S1,False,6,0.6278622857398107,0.49418604651162795,raw_wlight
testpattern2,testpattern,S1,False,6,0.6352926285586545,0.49048782293285953,raw_wlight
tail,testpattern,S1,False,6,0.6313701979055378,0.5147262647262647,raw_wlight
deep_interleaved_rank0,interleaved_rank,S1,False,6,0.6369606452543837,0.5070494557674045,raw_wlight
deep_interleaved_rank1,interleaved_rank,S1,False,6,0.6474357101142971,0.4663557628247834,raw_wlight
deep_interleaved_rank2,interleaved_rank,S1,False,6,0.6491254871328072,0.45525604499963473,raw_wlight
testpattern0,testpattern,S2,False,6,0.6422306116794023,0.5466150315547906,raw_wlight
testpattern1,testpattern,S2,False,6,0.6756888820938404,0.4759875541125541,raw_wlight
testpattern2,testpattern,S2,False,6,0.6422665155558503,0.5150422047471321,raw_wlight
tail,testpattern,S2,False,6,0.6728675792268883,0.4546825396825397,raw_wlight
deep_interleaved_rank0,interleaved_rank,S2,False,6,0.6569738845810293,0.46456526338057963,raw_wlight
deep_interleaved_rank1,interleaved_rank,S2,False,6,0.6664333938789887,0.46086805555555554,raw_wlight
deep_interleaved_rank2,interleaved_rank,S2,False,6,0.6625842322088774,0.4617704826038159,raw_wlight
testpattern0,testpattern,S3,False,6,0.6476165777165525,0.48092691622103384,raw_wlight
testpattern1,testpattern,S3,False,6,0.6621539768741326,0.5021326362135388,raw_wlight
testpattern2,testpattern,S3,False,6,0.6378016033255246,0.5254065040650406,raw_wlight
tail,testpattern,S3,False,6,0.6704226240356502,0.4359605911330049,raw_wlight
deep_interleaved_rank0,interleaved_rank,S3,False,6,0.6434059606403928,0.4992064064641801,raw_wlight
deep_interleaved_rank1,interleaved_rank,S3,False,6,0.6408184551378151,0.511507106269389,raw_wlight
deep_interleaved_rank2,interleaved_rank,S3,False,6,0.6531090549260106,0.4780443322109989,raw_wlight
testpattern0,testpattern,S4,False,6,0.6916090633831495,0.5106924315619967,raw_wlight
testpattern1,testpattern,S4,False,6,0.6941946600695185,0.4930756843800322,raw_wlight
testpattern2,testpattern,S4,False,6,0.6908020662956517,0.47973192790682545,raw_wlight
tail,testpattern,S4,False,6,0.7153229088567714,0.4305429864253394,raw_wlight
deep_interleaved_rank0,interleaved_rank,S4,False,6,0.7055146264059394,0.4486700733752621,raw_wlight
deep_interleaved_rank1,interleaved_rank,S4,False,6,0.7158505640837264,0.4335196966775914,raw_wlight
deep_interleaved_rank2,interleaved_rank,S4,False,6,0.6938369084776571,0.4789725672877847,raw_wlight
testpattern0,testpattern,Q1,True,6,0.6990684619858184,0.510208,raw_wlight
testpattern1,testpattern,Q1,True,6,0.6922404963920387,0.5441732333909923,raw_wlight
testpattern2,testpattern,Q1,True,6,0.7094492448669218,0.48415594392164396,raw_wlight
tail,testpattern,Q1,True,6,0.6938858166951867,0.5397435897435897,raw_wlight
deep_interleaved_rank0,interleaved_rank,Q1,True,6,0.6936169710479412,0.5391385048643114,raw_wlight
deep_interleaved_rank1,interleaved_rank,Q1,True,6,0.6979479174056343,0.5636848531585374,raw_wlight
deep_interleaved_rank2,interleaved_rank,Q1,True,6,0.7006185747029888,0.5302709975014414,raw_wlight
testpattern0,testpattern,Q2,True,6,0.688436437328656,0.4884956899345388,raw_wlight
testpattern1,testpattern,Q2,True,6,0.6853045737208351,0.498128078817734,raw_wlight
testpattern2,testpattern,Q2,True,6,0.6852789792459232,0.492987012987013,raw_wlight
tail,testpattern,Q2,True,6,0.6858370184477486,0.46685168054270737,raw_wlight
deep_interleaved_rank0,interleaved_rank,Q2,True,6,0.6934594499783134,0.5046829728454956,raw_wlight
deep_interleaved_rank1,interleaved_rank,Q2,True,6,0.6943343062424558,0.4865735767991407,raw_wlight
deep_interleaved_rank2,interleaved_rank,Q2,True,6,0.6873800131780562,0.4689348129443817,raw_wlight
testpattern0,testpattern,Q3,True,6,0.6736099799904902,0.5106798733239,raw_wlight
testpattern1,testpattern,Q3,True,6,0.6755934384025188,0.5192965315095261,raw_wlight
testpattern2,testpattern,Q3,True,6,0.6774999078791916,0.48246666666666677,raw_wlight
tail,testpattern,Q3,True,6,0.6680858999691884,0.4640776699029126,raw_wlight
deep_interleaved_rank0,interleaved_rank,Q3,True,6,0.6771134143241668,0.48380387343153297,raw_wlight
deep_interleaved_rank1,interleaved_rank,Q3,True,6,0.6768945183032812,0.4807718767198679,raw_wlight
deep_interleaved_rank2,interleaved_rank,Q3,True,6,0.6739953542921883,0.47482545649838886,raw_wlight
testpattern0,testpattern,S1,True,6,0.6339698820806484,0.49485688729874777,raw_wlight
testpattern1,testpattern,S1,True,6,0.6300637576503273,0.5269081693500298,raw_wlight
testpattern2,testpattern,S1,True,6,0.6388945396131577,0.5038862980235399,raw_wlight
tail,testpattern,S1,True,6,0.6325293884095902,0.5076230076230076,raw_wlight
deep_interleaved_rank0,interleaved_rank,S1,True,6,0.6399647481864568,0.4932427496530061,raw_wlight
deep_interleaved_rank1,interleaved_rank,S1,True,6,0.6446864660184497,0.45317936190687685,raw_wlight
deep_interleaved_rank2,interleaved_rank,S1,True,6,0.6470759829917414,0.4371393089341808,raw_wlight
testpattern0,testpattern,S2,True,6,0.6446109713872203,0.5623924268502581,raw_wlight
testpattern1,testpattern,S2,True,6,0.6873316336605809,0.48579545454545453,raw_wlight
testpattern2,testpattern,S2,True,6,0.6451595810067271,0.5270903975182166,raw_wlight
tail,testpattern,S2,True,6,0.6700592004757431,0.4946825396825397,raw_wlight
deep_interleaved_rank0,interleaved_rank,S2,True,6,0.6679554139023851,0.4687257598194768,raw_wlight
deep_interleaved_rank1,interleaved_rank,S2,True,6,0.67214118995307,0.4838541666666667,raw_wlight
deep_interleaved_rank2,interleaved_rank,S2,True,6,0.6620369654194681,0.4971941638608305,raw_wlight
testpattern0,testpattern,S3,True,6,0.6474878200343053,0.5032442067736185,raw_wlight
testpattern1,testpattern,S3,True,6,0.6622764132195578,0.49215740231150246,raw_wlight
testpattern2,testpattern,S3,True,6,0.6397525843488103,0.5110336817653891,raw_wlight
tail,testpattern,S3,True,6,0.6677508893463413,0.44548440065681444,raw_wlight
deep_interleaved_rank0,interleaved_rank,S3,True,6,0.6439723704364004,0.5015871870716399,raw_wlight
deep_interleaved_rank1,interleaved_rank,S3,True,6,0.6415897742594512,0.5080441526585384,raw_wlight
deep_interleaved_rank2,interleaved_rank,S3,True,6,0.6517728477479706,0.4883557800224467,raw_wlight
testpattern0,testpattern,S4,True,6,0.6874389356626682,0.5403864734299517,raw_wlight
testpattern1,testpattern,S4,True,6,0.6954509790122229,0.5159420289855072,raw_wlight
testpattern2,testpattern,S4,True,6,0.6881554195344064,0.5053679484676947,raw_wlight
tail,testpattern,S4,True,6,0.7095453126813752,0.4824283559577678,raw_wlight
deep_interleaved_rank0,interleaved_rank,S4,True,6,0.7078204061600962,0.4695689203354298,raw_wlight
deep_interleaved_rank1,interleaved_rank,S4,True,6,0.709963231693966,0.47317010474905213,raw_wlight
deep_interleaved_rank2,interleaved_rank,S4,True,6,0.6930506714807994,0.5278209109730849,raw_wlight
testpattern0,testpattern,Q1,False,5,0.7228439468354172,0.4879359999999999,raw_hr
testpattern1,testpattern,Q1,False,5,0.6937120432963243,0.5308475879300404,raw_hr
testpattern2,testpattern,Q1,False,5,0.689758621793082,0.5438192177197363,raw_hr
tail,testpattern,Q1,False,5,0.6851110297461314,0.5944193061840121,raw_hr
deep_interleaved_rank0,interleaved_rank,Q1,False,5,0.687477941310254,0.5471710189452126,raw_hr
deep_interleaved_rank1,interleaved_rank,Q1,False,5,0.6926264927069152,0.5618212197159564,raw_hr
deep_interleaved_rank2,interleaved_rank,Q1,False,5,0.7003838111443649,0.5118201037862772,raw_hr
testpattern0,testpattern,Q2,False,5,0.694181498443806,0.49419923520642944,raw_hr
testpattern1,testpattern,Q2,False,5,0.6857575015171219,0.527816091954023,raw_hr
testpattern2,testpattern,Q2,False,5,0.6874809679993799,0.5111038961038961,raw_hr
tail,testpattern,Q2,False,5,0.698165906032468,0.4512796793092816,raw_hr
deep_interleaved_rank0,interleaved_rank,Q2,False,5,0.6953939044929809,0.5227410551849605,raw_hr
deep_interleaved_rank1,interleaved_rank,Q2,False,5,0.7200917655693321,0.5055383995703544,raw_hr
deep_interleaved_rank2,interleaved_rank,Q2,False,5,0.7023986512128656,0.48624493321815404,raw_hr
testpattern0,testpattern,Q3,False,5,0.6686748964595218,0.584192439862543,raw_hr
testpattern1,testpattern,Q3,False,5,0.666047474069558,0.6113476167213343,raw_hr
testpattern2,testpattern,Q3,False,5,0.6782980086907894,0.5436,raw_hr
tail,testpattern,Q3,False,5,0.6671047602625443,0.5299352750809061,raw_hr
deep_interleaved_rank0,interleaved_rank,Q3,False,5,0.6693434583594292,0.5677168576104745,raw_hr
