split,seed,target,method,C,logloss,base_logloss
testpattern,5,S3,base_plus_calib_w0.5,0.03,0.5682300102897261,0.5705931074901284
testpattern,5,S4,learned_calibrator,0.01,0.6495769287775974,0.697535960700621
testpattern,5,S4,learned_calibrator,0.03,0.6501948283731015,0.697535960700621
testpattern,5,S4,learned_calibrator,0.1,0.6600296325129659,0.697535960700621
testpattern,5,S4,learned_calibrator,0.3,0.6764711203085356,0.697535960700621
testpattern,5,S4,base_plus_calib_w0.15,0.03,0.6858171294794956,0.697535960700621
testpattern,5,S4,base_plus_calib_w0.25,0.03,0.6789357440244796,0.697535960700621
testpattern,5,S4,base_plus_calib_w0.35,0.03,0.6727773879774445,0.697535960700621
testpattern,5,S4,base_plus_calib_w0.5,0.03,0.6648720199732584,0.697535960700621
tail,0,Q1,learned_calibrator,0.01,0.823069311602971,0.6415487091193672
tail,0,Q1,learned_calibrator,0.03,1.061005978488508,0.6415487091193672
tail,0,Q1,learned_calibrator,0.1,1.2495468916031072,0.6415487091193672
tail,0,Q1,learned_calibrator,0.3,1.3290525146094787,0.6415487091193672
tail,0,Q1,base_plus_calib_w0.15,0.03,0.6415819522835096,0.6415487091193672
tail,0,Q1,base_plus_calib_w0.25,0.03,0.6489342904222557,0.6415487091193672
tail,0,Q1,base_plus_calib_w0.35,0.03,0.6623736745959921,0.6415487091193672
tail,0,Q1,base_plus_calib_w0.5,0.03,0.6954839214931633,0.6415487091193672
tail,0,Q2,learned_calibrator,0.01,0.9998658443145041,0.660227218799219
tail,0,Q2,learned_calibrator,0.03,1.2390083977809514,0.660227218799219
tail,0,Q2,learned_calibrator,0.1,1.5612658256280307,0.660227218799219
tail,0,Q2,learned_calibrator,0.3,1.8040936413678985,0.660227218799219
tail,0,Q2,base_plus_calib_w0.15,0.03,0.6781605018416617,0.660227218799219
tail,0,Q2,base_plus_calib_w0.25,0.03,0.6981534090358237,0.660227218799219
tail,0,Q2,base_plus_calib_w0.35,0.03,0.7250476913208382,0.660227218799219
tail,0,Q2,base_plus_calib_w0.5,0.03,0.7803000971273492,0.660227218799219
tail,0,Q3,learned_calibrator,0.01,0.8957679296030465,0.6597523317162501
tail,0,Q3,learned_calibrator,0.03,1.193822705805171,0.6597523317162501
tail,0,Q3,learned_calibrator,0.1,1.6518889215971362,0.6597523317162501
tail,0,Q3,learned_calibrator,0.3,1.9715069879722875,0.6597523317162501
tail,0,Q3,base_plus_calib_w0.15,0.03,0.6797126130966412,0.6597523317162501
tail,0,Q3,base_plus_calib_w0.25,0.03,0.700138346793979,0.6597523317162501
tail,0,Q3,base_plus_calib_w0.35,0.03,0.7265908540863819,0.6597523317162501
tail,0,Q3,base_plus_calib_w0.5,0.03,0.7791093900648517,0.6597523317162501
tail,0,S1,learned_calibrator,0.01,0.5891051381418954,0.5835814635426049
tail,0,S1,learned_calibrator,0.03,0.7222517897990335,0.5835814635426049
tail,0,S1,learned_calibrator,0.1,0.9447393648255177,0.5835814635426049
tail,0,S1,learned_calibrator,0.3,1.0023788257006696,0.5835814635426049
tail,0,S1,base_plus_calib_w0.15,0.03,0.5825747150206385,0.5835814635426049
tail,0,S1,base_plus_calib_w0.25,0.03,0.5845265134024143,0.5835814635426049
tail,0,S1,base_plus_calib_w0.35,0.03,0.5887702911134546,0.5835814635426049
tail,0,S1,base_plus_calib_w0.5,0.03,0.6000907627383333,0.5835814635426049
tail,0,S2,learned_calibrator,0.01,0.6502474106651867,0.592488663039291
tail,0,S2,learned_calibrator,0.03,0.6380402375213344,0.592488663039291
tail,0,S2,learned_calibrator,0.1,0.6537533701092638,0.592488663039291
tail,0,S2,learned_calibrator,0.3,0.7163895699549567,0.592488663039291
tail,0,S2,base_plus_calib_w0.15,0.03,0.5946113678766358,0.592488663039291
tail,0,S2,base_plus_calib_w0.25,0.03,0.5969087457839335,0.592488663039291
tail,0,S2,base_plus_calib_w0.35,0.03,0.5998999962539425,0.592488663039291
tail,0,S2,base_plus_calib_w0.5,0.03,0.6057058144764663,0.592488663039291
tail,0,S3,learned_calibrator,0.01,0.6184320750403999,0.549098071093622
tail,0,S3,learned_calibrator,0.03,0.5828753326888657,0.549098071093622
tail,0,S3,learned_calibrator,0.1,0.5576788641162848,0.549098071093622
tail,0,S3,learned_calibrator,0.3,0.5475561936208272,0.549098071093622
tail,0,S3,base_plus_calib_w0.15,0.03,0.5497694267687196,0.549098071093622
tail,0,S3,base_plus_calib_w0.25,0.03,0.5510567396615577,0.549098071093622
tail,0,S3,base_plus_calib_w0.35,0.03,0.5530044038717219,0.549098071093622
tail,0,S3,base_plus_calib_w0.5,0.03,0.557169380164201,0.549098071093622
tail,0,S4,learned_calibrator,0.01,0.7314815223711164,0.7067029525585945
tail,0,S4,learned_calibrator,0.03,1.1512270090343577,0.7067029525585945
tail,0,S4,learned_calibrator,0.1,1.6011299002123918,0.7067029525585945
tail,0,S4,learned_calibrator,0.3,1.7391681733918372,0.7067029525585945
tail,0,S4,base_plus_calib_w0.15,0.03,0.7020298191804115,0.7067029525585945
tail,0,S4,base_plus_calib_w0.25,0.03,0.7082601596608593,0.7067029525585945
tail,0,S4,base_plus_calib_w0.35,0.03,0.7213535447679119,0.7067029525585945
tail,0,S4,base_plus_calib_w0.5,0.03,0.7547682068266207,0.7067029525585945
