variant,family,file,basename,source_id,source_family,gate,q2_scale,s1_scale,move_l1,move_l2,changed_cells_1e12,changed_rows_1e12,non_q2s1_l1,all_cos_e323_bad_vs_e247,all_cos_e323_bad_vs_e365,q2_cos_e323_bad_vs_e247,q2_cos_e323_bad_vs_e365,s1_cos_e323_bad_vs_e247,s1_cos_e323_bad_vs_e365,q2_transfer_abs_spearman,s1_transfer_abs_spearman,q2_benefit_abs_wmean,s1_benefit_abs_wmean,q2_danger_abs_wmean,s1_danger_abs_wmean,q2_base_action_abs_spearman,s1_base_action_abs_spearman,q2_benefit_minus_danger,s1_benefit_minus_danger,l1_Q1,signed_sum_Q1,changed_Q1,l1_Q2,signed_sum_Q2,changed_Q2,l1_Q3,signed_sum_Q3,changed_Q3,l1_S1,signed_sum_S1,changed_S1,l1_S2,signed_sum_S2,changed_S2,l1_S3,signed_sum_S3,changed_S3,l1_S4,signed_sum_S4,changed_S4,q2_weight_nonzero,s1_weight_nonzero,q2_weight_mean,s1_weight_mean
h002_e368_minus_e365_benefit_floor050_q20p0_s10p75,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e368_minus_e365_benefit_floor050_q20p0_s10p75_b635bfa8.csv,submission_h002_e368_minus_e365_benefit_floor050_q20p0_s10p75_b635bfa8.csv,e368_minus_e365,e368_base_action,benefit_floor050,0.0,0.75,0.06547852045873431,0.01688217756483572,160.0,160.0,0.0,-0.04081283122588043,-0.04075391807116877,0.0,0.0,-0.08595383243550592,-0.08634390824831195,,0.224858479946697,0.0,0.6652400077199667,0.0,0.602350064120533,,0.998779525021751,0.0,0.06288994359943367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06547852045873431,-0.00715760130078446,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,250.0,0.751,0.751
h002_e368_minus_e365_benefit_floor050_q20p0_s11p0,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e368_minus_e365_benefit_floor050_q20p0_s11p0_4054e376.csv,submission_h002_e368_minus_e365_benefit_floor050_q20p0_s11p0_4054e376.csv,e368_minus_e365,e368_base_action,benefit_floor050,0.0,1.0,0.08730469394497908,0.02250957008644763,160.0,160.0,0.0,-0.04081283122610374,-0.04075391807138926,0.0,0.0,-0.08595383243649637,-0.08634390824930172,,0.224858479946697,0.0,0.6652400077199667,0.0,0.6023500641205329,,0.998779525021751,0.0,0.06288994359943378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08730469394497908,-0.00954346840104595,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,250.0,0.751,0.751
h002_e368_minus_e365_benefit_floor050_q20p0_s11p15,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e368_minus_e365_benefit_floor050_q20p0_s11p15_22a043b9.csv,submission_h002_e368_minus_e365_benefit_floor050_q20p0_s11p15_22a043b9.csv,e368_minus_e365,e368_base_action,benefit_floor050,0.0,1.15,0.10040039803672594,0.02588600559941477,160.0,160.0,0.0,-0.040812831226191115,-0.04075391807147554,0.0,0.0,-0.08595383243688391,-0.08634390824968897,,0.224858479946697,0.0,0.6652400077199668,0.0,0.6023500641205329,,0.998779525021751,0.0,0.0628899435994339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10040039803672593,-0.01097498866120284,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,250.0,0.751,0.751
h002_e368_minus_e365_benefit_floor050_q20p25_s10p0,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e368_minus_e365_benefit_floor050_q20p25_s10p0_47fb7f44.csv,submission_h002_e368_minus_e365_benefit_floor050_q20p25_s10p0_47fb7f44.csv,e368_minus_e365,e368_base_action,benefit_floor050,0.25,0.0,0.014524812421683743,0.005356796439480092,34.0,34.0,0.0,-1.5953031412164808e-11,0.02925342549850109,-0.020366845886175163,0.583275834552151,0.0,0.0,0.42857100579478374,,0.5432013136389182,0.0,0.7253942897917133,0.0,0.999954572249052,,-0.18219297615279506,0.0,0.0,0.0,0.0,0.014524812421683742,0.011373807626354308,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,250.0,0.751,0.751
h002_e368_minus_e365_benefit_floor050_q20p25_s10p5,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e368_minus_e365_benefit_floor050_q20p25_s10p5_c6d93399.csv,submission_h002_e368_minus_e365_benefit_floor050_q20p25_s10p5_c6d93399.csv,e368_minus_e365,e368_base_action,benefit_floor050,0.25,0.5,0.05817715939417328,0.012464567961353538,194.0,168.0,0.0,-0.036851629672102273,-0.0242264266947595,-0.020366845886175163,0.583275834552151,-0.08595383243352503,-0.08634390824633242,0.42857100579478374,0.224858479946697,0.5432013136389182,0.6652400077199667,0.7253942897917133,0.6023500641205329,0.999954572249052,0.998779525021751,-0.18219297615279506,0.06288994359943378,0.0,0.0,0.0,0.014524812421683742,0.011373807626354308,34.0,0.0,0.0,0.0,0.04365234697248954,-0.004771734200522975,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,250.0,0.751,0.751
h002_e368_minus_e365_benefit_floor050_q20p25_s10p75,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e368_minus_e365_benefit_floor050_q20p25_s10p75_864b2697.csv,submission_h002_e368_minus_e365_benefit_floor050_q20p25_s10p75_864b2697.csv,e368_minus_e365,e368_base_action,benefit_floor050,0.25,0.75,0.08000333288041805,0.01771166811524734,194.0,168.0,0.0,-0.038901443911542447,-0.029997752460318956,-0.020366845886175163,0.583275834552151,-0.08595383243550592,-0.08634390824831195,0.42857100579478374,0.224858479946697,0.5432013136389182,0.6652400077199667,0.7253942897917133,0.602350064120533,0.999954572249052,0.998779525021751,-0.18219297615279506,0.06288994359943367,0.0,0.0,0.0,0.014524812421683742,0.011373807626354308,34.0,0.0,0.0,0.0,0.06547852045873431,-0.00715760130078446,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,250.0,0.751,0.751
h002_e368_minus_e365_benefit_floor050_q20p25_s11p0,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e368_minus_e365_benefit_floor050_q20p25_s11p0_a66b209c.csv,submission_h002_e368_minus_e365_benefit_floor050_q20p25_s11p0_a66b209c.csv,e368_minus_e365,e368_base_action,benefit_floor050,0.25,1.0,0.10182950636666283,0.02313819382688987,194.0,168.0,0.0,-0.03970401889920082,-0.032874153240108284,-0.020366845886175163,0.583275834552151,-0.08595383243649637,-0.08634390824930172,0.42857100579478374,0.224858479946697,0.5432013136389182,0.6652400077199667,0.7253942897917133,0.6023500641205329,0.999954572249052,0.998779525021751,-0.18219297615279506,0.06288994359943378,0.0,0.0,0.0,0.014524812421683742,0.011373807626354308,34.0,0.0,0.0,0.0,0.08730469394497908,-0.00954346840104595,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,250.0,0.751,0.751
h002_e368_minus_e365_benefit_floor050_q20p25_s11p15,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e368_minus_e365_benefit_floor050_q20p25_s11p15_1cf6464a.csv,submission_h002_e368_minus_e365_benefit_floor050_q20p25_s11p15_1cf6464a.csv,e368_minus_e365,e368_base_action,benefit_floor050,0.25,1.15,0.11492521045840969,0.026434457701775528,194.0,168.0,0.0,-0.03996606208660609,-0.03398032658618881,-0.020366845886175163,0.583275834552151,-0.08595383243688391,-0.08634390824968897,0.42857100579478374,0.224858479946697,0.5432013136389182,0.6652400077199668,0.7253942897917133,0.6023500641205329,0.999954572249052,0.998779525021751,-0.18219297615279506,0.0628899435994339,0.0,0.0,0.0,0.014524812421683742,0.011373807626354308,34.0,0.0,0.0,0.0,0.10040039803672593,-0.01097498866120284,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,250.0,0.751,0.751
h002_e368_minus_e365_benefit_floor050_q20p5_s10p0,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e368_minus_e365_benefit_floor050_q20p5_s10p0_8aa51be9.csv,submission_h002_e368_minus_e365_benefit_floor050_q20p5_s10p0_8aa51be9.csv,e368_minus_e365,e368_base_action,benefit_floor050,0.5,0.0,0.029049624843367487,0.010713592878960183,34.0,34.0,0.0,-1.5953031412714977e-11,0.029253425499498716,-0.02130486262183971,0.5832758349487588,0.0,0.0,0.42857100579478374,,0.5432013136389182,0.0,0.7253942897917133,0.0,0.999954572249052,,-0.18219297615279506,0.0,0.0,0.0,0.0,0.029049624843367483,0.022747615252708617,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,250.0,0.751,0.751
h002_e368_minus_e365_benefit_floor050_q20p5_s10p5,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e368_minus_e365_benefit_floor050_q20p5_s10p5_790184c0.csv,submission_h002_e368_minus_e365_benefit_floor050_q20p5_s10p5_790184c0.csv,e368_minus_e365,e368_base_action,benefit_floor050,0.5,0.5,0.07270197181585704,0.015538701964619851,194.0,168.0,0.0,-0.029561004752428805,-0.009348740761623456,-0.02130486262183971,0.5832758349487588,-0.08595383243352503,-0.08634390824633242,0.42857100579478374,0.224858479946697,0.5432013136389182,0.6652400077199667,0.7253942897917133,0.6023500641205329,0.999954572249052,0.998779525021751,-0.18219297615279506,0.06288994359943378,0.0,0.0,0.0,0.029049624843367483,0.022747615252708617,34.0,0.0,0.0,0.0,0.04365234697248954,-0.004771734200522975,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,250.0,0.751,0.751
h002_e368_minus_e365_benefit_floor050_q20p5_s10p75,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e368_minus_e365_benefit_floor050_q20p5_s10p75_87815b28.csv,submission_h002_e368_minus_e365_benefit_floor050_q20p5_s10p75_87815b28.csv,e368_minus_e365,e368_base_action,benefit_floor050,0.5,0.75,0.0945281453021018,0.019994724096789856,194.0,168.0,0.0,-0.03445956345868595,-0.018735221771883123,-0.02130486262183971,0.5832758349487588,-0.08595383243550592,-0.08634390824831195,0.42857100579478374,0.224858479946697,0.5432013136389182,0.6652400077199667,0.7253942897917133,0.602350064120533,0.999954572249052,0.998779525021751,-0.18219297615279506,0.06288994359943367,0.0,0.0,0.0,0.029049624843367483,0.022747615252708617,34.0,0.0,0.0,0.0,0.06547852045873431,-0.00715760130078446,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,250.0,0.751,0.751
h002_e368_minus_e365_benefit_floor050_q20p5_s11p0,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e368_minus_e365_benefit_floor050_q20p5_s11p0_fbaaf142.csv,submission_h002_e368_minus_e365_benefit_floor050_q20p5_s11p0_fbaaf142.csv,e368_minus_e365,e368_base_action,benefit_floor050,0.5,1.0,0.11635431878834657,0.024929135922707076,194.0,168.0,0.0,-0.03685162967264845,-0.02422642669511456,-0.02130486262183971,0.5832758349487588,-0.08595383243649637,-0.08634390824930172,0.42857100579478374,0.224858479946697,0.5432013136389182,0.6652400077199667,0.7253942897917133,0.6023500641205329,0.999954572249052,0.998779525021751,-0.18219297615279506,0.06288994359943378,0.0,0.0,0.0,0.029049624843367483,0.022747615252708617,34.0,0.0,0.0,0.0,0.08730469394497908,-0.00954346840104595,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,250.0,0.751,0.751
h002_e368_minus_e365_benefit_floor050_q20p5_s11p15,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e368_minus_e365_benefit_floor050_q20p5_s11p15_39c73087.csv,submission_h002_e368_minus_e365_benefit_floor050_q20p5_s11p15_39c73087.csv,e368_minus_e365,e368_base_action,benefit_floor050,0.5,1.15,0.12945002288009344,0.028015466411770468,194.0,168.0,0.0,-0.037710640340342216,-0.026469195599851263,-0.02130486262183971,0.5832758349487588,-0.08595383243688391,-0.08634390824968897,0.42857100579478374,0.224858479946697,0.5432013136389182,0.6652400077199668,0.7253942897917133,0.6023500641205329,0.999954572249052,0.998779525021751,-0.18219297615279506,0.0628899435994339,0.0,0.0,0.0,0.029049624843367483,0.022747615252708617,34.0,0.0,0.0,0.0,0.10040039803672593,-0.01097498866120284,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,250.0,0.751,0.751
h002_e368_minus_e365_benefit_floor050_q20p75_s10p0,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e368_minus_e365_benefit_floor050_q20p75_s10p0_c4061019.csv,submission_h002_e368_minus_e365_benefit_floor050_q20p75_s10p0_c4061019.csv,e368_minus_e365,e368_base_action,benefit_floor050,0.75,0.0,0.04357443726505123,0.016070389318440275,34.0,34.0,0.0,-1.595303141289837e-11,0.029253425499831263,-0.021637034834436037,0.5832758350809614,0.0,0.0,0.42857100579478374,,0.5432013136389182,0.0,0.7253942897917132,0.0,0.999954572249052,,-0.18219297615279495,0.0,0.0,0.0,0.0,0.04357443726505123,0.03412142287906293,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,250.0,0.751,0.751
h002_e368_minus_e365_benefit_floor050_q20p75_s10p5,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e368_minus_e365_benefit_floor050_q20p75_s10p5_a4844b04.csv,submission_h002_e368_minus_e365_benefit_floor050_q20p75_s10p5_a4844b04.csv,e368_minus_e365,e368_base_action,benefit_floor050,0.75,0.5,0.08722678423754078,0.019619571840777103,194.0,168.0,0.0,-0.02341231737563939,0.0005829561018704281,-0.021637034834436037,0.5832758350809614,-0.08595383243352503,-0.08634390824633242,0.42857100579478374,0.224858479946697,0.5432013136389182,0.6652400077199667,0.7253942897917132,0.6023500641205329,0.999954572249052,0.998779525021751,-0.18219297615279495,0.06288994359943378,0.0,0.0,0.0,0.04357443726505123,0.03412142287906293,34.0,0.0,0.0,0.0,0.04365234697248954,-0.004771734200522975,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,250.0,0.751,0.751
h002_e368_minus_e365_benefit_floor050_q20p75_s10p75,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e368_minus_e365_benefit_floor050_q20p75_s10p75_96913b10.csv,submission_h002_e368_minus_e365_benefit_floor050_q20p75_s10p75_96913b10.csv,e368_minus_e365,e368_base_action,benefit_floor050,0.75,0.75,0.10905295772378554,0.02330805294692978,194.0,168.0,0.0,-0.02956100475266309,-0.009348740761696728,-0.021637034834436037,0.5832758350809614,-0.08595383243550592,-0.08634390824831195,0.42857100579478374,0.224858479946697,0.5432013136389182,0.6652400077199667,0.7253942897917132,0.602350064120533,0.999954572249052,0.998779525021751,-0.18219297615279495,0.06288994359943367,0.0,0.0,0.0,0.04357443726505123,0.03412142287906293,34.0,0.0,0.0,0.0,0.06547852045873431,-0.00715760130078446,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,250.0,0.751,0.751
h002_e368_minus_e365_benefit_floor050_q20p75_s11p0,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e368_minus_e365_benefit_floor050_q20p75_s11p0_952951cf.csv,submission_h002_e368_minus_e365_benefit_floor050_q20p75_s11p0_952951cf.csv,e368_minus_e365,e368_base_action,benefit_floor050,0.75,1.0,0.13087913121003034,0.027657515404007953,194.0,168.0,0.0,-0.03321626226180785,-0.016170622411675026,-0.021637034834436037,0.5832758350809614,-0.08595383243649637,-0.08634390824930172,0.42857100579478374,0.224858479946697,0.5432013136389182,0.6652400077199667,0.7253942897917132,0.6023500641205329,0.999954572249052,0.998779525021751,-0.18219297615279495,0.06288994359943378,0.0,0.0,0.0,0.04357443726505123,0.03412142287906293,34.0,0.0,0.0,0.0,0.08730469394497908,-0.00954346840104595,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,250.0,0.751,0.751
h002_e368_minus_e365_benefit_floor050_q20p75_s11p15,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e368_minus_e365_benefit_floor050_q20p75_s11p15_25e819b7.csv,submission_h002_e368_minus_e365_benefit_floor050_q20p75_s11p15_25e819b7.csv,e368_minus_e365,e368_base_action,benefit_floor050,0.75,1.15,0.14397483530177718,0.030468716722881064,194.0,168.0,0.0,-0.034674291914447715,-0.019194842370043777,-0.021637034834436037,0.5832758350809614,-0.08595383243688391,-0.08634390824968897,0.42857100579478374,0.224858479946697,0.5432013136389182,0.6652400077199668,0.7253942897917132,0.6023500641205329,0.999954572249052,0.998779525021751,-0.18219297615279495,0.0628899435994339,0.0,0.0,0.0,0.04357443726505123,0.03412142287906293,34.0,0.0,0.0,0.0,0.10040039803672593,-0.01097498866120284,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,250.0,0.751,0.751
h002_e368_minus_e365_benefit_floor050_q21p0_s10p0,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e368_minus_e365_benefit_floor050_q21p0_s10p0_5cff7512.csv,submission_h002_e368_minus_e365_benefit_floor050_q21p0_s10p0_5cff7512.csv,e368_minus_e365,e368_base_action,benefit_floor050,1.0,0.0,0.05809924968673497,0.021427185757920367,34.0,34.0,0.0,-1.595303141299006e-11,0.02925342549999753,-0.02180703572662803,0.5832758351470626,0.0,0.0,0.42857100579478374,,0.5432013136389182,0.0,0.7253942897917133,0.0,0.999954572249052,,-0.18219297615279506,0.0,0.0,0.0,0.0,0.058099249686734966,0.04549523050541723,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,250.0,0.751,0.751
h002_e368_minus_e365_benefit_floor050_q21p0_s10p5,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e368_minus_e365_benefit_floor050_q21p0_s10p5_7ddd1b18.csv,submission_h002_e368_minus_e365_benefit_floor050_q21p0_s10p5_7ddd1b18.csv,e368_minus_e365,e368_base_action,benefit_floor050,1.0,0.5,0.10175159665922452,0.02420319143984115,194.0,168.0,0.0,-0.018978474137976785,0.006947100141728227,-0.02180703572662803,0.5832758351470626,-0.08595383243352503,-0.08634390824633242,0.42857100579478374,0.224858479946697,0.5432013136389182,0.6652400077199667,0.7253942897917133,0.6023500641205329,0.999954572249052,0.998779525021751,-0.18219297615279506,0.06288994359943378,0.0,0.0,0.0,0.058099249686734966,0.04549523050541723,34.0,0.0,0.0,0.0,0.04365234697248954,-0.004771734200522975,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,250.0,0.751,0.751
h002_e368_minus_e365_benefit_floor050_q21p0_s10p75,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e368_minus_e365_benefit_floor050_q21p0_s10p75_e6bc8ee1.csv,submission_h002_e368_minus_e365_benefit_floor050_q21p0_s10p75_e6bc8ee1.csv,e368_minus_e365,e368_base_action,benefit_floor050,1.0,0.75,0.12357777014546928,0.027278786791847396,194.0,168.0,0.0,-0.025258068450187833,-0.002243365863982569,-0.02180703572662803,0.5832758351470626,-0.08595383243550592,-0.08634390824831195,0.42857100579478374,0.224858479946697,0.5432013136389182,0.6652400077199667,0.7253942897917133,0.602350064120533,0.999954572249052,0.998779525021751,-0.18219297615279506,0.06288994359943367,0.0,0.0,0.0,0.058099249686734966,0.04549523050541723,34.0,0.0,0.0,0.0,0.06547852045873431,-0.00715760130078446,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,250.0,0.751,0.751
h002_e368_minus_e365_benefit_floor050_q21p0_s11p0,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e368_minus_e365_benefit_floor050_q21p0_s11p0_f7fb5fba.csv,submission_h002_e368_minus_e365_benefit_floor050_q21p0_s11p0_f7fb5fba.csv,e368_minus_e365,e368_base_action,benefit_floor050,1.0,1.0,0.14540394363171408,0.031077403929239703,194.0,168.0,0.0,-0.02956100475278025,-0.009348740761733363,-0.02180703572662803,0.5832758351470626,-0.08595383243649637,-0.08634390824930172,0.42857100579478374,0.224858479946697,0.5432013136389182,0.6652400077199667,0.7253942897917133,0.6023500641205329,0.999954572249052,0.998779525021751,-0.18219297615279506,0.06288994359943378,0.0,0.0,0.0,0.058099249686734966,0.04549523050541723,34.0,0.0,0.0,0.0,0.08730469394497908,-0.00954346840104595,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,250.0,0.751,0.751
h002_e368_minus_e365_benefit_floor050_q21p0_s11p15,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e368_minus_e365_benefit_floor050_q21p0_s11p15_ad2deeea.csv,submission_h002_e368_minus_e365_benefit_floor050_q21p0_s11p15_ad2deeea.csv,e368_minus_e365,e368_base_action,benefit_floor050,1.0,1.15,0.15849964772346092,0.0336037137143703,194.0,168.0,0.0,-0.03143941729103148,-0.012740781355033187,-0.02180703572662803,0.5832758351470626,-0.08595383243688391,-0.08634390824968897,0.42857100579478374,0.224858479946697,0.5432013136389182,0.6652400077199668,0.7253942897917133,0.6023500641205329,0.999954572249052,0.998779525021751,-0.18219297615279506,0.0628899435994339,0.0,0.0,0.0,0.058099249686734966,0.04549523050541723,34.0,0.0,0.0,0.0,0.10040039803672593,-0.01097498866120284,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,250.0,0.751,0.751
h002_e368_minus_e365_benefit_floor050_q21p08_s10p0,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e368_minus_e365_benefit_floor050_q21p08_s10p0_e468401b.csv,submission_h002_e368_minus_e365_benefit_floor050_q21p08_s10p0_e468401b.csv,e368_minus_e365,e368_base_action,benefit_floor050,1.08,0.0,0.06274718966167378,0.023141360618554,34.0,34.0,0.0,-1.5953031413010432e-11,0.02925342550003448,-0.021845177116336167,0.5832758351617519,0.0,0.0,0.42857100579478374,,0.543201313638918,0.0,0.7253942897917129,0.0,0.999954572249052,,-0.18219297615279495,0.0,0.0,0.0,0.0,0.0627471896616738,0.04913484894585063,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,250.0,0.751,0.751
h002_e368_minus_e365_benefit_floor050_q21p08_s10p5,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e368_minus_e365_benefit_floor050_q21p08_s10p5_915d58af.csv,submission_h002_e368_minus_e365_benefit_floor050_q21p08_s10p5_915d58af.csv,e368_minus_e365,e368_base_action,benefit_floor050,1.08,0.5,0.10639953663416334,0.02573310625725422,194.0,168.0,0.0,-0.01785014363339057,0.008482748995771495,-0.021845177116336167,0.5832758351617519,-0.08595383243352503,-0.08634390824633242,0.42857100579478374,0.224858479946697,0.543201313638918,0.6652400077199667,0.7253942897917129,0.6023500641205329,0.999954572249052,0.998779525021751,-0.18219297615279495,0.06288994359943378,0.0,0.0,0.0,0.0627471896616738,0.04913484894585063,34.0,0.0,0.0,0.0,0.04365234697248954,-0.004771734200522975,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,250.0,0.751,0.751
h002_e368_minus_e365_benefit_floor050_q21p08_s10p75,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e368_minus_e365_benefit_floor050_q21p08_s10p75_cfe40cfe.csv,submission_h002_e368_minus_e365_benefit_floor050_q21p08_s10p75_cfe40cfe.csv,e368_minus_e365,e368_base_action,benefit_floor050,1.08,0.75,0.1282257101204081,0.028644903396740657,194.0,168.0,0.0,-0.024053474871650327,-0.00038578634275497436,-0.021845177116336167,0.5832758351617519,-0.08595383243550592,-0.08634390824831195,0.42857100579478374,0.224858479946697,0.543201313638918,0.6652400077199667,0.7253942897917129,0.602350064120533,0.999954572249052,0.998779525021751,-0.18219297615279495,0.06288994359943367,0.0,0.0,0.0,0.0627471896616738,0.04913484894585063,34.0,0.0,0.0,0.0,0.06547852045873431,-0.00715760130078446,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,250.0,0.751,0.751
h002_e368_minus_e365_benefit_floor050_q21p08_s11p0,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e368_minus_e365_benefit_floor050_q21p08_s11p0_fabaf2df.csv,submission_h002_e368_minus_e365_benefit_floor050_q21p08_s11p0_fabaf2df.csv,e368_minus_e365,e368_base_action,benefit_floor050,1.08,1.0,0.15005188360665286,0.032283173895307445,194.0,168.0,0.0,-0.02845690725030032,-0.007446266190617741,-0.021845177116336167,0.5832758351617519,-0.08595383243649637,-0.08634390824930172,0.42857100579478374,0.224858479946697,0.543201313638918,0.6652400077199667,0.7253942897917129,0.6023500641205329,0.999954572249052,0.998779525021751,-0.18219297615279495,0.06288994359943378,0.0,0.0,0.0,0.0627471896616738,0.04913484894585063,34.0,0.0,0.0,0.0,0.08730469394497908,-0.00954346840104595,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,250.0,0.751,0.751
h002_e368_minus_e365_benefit_floor050_q21p08_s11p15,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e368_minus_e365_benefit_floor050_q21p08_s11p15_a4af7ffd.csv,submission_h002_e368_minus_e365_benefit_floor050_q21p08_s11p15_a4af7ffd.csv,e368_minus_e365,e368_base_action,benefit_floor050,1.08,1.15,0.16314758769839974,0.03472186425252675,194.0,168.0,0.0,-0.030426971614730743,-0.010886284210523718,-0.021845177116336167,0.5832758351617519,-0.08595383243688391,-0.08634390824968897,0.42857100579478374,0.224858479946697,0.543201313638918,0.6652400077199668,0.7253942897917129,0.6023500641205329,0.999954572249052,0.998779525021751,-0.18219297615279495,0.0628899435994339,0.0,0.0,0.0,0.0627471896616738,0.04913484894585063,34.0,0.0,0.0,0.0,0.10040039803672593,-0.01097498866120284,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,250.0,0.751,0.751
